tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
186901,10,01,2201,25,0,,6783,2,1,6,2019,10,01,0051599,0,0,1,DEOC2201.pdf,00143567.tif,ORIGINAL,DOLPHIN,1050,1869,1,20,20,0,0,0,0,2,2019-186901
186902,10,02,2201,26,0,,6783,2,1,6,2019,10,01,0051599,0,0,1,DEOC2201.pdf,00143569.tif,ORIGINAL,DOLPHIN,1050,1869,1,42,42,0,0,0,0,2,2019-186902
186902,10,02,2201,27,0,,6783,2,1,6,2019,10,01,0051599,0,0,1,DEOC2201.pdf,00143569.tif,ORIGINAL,YFT,4711,1869,2,1,1,0,0,0,0,2,2019-186902
186903,10,03,2201,28,0,,6783,2,1,5,2019,10,01,0051599,0,0,2,DEOC2201.pdf,00143571.tif,ORIGINAL,DOLPHIN,1050,1869,1,2,0,0,0,0,0,2,2019-186903
186904,10,04,2201,29,0,,6783,2,1,4,2019,10,01,0051599,0,0,2,DEOC2201.pdf,00143573.tif,ORIGINAL,DOLPHIN,1050,1869,1,12,12,0,0,0,0,3,2019-186904
186904,10,04,2201,30,0,,6783,2,1,4,2019,10,01,0051599,0,0,2,DEOC2201.pdf,00143573.tif,ORIGINAL,WHITE MARLIN,2161,1869,2,0,0,2,0,0,0,3,2019-186904
187001,25,01,2101,360,0,,7800,14,1,2,2019,10,01,0090004,0,0,2,MAOC2101.pdf,00143578.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1870,1,3,0,1,0,0,0,1,2019-187001
187101,25,01,2103,364,0,,7768,1,1,2,2019,10,03,0013472,1,1,2,MAOC2103.pdf,00143582.tif,ORIGINAL,BLUEFISH,230,1871,1,4,0,0,0,0,0,1,2019-187101
187101,25,01,2103,365,0,,7768,1,1,2,2019,10,03,0013472,1,1,2,MAOC2103.pdf,00143582.tif,ORIGINAL,BFT GIANT,4671,1871,2,1,0,0,0,1,0,1,2019-187101
187201,25,01,2104,368,0,,7736,15,1,2,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143586.tif,ORIGINAL,BFT GIANT,4671,1872,1,1,0,0,0,1,0,3,2019-187201
187201,25,01,2104,367,0,,7736,15,1,2,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143586.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1872,2,6,0,0,0,0,0,3,2019-187201
187201,25,01,2104,366,0,,7736,15,1,2,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143586.tif,ORIGINAL,HERRING,1670,1872,3,2,0,0,0,0,0,3,2019-187201
187202,25,02,2104,369,0,,7736,15,1,4,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143588.tif,ORIGINAL,HERRING,1670,1872,1,30,0,0,0,0,0,3,2019-187202
187203,25,03,2104,370,0,,7736,15,1,2,2019,10,03,0090024,0,1,2,MAOC2104.pdf,00143590.tif,ORIGINAL,HERRING,1670,1872,1,0,0,12,0,0,0,3,2019-187203
187203,25,03,2104,371,0,,7736,15,1,2,2019,10,03,0090024,0,1,2,MAOC2104.pdf,00143590.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1872,2,0,0,2,0,0,0,3,2019-187203
187203,25,03,2104,372,0,,7736,15,1,2,2019,10,03,0090024,0,1,2,MAOC2104.pdf,00143590.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1872,3,1,0,0,0,1,0,3,2019-187203
187204,25,04,2104,374,0,,7736,15,1,6,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143592.tif,ORIGINAL,BFT SMALL MEDIUM,4676,1872,1,0,0,1,0,0,0,3,2019-187204
187204,25,04,2104,375,0,,7736,15,1,6,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143592.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1872,2,1,0,0,0,1,0,3,2019-187204
187204,25,04,2104,373,0,,7736,15,1,6,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143592.tif,ORIGINAL,HERRING,1670,1872,3,0,0,10,0,0,0,3,2019-187204
187205,25,05,2104,377,0,,7736,15,1,4,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143594.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1872,1,0,0,20,0,0,0,3,2019-187205
187205,25,05,2104,376,0,,7736,15,1,4,2019,10,03,0090024,0,0,2,MAOC2104.pdf,00143594.tif,ORIGINAL,HERRING,1670,1872,2,0,0,20,0,0,0,3,2019-187205
187301,25,01,2128,403,0,,7765,6,1,1,2019,10,03,0010406,0,1,2,MAOC2128.pdf,00143812.tif,ORIGINAL,BFT GIANT,4671,1873,1,1,1,0,0,1,1,3,2019-187301
187302,25,02,2128,404,0,,7765,6,1,3,2019,10,03,0010406,0,0,2,MAOC2128.pdf,00143814.tif,ORIGINAL,BLUE SHARK,4931,1873,1,0,0,7,0,0,0,1,2019-187302
187303,25,03,2128,405,0,,7765,6,1,5,2019,10,03,0010406,0,1,2,MAOC2128.pdf,00143816.tif,ORIGINAL,BFT GIANT,4671,1873,1,1,1,0,0,1,1,8,2019-187303
187501,36,01,2201,608,0,,7466,4,1,4,2019,10,02,1030137,0,0,2,NYOC2201.pdf,00143601.tif,ORIGINAL,BLUE SHARK,4931,1875,1,0,0,2,0,0,0,3,2019-187501
187502,36,02,2201,610,0,,7466,4,1,1,2019,10,02,1030085,0,0,2,NYOC2201.pdf,00143603.tif,ORIGINAL,STRIPED BASS,4180,1875,1,0,0,25,0,0,0,3,2019-187502
187502,36,02,2201,609,0,,7466,4,1,1,2019,10,02,1030085,0,0,2,NYOC2201.pdf,00143603.tif,ORIGINAL,BLUEFISH,230,1875,2,0,0,3,0,0,0,3,2019-187502
187503,36,03,2201,612,0,,7466,4,1,1,2019,10,02,1030085,0,0,2,NYOC2201.pdf,00143605.tif,ORIGINAL,STRIPED BASS,4180,1875,1,0,0,30,0,0,0,3,2019-187503
187503,36,03,2201,611,0,,7466,4,1,1,2019,10,02,1030085,0,0,2,NYOC2201.pdf,00143605.tif,ORIGINAL,BLUEFISH,230,1875,2,0,0,5,0,0,0,3,2019-187503
187504,36,04,2201,614,0,,7466,4,1,1,2019,10,02,1030085,1,0,2,NYOC2201.pdf,00143607.tif,ORIGINAL,STRIPED BASS,4180,1875,1,0,0,10,0,0,0,3,2019-187504
187504,36,04,2201,613,0,,7466,4,1,1,2019,10,02,1030085,1,0,2,NYOC2201.pdf,00143607.tif,ORIGINAL,BLUEFISH,230,1875,2,0,0,1,0,0,0,3,2019-187504
187505,36,05,2201,618,0,,7466,4,1,2,2019,10,02,1030137,0,0,2,NYOC2201.pdf,00143609.tif,ORIGINAL,LITTLE TUNNY,4681,1875,1,0,0,1,0,0,0,4,2019-187505
187505,36,05,2201,617,0,,7466,4,1,2,2019,10,02,1030137,0,0,2,NYOC2201.pdf,00143609.tif,ORIGINAL,STRIPED BASS,4180,1875,2,0,0,10,0,0,0,4,2019-187505
187505,36,05,2201,615,0,,7466,4,1,2,2019,10,02,1030137,0,0,2,NYOC2201.pdf,00143609.tif,ORIGINAL,BLUEFISH,230,1875,3,0,0,8,0,0,0,4,2019-187505
187505,36,05,2201,616,0,,7466,4,1,2,2019,10,02,1030137,0,0,2,NYOC2201.pdf,00143609.tif,ORIGINAL,BLACK SEA BASS,3350,1875,4,2,0,2,0,0,0,4,2019-187505
187506,36,06,2201,620,0,,7466,4,1,1,2019,10,02,1030137,0,0,2,NYOC2201.pdf,00143611.tif,ORIGINAL,STRIPED BASS,4180,1875,1,0,0,15,0,0,0,3,2019-187506
187506,36,06,2201,619,0,,7466,4,1,1,2019,10,02,1030137,0,0,2,NYOC2201.pdf,00143611.tif,ORIGINAL,BLUEFISH,230,1875,2,0,0,3,0,0,0,3,2019-187506
187601,25,01,2207,453,0,,7713,9,1,3,2019,10,01,0239038,0,0,1,MAOC2207.pdf,00143615.tif,ORIGINAL,BFT GIANT,4671,1876,1,1,1,0,0,1,0,3,2019-187601
187601,25,01,2207,452,0,,7713,9,1,3,2019,10,01,0239038,0,0,1,MAOC2207.pdf,00143615.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1876,2,2,0,0,0,0,0,3,2019-187601
187602,25,02,2207,454,0,,7713,9,1,2,2019,10,01,0239038,0,0,2,MAOC2207.pdf,00143617.tif,ORIGINAL,HERRING,1670,1876,1,14,0,0,0,0,0,1,2019-187602
187603,25,03,2207,456,0,,7713,9,1,2,2019,10,01,0239038,0,0,2,MAOC2207.pdf,00143619.tif,ORIGINAL,COMMON THRESHER SHARK,3531,1876,1,0,0,1,0,0,0,1,2019-187603
187603,25,03,2207,455,0,,7713,9,1,2,2019,10,01,0239038,0,0,2,MAOC2207.pdf,00143619.tif,ORIGINAL,HERRING,1670,1876,2,20,0,0,0,0,0,1,2019-187603
187604,25,04,2207,458,0,,7713,9,1,1,2019,10,01,0239038,0,1,1,MAOC2207.pdf,00143621.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1876,1,1,1,0,0,1,0,1,2019-187604
187604,25,04,2207,457,0,,7713,9,1,1,2019,10,01,0239038,0,1,1,MAOC2207.pdf,00143621.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1876,2,12,0,0,0,0,0,1,2019-187604
187701,25,01,2209,459,0,,7713,8,3,2,2019,10,03,0230217,1,0,1,MAOC2209.pdf,00143625.tif,ORIGINAL,HADDOCK,1479,1877,1,1,1,0,0,0,0,1,2019-187701
187701,25,01,2209,461,0,,7713,8,3,2,2019,10,03,0230217,1,0,1,MAOC2209.pdf,00143625.tif,ORIGINAL,BFT GIANT,4671,1877,2,1,1,0,0,1,0,1,2019-187701
187701,25,01,2209,462,0,,7713,8,3,2,2019,10,03,0230217,1,0,1,MAOC2209.pdf,00143625.tif,ORIGINAL,SILVER HAKE,5090,1877,3,1,1,0,0,0,0,1,2019-187701
187701,25,01,2209,460,0,,7713,8,3,2,2019,10,03,0230217,1,0,1,MAOC2209.pdf,00143625.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1877,4,3,0,0,0,0,0,1,2019-187701
187702,25,02,2209,465,0,,7713,8,3,1,2019,10,03,0230217,0,1,1,MAOC2209.pdf,00143627.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1877,1,1,1,0,0,1,0,1,2019-187702
187702,25,02,2209,464,0,,7713,8,3,1,2019,10,03,0230217,0,1,1,MAOC2209.pdf,00143627.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1877,2,2,0,0,0,0,0,1,2019-187702
187702,25,02,2209,463,1,RARE OR ILLEGAL SPECIES KEPT;,7713,8,3,1,2019,10,03,0230217,0,1,1,MAOC2209.pdf,00143627.tif,ORIGINAL,WHITE HAKE,1539,1877,3,2,0,0,0,0,0,1,2019-187702
187702,25,02,2209,466,0,,7713,8,3,1,2019,10,03,0230217,0,1,1,MAOC2209.pdf,00143627.tif,ORIGINAL,SILVER HAKE,5090,1877,4,1,0,0,0,0,0,1,2019-187702
187703,25,03,2209,467,0,,7713,8,1,2,2019,10,03,0230784,0,0,2,MAOC2209.pdf,00143629.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1877,1,10,0,0,0,0,0,1,2019-187703
187704,25,04,2209,468,0,,7713,8,3,5,2019,10,03,0230217,0,0,1,MAOC2209.pdf,00143631.tif,ORIGINAL,COMMON THRESHER SHARK,3531,1877,1,0,0,1,0,0,0,3,2019-187704
187704,25,04,2209,469,0,,7713,8,3,5,2019,10,03,0230217,0,0,1,MAOC2209.pdf,00143631.tif,ORIGINAL,BFT GIANT,4671,1877,2,1,1,0,0,1,0,3,2019-187704
187801,24,01,2106,94,0,,7778,2,1,6,2019,10,01,0470024,0,1,1,MDOC2106.pdf,00143635.tif,ORIGINAL,WHITE MARLIN,2161,1878,1,0,0,1,0,0,0,3,2019-187801
187801,24,01,2106,93,1,KEPT;,7778,2,1,6,2019,10,01,0470024,0,1,1,MDOC2106.pdf,00143635.tif,ORIGINAL,DOLPHIN,1050,1878,2,63,63,0,0,0,0,3,2019-187801
188301,51,01,2101,716,0,,7686,1,1,6,2019,10,01,8100091,0,0,1,VAOC2101.pdf,00143651.tif,ORIGINAL,SWORDFISH,4328,1883,1,1,1,0,0,0,0,3,2019-188301
188301,51,01,2101,715,0,,7686,1,1,6,2019,10,01,8100091,0,0,1,VAOC2101.pdf,00143651.tif,ORIGINAL,DOLPHIN,1050,1883,2,40,19,0,0,0,0,3,2019-188301
188302,51,02,2101,717,1,RARE OR ILLEGAL SPECIES KEPT;,7686,1,1,6,2019,10,01,8100002,0,0,1,VAOC2101.pdf,00143653.tif,ORIGINAL,BARRACUDA,180,1883,1,1,1,0,0,0,0,2,2019-188302
188302,51,02,2101,719,0,,7686,1,1,6,2019,10,01,8100002,0,0,1,VAOC2101.pdf,00143653.tif,ORIGINAL,SKIPJACK TUNA,4661,1883,2,2,1,1,0,0,0,2,2019-188302
188302,51,02,2101,718,0,,7686,1,1,6,2019,10,01,8100002,0,0,1,VAOC2101.pdf,00143653.tif,ORIGINAL,DOLPHIN,1050,1883,3,12,12,0,0,0,0,2,2019-188302
188501,51,01,2207,763,0,,7686,1,1,4,2019,10,02,8100091,0,0,1,VAOC2207.pdf,00143659.tif,ORIGINAL,YFT,4711,1885,1,12,12,0,0,0,0,2,2019-188501
188501,51,01,2207,762,0,,7686,1,1,4,2019,10,02,8100091,0,0,1,VAOC2207.pdf,00143659.tif,ORIGINAL,DOLPHIN,1050,1885,2,15,15,0,0,0,0,2,2019-188501
188502,51,02,2207,767,0,,7686,1,1,6,2019,10,02,8100091,1,1,1,VAOC2207.pdf,00143661.tif,ORIGINAL,YFT,4711,1885,1,5,4,0,0,0,0,2,2019-188502
188502,51,02,2207,764,0,,7686,1,1,6,2019,10,02,8100091,1,1,1,VAOC2207.pdf,00143661.tif,ORIGINAL,DOLPHIN,1050,1885,2,8,4,0,0,0,0,2,2019-188502
188502,51,02,2207,765,0,,7686,1,1,6,2019,10,02,8100091,1,1,1,VAOC2207.pdf,00143661.tif,ORIGINAL,WHITE MARLIN,2161,1885,3,0,0,1,0,0,0,2,2019-188502
188502,51,02,2207,766,0,,7686,1,1,6,2019,10,02,8100091,1,1,1,VAOC2207.pdf,00143661.tif,ORIGINAL,BLUE MARLIN,2171,1885,4,0,0,1,0,0,0,2,2019-188502
188503,51,03,2207,768,0,,7686,1,1,6,2019,10,02,8100091,0,0,1,VAOC2207.pdf,00143663.tif,ORIGINAL,DOLPHIN,1050,1885,1,12,12,0,0,0,0,3,2019-188503
189401,25,01,1115,154,0,,7765,6,1,1,2019,10,05,0010406,0,1,2,MAOC1115.pdf,00143685.tif,ORIGINAL,BFT GIANT,4671,1894,1,1,1,0,0,1,0,3,2019-189401
189402,25,02,1115,155,0,,7765,6,1,4,2019,10,05,0010406,0,1,2,MAOC1115.pdf,00143687.tif,ORIGINAL,BFT GIANT,4671,1894,1,1,1,0,0,1,0,1,2019-189402
189601,25,01,1117,156,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143693.tif,ORIGINAL,COD,815,1896,1,0,0,10,0,0,0,1,2019-189601
189601,25,01,1117,160,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143693.tif,ORIGINAL,POLLOCK,2695,1896,2,0,0,20,0,0,0,1,2019-189601
189601,25,01,1117,158,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143693.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1896,3,0,0,12,0,0,0,1,2019-189601
189601,25,01,1117,159,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143693.tif,ORIGINAL,REDFISH,2400,1896,4,0,0,25,0,0,0,1,2019-189601
189601,25,01,1117,157,1,ALIVE;,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143693.tif,ORIGINAL,CUNNER,930,1896,5,0,0,20,0,0,0,1,2019-189601
189602,25,02,1117,164,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1896,1,0,0,50,0,0,0,3,2019-189602
189602,25,02,1117,163,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,HERRING,1670,1896,2,2,0,23,0,0,0,3,2019-189602
189602,25,02,1117,168,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,SILVER HAKE,5090,1896,3,0,0,12,0,0,0,3,2019-189602
189602,25,02,1117,161,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,COD,815,1896,4,0,0,2,0,0,0,3,2019-189602
189602,25,02,1117,162,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,HADDOCK,1479,1896,5,0,0,3,0,0,0,3,2019-189602
189602,25,02,1117,165,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,POLLOCK,2695,1896,6,0,0,5,0,0,0,3,2019-189602
189602,25,02,1117,166,0,,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,COMMON THRESHER SHARK,3531,1896,7,0,0,1,0,0,0,3,2019-189602
189602,25,02,1117,167,1,CAUGHT OUT OF AREA;,7633,15,1,4,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143695.tif,ORIGINAL,PORBEAGLE SHARK,4811,1896,8,0,0,1,0,0,0,3,2019-189602
189603,25,03,1117,171,0,,7633,15,1,5,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143697.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1896,1,1,0,0,0,1,0,3,2019-189603
189603,25,03,1117,169,0,,7633,15,1,5,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143697.tif,ORIGINAL,HERRING,1670,1896,2,1,0,19,0,0,0,3,2019-189603
189603,25,03,1117,170,0,,7633,15,1,5,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143697.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1896,3,0,0,5,0,0,0,3,2019-189603
189604,25,04,1117,174,1,CAUGHT OUT OF AREA;,7633,15,1,5,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143699.tif,ORIGINAL,PORBEAGLE SHARK,4811,1896,1,0,0,1,0,0,0,1,2019-189604
189604,25,04,1117,172,0,,7633,15,1,5,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143699.tif,ORIGINAL,HERRING,1670,1896,2,0,0,2,0,0,0,1,2019-189604
189604,25,04,1117,173,0,,7633,15,1,5,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143699.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1896,3,1,0,35,0,0,0,1,2019-189604
189605,25,05,1117,176,0,,7633,15,1,3,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143701.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1896,1,0,0,2,0,0,0,3,2019-189605
189605,25,05,1117,175,0,,7633,15,1,3,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143701.tif,ORIGINAL,HERRING,1670,1896,2,0,0,2,0,0,0,3,2019-189605
189606,25,06,1117,178,0,,7633,15,1,3,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143703.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1896,1,0,0,20,0,0,0,2,2019-189606
189606,25,06,1117,179,0,,7633,15,1,3,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143703.tif,ORIGINAL,SPINY DOGFISH,3521,1896,2,0,0,10,0,0,0,2,2019-189606
189606,25,06,1117,177,0,,7633,15,1,3,2019,10,05,0090024,0,0,2,MAOC1117.pdf,00143703.tif,ORIGINAL,HERRING,1670,1896,3,0,0,3,0,0,0,2,2019-189606
189701,25,01,1118,180,0,,7768,5,1,1,2019,10,06,0014105,0,0,2,MAOC1118.pdf,00143708.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1897,1,8,0,0,0,0,0,3,2019-189701
