tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
25,6,10,DE,6,01,6,6,30 FATHOM LINE,6447,10,1558,1204,1599,2,1,1,2,2,1,1545,4656,9996,2,2,8,7,0,0,1,1,0,0,0,4,9998,9998,35,204,72,1,1,1,DEJL1204.pdf,00072809.tif,2014,0,1,0,ORIGINAL,07,06,19910,2509,0051599,005,6,209,0,,Y,2,,2014-250901
25,6,10,DE,6,02,6,6,BALTIMORE CANYON,6447,10,1601,1204,1599,2,1,1,2,2,1,1545,4656,1050,2,2,8,8,0,1,1,1,0,0,0,3,3806,7349,65,2100,72,1,2,1,DEJL1204.pdf,00072811.tif,2014,0,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,207,0,,Y,2,,2014-250902
25,6,10,DE,6,03,6,6,HOT DOG,6447,10,1630,1204,1599,2,1,1,2,3,1,1600,4656,1050,2,2,8,8,0,1,1,1,0,0,0,3,3806,7417,54,183,72,1,2,1,DEJL1204.pdf,00072813.tif,2014,0,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,204,0,,Y,2,,2014-250903
25,6,10,DE,6,04,6,6,WILMINGTON CANYON,6447,10,1719,1204,1599,2,1,1,2,2,1,1700,4656,1050,2,2,8,5,0,1,1,1,0,0,0,4,3824,7327,70,600,73,2,1,2,DEJL1204.pdf,00072815.tif,2014,0,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,210,0,,Y,2,,2014-250904
25,6,36,NY,6,05,6,6,HOT DOG,6447,10,1726,1204,1599,2,1,1,2,2,7,1715,4656,1050,2,2,8,10,0,1,1,1,0,0,0,3,3806,7417,48,150,73,1,2,1,DEJL1204.pdf,00072816.tif,2014,0,1,0,ORIGINAL,07,06,19910,2509,0051599,005,6,203,0,,Y,2,,2014-250905
25,6,10,DE,6,06,6,6,HOT DOG,6447,10,1738,1204,1599,2,1,1,2,2,1,1715,4656,1050,2,2,8,7,0,0,1,1,0,0,0,6,3806,7417,49,180,72,1,2,1,DEJL1204.pdf,00072818.tif,2014,0,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,201,0,,Y,2,,2014-250906
25,6,10,DE,6,07,6,6,BALTIMORE CANYON,6447,10,1809,1204,1599,2,1,1,2,2,1,1800,4678,4677,2,2,9,8,0,1,1,1,0,0,0,3,3814,7350,65,200,74,1,1,1,DEJL1204.pdf,00072820.tif,2014,0,1,0,ORIGINAL,07,06,19910,2509,0051599,005,6,213,0,,Y,1,,2014-250907
25,6,10,DE,6,08,6,6,HOT DOG,6447,10,1833,1204,1599,2,1,1,2,2,6,1730,4656,3551,2,2,2,8,0,1,1,1,1,0,0,3,3806,7417,46,200,72,1,1,1,DEJL1204.pdf,00072822.tif,2014,0,1,0,ORIGINAL,07,06,19910,2509,0051599,005,6,214,0,,N,2,,2014-250908
25,6,10,DE,6,09,6,6,BALTIMORE CANYON,6447,10,1839,1204,1599,2,1,1,2,2,1,1830,4711,2161,2,2,10,8,0,0,1,1,0,0,0,5,3814,7350,68,600,74,2,2,1,DEJL1204.pdf,00072824.tif,2014,0,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,212,0,,Y,2,,2014-250909
25,6,10,DE,6,10,6,6,POOR MANS CANYON,6447,10,1848,1204,1599,2,1,1,2,2,1,1800,2161,4711,2,2,8,8,0,1,1,1,0,0,0,5,3752,7406,70,2000,71,1,2,1,DEJL1204.pdf,00072826.tif,2014,1,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,205,0,,Y,2,,2014-250910
25,6,10,DE,6,11,6,6,HOT DOG,6447,10,1854,1204,1599,2,1,1,2,2,1,1830,4678,4711,2,2,8,7,0,1,1,1,0,0,0,2,3806,7417,52,240,70,1,2,1,DEJL1204.pdf,00072828.tif,2014,1,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,208,0,,Y,2,,2014-250911
25,6,10,DE,6,12,6,6,POOR MANS CANYON,6447,10,1900,1204,1599,2,1,1,1,3,7,1830,4656,9996,2,2,7,8,0,1,1,1,0,0,0,6,3752,7406,60,99998,75,2,2,1,DEJL1204.pdf,00072830.tif,2014,0,1,0,REVISED,07,06,19910,2509,0051599,005,6,206,0,,Y,2,,2014-250912
25,6,10,DE,6,13,6,6,WASHINGTON CANYON,6447,10,1911,1204,1599,2,1,1,2,2,1,1900,4678,4677,2,12,9,2,0,1,1,1,0,0,0,5,3727,7427,72,1500,74,2,2,1,DEJL1204.pdf,00072832.tif,2014,0,0,0,ORIGINAL,07,06,19910,2509,0051599,005,6,202,0,,Y,2,,2014-250913
