id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2007-008701,008701,2007,06,51,1109,01,230,96,0,0,2,0,0,9996
2007-008701,008701,2007,06,51,1109,01,3551,96,0,0,1,0,0,9996
2007-008801,008801,2007,06,51,1114,01,900,CROAKER,0,0,20,0,0,9996
2007-008801,008801,2007,06,51,1114,01,1219,FLOUNDER,0,0,1,0,0,9996
2007-008801,008801,2007,06,51,1114,01,3446,WEAKFISH,0,0,1,0,0,9996
2007-008801,008801,2007,06,51,1114,01,4821,96,0,0,1,0,0,9996
2007-008802,008802,2007,06,51,1114,02,230,96,0,0,3,0,0,9996
2007-008802,008802,2007,06,51,1114,02,3450,SPOTTED SEA TR,0,0,4,0,0,9996
2007-008802,008802,2007,06,51,1114,02,3650,SKATES,0,0,8,0,0,9996
2007-008802,008802,2007,06,51,1114,02,4821,96,0,0,1,0,0,9996
2007-008803,008803,2007,06,51,1114,03,3591,SHARK UNKNOWN,0,0,1,0,0,9996
2007-008803,008803,2007,06,51,1114,03,3650,SKATES,0,0,3,0,0,9996
2007-008901,008901,2007,06,51,1203,01,4677,96,1,1,0,0,0,9996
2007-008901,008901,2007,06,51,1203,01,4711,96,1,1,0,0,0,9996
2007-008902,008902,2007,06,51,1203,02,4677,96,1,1,2,0,0,9996
2007-008902,008902,2007,06,51,1203,02,4711,96,3,2,0,0,0,9996
2007-008903,008903,2007,06,51,1203,03,4711,96,2,2,0,0,0,9996
2007-009001,009001,2007,06,51,1204,01,4673,96,0,0,1,0,0,9996
2007-009001,009001,2007,06,51,1204,01,4677,96,0,0,1,0,0,9996
2007-009001,009001,2007,06,51,1204,01,4711,96,1,1,0,0,0,9996
2007-009003,009003,2007,06,51,1204,03,4841,96,0,0,1,0,0,9996
2007-009005,009005,2007,06,51,1204,05,1050,96,1,1,0,0,0,9996
2007-009005,009005,2007,06,51,1204,05,3551,96,0,0,1,0,0,9996
2007-009101,009101,2007,06,10,1102,01,3350,BLACK SEABASS,10,10,0,0,0,9996
2007-009101,009101,2007,06,10,1102,01,3511,SMOOTH DOGFISH,2,2,0,0,0,9996
2007-009201,009201,2007,06,10,1202,01,1050,96,1,1,0,0,0,9996
2007-009201,009201,2007,06,10,1202,01,4711,96,4,4,0,0,0,9996
2007-009203,009203,2007,06,10,1202,03,4711,96,3,3,0,0,0,9996
2007-009207,009207,2007,06,10,1202,07,4711,96,7,7,0,0,0,9996
2007-009208,009208,2007,06,10,1202,08,4711,96,3,3,0,0,0,9996
2007-009209,009209,2007,06,10,1202,09,4711,96,2,2,0,0,0,9996
2007-009211,009211,2007,06,10,1202,11,1050,96,2,2,0,0,0,9996
2007-009212,009212,2007,06,10,1202,12,4711,96,4,0,0,0,0,9996
2007-009301,009301,2007,06,10,1207,01,1050,96,4,0,0,0,0,9996
2007-009301,009301,2007,06,10,1207,01,3551,96,1,0,0,0,0,9996
2007-009303,009303,2007,06,10,1207,03,4677,96,1,0,0,0,0,9996
2007-009303,009303,2007,06,10,1207,03,4711,96,2,0,0,0,0,9996
2007-009304,009304,2007,06,10,1207,04,4711,96,7,7,0,0,0,9996
2007-009401,009401,2007,06,24,2104,01,3350,BLACK SEABASS,5,0,0,0,0,9996
2007-009501,009501,2007,06,34,2112,01,4711,96,5,0,3,0,0,9996
2007-009601,009601,2007,06,34,2202,01,230,96,1,0,0,0,0,9996
2007-009701,009701,2007,06,36,1209,01,4931,96,1,1,0,0,0,9996
2007-009702,009702,2007,06,36,1209,02,4931,96,1,1,0,0,0,9996
2007-009703,009703,2007,06,36,1209,03,4931,96,1,1,1,0,0,9996
2007-009704,009704,2007,06,36,1209,04,4931,96,1,1,0,0,0,9996
2007-009705,009705,2007,06,36,1209,05,3531,96,1,1,0,0,0,9996
2007-009706,009706,2007,06,36,1209,06,4931,96,1,1,0,0,0,9996
2007-009707,009707,2007,06,36,1209,07,4931,96,1,1,1,0,0,9996
2007-009708,009708,2007,06,36,1209,08,4931,96,1,1,0,0,0,9996
2007-009709,009709,2007,06,36,1209,09,4931,96,1,1,5,0,0,9996
2007-009710,009710,2007,06,36,1209,10,3531,96,1,1,0,0,0,9996
2007-009711,009711,2007,06,36,1209,11,4931,96,1,1,0,0,0,9996
2007-009712,009712,2007,06,36,1209,12,3531,96,1,1,0,0,0,9996
2007-009713,009713,2007,06,36,1209,13,4931,96,1,1,0,0,0,9996
2007-009714,009714,2007,06,36,1209,14,4931,96,1,1,2,0,0,9996
2007-009715,009715,2007,06,36,1209,15,4931,96,1,1,0,0,0,9996
2007-009716,009716,2007,06,36,1209,16,4931,96,1,1,0,0,0,9996
2007-009717,009717,2007,06,36,1209,17,4931,96,1,1,0,0,0,9996
2007-009718,009718,2007,06,36,1209,18,4931,96,1,1,0,0,0,9996
2007-009719,009719,2007,06,36,1209,19,4931,96,1,1,5,0,0,9996
2007-009720,009720,2007,06,36,1209,20,4931,96,1,1,0,0,0,9996
2007-009721,009721,2007,06,36,1209,21,4931,96,1,1,1,0,0,9996
2007-009722,009722,2007,06,36,1209,22,4931,96,1,1,0,0,0,9996
2007-009723,009723,2007,06,36,1209,23,3531,96,1,1,0,0,0,9996
2007-009724,009724,2007,06,36,1209,24,4931,96,1,1,0,0,0,9996
2007-009725,009725,2007,06,36,1209,25,4931,96,1,1,0,0,0,9996
2007-009726,009726,2007,06,36,1209,26,4931,96,1,1,3,0,0,9996
2007-009727,009727,2007,06,36,1209,27,4931,96,1,1,0,0,0,9996
2007-009728,009728,2007,06,36,1209,28,4931,96,1,1,0,0,0,9996
2007-009729,009729,2007,06,36,1209,29,4931,96,1,1,2,0,0,9996
2007-009730,009730,2007,06,36,1209,30,4931,96,1,1,1,0,0,9996
2007-009731,009731,2007,06,36,1209,31,4931,96,1,1,0,0,0,9996
2007-009732,009732,2007,06,36,1209,32,4931,96,1,1,0,0,0,9996
2007-009733,009733,2007,06,36,1209,33,4931,96,1,1,0,0,0,9996
2007-009734,009734,2007,06,36,1209,34,4931,96,1,1,0,0,0,9996
2007-009735,009735,2007,06,36,1209,35,3531,96,1,1,0,0,0,9996
2007-009736,009736,2007,06,36,1209,36,4931,96,1,1,0,0,0,9996
2007-009737,009737,2007,06,36,1209,37,3531,96,1,1,0,0,0,9996
2007-009737,009737,2007,06,36,1209,37,4931,96,0,0,1,0,0,9996
2007-009738,009738,2007,06,36,1209,38,3531,96,1,1,0,0,0,9996
2007-009901,009901,2007,06,51,1113,01,1050,96,1,1,0,0,0,9996
2007-009902,009902,2007,06,51,1113,02,4711,96,6,6,0,0,0,9996
2007-009903,009903,2007,06,51,1113,03,1050,96,1,1,0,0,0,9996
2007-009903,009903,2007,06,51,1113,03,4711,96,8,8,0,0,0,9996
2007-010101,010101,2007,06,51,2205,01,30,96,1,1,10,0,0,9996
2007-010102,010102,2007,06,51,2205,02,30,96,0,0,8,0,0,9996
2007-010301,010301,2007,06,24,1111,01,230,96,1,1,0,0,0,9996
2007-010302,010302,2007,06,24,1111,02,1050,96,1,0,0,0,0,9996
2007-010302,010302,2007,06,24,1111,02,4701,96,1,0,0,0,0,9996
2007-010303,010303,2007,06,24,1111,03,4931,96,0,0,1,0,0,9996
2007-010304,010304,2007,06,24,1111,04,4931,96,0,0,1,0,0,9996
2007-010306,010306,2007,06,24,1111,06,3551,96,1,1,0,0,0,9996
2007-010402,010402,2007,06,24,2114,02,3551,96,1,1,0,0,0,9996
2007-010403,010403,2007,06,24,2114,03,4711,96,5,5,0,0,0,9996
2007-010404,010404,2007,06,24,2114,04,4711,96,1,0,0,0,0,9996
2007-010405,010405,2007,06,24,2114,05,4821,96,1,0,4,0,0,9996
2007-010601,010601,2007,06,24,2201,01,4711,96,22,22,0,0,0,9996
2007-010602,010602,2007,06,24,2201,02,4821,96,0,0,1,0,0,9996
2007-010602,010602,2007,06,24,2201,02,4911,96,0,0,1,0,0,9996
2007-010701,010701,2007,06,24,2203,01,4711,96,9,9,1,0,0,9996
2007-010702,010702,2007,06,24,2203,02,4677,96,1,1,1,0,0,9996
2007-010702,010702,2007,06,24,2203,02,4711,96,3,3,0,0,0,9996
2007-010704,010704,2007,06,24,2203,04,1050,96,1,1,0,0,0,9996
2007-010704,010704,2007,06,24,2203,04,4711,96,4,4,0,0,0,9996
2007-010705,010705,2007,06,24,2203,05,4821,96,0,0,3,0,0,9996
2007-010801,010801,2007,06,34,2113,01,3551,96,0,0,1,0,0,9996
2007-010801,010801,2007,06,34,2113,01,4677,96,0,0,1,0,0,9996
2007-010801,010801,2007,06,34,2113,01,4931,96,0,0,1,0,0,9996
2007-010802,010802,2007,06,34,2113,02,4711,96,4,4,0,0,0,9996
2007-010803,010803,2007,06,34,2113,03,4711,96,4,4,0,0,0,9996
2007-011002,011002,2007,06,51,2104,02,1050,96,1,1,0,0,0,9996
2007-011002,011002,2007,06,51,2104,02,4711,96,5,4,0,0,0,9996
2007-011101,011101,2007,06,51,2105,01,570,COBIA,0,0,2,0,0,9996
2007-011101,011101,2007,06,51,2105,01,4871,BLACKTIP SHARK,0,0,1,0,0,9996
2007-011102,011102,2007,06,51,2105,02,4821,96,0,0,1,0,0,9996
2007-011201,011201,2007,06,51,2107,01,30,96,1,1,14,0,0,9996
2007-011501,011501,2007,06,51,2212,01,570,COBIA,3,0,0,0,0,9996
2007-011501,011501,2007,06,51,2212,01,4821,96,2,2,4,0,0,9996
2007-011501,011501,2007,06,51,2212,01,8888,COWNOSE RAY,0,0,6,0,0,9996
2007-011502,011502,2007,06,51,2212,02,3350,BLACK SEABASS,2,2,0,0,0,9996
2007-011502,011502,2007,06,51,2212,02,4470,TILEFISH,17,17,0,0,0,9996
2007-011502,011502,2007,06,51,2212,02,4711,96,1,1,0,0,0,9996
2007-011601,011601,2007,06,24,1102,01,3551,96,1,0,0,0,0,9996
2007-011601,011601,2007,06,24,1102,01,4711,96,1,0,0,0,0,9996
2007-011602,011602,2007,06,24,1102,02,1050,96,2,0,0,0,0,9996
2007-011602,011602,2007,06,24,1102,02,4711,96,4,0,0,0,0,9996
2007-011603,011603,2007,06,24,1102,03,4681,96,1,1,0,0,0,9996
2007-011604,011604,2007,06,24,1102,04,4711,96,11,11,0,0,0,9996
2007-011701,011701,2007,06,24,1103,01,4711,96,11,1,0,0,0,9996
2007-011702,011702,2007,06,24,1103,02,4711,96,4,4,0,0,0,9996
2007-011703,011703,2007,06,24,1103,03,1050,96,11,1,0,0,0,9996
2007-011703,011703,2007,06,24,1103,03,4711,96,3,3,0,0,0,9996
2007-011704,011704,2007,06,24,1103,04,1050,96,3,3,0,0,0,9996
2007-011704,011704,2007,06,24,1103,04,4711,96,3,3,0,0,0,9996
2007-011706,011706,2007,06,24,1103,06,4711,96,3,3,1,0,0,9996
2007-011802,011802,2007,06,24,1109,02,1050,96,2,2,0,0,0,9996
2007-011802,011802,2007,06,24,1109,02,4711,96,3,3,0,0,0,9996
2007-011803,011803,2007,06,24,1109,03,4711,96,2,2,0,0,0,9996
2007-011804,011804,2007,06,24,1109,04,4711,96,2,2,0,0,0,9996
2007-011805,011805,2007,06,24,1109,05,4711,96,5,0,0,0,0,9996
2007-011806,011806,2007,06,24,1109,06,4711,96,5,5,0,0,0,9996
2007-011807,011807,2007,06,24,1109,07,1050,96,1,0,0,0,0,9996
2007-011807,011807,2007,06,24,1109,07,4711,96,2,0,0,0,0,9996
2007-011808,011808,2007,06,24,1109,08,1050,96,1,1,0,0,0,9996
2007-011808,011808,2007,06,24,1109,08,4711,96,3,3,0,0,0,9996
2007-011809,011809,2007,06,24,1109,09,4711,96,2,0,0,0,0,9996
2007-011901,011901,2007,06,24,1114,01,330,96,0,0,1,0,0,9996
2007-011902,011902,2007,06,24,1114,02,4711,96,1,1,0,0,0,9996
2007-011904,011904,2007,06,24,1114,04,4711,96,6,6,0,0,0,9996
2007-011905,011905,2007,06,24,1114,05,1050,96,1,1,0,0,0,9996
2007-011908,011908,2007,06,24,1114,08,4711,96,1,1,0,0,0,9996
2007-011909,011909,2007,06,24,1114,09,4701,96,0,0,1,0,0,9996
2007-011913,011913,2007,06,24,1114,13,4711,96,7,0,0,0,0,9996
2007-011914,011914,2007,06,24,1114,14,3591,96,0,0,1,0,0,9996
2007-011914,011914,2007,06,24,1114,14,4950,96,0,0,2,0,0,9996
2007-011915,011915,2007,06,24,1114,15,4711,96,3,0,0,0,0,9996
2007-011917,011917,2007,06,24,1114,17,4711,96,4,4,0,0,0,9996
2007-011918,011918,2007,06,24,1114,18,230,96,1,0,0,0,0,9996
2007-011918,011918,2007,06,24,1114,18,4711,96,1,0,0,0,0,9996
2007-011919,011919,2007,06,24,1114,19,4711,96,1,1,0,0,0,9996
2007-011920,011920,2007,06,24,1114,20,1050,96,1,1,0,0,0,9996
2007-011921,011921,2007,06,24,1114,21,1050,96,3,3,0,0,0,9996
2007-011922,011922,2007,06,24,1114,22,4677,96,1,0,0,0,0,9996
2007-012001,012001,2007,06,24,1116,01,4677,96,1,0,0,0,0,9996
