tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
033101,09,01,1201,6,0,,7836,3,1,2,2020,07,05,0113234,0,0,2,CTJL1201.pdf,00147068.tif,ORIGINAL,BLUE SHARK,4931,0331,1,0,0,8,0,0,0,2,2020-033101
033102,09,02,1201,7,1,KEPT;ALIVE;SPECIES;,7836,3,1,3,2020,07,05,0110630,1,1,2,CTJL1201.pdf,00147070.tif,ORIGINAL,BFT,4670,0331,1,2,0,6,0,0,0,2,2020-033102
033104,09,04,1201,9,0,,7836,3,1,4,2020,07,05,0113879,0,0,2,CTJL1201.pdf,00147073.tif,ORIGINAL,BLUE SHARK,4931,0331,1,0,0,19,0,0,0,8,2020-033104
033104,09,04,1201,8,0,,7836,3,1,4,2020,07,05,0113879,0,0,2,CTJL1201.pdf,00147073.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,0331,2,1,1,1,0,0,1,8,2020-033104
033201,09,01,1210,32,0,,6773,3,1,3,2020,07,04,0110630,0,1,2,CTJL1210.pdf,00147079.tif,ORIGINAL,BFT SCHOOL,4677,0332,1,2,2,1,0,0,0,2,2020-033201
033201,09,01,1210,33,0,,6773,3,1,3,2020,07,04,0110630,0,1,2,CTJL1210.pdf,00147079.tif,ORIGINAL,BFT LARGE SCHOOL,4678,0332,2,1,1,0,0,0,0,2,2020-033201
033202,09,02,1210,34,0,,6773,3,1,4,2020,07,04,0113234,0,0,2,CTJL1210.pdf,00147081.tif,ORIGINAL,BLUE SHARK,4931,0332,1,0,0,12,0,0,0,2,2020-033202
033203,09,03,1210,35,0,,6773,3,3,3,2020,07,04,0110645,0,0,2,CTJL1210.pdf,00147083.tif,ORIGINAL,BLUEFISH,230,0332,1,10,0,0,0,0,0,2,2020-033203
033701,10,01,1101,62,0,,6447,2,1,6,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147099.tif,ORIGINAL,YFT,4711,0337,1,5,0,0,0,0,0,3,2020-033701
033702,10,02,1101,63,0,,6447,2,1,4,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147101.tif,ORIGINAL,YFT,4711,0337,1,8,0,0,0,0,0,3,2020-033702
033703,10,03,1101,64,0,,6447,2,1,7,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147103.tif,ORIGINAL,YFT,4711,0337,1,0,0,1,0,0,0,2,2020-033703
033704,10,04,1101,65,0,,6447,2,1,5,2020,07,05,0051599,0,1,2,DEJL1101.pdf,00147105.tif,ORIGINAL,YFT,4711,0337,1,6,0,1,0,0,0,2,2020-033704
033705,10,05,1101,68,0,,6447,2,1,5,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147107.tif,ORIGINAL,YFT,4711,0337,1,1,0,0,0,0,0,2,2020-033705
033705,10,05,1101,66,0,,6447,2,1,5,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147107.tif,ORIGINAL,BLUEFISH,230,0337,2,5,0,0,0,0,0,2,2020-033705
033705,10,05,1101,67,0,,6447,2,1,5,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147107.tif,ORIGINAL,GOLDEN TILEFISH,4467,0337,3,10,0,0,0,0,0,2,2020-033705
033706,10,06,1101,69,0,,6447,2,1,6,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147109.tif,ORIGINAL,YFT,4711,0337,1,2,0,0,0,0,0,3,2020-033706
033707,10,07,1101,71,0,,6447,2,1,5,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147111.tif,ORIGINAL,WHITE MARLIN,2161,0337,1,0,0,2,0,0,0,2,2020-033707
033707,10,07,1101,70,0,,6447,2,1,5,2020,07,05,0051599,0,0,2,DEJL1101.pdf,00147111.tif,ORIGINAL,DOLPHIN,1050,0337,2,3,0,0,0,0,0,2,2020-033707
033801,10,01,1203,109,0,,6783,1,1,5,2020,07,05,0050013,0,0,2,DEJL1203.pdf,00147115.tif,ORIGINAL,YFT,4711,0338,1,2,2,0,0,0,0,3,2020-033801
