tourn_name,location,id,tracker,intcode,intdate,month,day,year,inttime,stcode,control,docno,county,siteno,site_no,cluster,sitetype,prim_op,todayt,perm_pos,category,perm_ver,cgnbr_pos,strgnbr_pos,ppstate,ppstfips,returnt,prim1,prim2,tourn,tcode,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,measur,gear,gear_oth,issueddate,CoastNum,StReg,boat,st
6,ANCORAGE,2007-000101,000101,6680,17319,06,02,2007,1700,10,1111,01,005,0004,0050004,1,3,1,2,2,6,6,8,1,MD,24,1645,1260,4821,2,6,2,6,97,4,1,0,1,0,0,0,1,BOTTOM FISHING,3,9998,9998,15,60,62,1,2,1,1,6,6,,,,,
6,OLD SHOAL,2007-000102,000102,6680,17319,06,02,2007,1800,10,1111,02,005,0004,0050004,1,3,1,2,2,6,6,2,1,DE,10,1735,1260,4821,2,6,2,6,2,3,1,0,1,1,0,0,0,6,2,9998,9998,5,15,60,1,2,1,2,6,6,,,,,
6,SITE 10,2007-000201,000201,6688,17318,06,01,2007,1645,10,2207,01,005,1599,0051599,2,1,2,2,1,3,1,1,6,DE,10,830,3531,9996,2,6,2,6,2,1,0,0,1,0,1,1,0,6,2,9997,9997,9,60,61,1,2,1,2,6,6,,,,,
6,FINGERS,2007-000401,000401,6749,17319,06,02,2007,1530,24,1104,01,047,0024,0470024,2,1,2,2,1,3,1,1,2,MD,24,1230,3571,3531,2,6,2,6,4,4,1,0,0,0,0,1,0,6,4,3700,7510,32,90,63,1,2,2,2,6,6,,,,,
6,OC INLET,2007-000701,000701,6680,17318,06,01,2007,1530,24,2113,01,047,0856,0470856,4,3,1,2,2,6,6,8,1,MD,24,1500,3591,230,2,6,1,6,3,2,0,1,0,1,0,0,0,6,3,9998,9998,2,35,62,1,2,1,2,6,6,,,,,
6,CHICKEN CANYON,2007-001401,001401,6615,17319,06,02,2007,1605,36,1210,01,059,0626,0590626,1,4,1,2,1,2,1,1,6,NY,36,1600,3531,3551,2,6,2,6,6,6,0,0,1,0,0,1,0,6,4,9998,9998,47,500,62,1,2,1,2,6,6,,,,,
6,CIGAR,2007-001501,001501,6633,17319,06,02,2007,1730,51,1108,01,810,0088,8100088,3,1,2,1,1,3,2,1,6,VA,51,1715,4711,9996,2,6,2,6,10,6,0,0,1,1,0,0,0,6,3,3630,7450,81,600,72,1,2,1,1,6,6,,,,,
6,HATTERAS TO VA,2007-001502,001502,6633,17319,06,02,2007,1800,51,1108,02,810,0088,8100088,3,1,1,2,1,2,2,8,1,NC,37,1745,2171,4656,2,6,12,6,8,5,0,0,1,1,0,0,0,6,2,9998,9998,50,3000,72,1,2,1,1,6,6,,,,,
6,HATERAS TO VA,2007-001503,001503,6633,17319,06,02,2007,1820,51,1108,03,810,0088,8100088,3,1,2,2,1,3,2,8,8,MD,24,1750,2171,4656,2,6,12,6,8,5,0,0,1,1,0,0,0,6,4,9998,9998,50,3000,72,1,2,1,2,6,6,,,,,
6,CIGAR,2007-001701,001701,6590,17319,06,02,2007,1713,51,1111,01,810,0002,8100002,1,1,1,2,1,2,1,1,6,VA,51,1710,4711,9996,2,6,2,6,10,6,0,0,1,1,0,0,0,6,7,3630,7450,40,600,67,1,1,1,1,6,6,,,,,
6,B BUOY,2007-003101,003101,6555,17323,06,06,2007,1555,10,2212,01,005,1599,0051599,2,1,1,2,1,2,2,2,1,DE,10,1545,3591,9996,2,6,2,6,4,8,0,0,1,0,0,1,0,6,5,3838,7452,9,74,64,1,1,1,1,6,6,,,,,
6,7,2007-003301,003301,6708,17323,06,06,2007,1815,34,2209,01,009,0900,0090900,3,1,2,1,1,3,1,1,8,NJ,34,1800,3551,9996,2,6,2,6,5,8,0,0,1,0,0,1,0,6,4,9998,9998,50,500,75,1,1,1,1,6,6,,,,,
6,MASSEYS CANYON,2007-003801,003801,6749,17327,06,10,2007,1535,10,1203,01,005,1599,0051599,2,1,1,2,1,2,1,1,1,DE,10,1530,3531,3551,2,6,2,6,4,3,0,0,1,0,0,1,0,6,3,3825,7420,35,120,64,1,2,2,2,6,6,,,,,
6,OLD GROUNDS,2007-003802,003802,6749,17327,06,10,2007,1545,10,1203,02,005,1599,0051599,2,1,1,2,1,2,1,8,1,DE,10,1530,7777,1219,2,6,1,6,4,5,1,0,1,1,0,0,0,6,4,9998,9998,11,90,64,1,2,2,2,6,6,,,,,
6,B BUOY,2007-003803,003803,6749,17327,06,10,2007,1640,10,1203,03,005,1599,0051599,2,1,1,2,1,3,2,1,2,DE,10,1630,3531,9996,2,6,2,6,5,4,1,0,1,1,0,0,0,6,2,9998,9998,8,80,64,1,2,2,2,6,6,,,,,
6,POOR MANS CANYON,2007-003804,003804,6749,17327,06,10,2007,1655,10,1203,04,005,1599,0051599,2,1,1,2,1,2,1,1,2,DE,10,1635,4676,4711,2,6,2,6,8,6,0,1,1,1,0,0,0,6,5,3752,7406,59,420,65,1,2,1,2,6,6,,,,,
6,BB BUOY,2007-003805,003805,6749,17327,06,10,2007,1720,10,1203,05,005,1599,0051599,2,1,1,2,1,2,2,8,1,DE,10,1600,3531,9996,2,6,2,6,3,8,0,0,1,0,1,1,0,6,4,9998,9998,8,100,64,2,2,1,2,6,6,,,,,
6,B BUOY,2007-003901,003901,6688,17325,06,08,2007,1540,10,2119,01,005,1599,0051599,2,1,2,1,1,3,1,1,6,DE,10,1505,3551,9996,2,6,2,6,1,2,0,0,1,0,0,1,0,6,6,9998,9998,9,80,63,1,2,2,2,6,6,,,,,
MAKO MANIA,HAMBONE,2007-004001,004001,6555,17326,06,09,2007,1530,24,1201,01,047,0004,0470004,1,1,1,1,8,8,6,8,8,MD,24,1520,3551,3591,1,6,1,6,4,4,0,0,1,0,0,1,0,6,3,3811,7424,32,140,64,1,1,1,1,6,6,,,,,
MAKO MANIA,FINGERS,2007-004002,004002,6555,17326,06,09,2007,1610,24,1201,02,047,0004,0470004,1,1,2,2,1,3,1,1,6,MD,24,1600,3551,230,1,6,2,6,4,8,0,0,1,0,0,1,0,6,4,3812,7437,52,120,65,1,2,1,1,6,6,,,,,
MAKO MANIA,20 FATHOM FINGERS,2007-004003,004003,6555,17326,06,09,2007,1655,24,1201,03,047,0004,0470004,1,1,1,2,1,2,1,2,1,MD,24,1640,3551,3591,1,6,2,6,4,6,0,0,1,0,0,1,0,6,4,3812,7437,40,120,76,1,2,1,1,6,6,,,,,
MAKO MANIA,WASHINGTON CANYON,2007-004004,004004,6555,17326,06,09,2007,1735,24,1201,04,047,0004,0470004,1,1,2,2,1,3,1,2,1,MD,24,1725,3551,230,1,6,2,6,6,4,0,0,1,0,0,1,0,6,4,3727,7427,59,180,69,1,1,1,1,6,6,,,,,
MAKO MANIA,FINGERS,2007-004005,004005,6555,17326,06,09,2007,1750,24,1201,05,047,0004,0470004,1,1,2,1,1,3,1,1,6,MD,24,1700,3551,230,1,6,2,6,3,8,0,0,1,0,0,1,0,6,6,3812,7437,43,120,68,1,1,1,2,6,6,,,,,
MAKO MANIA,HAMBONE,2007-004006,004006,6555,17326,06,09,2007,1820,24,1201,06,047,0004,0470004,1,1,1,2,1,2,1,2,1,MD,24,1750,3551,230,1,6,2,6,6,8,0,0,1,0,0,1,0,6,6,3811,7424,32,124,68,1,2,1,2,6,6,,,,,
6,F BOUY,2007-004201,004201,6708,17327,06,10,2007,1710,34,1201,01,009,1671,0091671,3,1,1,2,1,2,1,1,2,DE,10,1600,3551,9996,2,6,12,6,4,8,0,0,1,0,0,1,0,6,4,9998,9998,10,50,62,1,2,1,2,6,6,,,,,
6,CIGAR,2007-004202,004202,6708,17327,06,10,2007,1730,34,1201,02,009,9116,0099116,3,1,1,2,1,2,1,2,1,NJ,34,1720,3551,9996,2,6,2,6,3,7,0,0,1,0,0,1,0,6,4,9998,9998,38,110,74,1,1,1,2,6,6,,,,,
6,VIRGINIA WRECK,2007-004601,004601,6615,17326,06,09,2007,1640,36,1108,01,059,0213,0590213,1,1,1,2,1,2,2,6,1,NY,36,1635,3551,3531,2,6,2,6,4,6,0,0,1,0,1,1,0,6,4,3955,7315,45,160,62,1,2,1,2,6,6,,,,,
6,GLORY HOLE,2007-004602,004602,6615,17326,06,09,2007,1705,36,1108,02,059,0626,0590626,1,4,1,2,1,2,1,6,1,NY,36,1650,3551,3531,2,6,2,6,3,6,0,0,1,0,1,1,0,6,4,3955,7135,40,168,65,1,2,1,2,6,6,,,,,
6,GLORY HOLE,2007-004603,004603,6615,17326,06,09,2007,1725,36,1108,03,059,0626,0590626,1,4,1,2,1,2,1,1,6,NY,36,1721,3551,3531,2,6,2,6,3,5,0,0,1,0,1,1,0,6,5,3955,7315,41,170,64,1,2,1,2,6,6,,,,,
6,GLORY HOLE,2007-004604,004604,6615,17326,06,09,2007,1810,36,1108,04,059,0624,0590624,1,1,1,2,1,2,7,1,6,NY,36,1700,3551,3531,2,6,2,6,3,6,0,0,1,0,1,1,0,6,4,3955,7315,40,210,63,1,2,1,2,6,6,,,,,
6,LATIMER SHOAL,2007-005001,005001,6633,17327,06,10,2007,1635,51,1101,01,131,0302,1310302,6,3,1,2,2,6,6,2,1,MD,24,1625,570,9996,2,6,1,6,3,5,1,0,1,0,0,1,1,BOTTOM FISHING,2,3707,7559,3,11,74,1,2,1,2,6,6,,,,,
6,EAST OF CIGAR,2007-005301,005301,6748,17326,06,09,2007,1630,51,1112,01,810,0091,8100091,1,1,1,2,1,2,1,1,6,VA,51,1625,4711,9996,2,6,2,6,7,6,0,0,1,1,0,0,0,6,6,9998,9998,62,600,70,1,2,1,1,6,6,,,,,
6,FINGERS,2007-005302,005302,6748,17326,06,09,2007,1705,51,1112,02,810,0091,8100091,1,1,2,1,1,3,1,1,6,VA,51,1700,4656,1050,2,6,2,6,9,8,0,1,1,1,0,0,0,6,5,3700,7510,58,220,69,1,2,1,1,6,6,,,,,
6,700 LINE,2007-005303,005303,6748,17326,06,09,2007,1728,51,1112,03,810,0091,8100091,1,1,2,1,1,3,1,1,6,VA,51,1715,4711,9996,2,6,2,6,9,7,0,0,1,1,0,0,0,6,4,9998,9998,30,600,74,2,2,1,1,6,6,,,,,
6,FINGERS,2007-005601,005601,6632,17326,06,09,2007,1705,51,1205,01,810,0088,8100088,3,1,2,1,1,3,1,1,6,VA,51,1700,4656,1050,2,6,2,6,10,8,0,0,1,1,0,0,0,6,6,3725,7495,50,120,68,2,1,1,2,6,6,,,,,
6,CIGAR,2007-005602,005602,6632,17326,06,09,2007,1715,51,1205,02,810,0088,8100088,3,1,2,1,1,3,1,1,6,VA,51,1705,4711,9996,2,6,2,6,11,8,0,0,1,1,0,0,0,6,8,3630,7950,65,3000,68,1,1,1,2,6,6,,,,,
6,TRIPLE ZEROES,2007-005603,005603,6632,17326,06,09,2007,1720,51,1205,03,810,0088,8100088,3,1,1,2,9,9,6,9,9,99,99,1710,7777,9996,2,6,2,6,9,8,0,0,1,1,0,0,0,6,2,3615,7450,60,1800,70,2,9,1,2,6,6,,,,,
6,CIGAR,2007-005604,005604,6632,17326,06,09,2007,1746,51,1205,04,810,0088,8100088,3,1,2,1,1,3,1,1,6,VA,51,1655,4711,9996,2,6,2,6,11,8,0,0,1,1,0,0,0,6,8,3630,7460,65,3000,68,2,2,1,1,6,6,,,,,
6,BRANDY WINE,2007-005901,005901,6680,17327,06,10,2007,1650,10,1108,01,005,0013,0050013,1,1,2,1,1,3,6,8,2,DE,10,1500,1260,4821,2,6,2,6,5,8,0,0,1,0,0,0,1,DRIFTING,5,9998,9998,14,60,74,1,1,1,2,6,6,,,,,
6,P BOUY,2007-006001,006001,6680,17326,06,09,2007,1530,10,1206,01,005,1599,0051599,2,1,2,1,1,3,2,8,2,DE,10,1500,3531,9996,2,6,2,6,8,6,0,0,1,0,0,1,0,6,4,9998,9998,7,60,62,1,2,2,2,6,6,,,,,
6,B BOUY,2007-006002,006002,6680,17326,06,09,2007,1700,10,1206,02,005,1599,0051599,2,1,1,2,1,2,2,1,2,DE,10,1630,3531,9996,2,6,2,6,3,4,0,0,1,0,0,1,0,6,3,3838,7456,10,80,60,1,2,1,2,6,6,,,,,
6,HOT DOG,2007-006003,006003,6680,17326,06,09,2007,1800,10,1206,03,005,1599,0051599,2,1,1,2,1,2,7,2,1,DE,10,1700,3551,230,2,6,1,6,6,7,0,0,1,1,1,1,0,6,3,3806,7417,40,100,72,1,2,1,2,6,6,,,,,
6,B BUOY,2007-006301,006301,6749,17328,06,11,2007,1600,10,2209,01,005,1599,0051599,2,1,1,2,1,2,2,2,1,DE,10,1130,3531,9996,2,6,2,6,4,4,0,0,1,0,0,1,0,6,3,9998,9998,10,85,64,1,2,1,2,6,6,,,,,
6,POOR MANS CANYON,2007-006302,006302,6749,17328,06,11,2007,1745,10,2209,02,005,1599,0051599,2,1,1,2,1,2,1,2,2,DE,10,1730,4678,4711,2,6,2,6,7,7,0,1,1,1,0,0,0,6,5,3752,7406,62,600,66,2,2,1,2,6,6,,,,,
6,SAUSAGES,2007-006401,006401,6688,17328,06,11,2007,1645,24,2103,01,047,1493,0471493,5,1,2,1,1,3,1,1,6,MD,24,1640,3551,9996,2,6,2,6,4,8,0,0,1,0,0,1,0,6,3,3759,7433,30,150,68,2,1,1,2,6,6,,,,,
6,ATLANTIC,2007-006501,006501,6688,17323,06,06,2007,1640,24,2108,01,047,1493,0471493,5,1,1,2,1,2,1,1,6,MD,24,1600,3591,9996,2,6,2,6,4,5,0,0,1,0,0,1,0,6,4,9998,9998,30,130,65,1,2,2,2,6,6,,,,,
SOUTH JERSEY SHARK,30 FATHOM LINE,2007-006701,006701,6708,17326,06,09,2007,1700,34,1111,01,009,0385,0090385,3,1,1,2,1,2,1,2,1,NJ,34,1645,3551,9996,1,4000,2,6,4,4,0,0,1,0,0,1,0,6,4,9998,9998,998,180,68,2,2,1,1,6,6,,,,,
SOUTH JERSEY SHARK,MISTY BLUE,2007-006702,006702,6708,17326,06,09,2007,1815,34,1111,02,009,0385,0090385,3,1,2,2,1,3,1,1,2,NJ,34,1800,3551,9996,1,4000,2,6,5,7,1,0,1,0,0,1,0,6,5,3842,7355,35,150,67,2,2,1,2,6,6,,,,,
SOUTH JERSEY SHARK,19 FATHOM LUMP,2007-006703,006703,6708,17326,06,09,2007,1835,34,1111,03,009,0062,0090062,3,1,1,2,1,2,1,1,2,NJ,34,1800,3551,9996,1,4000,2,6,4,7,0,0,1,0,1,1,0,6,6,3830,7420,30,120,69,1,1,1,2,6,6,,,,,
SOUTH JERSEY SHARK,CIGAR,2007-006704,006704,6708,17326,06,09,2007,1855,34,1111,04,009,0062,0090062,3,1,1,2,1,2,1,6,1,NJ,34,1850,3551,9996,1,4000,1,6,3,6,0,0,1,0,0,1,0,6,4,9998,9998,40,145,65,1,2,1,2,6,6,,,,,
SOUTH JERSEY SHARK,30 FATHOMS,2007-006705,006705,6708,17326,06,09,2007,1920,34,1111,05,009,0062,0090062,3,1,2,2,1,3,1,1,2,NJ,34,1900,3551,9996,1,4000,2,6,5,7,0,0,1,0,0,1,0,6,6,9998,9998,45,180,68,1,2,1,1,6,6,,,,,
STAR ISLAND SHARK,MISTY BLUE,2007-006706,006706,6416,17326,06,09,2007,1640,34,1111,06,009,1131,0091131,3,1,1,2,1,2,6,8,1,NJ,34,1630,3551,3531,1,T206,2,6,3,6,0,0,1,0,0,1,0,6,4,9998,9998,30,100,67,1,2,2,2,6,6,,,,,
STAR ISLAND SHARK,JACOB JONES WRECK,2007-006707,006707,6416,17326,06,09,2007,1653,34,1111,07,009,1131,0091131,3,1,1,2,1,2,2,8,8,NJ,34,1645,3551,4931,1,T206,2,6,3,6,0,0,1,0,0,1,0,6,4,9998,9998,30,120,70,1,2,2,2,6,6,,,,,
STAR ISLAND SHARK,NORTH OF CIGAR,2007-006708,006708,6416,17326,06,09,2007,1700,34,1111,08,009,1131,0091131,3,1,1,2,1,2,2,8,8,NJ,34,1625,3551,3531,1,T206,2,6,5,5,0,0,1,0,1,1,0,6,4,9998,9998,42,130,66,1,2,2,2,6,6,,,,,
STAR ISLAND SHARK,COFFIE GROUNDS,2007-006709,006709,6416,17326,06,09,2007,1712,34,1111,09,009,1131,0091131,3,1,1,2,1,3,2,1,8,NJ,34,1630,3551,3551,1,T206,2,6,4,4,0,0,1,0,0,1,0,6,5,9998,9998,58,160,65,1,2,1,2,6,6,,,,,
6,WILMINGTON TIP,2007-006710,006710,6416,17326,06,09,2007,1730,34,1111,10,009,1131,0091131,3,1,1,2,1,2,2,1,8,NJ,34,1645,4677,4470,2,6,1,6,9,7,0,1,0,1,0,0,0,6,6,3824,7327,73,2000,68,1,2,1,1,6,6,,,,,
STAR ISLAND SHARK,19 FATHOM LUMP,2007-006711,006711,6416,17326,06,09,2007,1812,34,1111,11,009,1131,0091131,3,1,2,2,1,3,2,8,8,NJ,34,1800,3551,4931,1,T206,12,6,5,6,0,0,1,0,1,1,0,6,7,9998,9998,38,134,69,1,2,2,2,6,6,,,,,
STAR ISLAND SHARK,INDIAN ARROW,2007-006712,006712,6416,17326,06,09,2007,1825,34,1111,12,009,1131,0091131,3,1,1,2,1,2,2,8,8,NJ,34,1750,3551,4931,1,T206,2,6,4,5,0,0,1,0,1,1,0,6,6,9998,9998,55,150,68,1,2,1,2,6,6,,,,,
STAR ISLAND SHARK,MASSEYS CANYON,2007-006713,006713,6416,17326,06,09,2007,1836,34,1111,13,009,1131,0091131,3,1,1,2,1,2,7,8,8,NJ,34,1800,3551,3531,1,T206,2,6,4,7,0,0,1,0,1,1,0,6,3,3825,7420,40,134,70,1,2,2,2,6,6,,,,,
STAR ISLAND SHARK,30 FATHOMS,2007-006714,006714,6416,17326,06,09,2007,1845,34,1111,14,009,1131,0091131,3,1,1,2,1,2,2,8,8,NJ,34,1830,3551,3551,1,T206,2,6,4,6,0,0,1,0,0,1,0,6,3,3813,7410,57,192,68,1,2,1,2,6,6,,,,,
STAR ISLAND SHARK,ELEPHANT TRUNK,2007-006715,006715,6416,17326,06,09,2007,1900,34,1111,15,009,1131,0091131,3,1,1,2,1,2,2,1,8,NJ,34,1800,3551,3531,1,T206,2,6,5,7,0,0,1,0,0,1,0,6,5,3835,7405,40,130,68,1,2,2,2,6,6,,,,,
