tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
152801,6,10,DE,6,01,6,6,BALTIMORE CANYON,6447,10,1655,1201,1599,2,1,1,2,2,1,1645,2161,9996,2,1,5,7,0,0,1,1,0,0,0,4,3814,7350,65,600,73,2,2,1,DESE1201.pdf,00116189.tif,2017,0,0,0,ORIGINAL,09,02,21064,1528,0051599,005,6,118,0,,Y,2,,2017-152801
152901,6,10,DE,6,01,6,6,POOR MANS CANYON,6783,10,1643,1204,1599,2,1,1,2,2,1,1637,1050,9996,2,2,4,6,0,0,1,1,0,0,0,4,3752,7406,50,450,73,2,2,1,DESE1204.pdf,00116193.tif,2017,0,1,0,ORIGINAL,09,04,21066,1529,0051599,005,6,120,0,,Y,1,,2017-152901
152902,6,10,DE,6,02,6,6,WILMINGTON CANYON,6783,10,1650,1204,1599,2,1,1,2,2,1,1639,2161,1050,2,1,2,18,0,1,1,1,1,1,0,2,3824,7327,60,900,71,1,2,1,DESE1204.pdf,00116195.tif,2017,0,1,0,ORIGINAL,09,04,21066,1529,0051599,005,6,122,0,,Y,2,,2017-152902
152903,6,10,DE,6,03,6,6,WILMINGTON CANYON,6783,10,1728,1204,1599,2,1,1,2,2,1,1710,2161,1050,2,12,8,6,0,1,1,1,0,0,0,5,3824,7327,65,600,74,2,2,1,DESE1204.pdf,00116197.tif,2017,0,1,0,ORIGINAL,09,04,21066,1529,0051599,005,6,121,0,,Y,1,,2017-152903
152904,6,10,DE,6,04,6,6,WILMINGTON CANYON,6783,10,1718,1204,1599,2,1,1,2,2,6,1712,2161,1050,2,2,6,6,0,1,1,1,0,0,0,4,3824,7327,74,500,71,1,2,1,DESE1204.pdf,00116199.tif,2017,0,1,0,ORIGINAL,09,04,21066,1529,0051599,005,6,123,0,,Y,1,,2017-152904
153101,6,25,MA,6,01,6,6,WOOD END,7700,25,1420,1103,0279,18,3,1,2,1,1,1420,4671,4679,2,1,2,8,1,0,0,0,1,0,0,2,4201,7014,1,110,61,2,2,2,MASE1103.pdf,00116205.tif,2017,0,0,0,ORIGINAL,09,04,21066,1531,0010279,001,2,273,0,,Y,2,,2017-153101
153102,6,25,MA,6,02,6,6,3 MILES OFF PAMET,7700,25,1523,1103,0279,18,3,1,2,1,1,1520,4671,4679,2,2,4,9,1,0,0,0,0,1,0,2,4158,7010,3,98,62,1,2,2,MASE1103.pdf,00116206.tif,2017,0,0,0,ORIGINAL,09,04,21066,1531,0010279,001,2,272,0,,Y,2,,2017-153102
153103,6,25,MA,6,03,6,DRIFTING,PTOWN HARBOR,7700,25,1642,1103,0279,18,3,1,2,3,1,1640,4671,4679,2,2,2,4,1,0,0,0,0,0,1,1,9997,9997,3,100,61,1,2,2,MASE1103.pdf,00116207.tif,2017,0,1,0,ORIGINAL,09,04,21066,1531,0010279,001,2,274,1,Q24_LONG/LAT;,Y,2,,2017-153103
153301,6,33,NH,6,01,6,LIVE LINING,SCANTUM BASIN,7713,33,1759,1108,0020,3,1,1,2,1,6,1725,4671,9996,2,1,3,8,1,0,0,0,0,0,1,4,4250,7025,12,140,60,1,2,1,MASE1108.pdf,00116212.tif,2017,0,1,1,ORIGINAL,09,04,21066,1533,0150020,015,1,401,0,,N,2,,2017-153301
153302,6,33,NH,6,02,6,LIVE LINING,142 HUMP,7713,33,1825,1108,0020,3,1,1,2,1,1,1819,4671,9996,2,2,3,12,1,0,0,0,0,0,1,3,4255,7031,12,260,57,1,1,1,MASE1108.pdf,00116214.tif,2017,0,0,0,ORIGINAL,09,04,21066,1533,0150020,015,1,400,1,Q27;,Y,2,,2017-153302
153401,6,25,MA,6,01,F,FLY FISHING,CIRCLE NANTUCKET,7674,25,1545,1113,0832,12,1,2,1,4,6,1530,330,9996,2,3,2,8,0,1,0,0,0,0,1,1,9997,9997,5,30,62,1,2,2,MASE1113.pdf,00116218.tif,2017,0,1,0,ORIGINAL,09,02,21064,1534,0190832,019,2,276,1,Q24_LONG/LAT;,N,2,,2017-153401
153501,6,25,MA,6,01,6,LIVE LINING,JEFFREYS LEDGE,7633,25,1230,1114,0024,15,1,1,2,1,1,1115,4671,9996,2,1,3,3,1,0,0,0,0,0,1,2,4255,7010,5,165,98,1,2,1,MASE1114.pdf,00116221.tif,2017,0,0,0,ORIGINAL,09,03,21065,1535,0090024,009,2,277,0,,Y,2,,2017-153501
153502,6,25,MA,6,02,6,LIVE LINING,ROCK PILE,7633,25,1335,1114,0024,15,1,2,2,3,1,1250,4671,9996,2,1,3,24,1,0,0,0,0,0,1,3,4225,7035,4,200,98,1,1,1,MASE1114.pdf,00116223.tif,2017,0,0,0,ORIGINAL,09,03,21065,1535,0090024,009,2,284,0,,Y,2,,2017-153502
153503,6,44,RI,6,03,6,LIVE LINING,S JEFFRIES,7633,25,1345,1114,0024,15,1,2,1,3,1,1315,4671,9996,2,1,3,4,1,0,0,0,0,0,1,4,4255,7010,12,200,98,1,1,1,MASE1114.pdf,00116225.tif,2017,0,1,0,ORIGINAL,09,03,21065,1535,0090024,009,2,279,0,,Y,2,,2017-153503
153504,6,25,MA,6,04,6,LIVE LINING,OUTER FLAG,7633,25,1348,1114,0024,15,1,1,2,3,2,1230,4671,9996,2,1,3,18,1,0,0,0,0,0,1,3,4252,7029,20,200,62,1,2,1,MASE1114.pdf,00116227.tif,2017,0,1,0,ORIGINAL,09,03,21065,1535,0090024,009,2,281,0,,Y,2,,2017-153504
153505,6,25,MA,6,05,6,LIVE LINING,S JEFFRIES,7633,25,1400,1114,0024,15,1,2,1,3,7,1300,4671,9996,2,1,2,4,1,0,0,0,0,0,1,4,4255,7010,5,150,62,1,2,1,MASE1114.pdf,00116229.tif,2017,0,1,0,ORIGINAL,09,03,21065,1535,0090024,009,2,280,0,,Y,2,,2017-153505
153506,6,25,MA,6,06,6,LIVE LINING,JEFFREYS LEDGE,7633,25,1415,1114,0024,15,1,2,1,3,1,1345,4671,9996,2,1,3,5,1,0,0,0,0,0,1,6,4255,7010,10,250,60,2,1,1,MASE1114.pdf,00116231.tif,2017,0,0,0,ORIGINAL,09,03,21065,1535,0090024,009,2,282,0,,Y,2,,2017-153506
153507,6,25,MA,6,07,6,LIVE LINING,JEFFREYS LEDGE,7633,25,1515,1114,0024,15,1,1,2,1,1,1445,4671,9996,2,2,3,24,1,0,0,0,0,0,1,2,4255,7010,15,200,62,1,2,1,MASE1114.pdf,00116233.tif,2017,0,0,0,ORIGINAL,09,03,21065,1535,0090024,009,2,278,0,,Y,2,,2017-153507
153508,6,25,MA,6,08,6,LIVE LINING,IPSWICH BAY,7633,25,1845,1114,0024,15,1,2,2,3,1,1830,4671,9996,2,1,2,8,1,0,0,0,0,0,1,2,4243,7040,8,215,60,1,1,1,MASE1114.pdf,00116235.tif,2017,0,0,0,REVISED,09,03,21065,1535,0090024,009,2,283,0,,Y,2,,2017-153508
153801,6,25,MA,6,01,6,DRIFTING,PEAKED HILL,7676,25,1456,1120,0229,9,1,2,2,3,7,1455,4671,9996,2,1,2,2,1,0,0,0,0,0,1,2,9998,9998,9,120,98,1,2,2,MASE1120.pdf,00116243.tif,2017,0,1,0,ORIGINAL,09,04,21066,1538,0230229,023,2,285,0,,Y,2,,2017-153801
154101,6,25,MA,6,01,6,LIVE LINING,JEFFREYS LEDGE,7716,25,1540,2109,9244,34,2,1,2,1,2,1535,4671,9996,2,1,2,8,1,0,0,0,0,0,1,3,4255,7010,5,160,62,1,1,1,MASE2109.pdf,00116250.tif,2017,0,1,0,ORIGINAL,09,05,21067,1541,0099244,009,2,347,0,,N,2,,2017-154101
