tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,prep,recno,comment,filestat,s_index,serrflag,sprobfld,id
12,9996,9996,495,6,9996,7361,1,1,2011,09,17,0011036,0,1,34,0,1201,1,njse1201.tif,00044074.tif,330,1289,0,1,,ORIGINAL,1,0,,2011-128901
11,9996,9996,405,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043412.tif,1050,1164,0,7,,ORIGINAL,116,1,LENGTH;,2011-116401
13,9996,9996,409,8,9996,6858,3,1,2011,09,22,1030175,1,1,36,0,2121,1,nyse2121.tif,00044365.tif,1050,1367,0,3,,ORIGINAL,145,1,LENGTH;,2011-136701
11,9996,9996,427,8,9996,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043331.tif,1050,1152,0,3,,ORIGINAL,11,0,,2011-115206
13,9996,9996,430,2,9996,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044445.tif,1050,1382,0,3,,ORIGINAL,50,0,,2011-138201
11,9996,9996,440,8,9996,6783,5,1,2011,09,11,0471493,0,0,24,0,1113,1,mdse1113.tif,00043809.tif,1050,1196,0,3,,ORIGINAL,16,0,,2011-119603
11,9996,9996,442,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043412.tif,1050,1164,0,8,,ORIGINAL,117,0,,2011-116401
11,9996,9996,445,8,9996,6783,5,1,2011,09,11,0471493,0,0,24,0,1113,1,mdse1113.tif,00043805.tif,1050,1196,0,1,,ORIGINAL,13,0,,2011-119601
12,9996,9996,452,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,4,,ORIGINAL,133,0,,2011-123301
11,9996,9996,461,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043412.tif,1050,1164,0,9,,ORIGINAL,118,0,,2011-116401
14,9996,9996,467,2,9996,7277,4,1,2011,09,25,0113010,0,1,09,0,1103,1,ctse1103.tif,00044621.tif,1050,1411,0,13,,ORIGINAL,2,0,,2011-141101
12,9996,9996,468,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,5,,ORIGINAL,134,0,,2011-123301
11,9996,9996,470,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043412.tif,1050,1164,0,10,,ORIGINAL,119,0,,2011-116401
12,9996,9996,472,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,6,,ORIGINAL,135,0,,2011-123301
12,9996,9996,472,8,9996,2836,3,1,2011,09,10,8100088,0,0,51,0,1205,1,vase1205.tif,00043606.tif,1050,1200,0,4,,ORIGINAL,158,0,,2011-120005
11,9996,9996,475,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043415.tif,1050,1164,0,2,,ORIGINAL,121,0,,2011-116403
12,9996,9996,480,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,8,,ORIGINAL,137,0,,2011-123301
13,9996,9996,482,1,9996,7393,3,1,2011,09,22,8100088,0,0,51,0,2102,1,vase2102.tif,00044531.tif,1050,1397,0,2,,ORIGINAL,216,0,,2011-139702
12,9996,9996,485,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,1,,ORIGINAL,130,0,,2011-123301
11,9996,9996,486,2,9996,7379,7,1,2011,09,10,0470938,0,0,24,0,1110,1,mdse1110.tif,00043347.tif,1050,1155,0,3,,ORIGINAL,93,0,,2011-115503
12,9996,9996,488,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,7,,ORIGINAL,136,0,,2011-123301
12,9996,9996,488,2,9996,7393,1,1,2011,09,12,8100002,0,0,51,0,2108,1,vase2108.tif,00043858.tif,1050,1227,0,2,,ORIGINAL,213,0,,2011-122701
11,9996,9996,489,2,9996,7379,7,1,2011,09,10,0470938,0,0,24,0,1110,1,mdse1110.tif,00043347.tif,1050,1155,0,1,,ORIGINAL,91,0,,2011-115503
13,9996,9996,491,2,9996,6855,1,4,2011,09,21,0590626,0,0,36,0,2201,1,nyse2201.tif,00044391.tif,1050,1370,0,5,,ORIGINAL,143,0,,2011-137001
11,9996,9996,492,2,9996,7379,7,1,2011,09,10,0470938,0,0,24,0,1110,1,mdse1110.tif,00043343.tif,1050,1155,0,2,,ORIGINAL,85,0,,2011-115501
11,9996,9996,492,2,9996,6416,10,1,2011,09,01,0290894,1,0,34,0,2111,1,njse2111.tif,00043090.tif,1050,1106,0,2,,ORIGINAL,95,0,,2011-110601
12,9996,9996,492,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,9,,ORIGINAL,138,0,,2011-123301
11,9996,9996,493,2,9996,7379,7,1,2011,09,10,0470938,0,0,24,0,1110,1,mdse1110.tif,00043347.tif,1050,1155,0,2,,ORIGINAL,92,0,,2011-115503
11,9996,9996,499,8,9996,6928,1,1,2011,09,11,8100002,0,0,51,0,1206,1,vase1206.tif,00043669.tif,1050,1187,0,2,,ORIGINAL,211,0,,2011-118707
13,9996,9996,501,8,9996,6783,2,1,2011,09,21,0051599,0,1,10,0,2110,1,dese2110.tif,00044238.tif,1050,1337,0,3,,ORIGINAL,4,0,,2011-133701
13,9996,9996,501,8,9996,6858,3,1,2011,09,22,1030175,1,1,36,0,2121,1,nyse2121.tif,00044365.tif,1050,1367,0,2,,ORIGINAL,144,0,,2011-136701
13,9996,9996,501,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,2,,ORIGINAL,201,0,,2011-139101
11,9996,9996,503,2,9996,7379,7,1,2011,09,10,0470938,0,0,24,0,1110,1,mdse1110.tif,00043343.tif,1050,1155,0,3,,ORIGINAL,86,0,,2011-115501
11,9996,9996,505,8,9996,6633,3,1,2011,09,09,8100088,0,0,51,0,2207,1,vase2207.tif,00043520.tif,1050,1188,0,1,,ORIGINAL,187,0,,2011-118802
10,9996,9996,506,2,9996,6936,5,1,2011,09,02,0471493,0,0,24,0,2101,1,mdse2101.tif,00043035.tif,1050,1099,0,3,,ORIGINAL,46,0,,2011-109904
13,9996,9996,507,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,6,,ORIGINAL,205,0,,2011-139101
12,9996,9996,512,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,10,,ORIGINAL,139,0,,2011-123301
12,9996,9996,521,8,9996,6590,1,1,2011,09,15,8100091,0,0,51,0,2114,1,vase2114.tif,00044027.tif,1050,1273,0,2,,ORIGINAL,171,0,,2011-127301
13,9996,9996,522,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,7,,ORIGINAL,206,0,,2011-139101
12,9996,9996,522,2,9996,7393,1,1,2011,09,12,8100002,0,0,51,0,2108,1,vase2108.tif,00043858.tif,1050,1227,0,1,,ORIGINAL,212,0,,2011-122701
13,9996,9996,524,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,3,,ORIGINAL,202,0,,2011-139101
10,9996,9996,525,2,9996,6936,5,1,2011,09,02,0471493,0,0,24,0,2101,1,mdse2101.tif,00043033.tif,1050,1099,0,2,,ORIGINAL,42,0,,2011-109903
11,9996,9996,526,2,9996,6416,10,1,2011,09,01,0290894,1,0,34,0,2111,1,njse2111.tif,00043090.tif,1050,1106,0,3,,ORIGINAL,96,0,,2011-110601
10,9996,9996,527,2,9996,6936,5,1,2011,09,02,0471493,0,0,24,0,2101,1,mdse2101.tif,00043035.tif,1050,1099,0,4,,ORIGINAL,47,0,,2011-109904
12,9996,9996,530,2,9996,7361,11,1,2011,09,14,0091672,0,0,34,0,2220,1,njse2220.tif,00043796.tif,1050,1233,0,2,,ORIGINAL,131,0,,2011-123301
12,9996,9996,531,8,9996,6590,1,1,2011,09,15,8100091,0,0,51,0,2114,1,vase2114.tif,00044027.tif,1050,1273,0,4,,ORIGINAL,173,0,,2011-127301
13,9996,9996,531,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,4,,ORIGINAL,203,0,,2011-139101
14,9996,9996,533,8,9996,6590,1,1,2011,09,23,8100091,0,0,51,0,2217,1,vase2217.tif,00044550.tif,1050,1402,0,3,,ORIGINAL,184,0,,2011-140202
13,9996,9996,535,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,8,,ORIGINAL,207,0,,2011-139101
14,9996,9996,538,2,9996,7393,3,1,2011,09,21,8100088,0,0,51,0,2213,1,vase2213.tif,00044673.tif,1050,1425,0,5,,ORIGINAL,223,0,,2011-142502
13,9996,9996,539,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,9,,ORIGINAL,208,0,,2011-139101
11,9996,9996,542,2,9996,7379,7,1,2011,09,10,0470938,0,0,24,0,1110,1,mdse1110.tif,00043347.tif,1050,1155,0,4,,ORIGINAL,94,0,,2011-115503
13,9996,9996,542,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,5,,ORIGINAL,204,0,,2011-139101
11,9996,9996,543,2,9996,6416,10,1,2011,09,01,0290894,1,0,34,0,2111,1,njse2111.tif,00043090.tif,1050,1106,0,4,,ORIGINAL,97,0,,2011-110601
13,9996,9996,547,2,9996,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044447.tif,1050,1382,0,4,,ORIGINAL,54,0,,2011-138202
13,9996,9996,550,8,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044304.tif,1050,1353,0,2,,ORIGINAL,25,0,,2011-135304
13,9996,9996,552,8,9996,6783,2,1,2011,09,21,0051599,0,1,10,0,2110,1,dese2110.tif,00044238.tif,1050,1337,0,5,,ORIGINAL,6,0,,2011-133701
14,9996,9996,552,2,9996,7393,3,1,2011,09,21,8100088,0,0,51,0,2213,1,vase2213.tif,00044673.tif,1050,1425,0,4,,ORIGINAL,222,0,,2011-142502
14,9996,9996,553,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,5,,ORIGINAL,59,0,,2011-145701
12,9996,9996,557,2,9996,6416,10,1,2011,09,11,0290279,0,0,34,0,1114,1,njse1114.tif,00043850.tif,1050,1238,0,2,,ORIGINAL,111,0,,2011-123803
14,9996,9996,560,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,1,,ORIGINAL,55,0,,2011-145701
13,9996,9996,561,2,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044304.tif,1050,1353,0,7,,ORIGINAL,30,0,,2011-135304
11,9996,9996,562,8,9996,6633,3,1,2011,09,09,8100088,0,0,51,0,2207,1,vase2207.tif,00043520.tif,1050,1188,0,2,,ORIGINAL,188,0,,2011-118802
11,9996,9996,564,2,9996,6416,10,1,2011,09,01,0290279,0,1,34,0,2111,1,njse2111.tif,00043102.tif,1050,1106,0,2,,ORIGINAL,106,0,,2011-110607
10,9996,9996,569,1,9996,6936,5,1,2011,09,02,0471493,0,0,24,0,2101,1,mdse2101.tif,00043033.tif,1050,1099,0,3,,ORIGINAL,43,0,,2011-109903
13,9996,9996,569,2,9996,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044445.tif,1050,1382,0,5,,ORIGINAL,52,0,,2011-138201
11,9996,9996,573,2,9996,7326,7,1,2011,09,11,0470938,0,0,24,0,1114,1,mdse1114.tif,00043359.tif,1050,1156,0,1,,ORIGINAL,82,0,,2011-115602
11,9996,9996,573,2,9996,6416,10,1,2011,09,01,0290279,0,1,34,0,2111,1,njse2111.tif,00043102.tif,1050,1106,0,3,,ORIGINAL,107,0,,2011-110607
14,9996,9996,575,2,9996,7393,3,1,2011,09,21,8100088,0,0,51,0,2213,1,vase2213.tif,00044673.tif,1050,1425,0,2,,ORIGINAL,220,0,,2011-142502
12,9996,9996,576,2,9996,2836,3,1,2011,09,10,8100088,0,0,51,0,1205,1,vase1205.tif,00043606.tif,1050,1200,0,5,,ORIGINAL,159,0,,2011-120005
13,9996,9996,580,8,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044300.tif,1050,1353,0,1,,ORIGINAL,23,0,,2011-135302
13,9996,9996,580,8,9996,6590,3,1,2011,09,20,8100088,0,0,51,0,2212,1,vase2212.tif,00044152.tif,1050,1311,0,2,,ORIGINAL,179,0,,2011-131101
13,9996,9996,585,8,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044304.tif,1050,1353,0,5,,ORIGINAL,28,0,,2011-135304
10,9996,9996,587,2,9996,6936,5,1,2011,09,02,0471493,0,0,24,0,2101,1,mdse2101.tif,00043035.tif,1050,1099,0,2,,ORIGINAL,45,0,,2011-109904
12,9996,9996,587,2,9996,2836,3,1,2011,09,10,8100088,0,0,51,0,1205,1,vase1205.tif,00043604.tif,1050,1200,0,4,,ORIGINAL,154,0,,2011-120004
12,9996,9996,588,2,9996,2836,3,1,2011,09,10,8100088,0,0,51,0,1205,1,vase1205.tif,00043604.tif,1050,1200,0,1,,ORIGINAL,151,0,,2011-120004
14,9996,9996,591,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044854.tif,1050,1457,0,4,,ORIGINAL,75,0,,2011-145704
14,9996,9996,592,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,7,,ORIGINAL,69,0,,2011-145703
10,9996,9996,594,1,9996,6936,5,1,2011,09,02,0471493,0,0,24,0,2101,1,mdse2101.tif,00043033.tif,1050,1099,0,4,,ORIGINAL,44,0,,2011-109903
13,9996,9996,597,8,9996,6783,2,1,2011,09,21,0051599,0,1,10,0,2110,1,dese2110.tif,00044238.tif,1050,1337,0,4,,ORIGINAL,5,0,,2011-133701
13,9996,9996,597,2,9996,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044445.tif,1050,1382,0,2,,ORIGINAL,49,0,,2011-138201
12,9996,9996,601,1,9996,2836,3,1,2011,09,10,8100088,0,0,51,0,1205,1,vase1205.tif,00043606.tif,1050,1200,0,6,,ORIGINAL,160,0,,2011-120005
13,9996,9996,602,2,9996,7393,3,1,2011,09,22,8100088,0,0,51,0,2102,1,vase2102.tif,00044531.tif,1050,1397,0,3,,ORIGINAL,217,0,,2011-139702
12,9996,9996,609,1,9996,6590,1,1,2011,09,15,8100091,0,0,51,0,2114,1,vase2114.tif,00044029.tif,1050,1273,0,2,,ORIGINAL,175,0,,2011-127302
13,9996,9996,610,2,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044304.tif,1050,1353,0,4,,ORIGINAL,27,0,,2011-135304
12,9996,9996,610,1,9996,7383,4,1,2011,09,11,1030085,1,1,36,0,1103,1,nyse1103.tif,00043705.tif,1050,1211,0,3,,ORIGINAL,146,0,,2011-121101
12,9996,9996,611,2,9996,6633,3,1,2011,09,15,8100088,0,0,51,0,2206,1,vase2206.tif,00043940.tif,1050,1255,0,3,,ORIGINAL,194,0,,2011-125503
13,9996,9996,612,8,9996,6778,7,1,2011,09,25,0010025,0,0,51,0,1104,1,vase1104.tif,00044490.tif,1050,1391,0,10,,ORIGINAL,209,0,,2011-139101
12,9996,9996,613,2,9996,6590,1,1,2011,09,15,8100091,0,0,51,0,2114,1,vase2114.tif,00044027.tif,1050,1273,0,1,,ORIGINAL,170,0,,2011-127301
14,9996,9996,618,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,2,,ORIGINAL,56,0,,2011-145701
11,9996,9996,619,2,9996,7379,7,1,2011,09,10,0470938,0,0,24,0,1110,1,mdse1110.tif,00043343.tif,1050,1155,0,1,,ORIGINAL,84,0,,2011-115501
12,9996,9996,620,2,9996,7383,4,1,2011,09,11,1030085,1,1,36,0,1103,1,nyse1103.tif,00043705.tif,1050,1211,0,6,,ORIGINAL,149,0,,2011-121101
11,9996,9996,621,2,9996,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043331.tif,1050,1152,0,4,,ORIGINAL,12,0,,2011-115206
13,9996,9996,621,2,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044304.tif,1050,1353,0,1,,ORIGINAL,24,0,,2011-135304
11,9996,9996,621,2,9996,7326,7,1,2011,09,11,0470938,0,0,24,0,1114,1,mdse1114.tif,00043357.tif,1050,1156,0,2,,ORIGINAL,81,0,,2011-115601
12,9996,9996,621,2,9996,6633,3,1,2011,09,15,8100088,0,0,51,0,2206,1,vase2206.tif,00043940.tif,1050,1255,0,1,,ORIGINAL,192,0,,2011-125503
13,9996,9996,622,2,9996,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044445.tif,1050,1382,0,1,,ORIGINAL,48,0,,2011-138201
11,9996,9996,623,1,9996,6416,10,1,2011,09,01,0290894,1,0,34,0,2111,1,njse2111.tif,00043090.tif,1050,1106,0,5,,ORIGINAL,98,0,,2011-110601
11,9996,9996,628,2,9996,6783,5,1,2011,09,11,0471493,0,0,24,0,1113,1,mdse1113.tif,00043809.tif,1050,1196,0,2,,ORIGINAL,15,0,,2011-119603
14,9996,9996,629,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,6,,ORIGINAL,60,0,,2011-145701
14,9996,9996,630,1,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,1,,ORIGINAL,63,0,,2011-145703
11,9996,9996,630,2,9996,6633,3,1,2011,09,09,8100088,0,0,51,0,2207,1,vase2207.tif,00043520.tif,1050,1188,0,5,,ORIGINAL,191,0,,2011-118802
13,9996,9996,632,8,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044304.tif,1050,1353,0,3,,ORIGINAL,26,0,,2011-135304
13,9996,9996,633,2,9996,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044304.tif,1050,1353,0,6,,ORIGINAL,29,0,,2011-135304
14,9996,9996,635,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,7,,ORIGINAL,61,0,,2011-145701
11,9996,9996,635,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043415.tif,1050,1164,0,7,,ORIGINAL,126,0,,2011-116403
12,9996,9996,637,2,9996,6416,10,1,2011,09,11,0290894,0,0,34,0,1114,1,njse1114.tif,00043845.tif,1050,1238,0,5,,ORIGINAL,108,0,,2011-123801
12,9996,9996,642,1,9996,7393,1,1,2011,09,12,8100002,0,0,51,0,2108,1,vase2108.tif,00043858.tif,1050,1227,0,3,,ORIGINAL,214,0,,2011-122701
13,9996,9996,644,1,9996,7393,3,1,2011,09,22,8100088,0,0,51,0,2102,1,vase2102.tif,00044531.tif,1050,1397,0,1,,ORIGINAL,215,0,,2011-139702
14,9996,9996,647,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,8,,ORIGINAL,62,0,,2011-145701
14,9996,9996,652,2,9996,6416,6,1,2011,09,25,0251050,0,0,34,0,1118,1,njse1118.tif,00044570.tif,1050,1404,0,6,,ORIGINAL,112,0,,2011-140406
13,9996,9996,653,2,9996,6590,3,1,2011,09,20,8100088,0,0,51,0,2212,1,vase2212.tif,00044152.tif,1050,1311,0,3,,ORIGINAL,180,0,,2011-131101
12,9996,9996,654,2,9996,6416,10,1,2011,09,11,0290894,0,0,34,0,1114,1,njse1114.tif,00043845.tif,1050,1238,0,9,,ORIGINAL,109,0,,2011-123801
14,9996,9996,655,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,6,,ORIGINAL,68,0,,2011-145703
11,9996,9996,656,2,9996,6590,1,1,2011,09,05,8100002,0,0,51,0,1102,1,vase1102.tif,00043195.tif,1050,1130,0,3,,ORIGINAL,167,0,,2011-113002
11,9996,9996,665,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043412.tif,1050,1164,0,6,,ORIGINAL,115,0,,2011-116401
10,9996,9996,670,2,9996,6936,5,1,2011,09,03,0471493,0,0,24,1,1107,1,mdse1107.tif,00042980.tif,1050,1095,0,4,,ORIGINAL,35,0,,2011-109518
12,9996,9996,670,1,9996,7383,4,1,2011,09,11,1030085,1,1,36,0,1103,1,nyse1103.tif,00043705.tif,1050,1211,0,7,,ORIGINAL,150,0,,2011-121101
14,9996,9996,671,2,9996,6416,6,1,2011,09,25,0251050,0,0,34,0,1118,1,njse1118.tif,00044570.tif,1050,1404,0,7,,ORIGINAL,113,0,,2011-140406
12,9996,9996,675,2,9996,6633,3,1,2011,09,15,8100088,0,0,51,0,2206,1,vase2206.tif,00043940.tif,1050,1255,0,5,,ORIGINAL,196,0,,2011-125503
13,9996,9996,684,2,9996,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044445.tif,1050,1382,0,4,,ORIGINAL,51,0,,2011-138201
14,9996,9996,684,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,4,,ORIGINAL,66,0,,2011-145703
14,9996,9996,691,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,4,,ORIGINAL,58,0,,2011-145701
12,9996,9996,692,2,9996,6633,3,1,2011,09,15,8100088,0,0,51,0,2206,1,vase2206.tif,00043940.tif,1050,1255,0,7,,ORIGINAL,198,0,,2011-125503
14,9996,9996,693,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,8,,ORIGINAL,70,0,,2011-145703
12,9996,9996,693,2,9996,6416,10,1,2011,09,11,0290279,0,0,34,0,1114,1,njse1114.tif,00043850.tif,1050,1238,0,1,,ORIGINAL,110,0,,2011-123803
11,9996,9996,695,2,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043415.tif,1050,1164,0,10,,ORIGINAL,129,0,,2011-116403
12,9996,9996,701,2,9996,6590,1,1,2011,09,15,8100091,0,0,51,0,2114,1,vase2114.tif,00044029.tif,1050,1273,0,3,,ORIGINAL,176,0,,2011-127302
13,9996,9996,702,1,9996,6590,3,1,2011,09,20,8100088,0,0,51,0,2212,1,vase2212.tif,00044152.tif,1050,1311,0,4,,ORIGINAL,181,0,,2011-131101
11,9996,9996,704,1,9996,6783,5,1,2011,09,11,0471493,0,0,24,0,1113,1,mdse1113.tif,00043809.tif,1050,1196,0,1,,ORIGINAL,14,0,,2011-119603
12,9996,9996,706,1,9996,6590,1,1,2011,09,15,8100091,0,0,51,0,2114,1,vase2114.tif,00044027.tif,1050,1273,0,3,,ORIGINAL,172,0,,2011-127301
14,9996,9996,708,1,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,10,,ORIGINAL,72,0,,2011-145703
14,9996,9996,710,2,9996,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044621.tif,1050,1411,0,14,,ORIGINAL,3,0,,2011-141101
10,9996,9996,711,2,9996,6936,5,1,2011,09,03,0471493,0,0,24,0,1107,1,mdse1107.tif,00042954.tif,1050,1095,0,1,,ORIGINAL,31,0,,2011-109505
10,9996,9996,712,1,9996,7326,2,1,2011,09,04,0470022,1,0,24,0,1203,1,mdse1203.tif,00042998.tif,1050,1098,0,2,,ORIGINAL,79,0,,2011-109802
11,9996,9996,712,2,9996,7326,7,1,2011,09,11,0470938,0,0,24,0,1114,1,mdse1114.tif,00043359.tif,1050,1156,0,2,,ORIGINAL,83,0,,2011-115602
11,9996,9996,715,1,9996,7370,3,1,2011,09,01,0090900,0,1,34,0,2211,1,njse2211.tif,00043257.tif,1050,1137,0,1,,ORIGINAL,140,0,,2011-113702
14,9996,9996,716,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,5,,ORIGINAL,67,0,,2011-145703
13,9996,9996,716,2,9996,6590,3,1,2011,09,20,8100088,0,0,51,0,2212,1,vase2212.tif,00044152.tif,1050,1311,0,1,,ORIGINAL,178,0,,2011-131101
11,9996,9996,718,1,9996,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043331.tif,1050,1152,0,2,,ORIGINAL,10,0,,2011-115206
14,9996,9996,724,2,9996,7393,3,1,2011,09,21,8100088,0,0,51,0,2213,1,vase2213.tif,00044673.tif,1050,1425,0,1,,ORIGINAL,219,0,,2011-142502
11,9996,9996,726,2,9996,6416,10,1,2011,09,01,0290279,0,0,34,0,2111,1,njse2111.tif,00043100.tif,1050,1106,0,4,,ORIGINAL,105,0,,2011-110606
14,9996,9996,731,1,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044852.tif,1050,1457,0,3,,ORIGINAL,65,0,,2011-145703
13,9996,9996,733,2,9996,6778,7,1,2011,09,21,0010024,0,0,51,0,2202,1,vase2202.tif,00044225.tif,1050,1332,0,1,,ORIGINAL,199,0,,2011-133201
12,9996,9996,735,2,9996,6633,3,1,2011,09,15,8100088,0,0,51,0,2206,1,vase2206.tif,00043940.tif,1050,1255,0,2,,ORIGINAL,193,0,,2011-125503
12,9996,9996,737,1,9996,2836,3,1,2011,09,10,8100088,0,0,51,0,1205,1,vase1205.tif,00043604.tif,1050,1200,0,2,,ORIGINAL,152,0,,2011-120004
12,9996,9996,737,2,9996,2836,3,1,2011,09,10,8100088,0,0,51,0,1205,1,vase1205.tif,00043604.tif,1050,1200,0,3,,ORIGINAL,153,0,,2011-120004
14,9996,9996,742,2,9996,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044848.tif,1050,1457,0,3,,ORIGINAL,57,0,,2011-145701
11,9996,9996,742,1,9996,7370,3,1,2011,09,01,0090900,0,1,34,0,2211,1,njse2211.tif,00043257.tif,1050,1137,0,2,,ORIGINAL,141,0,,2011-113702
11,9996,9996,750,1,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043412.tif,1050,1164,0,5,,ORIGINAL,114,0,,2011-116401
12,9996,9996,750,1,9996,7383,4,1,2011,09,11,1030085,1,1,36,0,1103,1,nyse1103.tif,00043705.tif,1050,1211,0,4,,ORIGINAL,147,0,,2011-121101
