tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,prep,recno,comment,filestat,s_index,serrflag,sprobfld,id
11,9996,9996,962,6,981,6416,10,1,2011,09,01,0290279,0,0,34,0,2111,1,njse2111.tif,00043092.tif,4711,1106,0,2,,ORIGINAL,384,0,,2011-110602
13,9996,9996,963,6,990,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044300.tif,4711,1353,0,2,,ORIGINAL,355,0,,2011-135302
11,9996,9996,968,6,983,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,1,mdse2205.tif,00043185.tif,4711,1129,0,1,,ORIGINAL,347,0,,2011-112903
13,9996,9996,986,6,1011,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044300.tif,4711,1353,0,3,,ORIGINAL,356,0,,2011-135302
14,9996,9996,1015,6,1029,6936,5,1,2011,09,30,0471493,0,0,24,0,2107,1,mdse2107.tif,00044854.tif,4711,1457,0,1,,ORIGINAL,371,0,,2011-145704
12,9996,9996,1047,6,1059,6982,4,1,2011,09,10,1030085,0,0,36,0,1205,1,nyse1205.tif,00044020.tif,4711,1272,0,1,,ORIGINAL,402,0,,2011-127205
14,9996,9996,1054,6,1090,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,4711,1411,0,4,,ORIGINAL,332,0,,2011-141101
13,9996,9996,1056,6,1065,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044302.tif,4711,1353,0,2,,ORIGINAL,360,0,,2011-135303
14,9996,9996,1067,6,1089,6447,3,1,2011,09,29,0470853,1,0,24,0,2203,1,mdse2203.tif,00044862.tif,4711,1458,0,2,,ORIGINAL,350,0,,2011-145801
14,9996,9996,1076,6,1081,6936,5,1,2011,09,30,0471493,1,0,24,0,2107,1,mdse2107.tif,00044850.tif,4711,1457,0,2,,ORIGINAL,370,0,,2011-145702
12,9996,9996,1077,6,1088,6982,4,1,2011,09,10,1030085,0,0,36,0,1205,1,nyse1205.tif,00044020.tif,4711,1272,0,3,,ORIGINAL,404,0,,2011-127205
12,9996,9996,1085,6,1096,6982,4,1,2011,09,10,1030085,0,0,36,0,1205,1,nyse1205.tif,00044020.tif,4711,1272,0,2,,ORIGINAL,403,0,,2011-127205
13,9996,9996,1092,6,1112,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044300.tif,4711,1353,0,4,,ORIGINAL,357,0,,2011-135302
13,9996,9996,1092,6,1101,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044302.tif,4711,1353,0,1,,ORIGINAL,359,0,,2011-135303
11,9996,9996,1096,6,1122,6416,10,1,2011,09,01,0290279,0,1,34,0,2111,1,njse2111.tif,00043102.tif,4711,1106,0,1,,ORIGINAL,390,0,,2011-110607
14,9996,9996,1114,6,1123,6936,5,1,2011,09,30,0471493,1,0,24,0,2107,1,mdse2107.tif,00044850.tif,4711,1457,0,1,,ORIGINAL,369,0,,2011-145702
14,9996,9996,1114,6,1149,6013,10,1,2011,09,28,0290894,0,0,34,0,2109,1,njse2109.tif,00044685.tif,4711,1428,0,3,,ORIGINAL,382,0,,2011-142801
12,9996,9996,1115,6,1141,6416,10,1,2011,09,11,0290894,0,0,34,0,1114,1,njse1114.tif,00043845.tif,4711,1238,0,4,,ORIGINAL,392,0,,2011-123801
12,9996,9996,1116,6,1141,6416,10,1,2011,09,11,0299118,1,1,34,0,1114,1,njse1114.tif,00043854.tif,4711,1238,0,7,,ORIGINAL,396,0,,2011-123805
14,9996,9996,1117,6,1153,6013,10,1,2011,09,28,0290894,0,0,34,0,2109,1,njse2109.tif,00044685.tif,4711,1428,0,2,,ORIGINAL,381,0,,2011-142801
14,9996,9996,1118,6,1143,6447,3,1,2011,09,29,0470853,1,0,24,0,2203,1,mdse2203.tif,00044862.tif,4711,1458,0,1,,ORIGINAL,349,0,,2011-145801
12,9996,9996,1121,6,1140,6416,10,1,2011,09,11,0299118,1,1,34,0,1114,1,njse1114.tif,00043854.tif,4711,1238,0,2,,ORIGINAL,395,0,,2011-123805
14,9996,9996,1123,6,1146,6013,10,1,2011,09,27,0290894,1,0,34,0,2126,1,njse2126.tif,00044642.tif,4711,1416,0,2,,ORIGINAL,379,0,,2011-141602
13,9996,9996,1125,6,1148,6783,3,1,2011,09,25,0470853,0,0,24,0,1106,1,mdse1106.tif,00044300.tif,4711,1353,0,5,,ORIGINAL,358,0,,2011-135302
14,9996,9996,1125,6,1149,6013,10,1,2011,09,27,0290894,1,0,34,0,2126,1,njse2126.tif,00044642.tif,4711,1416,0,3,,ORIGINAL,380,0,,2011-141602
11,9996,9996,1146,6,1172,6416,10,1,2011,09,01,0290279,0,0,34,0,2111,1,njse2111.tif,00043094.tif,4711,1106,0,1,,ORIGINAL,385,0,,2011-110603
11,9996,9996,1149,6,1176,6416,10,1,2011,09,01,0290279,0,0,34,0,2111,1,njse2111.tif,00043098.tif,4711,1106,0,4,,ORIGINAL,388,0,,2011-110605
12,9996,9996,1150,6,1177,6416,10,1,2011,09,11,0299118,1,1,34,0,1114,1,njse1114.tif,00043854.tif,4711,1238,0,1,,ORIGINAL,394,0,,2011-123805
13,9996,9996,1155,6,1163,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044447.tif,4711,1382,0,1,,ORIGINAL,367,0,,2011-138202
11,9996,9996,1156,6,1183,6416,10,1,2011,09,01,0290279,0,0,34,0,2111,1,njse2111.tif,00043096.tif,4711,1106,0,1,,ORIGINAL,386,0,,2011-110604
11,9996,9996,1157,6,1184,6416,10,1,2011,09,01,0290279,0,0,34,0,2111,1,njse2111.tif,00043100.tif,4711,1106,0,5,,ORIGINAL,389,0,,2011-110606
13,9996,9996,1166,6,1178,6936,5,1,2011,09,23,0471493,0,0,24,0,2104,1,mdse2104.tif,00044447.tif,4711,1382,0,2,,ORIGINAL,368,0,,2011-138202
10,9996,9996,1189,6,1221,6936,5,1,2011,09,03,0471493,0,0,24,1,1107,1,mdse1107.tif,00042980.tif,4711,1095,0,1,,ORIGINAL,365,0,,2011-109518
14,9996,9996,1213,6,1252,6708,11,1,2011,09,28,0091131,0,0,34,0,2110,1,njse2110.tif,00044690.tif,4711,1429,0,1,,ORIGINAL,397,0,,2011-142901
12,9996,9996,1200,6,9996,7383,4,1,2011,09,11,1030085,1,1,36,0,1103,1,nyse1103.tif,00043705.tif,4720,1211,0,2,,ORIGINAL,411,0,,2011-121101
13,9996,9996,1307,6,9996,6590,1,1,2011,09,24,8100002,0,0,51,0,1208,1,vase1208.tif,00044521.tif,4720,1396,0,1,,ORIGINAL,412,0,,2011-139603
10,9996,9996,1433,6,9996,6936,5,1,2011,09,02,0471493,0,0,24,0,2101,1,mdse2101.tif,00043035.tif,4720,1099,0,1,,ORIGINAL,408,0,,2011-109904
11,9996,9996,1435,6,9996,7361,11,1,2011,09,11,0091131,0,1,34,0,1104,1,njse1104.tif,00043412.tif,4720,1164,0,1,,ORIGINAL,410,0,,2011-116401
10,9996,9996,1486,6,9996,6936,5,1,2011,09,03,0471493,1,0,24,0,1107,1,mdse1107.tif,00042958.tif,4720,1095,0,1,,ORIGINAL,407,0,,2011-109507
10,9996,9996,1497,6,9996,6936,5,1,2011,09,03,0471493,0,0,24,0,1107,1,mdse1107.tif,00042956.tif,4720,1095,0,1,,ORIGINAL,406,0,,2011-109506
14,9996,9996,1500,6,9996,6590,1,1,2011,09,23,8100091,0,0,51,0,2217,1,vase2217.tif,00044550.tif,4720,1402,0,1,,ORIGINAL,413,0,,2011-140202
13,9996,9996,1599,6,9996,7393,3,1,2011,09,22,8100088,1,0,51,0,2102,1,vase2102.tif,00044529.tif,4720,1397,0,1,,ORIGINAL,414,0,,2011-139701
11,9996,9996,1675,6,9996,6013,10,1,2011,09,03,0290279,0,0,34,0,1107,1,njse1107.tif,00043071.tif,4720,1102,0,1,,ORIGINAL,409,0,,2011-110201
13,9996,9996,9996,6,1954,6441,7,4,2011,09,11,0319002,,,23,2,1107,,,,4679,,0,,,,,,,2011-23-09-13
19,9996,9996,9996,6,1726,2749,6,1,2011,09,23,0319003,,,23,1,2119,,,,4671,,6,,,,,,,2011-23-09-19
19,9996,9996,9996,6,1796,2749,6,1,2011,09,23,0319003,,,23,1,2119,,,,4671,,6,,,,,,,2011-23-09-19
