tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
134105,6,10,DE,6,05,6,6,POOR MANS CANYON,6447,10,1800,1101,1599,2,1,1,2,3,1,1755,2161,9996,2,12,6,6,0,1,1,1,0,0,0,0,7,3752,7406,75,3000,81,1,2,1,DESE1101.pdf,00128399.tif,2018,1,0,0,ORIGINAL,09,03,21430,1341,0051599,005,6,161,0,,Y,2,,2018-134105
134106,6,10,DE,6,06,6,6,WASHINGTON CANYON,6447,10,1815,1101,1599,2,1,1,2,2,1,1810,2161,9996,2,12,6,9,0,1,1,1,0,0,0,0,6,3727,7427,76,300,79,1,2,1,DESE1101.pdf,00128401.tif,2018,0,0,0,ORIGINAL,09,03,21430,1341,0051599,005,6,159,0,,Y,2,,2018-134106
134107,6,10,DE,6,07,6,6,WASHINGTON CANYON,6447,10,1826,1101,1599,2,1,1,2,2,1,1815,2161,9996,2,12,6,8,0,1,1,1,0,0,0,0,4,3727,7427,72,600,81,2,2,1,DESE1101.pdf,00128403.tif,2018,0,0,0,ORIGINAL,09,03,21430,1341,0051599,005,6,157,0,,Y,2,,2018-134107
134108,6,10,DE,6,08,6,6,WASHINGTON CANYON,6447,10,1835,1101,1599,2,1,1,2,2,1,1830,2161,9996,2,1,6,6,0,1,0,1,0,0,0,0,5,3727,7427,70,1200,82,1,2,1,DESE1101.pdf,00128405.tif,2018,0,0,0,ORIGINAL,09,03,21430,1341,0051599,005,6,164,0,,Y,2,,2018-134108
134109,6,10,DE,6,09,6,6,ROCK PILE,6447,10,1845,1101,1599,2,1,1,2,2,1,1840,2161,9996,2,1,6,8,0,1,0,1,0,0,0,0,4,3739,7422,72,900,78,1,2,1,DESE1101.pdf,00128407.tif,2018,0,0,0,ORIGINAL,09,03,21430,1341,0051599,005,6,160,0,,Y,2,,2018-134109
134301,6,10,DE,6,01,6,6,BALTIMORE CANYON,7292,10,1820,1202,0013,1,1,2,2,3,1,1810,4720,2161,2,2,7,7,0,1,1,1,0,0,0,0,4,3820,7345,70,250,80,1,2,2,DESE1202.pdf,00128413.tif,2018,0,0,0,ORIGINAL,09,02,21429,1343,0050013,005,6,167,0,,Y,2,,2018-134301
134302,6,10,DE,6,02,6,6,HOT DOG,7292,10,2008,1202,0013,1,1,2,2,3,1,1947,1050,9996,2,1,5,6,0,1,0,1,0,0,0,0,3,3806,7417,30,120,80,1,2,1,DESE1202.pdf,00128414.tif,2018,0,0,0,ORIGINAL,09,02,21429,1343,0050013,005,6,166,0,,Y,1,,2018-134302
134401,6,24,MD,6,01,6,6,POOR MANS CANYON,6447,10,1648,1203,0017,2,1,1,2,2,1,1630,2161,9996,2,12,10,8,0,1,1,1,0,0,0,0,4,3752,7406,70,2400,82,1,2,2,DESE1203.pdf,00128418.tif,2018,0,0,0,ORIGINAL,09,02,21429,1344,0050017,005,6,173,0,,Y,2,,2018-134401
134402,6,10,DE,6,02,6,6,POOR MANS CANYON,6447,10,1740,1203,1599,2,1,2,2,3,1,1730,2161,9996,2,2,8,8,0,1,1,1,0,0,0,0,5,3752,7406,70,2100,80,2,2,2,DESE1203.pdf,00128419.tif,2018,0,0,0,ORIGINAL,09,02,21429,1344,0051599,005,6,174,0,,Y,2,,2018-134402
134403,6,10,DE,6,03,6,6,TEA CUP,6447,10,1748,1203,1599,2,1,1,2,2,1,1730,2161,4656,2,2,8,7,0,1,0,1,0,0,0,0,4,3821,7410,60,240,98,1,2,2,DESE1203.pdf,00128420.tif,2018,0,1,0,ORIGINAL,09,02,21429,1344,0051599,005,6,168,0,,Y,2,,2018-134403
134404,6,10,DE,6,04,6,6,POOR MANS CANYON,6447,10,1825,1203,1599,2,1,1,2,2,1,1815,2161,9996,2,12,7,7,0,1,1,1,0,0,0,0,5,3752,7406,72,3600,80,1,2,2,DESE1203.pdf,00128421.tif,2018,0,0,0,ORIGINAL,09,02,21429,1344,0051599,005,6,169,0,,Y,2,,2018-134404
134405,6,10,DE,6,05,6,6,BALTIMORE CANYON,6447,10,1839,1203,1599,2,1,1,2,2,1,1830,2161,9996,2,12,7,8,0,1,1,1,0,0,0,0,3,3814,7350,73,1200,80,1,2,2,DESE1203.pdf,00128422.tif,2018,0,0,0,ORIGINAL,09,02,21429,1344,0051599,005,6,172,0,,Y,2,,2018-134405
134406,6,10,DE,6,06,6,6,BALTIMORE CANYON,6447,10,1849,1203,1599,2,1,1,2,2,1,1840,2161,9996,2,12,7,7,0,1,1,1,0,0,0,0,4,3814,7350,5,1200,82,1,2,2,DESE1203.pdf,00128423.tif,2018,0,0,0,ORIGINAL,09,02,21429,1344,0051599,005,6,170,0,,Y,2,,2018-134406
134407,6,10,DE,6,07,6,6,BALTIMORE CANYON,6447,10,1902,1203,1599,2,1,1,2,2,1,1855,2161,9996,2,1,5,8,0,1,0,1,0,0,0,0,4,3814,7350,65,3000,82,1,2,1,DESE1203.pdf,00128424.tif,2018,0,0,0,ORIGINAL,09,02,21429,1344,0051599,005,6,171,0,,Y,2,,2018-134407
134408,6,10,DE,6,08,6,6,WASHINGTON CANYON,6447,10,1915,1203,1599,2,1,1,2,2,1,1900,2161,9996,2,1,6,8,0,1,0,1,0,0,0,0,8,3727,7427,70,600,83,1,2,1,DESE1203.pdf,00128426.tif,2018,0,0,0,ORIGINAL,09,02,21429,1344,0051599,005,6,175,0,,Y,2,,2018-134408
134501,6,10,DE,6,01,6,6,DEL JERSEY,6783,10,1439,1204,0013,1,1,2,2,3,1,1430,1050,9996,2,2,4,6,1,1,1,1,1,1,0,0,4,9998,9998,20,100,78,1,2,1,DESE1204.pdf,00128430.tif,2018,0,1,0,ORIGINAL,09,03,21430,1345,0050013,005,6,177,0,,Y,1,,2018-134501
134502,6,10,DE,6,02,6,BOTTOM FISHING,20 FATHOM LINE,6783,10,1537,1204,0013,1,1,2,1,3,1,1530,1050,7777,2,2,8,6,0,1,0,0,0,0,0,1,8,9998,9998,36,120,80,1,2,1,DESE1204.pdf,00128432.tif,2018,0,0,0,ORIGINAL,09,03,21430,1345,0050013,005,6,176,0,,Y,1,,2018-134502
134601,6,25,MA,6,01,6,6,MIDDLE STELLWAGEN,7633,25,1845,1102,0111,16,2,1,2,2,2,1836,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,2,4216,7017,25,120,98,1,2,1,MASE1102.pdf,00128436.tif,2018,0,0,0,ORIGINAL,09,01,21428,1346,0090111,009,2,326,0,,Y,2,,2018-134601
134602,6,25,MA,6,02,6,6,JEFFREYS LEDGE,7633,25,1850,1102,0111,16,2,1,2,3,1,1750,4671,9996,2,2,2,4,1,0,0,0,0,0,1,0,1,4255,7010,10,150,68,1,2,1,MASE1102.pdf,00128438.tif,2018,0,0,0,ORIGINAL,09,01,21428,1346,0090111,009,2,325,0,,Y,2,,2018-134602
134603,6,25,MA,6,03,6,6,MIDDLE STELLWAGEN,7633,25,1900,1102,0111,16,2,1,1,3,7,1830,4671,9996,2,2,3,10,1,0,0,0,0,0,1,0,6,4216,7017,18,150,72,1,2,1,MASE1102.pdf,00128440.tif,2018,0,1,0,ORIGINAL,09,01,21428,1346,0090111,009,2,324,0,,N,2,,2018-134603
134701,6,25,MA,6,01,6,6,PIGEON HILL,7633,25,1630,1103,3125,33,1,2,1,3,1,1600,4671,9996,2,12,4,6,1,0,1,1,0,0,1,0,4,4245,7013,26,160,69,1,1,1,MASE1103.pdf,00128444.tif,2018,0,0,0,ORIGINAL,09,03,21430,1347,0093125,009,2,327,0,,Y,2,,2018-134701
134702,6,25,MA,6,02,6,6,SPECULED APRON,7633,25,1700,1103,9242,33,4,1,2,1,1,1600,4671,9996,2,1,2,1,1,0,0,0,0,0,1,0,2,4249,7044,3,180,73,1,2,1,MASE1103.pdf,00128446.tif,2018,0,0,0,ORIGINAL,09,03,21430,1347,0099242,009,2,328,1,Q20;,Y,1,,2018-134702
134703,6,25,MA,6,03,6,6,PIGEON HILL,7633,25,1810,1103,3125,33,2,1,2,2,1,1745,4671,9996,2,1,3,7,1,0,0,0,0,0,1,0,4,4245,7013,23,200,98,1,2,1,MASE1103.pdf,00128448.tif,2018,0,0,0,ORIGINAL,09,03,21430,1347,0093125,009,2,329,0,,Y,2,,2018-134703
134704,6,33,NH,6,04,6,6,OUTER FLAG,7633,25,1820,1103,3125,33,2,1,2,2,6,1800,4671,9996,2,1,2,6,1,1,0,0,1,1,1,0,3,4252,7029,35,270,98,1,2,1,MASE1103.pdf,00128450.tif,2018,1,1,0,ORIGINAL,09,03,21430,1347,0093125,009,2,330,0,,N,2,,2018-134704
135001,6,25,MA,6,01,TREBLE,CASTING,BONITO BAR,7674,25,1501,1210,0832,12,1,1,2,8,6,1450,330,9996,2,3,3,2,0,0,1,1,0,0,0,1,3,4116,7013,1,18,71,1,2,2,MASE1210.pdf,00128478.tif,2018,0,0,0,ORIGINAL,09,02,21429,1350,0190832,019,2,390,1,Q26;,N,2,,2018-135001
135002,6,25,MA,6,02,6,CASTING,7 MILES SW BONITA BAR,7674,25,1505,1210,0832,12,1,1,2,8,6,1500,330,9996,2,1,2,2,0,0,1,0,0,0,0,1,2,9999,9999,7,20,70,1,2,1,MASE1210.pdf,00128479.tif,2018,1,0,0,ORIGINAL,09,02,21429,1350,0190832,019,2,391,0,,N,2,,2018-135002
135003,6,25,MA,6,03,6,CASTING,BONITO BAR,7674,25,1515,1210,0832,12,1,1,2,8,6,1510,330,9996,2,2,2,1,0,0,1,0,0,0,0,1,4,4116,7013,1,10,70,1,1,2,MASE1210.pdf,00128481.tif,2018,1,0,0,ORIGINAL,09,02,21429,1350,0190832,019,2,392,1,Q20;Q26;,N,2,,2018-135003
135004,6,25,MA,6,04,FLIES,CASTING,MYSKEGAT,7674,25,1520,1210,0832,12,1,1,2,8,6,1515,330,9996,2,3,2,3,0,0,1,0,0,0,0,1,3,4133,7029,71,99998,68,1,2,2,MASE1210.pdf,00128482.tif,2018,0,1,0,ORIGINAL,09,02,21429,1350,0190832,019,2,394,0,,N,2,,2018-135004
135005,6,25,MA,6,05,TREBLE,6,BONITO BAR,7674,25,1550,1210,0832,12,1,1,2,8,6,1545,330,9996,2,3,2,2,0,0,1,1,0,0,0,0,2,4116,7013,1,18,71,1,2,1,MASE1210.pdf,00128483.tif,2018,1,0,0,ORIGINAL,09,02,21429,1350,0190832,019,2,393,1,Q26;,N,2,,2018-135005
135006,6,25,MA,6,06,6,6,NAUSET LIGHT,7674,25,1630,1210,0820,12,1,1,2,3,2,1545,4670,9996,2,2,3,7,1,0,0,0,0,0,1,0,3,9999,9999,4,140,70,1,2,2,MASE1210.pdf,00128485.tif,2018,0,1,0,ORIGINAL,09,02,21429,1350,0190820,019,2,388,0,,Y,2,,2018-135006
135007,6,98,98,6,07,BALLYH,6,OFF EAST HAM,7674,25,1710,1210,0820,12,1,1,2,8,6,1645,4679,9996,2,13,6,4,0,1,0,1,0,0,0,0,3,4124,6959,25,800,70,1,2,1,MASE1210.pdf,00128486.tif,2018,0,1,0,ORIGINAL,09,02,21429,1350,0190820,019,2,389,0,,N,2,,2018-135007
135101,6,25,MA,6,01,6,6,E STELLWAGEN,7713,25,1555,1212,9038,9,1,1,2,1,1,1550,4671,9996,2,2,3,4,1,0,0,0,0,0,1,0,1,4216,7017,18,100,70,2,2,1,MASE1212.pdf,00128460.tif,2018,0,0,0,ORIGINAL,09,03,21430,1351,0239038,023,2,395,0,,Y,2,,2018-135101
135201,6,25,MA,6,01,6,6,JEFFREYS LEDGE,7736,25,1658,2109,0685,19,1,1,2,1,1,1653,4671,9996,2,2,3,8,1,1,1,0,0,0,1,0,2,4255,7010,13,190,72,1,2,1,MASE2109.pdf,00128464.tif,2018,0,0,0,ORIGINAL,09,04,21431,1352,0090685,009,2,401,0,,Y,2,,2018-135201
135202,6,25,MA,6,02,6,6,JEFFREYS LEDGE,7736,25,1722,2109,0685,19,1,2,2,3,1,1715,4671,9996,2,2,4,5,1,0,0,0,0,0,1,0,3,4255,7010,14,200,73,1,2,1,MASE2109.pdf,00128466.tif,2018,0,0,0,ORIGINAL,09,04,21431,1352,0090685,009,2,402,0,,Y,2,,2018-135202
135301,6,34,NJ,6,01,6,6,JEFFREYS LEDGE,7735,25,1420,2201,0024,15,1,1,2,1,2,1400,4671,9996,2,2,3,6,1,0,0,0,0,0,1,0,3,4255,7010,10,200,71,1,2,1,MASE2201.pdf,00128470.tif,2018,0,0,0,ORIGINAL,09,04,21431,1353,0090024,009,2,424,0,,Y,2,,2018-135301
135302,6,44,RI,6,02,6,6,JEFFREYS LEDGE,7735,25,1805,2201,0024,15,1,1,2,3,1,1800,4671,9996,2,2,4,13,1,0,0,0,0,0,1,0,3,4255,7010,8,180,70,2,2,1,MASE2201.pdf,00128472.tif,2018,0,1,0,ORIGINAL,09,04,21431,1353,0090024,009,2,423,0,,Y,2,,2018-135302
135303,6,25,MA,6,03,6,6,JEFFREYS LEDGE,7735,25,1855,2201,0024,15,1,1,2,3,6,1850,4671,9996,2,2,2,40,1,0,0,0,0,0,1,0,3,4255,7010,4,165,72,1,2,1,MASE2201.pdf,00128474.tif,2018,0,1,1,ORIGINAL,09,04,21431,1353,0090024,009,2,425,1,Q20;,Y,2,,2018-135303
135401,6,12,FL,6,01,6,6,WASHINGTON CANYON,6936,24,1620,1101,1493,5,1,2,1,3,6,1600,2161,9996,2,1,6,6,0,1,1,1,0,0,0,0,6,3727,7427,60,500,82,1,2,1,MDSE1101.pdf,00128490.tif,2018,0,1,0,ORIGINAL,09,03,21430,1354,0471493,047,6,196,0,,N,2,,2018-135401
135402,6,12,FL,6,02,6,6,WASHINGTON CANYON,6936,24,1630,1101,1493,5,1,2,1,3,2,1615,2161,9996,2,1,6,7,0,1,1,1,0,0,0,0,6,3727,7427,60,1200,83,2,1,1,MDSE1101.pdf,00128492.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,189,0,,N,2,,2018-135402
135403,6,24,MD,6,03,6,6,ROCK PILE,6936,24,1645,1101,1493,5,1,1,2,2,1,1600,2161,9996,2,12,6,7,0,1,1,1,0,0,0,0,4,3739,7422,50,840,81,1,1,1,MDSE1101.pdf,00128494.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,195,0,,Y,1,,2018-135403
135404,6,24,MD,6,04,6,6,WASHINGTON CANYON,6936,24,1720,1101,1493,5,1,2,1,3,1,1710,2161,9996,2,1,6,7,0,1,1,1,0,0,0,0,6,3727,7427,65,3000,83,1,2,1,MDSE1101.pdf,00128496.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,191,0,,Y,2,,2018-135404
135405,6,37,NC,6,05,6,6,WASHINGTON CANYON,6936,24,1800,1101,1493,5,1,2,2,3,1,1740,2161,9996,2,1,5,10,0,1,1,1,0,0,0,0,3,3727,7427,65,1200,80,2,1,1,MDSE1101.pdf,00128498.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,192,0,,Y,2,,2018-135405
135406,6,24,MD,6,06,6,6,WASHINGTON CANYON,6936,24,1815,1101,1493,5,1,2,2,3,1,1745,2161,9996,2,1,6,30,0,1,0,1,0,0,0,0,6,3727,7427,60,3000,82,1,2,1,MDSE1101.pdf,00128500.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,188,0,,Y,2,,2018-135406
135407,6,10,DE,6,07,6,6,WASHINGTON CANYON,6936,24,1830,1101,1493,5,1,2,2,3,1,1815,2161,9996,2,1,6,10,0,1,0,1,0,0,0,0,6,3727,7427,58,1800,80,1,1,1,MDSE1101.pdf,00128502.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,190,0,,Y,2,,2018-135407
135408,6,24,MD,6,08,6,6,WASHINGTON CANYON,6936,24,1850,1101,1493,5,1,1,2,2,1,1830,2161,9996,2,1,4,9,0,1,1,1,0,0,0,0,6,3727,7427,65,1200,81,1,2,1,MDSE1101.pdf,00128504.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,193,0,,Y,2,,2018-135408
135409,6,24,MD,6,09,6,6,WASHINGTON CANYON,6936,24,1910,1101,1493,5,1,1,2,2,1,1845,2161,9996,2,1,4,10,0,1,0,1,0,0,0,0,5,3727,7427,60,420,80,1,2,1,MDSE1101.pdf,00128506.tif,2018,0,0,0,ORIGINAL,09,03,21430,1354,0471493,047,6,194,0,,Y,2,,2018-135409
135501,6,24,MD,6,01,6,6,20 FTH LUMP,6783,24,1431,1104,0938,7,1,2,2,3,1,1400,4656,9996,2,2,7,5,0,1,1,1,0,0,0,0,7,3849,7428,28,120,78,2,2,1,MDSE1104.pdf,00128510.tif,2018,0,1,0,ORIGINAL,09,02,21429,1355,0470938,047,6,199,0,,Y,1,,2018-135501
135502,6,24,MD,6,02,6,6,JACKSPOT,6783,24,1506,1104,0938,7,1,1,2,2,1,1503,7777,9996,2,12,6,6,0,1,1,1,0,0,0,0,5,3805,7445,18,75,81,1,2,1,MDSE1104.pdf,00128512.tif,2018,0,0,0,ORIGINAL,09,02,21429,1355,0470938,047,6,197,0,,Y,2,,2018-135502
135503,6,24,MD,6,03,6,6,JACKSPOT,6783,24,1615,1104,0938,7,1,1,2,2,1,1607,4720,7777,2,2,8,8,0,1,1,1,0,0,0,0,4,3805,7445,24,95,98,1,2,1,MDSE1104.pdf,00128514.tif,2018,0,0,0,ORIGINAL,09,02,21429,1355,0470938,047,6,198,0,,Y,1,,2018-135503
135504,6,24,MD,6,04,6,6,POOR MANS CANYON,6783,24,1712,1104,0938,7,1,2,2,3,6,1706,2161,9996,2,12,7,9,0,1,1,1,0,0,0,0,4,3752,7406,60,100,81,1,2,1,MDSE1104.pdf,00128516.tif,2018,0,1,0,ORIGINAL,09,02,21429,1355,0470938,047,6,200,0,,N,2,,2018-135504
135601,6,24,MD,6,01,6,6,POOR MANS CANYON,6447,24,1643,1203,0853,3,1,2,1,3,1,1630,2161,9996,2,1,4,6,0,1,0,1,0,0,0,0,6,3752,7406,57,3000,79,2,2,1,MDSE1203.pdf,00128520.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,252,0,,Y,2,,2018-135601
135602,6,24,MD,6,02,6,6,30 FATHOM LINE,6447,24,1723,1203,0853,3,1,2,1,3,1,1715,1050,4720,2,2,9,9,0,0,1,1,0,0,0,0,2,9998,9998,42,180,82,1,2,1,MDSE1203.pdf,00128522.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,251,0,,Y,1,,2018-135602
135603,6,51,VA,6,03,6,6,POOR MANS CANYON,6447,24,1805,1203,0853,3,1,2,2,3,1,1800,2161,9996,2,1,4,7,0,1,0,1,0,0,0,0,1,3752,7406,65,3000,80,1,2,1,MDSE1203.pdf,00128524.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,249,0,,Y,2,,2018-135603
135604,6,24,MD,6,04,6,6,POOR MANS CANYON,6447,24,1817,1203,0853,3,1,1,2,2,1,1800,2161,9996,2,1,6,8,0,1,0,1,0,0,0,0,6,3752,7406,58,600,80,1,2,1,MDSE1203.pdf,00128526.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,250,0,,Y,2,,2018-135604
135605,6,10,DE,6,05,6,6,TRIPLE ZEROS,6447,24,1824,1203,0853,3,1,2,1,3,1,1800,2161,9996,2,1,7,6,0,1,0,1,0,0,0,0,6,3615,7450,70,3000,80,2,2,1,MDSE1203.pdf,00128528.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,248,0,,Y,2,,2018-135605
135606,6,37,NC,6,06,6,6,POOR MANS CANYON,6447,24,1835,1203,0853,3,1,2,1,3,1,1800,2161,9996,2,1,5,10,0,1,0,1,0,0,0,0,3,3752,7406,65,3000,80,1,2,1,MDSE1203.pdf,00128530.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,254,0,,Y,2,,2018-135606
135607,6,10,DE,6,07,6,6,TRIPLE ZEROS,6447,24,1900,1203,0853,3,1,2,1,3,1,1745,2161,9996,2,12,7,7,0,1,1,1,0,0,0,0,6,3615,7450,65,1500,81,1,2,1,MDSE1203.pdf,00128532.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,253,0,,Y,2,,2018-135607
135608,6,24,MD,6,08,6,BOTTOM FISHING,LITTLE GULL,6447,24,1918,1203,0853,3,1,2,1,3,1,1815,3591,9996,2,1,6,3,0,1,0,1,1,0,0,1,3,9998,9998,4,55,80,1,2,1,MDSE1203.pdf,00128534.tif,2018,0,0,0,ORIGINAL,09,01,21428,1356,0470853,047,6,247,0,,Y,2,,2018-135608
135701,6,24,MD,6,01,6,6,BALTIMORE CANYON,6936,24,1700,1204,1493,5,1,2,1,3,1,1645,2161,1050,2,1,7,7,0,1,1,1,0,0,0,0,6,3820,7345,60,300,81,1,2,1,MDSE1204.pdf,00128538.tif,2018,0,0,0,ORIGINAL,09,01,21428,1357,0471493,047,6,256,0,,Y,1,,2018-135701
135702,6,24,MD,6,02,6,BAILING,BALTIMORE CANYON,6936,24,1805,1204,1493,5,1,2,1,3,1,1745,7777,9996,2,12,5,8,0,1,1,0,0,1,0,1,6,3814,7350,57,600,78,1,1,1,MDSE1204.pdf,00128540.tif,2018,0,0,0,ORIGINAL,09,01,21428,1357,0471493,047,6,259,0,,Y,1,,2018-135702
135703,6,24,MD,6,03,6,6,WASHINGTON CANYON,6936,24,1830,1204,1493,5,1,1,2,2,1,1815,2161,9996,2,1,4,8,0,1,1,1,0,0,0,0,7,3727,7427,57,600,81,2,2,1,MDSE1204.pdf,00128542.tif,2018,0,0,0,ORIGINAL,09,01,21428,1357,0471493,047,6,258,0,,Y,1,,2018-135703
135704,6,24,MD,6,04,6,6,POOR MANS CANYON,6936,24,1900,1204,1493,5,1,1,2,2,1,1845,2161,9996,2,1,6,8,0,1,1,1,0,0,0,0,6,3752,7406,58,3000,79,1,2,1,MDSE1204.pdf,00128544.tif,2018,0,0,0,ORIGINAL,09,01,21428,1357,0471493,047,6,260,0,,Y,2,,2018-135704
135705,6,24,MD,6,05,6,6,POOR MANS CANYON,6936,24,1920,1204,1493,5,1,2,2,3,1,1900,2161,9996,2,1,5,8,0,1,1,1,0,0,0,0,5,3752,7406,58,1800,78,1,2,1,MDSE1204.pdf,00128546.tif,2018,0,0,0,ORIGINAL,09,01,21428,1357,0471493,047,6,255,0,,Y,2,,2018-135705
135706,6,24,MD,6,06,6,6,POOR MANS CANYON,6936,24,1940,1204,1493,5,1,2,2,3,1,1930,2161,9996,2,1,4,8,0,1,1,1,0,0,0,0,5,3752,7406,57,3000,80,1,2,1,MDSE1204.pdf,00128548.tif,2018,0,0,0,ORIGINAL,09,01,21428,1357,0471493,047,6,257,0,,Y,2,,2018-135706
135801,6,24,MD,6,01,6,6,FINGERS,6447,24,1540,2101,1493,5,1,1,2,2,6,1520,1050,9996,2,2,4,6,0,1,0,1,0,0,0,0,2,3812,7437,35,140,80,1,2,1,MDSE2101.pdf,00128552.tif,2018,0,1,0,ORIGINAL,09,04,21431,1358,0471493,047,6,274,0,,N,2,,2018-135801
