tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
03,6,09,CT,6,01,6,6,SOUTH MONTAUK,7621,09,1645,1107,3234,3,1,2,1,3,6,1639,3531,9996,2,2,3,4,0,0,1,0,1,0,0,2,9999,9999,22,215,66,1,2,1,CTJL1107.pdf,00084447.tif,2015,1,0,0,ORIGINAL,07,05,20274,0381,0113234,011,3,240,0,,N,1,,2015-038101
03,6,10,DE,6,01,6,6,19 FATHOM LUMP,6783,10,1638,1201,1599,2,1,1,2,2,6,1623,4656,1050,2,2,7,12,0,1,1,1,0,0,0,6,9998,9998,38,140,75,1,2,1,DEJL1201.pdf,00084464.tif,2015,0,0,0,ORIGINAL,07,05,20274,0384,0051599,005,6,255,0,,N,2,,2015-038401
03,6,10,DE,6,02,6,6,MASSEYS CANYON,6783,10,1642,1201,1599,2,1,1,2,2,6,1630,4656,1050,2,2,9,8,0,1,1,1,0,0,0,2,3825,7420,25,125,73,1,1,2,DEJL1201.pdf,00084466.tif,2015,0,1,0,ORIGINAL,07,05,20274,0384,0051599,005,6,256,0,,N,2,,2015-038402
03,6,10,DE,6,03,6,6,HOT DOG,6783,10,1658,1201,1599,2,1,1,2,2,1,1630,7777,9996,2,2,5,4,0,1,1,1,0,0,0,4,3806,7417,30,135,77,2,2,2,DEJL1201.pdf,00084467.tif,2015,0,0,0,ORIGINAL,07,05,20274,0384,0051599,005,6,253,0,,Y,2,,2015-038403
03,6,10,DE,6,04,6,6,MASSEYS CANYON,6783,10,1729,1201,1599,2,1,1,2,3,7,1720,4656,9996,2,12,8,7,0,1,1,1,0,0,0,5,3825,7420,48,180,74,1,2,2,DEJL1201.pdf,00084468.tif,2015,0,1,0,ORIGINAL,07,05,20274,0384,0051599,005,6,252,0,,Y,2,,2015-038404
03,6,10,DE,6,05,6,6,HOT DOG,6783,10,1803,1201,1599,2,1,1,2,2,1,1747,4656,9996,2,2,9,11,0,1,1,1,0,0,0,5,3806,7417,35,150,77,2,2,1,DEJL1201.pdf,00084469.tif,2015,0,0,0,ORIGINAL,07,05,20274,0384,0051599,005,6,254,0,,Y,1,,2015-038405
03,6,10,DE,6,01,6,6,TEA CUP,6447,10,1631,2205,1599,2,1,1,2,2,1,1615,4656,9996,2,2,7,7,0,1,1,1,0,0,0,7,3821,7410,998,110,75,2,2,1,DEJL2205.pdf,00084477.tif,2015,1,0,0,ORIGINAL,07,02,20271,0387,0051599,005,6,325,0,,Y,1,,2015-038701
03,6,10,DE,6,02,6,6,HOT DOG,6447,10,1706,2205,1599,2,1,2,1,3,1,1615,4656,9996,2,2,6,6,0,0,1,1,0,0,0,6,3806,7417,50,186,72,1,2,1,DEJL2205.pdf,00084479.tif,2015,1,0,0,ORIGINAL,07,02,20271,0387,0051599,005,6,324,0,,Y,1,,2015-038702
03,6,10,DE,6,01,6,6,WASHINGTON CANYON,6783,10,1610,2206,1599,2,1,2,1,3,1,1530,4656,9996,2,12,8,18,1,1,1,1,0,0,0,5,3727,7427,76,1000,74,1,2,1,DEJL2206.pdf,00084483.tif,2015,0,1,0,ORIGINAL,07,03,20272,0388,0051599,005,6,329,0,,Y,2,,2015-038801
03,6,10,DE,6,02,6,6,MASSEYS CANYON,6783,10,1642,2206,1599,2,1,1,2,2,1,1620,4656,9996,2,12,6,5,0,1,1,1,0,0,0,4,3825,7420,40,140,74,1,2,1,DEJL2206.pdf,00084485.tif,2015,0,1,0,ORIGINAL,07,03,20272,0388,0051599,005,6,331,0,,Y,2,,2015-038802
