tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,s_index,serrflag,sprobfld,id
17,9996,9996,396,6,9996,7490,1,1,2013,10,05,0590213,0,1,36,02,1202,1,nyoc1202.tif,00069270.tif,ORIGINAL,330,1703,0,2,1,0,,2013-170302
16,9996,9996,420,2,9996,6936,5,1,2013,10,03,0471493,0,0,24,03,2102,1,mdoc2102.tif,00069067.tif,ORIGINAL,1050,1665,0,3,7,0,,2013-166503
18,9996,9996,422,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,2,46,0,,2013-188601
18,9996,9996,423,8,9996,6633,3,1,2013,10,19,8100088,0,0,51,01,1208,1,vaoc1208.tif,00069791.tif,ORIGINAL,1050,1864,0,10,44,0,,2013-186401
18,9996,9996,425,8,9996,6633,3,1,2013,10,19,8100088,0,0,51,01,1208,1,vaoc1208.tif,00069791.tif,ORIGINAL,1050,1864,0,4,38,0,,2013-186401
18,9996,9996,427,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,9,53,0,,2013-188601
18,9996,9996,430,8,9996,6633,3,1,2013,10,19,8100088,0,0,51,01,1208,1,vaoc1208.tif,00069791.tif,ORIGINAL,1050,1864,0,9,43,0,,2013-186401
17,9996,9996,431,2,9996,6936,5,1,2013,10,17,0471493,0,0,24,01,2205,1,mdoc2205.tif,00069590.tif,ORIGINAL,1050,1785,0,3,13,0,,2013-178501
18,9996,9996,431,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,10,54,0,,2013-188601
16,9996,9996,433,2,9996,6936,5,1,2013,10,05,0471493,0,0,24,02,1107,1,mdoc1107.tif,00069194.tif,ORIGINAL,1050,1693,0,2,8,0,,2013-169302
18,9996,9996,436,8,9996,6633,3,1,2013,10,19,8100088,0,0,51,01,1208,1,vaoc1208.tif,00069791.tif,ORIGINAL,1050,1864,0,7,41,0,,2013-186401
16,9996,9996,447,2,9996,6936,5,1,2013,10,05,0471493,0,0,24,02,1107,1,mdoc1107.tif,00069194.tif,ORIGINAL,1050,1693,0,4,10,0,,2013-169302
18,9996,9996,451,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,1,45,0,,2013-188601
19,9996,9996,453,2,9996,6936,5,1,2013,10,28,0471493,0,0,24,01,2229,1,mdoc2229.tif,00070097.tif,ORIGINAL,1050,1972,0,2,22,0,,2013-197201
18,9996,9996,453,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,4,48,0,,2013-188601
17,9996,9996,455,2,9996,6936,5,1,2013,10,17,0471493,0,0,24,01,2205,1,mdoc2205.tif,00069590.tif,ORIGINAL,1050,1785,0,4,14,0,,2013-178501
18,9996,9996,456,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,7,51,0,,2013-188601
16,9996,9996,458,2,9996,6936,5,1,2013,10,05,0471493,0,0,24,02,1107,1,mdoc1107.tif,00069194.tif,ORIGINAL,1050,1693,0,3,9,0,,2013-169302
18,9996,9996,459,2,9996,7421,1,1,2013,10,19,8100002,0,0,51,03,1111,1,vaoc1111.tif,00069846.tif,ORIGINAL,1050,1883,0,4,68,0,,2013-188303
18,9996,9996,462,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,5,49,0,,2013-188601
18,9996,9996,462,2,9996,7421,1,1,2013,10,19,8100002,0,0,51,03,1111,1,vaoc1111.tif,00069846.tif,ORIGINAL,1050,1883,0,2,66,0,,2013-188303
17,9996,9996,464,2,9996,6936,5,1,2013,10,17,0471493,0,0,24,01,2205,1,mdoc2205.tif,00069590.tif,ORIGINAL,1050,1785,0,10,20,0,,2013-178501
18,9996,9996,466,8,9996,6633,3,1,2013,10,19,8100088,0,0,51,01,1208,1,vaoc1208.tif,00069791.tif,ORIGINAL,1050,1864,0,5,39,0,,2013-186401
16,9996,9996,468,2,9996,7472,7,1,2013,10,03,0470938,0,0,24,04,2110,1,mdoc2110.tif,00069232.tif,ORIGINAL,1050,1695,0,4,25,0,,2013-169504
18,9996,9996,473,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,8,52,0,,2013-188601
18,9996,9996,474,8,9996,6633,1,1,2013,10,21,8100091,0,0,51,01,2216,1,vaoc2216.tif,00069856.tif,ORIGINAL,1050,1886,0,3,47,0,,2013-188601
17,9996,9996,476,2,9996,6936,5,1,2013,10,17,0471493,0,0,24,01,2205,1,mdoc2205.tif,00069590.tif,ORIGINAL,1050,1785,0,8,18,0,,2013-178501
17,9996,9996,482,2,9996,6936,5,1,2013,10,17,0471493,0,0,24,01,2205,1,mdoc2205.tif,00069590.tif,ORIGINAL,1050,1785,0,2,12,0,,2013-178501
18,9996,9996,489,8,9996,6633,3,1,2013,10,19,8100088,0,0,51,01,1208,1,vaoc1208.tif,00069791.tif,ORIGINAL,1050,1864,0,3,37,0,,2013-186401
16,9996,9996,494,2,9996,6936,5,1,2013,10,06,0471493,0,0,24,01,1202,1,mdoc1202.tif,00069216.tif,ORIGINAL,1050,1694,0,3,11,0,,2013-169401
18,9996,9996,511,8,9996,6633,3,1,2013,10,19,8100088,0,0,51,01,1208,1,vaoc1208.tif,00069791.tif,ORIGINAL,1050,1864,0,8,42,0,,2013-186401
17,9996,9996,532,2,9996,6936,5,1,2013,10,17,0471493,0,0,24,01,2205,1,mdoc2205.tif,00069590.tif,ORIGINAL,1050,1785,0,6,16,0,,2013-178501
16,9996,9996,533,2,9996,7489,3,1,2013,10,03,8100088,0,0,51,01,2210,1,vaoc2210.tif,00069097.tif,ORIGINAL,1050,1670,0,10,75,0,,2013-167001
18,9996,9996,553,2,9996,7421,1,1,2013,10,19,8100002,0,0,51,03,1111,1,vaoc1111.tif,00069846.tif,ORIGINAL,1050,1883,0,3,67,0,,2013-188303
16,9996,9996,558,2,9996,7489,3,1,2013,10,03,8100088,0,0,51,01,2210,1,vaoc2210.tif,00069097.tif,ORIGINAL,1050,1670,0,7,72,0,,2013-167001
