id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2005-125701,125701,2005,06,51,1104,01,330,520,9996,9996,9996,6,0
2005-127001,127001,2005,06,34,2206,01,3531,1581,9996,9996,9996,2,0
2005-128301,128301,2005,06,51,2102,01,4711,800,9996,9996,9996,6,0
2005-128601,128601,2005,06,51,1204,01,1050,890,9996,9996,9996,1,0
2005-128601,128601,2005,06,51,1204,01,1050,970,9996,9996,9996,1,0
2005-128601,128601,2005,06,51,1204,01,1050,810,9996,9996,9996,2,0
2005-128601,128601,2005,06,51,1204,01,1050,820,9996,9996,9996,2,0
2005-128601,128601,2005,06,51,1204,01,1050,860,9996,9996,9996,2,0
2005-128601,128601,2005,06,51,1204,01,1050,940,9996,9996,9996,2,0
2005-128603,128603,2005,06,51,1204,03,1050,910,9996,9996,9996,1,0
2005-128603,128603,2005,06,51,1204,03,1050,960,9996,9996,9996,1,0
2005-128603,128603,2005,06,51,1204,03,1050,1002,9996,9996,9996,1,0
2005-128603,128603,2005,06,51,1204,03,1050,580,9996,9996,9996,2,0
2005-128603,128603,2005,06,51,1204,03,1050,610,9996,9996,9996,2,0
2005-128603,128603,2005,06,51,1204,03,1050,940,9996,9996,9996,2,0
2005-129303,129303,2005,06,10,1104,03,4677,965,995,9996,9996,6,0
2005-129510,129510,2005,06,34,2103,10,3531,1960,9996,9996,9996,2,0
2005-130601,130601,2005,06,24,2202,01,4677,820,900,9996,9996,6,0
2005-131101,131101,2005,06,10,2104,01,3531,2100,9996,9996,9996,2,0
2005-131102,131102,2005,06,10,2104,02,3551,1810,9996,9996,9996,6,0
2005-131301,131301,2005,06,24,2208,01,4677,748,763,9996,9996,6,0
2005-131301,131301,2005,06,24,2208,01,4677,748,765,9996,9996,6,0
2005-131303,131303,2005,06,24,2208,03,4677,745,762,9996,9996,6,0
2005-131303,131303,2005,06,24,2208,03,4681,666,9996,9996,9996,6,0
2005-131401,131401,2005,06,51,2103,01,4711,695,722,9996,9996,6,0
2005-131401,131401,2005,06,51,2103,01,4711,781,794,9996,9996,6,0
2005-131401,131401,2005,06,51,2103,01,4711,795,811,9996,9996,6,0
2005-131401,131401,2005,06,51,2103,01,4711,800,836,9996,9996,6,0
2005-131401,131401,2005,06,51,2103,01,4711,802,816,9996,9996,6,0
2005-131402,131402,2005,06,51,2103,02,4677,1135,1182,9996,9996,6,0
2005-131402,131402,2005,06,51,2103,02,4681,677,690,9996,9996,6,0
2005-131402,131402,2005,06,51,2103,02,4711,784,800,9996,9996,6,0
2005-131402,131402,2005,06,51,2103,02,4711,796,817,9996,9996,6,0
2005-131402,131402,2005,06,51,2103,02,4711,840,852,9996,9996,6,0
2005-131403,131403,2005,06,51,2103,03,4711,800,824,9996,9996,6,0
2005-131403,131403,2005,06,51,2103,03,4711,822,837,9996,9996,6,0
2005-131403,131403,2005,06,51,2103,03,4711,828,855,9996,9996,6,0
2005-131403,131403,2005,06,51,2103,03,4711,889,920,9996,9996,6,0
2005-131501,131501,2005,06,24,1205,01,4677,690,715,9996,9996,6,0
2005-131501,131501,2005,06,24,1205,01,4677,750,770,9996,9996,6,0
2005-131702,131702,2005,06,10,1103,02,3531,2040,9996,9996,9996,2,2
2005-131801,131801,2005,06,10,1203,01,3531,2155,9996,9996,9996,2,0
2005-131901,131901,2005,06,51,2211,01,4677,950,953,9996,9996,6,0
2005-132001,132001,2005,06,10,2113,01,4677,791,798,9996,9996,6,0
2005-132003,132003,2005,06,10,2113,03,3531,1761,9996,9996,9996,2,0
2005-132201,132201,2005,06,51,2114,01,3551,1066,9996,9996,9996,6,0
2005-132201,132201,2005,06,51,2114,01,4711,675,700,9996,9996,6,0
2005-132201,132201,2005,06,51,2114,01,4711,739,743,9996,9996,6,0
2005-132201,132201,2005,06,51,2114,01,4711,812,822,9996,9996,6,0
2005-132201,132201,2005,06,51,2114,01,4711,828,836,9996,9996,6,0
2005-132201,132201,2005,06,51,2114,01,4711,838,881,9996,9996,6,0
2005-132201,132201,2005,06,51,2114,01,4711,868,915,9996,9996,6,0
2005-132203,132203,2005,06,51,2114,03,1050,991,9996,9996,9996,1,0
2005-132203,132203,2005,06,51,2114,03,1050,636,9996,9996,9996,2,0
2005-132203,132203,2005,06,51,2114,03,4711,882,910,9996,9996,6,0
2005-132203,132203,2005,06,51,2114,03,4711,954,985,9996,9996,6,0
2005-132401,132401,2005,06,24,2214,01,4677,720,750,9996,9996,6,0
2005-132803,132803,2005,06,24,1204,03,4677,740,755,9996,9996,6,0
2005-132803,132803,2005,06,24,1204,03,4677,990,1005,9996,9996,6,0
2005-132803,132803,2005,06,24,1204,03,4711,770,9996,9996,9996,6,0
2005-132803,132803,2005,06,24,1204,03,4711,775,9996,9996,9996,6,0
2005-132803,132803,2005,06,24,1204,03,4711,890,9996,9996,9996,6,0
2005-132803,132803,2005,06,24,1204,03,4711,895,9996,9996,9996,6,0
2005-133001,133001,2005,06,51,1203,01,4677,950,980,9996,9996,6,0
2005-133005,133005,2005,06,51,1203,05,4681,630,9996,9996,9996,6,0
2005-133013,133013,2005,06,51,1203,13,4677,940,960,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,700,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,700,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,720,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,723,727,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,765,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,790,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,790,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,810,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,820,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,830,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,890,9996,9996,9996,6,0
2005-133801,133801,2005,06,51,1206,01,4711,900,9996,9996,9996,6,0
2005-133802,133802,2005,06,51,1206,02,1050,910,9996,9996,9996,1,0
2005-133802,133802,2005,06,51,1206,02,4711,710,9996,9996,9996,6,0
2005-133802,133802,2005,06,51,1206,02,4711,800,9996,9996,9996,6,0
2005-133803,133803,2005,06,51,1206,03,1050,607,9996,9996,9996,2,0
2005-133803,133803,2005,06,51,1206,03,4711,740,9996,9996,9996,6,0
2005-133803,133803,2005,06,51,1206,03,4711,970,9996,9996,9996,6,0
2005-133804,133804,2005,06,51,1206,04,1050,910,9996,9996,9996,1,0
2005-133804,133804,2005,06,51,1206,04,1050,910,9996,9996,9996,1,0
2005-133804,133804,2005,06,51,1206,04,4711,770,9996,9996,9996,6,0
2005-133804,133804,2005,06,51,1206,04,4711,810,9996,9996,9996,6,0
2005-133804,133804,2005,06,51,1206,04,4711,905,9996,9996,9996,6,0
2005-133805,133805,2005,06,51,1206,05,4711,840,9996,9996,9996,6,0
2005-133805,133805,2005,06,51,1206,05,4711,840,9996,9996,9996,6,0
2005-133805,133805,2005,06,51,1206,05,4711,1000,9996,9996,9996,6,0
2005-133805,133805,2005,06,51,1206,05,4711,1040,9996,9996,9996,6,0
2005-134201,134201,2005,06,24,2116,01,4677,735,745,9996,9996,6,0
2005-134201,134201,2005,06,24,2116,01,4677,965,985,9996,9996,6,0
2005-134401,134401,2005,06,24,2206,01,4711,790,9996,9996,9996,6,0
2005-134402,134402,2005,06,24,2206,02,4677,700,740,9996,9996,6,0
2005-134403,134403,2005,06,24,2206,03,4677,740,755,9996,9996,6,0
2005-134501,134501,2005,06,10,2107,01,4677,720,725,9996,9996,6,0
2005-135201,135201,2005,06,51,2215,01,4677,704,707,9996,9996,6,0
2005-135201,135201,2005,06,51,2215,01,4677,795,799,9996,9996,6,0
2005-135204,135204,2005,06,51,2215,04,4677,702,704,9996,9996,6,0
2005-135204,135204,2005,06,51,2215,04,4677,1010,1040,9996,9996,6,0
