tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,alive,othlp,species,batch,row,kept,observe,dead,sell,weighed,filestat,c_index,cerrflag,cprobfld,id
05,6593,5,1,2011,07,22,0110687,0,1,09,0,2205,2,ctjl2205.tif,00039294.tif,2,WHITE MARLIN,2161,0580,3,0,0,0,0,0,ORIGINAL,1,0,,2011-058001
05,6593,5,1,2011,07,22,0110687,0,1,09,0,2205,2,ctjl2205.tif,00039294.tif,5,SKIPJACK TUNA,4661,0580,4,0,0,0,0,0,ORIGINAL,2,0,,2011-058001
05,6593,5,1,2011,07,22,0110687,0,1,09,0,2205,2,ctjl2205.tif,00039294.tif,0,BIGEYE TUNA,4691,0580,2,1,0,0,1,0,ORIGINAL,3,1,SELL;,2011-058001
05,6593,5,1,2011,07,22,0110687,0,1,09,0,2205,2,ctjl2205.tif,00039294.tif,20,YFT,4711,0580,1,6,0,0,6,0,ORIGINAL,4,1,SELL;,2011-058001
06,6593,3,1,2011,07,24,0119003,0,0,09,0,1113,2,ctjl1113.tif,00039541.tif,0,YFT,4711,0610,1,3,2,0,0,0,ORIGINAL,5,0,,2011-061001
06,6593,3,1,2011,07,24,0110630,0,0,09,0,1113,2,ctjl1113.tif,00039544.tif,0,BLUEFISH,230,0610,2,1,0,0,0,0,ORIGINAL,6,0,,2011-061002
06,6593,3,1,2011,07,24,0110630,0,0,09,0,1113,2,ctjl1113.tif,00039544.tif,1,SHORTFIN MAKO S,3551,0610,1,0,0,0,0,0,ORIGINAL,7,0,,2011-061002
03,6775,3,1,2011,07,01,0119003,0,0,09,0,2106,2,ctjl2106.tif,00036995.tif,0,BLUEFISH,230,0303,2,2,0,0,0,0,ORIGINAL,8,0,,2011-030301
03,6775,3,1,2011,07,01,0119003,0,0,09,0,2106,2,ctjl2106.tif,00036995.tif,11,BLUE SHARK,4931,0303,1,0,0,0,0,0,ORIGINAL,9,0,,2011-030301
04,6977,5,1,2011,07,10,0110695,0,0,09,0,1111,2,ctjl1111.tif,00038520.tif,0,COMMON THRESHER,3531,0486,1,1,1,0,0,0,ORIGINAL,10,0,,2011-048601
04,6977,5,1,2011,07,10,0110695,0,0,09,0,1111,2,ctjl1111.tif,00038520.tif,15,BLUE SHARK,4931,0486,2,0,0,0,0,0,ORIGINAL,11,0,,2011-048601
05,6977,5,1,2011,07,09,0110687,0,0,09,0,1202,2,ctjl1202.tif,00038785.tif,1,SHORTFIN MAKO S,3551,0551,1,0,0,0,0,0,ORIGINAL,12,0,,2011-055101
05,6977,5,1,2011,07,09,0110687,0,0,09,0,1202,2,ctjl1202.tif,00038785.tif,12,BLUE SHARK,4931,0551,2,0,0,0,0,0,ORIGINAL,13,0,,2011-055101
05,7374,2,1,2011,07,16,0070884,0,0,09,0,1102,2,ctjl1102.tif,00038633.tif,5,LITTLE TUNNY,4681,0506,2,5,0,0,0,0,ORIGINAL,14,0,,2011-050601
05,7374,2,1,2011,07,16,0070884,0,0,09,0,1102,2,ctjl1102.tif,00038633.tif,2,YFT,4711,0506,1,6,3,0,0,0,ORIGINAL,15,0,,2011-050601
05,7374,7,1,2011,07,23,0110672,1,1,09,0,1112,2,ctjl1112.tif,00039286.tif,0,BLUEFISH,230,0578,3,3,0,0,0,0,ORIGINAL,16,0,,2011-057801
05,7374,7,1,2011,07,23,0110672,1,1,09,0,1112,2,ctjl1112.tif,00039286.tif,0,BFT SCHOOL,4677,0578,1,1,1,0,0,0,ORIGINAL,17,0,,2011-057801
05,7374,7,1,2011,07,23,0110672,1,1,09,0,1112,2,ctjl1112.tif,00039286.tif,9,BLUE SHARK,4931,0578,2,0,0,0,0,0,ORIGINAL,18,0,,2011-057801
05,7377,5,1,2011,07,16,0110687,0,0,09,0,1210,2,ctjl1210.tif,00038638.tif,0,YFT,4711,0507,1,1,1,0,0,0,ORIGINAL,19,0,,2011-050701
05,7377,5,1,2011,07,16,0110687,0,0,09,0,1210,1,ctjl1210.tif,00038640.tif,0,SHORTFIN MAKO S,3551,0507,2,1,1,0,0,0,ORIGINAL,20,0,,2011-050702
05,7377,5,1,2011,07,16,0110687,0,0,09,0,1210,1,ctjl1210.tif,00038640.tif,5,BLUE SHARK,4931,0507,1,0,0,0,0,0,ORIGINAL,21,0,,2011-050702
05,7377,5,1,2011,07,16,0110687,0,0,09,0,1210,1,ctjl1210.tif,00038642.tif,0,DOLPHIN,1050,0507,2,2,0,0,0,0,ORIGINAL,22,0,,2011-050703
05,7377,5,1,2011,07,16,0110687,0,0,09,0,1210,1,ctjl1210.tif,00038642.tif,5,YFT,4711,0507,1,3,1,0,0,0,ORIGINAL,23,0,,2011-050703
05,7377,5,1,2011,07,16,0110687,0,0,09,0,1210,2,ctjl1210.tif,00038644.tif,4,BLUE SHARK,4931,0507,1,0,0,0,0,0,ORIGINAL,24,0,,2011-050704
05,7377,5,1,2011,07,17,0110687,0,0,09,0,1212,2,ctjl1212.tif,00038649.tif,0,YFT,4711,0508,1,1,0,0,0,0,ORIGINAL,25,0,,2011-050801
05,7377,5,3,2011,07,02,0110687,0,0,09,0,1101,2,ctjl1101.tif,00039036.tif,2,DOLPHIN,1050,0564,2,2,0,0,0,0,ORIGINAL,26,0,,2011-056401
05,7377,5,3,2011,07,02,0110687,0,0,09,0,1101,2,ctjl1101.tif,00039036.tif,0,YFT,4711,0564,1,2,0,0,0,0,ORIGINAL,27,0,,2011-056401
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037779.tif,0,YFT,4711,0394,1,3,0,0,0,0,ORIGINAL,28,0,,2011-039402
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037781.tif,0,YFT,4711,0394,1,1,0,0,0,0,ORIGINAL,29,0,,2011-039403
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037783.tif,0,DOLPHIN,1050,0394,1,2,0,0,0,0,ORIGINAL,30,0,,2011-039404
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037783.tif,0,SKIPJACK TUNA,4661,0394,2,2,0,0,0,0,ORIGINAL,31,0,,2011-039404
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037785.tif,0,YFT,4711,0394,1,1,0,0,0,0,ORIGINAL,32,0,,2011-039405
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037787.tif,0,DOLPHIN,1050,0394,1,18,0,0,0,0,ORIGINAL,33,0,,2011-039406
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037787.tif,4,YFT,4711,0394,2,1,0,0,0,0,ORIGINAL,34,0,,2011-039406
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037789.tif,0,DOLPHIN,1050,0394,3,1,1,0,0,0,ORIGINAL,35,0,,2011-039407
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037789.tif,0,BFT LARGE SCHOO,4678,0394,1,1,1,0,0,0,ORIGINAL,36,0,,2011-039407
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037789.tif,4,YFT,4711,0394,2,6,6,0,0,0,ORIGINAL,37,0,,2011-039407
03,6447,2,1,2011,07,10,0051599,0,0,10,0,1101,2,dejl1101.tif,00037789.tif,0,WAHOO,4720,0394,4,1,1,0,0,0,ORIGINAL,38,0,,2011-039407
03,6447,2,1,2011,07,11,0051599,0,0,10,0,2106,2,dejl2106.tif,00037896.tif,2,WHITE MARLIN,2161,0399,1,0,0,0,0,0,ORIGINAL,39,0,,2011-039901
03,6447,2,1,2011,07,11,0051599,0,0,10,0,2106,2,dejl2106.tif,00037898.tif,1,YFT,4711,0399,1,1,0,0,0,0,ORIGINAL,40,0,,2011-039902
03,6447,2,1,2011,07,11,0051599,0,0,10,0,2106,2,dejl2106.tif,00037900.tif,0,DOLPHIN,1050,0399,2,1,0,0,0,0,ORIGINAL,41,0,,2011-039903
03,6447,2,1,2011,07,11,0051599,0,0,10,0,2106,2,dejl2106.tif,00037900.tif,3,SKIPJACK TUNA,4661,0399,1,2,0,0,0,0,ORIGINAL,42,0,,2011-039903
03,6447,2,1,2011,07,11,0051599,0,0,10,0,2106,2,dejl2106.tif,00037902.tif,1,WHITE MARLIN,2161,0399,2,0,0,0,0,0,ORIGINAL,43,0,,2011-039904
03,6447,2,1,2011,07,11,0051599,0,0,10,0,2106,2,dejl2106.tif,00037902.tif,1,YFT,4711,0399,1,4,0,0,0,0,ORIGINAL,44,0,,2011-039904
05,6447,2,1,2011,07,19,0051599,0,0,10,0,2102,2,dejl2102.tif,00039178.tif,3,DOLPHIN,1050,0554,1,5,0,0,0,0,ORIGINAL,45,0,,2011-055401
03,6478,2,1,2011,07,03,0051599,0,0,10,0,1203,1,dejl1203.tif,00037004.tif,3,YFT,4711,0304,1,6,6,0,0,0,ORIGINAL,46,0,,2011-030401
03,6478,2,1,2011,07,03,0051599,0,0,10,0,1203,1,dejl1203.tif,00037006.tif,1,WHITE MARLIN,2161,0304,2,0,0,0,0,0,ORIGINAL,47,0,,2011-030402
03,6478,2,1,2011,07,03,0051599,0,0,10,0,1203,1,dejl1203.tif,00037006.tif,0,YFT,4711,0304,1,2,2,0,0,0,ORIGINAL,48,0,,2011-030402
03,6478,2,1,2011,07,03,0051599,0,0,10,0,1203,2,dejl1203.tif,00037008.tif,1,YFT,4711,0304,1,0,0,0,0,0,ORIGINAL,49,0,,2011-030403
03,6478,2,1,2011,07,03,0051599,0,0,10,0,1203,2,dejl1203.tif,00037010.tif,0,DOLPHIN,1050,0304,1,1,0,0,0,0,ORIGINAL,50,0,,2011-030404
03,6478,2,1,2011,07,03,0051599,0,0,10,0,1203,1,dejl1203.tif,00037012.tif,2,WHITE MARLIN,2161,0304,2,0,0,0,0,0,ORIGINAL,51,0,,2011-030405
03,6478,2,1,2011,07,03,0051599,0,0,10,0,1203,1,dejl1203.tif,00037012.tif,0,YFT,4711,0304,1,1,1,0,0,0,ORIGINAL,52,0,,2011-030405
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037914.tif,1,BLUE MARLIN,2171,0396,2,0,0,0,0,0,ORIGINAL,53,0,,2011-039601
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037914.tif,1,SHARK UNKNOWN,3591,0396,4,0,0,0,0,0,ORIGINAL,54,0,,2011-039601
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037914.tif,6,YFT,4711,0396,1,3,0,0,0,0,ORIGINAL,55,0,,2011-039601
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037914.tif,1,TIGER SHARK,4911,0396,3,0,0,0,0,0,ORIGINAL,56,1,CAUGHT OUT OF AREA;,2011-039601
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037916.tif,0,DOLPHIN,1050,0396,2,2,0,0,0,0,ORIGINAL,57,0,,2011-039602
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037916.tif,0,YFT,4711,0396,1,1,0,0,0,0,ORIGINAL,58,0,,2011-039602
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,1,dejl1202.tif,00037918.tif,0,DOLPHIN,1050,0396,1,2,2,0,0,0,ORIGINAL,59,0,,2011-039603
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037920.tif,0,DOLPHIN,1050,0396,1,2,0,0,0,0,ORIGINAL,60,0,,2011-039604
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037922.tif,2,WHITE MARLIN,2161,0396,1,0,0,0,0,0,ORIGINAL,61,0,,2011-039605
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,1,dejl1202.tif,00037924.tif,0,BFT SCHOOL,4677,0396,1,1,1,0,0,0,ORIGINAL,62,0,,2011-039606
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,1,dejl1202.tif,00037926.tif,2,WHITE MARLIN,2161,0396,2,0,0,0,0,0,ORIGINAL,63,0,,2011-039607
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,1,dejl1202.tif,00037926.tif,0,YFT,4711,0396,1,2,2,0,0,0,ORIGINAL,64,0,,2011-039607
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,2,dejl1202.tif,00037928.tif,0,BFT LARGE SCHOO,4678,0396,1,1,1,0,0,0,ORIGINAL,65,0,,2011-039608
03,6478,2,1,2011,07,02,0051599,0,0,10,0,1202,1,dejl1202.tif,00037930.tif,0,BFT SCHOOL,4677,0396,1,1,1,0,0,0,ORIGINAL,66,0,,2011-039609
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,1,dejl1202.tif,00037932.tif,0,DOLPHIN,1050,0396,2,3,3,0,0,0,ORIGINAL,67,0,,2011-039610
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,1,dejl1202.tif,00037932.tif,1,YFT,4711,0396,1,2,2,0,0,0,ORIGINAL,68,0,,2011-039610
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037934.tif,1,WHITE MARLIN,2161,0396,2,0,0,0,0,0,ORIGINAL,69,0,,2011-039611
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037934.tif,3,SKIPJACK TUNA,4661,0396,3,0,0,0,0,0,ORIGINAL,70,0,,2011-039611
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037934.tif,1,YFT,4711,0396,1,5,0,0,0,0,ORIGINAL,71,0,,2011-039611
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037936.tif,2,WHITE MARLIN,2161,0396,1,0,0,0,0,0,ORIGINAL,72,0,,2011-039612
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037936.tif,4,YFT,4711,0396,2,0,0,0,0,0,ORIGINAL,73,0,,2011-039612
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037938.tif,0,GOLDEN TILEFISH,4467,0396,1,6,0,0,0,0,ORIGINAL,74,1,RARE OR ILLEGAL SPECIES KEPT;,2011-039613
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037938.tif,0,YFT,4711,0396,2,4,0,0,0,0,ORIGINAL,75,0,,2011-039613
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037940.tif,1,YFT,4711,0396,1,0,0,0,0,0,ORIGINAL,76,0,,2011-039614
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037942.tif,1,YFT,4711,0396,1,0,0,0,0,0,ORIGINAL,77,0,,2011-039615
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037944.tif,1,BLUE MARLIN,2171,0396,1,0,0,0,0,0,ORIGINAL,78,0,,2011-039616
03,6478,2,1,2011,07,02,0051599,0,1,10,1,1202,2,dejl1202.tif,00037946.tif,0,DOLPHIN,1050,0396,2,1,0,0,0,0,ORIGINAL,79,0,,2011-039617
03,6478,2,1,2011,07,02,0051599,0,1,10,1,1202,2,dejl1202.tif,00037946.tif,1,YFT,4711,0396,1,1,0,0,0,0,ORIGINAL,80,0,,2011-039617
03,6478,2,1,2011,07,02,0051599,0,0,10,1,1202,2,dejl1202.tif,00037948.tif,1,HAMMERHEAD SHAR,4950,0396,1,0,0,0,0,0,ORIGINAL,81,0,,2011-039618
03,6478,2,1,2011,07,02,0051599,0,0,10,2,1202,2,dejl1202.tif,00037951.tif,0,DOLPHIN,1050,0396,2,1,0,0,0,0,ORIGINAL,82,0,,2011-039620
03,6478,2,1,2011,07,02,0051599,0,0,10,2,1202,2,dejl1202.tif,00037951.tif,1,SKIPJACK TUNA,4661,0396,3,0,0,0,0,0,ORIGINAL,83,0,,2011-039620
03,6478,2,1,2011,07,02,0051599,0,0,10,2,1202,2,dejl1202.tif,00037951.tif,1,YFT,4711,0396,1,0,0,0,0,0,ORIGINAL,84,0,,2011-039620
03,6478,2,1,2011,07,02,0051599,0,0,10,2,1202,2,dejl1202.tif,00037953.tif,0,DOLPHIN,1050,0396,1,1,0,0,0,0,ORIGINAL,85,0,,2011-039621
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,1,dejl1205.tif,00039141.tif,0,DOLPHIN,1050,0552,2,2,2,0,0,0,ORIGINAL,86,0,,2011-055201
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,1,dejl1205.tif,00039141.tif,0,YFT,4711,0552,1,2,2,0,0,0,ORIGINAL,87,0,,2011-055201
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,1,dejl1205.tif,00039141.tif,1,TIGER SHARK,4911,0552,3,0,0,0,0,0,ORIGINAL,88,1,CAUGHT OUT OF AREA;,2011-055201
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,1,dejl1205.tif,00039143.tif,0,DOLPHIN,1050,0552,3,1,1,0,0,0,ORIGINAL,89,0,,2011-055202
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,1,dejl1205.tif,00039143.tif,1,SHORTFIN MAKO S,3551,0552,1,0,0,0,0,0,ORIGINAL,90,0,,2011-055202
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,1,dejl1205.tif,00039143.tif,0,YFT,4711,0552,2,2,2,0,0,0,ORIGINAL,91,0,,2011-055202
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,2,dejl1205.tif,00039146.tif,0,YFT,4711,0552,1,1,0,0,0,0,ORIGINAL,92,0,,2011-055204
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,2,dejl1205.tif,00039148.tif,0,YFT,4711,0552,1,1,0,0,0,0,ORIGINAL,93,0,,2011-055205
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,2,dejl1205.tif,00039152.tif,0,DOLPHIN,1050,0552,2,1,0,0,0,0,ORIGINAL,94,0,,2011-055208
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,2,dejl1205.tif,00039152.tif,1,WHITE MARLIN,2161,0552,1,0,0,0,0,0,ORIGINAL,95,0,,2011-055208
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,2,dejl1205.tif,00039154.tif,0,DOLPHIN,1050,0552,3,1,0,0,0,0,ORIGINAL,96,0,,2011-055209
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,2,dejl1205.tif,00039154.tif,0,BFT SCHOOL,4677,0552,1,1,0,0,0,0,ORIGINAL,97,0,,2011-055209
05,6478,2,1,2011,07,16,0051599,0,0,10,0,1205,2,dejl1205.tif,00039154.tif,1,YFT,4711,0552,2,0,0,0,0,0,ORIGINAL,98,0,,2011-055209
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039156.tif,1,YFT,4711,0552,1,3,0,0,0,0,ORIGINAL,99,0,,2011-055210
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039158.tif,0,YFT,4711,0552,1,1,1,0,0,0,ORIGINAL,100,0,,2011-055211
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,1,dejl1205.tif,00039160.tif,0,DOLPHIN,1050,0552,2,1,1,0,0,0,ORIGINAL,101,0,,2011-055212
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,1,dejl1205.tif,00039160.tif,1,WHITE MARLIN,2161,0552,3,0,0,0,0,0,ORIGINAL,102,0,,2011-055212
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,1,dejl1205.tif,00039160.tif,0,YFT,4711,0552,1,1,1,0,0,0,ORIGINAL,103,0,,2011-055212
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039162.tif,0,DOLPHIN,1050,0552,1,1,0,0,0,0,ORIGINAL,104,0,,2011-055213
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039164.tif,0,DOLPHIN,1050,0552,1,2,0,0,0,0,ORIGINAL,105,0,,2011-055214
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039166.tif,0,DOLPHIN,1050,0552,3,1,0,0,0,0,ORIGINAL,106,0,,2011-055215
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039166.tif,1,WHITE MARLIN,2161,0552,2,0,0,0,0,0,ORIGINAL,107,0,,2011-055215
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039166.tif,0,YFT,4711,0552,1,1,0,0,0,0,ORIGINAL,108,0,,2011-055215
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039168.tif,0,DOLPHIN,1050,0552,1,1,0,0,0,0,ORIGINAL,109,0,,2011-055216
05,6478,2,1,2011,07,16,0051599,0,0,10,1,1205,2,dejl1205.tif,00039170.tif,0,YFT,4711,0552,1,4,0,0,0,0,ORIGINAL,110,0,,2011-055217
05,6478,2,1,2011,07,16,0051599,0,0,10,2,1205,2,dejl1205.tif,00039174.tif,1,BROWN SHARK,3591,0552,2,0,0,0,0,0,ORIGINAL,111,0,,2011-055220
05,6478,2,1,2011,07,16,0051599,0,0,10,2,1205,2,dejl1205.tif,00039174.tif,0,YFT,4711,0552,1,1,0,0,0,0,ORIGINAL,112,0,,2011-055220
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,1,dejl1206.tif,00039120.tif,0,YFT,4711,0553,1,3,3,0,0,0,ORIGINAL,113,0,,2011-055301
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,2,dejl1206.tif,00039122.tif,0,DOLPHIN,1050,0553,1,1,0,0,0,0,ORIGINAL,114,0,,2011-055302
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,1,dejl1206.tif,00039124.tif,4,YFT,4711,0553,1,4,4,0,0,0,ORIGINAL,115,0,,2011-055303
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,2,dejl1206.tif,00039126.tif,0,DOLPHIN,1050,0553,1,1,0,0,0,0,ORIGINAL,116,0,,2011-055304
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,2,dejl1206.tif,00039129.tif,2,YFT,4711,0553,1,0,0,0,0,0,ORIGINAL,117,0,,2011-055306
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,1,dejl1206.tif,00039131.tif,0,BFT SCHOOL,4677,0553,1,1,1,0,0,0,ORIGINAL,118,0,,2011-055307
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,1,dejl1206.tif,00039131.tif,6,YFT,4711,0553,2,0,0,0,0,0,ORIGINAL,119,0,,2011-055307
05,6478,2,1,2011,07,17,0051599,0,1,10,0,1206,2,dejl1206.tif,00039133.tif,0,YFT,4711,0553,1,1,0,0,0,0,ORIGINAL,120,0,,2011-055308
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,2,dejl1206.tif,00039135.tif,1,WHITE MARLIN,2161,0553,2,0,0,0,0,0,ORIGINAL,121,0,,2011-055309
05,6478,2,1,2011,07,17,0051599,0,0,10,0,1206,2,dejl1206.tif,00039135.tif,5,YFT,4711,0553,1,4,4,0,0,0,ORIGINAL,122,0,,2011-055309
05,6478,2,1,2011,07,17,0051599,0,0,10,1,1206,1,dejl1206.tif,00039137.tif,0,YFT,4711,0553,1,1,1,0,0,0,ORIGINAL,123,0,,2011-055310
06,6478,2,1,2011,07,26,0051599,0,0,10,0,2109,2,dejl2109.tif,00039649.tif,0,SKIPJACK TUNA,4661,0625,2,2,2,0,0,0,ORIGINAL,124,0,,2011-062501
06,6478,2,1,2011,07,26,0051599,0,0,10,0,2109,2,dejl2109.tif,00039649.tif,2,YFT,4711,0625,1,11,0,0,0,0,ORIGINAL,125,0,,2011-062501
06,6478,1,1,2011,07,27,0050013,0,0,10,0,2203,1,dejl2203.tif,00039692.tif,0,DOLPHIN,1050,0633,2,2,2,0,0,0,ORIGINAL,126,0,,2011-063301
06,6478,1,1,2011,07,27,0050013,0,0,10,0,2203,1,dejl2203.tif,00039692.tif,1,YFT,4711,0633,1,3,3,0,0,0,ORIGINAL,127,0,,2011-063301
06,6478,2,1,2011,07,29,0051599,0,0,10,0,2204,2,dejl2204.tif,00039778.tif,0,YFT,4711,0652,1,3,0,0,0,0,ORIGINAL,128,0,,2011-065201
06,6478,2,1,2011,07,29,0051599,0,0,10,0,2204,2,dejl2204.tif,00039780.tif,0,DOLPHIN,1050,0652,2,2,2,0,0,0,ORIGINAL,129,0,,2011-065202
06,6478,2,1,2011,07,29,0051599,0,0,10,0,2204,2,dejl2204.tif,00039780.tif,3,YFT,4711,0652,1,3,3,0,0,0,ORIGINAL,130,0,,2011-065202
06,6478,2,1,2011,07,29,0051599,0,0,10,0,2204,2,dejl2204.tif,00039782.tif,0,YFT,4711,0652,1,1,1,0,0,0,ORIGINAL,131,0,,2011-065203
03,6783,2,1,2011,07,05,0051599,0,0,10,0,2104,1,dejl2104.tif,00037152.tif,0,SKIPJACK TUNA,4661,0326,2,2,2,0,0,0,ORIGINAL,132,0,,2011-032601
03,6783,2,1,2011,07,05,0051599,0,0,10,0,2104,1,dejl2104.tif,00037152.tif,0,YFT,4711,0326,1,3,3,0,0,0,ORIGINAL,133,0,,2011-032601
03,6783,2,1,2011,07,05,0051599,1,0,10,0,2104,2,dejl2104.tif,00037154.tif,5,SKIPJACK TUNA,4661,0326,1,0,0,0,0,0,ORIGINAL,134,0,,2011-032602
03,6783,2,1,2011,07,05,0051599,1,0,10,0,2104,2,dejl2104.tif,00037154.tif,2,YFT,4711,0326,2,0,0,0,0,0,ORIGINAL,135,0,,2011-032602
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,1,dejl1201.tif,00037767.tif,0,DOLPHIN,1050,0395,1,2,2,0,0,0,ORIGINAL,136,0,,2011-039501
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,2,dejl1201.tif,00037769.tif,0,DOLPHIN,1050,0395,2,1,0,0,0,0,ORIGINAL,137,0,,2011-039502
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,2,dejl1201.tif,00037769.tif,1,BFT YOUNG SCHOO,4673,0395,1,0,0,0,0,0,ORIGINAL,138,0,,2011-039502
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,2,dejl1201.tif,00037769.tif,0,YFT,4711,0395,3,1,0,0,0,0,ORIGINAL,139,0,,2011-039502
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,1,dejl1201.tif,00037771.tif,0,DOLPHIN,1050,0395,2,1,1,0,0,0,ORIGINAL,140,0,,2011-039503
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,1,dejl1201.tif,00037771.tif,0,YFT,4711,0395,1,3,3,0,0,0,ORIGINAL,141,0,,2011-039503
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,2,dejl1201.tif,00037773.tif,0,DOLPHIN,1050,0395,1,2,2,0,0,0,ORIGINAL,142,0,,2011-039504
03,6783,2,1,2011,07,09,0051599,0,0,10,0,1201,2,dejl1201.tif,00037773.tif,0,YFT,4711,0395,2,3,3,0,0,0,ORIGINAL,143,0,,2011-039504
03,6783,2,1,2011,07,07,0051599,0,1,10,0,2101,1,dejl2101.tif,00037794.tif,0,DOLPHIN,1050,0397,2,2,2,0,0,0,ORIGINAL,144,0,,2011-039702
