tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,alive,othlp,species,batch,row,kept,observe,dead,sell,weighed,filestat,c_index,cerrflag,cprobfld,id
05,7352,3,1,2011,07,15,0090900,0,0,34,0,2119,2,njjl2119.tif,00038708.tif,0,YFT,4711,0523,1,7,0,0,0,0,ORIGINAL,890,0,,2011-052301
05,7352,3,1,2011,07,15,0090900,0,0,34,0,2119,1,njjl2119.tif,00038710.tif,0,YFT,4711,0523,1,3,3,0,0,0,ORIGINAL,891,0,,2011-052302
05,7352,3,1,2011,07,15,0090900,0,0,34,0,2119,1,njjl2119.tif,00038712.tif,0,SHORTFIN MAKO S,3551,0523,2,1,1,0,0,0,ORIGINAL,892,0,,2011-052303
05,7352,3,1,2011,07,15,0090900,0,0,34,0,2119,1,njjl2119.tif,00038712.tif,0,YFT,4711,0523,1,1,1,0,0,0,ORIGINAL,893,0,,2011-052303
05,7352,3,1,2011,07,15,0090062,0,0,34,0,2119,2,njjl2119.tif,00038714.tif,1,WHITE MARLIN,2161,0523,1,0,0,0,0,0,ORIGINAL,894,0,,2011-052304
05,7352,3,1,2011,07,15,0090900,0,0,34,0,2119,2,njjl2119.tif,00038717.tif,0,YFT,4711,0523,1,7,0,0,0,0,ORIGINAL,895,0,,2011-052306
06,7352,3,1,2011,07,28,0090900,0,0,34,0,2128,2,njjl2128.tif,00039766.tif,0,DOLPHIN,1050,0647,1,3,0,0,0,0,ORIGINAL,896,0,,2011-064701
06,7352,3,1,2011,07,28,0090900,0,0,34,0,2128,2,njjl2128.tif,00039766.tif,0,YFT,4711,0647,2,2,0,0,0,0,ORIGINAL,897,0,,2011-064701
06,7352,3,1,2011,07,29,0090062,0,0,34,0,2109,2,njjl2109.tif,00039862.tif,1,WHITE MARLIN,2161,0659,1,0,0,0,0,0,ORIGINAL,898,0,,2011-065901
06,7352,3,1,2011,07,29,0090900,0,0,34,0,2109,2,njjl2109.tif,00039864.tif,0,DOLPHIN,1050,0659,2,1,0,0,0,0,ORIGINAL,899,0,,2011-065902
06,7352,3,1,2011,07,29,0090900,0,0,34,0,2109,2,njjl2109.tif,00039864.tif,4,WHITE MARLIN,2161,0659,1,0,0,0,0,0,ORIGINAL,900,0,,2011-065902
06,7352,3,1,2011,07,29,0090900,0,0,34,0,2109,2,njjl2109.tif,00039866.tif,0,DOLPHIN,1050,0659,2,2,0,0,0,0,ORIGINAL,901,0,,2011-065903
06,7352,3,1,2011,07,29,0090900,0,0,34,0,2109,2,njjl2109.tif,00039866.tif,0,YFT,4711,0659,1,2,0,0,0,0,ORIGINAL,902,0,,2011-065903
04,7361,2,1,2011,07,10,0019235,0,0,34,0,1213,1,njjl1213.tif,00037887.tif,0,DOLPHIN,1050,0417,2,3,3,0,0,0,ORIGINAL,903,0,,2011-041702
04,7361,2,1,2011,07,10,0019235,0,0,34,0,1213,1,njjl1213.tif,00037887.tif,0,YFT,4711,0417,1,5,5,0,0,0,ORIGINAL,904,0,,2011-041702
04,7361,3,1,2011,07,08,0090900,0,0,34,0,2115,2,njjl2115.tif,00038626.tif,0,BLUEFISH,230,0420,3,20,0,0,0,0,ORIGINAL,905,0,,2011-042001
04,7361,3,1,2011,07,08,0090900,0,0,34,0,2115,2,njjl2115.tif,00038626.tif,0,DOLPHIN,1050,0420,1,4,0,0,0,0,ORIGINAL,906,0,,2011-042001
04,7361,3,1,2011,07,08,0090900,0,0,34,0,2115,2,njjl2115.tif,00038626.tif,1,ALBACORE TUNA,4701,0420,2,0,0,0,0,0,ORIGINAL,907,0,,2011-042001
04,7361,3,1,2011,07,08,0090900,0,0,34,0,2115,2,njjl2115.tif,00038628.tif,1,SANDBAR SHARK,4821,0420,1,0,0,0,0,0,ORIGINAL,908,0,,2011-042002
04,7361,3,1,2011,07,08,0090900,0,0,34,0,2115,2,njjl2115.tif,00038628.tif,1,HAMMERHEAD SHAR,4950,0420,2,0,0,0,0,0,ORIGINAL,909,0,,2011-042002
05,7361,11,1,2011,07,23,0090386,0,0,34,0,1116,1,njjl1116.tif,00039422.tif,0,DOLPHIN,1050,0594,2,2,2,0,0,0,ORIGINAL,910,0,,2011-059401
05,7361,11,1,2011,07,23,0090386,0,0,34,0,1116,1,njjl1116.tif,00039422.tif,0,YFT,4711,0594,1,1,1,0,0,0,ORIGINAL,911,0,,2011-059401
05,7361,11,1,2011,07,23,0090386,0,0,34,0,1116,1,njjl1116.tif,00039424.tif,0,DOLPHIN,1050,0594,2,5,5,0,0,0,ORIGINAL,912,0,,2011-059402
05,7361,11,1,2011,07,23,0090386,0,0,34,0,1116,1,njjl1116.tif,00039424.tif,0,SKIPJACK TUNA,4661,0594,3,1,1,0,0,0,ORIGINAL,913,0,,2011-059402
05,7361,11,1,2011,07,23,0090386,0,0,34,0,1116,1,njjl1116.tif,00039424.tif,0,YFT,4711,0594,1,2,2,0,0,0,ORIGINAL,914,0,,2011-059402
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,1,njjl1116.tif,00039426.tif,0,ATLANTIC BONITO,330,0594,3,1,1,0,0,0,ORIGINAL,915,0,,2011-059403
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,1,njjl1116.tif,00039426.tif,0,DOLPHIN,1050,0594,1,1,1,0,0,0,ORIGINAL,916,0,,2011-059403
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,1,njjl1116.tif,00039426.tif,1,SKIPJACK TUNA,4661,0594,2,0,0,0,0,0,ORIGINAL,917,0,,2011-059403
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,2,njjl1116.tif,00039428.tif,1,WHITE MARLIN,2161,0594,1,0,0,0,0,0,ORIGINAL,918,0,,2011-059404
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,2,njjl1116.tif,00039430.tif,1,WHITE MARLIN,2161,0594,1,0,0,0,0,0,ORIGINAL,919,0,,2011-059405
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,2,njjl1116.tif,00039432.tif,2,WHITE MARLIN,2161,0594,1,0,0,0,0,0,ORIGINAL,920,0,,2011-059406
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,2,njjl1116.tif,00039434.tif,1,WHITE MARLIN,2161,0594,1,0,0,0,0,0,ORIGINAL,921,0,,2011-059407
05,7361,11,1,2011,07,23,0091131,0,0,34,0,1116,2,njjl1116.tif,00039436.tif,0,YFT,4711,0594,1,1,0,0,0,0,ORIGINAL,922,0,,2011-059408
06,7361,3,1,2011,07,26,0090385,0,0,34,0,2124,2,njjl2124.tif,00039584.tif,7,YFT,4711,0617,1,16,0,0,0,0,ORIGINAL,923,0,,2011-061701
04,7370,3,1,2011,07,02,0090385,0,0,34,0,1201,1,njjl1201.tif,00038098.tif,0,DOLPHIN,1050,0442,1,1,1,0,0,0,ORIGINAL,924,0,,2011-044201
04,7370,3,1,2011,07,02,0090900,0,0,34,0,1201,1,njjl1201.tif,00038100.tif,4,BFT SCHOOL,4677,0442,1,1,1,0,0,0,ORIGINAL,925,0,,2011-044202
04,7370,3,1,2011,07,02,0090385,0,0,34,0,1201,1,njjl1201.tif,00038103.tif,6,YFT,4711,0442,1,4,1,0,0,0,ORIGINAL,926,0,,2011-044204
04,7370,3,1,2011,07,02,0090385,0,0,34,0,1201,2,njjl1201.tif,00038105.tif,0,YFT,4711,0442,1,5,0,0,0,0,ORIGINAL,927,0,,2011-044205
04,7370,3,1,2011,07,02,0090900,0,0,34,0,1201,1,njjl1201.tif,00038107.tif,0,DOLPHIN,1050,0442,1,1,1,0,0,0,ORIGINAL,928,0,,2011-044206
04,7370,3,1,2011,07,02,0090900,0,0,34,0,1201,2,njjl1201.tif,00038109.tif,0,YFT,4711,0442,1,1,1,0,0,0,ORIGINAL,929,0,,2011-044207
04,7370,3,1,2011,07,02,0090900,0,1,34,0,1201,1,njjl1201.tif,00038111.tif,0,DOLPHIN,1050,0442,1,2,2,0,0,0,ORIGINAL,930,0,,2011-044208
04,7370,3,1,2011,07,02,0090900,0,0,34,0,1201,1,njjl1201.tif,00038113.tif,0,DOLPHIN,1050,0442,1,2,2,0,0,0,ORIGINAL,931,0,,2011-044209
04,7370,3,1,2011,07,02,0090900,0,0,34,0,1201,1,njjl1201.tif,00038113.tif,1,WHITE MARLIN,2161,0442,2,0,0,0,0,0,ORIGINAL,932,0,,2011-044209
04,7370,3,1,2011,07,02,0090900,0,0,34,0,1201,1,njjl1201.tif,00038113.tif,1,SHORTFIN MAKO S,3551,0442,3,0,0,0,0,0,ORIGINAL,933,0,,2011-044209
04,7370,3,1,2011,07,10,0090900,0,0,34,0,1206,1,njjl1206.tif,00038692.tif,0,DOLPHIN,1050,0496,2,5,5,0,0,0,ORIGINAL,934,0,,2011-049601
04,7370,3,1,2011,07,10,0090900,0,0,34,0,1206,1,njjl1206.tif,00038692.tif,0,YFT,4711,0496,1,1,1,0,0,0,ORIGINAL,935,0,,2011-049601
04,7370,3,1,2011,07,10,0090062,0,0,34,0,1206,2,njjl1206.tif,00038694.tif,0,DOLPHIN,1050,0496,1,1,0,0,0,0,ORIGINAL,936,0,,2011-049602
04,7370,3,1,2011,07,10,0090062,0,0,34,0,1206,2,njjl1206.tif,00038694.tif,2,YFT,4711,0496,2,4,0,0,0,0,ORIGINAL,937,0,,2011-049602
04,7370,3,1,2011,07,10,0090900,0,0,34,0,1206,1,njjl1206.tif,00038697.tif,2,WHITE MARLIN,2161,0496,1,0,0,0,0,0,ORIGINAL,938,0,,2011-049604
04,7370,3,1,2011,07,10,0090900,0,0,34,0,1206,1,njjl1206.tif,00038697.tif,6,YFT,4711,0496,2,1,1,0,0,0,ORIGINAL,939,0,,2011-049604
04,7370,3,1,2011,07,10,0090900,0,0,34,0,1206,2,njjl1206.tif,00038699.tif,1,SKIPJACK TUNA,4661,0496,2,0,0,0,0,0,ORIGINAL,940,0,,2011-049605
04,7370,3,1,2011,07,10,0090900,0,0,34,0,1206,2,njjl1206.tif,00038699.tif,0,YFT,4711,0496,1,3,0,0,0,0,ORIGINAL,941,0,,2011-049605
04,7370,3,1,2011,07,10,0090385,0,0,34,0,1206,2,njjl1206.tif,00038701.tif,0,DOLPHIN,1050,0496,1,1,0,0,0,0,ORIGINAL,942,0,,2011-049606
04,7370,3,1,2011,07,10,0090385,0,0,34,0,1206,2,njjl1206.tif,00038701.tif,1,YFT,4711,0496,2,0,0,0,0,0,ORIGINAL,943,0,,2011-049606
04,7370,3,1,2011,07,10,0090385,0,0,34,0,1206,1,njjl1206.tif,00038703.tif,2,WHITE MARLIN,2161,0496,2,0,0,0,0,0,ORIGINAL,944,0,,2011-049607
04,7370,3,1,2011,07,10,0090385,0,0,34,0,1206,1,njjl1206.tif,00038703.tif,0,YFT,4711,0496,1,1,1,0,0,0,ORIGINAL,945,0,,2011-049607
05,7370,3,1,2011,07,17,0090063,0,0,34,0,1101,2,njjl1101.tif,00039417.tif,0,DOLPHIN,1050,0593,2,1,0,0,0,0,ORIGINAL,946,0,,2011-059302
05,7370,3,1,2011,07,17,0090063,0,0,34,0,1101,2,njjl1101.tif,00039417.tif,0,YFT,4711,0593,1,2,0,0,0,0,ORIGINAL,947,0,,2011-059302
06,7370,3,1,2011,07,23,0090900,0,0,34,0,1104,2,njjl1104.tif,00039557.tif,0,DOLPHIN,1050,0614,1,1,0,0,0,0,ORIGINAL,948,0,,2011-061401
06,7370,3,1,2011,07,23,0090900,0,0,34,0,1104,2,njjl1104.tif,00039559.tif,0,DOLPHIN,1050,0614,1,1,0,0,0,0,ORIGINAL,949,0,,2011-061402
06,7370,3,1,2011,07,23,0090900,0,0,34,0,1104,2,njjl1104.tif,00039559.tif,0,YFT,4711,0614,2,1,0,0,0,0,ORIGINAL,950,0,,2011-061402
06,7370,3,1,2011,07,23,0090900,0,0,34,0,1104,1,njjl1104.tif,00039561.tif,1,BFT SCHOOL,4677,0614,1,1,1,0,0,0,ORIGINAL,951,0,,2011-061403
06,7370,3,1,2011,07,23,0090900,0,0,34,0,1104,2,njjl1104.tif,00039563.tif,0,BFT SCHOOL,4677,0614,2,1,1,0,0,0,ORIGINAL,952,0,,2011-061404
06,7370,3,1,2011,07,23,0090900,0,0,34,0,1104,2,njjl1104.tif,00039563.tif,0,YFT,4711,0614,1,2,2,0,0,0,ORIGINAL,953,0,,2011-061404
06,7370,3,1,2011,07,23,0090900,0,0,34,0,1104,1,njjl1104.tif,00039565.tif,0,DOLPHIN,1050,0614,1,3,3,0,0,0,ORIGINAL,954,0,,2011-061405
06,7370,3,1,2011,07,23,0090063,0,0,34,0,1104,2,njjl1104.tif,00039567.tif,3,WHITE MARLIN,2161,0614,1,0,0,0,0,0,ORIGINAL,955,0,,2011-061406
06,7370,3,1,2011,07,23,0090063,0,0,34,0,1104,2,njjl1104.tif,00039569.tif,0,DOLPHIN,1050,0614,1,2,2,0,0,0,ORIGINAL,956,0,,2011-061407
06,7370,3,1,2011,07,23,0090385,0,0,34,0,1104,2,njjl1104.tif,00039571.tif,0,DOLPHIN,1050,0614,2,2,0,0,0,0,ORIGINAL,957,0,,2011-061408
06,7370,3,1,2011,07,23,0090385,0,0,34,0,1104,2,njjl1104.tif,00039571.tif,0,YFT,4711,0614,1,1,0,0,0,0,ORIGINAL,958,0,,2011-061408
04,6615,3,1,2011,07,10,1030169,0,0,36,0,1111,2,nyjl1111.tif,00037995.tif,0,DOLPHIN,1050,0426,3,4,0,0,0,0,ORIGINAL,959,0,,2011-042601
04,6615,3,1,2011,07,10,1030169,0,0,36,0,1111,2,nyjl1111.tif,00037995.tif,1,BFT LARGE SCHOO,4678,0426,2,0,0,0,0,0,ORIGINAL,960,0,,2011-042601
04,6615,3,1,2011,07,10,1030169,0,0,36,0,1111,2,nyjl1111.tif,00037995.tif,0,YFT,4711,0426,1,2,2,0,0,0,ORIGINAL,961,0,,2011-042601
04,6615,3,1,2011,07,10,1030175,0,0,36,0,1111,2,nyjl1111.tif,00037997.tif,1,WHITE MARLIN,2161,0426,2,0,0,0,0,0,ORIGINAL,962,0,,2011-042602
04,6615,3,1,2011,07,10,1030175,0,0,36,0,1111,2,nyjl1111.tif,00037997.tif,0,YFT,4711,0426,1,1,1,0,0,0,ORIGINAL,963,0,,2011-042602
04,6615,3,1,2011,07,10,1030175,0,0,36,0,1111,1,nyjl1111.tif,00037999.tif,0,SHORTFIN MAKO S,3551,0426,1,1,1,0,0,0,ORIGINAL,964,0,,2011-042603
04,6615,3,1,2011,07,10,1030175,0,0,36,0,1111,2,nyjl1111.tif,00038001.tif,2,WHITE MARLIN,2161,0426,2,0,0,0,0,0,ORIGINAL,965,0,,2011-042604
04,6615,3,1,2011,07,10,1030175,0,0,36,0,1111,2,nyjl1111.tif,00038001.tif,1,YFT,4711,0426,1,1,1,0,0,0,ORIGINAL,966,0,,2011-042604
04,6615,3,1,2011,07,10,1030589,1,1,36,0,1111,2,nyjl1111.tif,00038003.tif,0,DOLPHIN,1050,0426,4,1,0,0,0,0,ORIGINAL,967,0,,2011-042605
04,6615,3,1,2011,07,10,1030589,1,1,36,0,1111,2,nyjl1111.tif,00038003.tif,0,BIGEYE TUNA,4691,0426,3,1,0,0,0,0,ORIGINAL,968,0,,2011-042605
04,6615,3,1,2011,07,10,1030589,1,1,36,0,1111,2,nyjl1111.tif,00038003.tif,0,ALBACORE TUNA,4701,0426,2,1,0,0,0,0,ORIGINAL,969,0,,2011-042605
04,6615,3,1,2011,07,10,1030589,1,1,36,0,1111,2,nyjl1111.tif,00038003.tif,0,YFT,4711,0426,1,12,0,0,0,0,ORIGINAL,970,0,,2011-042605
04,6615,3,1,2011,07,10,1030589,0,0,36,0,1111,1,nyjl1111.tif,00038005.tif,0,DOLPHIN,1050,0426,2,2,2,0,0,0,ORIGINAL,971,0,,2011-042606
04,6615,3,1,2011,07,10,1030589,0,0,36,0,1111,1,nyjl1111.tif,00038005.tif,0,BFT SCHOOL,4677,0426,1,1,1,0,0,0,ORIGINAL,972,0,,2011-042606
05,6615,2,1,2011,07,16,1031780,0,0,36,0,1105,2,nyjl1105.tif,00038945.tif,9,YFT,4711,0526,1,4,4,0,0,0,ORIGINAL,973,0,,2011-052602
05,6615,2,1,2011,07,16,1030342,0,0,36,0,1105,1,nyjl1105.tif,00038947.tif,0,DOLPHIN,1050,0526,5,2,2,0,0,0,ORIGINAL,974,0,,2011-052603
05,6615,2,1,2011,07,16,1030342,0,0,36,0,1105,1,nyjl1105.tif,00038947.tif,1,SHORTFIN MAKO S,3551,0526,4,0,0,0,0,0,ORIGINAL,975,0,,2011-052603
05,6615,2,1,2011,07,16,1030342,0,0,36,0,1105,1,nyjl1105.tif,00038947.tif,0,SKIPJACK TUNA,4661,0526,2,5,3,0,0,0,ORIGINAL,976,0,,2011-052603
05,6615,2,1,2011,07,16,1030342,0,0,36,0,1105,1,nyjl1105.tif,00038947.tif,0,YFT,4711,0526,1,3,3,0,0,0,ORIGINAL,977,0,,2011-052603
05,6615,2,1,2011,07,16,1030342,0,0,36,0,1105,1,nyjl1105.tif,00038947.tif,1,BROWN SHARK,4821,0526,3,0,0,0,0,0,ORIGINAL,978,0,,2011-052603
05,6615,2,1,2011,07,16,1030373,0,0,36,0,1105,2,nyjl1105.tif,00038949.tif,0,SHORTFIN MAKO S,3551,0526,1,1,1,0,0,0,ORIGINAL,979,0,,2011-052604
05,6615,2,1,2011,07,16,1030473,0,0,36,0,1105,1,nyjl1105.tif,00038951.tif,0,DOLPHIN,1050,0526,2,2,2,0,0,0,ORIGINAL,980,0,,2011-052605
05,6615,2,1,2011,07,16,1030473,0,0,36,0,1105,1,nyjl1105.tif,00038951.tif,3,YFT,4711,0526,1,0,0,0,0,0,ORIGINAL,981,0,,2011-052605
05,6615,2,1,2011,07,16,1030564,0,0,36,0,1105,2,nyjl1105.tif,00038954.tif,8,YFT,4711,0526,1,0,0,0,0,0,ORIGINAL,982,0,,2011-052607
06,6615,1,1,2011,07,28,0590213,0,0,36,0,2117,1,nyjl2117.tif,00039952.tif,0,DOLPHIN,1050,0669,1,6,6,0,0,0,ORIGINAL,983,0,,2011-066901
06,6615,1,1,2011,07,28,0590213,0,0,36,0,2117,1,nyjl2117.tif,00039952.tif,0,BFT SCHOOL,4677,0669,2,1,0,0,0,0,ORIGINAL,984,0,,2011-066901
06,6615,1,1,2011,07,28,0590213,0,0,36,0,2117,1,nyjl2117.tif,00039952.tif,0,YFT,4711,0669,3,1,0,0,0,0,ORIGINAL,985,0,,2011-066901
06,6615,1,1,2011,07,29,0590626,0,0,36,0,2119,1,nyjl2119.tif,00039966.tif,0,DOLPHIN,1050,0671,2,3,3,0,0,0,ORIGINAL,986,0,,2011-067101
06,6615,1,1,2011,07,29,0590626,0,0,36,0,2119,1,nyjl2119.tif,00039966.tif,0,YFT,4711,0671,1,1,1,0,0,0,ORIGINAL,987,0,,2011-067101
03,6757,2,1,2011,07,01,1031780,0,0,36,0,2106,2,nyjl2106.tif,00037039.tif,0,BLUEFISH,230,0310,2,2,0,0,0,0,ORIGINAL,988,0,,2011-031001
03,6757,2,1,2011,07,01,1031780,0,0,36,0,2106,2,nyjl2106.tif,00037039.tif,1,BLUE SHARK,4931,0310,1,0,0,0,0,0,ORIGINAL,989,0,,2011-031001
03,6757,2,1,2011,07,01,1031780,0,0,36,0,2106,2,nyjl2106.tif,00037041.tif,0,BLUEFISH,230,0310,3,3,0,0,0,0,ORIGINAL,990,0,,2011-031002
03,6757,2,1,2011,07,01,1031780,0,0,36,0,2106,2,nyjl2106.tif,00037041.tif,1,SHORTFIN MAKO S,3551,0310,1,0,0,0,0,0,ORIGINAL,991,0,,2011-031002
03,6757,2,1,2011,07,01,1031780,0,0,36,0,2106,2,nyjl2106.tif,00037041.tif,10,BLUE SHARK,4931,0310,2,0,0,0,0,0,ORIGINAL,992,0,,2011-031002
03,6757,2,1,2011,07,01,1030564,0,0,36,0,2106,2,nyjl2106.tif,00037043.tif,0,BLUEFISH,230,0310,3,3,0,0,0,0,ORIGINAL,993,0,,2011-031003
03,6757,2,1,2011,07,01,1030564,0,0,36,0,2106,2,nyjl2106.tif,00037043.tif,2,SHORTFIN MAKO S,3551,0310,1,0,0,0,0,0,ORIGINAL,994,0,,2011-031003
03,6757,2,1,2011,07,01,1030564,0,0,36,0,2106,2,nyjl2106.tif,00037043.tif,4,BLUE SHARK,4931,0310,2,0,0,0,0,0,ORIGINAL,995,0,,2011-031003
03,6757,2,1,2011,07,02,1039236,0,0,36,0,1206,2,nyjl1206.tif,00038655.tif,1,BLUE SHARK,4931,0321,1,0,0,0,0,0,ORIGINAL,996,0,,2011-032101
03,6757,2,1,2011,07,02,1031780,0,0,36,0,1206,1,nyjl1206.tif,00038658.tif,0,SKIPJACK TUNA,4661,0321,3,1,0,0,0,0,ORIGINAL,997,0,,2011-032103
03,6757,2,1,2011,07,02,1031780,0,0,36,0,1206,1,nyjl1206.tif,00038658.tif,0,BIGEYE TUNA,4691,0321,1,2,2,0,0,0,ORIGINAL,998,0,,2011-032103
03,6757,2,1,2011,07,02,1031780,0,0,36,0,1206,1,nyjl1206.tif,00038658.tif,17,YFT,4711,0321,2,1,0,0,0,0,ORIGINAL,999,0,,2011-032103
03,6757,2,1,2011,07,02,1031780,0,0,36,0,1206,1,nyjl1206.tif,00038660.tif,0,COMMON THRESHER,3531,0321,1,1,1,0,0,0,ORIGINAL,1000,0,,2011-032104
03,6757,2,1,2011,07,02,1031780,0,0,36,0,1206,1,nyjl1206.tif,00038660.tif,6,BLUE SHARK,4931,0321,2,0,0,0,0,0,ORIGINAL,1001,0,,2011-032104
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038662.tif,0,DOLPHIN,1050,0321,4,2,0,0,0,0,ORIGINAL,1002,0,,2011-032105
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038662.tif,1,BLUE MARLIN,2171,0321,2,0,0,0,0,0,ORIGINAL,1003,0,,2011-032105
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038662.tif,4,SHORTFIN MAKO S,3551,0321,3,0,0,0,0,0,ORIGINAL,1004,0,,2011-032105
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038662.tif,20,YFT,4711,0321,1,9,0,0,0,0,ORIGINAL,1005,0,,2011-032105
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038666.tif,1,COMMON THRESHER,3531,0321,3,0,0,0,0,0,ORIGINAL,1006,1,ALIVE;,2011-032107
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038666.tif,1,BIGEYE TUNA,4691,0321,2,0,0,0,0,0,ORIGINAL,1007,1,ALIVE;,2011-032107
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038666.tif,12,YFT,4711,0321,1,0,0,0,0,0,ORIGINAL,1008,0,,2011-032107
03,6757,2,1,2011,07,02,1030564,0,0,36,0,1206,2,nyjl1206.tif,00038666.tif,1,DUSKY SHARK,4841,0321,4,0,0,0,0,0,ORIGINAL,1009,0,,2011-032107
04,6757,2,1,2011,07,10,1031780,0,0,36,0,1104,2,nyjl1104.tif,00037963.tif,1,BLUE SHARK,4931,0423,1,0,0,0,0,0,ORIGINAL,1010,0,,2011-042301
04,6757,2,1,2011,07,10,1039001,0,0,36,0,1104,2,nyjl1104.tif,00037965.tif,2,SHORTFIN MAKO S,3551,0423,1,0,0,0,0,0,ORIGINAL,1011,0,,2011-042302
04,6757,2,1,2011,07,10,1039001,0,0,36,0,1104,2,nyjl1104.tif,00037965.tif,1,BLUE SHARK,4931,0423,2,0,0,0,0,0,ORIGINAL,1012,0,,2011-042302
04,6757,2,1,2011,07,10,1031780,0,0,36,0,1104,1,nyjl1104.tif,00037967.tif,0,COD,815,0423,3,4,4,0,0,0,ORIGINAL,1013,1,CAUGHT OUT OF AREA;,2011-042303
04,6757,2,1,2011,07,10,1031780,0,0,36,0,1104,1,nyjl1104.tif,00037967.tif,0,DOLPHIN,1050,0423,2,1,1,0,0,0,ORIGINAL,1014,0,,2011-042303
04,6757,2,1,2011,07,10,1031780,0,0,36,0,1104,1,nyjl1104.tif,00037967.tif,1,SHORTFIN MAKO S,3551,0423,1,0,0,0,0,0,ORIGINAL,1015,0,,2011-042303
04,6757,2,1,2011,07,10,1031780,0,0,36,0,1104,1,nyjl1104.tif,00037967.tif,1,BFT YOUNG SCHOO,4673,0423,4,0,0,0,0,0,ORIGINAL,1016,0,,2011-042303
04,6757,2,1,2011,07,10,1039001,0,0,36,0,1104,2,nyjl1104.tif,00037970.tif,7,WHITE MARLIN,2161,0423,1,0,0,0,0,0,ORIGINAL,1017,0,,2011-042305
04,6757,2,1,2011,07,10,1039001,0,0,36,0,1104,2,nyjl1104.tif,00037970.tif,0,YFT,4711,0423,2,1,0,0,0,0,ORIGINAL,1018,0,,2011-042305
04,6757,2,1,2011,07,10,1039001,0,0,36,0,1104,2,nyjl1104.tif,00037972.tif,0,YFT,4711,0423,1,7,0,0,0,0,ORIGINAL,1019,0,,2011-042306
04,6757,2,1,2011,07,09,1031780,0,0,36,0,1109,2,nyjl1109.tif,00037984.tif,0,BLUEFISH,230,0425,2,2,0,0,0,0,ORIGINAL,1020,0,,2011-042501
04,6757,2,1,2011,07,09,1031780,0,0,36,0,1109,2,nyjl1109.tif,00037984.tif,2,BLUE SHARK,4931,0425,1,0,0,0,0,0,ORIGINAL,1021,0,,2011-042501
04,6757,2,1,2011,07,09,1031780,0,0,36,0,1109,2,nyjl1109.tif,00037986.tif,1,COMMON THRESHER,3531,0425,1,0,0,0,0,0,ORIGINAL,1022,1,ALIVE;,2011-042502
04,6757,2,1,2011,07,09,1031780,0,0,36,0,1109,2,nyjl1109.tif,00037988.tif,1,SHORTFIN MAKO S,3551,0425,1,0,0,0,0,0,ORIGINAL,1023,0,,2011-042503
04,6757,2,2,2011,07,09,1030373,0,1,36,0,1109,2,nyjl1109.tif,00037990.tif,0,SHORTFIN MAKO S,3551,0425,1,1,0,0,0,0,ORIGINAL,1024,0,,2011-042504
05,6757,2,1,2011,07,20,1039001,0,0,36,0,2213,2,nyjl2213.tif,00039237.tif,0,SHORTFIN MAKO S,3551,0563,2,1,0,0,0,0,ORIGINAL,1025,0,,2011-056301
05,6757,2,1,2011,07,20,1039001,0,0,36,0,2213,2,nyjl2213.tif,00039237.tif,0,YFT,4711,0563,1,3,0,0,0,0,ORIGINAL,1026,0,,2011-056301
05,6757,2,1,2011,07,20,1031780,0,0,36,0,2213,1,nyjl2213.tif,00039241.tif,0,DOLPHIN,1050,0563,2,1,1,0,0,0,ORIGINAL,1027,0,,2011-056303
05,6757,2,1,2011,07,20,1031780,0,0,36,0,2213,1,nyjl2213.tif,00039241.tif,0,YFT,4711,0563,1,2,2,0,0,0,ORIGINAL,1028,0,,2011-056303
06,6757,2,2,2011,07,23,1031780,0,0,36,0,1115,1,nyjl1115.tif,00039511.tif,0,BFT SCHOOL,4677,0603,1,1,1,0,0,0,ORIGINAL,1029,0,,2011-060301
06,6757,2,1,2011,07,23,1030342,0,0,36,0,1115,1,nyjl1115.tif,00039513.tif,0,BIGEYE TUNA,4691,0603,1,2,2,0,0,2,ORIGINAL,1030,0,,2011-060302
06,6757,2,1,2011,07,23,1030342,0,0,36,0,1115,1,nyjl1115.tif,00039515.tif,0,DOLPHIN,1050,0603,1,1,1,0,0,1,ORIGINAL,1031,0,,2011-060303
06,6757,2,1,2011,07,23,1030342,0,0,36,0,1115,1,nyjl1115.tif,00039515.tif,0,BFT SCHOOL,4677,0603,3,1,1,0,0,1,ORIGINAL,1032,0,,2011-060303
