id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2010-000402,000402,2010,06,10,2204,02,3531,1758,9996,9996,9996,1,0
2010-000403,000403,2010,06,10,2204,03,4678,1209,1247,9996,9996,6,0
2010-000502,000502,2010,06,25,2116,02,4676,1469,1524,9996,9996,6,2
2010-000502,000502,2010,06,25,2116,02,4679,1802,1878,9996,9996,6,2
2010-002201,002201,2010,06,51,1101,01,4676,1524,1530,9996,9996,6,0
2010-002401,002401,2010,06,51,1103,01,3551,1694,9996,9996,9996,1,0
2010-003701,003701,2010,06,24,1106,01,3551,1932,9996,9996,9996,2,0
2010-003704,003704,2010,06,24,1106,04,3551,1902,9996,9996,9996,2,0
2010-003809,003809,2010,06,24,1201,09,3551,1736,9996,9996,9996,1,0
2010-003810,003810,2010,06,24,1201,10,3551,2012,9996,9996,9996,2,2
2010-003810,003810,2010,06,24,1201,10,4677,753,765,9996,9996,6,0
2010-005005,005005,2010,06,24,2107,05,1050,712,9996,9996,9996,1,0
2010-005005,005005,2010,06,24,2107,05,1050,715,9996,9996,9996,1,0
2010-005005,005005,2010,06,24,2107,05,1050,774,9996,9996,9996,1,0
2010-005005,005005,2010,06,24,2107,05,1050,796,9996,9996,9996,1,0
2010-005005,005005,2010,06,24,2107,05,1050,847,9996,9996,9996,1,0
2010-005005,005005,2010,06,24,2107,05,1050,852,9996,9996,9996,1,0
2010-005301,005301,2010,06,51,2103,01,330,535,9996,9996,9996,6,0
2010-005301,005301,2010,06,51,2103,01,4678,1194,1202,9996,9996,6,0
2010-005601,005601,2010,06,51,2115,01,3551,1566,9996,9996,9996,2,0
2010-006201,006201,2010,06,10,1101,01,4677,777,792,9996,9996,6,0
2010-006904,006904,2010,06,25,2103,04,4679,1790,1875,9996,9996,6,2
2010-007003,007003,2010,06,25,2104,03,4676,1640,1678,9996,9996,6,2
2010-007501,007501,2010,06,24,1107,01,3551,1875,9996,9996,9996,1,0
2010-007502,007502,2010,06,24,1107,02,3551,1614,9996,9996,9996,2,0
2010-008201,008201,2010,06,34,1201,01,3531,2064,9996,9996,9996,1,0
