id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2006-000101,000101,2006,06,51,2114,01,4711,96,4,4,0,0,0,9996
2006-000101,000101,2006,06,51,2114,01,1050,96,1,1,0,0,0,9996
2006-000501,000501,2006,06,24,2111,01,4691,96,5,0,0,0,0,9996
2006-000501,000501,2006,06,24,2111,01,4711,96,1,0,1,0,0,9996
2006-000502,000502,2006,06,24,2111,02,230,96,1,0,3,0,0,9996
2006-000502,000502,2006,06,24,2111,02,4931,96,0,0,1,0,0,9996
2006-000503,000503,2006,06,24,2111,03,1050,96,2,2,0,0,0,9996
2006-000503,000503,2006,06,24,2111,03,4711,96,1,1,0,0,0,9996
2006-000503,000503,2006,06,24,2111,03,4676,96,1,1,3,0,0,9996
2006-000504,000504,2006,06,24,2111,04,4676,96,2,2,0,0,0,9996
2006-000504,000504,2006,06,24,2111,04,4711,96,1,1,6,0,0,9996
2006-000505,000505,2006,06,24,2111,05,3551,96,1,1,0,0,0,9996
2006-000505,000505,2006,06,24,2111,05,4931,96,0,0,6,0,0,9996
2006-000506,000506,2006,06,24,2111,06,3551,96,0,0,1,0,0,9996
2006-000901,000901,2006,06,51,2113,01,1219,FLOUNDER,4,0,8,0,0,9996
2006-000901,000901,2006,06,51,2113,01,4821,96,0,0,1,0,0,9996
2006-001101,001101,2006,06,24,1101,01,3551,96,1,1,0,0,0,9996
2006-001102,001102,2006,06,24,1101,02,4711,96,0,0,6,0,0,9996
2006-001103,001103,2006,06,24,1101,03,4711,96,4,4,1,0,0,9996
2006-001103,001103,2006,06,24,1101,03,4661,96,0,0,25,0,0,9996
2006-001103,001103,2006,06,24,1101,03,1050,96,0,0,1,0,0,9996
2006-001104,001104,2006,06,24,1101,04,4931,96,0,0,2,0,0,9996
2006-001104,001104,2006,06,24,1101,04,3551,96,0,0,2,0,0,9996
2006-001105,001105,2006,06,24,1101,05,4711,96,0,0,3,0,0,9996
2006-001105,001105,2006,06,24,1101,05,4673,96,0,0,2,0,0,9996
2006-001105,001105,2006,06,24,1101,05,330,96,0,0,1,0,0,9996
2006-001106,001106,2006,06,24,1101,06,3551,96,1,1,0,0,0,9996
2006-001106,001106,2006,06,24,1101,06,4931,96,0,0,5,0,0,9996
2006-001107,001107,2006,06,24,1101,07,3551,96,1,1,0,0,0,9996
2006-001109,001109,2006,06,24,1101,09,4681,96,8,0,0,0,0,9996
2006-001109,001109,2006,06,24,1101,09,4711,96,4,0,0,0,0,9996
2006-001110,001110,2006,06,24,1101,10,4711,96,0,0,1,0,0,9996
2006-001110,001110,2006,06,24,1101,10,4673,96,0,0,1,0,0,9996
2006-001111,001111,2006,06,24,1101,11,230,96,8,0,0,0,0,9996
2006-001111,001111,2006,06,24,1101,11,4931,96,0,0,2,0,0,9996
2006-001401,001401,2006,06,10,1201,01,4931,96,0,0,11,0,0,9996
2006-001501,001501,2006,06,24,1102,01,230,96,4,0,6,0,0,9996
2006-001502,001502,2006,06,24,1102,02,230,96,16,0,0,0,0,9996
2006-001502,001502,2006,06,24,1102,02,4841,96,0,0,1,0,0,9996
2006-001503,001503,2006,06,24,1102,03,230,96,8,0,0,0,0,9996
2006-001504,001504,2006,06,24,1102,04,4841,96,0,0,3,0,0,9996
2006-001505,001505,2006,06,24,1102,05,230,96,4,0,20,0,0,9996
2006-001505,001505,2006,06,24,1102,05,4931,96,0,0,3,0,0,9996
2006-001506,001506,2006,06,24,1102,06,4701,96,1,1,0,0,0,9996
2006-001507,001507,2006,06,24,1102,07,230,96,4,0,0,0,0,9996
2006-001507,001507,2006,06,24,1102,07,4931,96,0,0,4,0,0,9996
2006-001508,001508,2006,06,24,1102,08,4931,96,0,0,4,0,0,9996
2006-001508,001508,2006,06,24,1102,08,3551,96,0,0,1,0,0,9996
2006-001509,001509,2006,06,24,1102,09,230,96,20,0,0,0,0,9996
2006-001509,001509,2006,06,24,1102,09,3551,96,1,0,0,0,0,9996
2006-001509,001509,2006,06,24,1102,09,4931,96,0,0,3,0,0,9996
2006-001510,001510,2006,06,24,1102,10,330,96,3,0,0,0,0,9996
2006-001510,001510,2006,06,24,1102,10,4711,96,2,0,2,0,0,9996
2006-001511,001511,2006,06,24,1102,11,4711,96,1,0,0,0,0,9996
2006-001511,001511,2006,06,24,1102,11,4701,96,1,0,0,0,0,9996
2006-001511,001511,2006,06,24,1102,11,4661,96,1,0,0,0,0,9996
2006-001512,001512,2006,06,24,1102,12,4677,96,0,0,5,0,0,9996
2006-001512,001512,2006,06,24,1102,12,4661,96,0,0,3,0,0,9996
2006-001513,001513,2006,06,24,1102,13,4711,96,1,0,0,0,0,9996
2006-001513,001513,2006,06,24,1102,13,4678,96,1,0,0,0,0,9996
2006-001513,001513,2006,06,24,1102,13,3551,96,0,0,1,0,0,9996
2006-001801,001801,2006,06,24,2112,01,4711,96,6,6,0,0,0,9996
2006-001801,001801,2006,06,24,2112,01,4681,96,1,1,0,0,0,9996
2006-001802,001802,2006,06,24,2112,02,4711,96,2,0,0,0,0,9996
2006-001901,001901,2006,06,51,1102,01,4678,96,3,3,0,0,0,9996
2006-001901,001901,2006,06,51,1102,01,4677,96,1,1,0,0,0,9996
2006-002002,002002,2006,06,24,1111,02,230,96,5,0,0,0,0,9996
2006-002002,002002,2006,06,24,1111,02,4931,96,0,0,1,0,0,9996
2006-002003,002003,2006,06,24,1111,03,4711,96,5,5,0,0,0,9996
2006-002003,002003,2006,06,24,1111,03,4661,96,1,1,5,0,0,9996
2006-002003,002003,2006,06,24,1111,03,230,96,1,0,0,0,0,9996
2006-002004,002004,2006,06,24,1111,04,4711,96,5,5,2,0,0,9996
2006-002004,002004,2006,06,24,1111,04,4661,96,5,1,2,0,0,9996
2006-002006,002006,2006,06,24,1111,06,230,96,1,0,5,0,0,9996
2006-002006,002006,2006,06,24,1111,06,3551,96,0,0,1,0,0,9996
2006-002701,002701,2006,06,10,1203,01,4711,96,5,2,0,0,0,9996
2006-002701,002701,2006,06,10,1203,01,4661,96,0,0,6,0,0,9996
2006-002702,002702,2006,06,10,1203,02,4711,96,5,0,0,0,0,9996
2006-002702,002702,2006,06,10,1203,02,4661,96,3,0,4,0,0,9996
2006-002703,002703,2006,06,10,1203,03,4711,96,6,0,1,0,0,9996
2006-002703,002703,2006,06,10,1203,03,4661,96,4,0,6,0,0,9996
2006-002704,002704,2006,06,10,1203,04,4678,96,1,0,0,0,0,9996
2006-002901,002901,2006,06,51,1101,01,4681,96,9,9,0,0,0,9996
2006-002901,002901,2006,06,51,1101,01,4661,96,0,0,1,0,0,9996
2006-002902,002902,2006,06,51,1101,02,330,96,5,0,0,0,0,9996
2006-002902,002902,2006,06,51,1101,02,4681,96,0,0,12,0,0,9996
2006-002902,002902,2006,06,51,1101,02,4677,96,0,0,3,0,0,9996
2006-002902,002902,2006,06,51,1101,02,4661,96,0,0,1,0,0,9996
2006-002903,002903,2006,06,51,1101,03,4711,96,4,4,0,0,0,9996
2006-002903,002903,2006,06,51,1101,03,4678,96,1,1,0,0,0,9996
2006-002903,002903,2006,06,51,1101,03,230,96,1,1,0,0,0,9996
2006-002904,002904,2006,06,51,1101,04,4681,96,0,0,4,0,0,9996
2006-002904,002904,2006,06,51,1101,04,330,96,0,0,1,0,0,9996
2006-003001,003001,2006,06,51,1109,01,4681,96,12,12,0,0,0,9996
2006-003001,003001,2006,06,51,1109,01,230,96,3,3,0,0,0,9996
2006-003001,003001,2006,06,51,1109,01,4673,96,0,0,15,0,0,9996
2006-003002,003002,2006,06,51,1109,02,4681,96,3,0,0,0,0,9996
2006-003002,003002,2006,06,51,1109,02,4673,96,0,0,10,0,0,9996
2006-003003,003003,2006,06,51,1109,03,230,96,3,0,0,0,0,9996
2006-003003,003003,2006,06,51,1109,03,4681,96,2,0,0,0,0,9996
2006-003003,003003,2006,06,51,1109,03,4673,96,0,0,20,0,0,9996
2006-003004,003004,2006,06,51,1109,04,4681,96,10,10,0,0,0,9996
2006-003004,003004,2006,06,51,1109,04,230,96,3,3,0,0,0,9996
2006-003004,003004,2006,06,51,1109,04,4673,96,0,0,12,0,0,9996
2006-003201,003201,2006,06,24,2114,01,230,96,6,0,70,0,0,9996
2006-003201,003201,2006,06,24,2114,01,4681,96,4,0,0,0,0,9996
2006-003202,003202,2006,06,24,2114,02,230,96,6,0,60,0,0,9996
2006-003202,003202,2006,06,24,2114,02,4661,96,2,0,4,0,0,9996
2006-003301,003301,2006,06,51,2104,01,4711,96,1,1,0,0,0,9996
2006-003601,003601,2006,06,24,1105,01,3551,96,1,1,0,0,0,9996
2006-003601,003601,2006,06,24,1105,01,230,96,0,0,12,0,0,9996
2006-003602,003602,2006,06,24,1105,02,3551,96,0,0,1,0,0,9996
2006-003602,003602,2006,06,24,1105,02,230,96,0,0,5,0,0,9996
2006-003603,003603,2006,06,24,1105,03,3551,96,0,0,2,0,0,9996
2006-003603,003603,2006,06,24,1105,03,230,96,0,0,7,0,0,9996
2006-003606,003606,2006,06,24,1105,06,3531,96,1,1,0,0,0,9996
2006-003606,003606,2006,06,24,1105,06,1050,96,1,1,0,0,0,9996
2006-003606,003606,2006,06,24,1105,06,4673,96,0,0,1,0,0,9996
2006-003607,003607,2006,06,24,1105,07,4711,96,0,0,1,0,0,9996
2006-003701,003701,2006,06,24,2116,01,3350,SEA BASS,8,0,0,0,0,9996
2006-003702,003702,2006,06,24,2116,02,230,96,2,2,0,0,0,9996
2006-003702,003702,2006,06,24,2116,02,4821,96,0,0,1,0,0,9996
