tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,batch,month,day,intdate,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
06,6,24,MD,6,0,6,6,WASHINGTON CANYON,7379,24,1845,2112,0853,3,1,1,2,2,1,1815,4711,9996,2,12,6,9,0,0,1,1,0,1,0,6,3727,7427,65,600,83,2,1,2,mdjl2112.tif,00050683.tif,2012,0,0,0,ORIGINAL,0640,07,17,19191,0470853,047,7,398,0,,Y,2,,2012-064005
06,6,10,DE,6,0,6,6,POOR MANS CANYON,7379,24,1900,2112,0853,3,1,1,2,2,1,1845,4711,9996,2,2,5,8,0,0,1,1,0,0,0,3,3752,7406,74,3000,76,2,1,1,mdjl2112.tif,00050684.tif,2012,1,0,0,ORIGINAL,0640,07,17,19191,0470853,047,7,399,0,,Y,2,,2012-064006
06,6,24,MD,6,0,6,6,HOT DOG,6936,24,1545,2114,0856,4,3,1,2,2,2,1545,4656,9996,2,1,4,6,0,0,1,0,0,1,0,4,3806,7417,42,120,75,2,2,1,mdjl2114.tif,00050690.tif,2012,0,0,0,ORIGINAL,0642,07,18,19192,0470856,047,7,402,0,,Y,2,,2012-064201
06,6,10,DE,6,0,6,6,POOR MANS CANYON,6794,24,1715,2203,0853,3,1,2,1,3,1,1600,4670,4711,2,1,5,8,0,0,1,0,0,1,0,6,3752,7406,53,180,78,2,2,1,mdjl2203.tif,00050694.tif,2012,0,0,0,ORIGINAL,0643,07,16,19190,0470853,047,7,415,0,,Y,2,,2012-064301
06,6,24,MD,6,0,6,6,HOT DOG,6783,24,1606,2204,0853,3,1,2,1,3,1,1445,4711,9996,2,1,2,5,0,0,1,0,0,1,0,2,3806,7417,42,120,76,2,1,1,mdjl2204.tif,00050698.tif,2012,0,0,0,ORIGINAL,0644,07,18,19192,0470853,047,7,418,0,,Y,2,,2012-064401
06,6,24,MD,6,0,6,6,GREAT GULL SHOAL,6783,24,1618,2204,0853,3,1,2,1,3,1,1530,3591,9996,2,12,5,8,0,0,1,0,1,0,0,3,3814,7502,4,65,79,2,2,1,mdjl2204.tif,00050700.tif,2012,1,0,0,ORIGINAL,0644,07,18,19192,0470853,047,7,416,0,,Y,2,,2012-064402
06,6,24,MD,6,0,6,6,HOT DOG,6783,24,1740,2204,0853,3,1,2,1,3,1,1724,4711,9996,2,1,4,8,0,0,1,0,0,1,0,5,3806,7417,42,120,98,1,2,1,mdjl2204.tif,00050702.tif,2012,0,0,0,ORIGINAL,0644,07,18,19192,0470853,047,7,417,0,,Y,1,,2012-064403
06,6,34,NJ,6,0,6,6,HOT DOG,7427,34,1445,2218,0900,3,1,2,1,3,7,1400,4711,4676,2,1,5,7,0,0,1,0,0,1,0,5,3806,7417,55,134,81,2,1,1,njjl2218.tif,00050721.tif,2012,0,1,0,ORIGINAL,0650,07,17,19191,0090900,009,5,790,0,,Y,2,,2012-065001
06,6,34,NJ,6,0,6,6,HOT DOG,7427,34,1540,2218,0062,3,1,1,2,2,1,1540,4711,4676,2,1,6,8,1,0,1,0,0,1,0,5,3806,7417,55,120,79,2,1,1,njjl2218.tif,00050723.tif,2012,0,1,0,ORIGINAL,0650,07,17,19191,0090062,009,5,788,0,,Y,1,,2012-065002
06,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7427,34,1750,2218,0900,3,1,1,2,2,1,1740,2161,2171,2,1,5,8,0,0,1,1,0,0,0,4,3820,7345,65,600,79,2,1,1,njjl2218.tif,00050725.tif,2012,0,0,0,ORIGINAL,0650,07,17,19191,0090900,009,5,789,0,,Y,1,,2012-065003
06,6,44,RI,6,0,6,6,FISH TALES,7432,44,1650,2105,0414,11,1,1,2,2,1,1530,4711,1050,2,2,8,31,0,1,1,1,0,1,0,4,4000,7120,80,750,75,2,1,1,rijl2105.tif,00050753.tif,2012,0,0,0,ORIGINAL,0657,07,16,19190,0090414,009,,864,1,Q20;,Y,2,,2012-065701
06,6,51,VA,6,0,6,JIGGING,SOUTH TOWER,7421,51,1645,2102,0091,1,1,2,1,3,1,1615,30,9996,2,1,2,7,0,0,1,0,0,0,1,4,3615,7515,50,100,80,1,1,1,vajl2102.tif,00050766.tif,2012,0,0,0,ORIGINAL,0660,07,16,19190,8100091,810,8,978,0,,Y,2,,2012-066001
06,6,51,VA,6,0,6,6,CIGAR,7421,51,1825,2102,0091,1,1,1,2,2,1,1815,2161,9996,2,1,5,6,0,0,1,1,0,0,0,4,3630,7450,50,180,80,1,1,1,vajl2102.tif,00050764.tif,2012,0,0,0,ORIGINAL,0660,07,16,19190,8100091,810,8,979,0,,Y,2,,2012-066002
06,6,51,VA,6,0,6,6,LUMPY BOTTOM,6778,51,1721,2103,0024,7,1,2,1,3,1,1705,4711,7777,2,2,9,8,0,0,1,1,0,0,0,6,3802,7420,38,182,75,2,1,1,vajl2103.tif,00050770.tif,2012,0,0,0,ORIGINAL,0661,07,16,19190,0010024,001,8,980,0,,Y,1,,2012-066101
06,6,51,VA,6,0,6,6,LUMPY BOTTOM,6783,51,1715,2116,0039,8,1,2,1,3,1,1700,4711,9996,2,12,10,10,0,1,1,1,0,1,0,3,3802,7420,34,120,79,2,1,1,vajl2116.tif,00050774.tif,2012,0,0,0,ORIGINAL,0662,07,16,19190,0010039,001,8,1001,0,,Y,1,,2012-066201
06,6,37,NC,6,0,6,6,NORFOLK CANYON,2836,51,1805,2117,0088,3,1,2,1,3,1,1748,2181,4656,2,12,6,10,0,0,1,1,0,0,0,3,3705,7435,52,270,80,2,1,1,vajl2117.tif,00050778.tif,2012,0,0,0,ORIGINAL,0663,07,18,19192,8100088,810,8,1002,0,,Y,1,,2012-066301
06,6,51,VA,6,0,6,6,MOUTH OF BAY,2836,51,1630,2210,0088,3,1,2,1,3,1,1345,3591,9996,2,2,5,4,1,0,1,0,1,0,0,6,9998,9998,3,30,83,2,1,1,vajl2210.tif,00050785.tif,2012,1,0,0,ORIGINAL,0665,07,16,19190,8100088,810,8,1024,0,,Y,2,,2012-066501
06,6,51,VA,6,0,6,6,SE OF INLET,2836,51,1800,2210,0088,3,1,2,1,3,1,1554,7777,2181,2,1,5,7,0,0,1,1,0,0,0,2,9998,9998,60,300,78,1,1,1,vajl2210.tif,00050787.tif,2012,0,0,0,ORIGINAL,0665,07,16,19190,8100088,810,8,1023,0,,Y,2,,2012-066502
06,6,25,MA,6,0,6,CASTING,STELLWAGEN PEAKED HILL,6698,25,1420,2133,0279,18,3,2,1,3,1,1400,4676,9996,2,2,2,8,0,1,0,0,0,0,1,3,4210,7015,3,150,98,2,1,2,majl2133.tif,00050791.tif,2012,0,0,0,ORIGINAL,0667,07,17,19191,0010279,001,2,555,0,,Y,2,,2012-066701
06,6,25,MA,6,0,6,LIVE LINE,STELLWAGEN BANK,7435,25,1810,2151,0024,15,1,2,1,3,7,1806,4671,9996,2,1,3,7,1,0,0,0,0,0,1,3,4216,7017,16,170,73,2,1,1,majl2151.tif,00050807.tif,2012,0,1,0,REVISED,0672,07,19,19193,0090024,009,2,560,0,,Y,2,,2012-067201
06,6,25,MA,6,0,6,LIVE LINE,STELLWAGEN BANK,7435,25,1720,2151,0024,15,1,1,2,1,1,1710,4671,9996,2,2,3,8,1,0,0,0,0,1,1,3,4216,7017,15,165,73,2,2,2,majl2151.tif,00050809.tif,2012,0,0,0,ORIGINAL,0672,07,19,19193,0090024,009,2,564,0,,N,2,,2012-067202
06,6,25,MA,6,0,6,LIVE LINE,STELLWAGEN BANK,7435,25,1740,2151,0024,15,1,2,1,3,7,1730,4671,9996,2,1,3,6,1,0,0,0,1,0,1,3,4216,7017,15,165,72,2,2,1,majl2151.tif,00050810.tif,2012,0,1,0,REVISED,0672,07,19,19193,0090024,009,2,563,0,,Y,2,,2012-067203
06,6,25,MA,6,0,6,LIVE LINE,STELLWAGEN BANK SOUTH,7435,25,1830,2151,0024,15,1,1,2,1,1,1810,4671,9996,2,1,3,8,1,0,0,1,0,0,1,3,4210,7015,15,160,73,2,2,2,majl2151.tif,00050811.tif,2012,0,0,0,REVISED,0672,07,19,19193,0090024,009,2,562,0,,Y,2,,2012-067204
06,6,25,MA,6,0,6,LIVE LINE,STELLWAGEN BANK SOUTH,7435,25,1920,2151,0024,15,1,1,2,1,1,1915,4671,9996,2,1,4,8,1,0,0,0,0,0,1,4,4210,7015,15,180,72,2,2,2,majl2151.tif,00050813.tif,2012,0,0,0,ORIGINAL,0672,07,19,19193,0090024,009,2,561,0,,Y,2,,2012-067205
06,6,25,MA,6,0,6,6,SW CORNER STELLWAGEN,7381,25,1455,2215,0217,8,1,1,2,1,1,1440,4671,9996,2,1,2,7,1,0,0,0,0,1,0,2,4210,7015,6,120,72,2,1,2,majl2215.tif,00050818.tif,2012,0,0,0,ORIGINAL,0674,07,19,19193,0230217,023,2,594,0,,Y,2,,2012-067401
06,6,34,NJ,6,0,6,6,GLORY HOLE,6416,34,1720,2106,1050,6,1,1,2,2,6,1710,4678,9996,2,2,5,6,0,1,1,1,0,0,0,2,3957,7319,44,210,75,2,1,2,njjl2106.tif,00050823.tif,2012,0,1,0,ORIGINAL,0675,07,13,19187,0251050,025,5,767,0,,N,2,,2012-067501
06,6,34,NJ,6,0,6,6,RESOR WRECK,6416,34,1745,2106,9005,6,1,1,2,2,1,1700,4677,4678,2,2,6,7,0,1,1,1,0,0,0,4,3946,7325,45,210,76,2,1,1,njjl2106.tif,00050824.tif,2012,0,1,0,ORIGINAL,0675,07,13,19187,0259005,025,5,761,0,,Y,1,,2012-067502
06,6,34,NJ,6,0,6,6,GLORY HOLE,6416,34,1800,2106,1808,6,1,2,1,3,1,1745,4672,9996,2,2,8,7,0,1,1,1,0,0,0,5,3957,7319,45,180,78,2,1,1,njjl2106.tif,00050826.tif,2012,0,0,0,ORIGINAL,0675,07,13,19187,0251808,025,5,762,0,,N,1,,2012-067503
06,6,34,NJ,6,0,6,6,RESOR WRECK,6416,34,1835,2106,1050,6,1,1,2,2,2,1830,4677,9996,2,2,5,9,0,1,1,1,0,0,0,2,3946,7325,37,720,79,2,1,1,njjl2106.tif,00050828.tif,2012,0,0,0,ORIGINAL,0675,07,13,19187,0251050,025,5,766,0,,Y,2,,2012-067504
06,6,34,NJ,6,0,6,6,TRIPLE WRECKS,6416,34,1915,2106,1005,6,1,1,2,2,1,1900,4677,4678,2,2,6,10,0,1,1,1,0,0,0,4,3936,7301,58,220,78,2,1,1,njjl2106.tif,00050830.tif,2012,0,0,0,ORIGINAL,0675,07,13,19187,0251005,025,5,760,0,,Y,1,,2012-067505
06,6,34,NJ,6,0,6,6,HUDSON CANYON,6416,34,1940,2106,1808,6,1,1,2,2,1,1920,4711,1050,2,2,8,11,0,1,1,1,0,0,0,5,3930,7210,91,300,77,1,1,1,njjl2106.tif,00050832.tif,2012,0,0,0,ORIGINAL,0675,07,13,19187,0251808,025,5,763,0,,Y,1,,2012-067506
06,6,34,NJ,6,0,6,6,GLORY HOLE,6416,34,2010,2106,1005,6,1,1,2,2,1,1950,4672,9996,2,2,11,10,0,1,0,1,0,0,0,4,3957,7319,48,280,74,2,1,2,njjl2106.tif,00050834.tif,2012,0,0,0,ORIGINAL,0675,07,13,19187,0251005,025,5,765,0,,Y,2,,2012-067507
06,6,34,NJ,6,0,6,6,TOMS CANYON,6416,34,2028,2106,1808,6,1,1,2,3,2,1930,4711,4691,2,2,9,9,0,1,1,1,0,0,0,6,3911,7242,88,600,74,2,1,1,njjl2106.tif,00050835.tif,2012,0,0,0,ORIGINAL,0675,07,13,19187,0251808,025,5,764,0,,N,2,,2012-067508
06,6,34,NJ,6,0,6,6,RESOR WRECK,6416,34,1540,1122,1050,6,1,1,2,2,2,1530,4677,3551,2,2,7,6,0,1,1,1,1,0,0,4,3946,7325,39,150,76,2,1,2,njjl1122.tif,00050844.tif,2012,0,0,0,ORIGINAL,0677,07,14,19188,0251050,025,5,689,0,,Y,2,,2012-067701
06,6,34,NJ,6,0,6,LIVE SQUID,TOMS CANYON,6416,34,1545,1122,1050,6,1,1,2,2,1,1430,4711,4691,2,12,13,20,1,1,1,1,1,1,1,5,3911,7242,88,300,76,1,1,1,njjl1122.tif,00050845.tif,2012,0,0,0,ORIGINAL,0677,07,14,19188,0251050,025,5,691,1,Q19;,Y,1,,2012-067702
06,6,34,NJ,6,0,6,6,RESOR WRECK,6416,34,1615,1122,1808,6,1,1,2,3,1,1445,4672,9996,2,2,5,10,0,1,1,1,0,0,0,3,3946,7325,34,120,76,2,1,1,njjl1122.tif,00050847.tif,2012,0,1,0,ORIGINAL,0677,07,14,19188,0251808,025,5,687,0,,Y,2,,2012-067703
06,6,34,NJ,6,0,6,6,WILMINGTON CANYON,6416,34,1630,1122,1808,6,1,1,2,3,2,1500,4711,9996,2,12,8,7,0,1,1,1,0,0,0,6,3824,7327,100,450,74,2,1,1,njjl1122.tif,00050849.tif,2012,0,0,0,ORIGINAL,0677,07,14,19188,0251808,025,5,688,0,,Y,2,,2012-067704
06,6,34,NJ,6,0,6,6,TOMS CANYON,6416,34,1658,1122,1005,6,1,1,2,2,7,1640,4656,9996,2,2,6,8,0,1,1,1,0,0,0,5,3911,7242,87,99999,75,2,2,1,njjl1122.tif,00050851.tif,2012,0,1,0,ORIGINAL,0677,07,14,19188,0251005,025,5,692,0,,Y,2,,2012-067705
06,6,34,NJ,6,0,6,6,RESOR WRECK,6416,34,1820,1122,9005,6,1,1,2,2,1,1745,4672,9996,2,2,6,12,0,1,1,1,0,0,0,5,3946,7325,44,500,77,2,1,1,njjl1122.tif,00050853.tif,2012,0,0,0,ORIGINAL,0677,07,14,19188,0259005,025,5,685,0,,Y,2,,2012-067706
06,6,34,NJ,6,0,6,6,TRIPLE WRECKS,6416,34,1830,1122,1808,6,1,1,2,2,1,1715,4677,4711,2,2,6,10,0,1,1,1,0,0,0,5,3936,7301,58,200,75,1,1,1,njjl1122.tif,00050855.tif,2012,0,0,0,ORIGINAL,0677,07,14,19188,0251808,025,5,694,0,,Y,1,,2012-067707
06,6,34,NJ,6,0,6,6,TOMS CANYON,6416,34,1850,1122,1050,6,1,1,2,2,1,1800,2161,2171,2,1,6,11,0,0,1,1,0,0,0,5,3911,7242,101,4000,74,2,1,1,njjl1122.tif,00050857.tif,2012,0,1,0,ORIGINAL,0677,07,14,19188,0251050,025,5,690,1,Q25;,N,2,,2012-067708
06,6,34,NJ,6,0,6,6,FINGERS AREA,6416,34,1920,1122,1050,6,1,1,2,2,2,1915,4677,9996,2,2,6,10,0,1,1,1,0,0,0,4,3931,7331,50,138,98,2,1,1,njjl1122.tif,00050859.tif,2012,0,0,0,ORIGINAL,0677,07,14,19188,0251050,025,5,686,0,,Y,1,,2012-067709
06,6,34,NJ,6,1,6,6,RESOR WRECK,6416,34,1950,1122,9125,6,1,1,2,3,1,1900,4677,9996,2,2,4,7,0,1,0,1,0,0,0,2,3946,7325,38,104,75,2,1,1,njjl1122.tif,00050861.tif,2012,0,0,0,ORIGINAL,0677,07,14,19188,0259125,025,5,693,0,,Y,2,,2012-067710
06,6,34,NJ,6,0,6,6,TRIPLE WRECKS,6416,34,1815,1126,1005,6,1,1,2,3,1,1805,4672,9996,2,2,10,8,0,1,1,1,0,0,0,8,3936,7301,60,200,78,2,1,1,njjl1126.tif,00050867.tif,2012,0,0,0,ORIGINAL,0678,07,15,19189,0251005,025,5,707,0,,Y,2,,2012-067801
06,6,09,CT,6,0,6,6,18 MILES OFF MONTAUK,7431,09,1625,1214,0884,2,1,2,1,3,2,1625,3551,3531,2,1,4,5,0,0,1,0,1,0,0,3,9998,9998,18,190,71,2,1,1,ctjl1214.tif,00050894.tif,2012,0,0,0,ORIGINAL,0685,07,22,19196,0070884,007,3,128,0,,N,2,,2012-068501
06,6,10,DE,6,0,6,6,HOT DOG,6447,10,1509,1203,1599,2,1,1,2,2,1,1450,4711,9996,2,1,2,4,0,0,1,0,0,1,0,2,3806,7417,52,143,78,2,1,2,dejl1203.tif,00050902.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,171,0,,Y,2,,2012-068801
06,6,10,DE,6,0,6,6,HOT DOG,6447,10,1517,1203,1599,2,1,1,2,2,1,1500,4711,9996,2,1,4,6,0,0,1,0,0,1,0,3,3806,7417,50,126,78,2,2,1,dejl1203.tif,00050903.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,175,0,,Y,2,,2012-068802
06,6,10,DE,6,0,6,6,HOT DOG,6447,10,1546,1203,1599,2,1,1,2,3,1,1540,4678,4711,2,1,5,8,0,0,1,0,0,1,0,4,3806,7417,50,125,75,2,2,2,dejl1203.tif,00050905.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,167,0,,N,2,,2012-068803
06,6,10,DE,6,0,6,6,HOT DOG,6447,10,1625,1203,1599,2,1,1,2,2,1,1620,4711,4678,2,1,4,8,0,0,1,0,0,1,0,5,3806,7417,50,120,78,2,1,2,dejl1203.tif,00050906.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,174,0,,Y,2,,2012-068804
06,6,10,DE,6,0,6,6,30 FATHOM LINE,6447,10,1647,1203,1599,2,1,2,1,3,7,1630,4711,9996,2,1,4,6,0,0,1,0,0,1,0,5,9998,9998,50,135,77,2,2,1,dejl1203.tif,00050907.tif,2012,0,1,0,ORIGINAL,0688,07,22,19196,0051599,005,6,165,0,,Y,2,,2012-068805
06,6,10,DE,6,0,6,6,HOT DOG,6447,10,1654,1203,1599,2,1,1,2,2,1,1630,4711,9996,2,2,4,6,0,0,1,0,0,1,0,4,3806,7417,50,130,77,2,1,2,dejl1203.tif,00050909.tif,2012,1,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,176,0,,Y,2,,2012-068806
06,6,10,DE,6,0,6,6,HOT DOG,6447,10,1712,1203,1599,2,1,1,2,2,1,1700,4711,9996,2,1,4,3,0,0,1,0,0,1,0,5,3806,7417,46,115,76,2,1,2,dejl1203.tif,00050910.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,170,0,,Y,2,,2012-068807
06,6,10,DE,6,0,6,6,A BOUY,6447,10,1718,1203,1599,2,1,1,2,2,1,1700,4711,9996,2,2,5,2,0,1,1,1,0,0,0,3,9998,9998,15,85,72,2,1,2,dejl1203.tif,00050911.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,163,0,,Y,2,,2012-068808
06,6,10,DE,6,0,6,6,HOT DOG,6447,10,1723,1203,1599,2,1,1,2,2,1,1715,4711,9996,2,2,8,10,0,0,1,0,0,1,0,4,3806,7417,50,160,78,2,2,1,dejl1203.tif,00050912.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,166,0,,Y,2,,2012-068809
06,6,10,DE,6,1,6,6,HOT DOG,6447,10,1736,1203,1599,2,1,1,2,2,1,1730,4711,9996,2,2,5,8,0,0,1,0,0,1,0,5,3806,7417,49,120,77,1,2,2,dejl1203.tif,00050914.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,172,0,,Y,2,,2012-068810
06,6,10,DE,6,1,6,6,HOT DOG,6447,10,1748,1203,1599,2,1,1,2,2,1,1730,4711,9996,2,1,5,7,0,0,1,0,0,1,0,5,3806,7417,50,110,77,2,1,1,dejl1203.tif,00050915.tif,2012,1,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,168,0,,Y,2,,2012-068811
06,6,24,MD,6,1,6,6,HOT DOG,6447,10,1818,1203,1599,2,1,1,2,2,1,1700,4711,9996,2,1,4,7,0,0,1,0,0,1,0,4,3806,7417,50,130,77,2,1,2,dejl1203.tif,00050917.tif,2012,1,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,173,0,,Y,2,,2012-068812
06,6,10,DE,6,1,6,6,POOR MANS CANYON,6447,10,1827,1203,1599,2,1,1,2,2,1,1800,2161,9996,2,1,5,7,0,0,1,1,0,0,0,5,3752,7406,85,7200,80,2,2,1,dejl1203.tif,00050918.tif,2012,0,0,0,ORIGINAL,0688,07,22,19196,0051599,005,6,164,1,Q26;,Y,2,,2012-068813
06,6,10,DE,6,1,6,6,POOR MANS CANYON,6447,10,1851,1203,1599,2,1,1,2,2,7,1845,2161,9996,2,1,4,9,0,0,1,1,0,0,0,5,3752,7406,70,3600,81,2,1,1,dejl1203.tif,00050920.tif,2012,1,1,1,ORIGINAL,0688,07,22,19196,0051599,005,6,169,0,,Y,2,,2012-068814
06,6,10,DE,6,0,6,6,HOT DOG,6783,10,1600,2207,1599,2,1,2,1,3,1,1500,4711,9996,2,1,4,5,0,0,1,0,0,1,0,6,3806,7417,48,130,80,2,2,1,dejl2207.tif,00051046.tif,2012,0,0,0,ORIGINAL,0689,07,20,19194,0051599,005,6,221,0,,Y,2,,2012-068901
06,6,10,DE,6,0,6,6,HOT DOG,6783,10,1758,2207,1599,2,1,2,1,3,1,1702,4711,9996,2,1,4,7,1,0,1,0,0,1,0,6,3806,7417,50,120,80,2,2,1,dejl2207.tif,00051048.tif,2012,0,0,0,ORIGINAL,0689,07,20,19194,0051599,005,6,222,0,,Y,1,,2012-068902
06,6,10,DE,6,0,6,6,19 FATH0M LUMP,6447,10,1614,2208,1599,2,1,2,1,3,7,1600,4656,9996,2,1,4,5,0,0,1,0,0,1,0,6,9998,9998,48,131,80,2,2,1,dejl2208.tif,00050924.tif,2012,0,1,0,ORIGINAL,0690,07,19,19193,0051599,005,6,223,0,,Y,2,,2012-069001
06,6,25,MA,6,0,6,LIVE BAITING,NW CORNER,7381,25,1420,1104,0784,8,1,1,2,1,1,1410,4671,9996,2,2,3,7,1,0,0,0,0,0,1,2,4225,7025,18,115,71,2,2,2,majl1104.tif,00050928.tif,2012,0,0,0,ORIGINAL,0691,07,22,19196,0230784,023,2,451,0,,Y,2,,2012-069101
06,6,25,MA,6,0,6,CASTING LIVE BAITING,CHATAM,7381,25,1500,1104,0218,8,1,1,2,2,1,1450,4677,4678,2,2,4,8,1,1,1,0,0,0,1,4,4140,6955,1,170,68,2,2,2,majl1104.tif,00050929.tif,2012,0,0,0,ORIGINAL,0691,07,22,19196,0230218,023,2,450,0,,Y,2,,2012-069102
06,6,25,MA,6,0,6,6,SW CORNER,7381,25,1522,1104,0784,8,1,1,2,1,1,1500,4671,9996,2,1,3,7,1,0,1,0,1,0,0,2,4210,7015,7,183,98,2,1,2,majl1104.tif,00050930.tif,2012,0,0,0,ORIGINAL,0691,07,22,19196,0230784,023,2,449,0,,Y,2,,2012-069103
06,6,25,MA,6,0,6,6,PEAKED HILL,7405,25,1355,1105,0273,2,1,1,2,1,1,1345,4671,9996,2,12,4,6,0,1,1,1,0,0,0,2,4205,7008,2,150,98,2,1,2,majl1105.tif,00050933.tif,2012,0,1,0,REVISED,0692,07,21,19195,0010273,001,2,452,0,,Y,2,,2012-069201
06,6,25,MA,6,0,6,DRIFTING,STELLWAGEN BANK SW,7424,25,1520,1106,9038,9,1,1,2,1,2,1510,4671,9996,2,1,2,9,1,0,0,0,0,0,1,2,4210,7015,6,130,70,2,1,1,majl1106.tif,00050936.tif,2012,0,0,0,ORIGINAL,0693,07,21,19195,0239038,023,2,456,0,,Y,2,,2012-069301
06,6,25,MA,6,0,6,6,PEAKED HILL,7424,25,1540,1106,9038,9,1,2,1,3,2,1520,4676,4671,2,2,3,4,0,1,0,1,1,0,0,3,4205,7008,4,192,68,2,1,1,majl1106.tif,00050938.tif,2012,1,0,0,ORIGINAL,0693,07,21,19195,0239038,023,2,453,0,,Y,2,,2012-069302
06,6,25,MA,6,0,6,6,STELLWAGEN BANK SW,7424,25,1610,1106,9038,9,1,2,1,3,2,1600,4677,4671,2,2,5,6,0,1,0,1,0,0,0,6,4210,7015,7,100,70,1,1,1,majl1106.tif,00050940.tif,2012,0,0,0,ORIGINAL,0693,07,21,19195,0239038,023,2,458,0,,Y,2,,2012-069303
06,6,25,MA,6,0,6,6,STELLWAGEN BANK SW,7424,25,1616,1106,9038,9,1,2,1,3,2,1600,4677,4671,2,2,4,6,0,1,0,1,0,0,0,5,4210,7015,7,99998,68,2,1,1,majl1106.tif,00050942.tif,2012,0,0,0,ORIGINAL,0693,07,21,19195,0239038,023,2,455,0,,Y,1,,2012-069304
06,6,25,MA,6,0,6,DRIFTING,7,7424,25,1700,1106,9038,9,1,2,1,3,2,1700,4931,9996,2,2,2,8,0,0,1,0,0,0,1,6,9998,9998,28,250,74,2,1,1,majl1106.tif,00050944.tif,2012,0,1,0,ORIGINAL,0693,07,21,19195,0239038,023,2,454,1,Q23;,Y,2,,2012-069305
06,6,25,MA,6,0,6,DRIFTING,STELLWAGEN BANK SW,7424,25,1736,1106,9038,9,1,2,1,3,2,1730,4671,9996,2,2,5,10,1,0,1,0,0,0,1,4,4210,7015,15,130,66,1,2,2,majl1106.tif,00050946.tif,2012,0,0,0,ORIGINAL,0693,07,21,19195,0239038,023,2,457,0,,Y,2,,2012-069306
06,6,25,MA,6,0,6,6,STELLWAGEN BANK,7435,25,1445,1107,0024,15,1,1,2,2,1,1435,4671,9996,2,2,2,4,1,0,0,1,0,0,0,2,4225,7025,15,175,74,2,2,2,majl1107.tif,00050949.tif,2012,0,1,0,ORIGINAL,0694,07,22,19196,0090024,009,2,462,0,,Y,2,,2012-069401
06,6,25,MA,6,0,6,LIVE LINE,IPSWICH BAY,7435,25,1730,1107,0024,15,1,2,1,3,1,1715,4671,9996,2,1,3,9,1,0,0,0,0,0,1,97,4240,7040,5,150,74,2,2,2,majl1107.tif,00050950.tif,2012,0,1,0,ORIGINAL,0694,07,22,19196,0090024,009,2,461,0,,Y,2,,2012-069402
06,6,25,MA,6,0,6,LIVE LINE,STELLWAGEN BANK,7435,25,1815,1107,0024,15,1,2,1,3,1,1800,4671,9996,2,1,3,7,1,0,0,0,0,0,1,3,4225,7025,997,180,73,2,2,2,majl1107.tif,00050951.tif,2012,0,1,0,ORIGINAL,0694,07,22,19196,0090024,009,2,459,0,,Y,2,,2012-069403
06,6,25,MA,6,0,6,LIVE LINE,STELLWAGEN BANK,7435,25,1925,1107,0024,15,1,2,1,3,1,1915,4671,9996,2,1,3,10,1,0,0,0,0,0,1,3,4216,7017,15,185,74,2,2,1,majl1107.tif,00050952.tif,2012,0,1,0,REVISED,0694,07,22,19196,0090024,009,2,460,0,,Y,2,,2012-069404
06,6,25,MA,6,0,6,BALLONS KITES,PEAKED HILL,6698,25,1430,1123,0279,18,3,2,2,3,2,1400,4671,9996,2,2,2,5,1,0,0,0,0,0,1,2,4205,7008,2,175,98,2,1,2,majl1123.tif,00050956.tif,2012,1,0,0,ORIGINAL,0695,07,21,19195,0010279,001,2,478,0,,Y,2,,2012-069501
06,6,25,MA,6,0,6,CASTING,SW CORNER,6698,25,1615,1123,0279,18,3,1,2,2,1,1605,4670,9996,2,1,2,10,0,1,0,0,0,0,1,2,4216,7017,60,150,67,2,1,1,majl1123.tif,00050957.tif,2012,1,1,0,ORIGINAL,0695,07,21,19195,0010279,001,2,479,0,,Y,2,,2012-069502
06,6,09,CT,6,0,6,6,PEAKED HILL,6698,25,1645,1123,0279,18,3,1,2,2,1,1630,4676,9996,2,2,2,3,0,1,0,1,0,0,0,2,4205,7008,2,170,67,2,1,2,majl1123.tif,00050959.tif,2012,1,0,0,ORIGINAL,0695,07,21,19195,0010279,001,2,480,0,,Y,2,,2012-069503
