tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,batch,month,day,intdate,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
04,6,33,NH,6,0,6,,OLD SCANTUM,7434,33,1640,1205,0020,1,1,3,2,3,2,1615,4671,9996,2,12,3,6,1,0,0,0,0,1,1,1,4250,7025,15,230,66,2,1,1,nhjl1205.tif,00049245.tif,2012,1,1,0,REVISED,0422,07,01,19175,0150020,015,1,603,0,,Y,2,,2012-042201
04,6,33,NH,6,0,6,LIVE LINE,OLD SCANTUM,7434,33,1710,1205,0020,1,1,1,2,2,2,1700,4677,9996,2,2,3,9,1,0,0,0,0,0,1,3,4250,7025,7,220,65,2,1,1,nhjl1205.tif,00049247.tif,2012,0,1,0,ORIGINAL,0422,07,01,19175,0150020,015,1,602,0,,Y,2,,2012-042202
04,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7370,34,1700,1102,1044,11,1,2,2,3,1,1635,4711,2161,2,12,7,7,0,0,1,1,0,0,0,5,3820,7345,64,400,77,2,1,1,njjl1102.tif,00049255.tif,2012,0,1,0,ORIGINAL,0424,07,04,19178,0091044,009,5,626,0,,Y,1,,2012-042401
04,6,34,NJ,6,0,6,6,WILMINGTON CANYON,7427,34,1700,1110,0900,3,1,1,2,2,1,1700,4711,2161,2,12,6,7,0,1,1,1,0,0,0,2,3824,7327,65,600,76,2,1,1,njjl1110.tif,00049263.tif,2012,0,0,0,ORIGINAL,0426,07,01,19175,0090900,009,5,642,0,,Y,1,,2012-042601
04,6,34,NJ,6,0,6,6,WILMINGTON CANYON,7427,34,1755,1110,0900,3,1,1,2,2,1,1755,4711,2161,2,2,8,8,0,1,1,1,0,0,0,5,3824,7327,65,600,78,2,1,2,njjl1110.tif,00049265.tif,2012,0,0,0,ORIGINAL,0426,07,01,19175,0090900,009,5,644,0,,Y,2,,2012-042602
04,6,12,FL,6,0,6,6,WILMINGTON CANYON,7427,34,1835,1110,0062,3,1,1,2,2,2,1700,4711,2161,2,1,4,6,0,0,1,1,0,0,0,3,3824,7327,65,600,76,2,2,1,njjl1110.tif,00049267.tif,2012,0,0,0,ORIGINAL,0426,07,01,19175,0090062,009,5,643,0,,N,2,,2012-042603
04,6,34,NJ,6,0,6,6,WILMINGTON CANYON,7370,34,1955,1202,1672,11,1,1,2,2,1,1940,4711,9996,2,2,7,13,0,1,1,1,0,0,0,4,3824,7327,80,400,74,2,1,1,njjl1202.tif,00049278.tif,2012,0,0,0,ORIGINAL,0429,07,01,19175,0091672,009,5,734,0,,Y,1,,2012-042901
04,6,34,NJ,6,0,6,6,RESOR WRECK,7408,34,1540,1210,0192,7,1,2,2,3,2,1500,4677,1050,2,1,7,5,0,0,1,1,0,0,0,3,9999,9999,40,130,71,2,1,1,njjl1210.tif,00049283.tif,2012,0,1,1,ORIGINAL,0430,07,01,19175,0290192,029,5,750,0,,Y,2,,2012-043001
04,6,34,NJ,6,0,6,6,WILMINGTON CANYON,7370,34,1745,2101,1131,11,1,1,2,2,1,1500,4711,9996,2,1,8,18,1,1,0,1,0,1,0,5,3824,7327,75,400,77,2,1,1,njjl2101.tif,00049290.tif,2012,0,0,0,ORIGINAL,0432,07,03,19177,0091131,009,5,755,0,,Y,2,,2012-043201
04,6,34,NJ,6,0,6,6,HOT DOG,7370,34,1810,2101,1671,11,1,2,1,3,1,1730,4670,9996,2,2,4,9,0,1,1,1,0,0,0,2,3806,7417,58,600,77,2,1,2,njjl2101.tif,00049292.tif,2012,0,1,0,REVISED,0432,07,03,19177,0091671,009,5,759,0,,Y,2,,2012-043202
04,6,34,NJ,6,0,6,6,WILMINGTON CANYON,7370,34,1840,2101,1044,11,1,1,2,2,1,1810,2161,2171,2,2,5,8,0,1,0,1,0,0,0,7,3824,7327,77,800,78,2,1,1,njjl2101.tif,00049293.tif,2012,0,0,0,ORIGINAL,0432,07,03,19177,0091044,009,5,756,0,,Y,1,,2012-043203
04,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7370,34,1905,2101,1131,11,1,1,2,2,1,1745,4711,2161,2,2,9,8,0,1,1,1,0,0,0,9,3820,7345,65,1000,72,2,1,1,njjl2101.tif,00049295.tif,2012,0,0,0,ORIGINAL,0432,07,03,19177,0091131,009,5,757,1,Q23;,Y,2,,2012-043204
04,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7370,34,1930,2101,1131,11,1,1,2,2,1,1800,4711,2161,2,12,10,9,0,1,1,1,0,0,0,6,3820,7345,68,1800,77,2,1,2,njjl2101.tif,00049297.tif,2012,0,0,0,ORIGINAL,0432,07,03,19177,0091131,009,5,758,0,,Y,2,,2012-043205
04,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7370,34,1750,2206,0900,3,1,1,2,2,1,1730,2161,4711,2,1,5,8,0,0,1,1,0,0,0,4,3820,7345,62,360,77,2,1,1,njjl2206.tif,00049304.tif,2012,0,0,0,ORIGINAL,0434,07,02,19176,0090900,009,5,772,0,,Y,1,,2012-043401
04,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7370,34,1830,2206,0385,3,1,1,2,3,7,1730,4711,9996,2,2,10,12,0,0,1,1,0,0,0,4,3820,7345,65,2000,76,2,1,2,njjl2206.tif,00049306.tif,2012,1,1,0,ORIGINAL,0434,07,02,19176,0090385,009,5,771,0,,Y,2,,2012-043402
04,6,37,NC,6,0,6,6,WILMINGTON CANYON,6013,34,1500,2209,0186,7,1,2,1,3,1,1300,4711,9996,2,12,10,20,0,1,1,1,0,1,0,6,3824,7327,75,600,77,1,1,1,njjl2209.tif,00049312.tif,2012,1,0,0,ORIGINAL,0436,07,03,19177,0290186,029,5,777,0,,Y,2,,2012-043601
04,6,36,NY,6,0,6,6,SW TARANCHALA,6757,36,1715,1106,0564,2,1,1,2,2,1,1620,3551,3531,2,2,3,5,0,0,1,0,1,1,0,5,9998,9998,18,128,72,2,1,1,nyjl1106.tif,00049318.tif,2012,1,0,0,ORIGINAL,0437,07,01,19175,1030564,103,4,797,0,,Y,2,,2012-043701
04,6,36,NY,6,0,6,6,LINDA,6757,36,1745,1106,1780,2,1,1,2,2,1,1700,3551,3531,2,2,3,7,0,0,1,0,1,1,0,4,4023,7300,23,129,69,2,1,1,nyjl1106.tif,00049320.tif,2012,0,0,0,ORIGINAL,0437,07,01,19175,1031780,103,4,798,0,,Y,2,,2012-043702
04,6,36,NY,6,0,6,6,CHICKEN CANYON,6855,36,1854,1107,0213,1,1,1,2,2,1,1700,4676,4678,2,2,9,6,0,1,0,1,0,0,0,3,3952,7303,50,236,75,1,1,1,nyjl1107.tif,00049326.tif,2012,0,0,0,ORIGINAL,0438,07,04,19178,0590213,059,4,800,0,,Y,2,,2012-043801
04,6,36,NY,6,0,6,6,HEMPSTEAD REEF,6855,36,1925,1107,0043,1,1,2,2,3,1,1900,3531,3551,2,2,3,4,1,0,1,0,1,1,0,2,9998,9998,5,73,68,2,1,2,nyjl1107.tif,00049328.tif,2012,0,0,0,ORIGINAL,0438,07,04,19178,0590043,059,4,799,0,,Y,2,,2012-043802
04,6,36,NY,6,0,6,6,WILMINGTON CANYON,7422,36,1705,2101,0169,3,1,1,2,1,1,1700,4711,4691,2,2,11,24,1,1,1,1,1,1,0,5,3824,7327,90,1500,77,2,1,1,nyjl2101.tif,00049342.tif,2012,0,0,0,ORIGINAL,0442,07,02,19176,1030169,103,4,836,0,,Y,2,,2012-044201
04,6,36,NY,6,0,6,6,25 MILES OUT,6855,36,1810,2109,1780,2,1,1,2,2,7,1800,3551,3531,2,2,4,7,0,0,1,0,1,1,0,4,9998,9998,25,140,72,1,1,1,nyjl2109.tif,00049348.tif,2012,0,1,0,ORIGINAL,0443,07,02,19176,1031780,103,4,841,0,,Y,2,,2012-044301
04,6,44,RI,6,0,6,6,COX LEDGE,6593,44,1900,1102,0022,11,1,1,2,2,6,1530,4676,9996,2,2,7,7,0,1,1,1,0,0,0,2,4105,7110,20,160,70,2,1,2,rijl1102.tif,00049380.tif,2012,1,1,0,ORIGINAL,0446,07,04,19178,0090022,009,,857,0,,N,2,,2012-044601
04,6,44,RI,6,0,6,6,COVES LEDGE,7432,44,1824,2112,0475,11,1,1,2,2,1,1820,3551,3591,2,2,3,8,0,0,1,0,1,0,0,4,4105,7110,40,140,73,2,1,1,rijl2112.tif,00049388.tif,2012,0,1,0,ORIGINAL,0448,07,03,19177,0090475,009,,866,0,,Y,2,,2012-044801
04,6,25,MA,6,0,6,6,MUDHHOLE,7432,44,1851,2112,0414,11,1,1,2,2,1,1400,3551,3531,2,2,1,3,0,0,1,0,1,1,0,3,4100,7120,18,300,71,2,1,1,rijl2112.tif,00049390.tif,2012,0,0,0,ORIGINAL,0448,07,03,19177,0090414,009,,867,1,Q15;,Y,2,,2012-044802
04,6,44,RI,6,0,6,6,FISH TALES,7432,44,1857,2112,0414,11,1,1,2,2,1,1850,4711,9996,2,2,7,7,0,1,0,1,0,0,0,3,4000,7120,75,450,75,2,2,2,rijl2112.tif,00049392.tif,2012,1,0,0,ORIGINAL,0448,07,03,19177,0090414,009,,868,0,,Y,2,,2012-044803
04,6,44,RI,6,0,6,6,GULLEY,7432,44,1642,2213,0031,12,4,2,1,3,1,1600,3591,9996,2,12,5,3,0,0,1,0,1,0,0,5,4100,7120,12,160,71,2,1,1,rijl2213.tif,00049398.tif,2012,0,0,0,ORIGINAL,0450,07,05,19179,0090031,009,,872,0,,N,2,,2012-045001
04,6,51,VA,6,0,6,BOTTOM BOUNCE,VA B WEATHER BOUY,6633,51,1700,1108,0002,1,1,1,2,2,1,1615,4656,9996,2,1,6,8,0,1,1,1,0,1,1,6,9998,9998,60,300,75,2,2,1,vajl1108.tif,00049402.tif,2012,0,0,0,ORIGINAL,0451,07,01,19175,8100002,810,8,904,0,,Y,1,,2012-045101
04,6,51,VA,6,0,6,6,NORFOLK CANYON,6633,51,1810,1108,0091,1,1,1,2,2,1,1750,4691,9996,2,2,8,7,0,0,1,1,0,0,0,5,3705,7435,78,1000,98,2,1,1,vajl1108.tif,00049404.tif,2012,0,0,0,ORIGINAL,0451,07,01,19175,8100091,810,8,905,0,,Y,1,,2012-045102
04,6,51,VA,6,0,6,6,NORFOLK CANYON,6633,51,1630,1108,0091,1,1,1,2,1,2,1615,4691,9996,2,2,9,8,0,0,1,1,0,0,0,6,3705,7435,75,3000,77,2,2,2,vajl1108.tif,00049406.tif,2012,0,1,0,ORIGINAL,0451,07,01,19175,8100091,810,8,906,0,,Y,2,,2012-045103
04,6,51,VA,6,0,6,6,CB BOUY LINE,6633,51,1610,1110,0091,1,1,2,1,3,1,1550,4871,9996,2,2,4,10,0,0,1,0,1,0,0,6,3650,7550,5,50,76,1,1,1,vajl1110.tif,00049409.tif,2012,0,0,0,ORIGINAL,0452,07,04,19178,8100091,810,8,911,0,,Y,2,,2012-045201
04,6,51,VA,6,0,6,6,NORFOLK CANYON,6633,51,1725,1110,0091,1,1,1,2,2,1,1700,4711,9996,2,2,10,10,0,0,1,1,0,0,0,5,3705,7435,67,900,78,2,1,1,vajl1110.tif,00049411.tif,2012,0,0,0,ORIGINAL,0452,07,04,19178,8100091,810,8,912,0,,Y,1,,2012-045202
04,6,51,VA,6,0,6,6,NORFOLK CANYON,6633,51,1800,1110,0002,1,1,1,2,2,1,1745,4711,9996,2,2,10,7,0,0,1,1,0,0,0,5,3705,7435,63,135,74,2,1,1,vajl1110.tif,00049413.tif,2012,0,0,0,ORIGINAL,0452,07,04,19178,8100002,810,8,909,0,,Y,1,,2012-045203
04,6,51,VA,6,0,6,6,NORFOLK CANYON,6633,51,1850,1110,0091,1,1,1,2,2,1,1830,4711,9996,2,12,9,9,0,0,1,1,0,0,0,6,3705,7435,72,6000,78,2,1,1,vajl1110.tif,00049415.tif,2012,0,0,0,ORIGINAL,0452,07,04,19178,8100091,810,8,910,0,,Y,2,,2012-045204
04,6,51,VA,6,0,6,6,CIGAR,6633,51,1900,1110,0002,1,1,2,1,3,1,1835,7777,9996,2,2,8,8,0,0,1,1,0,0,0,4,3630,7450,60,300,75,2,1,1,vajl1110.tif,00049417.tif,2012,0,0,0,ORIGINAL,0452,07,04,19178,8100002,810,8,913,0,,Y,1,,2012-045205
04,6,24,MD,6,0,6,6,NORFOLK CANYON,6633,51,1810,2201,0088,3,1,2,1,3,1,1720,4691,9996,2,2,8,8,0,0,1,1,0,0,0,6,3705,7435,68,1200,76,2,1,2,vajl2201.tif,00049423.tif,2012,0,0,0,ORIGINAL,0454,07,02,19176,8100088,810,8,1007,0,,Y,2,,2012-045401
04,6,51,VA,6,0,6,6,DOCKSIDE BOUY,6633,51,1800,2201,0088,3,1,2,1,3,1,1730,4871,9996,2,1,4,5,0,0,1,1,0,0,0,3,3650,7558,4,60,78,1,1,1,vajl2201.tif,00049424.tif,2012,0,0,0,ORIGINAL,0454,07,02,19176,8100088,810,8,1008,0,,Y,2,,2012-045402
04,6,37,NC,6,0,6,6,NORFOLK CANYON,6633,51,1950,2201,0088,3,1,2,1,3,1,1925,2161,4656,2,12,7,10,0,0,1,1,0,0,0,6,3705,7435,67,1200,77,2,1,1,vajl2201.tif,00049426.tif,2012,0,1,0,ORIGINAL,0454,07,02,19176,8100088,810,8,1009,0,,Y,1,,2012-045403
04,6,51,VA,6,0,6,6,NORFOLK CANYON,7421,51,1800,2207,0088,3,1,1,2,3,1,1800,4656,9996,2,2,7,7,0,1,1,1,0,0,0,3,3705,7435,60,600,76,2,1,1,vajl2207.tif,00049430.tif,2012,0,0,0,ORIGINAL,0455,07,03,19177,8100088,810,8,1016,0,,Y,2,,2012-045501
04,6,51,VA,6,0,6,6,470 LINE,7421,51,1830,2207,0088,3,1,2,1,3,1,1830,4656,9996,2,2,11,8,0,0,1,1,0,0,0,6,9998,9998,55,300,75,2,1,1,vajl2207.tif,00049432.tif,2012,0,1,0,ORIGINAL,0455,07,03,19177,8100088,810,8,1017,0,,Y,2,,2012-045502
04,6,24,MD,6,0,6,6,HOT DOG,6936,24,1710,1202,1493,5,1,1,2,2,1,1645,4656,2161,2,2,9,7,0,1,1,1,0,0,0,5,3806,7417,50,300,80,2,1,1,mdjl1202.tif,00049436.tif,2012,0,0,0,ORIGINAL,0456,07,08,19182,0471493,047,7,300,0,,Y,2,,2012-045601
04,6,12,FL,6,0,6,6,BALTIMORE CANYON,6936,24,1715,1202,1493,5,1,2,1,3,6,1715,2161,9996,2,1,6,8,0,0,1,1,0,0,0,2,3814,7350,58,600,81,2,1,1,mdjl1202.tif,00049438.tif,2012,0,1,0,ORIGINAL,0456,07,08,19182,0471493,047,7,305,0,,N,2,,2012-045602
04,6,24,MD,6,0,6,ANCHOR FISHING,HOT DOG,6936,24,1730,1202,1493,5,1,1,2,2,1,1720,4656,9996,2,1,5,6,0,0,1,0,0,1,1,6,3806,7417,42,117,77,2,1,1,mdjl1202.tif,00049440.tif,2012,0,0,0,ORIGINAL,0456,07,08,19182,0471493,047,7,304,0,,Y,1,,2012-045603
04,6,24,MD,6,0,6,6,WASHINGTON CANYON,6936,24,1750,1202,1493,5,1,2,2,3,1,1715,4656,9996,2,2,12,8,0,1,1,1,0,0,0,6,3727,7427,60,600,80,2,1,1,mdjl1202.tif,00049442.tif,2012,0,0,0,ORIGINAL,0456,07,08,19182,0471493,047,7,302,0,,Y,2,,2012-045604
04,6,37,NC,6,0,6,6,BALTIMORE CANYON,6936,24,1810,1202,1493,5,1,2,1,3,1,1745,4656,9996,2,2,12,8,0,1,1,1,0,0,0,5,3814,7350,65,600,79,1,1,1,mdjl1202.tif,00049444.tif,2012,0,0,0,ORIGINAL,0456,07,08,19182,0471493,047,7,301,0,,Y,2,,2012-045605
04,6,10,DE,6,0,6,6,WASHINGTON CANYON,6936,24,1825,1202,1493,5,1,1,2,2,1,1800,4656,9996,2,2,11,8,0,1,1,1,0,0,0,6,3727,7427,65,600,79,1,1,1,mdjl1202.tif,00049446.tif,2012,1,0,0,ORIGINAL,0456,07,08,19182,0471493,047,7,299,0,,Y,1,,2012-045606
04,6,24,MD,6,0,6,6,BALTIMORE CANYON,6936,24,1835,1202,1493,5,1,1,2,2,1,1800,7777,9996,2,2,8,8,0,0,1,1,0,0,0,9,3806,7349,60,1800,78,2,1,1,mdjl1202.tif,00049448.tif,2012,0,0,0,ORIGINAL,0456,07,08,19182,0471493,047,7,303,1,Q23;,Y,2,,2012-045607
04,6,24,MD,6,0,6,6,BALTIMORE CANYON,6936,24,1845,1202,1493,5,1,2,1,3,6,1820,4656,9996,2,2,10,8,0,0,1,1,0,0,0,8,3806,7349,63,3000,76,1,1,1,mdjl1202.tif,00049450.tif,2012,0,1,0,ORIGINAL,0456,07,08,19182,0471493,047,7,306,0,,N,1,,2012-045608
04,6,10,DE,6,0,6,6,BALTIMORE CANYON,6783,24,1656,1205,0853,3,1,2,2,3,1,1648,4711,9996,2,12,8,7,0,1,1,1,0,0,0,6,3814,7350,56,390,78,2,1,1,mdjl1205.tif,00049454.tif,2012,0,0,0,ORIGINAL,0457,07,04,19178,0470853,047,7,314,0,,Y,1,,2012-045701
04,6,51,VA,6,0,6,6,WASHINGTON CANYON,6783,24,1803,1205,0853,3,1,2,1,3,1,1535,4711,9996,2,2,15,8,0,1,1,1,0,0,0,6,3727,7427,45,180,78,1,2,1,mdjl1205.tif,00049456.tif,2012,0,0,0,ORIGINAL,0457,07,04,19178,0470853,047,7,315,1,Q19;,Y,1,,2012-045702
04,6,12,FL,6,0,6,6,BALTIMORE CANYON,6936,24,1630,2106,1493,5,1,2,1,3,6,1615,4656,9996,2,12,10,8,0,1,1,1,0,0,0,4,3820,7345,55,300,78,1,1,1,mdjl2106.tif,00049460.tif,2012,0,1,0,ORIGINAL,0458,07,06,19180,0471493,047,7,386,0,,N,1,,2012-045801
04,6,10,DE,6,0,6,6,HOT DOG,6936,24,1640,2106,1493,5,1,1,2,2,1,1615,4656,9996,2,2,9,4,0,1,1,1,0,0,0,8,3806,7417,52,120,78,1,1,1,mdjl2106.tif,00049462.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,381,0,,Y,2,,2012-045802
04,6,24,MD,6,0,6,BOTTOM FISHING,HOT DOG,6936,24,1700,2106,1493,5,1,1,2,2,1,1645,4656,9996,2,1,4,5,0,1,1,1,0,0,1,4,3806,7417,38,125,81,2,1,1,mdjl2106.tif,00049464.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,374,0,,Y,1,,2012-045803
04,6,10,DE,6,0,6,6,POOR MANS CANYON,6936,24,1720,2106,1493,5,1,1,2,2,1,1700,4656,9996,2,2,12,8,0,1,1,1,0,0,0,5,3752,7406,50,600,78,2,1,1,mdjl2106.tif,00049466.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,370,0,,Y,1,,2012-045804
04,6,10,DE,6,0,6,6,BALTIMORE CANYON,6936,24,1745,2106,1493,5,1,2,1,3,1,1720,7777,9996,2,2,10,7,0,1,1,1,0,0,0,3,3820,7345,52,240,74,1,1,1,mdjl2106.tif,00049468.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,379,0,,Y,1,,2012-045805
04,6,24,MD,6,0,6,6,POOR MANS CANYON,6936,24,1750,2106,1493,5,1,1,2,2,1,1700,4656,9996,2,12,9,7,0,1,1,1,0,0,0,5,3752,7406,52,420,77,2,1,1,mdjl2106.tif,00049470.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,373,0,,Y,2,,2012-045806
04,6,10,DE,6,0,6,6,POOR MANS CANYON,6936,24,1800,2106,1493,5,1,1,2,2,1,1745,4656,9996,2,2,8,8,0,1,1,1,0,0,0,5,3752,7406,52,400,78,2,1,1,mdjl2106.tif,00049472.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,376,0,,Y,2,,2012-045807
04,6,10,DE,6,0,6,6,BALTIMORE CANYON,6936,24,1810,2106,1493,5,1,2,1,3,1,1730,4656,9996,2,2,12,9,0,1,1,1,0,0,0,5,3820,7345,55,360,78,1,1,1,mdjl2106.tif,00049474.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,377,0,,Y,2,,2012-045808
04,6,24,MD,6,0,6,6,POOR MANS CANYON,6936,24,1815,2106,1493,5,1,2,1,3,1,1800,4656,9996,2,2,12,12,0,1,1,1,0,0,0,6,3752,7406,52,390,78,1,1,1,mdjl2106.tif,00049476.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,378,0,,Y,2,,2012-045809
04,6,12,FL,6,1,6,6,NO NAME,6936,24,1820,2106,1493,5,1,2,2,3,6,1810,2161,9996,2,2,5,8,0,1,1,1,0,0,0,1,9998,9998,99,7000,81,2,1,2,mdjl2106.tif,00049478.tif,2012,0,1,0,ORIGINAL,0458,07,06,19180,0471493,047,7,384,1,Q26;,N,2,,2012-045810
04,6,24,MD,6,1,6,6,POOR MANS CANYON,6936,24,1825,2106,1493,5,1,2,1,3,1,1745,4656,9996,2,2,10,10,0,0,1,1,0,0,0,6,3752,7406,60,480,78,1,1,1,mdjl2106.tif,00049479.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,372,0,,Y,2,,2012-045811
04,6,37,NC,6,1,6,6,BALTIMORE CANYON,6936,24,1830,2106,1493,5,1,2,2,3,1,1800,4656,9996,2,2,12,10,0,0,1,1,0,0,0,6,3814,7350,57,480,78,2,1,1,mdjl2106.tif,00049481.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,382,0,,Y,2,,2012-045812
04,6,24,MD,6,1,6,6,POOR MANS CANYON,6936,24,1840,2106,1493,5,1,1,2,2,1,1815,4656,9996,2,1,6,10,0,0,1,1,0,0,0,6,3752,7406,62,350,75,2,1,1,mdjl2106.tif,00049483.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,383,0,,Y,2,,2012-045813
04,6,24,MD,6,1,6,6,BALTIMORE CANYON,6936,24,1850,2106,1493,5,1,2,1,3,6,1800,4656,9996,2,2,12,8,0,1,1,1,0,0,0,8,3814,7350,55,480,78,1,1,1,mdjl2106.tif,00049485.tif,2012,0,1,0,ORIGINAL,0458,07,06,19180,0471493,047,7,385,0,,N,2,,2012-045814
04,6,10,DE,6,1,6,6,POOR MANS CANYON,6936,24,1900,2106,1493,5,1,2,1,3,1,1830,4656,9996,2,12,7,10,0,1,1,1,0,0,0,4,3752,7406,55,360,78,2,1,1,mdjl2106.tif,00049487.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,371,0,,Y,2,,2012-045815
04,6,24,MD,6,1,6,6,WASHINGTON CANYON,6936,24,1910,2106,1493,5,1,1,2,2,1,1800,4656,9996,2,2,6,7,0,1,1,1,0,0,0,6,3727,7427,62,1200,82,2,1,1,mdjl2106.tif,00049489.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,375,0,,Y,2,,2012-045816
04,6,24,MD,6,1,6,6,POOR MANS CANYON,6936,24,1930,2106,1493,5,1,1,2,2,1,1830,4711,9996,2,2,10,7,0,1,1,1,0,0,0,2,3752,7406,60,300,78,2,1,1,mdjl2106.tif,00049491.tif,2012,0,0,0,ORIGINAL,0458,07,06,19180,0471493,047,7,380,0,,Y,2,,2012-045817
04,6,34,NJ,6,0,6,6,ELEPHANT TRUNK,7370,34,1825,1116,1131,11,1,1,2,2,1,1815,4711,1050,2,2,8,9,0,0,1,1,0,0,0,5,3835,7405,40,150,78,2,1,1,njjl1116.tif,00049496.tif,2012,0,0,0,ORIGINAL,0459,07,07,19181,0091131,009,5,665,0,,Y,1,,2012-045901
04,6,34,NJ,7,0,6,6,BALTIMORE CANYON,7370,34,1840,1116,1131,11,1,1,2,2,1,1828,4711,9996,1,1,9,8,0,1,1,1,0,0,0,6,3820,7345,62,400,79,2,2,1,njjl1116.tif,00049498.tif,2012,0,1,0,ORIGINAL,0459,07,07,19181,0091131,009,5,662,0,,Y,1,,2012-045902
04,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7370,34,1900,1116,1131,11,1,1,2,2,1,1700,4711,9996,2,12,8,8,0,1,1,1,0,0,0,5,3820,7345,72,360,80,2,2,1,njjl1116.tif,00049500.tif,2012,0,0,0,ORIGINAL,0459,07,07,19181,0091131,009,5,661,0,,Y,2,,2012-045903
04,6,34,NJ,7,0,6,6,BALTIMORE CANYON,7370,34,1915,1116,1131,11,1,1,2,2,1,1730,2161,9996,7,1,8,11,0,1,1,1,0,0,0,5,3820,7345,70,3000,78,2,1,1,njjl1116.tif,00049502.tif,2012,1,1,0,ORIGINAL,0459,07,07,19181,0091131,009,5,663,0,,Y,2,,2012-045904
04,6,12,FL,7,0,6,6,POOR MANS CANYON,7370,34,1930,1116,1131,11,1,8,8,2,6,1830,4711,9996,7,1,8,12,0,0,1,1,0,0,0,6,3752,7406,75,600,79,2,2,2,njjl1116.tif,00049504.tif,2012,0,1,0,ORIGINAL,0459,07,07,19181,0091131,009,5,666,0,,N,2,,2012-045905
04,6,34,NJ,6,0,6,6,BALTIMORE CANYON,7370,34,1945,1116,1131,11,1,1,2,2,1,1700,2161,9996,2,1,6,8,0,0,1,1,0,0,0,4,3806,7349,70,800,78,2,1,1,njjl1116.tif,00049505.tif,2012,0,1,0,ORIGINAL,0459,07,07,19181,0091131,009,5,664,0,,Y,2,,2012-045906
04,6,34,NJ,6,0,6,6,WILMINGTON CANYON,7370,34,2000,1116,1131,11,1,1,2,2,1,1830,2171,9996,2,2,6,38,0,1,1,1,0,0,0,5,3824,7327,78,1200,80,2,1,1,njjl1116.tif,00049507.tif,2012,0,0,0,ORIGINAL,0459,07,07,19181,0091131,009,5,667,1,Q20;,Y,2,,2012-045907
04,6,34,NJ,6,0,6,6,HOT DOG,7370,34,2015,1116,1131,11,1,1,2,2,7,1830,4670,1050,2,1,4,10,0,1,1,1,0,1,0,10,3806,7417,54,175,78,2,1,1,njjl1116.tif,00049509.tif,2012,1,1,0,REVISED,0459,07,07,19181,0091131,009,5,668,1,Q23;Q23;,Y,2,,2012-045908
04,6,34,NJ,6,0,6,6,WILMINGTON CANYON,7370,34,2035,1116,1131,11,1,1,2,2,6,1400,4711,9996,2,1,8,24,0,1,1,1,0,0,0,12,3824,7327,79,600,79,2,1,1,njjl1116.tif,00049511.tif,2012,0,1,0,ORIGINAL,0459,07,07,19181,0091131,009,5,669,1,Q15;Q23;Q23;,N,2,,2012-045909
04,6,34,NJ,6,0,6,JIGGING,HOT DOG,7361,34,1715,1119,1671,11,1,2,1,3,1,1700,4678,4711,2,2,5,8,0,1,1,0,0,1,1,3,3806,7417,52,120,79,2,1,1,njjl1119.tif,00049519.tif,2012,0,0,0,ORIGINAL,0461,07,08,19182,0091671,009,5,677,0,,Y,1,,2012-046101
04,6,34,NJ,6,0,6,6,HOT DOG,7361,34,1750,1119,1044,11,1,1,2,2,2,1730,4678,4711,2,12,4,7,0,1,1,0,0,1,0,4,3806,7417,50,130,75,1,1,1,njjl1119.tif,00049521.tif,2012,0,0,0,ORIGINAL,0461,07,08,19182,0091044,009,5,674,0,,Y,1,,2012-046102
