id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2003-004719,004719,2003,06,24,2201,19,4931,96,1,9996,28,0,0,9996
2003-004801,004801,2003,06,24,2209,01,4931,96,0,9996,1,0,0,9996
2003-004801,004801,2003,06,24,2209,01,3551,96,0,9996,2,0,0,9996
2003-004802,004802,2003,06,24,2209,02,4931,96,1,9996,1,1,0,9996
2003-004901,004901,2003,06,51,1109,01,4821,96,1,9996,0,0,0,9996
2003-004902,004902,2003,06,51,1109,02,3551,96,0,9996,1,0,0,9996
2003-005001,005001,2003,06,24,2109,01,3531,96,1,9996,0,0,0,9996
2003-005002,005002,2003,06,24,2109,02,4841,96,0,9996,1,0,0,9996
2003-005002,005002,2003,06,24,2109,02,3551,96,0,9996,1,0,0,9996
2003-005005,005005,2003,06,24,2109,05,4931,96,0,9996,3,0,0,9996
2003-005006,005006,2003,06,24,2109,06,4931,96,0,9996,3,0,0,9996
2003-005403,005403,2003,06,34,1217,03,4931,96,0,9996,3,0,0,9996
2003-005404,005404,2003,06,34,1217,04,4931,96,0,9996,2,0,0,9996
2003-005502,005502,2003,06,24,1110,02,4841,96,0,9996,2,0,0,9996
2003-006404,006404,2003,06,34,1208,04,4931,96,0,9996,1,0,0,9996
2003-006405,006405,2003,06,34,1208,05,4931,96,0,9996,1,0,0,9996
2003-006407,006407,2003,06,34,1208,07,4951,96,0,9996,1,0,0,9996
2003-006407,006407,2003,06,34,1208,07,4821,96,0,9996,1,0,0,9996
2003-006408,006408,2003,06,34,1208,08,3551,96,0,9996,1,0,0,9996
2003-006410,006410,2003,06,34,1208,10,4931,96,0,9996,3,0,0,9996
2003-006411,006411,2003,06,34,1208,11,4931,96,0,9996,1,0,0,9996
2003-006413,006413,2003,06,34,1208,13,4931,96,0,9996,4,0,0,9996
2003-006414,006414,2003,06,34,1208,14,4931,96,0,9996,2,0,0,9996
2003-006415,006415,2003,06,34,1208,15,4931,96,0,9996,1,0,0,9996
2003-006416,006416,2003,06,34,1208,16,4931,96,0,9996,11,0,0,9996
2003-006417,006417,2003,06,34,1208,17,4931,96,0,9996,5,0,0,9996
2003-006418,006418,2003,06,34,1208,18,4951,96,0,9996,1,0,0,9996
2003-006419,006419,2003,06,34,1208,19,4931,96,0,9996,7,0,0,9996
2003-006419,006419,2003,06,34,1208,19,3551,96,0,9996,2,0,0,9996
2003-006421,006421,2003,06,34,1208,21,4931,96,0,9996,1,0,0,9996
2003-006425,006425,2003,06,34,1208,25,4931,96,0,9996,1,0,0,9996
2003-006426,006426,2003,06,34,1208,26,3531,96,1,9996,0,0,0,9996
2003-006427,006427,2003,06,34,1208,27,4931,96,1,9996,0,0,0,9996
2003-006428,006428,2003,06,34,1208,28,4931,96,1,9996,7,0,0,9996
2003-006429,006429,2003,06,34,1208,29,3531,96,1,9996,0,0,0,9996
2003-006429,006429,2003,06,34,1208,29,4931,96,0,9996,2,0,0,9996
2003-006431,006431,2003,06,34,1208,31,4931,96,1,9996,1,0,0,9996
2003-006431,006431,2003,06,34,1208,31,3551,96,0,9996,1,0,0,9996
2003-006432,006432,2003,06,34,1208,32,4841,96,0,9996,1,0,0,9996
2003-006433,006433,2003,06,34,1208,33,4841,96,0,9996,2,0,0,9996
2003-006434,006434,2003,06,34,1208,34,4931,96,0,9996,1,0,0,9996
2003-006434,006434,2003,06,34,1208,34,3551,96,0,9996,1,0,0,9996
2003-006435,006435,2003,06,34,1208,35,4931,96,1,9996,0,0,0,9996
2003-006436,006436,2003,06,34,1208,36,4931,96,1,9996,3,0,0,9996
2003-006436,006436,2003,06,34,1208,36,3551,96,0,9996,1,0,0,9996
2003-006437,006437,2003,06,34,1208,37,4931,96,0,9996,1,0,0,9996
2003-006439,006439,2003,06,34,1208,39,3531,96,1,9996,0,0,0,9996
2003-006439,006439,2003,06,34,1208,39,4931,96,0,9996,2,0,0,9996
2003-006440,006440,2003,06,34,1208,40,4931,96,0,9996,20,0,0,9996
2003-006441,006441,2003,06,34,1208,41,4931,96,1,9996,0,0,0,9996
2003-006441,006441,2003,06,34,1208,41,3551,96,0,9996,1,0,0,9996
2003-006442,006442,2003,06,34,1208,42,3531,96,1,9996,0,0,0,9996
2003-006442,006442,2003,06,34,1208,42,4931,96,0,9996,2,0,0,9996
2003-006601,006601,2003,06,34,2201,01,4931,96,1,9996,1,0,0,9996
2003-006602,006602,2003,06,34,2201,02,4931,96,1,9996,0,0,0,9996
2003-006603,006603,2003,06,34,2201,03,4931,96,1,9996,1,0,0,9996
2003-006604,006604,2003,06,34,2201,04,3551,96,1,9996,0,0,0,9996
2003-006604,006604,2003,06,34,2201,04,4931,96,0,9996,8,0,0,9996
2003-006605,006605,2003,06,34,2201,05,4931,96,1,9996,1,0,0,9996
2003-006606,006606,2003,06,34,2201,06,4931,96,1,9996,1,0,0,9996
2003-006607,006607,2003,06,34,2201,07,4931,96,1,9996,5,0,0,9996
2003-006608,006608,2003,06,34,2201,08,4931,96,1,9996,14,0,0,9996
2003-006609,006609,2003,06,34,2201,09,4931,96,1,9996,0,0,0,9996
2003-006610,006610,2003,06,34,2201,10,4931,96,1,9996,3,0,0,9996
2003-006610,006610,2003,06,34,2201,10,4841,96,0,9996,1,0,0,9996
2003-006611,006611,2003,06,34,2201,11,4931,96,1,9996,0,0,0,9996
2003-006612,006612,2003,06,34,2201,12,4931,96,1,9996,4,0,0,9996
2003-006613,006613,2003,06,34,2201,13,4931,96,1,9996,14,0,0,9996
2003-006614,006614,2003,06,34,2201,14,4931,96,1,9996,7,0,0,9996
2003-006615,006615,2003,06,34,2201,15,4931,96,0,9996,4,0,0,9996
2003-006616,006616,2003,06,34,2201,16,4931,96,1,9996,1,0,0,9996
2003-006617,006617,2003,06,34,2201,17,4931,96,1,9996,26,0,0,9996
2003-006618,006618,2003,06,34,2201,18,4931,96,1,9996,8,0,0,9996
2003-006618,006618,2003,06,34,2201,18,3551,96,0,9996,2,0,0,9996
2003-006619,006619,2003,06,34,2201,19,4931,96,1,9996,10,0,0,9996
2003-006619,006619,2003,06,34,2201,19,3551,96,0,9996,1,0,0,9996
2003-006620,006620,2003,06,34,2201,20,4931,96,1,9996,3,0,0,9996
2003-006621,006621,2003,06,34,2201,21,4931,96,0,9996,6,0,0,9996
2003-006622,006622,2003,06,34,2201,22,4931,96,1,9996,2,0,0,9996
2003-006623,006623,2003,06,34,2201,23,4931,96,0,9996,1,0,0,9996
2003-006623,006623,2003,06,34,2201,23,3551,96,0,9996,1,0,0,9996
2003-006624,006624,2003,06,34,2201,24,4931,96,1,9996,5,0,0,9996
2003-006625,006625,2003,06,34,2201,25,4931,96,1,9996,0,0,0,9996
2003-006630,006630,2003,06,34,2201,30,4931,96,1,9996,0,0,0,9996
2003-006631,006631,2003,06,34,2201,31,4931,96,1,9996,2,0,0,9996
2003-006633,006633,2003,06,34,2201,33,4931,96,1,9996,2,0,0,9996
2003-006634,006634,2003,06,34,2201,34,4931,96,1,9996,3,0,0,9996
2003-006635,006635,2003,06,34,2201,35,4931,96,1,9996,3,0,0,9996
2003-006636,006636,2003,06,34,2201,36,4931,96,1,9996,2,0,0,9996
2003-006638,006638,2003,06,34,2201,38,4931,96,0,9996,1,0,0,9996
2003-006639,006639,2003,06,34,2201,39,4931,96,0,9996,3,0,0,9996
2003-006640,006640,2003,06,34,2201,40,4931,96,0,9996,4,0,0,9996
2003-006641,006641,2003,06,34,2201,41,4931,96,1,9996,12,0,0,9996
2003-006642,006642,2003,06,34,2201,42,4931,96,0,9996,2,0,0,9996
2003-006643,006643,2003,06,34,2201,43,4931,96,0,9996,4,0,0,9996
2003-006701,006701,2003,06,51,1208,01,4821,96,0,9996,1,0,0,9996
2003-006703,006703,2003,06,51,1208,03,4841,96,0,9996,1,0,0,9996
2003-006801,006801,2003,06,10,1103,01,4931,96,0,9996,6,0,0,9996
2003-006801,006801,2003,06,10,1103,01,4841,96,0,9996,1,0,0,9996
2003-007102,007102,2003,06,34,1215,02,4931,96,0,9996,2,0,0,9996
2003-007201,007201,2003,06,10,1202,01,3551,96,1,9996,1,0,0,9996
2003-007201,007201,2003,06,10,1202,01,4931,96,0,9996,26,0,0,9996
2003-007302,007302,2003,06,36,1202,02,3531,96,1,9996,0,0,0,9996
2003-007303,007303,2003,06,36,1202,03,4931,96,0,9996,12,0,0,9996
2003-007401,007401,2003,06,36,2101,01,4931,96,0,9996,1,0,0,9996
2003-007403,007403,2003,06,36,2101,03,4931,96,0,9996,2,0,0,9996
2003-007404,007404,2003,06,36,2101,04,4931,96,0,9996,3,0,0,9996
2003-007405,007405,2003,06,36,2101,05,4931,96,0,9996,1,0,0,9996
2003-007406,007406,2003,06,36,2101,06,4931,96,0,9996,3,0,0,9996
2003-007407,007407,2003,06,36,2101,07,4931,96,0,9996,2,0,0,9996
2003-007409,007409,2003,06,36,2101,09,4931,96,0,9996,4,0,0,9996
2003-007410,007410,2003,06,36,2101,10,4931,96,0,9996,1,0,0,9996
2003-007411,007411,2003,06,36,2101,11,4931,96,0,9996,6,0,0,9996
2003-007412,007412,2003,06,36,2101,12,4931,96,0,9996,2,0,0,9996
2003-007413,007413,2003,06,36,2101,13,4931,96,0,9996,6,0,0,9996
2003-007414,007414,2003,06,36,2101,14,4931,96,0,9996,4,0,0,9996
2003-007415,007415,2003,06,36,2101,15,4931,96,0,9996,4,0,0,9996
2003-007601,007601,2003,06,24,1209,01,4931,96,0,9996,7,0,0,9996
2003-007602,007602,2003,06,24,1209,02,4931,96,1,9996,12,0,0,9996
2003-007603,007603,2003,06,24,1209,03,4677,96,1,9996,0,0,0,9996
2003-007604,007604,2003,06,24,1209,04,3551,96,1,9996,0,0,0,9996
2003-007604,007604,2003,06,24,1209,04,4931,96,0,9996,2,0,0,9996
2003-007605,007605,2003,06,24,1209,05,4677,96,3,9996,0,0,0,9996
2003-007605,007605,2003,06,24,1209,05,1050,96,1,9996,0,0,0,9996
2003-007701,007701,2003,06,24,1104,01,3491,96,0,9996,1,0,0,9996
2003-007702,007702,2003,06,24,1104,02,3551,96,1,9996,0,0,0,9996
2003-007704,007704,2003,06,24,1104,04,4931,96,0,9996,2,0,0,9996
2003-007704,007704,2003,06,24,1104,04,4841,96,0,9996,3,0,0,9996
2003-007704,007704,2003,06,24,1104,04,3551,96,0,9996,1,0,0,9996
2003-007705,007705,2003,06,24,1104,05,3551,96,1,9996,0,0,0,9996
2003-007706,007706,2003,06,24,1104,06,3551,96,1,9996,1,0,0,9996
2003-007706,007706,2003,06,24,1104,06,4931,96,0,9996,2,0,0,9996
2003-007707,007707,2003,06,24,1104,07,3551,96,1,9996,2,0,0,9996
2003-007707,007707,2003,06,24,1104,07,4951,96,0,9996,1,0,0,9996
2003-007708,007708,2003,06,24,1104,08,4931,96,0,9996,5,0,0,9996
2003-007709,007709,2003,06,24,1104,09,4931,96,0,9996,1,0,0,9996
2003-007709,007709,2003,06,24,1104,09,3551,96,0,9996,4,0,0,9996
2003-007801,007801,2003,06,34,1101,01,3531,96,1,9996,0,0,0,9996
2003-007801,007801,2003,06,34,1101,01,4931,96,0,9996,8,0,0,9996
2003-007802,007802,2003,06,34,1101,02,4931,96,0,9996,5,0,0,9996
2003-007802,007802,2003,06,34,1101,02,3551,96,0,9996,1,0,0,9996
2003-007803,007803,2003,06,34,1101,03,3551,96,1,9996,0,0,0,9996
2003-007803,007803,2003,06,34,1101,03,4931,96,0,9996,13,0,0,9996
2003-007804,007804,2003,06,34,1101,04,3551,96,1,9996,0,0,0,9996
2003-007804,007804,2003,06,34,1101,04,4931,96,0,9996,3,0,0,9996
2003-007805,007805,2003,06,34,1101,05,4931,96,0,9996,8,0,0,9996
2003-007901,007901,2003,06,34,1104,01,4931,96,0,9996,2,0,0,9996
2003-007901,007901,2003,06,34,1104,01,230,BLUEFISH,0,9996,6,0,0,9996
2003-008001,008001,2003,06,34,2213,01,4677,96,1,9996,1,0,0,9996
2003-008001,008001,2003,06,34,2213,01,4661,96,0,9996,2,0,0,9996
2003-008101,008101,2003,06,36,2207,01,4931,96,0,9996,3,0,0,9996
2003-008201,008201,2003,06,24,1208,01,3551,96,1,9996,1,0,0,9996
2003-008202,008202,2003,06,24,1208,02,4931,96,0,9996,1,0,0,9996
2003-008202,008202,2003,06,24,1208,02,3551,96,0,9996,2,0,0,9996
2003-008204,008204,2003,06,24,1208,04,3551,96,1,9996,1,0,0,9996
2003-008204,008204,2003,06,24,1208,04,4931,96,0,9996,10,0,0,9996
2003-008205,008205,2003,06,24,1208,05,4931,96,0,9996,1,0,0,9996
2003-008206,008206,2003,06,24,1208,06,4677,96,1,9996,0,0,0,9996
2003-008206,008206,2003,06,24,1208,06,4701,96,0,9996,1,0,0,9996
2003-008207,008207,2003,06,24,1208,07,3551,96,1,9996,0,0,0,9996
2003-008207,008207,2003,06,24,1208,07,4931,96,0,9996,5,0,0,9996
2003-008208,008208,2003,06,24,1208,08,3551,96,0,9996,2,0,0,9996
2003-008209,008209,2003,06,24,1208,09,4841,96,0,9996,2,0,0,9996
2003-008209,008209,2003,06,24,1208,09,3551,96,0,9996,2,0,0,9996
2003-008301,008301,2003,06,51,1213,01,230,BLUEFISH,3,9996,0,0,0,9996
2003-008301,008301,2003,06,51,1213,01,1940,96,1,9996,0,0,0,9996
2003-008302,008302,2003,06,51,1213,02,230,BLUEFISH,13,9996,0,0,0,9996
2003-008302,008302,2003,06,51,1213,02,1940,96,5,9996,0,0,0,9996
2003-008302,008302,2003,06,51,1213,02,4701,96,1,9996,0,0,0,9996
2003-008302,008302,2003,06,51,1213,02,4661,96,1,9996,0,0,0,9996
2003-008302,008302,2003,06,51,1213,02,3840,SPANISH MACKEREL,1,9996,1,0,0,9996
2003-008501,008501,2003,06,51,2204,01,3840,SPANISH MACKEREL,2,9996,0,0,0,9996
2003-008501,008501,2003,06,51,2204,01,4677,96,1,9996,0,0,0,9996
2003-008502,008502,2003,06,51,2204,02,4711,96,2,9996,0,0,0,9996
2003-008901,008901,2003,06,10,2202,01,4711,96,1,9996,0,0,0,9996
2003-008902,008902,2003,06,10,2202,02,4661,96,0,9996,1,0,0,9996
2003-009001,009001,2003,06,36,2202,01,4931,96,0,9996,2,0,0,9996
2003-009102,009102,2003,06,51,2201,02,4677,96,2,9996,0,0,0,9996
2003-009104,009104,2003,06,51,2201,04,4677,96,1,9996,0,0,0,9996
2003-009301,009301,2003,06,24,2108,01,4931,96,0,9996,8,0,0,9996
2003-009301,009301,2003,06,24,2108,01,3551,96,0,9996,1,0,0,9996
2003-010201,010201,2003,06,51,2104,01,4711,96,10,9996,0,0,0,9996
2003-010302,010302,2003,06,10,2205,02,3551,96,1,9996,0,0,0,9996
2003-010304,010304,2003,06,10,2205,04,3551,96,0,9996,1,0,0,9996
2003-010402,010402,2003,06,36,2109,02,4931,96,0,9996,3,0,0,9996
2003-010501,010501,2003,06,36,2204,01,4931,96,0,9996,8,0,0,9996
2003-010601,010601,2003,06,51,2210,01,4711,96,18,9996,0,0,0,9996
2003-010602,010602,2003,06,51,2210,02,4711,96,9,9996,0,0,0,9996
2003-010701,010701,2003,06,34,2107,01,4931,96,1,9996,0,0,0,9996
2003-010801,010801,2003,06,24,1205,01,4931,96,0,9996,1,0,0,9996
2003-010801,010801,2003,06,24,1205,01,3551,96,0,9996,1,0,0,9996
2003-010901,010901,2003,06,24,2205,01,4677,96,0,9996,5,0,0,9996
2003-010902,010902,2003,06,24,2205,02,4711,96,1,9996,0,0,0,9996
2003-011002,011002,2003,06,10,2104,02,1050,96,2,9996,0,0,0,9996
2003-011101,011101,2003,06,24,2101,01,230,BLUEFISH,40,9996,0,0,0,9996
2003-011101,011101,2003,06,24,2101,01,4677,96,3,9996,0,0,0,9996
2003-011302,011302,2003,06,51,2209,02,4711,96,4,9996,1,0,0,9996
2003-011303,011303,2003,06,51,2209,03,4701,96,0,9996,1,0,0,9996
2003-011303,011303,2003,06,51,2209,03,1940,96,0,9996,1,0,0,9996
2003-011304,011304,2003,06,51,2209,04,4701,96,0,9996,1,0,0,9996
2003-011304,011304,2003,06,51,2209,04,4681,96,0,9996,1,0,0,9996
2003-011501,011501,2003,06,10,2102,01,4931,96,0,9996,3,0,0,9996
2003-011501,011501,2003,06,10,2102,01,3551,96,0,9996,2,0,0,9996
2003-011502,011502,2003,06,10,2102,02,4677,96,3,9996,0,0,0,9996
2003-011502,011502,2003,06,10,2102,02,3551,96,1,9996,0,0,0,9996
2003-011502,011502,2003,06,10,2102,02,1050,96,1,9996,0,0,0,9996
2003-011504,011504,2003,06,10,2102,04,3551,96,1,9996,0,0,0,9996
2003-011504,011504,2003,06,10,2102,04,4931,96,0,9996,3,0,0,9996
2003-011506,011506,2003,06,10,2102,06,4711,96,2,9996,0,0,0,9996
2003-011506,011506,2003,06,10,2102,06,1050,96,1,9996,0,0,0,9996
2003-011507,011507,2003,06,10,2102,07,4931,96,0,9996,6,0,0,9996
2003-011508,011508,2003,06,10,2102,08,4931,96,0,9996,1,0,0,9996
2003-011801,011801,2003,06,36,1209,01,4931,96,0,9996,1,0,0,9996
2003-011802,011802,2003,06,36,1209,02,4931,96,0,9996,2,0,0,9996
2003-011901,011901,2003,06,51,1202,01,1050,96,1,9996,0,0,0,9996
2003-011902,011902,2003,06,51,1202,02,4711,96,3,9996,0,0,0,9996
2003-011903,011903,2003,06,51,1202,03,4711,96,3,9996,0,0,0,9996
2003-011904,011904,2003,06,51,1202,04,4711,96,2,9996,0,0,0,9996
2003-011904,011904,2003,06,51,1202,04,30,96,1,9996,0,0,0,9996
2003-011905,011905,2003,06,51,1202,05,4711,96,4,9996,2,1,0,9996
2003-011906,011906,2003,06,51,1202,06,4711,96,3,9996,0,0,0,9996
2003-011906,011906,2003,06,51,1202,06,3551,96,1,9996,0,0,0,9996
2003-011907,011907,2003,06,51,1202,07,4711,96,4,9996,0,0,0,9996
2003-011907,011907,2003,06,51,1202,07,1050,96,1,9996,0,0,0,9996
2003-012002,012002,2003,06,10,1101,02,1050,96,2,9996,0,0,0,9996
2003-012002,012002,2003,06,10,1101,02,4931,96,0,9996,1,0,0,9996
2003-012002,012002,2003,06,10,1101,02,4711,96,0,9996,1,0,0,9996
2003-012002,012002,2003,06,10,1101,02,3551,96,0,9996,1,0,0,9996
2003-012003,012003,2003,06,10,1101,03,230,BLUEFISH,7,9996,3,0,0,9996
2003-012004,012004,2003,06,10,1101,04,1050,96,2,9996,0,0,0,9996
2003-012004,012004,2003,06,10,1101,04,3551,96,1,9996,0,0,0,9996
2003-012006,012006,2003,06,10,1101,06,4711,96,2,9996,0,0,0,9996
2003-012006,012006,2003,06,10,1101,06,1050,96,1,9996,0,0,0,9996
2003-012008,012008,2003,06,10,1101,08,4931,96,0,9996,3,0,0,9996
2003-012008,012008,2003,06,10,1101,08,3551,96,0,9996,1,0,0,9996
2003-012011,012011,2003,06,10,1101,11,4711,96,4,9996,0,0,0,9996
2003-012101,012101,2003,06,24,1103,01,3551,96,1,9996,1,0,0,9996
2003-012102,012102,2003,06,24,1103,02,4677,96,2,9996,0,0,0,9996
2003-012103,012103,2003,06,24,1103,03,4711,96,4,9996,0,0,0,9996
2003-012103,012103,2003,06,24,1103,03,1050,96,2,9996,0,0,0,9996
2003-012103,012103,2003,06,24,1103,03,4678,96,1,9996,0,0,0,9996
2003-012203,012203,2003,06,51,1112,03,4677,96,2,9996,0,0,0,9996
2003-012301,012301,2003,06,34,1206,01,230,BLUEFISH,1,9996,0,0,0,9996
2003-012401,012401,2003,06,36,1201,01,4931,96,0,9996,6,0,0,9996
2003-012403,012403,2003,06,36,1201,03,4931,96,0,9996,3,0,0,9996
2003-012404,012404,2003,06,36,1201,04,4931,96,0,9996,2,0,0,9996
2003-012903,012903,2003,06,24,2103,03,4677,96,1,9996,0,0,0,9996
2003-013001,013001,2003,06,36,1103,01,4931,96,0,9996,6,0,0,9996
2003-013002,013002,2003,06,36,1103,02,4931,96,0,9996,8,0,0,9996
2003-013003,013003,2003,06,36,1103,03,4931,96,0,9996,1,0,0,9996
2003-013004,013004,2003,06,36,1103,04,4931,96,0,9996,3,0,0,9996
2003-013005,013005,2003,06,36,1103,05,4931,96,0,9996,1,0,0,9996
2003-013006,013006,2003,06,36,1103,06,4931,96,0,9996,6,0,0,9996
2003-013007,013007,2003,06,36,1103,07,4931,96,0,9996,3,0,0,9996
2003-013101,013101,2003,06,34,1209,01,4677,96,0,9996,6,0,0,9996
2003-013105,013105,2003,06,34,1209,05,3551,96,1,9996,0,0,0,9996
2003-013106,013106,2003,06,34,1209,06,4931,96,0,9996,6,0,0,9996
2003-013107,013107,2003,06,34,1209,07,4931,96,0,9996,6,0,0,9996
2003-013107,013107,2003,06,34,1209,07,3551,96,0,9996,1,0,0,9996
2003-013201,013201,2003,06,36,1111,01,4931,96,1,9996,0,0,0,9996
2003-013202,013202,2003,06,36,1111,02,4931,96,0,9996,3,0,0,9996
2003-013203,013203,2003,06,36,1111,03,4931,96,1,9996,0,0,0,9996
2003-013301,013301,2003,06,24,2207,01,4677,96,3,9996,0,0,0,9996
2003-013302,013302,2003,06,24,2207,02,4711,96,10,9996,2,0,0,9996
2003-013303,013303,2003,06,24,2207,03,4931,96,0,9996,1,0,0,9996
2003-013304,013304,2003,06,24,2207,04,4841,96,0,9996,1,0,0,9996
2003-013305,013305,2003,06,24,2207,05,3551,96,1,9996,0,0,0,9996
2003-013401,013401,2003,06,51,1105,01,4711,96,12,9996,0,0,0,9996
2003-013501,013501,2003,06,24,1109,01,4931,96,0,9996,3,0,0,9996
2003-013504,013504,2003,06,24,1109,04,3551,96,1,9996,2,0,0,9996
2003-013504,013504,2003,06,24,1109,04,4931,96,0,9996,10,0,0,9996
2003-013505,013505,2003,06,24,1109,05,3551,96,0,9996,1,0,0,9996
2003-013506,013506,2003,06,24,1109,06,4711,96,4,9996,0,0,0,9996
2003-013506,013506,2003,06,24,1109,06,1050,96,1,9996,0,0,0,9996
2003-013508,013508,2003,06,24,1109,08,4677,96,1,9996,0,0,0,9996
2003-013601,013601,2003,06,24,1202,01,1050,96,1,9996,0,0,0,9996
2003-013603,013603,2003,06,24,1202,03,3551,96,1,9996,1,0,0,9996
2003-013603,013603,2003,06,24,1202,03,4931,96,0,9996,4,0,0,9996
2003-013604,013604,2003,06,24,1202,04,1050,96,2,9996,0,0,0,9996
2003-013604,013604,2003,06,24,1202,04,4678,96,1,9996,0,0,0,9996
2003-013801,013801,2003,06,34,2101,01,4841,96,0,9996,1,0,0,9996
2003-013801,013801,2003,06,34,2101,01,3551,96,0,9996,1,0,0,9996
2003-013803,013803,2003,06,34,2101,03,3551,96,1,9996,0,0,0,9996
2003-013803,013803,2003,06,34,2101,03,4931,96,0,9996,2,0,0,9996
2003-013804,013804,2003,06,34,2101,04,3551,96,1,9996,0,0,0,9996
2003-014001,014001,2003,06,36,1101,01,4328,96,0,9996,8,0,0,9996
2003-014003,014003,2003,06,36,1101,03,4931,96,0,9996,1,0,0,9996
2003-014004,014004,2003,06,36,1101,04,4931,96,0,9996,1,0,0,9996
2003-014005,014005,2003,06,36,1101,05,4931,96,0,9996,14,0,0,9996
2003-014601,014601,2003,06,36,2104,01,3531,96,1,9996,0,0,0,9996
