tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,alive,othlp,species,batch,row,kept,observe,dead,sell,weighed,q11a,id
067003,24,03,2104,390,0,,6936,5,1,4,2019,07,19,0471493,0,0,2,MDJL2104.pdf,00136463.tif,ORIGINAL,1,BLUE MARLIN,2171,0670,1,0,0,0,0,0,3,2019-067003
067004,24,04,2104,391,0,,6936,5,1,4,2019,07,19,0471493,0,0,2,MDJL2104.pdf,00136465.tif,ORIGINAL,0,DOLPHIN,1050,0670,1,2,2,0,0,0,2,2019-067004
067004,24,04,2104,392,0,,6936,5,1,4,2019,07,19,0471493,0,0,2,MDJL2104.pdf,00136465.tif,ORIGINAL,0,GOLDEN TILEFISH,4467,0670,2,12,12,0,0,0,2,2019-067004
067005,24,05,2104,393,0,,6936,5,1,3,2019,07,19,0471493,0,0,2,MDJL2104.pdf,00136467.tif,ORIGINAL,0,DOLPHIN,1050,0670,1,5,5,0,0,0,3,2019-067005
067006,24,06,2104,394,0,,6936,5,1,4,2019,07,19,0471493,0,0,2,MDJL2104.pdf,00136469.tif,ORIGINAL,0,DOLPHIN,1050,0670,1,3,3,0,0,0,3,2019-067006
067006,24,06,2104,395,0,,6936,5,1,4,2019,07,19,0471493,0,0,2,MDJL2104.pdf,00136469.tif,ORIGINAL,1,WHITE MARLIN,2161,0670,2,0,0,0,0,0,3,2019-067006
036901,24,01,2106,396,0,,6936,5,1,6,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134578.tif,ORIGINAL,0,DOLPHIN,1050,0369,2,1,1,0,0,0,3,2019-036901
036901,24,01,2106,397,0,,6936,5,1,6,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134578.tif,ORIGINAL,2,YFT,4711,0369,1,7,7,0,0,0,3,2019-036901
036902,24,02,2106,398,0,,6936,5,1,6,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134580.tif,ORIGINAL,0,DOLPHIN,1050,0369,2,1,1,0,0,0,3,2019-036902
036902,24,02,2106,399,0,,6936,5,1,6,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134580.tif,ORIGINAL,0,SKIPJACK TUNA,4661,0369,3,1,1,0,0,0,3,2019-036902
036902,24,02,2106,400,0,,6936,5,1,6,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134580.tif,ORIGINAL,0,YFT,4711,0369,1,3,3,0,0,0,3,2019-036902
036903,24,03,2106,401,0,,6936,5,1,4,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134582.tif,ORIGINAL,0,DOLPHIN,1050,0369,3,3,3,0,0,0,3,2019-036903
036903,24,03,2106,402,0,,6936,5,1,4,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134582.tif,ORIGINAL,1,BLUE MARLIN,2171,0369,1,0,0,0,0,0,3,2019-036903
036903,24,03,2106,403,0,,6936,5,1,4,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134582.tif,ORIGINAL,0,YFT,4711,0369,2,1,1,0,0,0,3,2019-036903
036904,24,04,2106,404,0,,6936,5,1,4,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134584.tif,ORIGINAL,1,WHITE MARLIN,2161,0369,1,0,0,0,0,0,3,2019-036904
036904,24,04,2106,405,0,,6936,5,1,4,2019,07,02,0471493,0,0,1,MDJL2106.pdf,00134584.tif,ORIGINAL,0,YFT,4711,0369,2,4,4,0,0,0,3,2019-036904
036905,24,05,2106,406,0,,6936,5,1,6,2019,07,02,0471493,0,0,2,MDJL2106.pdf,00134586.tif,ORIGINAL,1,YFT,4711,0369,1,5,5,0,0,0,3,2019-036905
048202,24,02,2107,407,0,,6555,4,3,2,2019,07,10,0470856,1,1,2,MDJL2107.pdf,00135180.tif,ORIGINAL,0,BFT LARGE SCHOOL,4678,0482,1,1,0,0,0,0,2,2019-048202
048203,24,03,2107,408,0,,6555,4,3,2,2019,07,10,0470856,0,0,2,MDJL2107.pdf,00135182.tif,ORIGINAL,0,DOLPHIN,1050,0482,1,4,0,0,0,0,2,2019-048203
048204,24,04,2107,409,0,,6555,4,3,3,2019,07,10,0470856,0,0,2,MDJL2107.pdf,00135184.tif,ORIGINAL,0,DOLPHIN,1050,0482,2,7,0,0,0,0,2,2019-048204
048204,24,04,2107,410,0,,6555,4,3,3,2019,07,10,0470856,0,0,2,MDJL2107.pdf,00135184.tif,ORIGINAL,1,WHITE MARLIN,2161,0482,1,0,0,0,0,0,2,2019-048204
048204,24,04,2107,411,0,,6555,4,3,3,2019,07,10,0470856,0,0,2,MDJL2107.pdf,00135184.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0482,3,9,0,0,0,0,2,2019-048204
051301,24,01,2108,412,0,,6936,5,1,4,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135340.tif,ORIGINAL,0,DOLPHIN,1050,0513,3,2,2,0,0,0,3,2019-051301
051301,24,01,2108,413,1,CAUGHT OUT OF AREA;,6936,5,1,4,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135340.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0513,2,3,3,0,0,0,3,2019-051301
051301,24,01,2108,414,0,,6936,5,1,4,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135340.tif,ORIGINAL,1,BFT LARGE SCHOOL,4678,0513,1,1,1,0,0,1,3,2019-051301
051302,24,02,2108,415,0,,6936,5,1,3,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135342.tif,ORIGINAL,0,YFT,4711,0513,1,3,3,0,0,3,2,2019-051302
051303,24,03,2108,416,0,,6936,5,1,4,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135344.tif,ORIGINAL,0,YFT,4711,0513,1,5,5,0,0,5,2,2019-051303
051304,24,04,2108,417,0,,6936,5,1,5,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135346.tif,ORIGINAL,2,WHITE MARLIN,2161,0513,1,0,0,0,0,0,3,2019-051304
051305,24,05,2108,418,0,,6936,5,1,9,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135348.tif,ORIGINAL,2,WHITE MARLIN,2161,0513,1,0,0,0,0,0,3,2019-051305
051305,24,05,2108,419,0,,6936,5,1,9,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135348.tif,ORIGINAL,0,WAHOO,4720,0513,2,1,1,0,0,1,3,2019-051305
051306,24,06,2108,420,1,CAUGHT OUT OF AREA;ALIVE;,6936,5,1,5,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135350.tif,ORIGINAL,1,BFT GIANT,4671,0513,1,0,0,0,0,0,2,2019-051306
051307,24,07,2108,421,0,,6936,5,1,6,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135352.tif,ORIGINAL,2,WHITE MARLIN,2161,0513,1,0,0,0,0,0,2,2019-051307
051307,24,07,2108,422,0,,6936,5,1,6,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135352.tif,ORIGINAL,0,BFT LARGE SCHOOL,4678,0513,2,1,1,0,0,1,2,2019-051307
051308,24,08,2108,423,0,,6936,5,1,3,2019,07,12,0471493,0,0,2,MDJL2108.pdf,00135354.tif,ORIGINAL,0,DOLPHIN,1050,0513,1,1,0,0,0,0,2,2019-051308
051401,24,01,2109,424,0,,6555,4,3,3,2019,07,12,0470856,0,0,2,MDJL2109.pdf,00135358.tif,ORIGINAL,0,BLUEFISH,230,0514,4,30,0,0,0,0,2,2019-051401
051401,24,01,2109,425,0,,6555,4,3,3,2019,07,12,0470856,0,0,2,MDJL2109.pdf,00135358.tif,ORIGINAL,0,SPANISH MACKEREL,3840,0514,3,4,0,0,0,0,2,2019-051401
051401,24,01,2109,426,0,,6555,4,3,3,2019,07,12,0470856,0,0,2,MDJL2109.pdf,00135358.tif,ORIGINAL,0,LITTLE TUNNY,4681,0514,2,4,0,0,0,0,2,2019-051401
051402,24,02,2109,427,0,,6555,4,3,4,2019,07,12,0470856,0,0,2,MDJL2109.pdf,00135360.tif,ORIGINAL,0,ATLANTIC BONITO,330,0514,1,1,0,0,0,0,3,2019-051402
051402,24,02,2109,428,0,,6555,4,3,4,2019,07,12,0470856,0,0,2,MDJL2109.pdf,00135360.tif,ORIGINAL,0,KING MACKEREL,1940,0514,2,2,0,0,0,0,3,2019-051402
056101,24,01,2110,429,0,,6936,5,1,5,2019,07,15,0471493,0,0,1,MDJL2110.pdf,00135811.tif,ORIGINAL,0,YFT,4711,0561,1,5,5,0,0,0,3,2019-056101
056102,24,02,2110,430,0,,6936,5,1,4,2019,07,15,0471493,0,0,2,MDJL2110.pdf,00135813.tif,ORIGINAL,0,DOLPHIN,1050,0561,2,5,5,0,0,0,2,2019-056102
056102,24,02,2110,431,0,,6936,5,1,4,2019,07,15,0471493,0,0,2,MDJL2110.pdf,00135813.tif,ORIGINAL,0,YFT,4711,0561,1,1,1,0,0,0,2,2019-056102
056103,24,03,2110,432,0,,6936,5,1,7,2019,07,15,0471493,0,0,2,MDJL2110.pdf,00135815.tif,ORIGINAL,3,WHITE MARLIN,2161,0561,1,0,0,0,0,0,3,2019-056103
058601,24,01,2111,433,1,ALIVE;,6447,3,1,3,2019,07,17,0470853,0,0,2,MDJL2111.pdf,00135971.tif,ORIGINAL,2,SAND TIGER,3491,0586,1,0,0,0,0,0,3,2019-058601
067102,24,02,2112,434,0,,7778,7,1,5,2019,07,19,0470938,1,0,2,MDJL2112.pdf,00136474.tif,ORIGINAL,1,WHITE MARLIN,2161,0671,1,0,0,0,0,0,3,2019-067102
067103,24,03,2112,435,0,,7778,7,1,6,2019,07,19,0470938,0,0,1,MDJL2112.pdf,00136476.tif,ORIGINAL,0,YFT,4711,0671,1,1,1,0,0,0,2,2019-067103
037001,24,01,2201,436,0,,6447,3,1,6,2019,07,01,0470853,0,0,2,MDJL2201.pdf,00134590.tif,ORIGINAL,0,DOLPHIN,1050,0370,1,3,0,0,0,0,3,2019-037001
037001,24,01,2201,437,0,,6447,3,1,6,2019,07,01,0470853,0,0,2,MDJL2201.pdf,00134590.tif,ORIGINAL,1,SHORTFIN MAKO SHARK,3551,0370,2,0,0,0,0,0,3,2019-037001
037002,24,02,2201,438,0,,6447,3,1,4,2019,07,01,0470853,0,0,2,MDJL2201.pdf,00134592.tif,ORIGINAL,0,DOLPHIN,1050,0370,1,1,0,0,0,0,2,2019-037002
037003,24,03,2201,439,0,,6447,3,1,6,2019,07,01,0470853,0,0,2,MDJL2201.pdf,00134594.tif,ORIGINAL,0,DOLPHIN,1050,0370,2,2,0,0,0,0,3,2019-037003
037003,24,03,2201,440,0,,6447,3,1,6,2019,07,01,0470853,0,0,2,MDJL2201.pdf,00134594.tif,ORIGINAL,2,YFT,4711,0370,1,1,0,0,0,0,3,2019-037003
037004,24,04,2201,441,0,,6447,3,1,6,2019,07,01,0470853,0,0,2,MDJL2201.pdf,00134596.tif,ORIGINAL,1,YFT,4711,0370,1,3,0,0,0,0,3,2019-037004
051501,24,01,2202,442,0,,6447,3,1,3,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135364.tif,ORIGINAL,1,BLUEFISH,230,0515,4,0,0,0,0,0,3,2019-051501
051501,24,01,2202,443,1,ALIVE;,6447,3,1,3,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135364.tif,ORIGINAL,1,SAND TIGER,3491,0515,3,0,0,0,0,0,3,2019-051501
051501,24,01,2202,444,0,,6447,3,1,3,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135364.tif,ORIGINAL,1,SANDBAR SHARK,4821,0515,2,0,0,0,0,0,3,2019-051501
051501,24,01,2202,445,0,,6447,3,1,3,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135364.tif,ORIGINAL,8,ATLANTIC SHARPNOSE SHARK,4941,0515,1,0,0,0,0,0,3,2019-051501
051502,24,02,2202,446,0,,6447,3,1,6,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135366.tif,ORIGINAL,0,DOLPHIN,1050,0515,3,2,0,0,0,0,3,2019-051502
051502,24,02,2202,447,0,,6447,3,1,6,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135366.tif,ORIGINAL,0,BFT SMALL MEDIUM,4676,0515,1,1,0,0,0,1,3,2019-051502
051502,24,02,2202,448,0,,6447,3,1,6,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135366.tif,ORIGINAL,2,YFT,4711,0515,2,0,0,0,0,0,3,2019-051502
051503,24,03,2202,449,0,,6447,3,1,6,2019,07,12,0470853,0,0,2,MDJL2202.pdf,00135368.tif,ORIGINAL,0,DOLPHIN,1050,0515,1,1,0,0,0,0,3,2019-051503
048301,24,01,2203,450,0,,6936,5,1,5,2019,07,10,0471493,0,0,1,MDJL2203.pdf,00135188.tif,ORIGINAL,0,DOLPHIN,1050,0483,2,4,4,0,0,0,3,2019-048301
048301,24,01,2203,451,0,,6936,5,1,5,2019,07,10,0471493,0,0,1,MDJL2203.pdf,00135188.tif,ORIGINAL,0,YFT,4711,0483,1,1,1,0,0,0,3,2019-048301
048302,24,02,2203,452,0,,6936,5,1,5,2019,07,10,0471493,0,0,2,MDJL2203.pdf,00135190.tif,ORIGINAL,0,DOLPHIN,1050,0483,2,3,3,0,0,0,3,2019-048302
048302,24,02,2203,453,0,,6936,5,1,5,2019,07,10,0471493,0,0,2,MDJL2203.pdf,00135190.tif,ORIGINAL,2,WHITE MARLIN,2161,0483,3,0,0,0,0,0,3,2019-048302
048302,24,02,2203,454,0,,6936,5,1,5,2019,07,10,0471493,0,0,2,MDJL2203.pdf,00135190.tif,ORIGINAL,0,YFT,4711,0483,1,1,1,0,0,0,3,2019-048302
048303,24,03,2203,455,0,,6936,5,1,6,2019,07,10,0471493,0,0,1,MDJL2203.pdf,00135192.tif,ORIGINAL,0,DOLPHIN,1050,0483,3,6,6,0,0,0,2,2019-048303
048303,24,03,2203,456,0,,6936,5,1,6,2019,07,10,0471493,0,0,1,MDJL2203.pdf,00135192.tif,ORIGINAL,3,WHITE MARLIN,2161,0483,1,0,0,0,0,0,2,2019-048303
048303,24,03,2203,457,0,,6936,5,1,6,2019,07,10,0471493,0,0,1,MDJL2203.pdf,00135192.tif,ORIGINAL,0,YFT,4711,0483,2,3,3,0,0,0,2,2019-048303
048304,24,04,2203,458,0,,6936,5,1,5,2019,07,10,0471493,0,0,2,MDJL2203.pdf,00135194.tif,ORIGINAL,0,DOLPHIN,1050,0483,2,2,0,0,0,0,2,2019-048304
048304,24,04,2203,459,0,,6936,5,1,5,2019,07,10,0471493,0,0,2,MDJL2203.pdf,00135194.tif,ORIGINAL,1,WHITE MARLIN,2161,0483,1,0,0,0,0,0,2,2019-048304
048305,24,05,2203,460,0,,6936,5,1,11,2019,07,10,0471493,0,0,1,MDJL2203.pdf,00135196.tif,ORIGINAL,0,DOLPHIN,1050,0483,2,8,8,0,0,0,2,2019-048305
048305,24,05,2203,461,0,,6936,5,1,11,2019,07,10,0471493,0,0,1,MDJL2203.pdf,00135196.tif,ORIGINAL,1,WHITE MARLIN,2161,0483,1,0,0,0,0,0,2,2019-048305
051601,24,01,2205,462,0,,7778,7,1,4,2019,07,12,0470938,0,1,1,MDJL2205.pdf,00135372.tif,ORIGINAL,0,BFT LARGE SCHOOL,4678,0516,1,1,1,0,0,1,2,2019-051601
051603,24,03,2205,463,0,,7778,7,1,5,2019,07,12,0470938,0,1,2,MDJL2205.pdf,00135375.tif,ORIGINAL,0,BFT LARGE SCHOOL,4678,0516,2,1,1,0,0,1,3,2019-051603
051603,24,03,2205,464,0,,7778,7,1,5,2019,07,12,0470938,0,1,2,MDJL2205.pdf,00135375.tif,ORIGINAL,0,YFT,4711,0516,1,1,1,0,0,1,3,2019-051603
051604,24,04,2205,465,0,,7778,7,1,4,2019,07,12,0470938,0,1,2,MDJL2205.pdf,00135377.tif,ORIGINAL,0,BFT LARGE SCHOOL,4678,0516,1,1,1,0,0,1,3,2019-051604
051604,24,04,2205,466,0,,7778,7,1,4,2019,07,12,0470938,0,1,2,MDJL2205.pdf,00135377.tif,ORIGINAL,0,YFT,4711,0516,2,1,1,0,0,0,3,2019-051604
046101,24,01,2206,467,0,,6936,5,1,6,2019,07,09,0471493,0,1,1,MDJL2206.pdf,00135081.tif,ORIGINAL,0,DOLPHIN,1050,0461,2,10,10,0,0,0,3,2019-046101
046101,24,01,2206,468,0,,6936,5,1,6,2019,07,09,0471493,0,1,1,MDJL2206.pdf,00135081.tif,ORIGINAL,1,WHITE MARLIN,2161,0461,4,0,0,0,0,0,3,2019-046101
046101,24,01,2206,469,0,,6936,5,1,6,2019,07,09,0471493,0,1,1,MDJL2206.pdf,00135081.tif,ORIGINAL,2,BLUE MARLIN,2171,0461,3,0,0,0,0,0,3,2019-046101
046101,24,01,2206,470,0,,6936,5,1,6,2019,07,09,0471493,0,1,1,MDJL2206.pdf,00135081.tif,ORIGINAL,0,YFT,4711,0461,1,4,4,0,0,0,3,2019-046101
050001,24,01,2207,471,0,,6936,5,1,4,2019,07,11,0471493,0,0,2,MDJL2207.pdf,00135282.tif,ORIGINAL,0,DOLPHIN,1050,0500,1,2,2,0,0,0,3,2019-050001
050002,24,02,2207,472,0,,6936,5,1,2,2019,07,11,0471493,0,0,1,MDJL2207.pdf,00135284.tif,ORIGINAL,0,DOLPHIN,1050,0500,2,2,2,0,0,0,3,2019-050002
050002,24,02,2207,473,0,,6936,5,1,2,2019,07,11,0471493,0,0,1,MDJL2207.pdf,00135284.tif,ORIGINAL,0,YFT,4711,0500,1,1,1,0,0,0,3,2019-050002
050003,24,03,2207,474,0,,6936,5,1,2,2019,07,11,0471493,0,0,1,MDJL2207.pdf,00135286.tif,ORIGINAL,0,DOLPHIN,1050,0500,2,1,1,0,0,0,3,2019-050003
050003,24,03,2207,475,0,,6936,5,1,2,2019,07,11,0471493,0,0,1,MDJL2207.pdf,00135286.tif,ORIGINAL,0,BFT LARGE SCHOOL,4678,0500,1,1,1,0,0,0,3,2019-050003
050004,24,04,2207,476,0,,6936,5,1,6,2019,07,11,0471493,0,0,1,MDJL2207.pdf,00135288.tif,ORIGINAL,0,DOLPHIN,1050,0500,2,2,2,0,0,0,3,2019-050004
050004,24,04,2207,477,0,,6936,5,1,6,2019,07,11,0471493,0,0,1,MDJL2207.pdf,00135288.tif,ORIGINAL,1,WHITE MARLIN,2161,0500,3,0,0,0,0,0,3,2019-050004
050004,24,04,2207,478,0,,6936,5,1,6,2019,07,11,0471493,0,0,1,MDJL2207.pdf,00135288.tif,ORIGINAL,0,YFT,4711,0500,1,2,2,0,0,0,3,2019-050004
050005,24,05,2207,479,0,,6936,5,1,4,2019,07,11,0471493,0,0,2,MDJL2207.pdf,00135290.tif,ORIGINAL,0,DOLPHIN,1050,0500,2,4,4,0,0,0,3,2019-050005
050005,24,05,2207,480,0,,6936,5,1,4,2019,07,11,0471493,0,0,2,MDJL2207.pdf,00135290.tif,ORIGINAL,2,WHITE MARLIN,2161,0500,3,0,0,0,0,0,3,2019-050005
050005,24,05,2207,481,0,,6936,5,1,4,2019,07,11,0471493,0,0,2,MDJL2207.pdf,00135290.tif,ORIGINAL,0,YFT,4711,0500,1,1,1,0,0,0,3,2019-050005
050006,24,06,2207,482,0,,6936,5,1,6,2019,07,11,0471493,1,0,1,MDJL2207.pdf,00135292.tif,ORIGINAL,0,DOLPHIN,1050,0500,2,1,1,0,0,0,3,2019-050006
050006,24,06,2207,483,0,,6936,5,1,6,2019,07,11,0471493,1,0,1,MDJL2207.pdf,00135292.tif,ORIGINAL,0,YFT,4711,0500,1,4,4,0,0,0,3,2019-050006
051702,24,02,2208,484,0,,7778,7,1,3,2019,07,11,0470938,0,0,2,MDJL2208.pdf,00135382.tif,ORIGINAL,0,YFT,4711,0517,1,1,0,0,0,0,3,2019-051702
058701,24,01,2209,485,0,,7681,1,1,3,2019,07,16,0470004,0,0,1,MDJL2209.pdf,00135975.tif,ORIGINAL,0,DOLPHIN,1050,0587,1,12,12,0,0,0,3,2019-058701
058701,24,01,2209,486,0,,7681,1,1,3,2019,07,16,0470004,0,0,1,MDJL2209.pdf,00135975.tif,ORIGINAL,1,WHITE MARLIN,2161,0587,2,0,0,0,0,0,3,2019-058701
055702,25,02,1101,487,0,,7772,8,3,2,2019,07,14,0230217,0,1,2,MAJL1101.pdf,00135737.tif,ORIGINAL,0,HERRING,1670,0557,3,4,0,0,0,0,3,2019-055702
055702,25,02,1101,488,0,,7772,8,3,2,2019,07,14,0230217,0,1,2,MAJL1101.pdf,00135737.tif,ORIGINAL,8,ATLANTIC MACKEREL,2120,0557,2,0,0,0,0,0,3,2019-055702
055702,25,02,1101,489,1,CAUGHT OUT OF AREA;,7772,8,3,2,2019,07,14,0230217,0,1,2,MAJL1101.pdf,00135737.tif,ORIGINAL,1,MENHADEN,2210,0557,1,0,0,0,0,0,3,2019-055702
055703,25,03,1101,490,0,,7772,8,3,1,2019,07,14,0230217,0,1,2,MAJL1101.pdf,00135739.tif,ORIGINAL,9,ATLANTIC MACKEREL,2120,0557,1,3,0,0,0,0,2,2019-055703
055703,25,03,1101,491,1,ALIVE;,7772,8,3,1,2019,07,14,0230217,0,1,2,MAJL1101.pdf,00135739.tif,ORIGINAL,1,SEA ROBIN,3410,0557,3,0,0,0,0,0,2,2019-055703
055703,25,03,1101,492,0,,7772,8,3,1,2019,07,14,0230217,0,1,2,MAJL1101.pdf,00135739.tif,ORIGINAL,2,SILVER HAKE,5090,0557,2,0,0,0,0,0,2,2019-055703
055704,25,04,1101,493,0,,7772,8,1,2,2019,07,14,0230784,0,1,2,MAJL1101.pdf,00135741.tif,ORIGINAL,6,ATLANTIC MACKEREL,2120,0557,1,0,0,0,0,0,3,2019-055704
055704,25,04,1101,494,0,,7772,8,1,2,2019,07,14,0230784,0,1,2,MAJL1101.pdf,00135741.tif,ORIGINAL,0,POLLOCK,2695,0557,2,1,0,0,0,0,3,2019-055704
055704,25,04,1101,495,0,,7772,8,1,2,2019,07,14,0230784,0,1,2,MAJL1101.pdf,00135741.tif,ORIGINAL,0,SILVER HAKE,5090,0557,3,1,0,0,0,0,3,2019-055704
055705,25,05,1101,496,0,,7772,8,1,2,2019,07,14,0230784,0,0,2,MAJL1101.pdf,00135743.tif,ORIGINAL,10,ATLANTIC MACKEREL,2120,0557,1,0,0,0,0,0,1,2019-055705
055706,25,06,1101,497,0,,7772,8,1,5,2019,07,14,0230784,0,1,2,MAJL1101.pdf,00135745.tif,ORIGINAL,12,HERRING,1670,0557,2,12,0,0,0,0,3,2019-055706
055706,25,06,1101,498,0,,7772,8,1,5,2019,07,14,0230784,0,1,2,MAJL1101.pdf,00135745.tif,ORIGINAL,12,ATLANTIC MACKEREL,2120,0557,3,12,0,0,0,0,3,2019-055706
055706,25,06,1101,499,0,,7772,8,1,5,2019,07,14,0230784,0,1,2,MAJL1101.pdf,00135745.tif,ORIGINAL,12,SILVER HAKE,5090,0557,1,0,0,0,0,0,3,2019-055706
055707,25,07,1101,500,0,,7772,8,1,2,2019,07,14,0230218,0,1,2,MAJL1101.pdf,00135747.tif,ORIGINAL,18,HERRING,1670,0557,1,18,0,0,0,0,1,2019-055707
055707,25,07,1101,501,0,,7772,8,1,2,2019,07,14,0230218,0,1,2,MAJL1101.pdf,00135747.tif,ORIGINAL,10,ATLANTIC MACKEREL,2120,0557,3,2,0,0,0,0,1,2019-055707
055707,25,07,1101,502,1,CAUGHT OUT OF AREA;,7772,8,1,2,2019,07,14,0230218,0,1,2,MAJL1101.pdf,00135747.tif,ORIGINAL,6,MENHADEN,2210,0557,2,0,0,0,0,0,1,2019-055707
055707,25,07,1101,503,0,,7772,8,1,2,2019,07,14,0230218,0,1,2,MAJL1101.pdf,00135747.tif,ORIGINAL,4,SILVER HAKE,5090,0557,4,0,0,0,0,0,1,2019-055707
064001,25,01,1104,504,0,,7768,10,1,2,2019,07,20,0010340,0,0,2,MAJL1104.pdf,00136235.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0640,1,15,0,0,0,0,3,2019-064001
064001,25,01,1104,505,0,,7768,10,1,2,2019,07,20,0010340,0,0,2,MAJL1104.pdf,00136235.tif,ORIGINAL,0,BFT GIANT,4671,0640,2,1,0,0,1,0,3,2019-064001
064003,25,03,1104,506,0,,7768,10,3,2,2019,07,20,0010922,0,0,2,MAJL1104.pdf,00136239.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0640,1,17,0,0,0,0,1,2019-064003
064101,25,01,1105,507,0,,7772,8,1,3,2019,07,20,0230218,0,0,2,MAJL1105.pdf,00136243.tif,ORIGINAL,0,BFT LARGE MEDIUM,4679,0641,1,1,0,0,1,0,3,2019-064101
064102,25,02,1105,508,0,,7772,8,3,5,2019,07,20,0230217,0,1,2,MAJL1105.pdf,00136245.tif,ORIGINAL,18,ATLANTIC MACKEREL,2120,0641,1,2,0,0,0,0,8,2019-064102
064102,25,02,1105,509,1,CAUGHT OUT OF AREA;,7772,8,3,5,2019,07,20,0230217,0,1,2,MAJL1105.pdf,00136245.tif,ORIGINAL,1,MENHADEN,2210,0641,2,0,0,0,0,0,8,2019-064102
064103,25,03,1105,510,0,,7772,8,1,98,2019,07,20,0230218,0,1,2,MAJL1105.pdf,00136247.tif,ORIGINAL,0,HERRING,1670,0641,3,1,0,0,0,0,3,2019-064103
064104,25,04,1105,511,0,,7772,8,3,1,2019,07,20,0230217,0,1,2,MAJL1105.pdf,00136249.tif,ORIGINAL,1,ATLANTIC MACKEREL,2120,0641,1,1,0,0,0,0,2,2019-064104
064104,25,04,1105,512,1,CAUGHT OUT OF AREA;,7772,8,3,1,2019,07,20,0230217,0,1,2,MAJL1105.pdf,00136249.tif,ORIGINAL,1,MENHADEN,2210,0641,2,0,0,0,0,0,2,2019-064104
064105,25,05,1105,513,1,CAUGHT OUT OF AREA;DEAD;,7772,8,1,1,2019,07,20,0230784,1,0,2,MAJL1105.pdf,00136251.tif,ORIGINAL,3,MENHADEN,2210,0641,1,0,0,9,0,0,3,2019-064105
064106,25,06,1105,514,0,,7772,8,1,2,2019,07,20,0230784,0,0,2,MAJL1105.pdf,00136253.tif,ORIGINAL,5,ATLANTIC MACKEREL,2120,0641,1,0,0,0,0,0,3,2019-064106
064107,25,07,1105,515,0,,7772,8,1,2,2019,07,20,0230784,0,1,2,MAJL1105.pdf,00136255.tif,ORIGINAL,2,HERRING,1670,0641,2,0,0,0,0,0,3,2019-064107
064107,25,07,1105,516,1,DEAD;,7772,8,1,2,2019,07,20,0230784,0,1,2,MAJL1105.pdf,00136255.tif,ORIGINAL,6,ATLANTIC MACKEREL,2120,0641,1,6,0,6,0,0,3,2019-064107
064107,25,07,1105,517,0,,7772,8,1,2,2019,07,20,0230784,0,1,2,MAJL1105.pdf,00136255.tif,ORIGINAL,1,POLLOCK,2695,0641,3,0,0,0,0,0,3,2019-064107
064107,25,07,1105,518,0,,7772,8,1,2,2019,07,20,0230784,0,1,2,MAJL1105.pdf,00136255.tif,ORIGINAL,1,SQUID,8030,0641,4,0,0,0,0,0,3,2019-064107
064108,25,08,1105,519,0,,7772,8,1,8,2019,07,20,0230784,0,1,2,MAJL1105.pdf,00136257.tif,ORIGINAL,8,HADDOCK,1479,0641,2,48,0,0,0,0,3,2019-064108
064108,25,08,1105,520,0,,7772,8,1,8,2019,07,20,0230784,0,1,2,MAJL1105.pdf,00136257.tif,ORIGINAL,2,ATLANTIC MACKEREL,2120,0641,3,1,0,0,0,0,3,2019-064108
064108,25,08,1105,521,0,,7772,8,1,8,2019,07,20,0230784,0,1,2,MAJL1105.pdf,00136257.tif,ORIGINAL,0,BFT GIANT,4671,0641,1,1,1,0,0,0,3,2019-064108
