tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,alive,othlp,species,batch,row,kept,observe,dead,sell,weighed,q11a,id
052001,33,01,2101,944,0,,7786,1,1,2,2019,07,12,0150003,0,0,2,NHJL2101.pdf,00135398.tif,ORIGINAL,6,POLLOCK,2695,0520,1,0,0,0,0,0,1,2019-052001
052001,33,01,2101,945,0,,7786,1,1,2,2019,07,12,0150003,0,0,2,NHJL2101.pdf,00135398.tif,ORIGINAL,6,SPINY DOGFISH,3521,0520,2,0,0,6,0,0,1,2019-052001
075101,33,01,2103,946,0,,7786,2,1,2,2019,07,25,0150099,1,0,2,NHJL2103.pdf,00136882.tif,ORIGINAL,15,ATLANTIC MACKEREL,2120,0751,1,15,0,0,0,0,1,2019-075101
037101,33,01,2105,947,0,,7633,3,1,2,2019,07,01,0150020,0,0,2,NHJL2105.pdf,00134600.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0371,2,30,0,0,0,0,3,2019-037101
037101,33,01,2105,948,0,,7633,3,1,2,2019,07,01,0150020,0,0,2,NHJL2105.pdf,00134600.tif,ORIGINAL,6,SPINY DOGFISH,3521,0371,1,0,0,0,0,0,3,2019-037101
037102,33,02,2105,949,0,,7633,3,1,2,2019,07,01,0150020,0,0,1,NHJL2105.pdf,00134602.tif,ORIGINAL,0,HERRING,1670,0371,4,35,5,0,0,0,3,2019-037102
037102,33,02,2105,950,0,,7633,3,1,2,2019,07,01,0150020,0,0,1,NHJL2105.pdf,00134602.tif,ORIGINAL,0,BFT GIANT,4671,0371,1,1,1,0,1,0,3,2019-037102
037102,33,02,2105,951,0,,7633,3,1,2,2019,07,01,0150020,0,0,1,NHJL2105.pdf,00134602.tif,ORIGINAL,1,PORBEAGLE SHARK,4811,0371,2,0,0,0,0,0,3,2019-037102
037102,33,02,2105,952,0,,7633,3,1,2,2019,07,01,0150020,0,0,1,NHJL2105.pdf,00134602.tif,ORIGINAL,0,SILVER HAKE,5090,0371,3,12,0,0,0,0,3,2019-037102
037201,33,01,2106,953,0,,7737,2,1,3,2019,07,03,0150099,0,1,2,NHJL2106.pdf,00134606.tif,ORIGINAL,9,COD,815,0372,2,0,0,0,0,0,1,2019-037201
037201,33,01,2106,954,0,,7737,2,1,3,2019,07,03,0150099,0,1,2,NHJL2106.pdf,00134606.tif,ORIGINAL,9,HADDOCK,1479,0372,1,3,3,0,0,0,1,2019-037201
037201,33,01,2106,955,0,,7737,2,1,3,2019,07,03,0150099,0,1,2,NHJL2106.pdf,00134606.tif,ORIGINAL,10,HERRING,1670,0372,3,0,0,0,0,0,1,2019-037201
037201,33,01,2106,956,1,RARE OR ILLEGAL SPECIES KEPT;,7737,2,1,3,2019,07,03,0150099,0,1,2,NHJL2106.pdf,00134606.tif,ORIGINAL,1,REDFISH,2400,0372,5,1,1,0,0,0,1,2019-037201
037201,33,01,2106,957,0,,7737,2,1,3,2019,07,03,0150099,0,1,2,NHJL2106.pdf,00134606.tif,ORIGINAL,30,POLLOCK,2695,0372,4,10,0,0,0,0,1,2019-037201
037201,33,01,2106,958,0,,7737,2,1,3,2019,07,03,0150099,0,1,2,NHJL2106.pdf,00134606.tif,ORIGINAL,0,SILVER HAKE,5090,0372,6,2,2,0,0,0,1,2019-037201
037201,33,01,2106,959,1,CAUGHT OUT OF AREA;ALIVE;,7737,2,1,3,2019,07,03,0150099,0,1,2,NHJL2106.pdf,00134606.tif,ORIGINAL,1,SHARK BASKING,5250,0372,7,0,0,0,0,0,1,2019-037201
037202,33,02,2106,960,0,,7737,2,1,1,2019,07,03,0150099,0,0,2,NHJL2106.pdf,00134608.tif,ORIGINAL,3,COD,815,0372,1,0,0,0,0,0,2,2019-037202
037202,33,02,2106,961,0,,7737,2,1,1,2019,07,03,0150099,0,0,2,NHJL2106.pdf,00134608.tif,ORIGINAL,8,HADDOCK,1479,0372,2,2,0,0,0,0,2,2019-037202
037202,33,02,2106,962,0,,7737,2,1,1,2019,07,03,0150099,0,0,2,NHJL2106.pdf,00134608.tif,ORIGINAL,10,ATLANTIC MACKEREL,2120,0372,3,30,30,0,0,0,2,2019-037202
037203,33,03,2106,963,0,,7737,2,1,3,2019,07,03,0150099,0,0,1,NHJL2106.pdf,00134610.tif,ORIGINAL,0,HERRING,1670,0372,3,36,0,0,0,0,1,2019-037203
037203,33,03,2106,964,0,,7737,2,1,3,2019,07,03,0150099,0,0,1,NHJL2106.pdf,00134610.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0372,2,36,0,0,0,0,1,2019-037203
037203,33,03,2106,965,0,,7737,2,1,3,2019,07,03,0150099,0,0,1,NHJL2106.pdf,00134610.tif,ORIGINAL,0,BFT GIANT,4671,0372,1,1,1,0,1,0,1,2019-037203
037203,33,03,2106,966,0,,7737,2,1,3,2019,07,03,0150099,0,0,1,NHJL2106.pdf,00134610.tif,ORIGINAL,0,SILVER HAKE,5090,0372,4,36,0,0,0,0,1,2019-037203
037203,33,03,2106,967,0,,7737,2,1,3,2019,07,03,0150099,0,0,1,NHJL2106.pdf,00134610.tif,ORIGINAL,0,SQUID,8030,0372,5,36,0,0,0,0,1,2019-037203
058901,33,01,2109,968,0,,7633,1,3,2,2019,07,16,0150003,0,0,2,NHJL2109.pdf,00135983.tif,ORIGINAL,10,ATLANTIC MACKEREL,2120,0589,2,0,0,0,0,0,1,2019-058901
058901,33,01,2109,969,0,,7633,1,3,2,2019,07,16,0150003,0,0,2,NHJL2109.pdf,00135983.tif,ORIGINAL,15,SILVER HAKE,5090,0589,1,0,0,0,0,0,1,2019-058901
058902,33,02,2109,970,1,OBSERVE GT KEPT;,7633,1,1,2,2019,07,16,0150088,0,0,2,NHJL2109.pdf,00135985.tif,ORIGINAL,20,ATLANTIC MACKEREL,2120,0589,1,0,20,0,0,0,3,2019-058902
058902,33,02,2109,971,0,,7633,1,1,2,2019,07,16,0150088,0,0,2,NHJL2109.pdf,00135985.tif,ORIGINAL,5,SILVER HAKE,5090,0589,2,0,0,0,0,0,3,2019-058902
058902,33,02,2109,972,1,ALIVE;,7633,1,1,2,2019,07,16,0150088,0,0,2,NHJL2109.pdf,00135985.tif,ORIGINAL,2,OCEAN PERCH,5240,0589,3,0,0,0,0,0,3,2019-058902
067601,33,01,2113,973,0,,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,5,COD,815,0676,5,0,0,0,0,0,1,2019-067601
067601,33,01,2113,974,0,,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,4,HADDOCK,1479,0676,7,8,6,0,0,0,1,2019-067601
067601,33,01,2113,975,0,,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,0,POLLOCK,2695,0676,8,10,0,0,0,0,1,2019-067601
067601,33,01,2113,976,0,,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,25,SPINY DOGFISH,3521,0676,6,0,0,0,0,0,1,2019-067601
067601,33,01,2113,977,0,,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,1,BFT SMALL MEDIUM,4676,0676,1,0,0,0,0,0,1,2019-067601
067601,33,01,2113,978,1,ALIVE;,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,1,BFT LARGE MEDIUM,4679,0676,2,0,0,0,0,0,1,2019-067601
067601,33,01,2113,979,0,,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,4,BLUE SHARK,4931,0676,4,0,0,0,0,0,1,2019-067601
067601,33,01,2113,980,1,ALIVE;,7786,3,1,3,2019,07,19,0150020,0,0,2,NHJL2113.pdf,00136494.tif,ORIGINAL,1,WOLFFISH,5120,0676,3,0,0,0,0,0,1,2019-067601
067602,33,02,2113,981,0,,7786,3,1,2,2019,07,19,0150020,1,0,2,NHJL2113.pdf,00136496.tif,ORIGINAL,2,COD,815,0676,3,0,0,0,0,0,3,2019-067602
067602,33,02,2113,982,0,,7786,3,1,2,2019,07,19,0150020,1,0,2,NHJL2113.pdf,00136496.tif,ORIGINAL,3,HADDOCK,1479,0676,2,0,0,0,0,0,3,2019-067602
067602,33,02,2113,983,0,,7786,3,1,2,2019,07,19,0150020,1,0,2,NHJL2113.pdf,00136496.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0676,1,25,0,0,0,0,3,2019-067602
067602,33,02,2113,984,0,,7786,3,1,2,2019,07,19,0150020,1,0,2,NHJL2113.pdf,00136496.tif,ORIGINAL,2,SPINY DOGFISH,3521,0676,4,0,0,0,0,0,3,2019-067602
067603,33,03,2113,985,0,,7786,3,1,2,2019,07,19,0150020,0,1,2,NHJL2113.pdf,00136498.tif,ORIGINAL,0,POLLOCK,2695,0676,2,1,0,0,0,0,1,2019-067603
067603,33,03,2113,986,0,,7786,3,1,2,2019,07,19,0150020,0,1,2,NHJL2113.pdf,00136498.tif,ORIGINAL,0,SILVER HAKE,5090,0676,1,2,0,0,0,0,1,2019-067603
067604,33,04,2113,987,0,,7786,3,1,1,2019,07,19,0150020,0,1,2,NHJL2113.pdf,00136500.tif,ORIGINAL,0,HERRING,1670,0676,2,4,0,0,0,0,3,2019-067604
067604,33,04,2113,988,0,,7786,3,1,1,2019,07,19,0150020,0,1,2,NHJL2113.pdf,00136500.tif,ORIGINAL,5,ATLANTIC MACKEREL,2120,0676,1,7,7,0,0,0,3,2019-067604
067604,33,04,2113,989,0,,7786,3,1,1,2019,07,19,0150020,0,1,2,NHJL2113.pdf,00136500.tif,ORIGINAL,1,PORBEAGLE SHARK,4811,0676,3,0,0,0,0,0,3,2019-067604
067604,33,04,2113,990,0,,7786,3,1,1,2019,07,19,0150020,0,1,2,NHJL2113.pdf,00136500.tif,ORIGINAL,2,SQUID,8030,0676,4,0,0,0,0,0,3,2019-067604
073001,33,01,2115,991,0,,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,40,COD,815,0730,5,0,0,0,0,0,3,2019-073001
073001,33,01,2115,992,0,,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,0,CUSK,960,0730,3,4,4,0,0,0,3,2019-073001
073001,33,01,2115,993,0,,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,40,HADDOCK,1479,0730,2,28,28,0,0,0,3,2019-073001
073001,33,01,2115,994,1,CAUGHT OUT OF AREA;,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,0,MENHADEN,2210,0730,9,5,0,0,0,0,3,2019-073001
073001,33,01,2115,995,0,,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,2,REDFISH,2400,0730,8,0,0,0,0,0,3,2019-073001
073001,33,01,2115,996,0,,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,0,POLLOCK,2695,0730,4,10,10,0,0,0,3,2019-073001
073001,33,01,2115,997,1,ALIVE;,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,1,SCULPIN,3260,0730,7,0,0,0,0,0,3,2019-073001
073001,33,01,2115,998,0,,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,1,SPINY DOGFISH,3521,0730,6,0,0,0,0,0,3,2019-073001
073001,33,01,2115,999,0,,7786,1,1,4,2019,07,24,0150003,0,0,1,NHJL2115.pdf,00136783.tif,ORIGINAL,0,BFT SCHOOL,4677,0730,1,1,1,0,0,0,3,2019-073001
073101,33,01,2116,1000,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136787.tif,ORIGINAL,10,COD,815,0731,1,0,0,0,0,0,1,2019-073101
073101,33,01,2116,1001,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136787.tif,ORIGINAL,25,HADDOCK,1479,0731,2,0,0,0,0,0,1,2019-073101
073101,33,01,2116,1002,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136787.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0731,6,10,0,0,0,0,1,2019-073101
073101,33,01,2116,1003,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136787.tif,ORIGINAL,10,POLLOCK,2695,0731,3,0,0,0,0,0,1,2019-073101
073101,33,01,2116,1004,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136787.tif,ORIGINAL,30,SPINY DOGFISH,3521,0731,4,0,0,0,0,0,1,2019-073101
073101,33,01,2116,1005,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136787.tif,ORIGINAL,1,BLUE SHARK,4931,0731,5,0,0,0,0,0,1,2019-073101
073102,33,02,2116,1006,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136789.tif,ORIGINAL,3,COD,815,0731,4,0,0,0,0,0,1,2019-073102
073102,33,02,2116,1007,1,ALIVE;,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136789.tif,ORIGINAL,1,WHITE HAKE,1539,0731,3,0,0,0,0,0,1,2019-073102
073102,33,02,2116,1008,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136789.tif,ORIGINAL,12,HERRING,1670,0731,2,0,0,0,0,0,1,2019-073102
073102,33,02,2116,1009,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136789.tif,ORIGINAL,2,ATLANTIC MACKEREL,2120,0731,1,0,0,0,0,0,1,2019-073102
073102,33,02,2116,1010,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136789.tif,ORIGINAL,1,SQUID,8030,0731,5,0,0,0,0,0,1,2019-073102
073103,33,03,2116,1011,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136791.tif,ORIGINAL,5,COD,815,0731,3,0,0,0,0,0,3,2019-073103
073103,33,03,2116,1012,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136791.tif,ORIGINAL,16,HADDOCK,1479,0731,5,4,0,0,0,0,3,2019-073103
073103,33,03,2116,1013,1,CAUGHT OUT OF AREA;KEPT;,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136791.tif,ORIGINAL,0,MENHADEN,2210,0731,1,25,0,0,0,0,3,2019-073103
073103,33,03,2116,1014,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136791.tif,ORIGINAL,5,POLLOCK,2695,0731,4,1,0,0,0,0,3,2019-073103
073103,33,03,2116,1015,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136791.tif,ORIGINAL,25,SPINY DOGFISH,3521,0731,6,0,0,0,0,0,3,2019-073103
073103,33,03,2116,1016,0,,7633,3,3,2,2019,07,24,0150020,0,0,2,NHJL2116.pdf,00136791.tif,ORIGINAL,1,BLUE SHARK,4931,0731,2,0,0,0,0,0,3,2019-073103
073104,33,04,2116,1017,0,,7633,3,3,1,2019,07,24,0150020,0,1,2,NHJL2116.pdf,00136793.tif,ORIGINAL,2,COD,815,0731,6,0,0,0,0,0,1,2019-073104
073104,33,04,2116,1018,0,,7633,3,3,1,2019,07,24,0150020,0,1,2,NHJL2116.pdf,00136793.tif,ORIGINAL,0,HERRING,1670,0731,3,6,0,0,0,0,1,2019-073104
073104,33,04,2116,1019,0,,7633,3,3,1,2019,07,24,0150020,0,1,2,NHJL2116.pdf,00136793.tif,ORIGINAL,24,ATLANTIC MACKEREL,2120,0731,4,0,0,0,0,0,1,2019-073104
073104,33,04,2116,1020,0,,7633,3,3,1,2019,07,24,0150020,0,1,2,NHJL2116.pdf,00136793.tif,ORIGINAL,1,COMMON THRESHER SHARK,3531,0731,1,0,0,0,0,0,1,2019-073104
073104,33,04,2116,1021,0,,7633,3,3,1,2019,07,24,0150020,0,1,2,NHJL2116.pdf,00136793.tif,ORIGINAL,0,BFT GIANT,4671,0731,2,1,1,0,1,0,1,2019-073104
073104,33,04,2116,1022,0,,7633,3,3,1,2019,07,24,0150020,0,1,2,NHJL2116.pdf,00136793.tif,ORIGINAL,2,SILVER HAKE,5090,0731,5,0,0,0,0,0,1,2019-073104
067901,33,01,2203,1023,0,,7786,1,1,1,2019,07,22,0150003,0,0,2,NHJL2203.pdf,00136511.tif,ORIGINAL,0,HADDOCK,1479,0679,2,1,0,0,0,0,3,2019-067901
067901,33,01,2203,1024,0,,7786,1,1,1,2019,07,22,0150003,0,0,2,NHJL2203.pdf,00136511.tif,ORIGINAL,0,POLLOCK,2695,0679,1,2,0,0,0,0,3,2019-067901
073201,33,01,2204,1025,0,,7799,2,1,2,2019,07,22,0150099,0,0,1,NHJL2204.pdf,00136797.tif,ORIGINAL,0,BFT GIANT,4671,0732,2,1,1,0,1,0,1,2019-073201
073201,33,01,2204,1026,0,,7799,2,1,2,2019,07,22,0150099,0,0,1,NHJL2204.pdf,00136797.tif,ORIGINAL,0,SILVER HAKE,5090,0732,1,4,0,0,0,0,1,2019-073201
037301,33,01,2205,1027,1,ALIVE;,7633,1,3,1,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134615.tif,ORIGINAL,2,WHITE HAKE,1539,0373,2,0,0,0,0,0,1,2019-037301
037301,33,01,2205,1028,0,,7633,1,3,1,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134615.tif,ORIGINAL,3,SILVER HAKE,5090,0373,1,0,0,0,0,0,1,2019-037301
037302,33,02,2205,1029,0,,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134617.tif,ORIGINAL,4,COD,815,0373,1,0,0,0,0,0,3,2019-037302
037302,33,02,2205,1030,0,,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134617.tif,ORIGINAL,5,HADDOCK,1479,0373,2,0,0,0,0,0,3,2019-037302
037302,33,02,2205,1031,0,,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134617.tif,ORIGINAL,0,HERRING,1670,0373,4,7,0,0,0,0,3,2019-037302
037302,33,02,2205,1032,0,,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134617.tif,ORIGINAL,40,POLLOCK,2695,0373,3,0,0,0,0,0,3,2019-037302
037303,33,03,2205,1033,0,,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134619.tif,ORIGINAL,1,COD,815,0373,1,0,0,0,0,0,1,2019-037303
037303,33,03,2205,1034,0,,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134619.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0373,3,1,0,0,0,0,1,2019-037303
037303,33,03,2205,1035,1,CAUGHT OUT OF AREA;,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134619.tif,ORIGINAL,0,MENHADEN,2210,0373,4,6,0,0,0,0,1,2019-037303
037303,33,03,2205,1036,0,,7633,1,3,2,2019,07,03,0150003,0,0,2,NHJL2205.pdf,00134619.tif,ORIGINAL,2,SILVER HAKE,5090,0373,2,18,0,0,0,0,1,2019-037303
037304,33,04,2205,1037,0,,7633,1,1,2,2019,07,03,0150088,0,0,2,NHJL2205.pdf,00134621.tif,ORIGINAL,0,HADDOCK,1479,0373,1,4,0,0,0,0,3,2019-037304
037304,33,04,2205,1038,0,,7633,1,1,2,2019,07,03,0150088,0,0,2,NHJL2205.pdf,00134621.tif,ORIGINAL,5,HERRING,1670,0373,4,5,0,0,0,0,3,2019-037304
037304,33,04,2205,1039,0,,7633,1,1,2,2019,07,03,0150088,0,0,2,NHJL2205.pdf,00134621.tif,ORIGINAL,10,ATLANTIC MACKEREL,2120,0373,2,0,0,0,0,0,3,2019-037304
037304,33,04,2205,1040,0,,7633,1,1,2,2019,07,03,0150088,0,0,2,NHJL2205.pdf,00134621.tif,ORIGINAL,20,POLLOCK,2695,0373,3,0,0,0,0,0,3,2019-037304
037401,33,01,2206,1041,0,,7786,3,1,2,2019,07,03,0150020,1,0,2,NHJL2206.pdf,00134625.tif,ORIGINAL,5,COD,815,0374,3,0,0,0,0,0,2,2019-037401
037401,33,01,2206,1042,1,ALIVE;,7786,3,1,2,2019,07,03,0150020,1,0,2,NHJL2206.pdf,00134625.tif,ORIGINAL,20,CUSK,960,0374,4,0,0,0,0,0,2,2019-037401
037401,33,01,2206,1043,0,,7786,3,1,2,2019,07,03,0150020,1,0,2,NHJL2206.pdf,00134625.tif,ORIGINAL,90,HADDOCK,1479,0374,1,5,5,0,0,0,2,2019-037401
037401,33,01,2206,1044,0,,7786,3,1,2,2019,07,03,0150020,1,0,2,NHJL2206.pdf,00134625.tif,ORIGINAL,3,POLLOCK,2695,0374,5,0,0,0,0,0,2,2019-037401
037401,33,01,2206,1045,0,,7786,3,1,2,2019,07,03,0150020,1,0,2,NHJL2206.pdf,00134625.tif,ORIGINAL,1,SPINY DOGFISH,3521,0374,2,0,0,0,0,0,2,2019-037401
037401,33,01,2206,1046,0,,7786,3,1,2,2019,07,03,0150020,1,0,2,NHJL2206.pdf,00134625.tif,ORIGINAL,1,SILVER HAKE,5090,0374,6,0,0,0,0,0,2,2019-037401
037402,33,02,2206,1047,0,,7786,3,1,2,2019,07,03,0150020,0,0,2,NHJL2206.pdf,00134627.tif,ORIGINAL,4,COD,815,0374,3,0,0,0,0,0,1,2019-037402
037402,33,02,2206,1048,0,,7786,3,1,2,2019,07,03,0150020,0,0,2,NHJL2206.pdf,00134627.tif,ORIGINAL,2,CUSK,960,0374,4,7,0,0,0,0,1,2019-037402
037402,33,02,2206,1049,0,,7786,3,1,2,2019,07,03,0150020,0,0,2,NHJL2206.pdf,00134627.tif,ORIGINAL,0,HERRING,1670,0374,2,1,1,0,0,0,1,2019-037402
037402,33,02,2206,1050,0,,7786,3,1,2,2019,07,03,0150020,0,0,2,NHJL2206.pdf,00134627.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0374,1,20,20,0,0,0,1,2019-037402
037402,33,02,2206,1051,0,,7786,3,1,2,2019,07,03,0150020,0,0,2,NHJL2206.pdf,00134627.tif,ORIGINAL,20,POLLOCK,2695,0374,5,0,0,0,0,0,1,2019-037402
046201,34,01,1102,1052,0,,6416,6,1,3,2019,07,04,0259005,0,0,2,NJJL1102.pdf,00135086.tif,ORIGINAL,0,BFT SMALL MEDIUM,4676,0462,1,1,0,0,0,0,2,2019-046201
046201,34,01,1102,1053,0,,6416,6,1,3,2019,07,04,0259005,0,0,2,NJJL1102.pdf,00135086.tif,ORIGINAL,0,BFT SCHOOL,4677,0462,3,1,0,0,0,0,2,2019-046201
046201,34,01,1102,1054,0,,6416,6,1,3,2019,07,04,0259005,0,0,2,NJJL1102.pdf,00135086.tif,ORIGINAL,1,BFT LARGE SCHOOL,4678,0462,2,0,0,0,0,0,2,2019-046201
046202,34,02,1102,1055,0,,6416,6,1,4,2019,07,04,0251050,0,0,1,NJJL1102.pdf,00135088.tif,ORIGINAL,20,BLUEFISH,230,0462,2,0,0,0,0,0,2,2019-046202
046202,34,02,1102,1056,0,,6416,6,1,4,2019,07,04,0251050,0,0,1,NJJL1102.pdf,00135088.tif,ORIGINAL,0,DOLPHIN,1050,0462,1,1,1,0,0,0,2,2019-046202
046203,34,03,1102,1057,0,,6416,6,1,6,2019,07,04,0251808,0,1,1,NJJL1102.pdf,00135090.tif,ORIGINAL,0,DOLPHIN,1050,0462,3,1,1,0,0,0,3,2019-046203
046203,34,03,1102,1058,0,,6416,6,1,6,2019,07,04,0251808,0,1,1,NJJL1102.pdf,00135090.tif,ORIGINAL,2,WHITE MARLIN,2161,0462,2,0,0,0,0,0,3,2019-046203
046203,34,03,1102,1059,1,CAUGHT OUT OF AREA;DEAD;,6416,6,1,6,2019,07,04,0251808,0,1,1,NJJL1102.pdf,00135090.tif,ORIGINAL,0,BFT GIANT,4671,0462,1,0,0,1,0,0,3,2019-046203
046203,34,03,1102,1060,0,,6416,6,1,6,2019,07,04,0251808,0,1,1,NJJL1102.pdf,00135090.tif,ORIGINAL,0,YFT,4711,0462,4,4,4,0,0,0,3,2019-046203
046204,34,04,1102,1061,0,,6416,6,1,4,2019,07,04,0259005,0,0,2,NJJL1102.pdf,00135092.tif,ORIGINAL,0,COMMON THRESHER SHARK,3531,0462,1,1,0,0,0,0,2,2019-046204
054101,34,01,1103,1062,0,,7509,2,1,3,2019,07,14,0011063,0,0,2,NJJL1103.pdf,00135609.tif,ORIGINAL,0,DOLPHIN,1050,0541,1,7,0,0,0,0,2,2019-054101
054102,34,02,1103,1063,0,,7509,2,1,6,2019,07,14,0011063,0,0,2,NJJL1103.pdf,00135611.tif,ORIGINAL,2,ATLANTIC BONITO,330,0541,1,0,0,0,0,0,2,2019-054102
054102,34,02,1103,1064,0,,7509,2,1,6,2019,07,14,0011063,0,0,2,NJJL1103.pdf,00135611.tif,ORIGINAL,2,LITTLE TUNNY,4681,0541,2,0,0,0,0,0,2,2019-054102
054103,34,03,1103,1065,0,,7509,2,1,4,2019,07,14,0011724,0,0,1,NJJL1103.pdf,00135613.tif,ORIGINAL,0,YFT,4711,0541,1,2,2,0,0,0,2,2019-054103
054104,34,04,1103,1066,0,,7509,2,1,5,2019,07,14,0011063,0,0,2,NJJL1103.pdf,00135615.tif,ORIGINAL,0,DOLPHIN,1050,0541,1,2,0,0,0,0,2,2019-054104
068001,34,01,1104,1067,0,,7509,1,1,3,2019,07,20,0011036,0,0,1,NJJL1104.pdf,00136515.tif,ORIGINAL,0,ATLANTIC BONITO,330,0680,3,1,1,0,0,0,2,2019-068001
068001,34,01,1104,1068,0,,7509,1,1,3,2019,07,20,0011036,0,0,1,NJJL1104.pdf,00136515.tif,ORIGINAL,0,DOLPHIN,1050,0680,1,2,2,0,0,0,2,2019-068001
068001,34,01,1104,1069,1,CAUGHT OUT OF AREA;,7509,1,1,3,2019,07,20,0011036,0,0,1,NJJL1104.pdf,00136515.tif,ORIGINAL,0,KING MACKEREL,1940,0680,2,4,0,0,0,0,2,2019-068001
068101,34,01,1105,1070,1,CAUGHT OUT OF AREA;,7785,4,1,3,2019,07,20,0090869,0,0,2,NJJL1105.pdf,00136519.tif,ORIGINAL,0,KING MACKEREL,1940,0681,1,1,0,0,0,0,2,2019-068101
068102,34,02,1105,1071,0,,7785,4,1,4,2019,07,20,0091140,0,0,2,NJJL1105.pdf,00136521.tif,ORIGINAL,1,BLUEFISH,230,0681,2,4,0,0,0,0,2,2019-068102
068102,34,02,1105,1072,0,,7785,4,1,4,2019,07,20,0091140,0,0,2,NJJL1105.pdf,00136521.tif,ORIGINAL,0,DOLPHIN,1050,0681,1,1,0,0,0,0,2,2019-068102
083401,34,01,1107,1073,0,,7509,2,1,3,2019,07,27,0011063,0,0,2,NJJL1107.pdf,00137495.tif,ORIGINAL,1,LITTLE TUNNY,4681,0834,1,0,0,0,0,0,2,2019-083401
083402,34,02,1107,1074,0,,7509,2,1,1,2019,07,27,0011063,1,0,2,NJJL1107.pdf,00137497.tif,ORIGINAL,0,DOLPHIN,1050,0834,1,1,0,0,0,0,2,2019-083402
