tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,filestat,c_index,cerrflag,cprobfld,id
08,6447,2,1,2011,08,17,0051599,0,0,10,04,2208,2,deau2208.tif,00041500.tif,WHITE MARLIN,2161,0883,1,0,0,2,0,0,0,ORIGINAL,20,0,,2011-088304
10,6447,2,1,2011,08,23,0051599,0,0,10,01,2103,2,deau2103.tif,00042343.tif,DOLPHIN,1050,1000,1,4,0,0,0,0,0,ORIGINAL,21,0,,2011-100001
10,6447,2,1,2011,08,23,0051599,0,0,10,02,2103,2,deau2103.tif,00042345.tif,WHITE MARLIN,2161,1000,1,0,0,2,0,0,0,ORIGINAL,22,0,,2011-100002
07,6478,2,1,2011,08,06,0051599,0,0,10,01,1101,2,deau1101.tif,00040277.tif,DOLPHIN,1050,0707,2,1,1,0,0,0,0,ORIGINAL,23,0,,2011-070701
07,6478,2,1,2011,08,06,0051599,0,0,10,01,1101,2,deau1101.tif,00040277.tif,YFT,4711,0707,1,1,1,0,0,0,0,ORIGINAL,24,0,,2011-070701
07,6478,2,1,2011,08,06,0051599,0,0,10,02,1101,2,deau1101.tif,00040279.tif,DOLPHIN,1050,0707,2,3,3,0,0,0,0,ORIGINAL,25,0,,2011-070702
07,6478,2,1,2011,08,06,0051599,0,0,10,02,1101,2,deau1101.tif,00040279.tif,YFT,4711,0707,1,1,1,0,0,0,0,ORIGINAL,26,0,,2011-070702
07,6478,2,1,2011,08,06,0051599,0,0,10,03,1101,1,deau1101.tif,00040281.tif,DOLPHIN,1050,0707,2,1,1,0,0,0,0,ORIGINAL,27,0,,2011-070703
07,6478,2,1,2011,08,06,0051599,0,0,10,03,1101,1,deau1101.tif,00040281.tif,WHITE MARLIN,2161,0707,3,0,0,1,0,0,0,ORIGINAL,28,0,,2011-070703
07,6478,2,1,2011,08,06,0051599,0,0,10,03,1101,1,deau1101.tif,00040281.tif,YFT,4711,0707,1,1,1,0,0,0,0,ORIGINAL,29,0,,2011-070703
07,6478,2,1,2011,08,09,0051599,0,0,10,02,2106,2,deau2106.tif,00040539.tif,WHITE MARLIN,2161,0756,1,0,0,1,0,0,0,ORIGINAL,30,0,,2011-075602
09,6478,2,1,2011,08,13,0051599,0,0,10,02,1202,2,deau1202.tif,00041682.tif,WHITE MARLIN,2161,0904,2,0,0,1,0,0,0,ORIGINAL,31,0,,2011-090402
09,6478,2,1,2011,08,13,0051599,0,0,10,02,1202,2,deau1202.tif,00041682.tif,BLUE MARLIN,2171,0904,1,0,0,1,0,0,0,ORIGINAL,32,0,,2011-090402
09,6478,2,1,2011,08,13,0051599,0,0,10,05,1202,1,deau1202.tif,00041686.tif,DOLPHIN,1050,0904,1,8,8,0,0,0,0,ORIGINAL,33,0,,2011-090405
09,6478,2,1,2011,08,13,0051599,0,0,10,07,1202,1,deau1202.tif,00041689.tif,DOLPHIN,1050,0904,1,28,28,0,0,0,0,ORIGINAL,34,0,,2011-090407
09,6478,2,1,2011,08,13,0051599,0,0,10,08,1202,2,deau1202.tif,00041691.tif,DOLPHIN,1050,0904,1,1,1,0,0,0,0,ORIGINAL,35,0,,2011-090408
09,6478,2,1,2011,08,13,0051599,0,0,10,09,1202,1,deau1202.tif,00041693.tif,YFT,4711,0904,1,2,2,0,0,0,0,ORIGINAL,36,0,,2011-090409
09,6478,2,1,2011,08,18,0051599,0,0,10,03,2204,2,deau2204.tif,00041794.tif,WHITE MARLIN,2161,0921,1,0,0,2,0,0,0,ORIGINAL,37,0,,2011-092103
09,6478,2,1,2011,08,18,0051599,0,0,10,04,2204,1,deau2204.tif,00041796.tif,WHITE MARLIN,2161,0921,1,0,0,1,0,0,0,ORIGINAL,38,0,,2011-092104
09,6478,2,1,2011,08,18,0051599,0,0,10,04,2204,1,deau2204.tif,00041796.tif,BIGEYE TUNA,4691,0921,2,1,1,0,0,0,0,ORIGINAL,39,0,,2011-092104
09,6478,2,1,2011,08,20,0051599,0,0,10,01,1201,2,deau1201.tif,00041855.tif,DOLPHIN,1050,0932,2,12,0,0,0,0,0,ORIGINAL,40,0,,2011-093201
09,6478,2,1,2011,08,20,0051599,0,0,10,01,1201,2,deau1201.tif,00041855.tif,SKIPJACK TUNA,4661,0932,1,1,0,0,0,0,0,ORIGINAL,41,0,,2011-093201
09,6478,2,1,2011,08,20,0051599,0,0,10,02,1201,2,deau1201.tif,00041857.tif,GOLDEN TILEFISH,4467,0932,1,9,9,0,0,0,0,ORIGINAL,42,1,RARE OR ILLEGAL SPECIES KEPT;,2011-093202
09,6478,2,1,2011,08,20,0051599,0,0,10,03,1201,2,deau1201.tif,00041859.tif,DOLPHIN,1050,0932,2,1,1,0,0,0,0,ORIGINAL,43,0,,2011-093203
09,6478,2,1,2011,08,20,0051599,0,0,10,03,1201,2,deau1201.tif,00041859.tif,BLUE MARLIN,2171,0932,1,0,0,1,0,0,0,ORIGINAL,44,0,,2011-093203
09,6478,2,1,2011,08,20,0051599,0,0,10,04,1201,2,deau1201.tif,00041861.tif,DOLPHIN,1050,0932,1,2,0,0,0,0,0,ORIGINAL,45,0,,2011-093204
09,6478,2,1,2011,08,20,0051599,0,0,10,05,1201,1,deau1201.tif,00041863.tif,DOLPHIN,1050,0932,1,2,2,0,0,0,0,ORIGINAL,46,0,,2011-093205
09,6478,2,1,2011,08,20,0051599,0,0,10,05,1201,1,deau1201.tif,00041863.tif,SKIPJACK TUNA,4661,0932,2,1,1,0,0,0,0,ORIGINAL,47,0,,2011-093205
09,6478,2,1,2011,08,20,0051599,0,0,10,06,1201,2,deau1201.tif,00041865.tif,DOLPHIN,1050,0932,2,1,0,0,0,0,0,ORIGINAL,48,0,,2011-093206
09,6478,2,1,2011,08,20,0051599,0,0,10,06,1201,2,deau1201.tif,00041865.tif,WHITE MARLIN,2161,0932,1,0,0,1,0,0,0,ORIGINAL,49,0,,2011-093206
09,6478,2,1,2011,08,20,0051599,0,0,10,07,1201,2,deau1201.tif,00041867.tif,DOLPHIN,1050,0932,2,1,0,0,0,0,0,ORIGINAL,50,0,,2011-093207
09,6478,2,1,2011,08,20,0051599,0,0,10,07,1201,2,deau1201.tif,00041867.tif,WHITE MARLIN,2161,0932,1,0,0,1,0,0,0,ORIGINAL,51,0,,2011-093207
09,6478,2,1,2011,08,20,0051599,0,0,10,08,1201,2,deau1201.tif,00041869.tif,WHITE MARLIN,2161,0932,1,0,0,1,0,0,0,ORIGINAL,52,0,,2011-093208
09,6478,2,1,2011,08,20,0051599,0,0,10,08,1201,2,deau1201.tif,00041869.tif,BLUE MARLIN,2171,0932,2,0,0,2,0,0,0,ORIGINAL,53,0,,2011-093208
09,6478,2,1,2011,08,20,0051599,0,0,10,09,1201,2,deau1201.tif,00041871.tif,DOLPHIN,1050,0932,2,1,0,0,0,0,0,ORIGINAL,54,0,,2011-093209
09,6478,2,1,2011,08,20,0051599,0,0,10,09,1201,2,deau1201.tif,00041871.tif,SKIPJACK TUNA,4661,0932,5,1,0,0,0,0,0,ORIGINAL,55,0,,2011-093209
09,6478,2,1,2011,08,20,0051599,0,0,10,09,1201,2,deau1201.tif,00041871.tif,LITTLE TUNNY,4681,0932,4,0,0,1,0,0,0,ORIGINAL,56,0,,2011-093209
09,6478,2,1,2011,08,20,0051599,0,0,10,09,1201,2,deau1201.tif,00041871.tif,YFT,4711,0932,3,1,0,0,0,0,0,ORIGINAL,57,0,,2011-093209
09,6478,2,1,2011,08,20,0051599,0,0,10,09,1201,2,deau1201.tif,00041871.tif,WAHOO,4720,0932,1,1,0,0,0,0,0,ORIGINAL,58,0,,2011-093209
07,6783,2,3,2011,08,01,0051599,0,0,10,01,2205,2,deau2205.tif,00040289.tif,YFT,4711,0710,1,1,0,0,0,0,0,ORIGINAL,59,0,,2011-071001
07,6783,2,1,2011,08,01,0051599,0,0,10,02,2205,1,deau2205.tif,00040291.tif,DOLPHIN,1050,0710,1,1,1,0,0,0,0,ORIGINAL,60,0,,2011-071002
07,6783,2,1,2011,08,01,0051599,0,0,10,02,2205,1,deau2205.tif,00040291.tif,YFT,4711,0710,2,1,1,0,0,0,0,ORIGINAL,61,0,,2011-071002
07,6783,2,1,2011,08,08,0051599,1,0,10,01,2202,1,deau2202.tif,00040548.tif,DOLPHIN,1050,0757,1,3,3,0,0,0,0,ORIGINAL,62,0,,2011-075701
07,6783,2,1,2011,08,08,0051599,0,0,10,02,2202,1,deau2202.tif,00040550.tif,SKIPJACK TUNA,4661,0757,3,3,3,0,0,0,0,ORIGINAL,63,0,,2011-075702
07,6783,2,1,2011,08,08,0051599,0,0,10,02,2202,1,deau2202.tif,00040550.tif,YFT,4711,0757,2,2,2,0,0,0,0,ORIGINAL,64,0,,2011-075702
07,6783,2,1,2011,08,08,0051599,0,0,10,02,2202,1,deau2202.tif,00040550.tif,WAHOO,4720,0757,1,1,1,0,0,0,0,ORIGINAL,65,0,,2011-075702
07,6783,2,1,2011,08,08,0051599,0,0,10,03,2202,2,deau2202.tif,00040552.tif,WHITE MARLIN,2161,0757,1,0,0,1,0,0,0,ORIGINAL,66,0,,2011-075703
08,6783,1,1,2011,08,14,0050013,0,0,10,01,1203,2,deau1203.tif,00041019.tif,DOLPHIN,1050,0823,4,37,37,0,0,0,0,ORIGINAL,67,0,,2011-082301
08,6783,1,1,2011,08,14,0050013,0,0,10,01,1203,2,deau1203.tif,00041019.tif,YFT,4711,0823,1,1,1,0,0,0,0,ORIGINAL,68,0,,2011-082301
08,6783,1,1,2011,08,14,0050013,0,0,10,01,1203,2,deau1203.tif,00041019.tif,TIGER SHARK,4911,0823,3,0,0,1,0,0,0,ORIGINAL,69,1,CAUGHT OUT OF AREA;,2011-082301
08,6783,1,1,2011,08,14,0050013,0,0,10,01,1203,2,deau1203.tif,00041019.tif,BLUE SHARK,4931,0823,2,0,0,1,0,0,0,ORIGINAL,70,0,,2011-082301
09,6783,2,1,2011,08,21,0051599,0,0,10,01,1204,1,deau1204.tif,00041800.tif,DOLPHIN,1050,0919,1,2,2,0,0,0,0,ORIGINAL,71,0,,2011-091901
09,6783,2,1,2011,08,21,0051599,0,0,10,02,1204,1,deau1204.tif,00041802.tif,DOLPHIN,1050,0919,1,1,1,0,0,0,0,ORIGINAL,72,0,,2011-091902
09,6783,2,1,2011,08,21,0051599,0,0,10,02,1204,1,deau1204.tif,00041802.tif,SKIPJACK TUNA,4661,0919,2,7,1,0,0,0,0,ORIGINAL,73,0,,2011-091902
08,6936,2,1,2011,08,12,0051599,0,0,10,01,2107,2,deau2107.tif,00041023.tif,DOLPHIN,1050,0824,1,2,0,0,0,0,0,ORIGINAL,74,0,,2011-082401
08,6936,2,1,2011,08,12,0051599,0,0,10,02,2107,2,deau2107.tif,00041025.tif,DOLPHIN,1050,0824,1,21,21,0,0,0,0,ORIGINAL,75,0,,2011-082402
08,6936,2,1,2011,08,12,0051599,0,0,10,03,2107,2,deau2107.tif,00041027.tif,DOLPHIN,1050,0824,1,1,0,0,0,0,0,ORIGINAL,76,0,,2011-082403
08,6936,2,1,2011,08,12,0051599,0,0,10,04,2107,1,deau2107.tif,00041029.tif,DOLPHIN,1050,0824,1,2,2,0,0,0,0,ORIGINAL,77,0,,2011-082404
08,6936,2,1,2011,08,12,0051599,0,0,10,04,2107,1,deau2107.tif,00041029.tif,WAHOO,4720,0824,2,1,1,0,0,0,0,ORIGINAL,78,0,,2011-082404
08,6936,2,1,2011,08,12,0051599,0,0,10,05,2107,2,deau2107.tif,00041031.tif,DOLPHIN,1050,0824,2,1,0,0,0,0,0,ORIGINAL,79,0,,2011-082405
08,6936,2,1,2011,08,12,0051599,0,0,10,05,2107,2,deau2107.tif,00041031.tif,WHITE MARLIN,2161,0824,1,0,0,1,0,0,0,ORIGINAL,80,0,,2011-082405
08,6936,2,1,2011,08,12,0051599,0,0,10,06,2107,2,deau2107.tif,00041033.tif,WHITE MARLIN,2161,0824,1,0,0,2,0,0,0,ORIGINAL,81,0,,2011-082406
08,6936,2,1,2011,08,12,0051599,0,0,10,07,2107,2,deau2107.tif,00041035.tif,WHITE MARLIN,2161,0824,1,0,0,2,0,0,0,ORIGINAL,82,0,,2011-082407
08,6936,2,1,2011,08,12,0051599,0,0,10,08,2107,2,deau2107.tif,00041037.tif,WHITE MARLIN,2161,0824,1,0,0,2,0,0,0,ORIGINAL,83,0,,2011-082408
08,6936,2,1,2011,08,12,0051599,0,0,10,11,2107,2,deau2107.tif,00041041.tif,WHITE MARLIN,2161,0824,1,0,0,1,0,0,0,ORIGINAL,84,0,,2011-082411
08,6936,2,1,2011,08,12,0051599,0,0,10,12,2107,2,deau2107.tif,00041043.tif,WHITE MARLIN,2161,0824,1,0,0,1,0,0,0,ORIGINAL,85,0,,2011-082412
08,6936,2,1,2011,08,12,0051599,0,0,10,12,2107,2,deau2107.tif,00041043.tif,YFT,4711,0824,2,0,0,1,0,0,0,ORIGINAL,86,0,,2011-082412
08,6936,2,1,2011,08,12,0051599,0,0,10,13,2107,2,deau2107.tif,00041045.tif,DOLPHIN,1050,0824,1,1,0,0,0,0,0,ORIGINAL,87,0,,2011-082413
08,6936,2,1,2011,08,12,0051599,0,0,10,14,2107,2,deau2107.tif,00041047.tif,WHITE MARLIN,2161,0824,1,0,0,4,0,0,0,ORIGINAL,88,0,,2011-082414
07,6447,3,1,2011,08,02,0470853,0,0,24,01,2110,2,mdau2110.tif,00040348.tif,ATLANTIC SHARPN,4941,0726,1,1,0,0,0,0,0,ORIGINAL,89,0,,2011-072601
07,6447,3,1,2011,08,02,0470853,0,0,24,02,2110,1,mdau2110.tif,00040350.tif,DOLPHIN,1050,0726,2,1,1,0,0,0,0,ORIGINAL,90,0,,2011-072602
07,6447,3,1,2011,08,02,0470853,0,0,24,02,2110,1,mdau2110.tif,00040350.tif,YFT,4711,0726,1,4,4,0,0,0,0,ORIGINAL,91,0,,2011-072602
07,6447,3,1,2011,08,02,0470853,0,0,24,03,2110,1,mdau2110.tif,00040352.tif,DOLPHIN,1050,0726,2,1,1,0,0,0,0,ORIGINAL,92,0,,2011-072603
07,6447,3,1,2011,08,02,0470853,0,0,24,03,2110,1,mdau2110.tif,00040352.tif,WHITE MARLIN,2161,0726,3,0,0,1,0,0,0,ORIGINAL,93,0,,2011-072603
07,6447,3,1,2011,08,02,0470853,0,0,24,03,2110,1,mdau2110.tif,00040352.tif,YFT,4711,0726,1,1,1,0,0,0,0,ORIGINAL,94,0,,2011-072603
07,6447,3,1,2011,08,02,0470853,0,0,24,04,2110,2,mdau2110.tif,00040354.tif,WHITE MARLIN,2161,0726,1,0,0,1,0,0,0,ORIGINAL,95,0,,2011-072604
07,6447,3,1,2011,08,02,0470853,0,0,24,05,2110,1,mdau2110.tif,00040356.tif,DOLPHIN,1050,0726,2,2,2,0,0,0,0,ORIGINAL,96,0,,2011-072605
07,6447,3,1,2011,08,02,0470853,0,0,24,05,2110,1,mdau2110.tif,00040356.tif,WHITE MARLIN,2161,0726,3,0,0,2,0,0,0,ORIGINAL,97,0,,2011-072605
07,6447,3,1,2011,08,02,0470853,0,0,24,05,2110,1,mdau2110.tif,00040356.tif,YFT,4711,0726,1,3,3,0,0,0,0,ORIGINAL,98,0,,2011-072605
07,6447,3,1,2011,08,02,0470853,0,0,24,06,2110,2,mdau2110.tif,00040358.tif,YFT,4711,0726,1,2,2,0,0,0,0,ORIGINAL,99,0,,2011-072606
07,6447,3,1,2011,08,02,0470853,0,0,24,07,2110,2,mdau2110.tif,00040360.tif,DOLPHIN,1050,0726,2,2,0,0,0,0,0,ORIGINAL,100,0,,2011-072607
07,6447,3,1,2011,08,02,0470853,0,0,24,07,2110,2,mdau2110.tif,00040360.tif,WHITE MARLIN,2161,0726,3,0,0,1,0,0,0,ORIGINAL,101,0,,2011-072607
07,6447,3,1,2011,08,02,0470853,0,0,24,07,2110,2,mdau2110.tif,00040360.tif,YFT,4711,0726,1,3,0,0,0,0,0,ORIGINAL,102,0,,2011-072607
07,6447,5,1,2011,08,03,0471493,0,0,24,03,2111,2,mdau2111.tif,00040366.tif,BLUE MARLIN,2171,0727,2,0,0,1,0,0,0,ORIGINAL,103,0,,2011-072703
07,6447,5,1,2011,08,03,0471493,0,0,24,03,2111,2,mdau2111.tif,00040366.tif,YFT,4711,0727,1,3,0,0,0,0,0,ORIGINAL,104,0,,2011-072703
07,6447,5,1,2011,08,03,0471493,0,0,24,04,2111,2,mdau2111.tif,00040368.tif,YFT,4711,0727,1,3,0,0,0,0,0,ORIGINAL,105,0,,2011-072704
07,6447,3,1,2011,08,04,0470853,0,0,24,01,2112,2,mdau2112.tif,00040372.tif,DOLPHIN,1050,0728,2,2,0,0,0,0,0,ORIGINAL,106,0,,2011-072801
07,6447,3,1,2011,08,04,0470853,0,0,24,01,2112,2,mdau2112.tif,00040372.tif,WHITE MARLIN,2161,0728,3,0,0,1,0,0,0,ORIGINAL,107,0,,2011-072801
07,6447,3,1,2011,08,04,0470853,0,0,24,01,2112,2,mdau2112.tif,00040372.tif,YFT,4711,0728,1,2,0,0,0,0,0,ORIGINAL,108,0,,2011-072801
07,6447,3,1,2011,08,04,0470853,0,0,24,02,2112,2,mdau2112.tif,00040374.tif,DOLPHIN,1050,0728,2,5,5,0,0,0,0,ORIGINAL,109,0,,2011-072802
07,6447,3,1,2011,08,04,0470853,0,0,24,02,2112,2,mdau2112.tif,00040374.tif,YFT,4711,0728,1,1,1,0,0,0,0,ORIGINAL,110,0,,2011-072802
07,6447,3,1,2011,08,04,0470853,0,0,24,03,2112,2,mdau2112.tif,00040376.tif,WAHOO,4720,0728,1,1,0,0,0,0,0,ORIGINAL,111,0,,2011-072803
07,6447,3,1,2011,08,04,0470853,0,0,24,04,2112,2,mdau2112.tif,00040378.tif,DOLPHIN,1050,0728,2,2,0,0,0,0,0,ORIGINAL,112,0,,2011-072804
07,6447,3,1,2011,08,04,0470853,0,0,24,04,2112,2,mdau2112.tif,00040378.tif,YFT,4711,0728,1,1,0,0,0,0,0,ORIGINAL,113,0,,2011-072804
07,6447,3,1,2011,08,04,0470853,0,0,24,05,2112,2,mdau2112.tif,00040380.tif,DOLPHIN,1050,0728,2,3,0,0,0,0,0,ORIGINAL,114,0,,2011-072805
07,6447,3,1,2011,08,04,0470853,0,0,24,05,2112,2,mdau2112.tif,00040380.tif,YFT,4711,0728,1,1,0,0,0,0,0,ORIGINAL,115,0,,2011-072805
07,6447,3,1,2011,08,06,0470853,0,0,24,01,1105,2,mdau1105.tif,00040561.tif,DOLPHIN,1050,0761,2,6,0,0,0,0,0,ORIGINAL,116,0,,2011-076101
07,6447,3,1,2011,08,06,0470853,0,0,24,01,1105,2,mdau1105.tif,00040561.tif,WHITE MARLIN,2161,0761,1,0,0,2,0,0,0,ORIGINAL,117,0,,2011-076101
07,6447,3,1,2011,08,06,0470853,0,0,24,01,1105,2,mdau1105.tif,00040561.tif,SKIPJACK TUNA,4661,0761,3,1,0,0,0,0,0,ORIGINAL,118,0,,2011-076101
07,6447,3,1,2011,08,06,0470853,0,0,24,02,1105,2,mdau1105.tif,00040563.tif,DOLPHIN,1050,0761,2,2,0,0,0,0,0,ORIGINAL,119,0,,2011-076102
07,6447,3,1,2011,08,06,0470853,0,0,24,02,1105,2,mdau1105.tif,00040563.tif,YFT,4711,0761,1,2,0,0,0,0,0,ORIGINAL,120,0,,2011-076102
07,6447,3,1,2011,08,06,0470853,0,0,24,03,1105,2,mdau1105.tif,00040565.tif,DOLPHIN,1050,0761,2,2,0,0,0,0,0,ORIGINAL,121,0,,2011-076103
07,6447,3,1,2011,08,06,0470853,0,0,24,03,1105,2,mdau1105.tif,00040565.tif,YFT,4711,0761,1,4,0,0,0,0,0,ORIGINAL,122,0,,2011-076103
07,6447,3,1,2011,08,06,0470853,0,0,24,04,1105,2,mdau1105.tif,00040567.tif,ATLANTIC MACKER,2120,0761,1,8,0,10,0,0,0,ORIGINAL,123,1,CAUGHT OUT OF AREA;,2011-076104
07,6447,3,1,2011,08,06,0470853,0,0,24,04,1105,2,mdau1105.tif,00040567.tif,SEA TROUT,3446,0761,2,0,0,12,0,0,0,ORIGINAL,124,1,ALIVE;,2011-076104
07,6447,3,1,2011,08,06,0470853,0,0,24,04,1105,2,mdau1105.tif,00040567.tif,CLEAR NOSE SKAT,3650,0761,3,0,0,1,0,0,0,ORIGINAL,125,0,,2011-076104
07,6447,3,1,2011,08,06,0470853,1,0,24,05,1105,2,mdau1105.tif,00040569.tif,WHITE MARLIN,2161,0761,1,0,0,1,0,0,0,ORIGINAL,126,0,,2011-076105
07,6447,3,1,2011,08,06,0470853,1,0,24,05,1105,2,mdau1105.tif,00040569.tif,YFT,4711,0761,2,2,0,1,0,0,0,ORIGINAL,127,0,,2011-076105
07,6447,3,1,2011,08,06,0470853,0,0,24,06,1105,2,mdau1105.tif,00040571.tif,DOLPHIN,1050,0761,2,1,0,0,0,0,0,ORIGINAL,128,0,,2011-076106
07,6447,3,1,2011,08,06,0470853,0,0,24,06,1105,2,mdau1105.tif,00040571.tif,YFT,4711,0761,1,1,0,0,0,0,0,ORIGINAL,129,0,,2011-076106
07,6447,3,1,2011,08,06,0470853,0,0,24,07,1105,2,mdau1105.tif,00040573.tif,WHITE MARLIN,2161,0761,3,0,0,1,0,0,0,ORIGINAL,130,0,,2011-076107
07,6447,3,1,2011,08,06,0470853,0,0,24,07,1105,2,mdau1105.tif,00040573.tif,BIGEYE TUNA,4691,0761,1,1,1,0,0,0,0,ORIGINAL,131,0,,2011-076107
07,6447,3,1,2011,08,06,0470853,0,0,24,07,1105,2,mdau1105.tif,00040573.tif,YFT,4711,0761,2,4,4,0,0,0,0,ORIGINAL,132,0,,2011-076107
07,6447,3,1,2011,08,06,0470853,0,0,24,08,1105,2,mdau1105.tif,00040575.tif,DOLPHIN,1050,0761,2,1,0,0,0,0,0,ORIGINAL,133,0,,2011-076108
07,6447,3,1,2011,08,06,0470853,0,0,24,08,1105,2,mdau1105.tif,00040575.tif,WHITE MARLIN,2161,0761,1,0,0,2,0,0,0,ORIGINAL,134,0,,2011-076108
07,6447,3,1,2011,08,06,0470853,0,0,24,09,1105,2,mdau1105.tif,00040577.tif,DOLPHIN,1050,0761,2,5,5,0,0,0,0,ORIGINAL,135,0,,2011-076109
07,6447,3,1,2011,08,06,0470853,0,0,24,09,1105,2,mdau1105.tif,00040577.tif,YFT,4711,0761,1,4,4,1,0,0,0,ORIGINAL,136,0,,2011-076109
07,6447,3,1,2011,08,06,0470853,0,0,24,10,1105,2,mdau1105.tif,00040579.tif,DOLPHIN,1050,0761,2,1,0,0,0,0,0,ORIGINAL,137,0,,2011-076110
07,6447,3,1,2011,08,06,0470853,0,0,24,10,1105,2,mdau1105.tif,00040579.tif,YFT,4711,0761,1,1,0,0,0,0,0,ORIGINAL,138,0,,2011-076110
07,6447,3,1,2011,08,06,0470853,0,0,24,11,1105,2,mdau1105.tif,00040581.tif,YFT,4711,0761,1,5,0,0,0,0,0,ORIGINAL,139,0,,2011-076111
07,6447,3,1,2011,08,06,0470853,0,0,24,12,1105,2,mdau1105.tif,00040583.tif,DOLPHIN,1050,0761,1,2,0,0,0,0,0,ORIGINAL,140,0,,2011-076112
07,6447,3,1,2011,08,06,0470853,0,0,24,12,1105,2,mdau1105.tif,00040583.tif,WHITE MARLIN,2161,0761,2,0,0,1,0,0,0,ORIGINAL,141,0,,2011-076112
07,6447,3,1,2011,08,06,0470853,0,0,24,13,1105,2,mdau1105.tif,00040585.tif,DOLPHIN,1050,0761,2,2,0,0,0,0,0,ORIGINAL,142,0,,2011-076113
07,6447,3,1,2011,08,06,0470853,0,0,24,13,1105,2,mdau1105.tif,00040585.tif,YFT,4711,0761,1,2,0,0,0,0,0,ORIGINAL,143,0,,2011-076113
