tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
15,6,25,MA,6,10,6,6,STELLWAGEN BANK SW,6591,25,1600,1115,0784,8,1,2,1,3,2,1600,4677,4678,2,12,4,6,1,0,0,1,0,0,0,6,4210,7015,15,180,64,1,2,1,MASE1115.pdf,00092198.tif,2015,0,0,0,ORIGINAL,09,12,20343,1554,0230784,023,2,323,0,,N,2,,2015-155410
16,T116,25,MA,GREE,09,6,DRIFTING,STELLWAGEN BANK SW,7606,25,1745,2225,0784,8,1,2,2,3,2,1725,4678,9996,1,1,4,12,1,0,0,0,0,0,1,4,4210,7015,10,120,98,1,1,1,MASE2225.pdf,00092579.tif,2015,0,1,0,ORIGINAL,09,18,20349,1605,0230784,023,2,776,0,,N,2,,2015-160509
16,6,25,MA,6,08,6,ANCHORED,STELLWAGEN BANK,7606,25,1715,2112,0784,8,1,2,1,3,2,1715,4678,9996,2,1,4,10,1,0,0,0,0,0,1,3,4216,7017,13,200,68,2,2,2,MASE2112.pdf,00093150.tif,2015,0,1,0,ORIGINAL,09,23,20354,1673,0230784,023,2,404,0,,N,2,,2015-167308
16,6,25,MA,6,18,6,ANCHORED,STELLWAGEN E,7606,25,1705,1107,0784,8,1,2,1,3,2,1700,4676,9996,2,1,4,6,1,0,0,0,0,0,1,6,9998,9998,12,200,67,1,1,2,MASE1107.pdf,00093225.tif,2015,0,0,0,ORIGINAL,09,27,20358,1683,0230784,023,2,271,0,,N,2,,2015-168318
16,6,24,MD,6,01,6,6,ISLE OF WIGHT,6447,24,1638,1206,0853,3,1,2,1,3,1,1600,3591,9996,2,1,4,7,0,0,1,0,1,0,0,6,9998,9998,7,75,75,1,2,1,MDSE1206.pdf,00092839.tif,2015,0,1,0,ORIGINAL,09,19,20350,1636,0470853,047,6,227,0,,Y,2,,2015-163601
14,6,33,NH,6,01,6,6,ISLE OF SHOALS,6583,33,1626,1101,0003,1,3,2,1,3,1,1615,4671,9996,2,1,2,6,0,0,1,0,1,1,0,3,4300,7029,5,200,69,1,2,1,NHSE1101.pdf,00091568.tif,2015,0,1,0,ORIGINAL,09,05,20336,1452,0150003,015,1,487,0,,Y,2,,2015-145201
16,6,33,NH,6,01,6,LIVE LINING,JEFFREYS LEDGE,7633,25,1747,2206,9203,33,1,1,2,1,2,1740,4671,9996,2,2,2,6,1,0,0,0,0,0,1,2,4255,7010,15,217,62,1,2,1,MASE2206.pdf,00093125.tif,2015,0,1,0,ORIGINAL,09,23,20354,1669,0099203,009,2,443,0,,Y,1,,2015-166901
16,6,37,NC,6,04,6,6,350 LINE,6633,51,1900,2203,0091,1,1,1,2,2,1,1830,2161,2171,2,1,5,8,0,0,1,1,0,0,0,4,9998,9998,60,99998,98,1,1,1,VASE2203.pdf,00092815.tif,2015,0,0,0,ORIGINAL,09,18,20349,1632,8100091,810,7,719,0,,Y,2,,2015-163204
16,6,24,MD,6,08,6,6,WASHINGTON CANYON,6555,24,1748,1109,0856,4,3,1,2,2,1,1740,1050,9996,2,12,8,8,0,1,1,1,0,1,0,3,3729,7430,60,620,78,1,1,1,MDSE1109.pdf,00092608.tif,2015,0,0,0,ORIGINAL,09,19,20350,1607,0470856,047,6,196,0,,Y,2,,2015-160708
16,6,37,NC,6,03,6,6,CIGAR,6633,51,1845,2203,0002,1,1,1,2,2,1,1800,2161,2171,2,1,7,7,0,0,1,1,0,0,0,3,3630,7450,40,300,78,1,2,1,VASE2203.pdf,00092813.tif,2015,0,0,0,ORIGINAL,09,18,20349,1632,8100002,810,7,720,0,,Y,2,,2015-163203
