id,year,month,day,stcode,county,siteno,tourn,tcode,tourn_name,new_tcode,new_name,inttime,site_no,sitetype,docno,location,prim_op,todayt,category,ppstate,ppstfips,returnt,prim1,prim2,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,young_school_bft,school_bft,large_school_bft,small_med_bft,large_med_bft,giant_bft,unk_bft,school_or_lgschool_bft
2002-273705,2002,7,4,24,47,1493,1,6300,CANYON KICKOFF,6300,OCEAN CITY MD CANYON KICKOFF,1830,471493,1,5,NORFOLK AND WASH,2,2,2,MD,24,1700,5250,9996,6,6,6,8,0,0,1,1,0,0,0,6,5,3700,7415,70,300,78,0,0,0,0,0,0,0,0
2002-274202,2002,7,6,34,25,1005,1,3350,MANASQUAN MARLIN AND,3350,MANASQUAN RIVER OFFSHORE OPEN,1720,251005,1,2,TOMS CANYON,1,2,1,NJ,34,1700,9998,9996,6,6,8,10,0,1,1,1,0,0,0,6,2,9999,9999,88,800,77,0,0,0,0,0,0,0,0
2002-274301,2002,7,6,34,29,279,1,3350,FIRECRACKER OPEN,3350,MANASQUAN RIVER OFFSHORE OPEN,1815,290279,1,1,CARTERET CANYON,1,2,9,NJ,34,1815,2171,9996,6,6,6,24,0,1,0,1,0,0,0,6,4,3845,7340,75,700,76,0,0,0,0,0,0,0,0
2002-274304,2002,7,6,34,29,279,1,3350,FIRECRACKER OPEN,3350,MANASQUAN RIVER OFFSHORE OPEN,1905,290279,1,4,CARTERET CANYON,1,2,1,NJ,34,1900,4656,9996,6,6,9,9,0,1,1,1,0,0,0,6,6,3845,7340,90,500,77,0,0,0,0,0,0,0,0
2002-274305,2002,7,6,34,29,279,1,3350,FIRECRACKER OPEN,3350,MANASQUAN RIVER OFFSHORE OPEN,2000,290279,1,5,7,2,2,1,NJ,34,1955,4656,9996,6,6,5,10,0,0,1,1,0,0,0,6,4,9999,9999,90,600,79,0,0,0,0,0,0,0,0
2002-275007,2002,7,7,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1730,51599,1,7,20 FATHOM LINE,1,2,1,DE,10,1730,4670,9996,6,6,7,8,0,0,1,1,0,0,0,6,4,9998,9998,55,120,77,0,0,4,0,0,0,0,0
2002-275006,2002,7,7,10,5,1599,1,3840,IRBA TUNA TOURNAMENT,3840,INDIAN RIVER TUNA OPEN,1730,51599,1,6,PARKING LOT,1,2,1,DE,10,1730,4656,9996,6,6,7,10,0,0,1,1,0,0,0,6,4,3740,7450,80,130,81,0,0,4,0,0,0,0,0
2002-281005,2002,7,13,34,1,1063,1,,HARBOR COVE,,HARBOR COVE,1652,11063,1,5,LOBSTER HOLE,1,2,1,NJ,34,1645,4679,9996,6,6,7,8,0,1,0,1,0,0,0,6,4,9999,9999,58,250,74,0,0,0,0,0,0,0,0
2002-282713,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1805,91131,1,13,WILMINGTON CANYON,1,2,2,NJ,34,1730,2161,9996,6,6,7,7,0,0,1,1,0,0,0,6,5,3830,7320,998,250,76,0,0,0,0,0,0,0,0
2002-282714,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1810,91131,1,14,BALTIMORE CANYON,1,2,1,NJ,34,9997,4711,9996,6,6,5,8,0,1,0,1,0,0,0,6,5,3820,7345,85,600,78,0,0,0,0,0,0,0,0
2002-282715,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1815,91131,1,15,LINDENKOHL,1,2,2,NJ,34,1730,4656,9996,6,6,8,6,0,1,0,1,0,0,0,6,7,9998,9998,998,650,75,0,0,0,0,0,0,0,0
2002-282716,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1820,91131,1,16,LINDENKOHL,1,2,2,NJ,34,1735,4656,9996,6,6,7,5,0,1,1,1,0,0,0,6,4,9998,9998,998,1200,74,0,0,0,0,0,0,0,0
2002-282717,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1830,91131,1,17,WILMINGTON CANYON,1,2,2,NJ,34,1800,2171,9996,6,6,10,7,0,0,1,1,0,0,0,6,4,3830,7320,80,6000,77,0,0,0,0,0,0,0,0
2002-282718,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1840,91131,1,18,WILMINGTON CANYON,1,2,1,NJ,34,1730,4656,9996,6,6,8,7,0,0,1,1,0,0,0,6,3,3830,7320,80,600,75,0,0,0,0,0,0,0,0
2002-282720,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1845,91131,1,20,BALTIMORE CANYON,1,2,2,NJ,34,1700,4656,9996,6,6,8,5,0,1,1,1,0,0,0,6,5,3820,7345,65,1200,75,0,0,0,0,0,0,0,0
2002-282721,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1850,91131,1,21,WILMINGTON CANYON,1,2,2,NJ,34,1730,4656,9996,6,6,7,7,0,0,1,1,0,0,0,6,5,3830,7320,82,350,76,0,0,0,0,0,0,0,0
2002-282719,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1855,91131,1,19,WILMINGTON CANYON,1,2,2,NJ,34,1845,4656,9996,6,6,7,7,0,1,1,1,0,0,0,6,4,3830,7320,85,600,74,0,0,0,0,0,0,0,0
2002-282722,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1900,91131,1,22,BALTIMORE CANYON,1,2,2,NJ,34,1730,2161,9996,6,6,6,7,0,0,1,1,0,0,0,6,6,3820,7245,998,500,76,0,0,0,0,0,0,0,0
2002-282723,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1910,91131,1,23,SPENCER CANYON,1,2,2,NJ,34,1800,4656,9996,6,6,8,7,0,1,1,1,0,0,0,6,4,9998,9998,998,240,74,0,0,0,0,0,0,0,0
2002-282724,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1915,91131,1,24,WILMINGTON CANYON,1,2,2,NJ,34,1800,4656,9996,6,6,6,7,0,1,1,1,0,0,0,6,7,3830,7320,96,99998,73,0,0,0,0,0,0,0,0
2002-282725,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1920,91131,1,25,SPENCER CANYON,1,2,1,NJ,34,1830,4656,9996,6,6,7,7,1,0,0,1,0,0,0,6,6,9998,9998,998,500,72,0,0,0,0,0,0,0,0
2002-282726,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1925,91131,1,26,WILMINGTON CANYON,1,2,2,NJ,34,1900,4656,9996,6,6,7,7,0,1,1,1,0,0,0,6,7,3830,7320,998,1500,75,0,0,0,0,0,0,0,0
2002-282727,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1935,91131,1,27,WILMINGTON CANYON,1,2,2,NJ,34,1530,4656,9996,6,6,6,8,0,0,1,1,0,0,0,6,5,3830,7320,86,4800,76,0,0,0,0,0,0,0,0
2002-282728,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1940,91131,1,28,BALTIMORE CANYON,1,2,2,NJ,34,1745,4656,9996,6,6,7,6,0,0,1,1,0,0,0,6,7,3820,7345,75,4800,76,0,0,0,0,0,0,0,0
2002-282729,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1945,91131,1,29,WILMINGTON CANYON,1,2,2,NJ,34,1830,4656,9996,6,6,6,7,0,0,1,1,0,0,0,6,2,3830,7320,80,6000,76,0,0,0,0,0,0,0,0
2002-282731,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1950,91131,1,31,WILMINGTON CANYON,1,2,2,NJ,34,1845,4656,9996,6,6,6,6,0,0,1,1,0,0,0,6,5,3830,7320,86,6000,78,0,0,0,0,0,0,0,0
2002-282732,2002,7,13,34,9,1131,1,4400,OCEAN VIKING,4400,OCEAN VIKING SHOWDOWN,1955,91131,1,32,WILMINGTON CANYON,1,2,2,NJ,34,1800,4656,9996,6,6,6,7,0,0,1,1,0,0,0,6,6,3830,7320,80,600,77,0,0,0,0,0,0,0,0
2002-279204,2002,7,13,36,103,85,1,,NORTHEAST SALTWATER,210,MONTAUK CAPTAINS,1640,1030085,1,4,N JENNY HORN,1,2,1,CT,9,1615,3551,9996,6,6,4,8,0,0,1,0,0,1,0,6,4,9998,9998,23,245,70,0,0,0,0,0,0,0,0
2002-279206,2002,7,13,36,103,85,1,,NORTHEAST SALTWATER,210,MONTAUK CAPTAINS,1710,1030085,1,6,FIRST HORN,1,2,8,CT,9,1640,3551,9996,6,6,4,7,0,0,1,0,1,1,0,6,3,9998,9998,25,220,70,0,0,0,0,0,0,0,0
2002-279208,2002,7,13,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1800,1030085,1,8,SE BLOCK ISLAND,2,1,3,NY,36,1730,3551,9996,6,6,4,7,0,0,1,0,0,0,1,DRIFTING,2,9998,9998,21,200,99,0,0,0,0,0,0,0,0
2002-279209,2002,7,13,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1805,1030085,1,9,SE POINT,2,1,3,NC,37,1645,3551,9996,6,6,4,6,0,0,1,0,1,0,1,DRIFTING,4,9998,9998,35,85,67,0,0,0,0,0,0,0,0
2002-279211,2002,7,13,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1820,1030085,1,11,20 SOUTH POINT,2,1,3,NY,36,1730,3551,9996,6,6,3,5,0,0,1,0,0,1,0,6,8,9998,9998,20,108,68,0,0,0,0,0,0,0,0
2002-279212,2002,7,13,36,103,85,1,T210,MONTAUK BOATMANS & C,210,MONTAUK CAPTAINS,1835,1030085,1,12,GULLY,1,2,6,CT,9,1730,3551,9996,6,6,3,5,0,0,1,0,1,0,0,6,4,9999,9999,25,150,68,0,0,0,0,0,0,0,0
2002-280904,2002,7,13,36,103,175,1,T214,MAKO MANIA,214,SHINNECOCK MAKO MANIA,1800,1030175,1,4,SE INLET,1,2,8,NY,36,1745,3591,9996,6,6,3,10,0,0,1,0,1,1,0,6,5,9998,9998,35,200,72,0,0,0,0,0,0,0,0
2002-280905,2002,7,13,36,103,175,1,T214,MAKO MANIA,214,SHINNECOCK MAKO MANIA,1815,1030175,1,5,FINGERS,1,2,2,NY,36,1815,3591,9996,6,6,4,12,1,0,1,0,1,1,0,6,5,9998,9998,12,130,69,0,0,0,0,0,0,0,0
2002-280908,2002,7,13,36,103,175,1,T214,MAKO MANIA,214,SHINNECOCK MAKO MANIA,1840,1030175,1,8,SE INLET,1,2,8,NY,36,1820,3591,9996,6,6,3,6,0,0,1,0,1,1,0,6,3,9998,9998,25,119,69,0,0,0,0,0,0,0,0
2002-280901,2002,7,13,36,103,589,1,T214,MAKO MANIA,214,SHINNECOCK MAKO MANIA,1530,1030589,1,1,SE INLET,1,2,2,NY,36,1530,3591,9996,6,6,3,6,0,0,1,0,1,1,0,6,3,9998,9998,15,150,69,0,0,0,0,0,0,0,0
2002-282101,2002,7,13,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1330,90414,1,1,SOUTH OF BLOCK,1,2,1,RI,44,1330,3551,9996,6,6,3,4,0,0,1,0,0,1,0,6,3,9998,9998,10,160,63,0,0,0,0,0,0,0,0
2002-282105,2002,7,13,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1720,90414,1,5,SE OF BLOCK ISLAND,2,1,3,RI,44,1700,3551,9996,6,6,4,5,0,0,1,0,0,1,0,6,5,9998,9998,28,170,68,0,0,0,0,0,0,0,0
2002-282106,2002,7,13,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1800,90414,1,6,RYANS JENNY HORN 30 MILES,1,2,1,RI,44,1600,3551,9996,6,6,3,5,0,0,1,0,1,1,0,6,4,9998,9998,30,180,68,0,0,0,0,0,0,0,0
2002-282108,2002,7,13,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1825,90414,1,8,FINGERS,1,2,1,RI,44,1700,4711,9996,6,6,3,6,0,0,1,1,0,1,0,6,4,9998,9998,36,117,67,0,8,0,0,0,0,0,0
2002-282109,2002,7,13,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1835,90414,1,9,SE PT JUDITH LORAN #S,1,2,1,RI,44,1700,3591,9996,6,6,3,9,1,0,1,0,0,0,1,DRIFTED,3,9998,9998,45,180,69,0,0,0,0,0,0,0,0
2002-280404,2002,7,14,24,47,1493,1,5550,OC TUNA TOURNAMENT,5550,OCEAN CITY MD TUNA,1635,471493,1,4,HAM BONE,1,2,8,MD,24,1600,4678,9996,6,6,7,4,0,0,1,1,0,0,0,6,6,3811,7424,38,130,76,0,0,4,0,0,0,0,0
2002-280303,2002,7,14,36,103,37,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1805,1030037,1,3,SOUTHEAST OF POINT,1,2,3,NY,36,1800,3591,9996,6,6,4,8,1,0,1,0,0,1,0,6,6,9998,9998,18,190,70,0,0,0,0,0,0,0,0
2002-280304,2002,7,14,36,103,37,1,T210,MONTUAK BOATMANS,210,MONTAUK CAPTAINS,1820,1030037,1,4,RANGER WRECK NY23,1,2,6,NY,36,1815,3551,9996,6,6,4,8,1,0,1,0,0,1,0,6,5,9998,9998,32,230,70,0,0,0,0,0,0,0,0
2002-283001,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1425,1030085,1,1,SE BLOCK ISLAND,2,1,3,NY,36,1415,3591,9996,6,6,3,5,0,0,1,0,1,1,0,6,6,9999,9999,18,200,70,0,0,0,0,0,0,0,0
2002-283002,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1530,1030085,1,2,SW BLOCK ISLAND,1,2,3,NY,36,1525,3591,9996,6,6,3,8,0,0,1,0,1,1,0,6,4,9998,9998,50,180,68,0,0,0,0,0,0,0,0
2002-283003,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1545,1030085,1,3,SE BLOCK ISLAND,1,2,2,NY,36,1545,3591,9996,6,6,3,7,0,0,1,0,1,1,0,6,2,9998,9998,25,178,65,0,0,0,0,0,0,0,0
2002-283004,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1550,1030085,1,4,DUMP SE,1,2,1,NY,36,1550,3591,9996,6,6,3,7,0,0,1,0,1,1,0,6,4,9998,9998,45,175,68,0,0,0,0,0,0,0,0
2002-283005,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1630,1030085,1,5,SE BLOCK ISLAND,2,1,8,NY,36,1630,3591,9996,6,6,4,6,0,0,1,0,1,1,0,6,3,9998,9998,35,186,67,0,0,0,0,0,0,0,0
2002-283006,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1635,1030085,1,6,SE BLOCK ISLAND,2,1,8,NY,36,1630,3591,9996,6,6,4,6,0,0,1,0,1,1,0,6,4,9998,9998,33,180,69,0,0,0,0,0,0,0,0
2002-283007,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1705,1030085,1,7,E BLOCK ISLAND,1,2,2,NY,36,1700,3591,9996,6,6,3,8,0,0,1,0,1,1,0,6,2,9998,9998,50,190,69,0,0,0,0,0,0,0,0
2002-283008,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1725,1030085,1,8,SE BLOCK ISLAND,2,1,3,NY,36,1720,3591,9996,6,6,4,7,1,0,1,0,1,1,0,6,5,9998,9998,15,180,70,0,0,0,0,0,0,0,0
2002-283009,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1735,1030085,1,9,SE BLOCK ISLAND,2,1,3,NY,36,1730,3591,9996,6,6,3,5,0,0,1,0,1,1,0,6,6,9998,9998,45,180,66,0,0,0,0,0,0,0,0
2002-283010,2002,7,14,36,103,85,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1740,1030085,1,10,SE BLOCK ISLAND,1,2,8,NY,36,1730,3591,9996,6,6,3,8,1,0,1,0,0,1,0,6,5,9999,9999,26,160,70,0,0,0,0,0,0,0,0
2002-280201,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1650,1030133,1,1,BUTTERFISH HOLE,2,1,3,NY,36,1635,3551,9996,6,6,4,5,0,0,1,0,0,1,0,6,6,4050,7135,16,186,71,0,0,0,0,0,0,0,0
2002-280202,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1720,1030133,1,2,SE BLOCK,2,1,8,NY,36,1700,3551,9996,6,6,4,8,1,0,1,0,0,1,0,6,6,9998,9998,25,188,68,0,0,0,0,0,0,0,0
2002-280203,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1730,1030133,1,3,SUFFOLK WRECK,1,2,1,NY,36,1700,4931,9996,6,6,4,8,0,0,1,0,0,1,0,6,4,9998,9998,35,180,68,0,0,0,0,0,0,0,0
2002-280204,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1740,1030133,1,4,BLOCK CHANNEL,1,2,8,NY,36,1700,3551,9996,6,6,3,9,1,1,1,0,1,1,0,6,4,9998,9998,8,150,74,1,0,0,0,0,0,0,0
2002-280205,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1745,1030133,1,5,S MONTAUK POINT,2,2,8,NY,36,1700,3551,9996,6,6,3,7,1,0,1,0,0,0,1,DRIFTING,5,9998,9998,40,217,71,0,0,0,0,0,0,0,0
2002-280206,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1750,1030133,1,6,E SE POINT,1,2,1,NY,36,1630,3551,9996,6,6,3,6,1,0,1,0,0,1,0,6,4,9998,9998,36,178,69,0,0,0,0,0,0,0,0
2002-280207,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1755,1030133,1,7,30 SE POINT,2,1,3,NY,36,1700,4931,9996,6,6,4,6,1,0,1,0,0,1,0,6,6,9998,9998,30,200,70,0,0,0,0,0,0,0,0
2002-280208,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1800,1030133,1,8,SE POINT,2,2,8,NY,36,1740,3551,9996,6,6,3,8,1,0,1,0,0,1,0,6,5,9998,9998,26,160,70,0,0,0,0,0,0,0,0
2002-280209,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1810,1030133,1,9,E BLOCK ISLAND,2,1,3,NY,36,1730,3551,9996,6,6,4,6,0,0,1,0,0,0,1,DRIFTING,3,9998,9998,24,165,69,0,0,0,0,0,0,0,0
2002-280210,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1815,1030133,1,10,N DUMP,2,1,8,NH,33,1650,3551,9996,6,6,2,5,1,0,1,0,0,1,0,6,4,9998,9998,40,180,65,0,0,0,0,0,0,0,0
2002-280211,2002,7,14,36,103,133,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1820,1030133,1,11,S POINT,2,1,7,NY,36,1500,4931,9996,6,6,3,8,1,0,1,0,0,1,0,6,6,9998,9998,18,190,69,0,0,0,0,0,0,0,0
2002-280305,2002,7,14,36,103,146,1,T210,MONTAUK BOATMANS,210,MONTAUK CAPTAINS,1840,1030146,1,5,SOUTH BLOCK ISLAND,2,1,8,NY,36,1830,3551,9996,6,6,3,6,0,0,1,0,0,1,0,6,4,9998,9998,25,200,70,0,0,0,0,0,0,0,0
2002-282002,2002,7,14,44,9,33,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1622,90033,1,2,9,1,2,8,RI,44,1620,3591,9996,6,6,99,99,9,9,9,9,9,9,9,9,99,9999,9999,999,99999,99,0,0,0,0,0,0,0,0
2002-282001,2002,7,14,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1515,90414,1,1,DUMP,1,2,8,RI,44,1500,3591,9996,6,6,2,10,0,0,1,0,0,1,1,DRIFTING,3,9998,9998,31,180,72,0,0,0,0,0,0,0,0
2002-282004,2002,7,14,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1710,90414,1,4,NW OF DUMP,2,1,3,RI,44,1705,3591,9996,6,6,6,7,0,1,1,1,0,1,0,6,5,9998,9998,30,175,67,0,3,0,0,0,0,0,0
2002-282005,2002,7,14,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1720,90414,1,5,RYAN JEN HORNS,1,2,1,RI,44,1700,3551,9996,6,6,4,6,0,0,1,0,0,1,0,6,6,9998,9998,28,185,69,0,0,0,0,0,0,0,0
2002-282007,2002,7,14,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1745,90414,1,7,9,1,2,1,99,99,9999,9999,9996,6,6,99,99,9,9,9,9,9,9,9,9,99,9999,9999,999,99999,99,0,2,0,0,0,0,0,0
2002-282006,2002,7,14,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1748,90414,1,6,20 MILES SOUTH BLOCK ISLA,1,2,6,RI,44,1740,3591,9996,6,6,3,5,1,0,1,0,0,1,0,6,4,9998,9998,20,180,68,0,0,0,0,0,0,0,0
2002-282008,2002,7,14,44,9,414,1,T129,SNUG HARBOR SHARK,129,SNUG HARBOR SHARK,1930,90414,1,8,FINGERS,1,2,1,RI,44,1900,3551,9996,6,6,3,7,0,0,1,1,0,1,0,6,4,9998,9998,35,118,68,0,0,0,0,0,0,0,0
2002-285902,2002,7,18,34,9,900,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1720,90900,1,2,HOOPERS,1,2,2,NJ,34,1530,4670,9996,6,6,4,6,1,0,1,0,1,0,0,6,5,9998,9998,39,133,76,0,0,4,0,0,0,0,0
2002-285901,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1715,91131,1,1,HOOPERS,1,2,2,NJ,34,1630,4656,9996,6,6,5,8,0,0,1,0,1,0,0,6,5,9998,9998,40,120,76,0,7,0,0,0,0,0,0
2002-285903,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1735,91131,1,3,MASSEYS,1,2,1,NJ,34,1730,4670,9996,6,6,4,8,1,0,1,0,1,0,0,6,2,3825,7420,42,110,73,0,0,1,3,0,0,0,0
2002-285904,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1815,91131,1,4,WILMINGTON,1,2,2,NJ,34,1810,4656,9996,6,6,7,7,0,1,1,1,0,0,0,6,4,3830,7320,75,1000,76,0,0,0,0,0,0,0,0
2002-285905,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1825,91131,1,5,7,1,2,2,NJ,34,1800,4656,9996,6,6,8,6,0,0,1,1,1,0,0,6,6,9998,9998,30,120,75,0,2,0,0,0,0,0,0
2002-285906,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1835,91131,1,6,WILMINGTON,1,2,1,NJ,34,1800,4656,9996,6,6,7,10,0,1,0,1,0,0,0,6,6,3830,7320,70,7200,78,0,0,0,0,0,0,0,0
2002-285907,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1840,91131,1,7,ELEPHANT TRUNK,1,2,2,NJ,34,1820,4670,9996,6,6,6,8,1,0,0,1,1,0,0,6,6,3835,7405,40,120,76,0,4,0,0,0,0,0,0
2002-285908,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1845,91131,1,8,WILMINGTON,1,2,1,NJ,34,1815,4691,9996,6,6,6,8,1,0,1,0,1,0,0,6,7,3830,7320,70,600,77,0,0,0,0,0,0,0,0
2002-285909,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1855,91131,1,9,WILMINGTON,1,2,2,NJ,34,1715,4656,9996,6,6,6,8,1,0,1,0,1,0,0,6,6,3830,7320,66,800,76,0,3,0,0,0,0,0,0
2002-285910,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1905,91131,1,10,HOOPERS,1,2,2,NJ,34,1800,4656,9996,6,6,6,7,0,0,1,0,1,0,0,6,5,9998,9998,51,130,75,0,0,0,1,0,0,0,0
2002-285911,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1910,91131,1,11,LINDENKOHL,1,2,1,NJ,34,1900,4711,9996,6,6,10,7,1,0,0,1,0,0,0,6,3,9998,9998,90,500,77,0,0,0,0,0,0,0,0
2002-285912,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1920,91131,1,12,FINGERS,1,2,2,NJ,34,1730,4656,9996,6,6,3,8,0,0,1,0,1,0,0,6,6,9998,9998,20,120,77,0,0,0,0,0,0,0,0
2002-285913,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1925,91131,1,13,WILMINGTON,1,2,2,NJ,34,1800,4656,9996,6,6,6,7,1,0,1,1,0,0,0,6,5,3830,7320,70,99998,76,0,0,0,0,0,0,0,0
2002-285914,2002,7,18,34,9,1131,1,T302,TUNA TOURNAMENT,302,BEACH HAVEN TUNA,1930,91131,1,14,HOT DOG,1,2,2,NJ,34,1920,4656,9996,6,6,4,8,0,0,1,0,1,0,0,6,4,3806,7417,58,120,78,0,0,0,0,0,0,0,0
2002-287101,2002,7,20,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1715,70598,4,1,THE STAR,1,2,1,MA,25,1600,4931,9996,6,6,2,8,0,0,1,0,0,1,0,6,4,9998,9998,17,165,70,0,0,0,0,0,0,0,0
2002-287102,2002,7,20,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1725,70598,4,2,FINGERS,1,2,6,MA,25,1700,3531,9996,6,6,4,6,1,1,1,1,1,1,0,6,5,4105,7005,25,173,74,0,0,0,0,0,0,0,0
2002-287103,2002,7,20,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1735,70598,4,3,THE CLAW,1,2,6,MA,25,1700,4931,9996,6,6,3,7,0,0,1,0,1,1,0,6,4,4105,7050,30,150,66,0,0,0,0,0,0,0,0
2002-287104,2002,7,20,25,7,598,1,T105,MONSTER SHARK,105,NORTH ATLANTIC MONSTER SHARK,1745,70598,4,4,THE STAR,1,2,7,MA,25,1715,4931,9996,6,6,4,8,1,0,1,0,1,0,0,6,5,9998,9998,40,190,69,0,0,0,0,0,0,0,0
