tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
141407,6,25,MA,6,07,6,6,STELLWAGEN BANK S,7764,25,1546,1102,0217,8,1,1,2,3,1,1540,4671,9996,2,2,2,7,1,0,0,0,0,0,1,0,2,4210,7015,9,120,68,1,2,1,MASE1102.pdf,00140994.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,379,0,,Y,1,2019-141407
141408,6,25,MA,6,08,6,6,STELLWAGEN BANK,7764,25,1556,1102,0217,8,3,1,2,1,1,1550,4671,9996,2,2,4,9,1,0,0,0,0,0,1,0,4,4216,7017,15,140,98,1,2,2,MASE1102.pdf,00140996.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,371,0,,Y,2,2019-141408
141409,6,25,MA,6,09,6,6,H BUOY,7764,25,1613,1102,0217,8,3,2,2,3,1,1600,4671,9996,2,1,2,5,1,0,0,0,0,0,1,0,2,4210,7030,6,150,66,1,2,1,MASE1102.pdf,00140997.tif,2019,1,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,386,0,,Y,1,2019-141409
141410,6,25,MA,6,10,6,6,STELLWAGEN BANK,7764,25,1641,1102,0217,8,3,1,2,1,1,1600,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,1,4211,7017,15,130,70,2,2,1,MASE1102.pdf,00140999.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,366,0,,Y,2,2019-141410
141411,6,25,MA,6,11,6,6,STELLWAGEN BANK,7764,25,1655,1102,0217,8,3,2,1,3,1,1650,4671,9996,2,1,3,7,1,0,0,0,0,0,1,0,2,4210,7015,8,140,98,2,2,1,MASE1102.pdf,00141001.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,370,0,,Y,2,2019-141411
141412,6,25,MA,6,12,6,6,STELLWAGEN BANK,7764,25,1703,1102,0218,8,1,1,2,3,1,1700,4671,9996,2,2,3,8,1,0,0,0,0,0,1,0,2,4216,7017,24,99,98,1,2,1,MASE1102.pdf,00141003.tif,2019,1,0,0,ORIGINAL,09,01,21793,1414,0230218,023,2,377,0,,Y,2,2019-141412
141413,6,25,MA,6,13,6,6,STELLWAGEN BANK S,7764,25,1709,1102,0218,8,1,1,1,3,1,1700,4671,9996,2,1,3,10,1,0,0,0,0,0,1,0,3,4210,7015,8,150,66,1,2,1,MASE1102.pdf,00141005.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230218,023,2,373,0,,Y,2,2019-141413
141414,6,25,MA,6,14,6,6,STELLWAGEN BANK S,7764,25,1734,1102,0784,8,1,1,2,1,1,1430,4671,9996,2,1,2,10,1,0,0,0,0,0,1,0,2,4210,7015,10,80,98,1,2,1,MASE1102.pdf,00141007.tif,2019,0,0,0,ORIGINAL,09,01,21793,1414,0230784,023,2,382,0,,Y,2,2019-141414
141415,6,25,MA,6,15,6,6,STELLWAGEN BANK S,7764,25,1747,1102,0784,8,1,2,1,3,1,1740,4671,9996,2,1,4,12,1,0,0,0,0,0,1,0,6,4210,7015,8,110,98,1,2,1,MASE1102.pdf,00141009.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230784,023,2,367,0,,Y,2,2019-141415
141416,6,25,MA,6,16,6,6,STELLWAGEN BANK S,7764,25,1800,1102,0784,8,1,2,2,3,1,1730,4671,9996,2,2,3,8,1,0,0,0,0,0,1,0,3,4210,7015,10,90,98,1,2,2,MASE1102.pdf,00141011.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230784,023,2,378,0,,Y,2,2019-141416
141417,6,25,MA,6,17,6,6,STELLWAGEN BANK S,7764,25,1806,1102,0784,8,1,1,2,2,1,1730,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,4,4210,7015,24,120,98,1,2,1,MASE1102.pdf,00141012.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230784,023,2,369,0,,Y,2,2019-141417
141418,6,25,MA,6,18,6,6,STELLWAGEN BANK,7764,25,1820,1102,0784,8,1,1,2,1,1,1810,4671,9996,2,1,4,9,1,0,0,0,0,0,1,0,3,4216,7017,10,70,98,1,2,2,MASE1102.pdf,00141014.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230784,023,2,365,0,,Y,2,2019-141418
141419,6,25,MA,6,19,SEACRAFT,6,STELLWAGEN BANK,7764,25,1834,1102,0784,8,1,1,2,2,1,1830,4671,9996,2,3,3,10,1,0,0,0,0,0,1,0,4,4216,7017,20,300,64,1,2,1,MASE1102.pdf,00141015.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230784,023,2,372,0,,Y,2,2019-141419
141420,6,25,MA,6,20,6,6,STELLWAGEN BANK S,7764,25,1856,1102,0217,8,3,1,2,1,2,1815,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,2,4210,7015,7,200,70,2,2,1,MASE1102.pdf,00141017.tif,2019,1,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,375,0,,Y,1,2019-141420
141421,6,25,MA,6,21,6,6,STELLWAGEN BANK S,7764,25,1908,1102,0217,8,3,1,2,1,1,1900,4671,9996,2,12,3,12,1,0,0,0,0,0,1,0,2,4210,7015,7,130,61,1,2,2,MASE1102.pdf,00141019.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,380,0,,Y,2,2019-141421
141422,6,25,MA,6,22,6,6,STELLWAGEN BANK S,7764,25,2050,1102,0217,8,3,1,2,1,1,2040,4671,9996,2,2,3,10,1,0,0,0,0,0,1,0,4,4210,7015,15,90,98,1,2,1,MASE1102.pdf,00141020.tif,2019,0,1,0,ORIGINAL,09,01,21793,1414,0230217,023,2,385,0,,Y,1,2019-141422
141501,6,25,MA,6,01,6,6,IPSWICH BAY,7736,25,1550,1105,0024,15,1,2,1,3,1,545,4671,9996,2,2,1,1,1,0,0,0,0,0,1,0,3,4243,7040,6,190,98,1,2,1,MASE1105.pdf,00141024.tif,2019,0,1,0,REVISED,09,02,21794,1415,0090024,009,2,394,1,Q15;,Y,2,2019-141501
141502,6,25,MA,6,02,6,6,JEFFREYS LEDGE,7736,25,1605,1105,0803,15,3,1,2,1,1,1535,4671,9996,2,2,2,8,1,0,0,0,0,0,1,0,1,4255,7010,5,200,62,1,2,1,MASE1105.pdf,00141026.tif,2019,0,0,0,ORIGINAL,09,02,21794,1415,0090803,009,2,392,0,,Y,2,2019-141502
141503,6,25,MA,6,03,6,6,JEFFREYS LEDGE,7736,25,1626,1105,0024,15,1,1,2,1,1,1615,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,3,4255,7010,5,170,65,1,1,1,MASE1105.pdf,00141028.tif,2019,1,0,0,ORIGINAL,09,02,21794,1415,0090024,009,2,390,0,,Y,2,2019-141503
141504,6,25,MA,6,04,6,6,JEFFREYS LEDGE,7736,25,1636,1105,0024,15,1,1,2,1,1,1600,4671,9996,2,2,3,7,1,0,0,0,0,0,1,0,2,4255,7010,3,210,98,1,2,1,MASE1105.pdf,00141030.tif,2019,0,1,0,REVISED,09,02,21794,1415,0090024,009,2,396,0,,Y,2,2019-141504
141505,6,25,MA,6,05,6,6,STELLWAGEN BANK,7736,25,1647,1105,0024,15,1,1,2,1,1,1630,4671,9996,2,2,3,8,1,0,0,0,0,0,1,0,3,4216,7017,12,120,65,1,2,1,MASE1105.pdf,00141032.tif,2019,0,1,0,ORIGINAL,09,02,21794,1415,0090024,009,2,391,0,,Y,2,2019-141505
141506,6,25,MA,6,06,6,6,STELLWAGEN BANK,7736,25,1657,1105,0024,15,1,2,2,3,1,1650,4671,9996,2,1,4,9,1,0,0,0,0,0,1,0,6,4216,7017,20,115,63,1,1,1,MASE1105.pdf,00141034.tif,2019,0,1,0,ORIGINAL,09,02,21794,1415,0090024,009,2,388,0,,Y,2,2019-141506
141507,6,25,MA,6,07,6,6,STELLWAGEN BANK,7736,25,1705,1105,0024,15,1,2,2,3,1,1700,4671,9996,2,1,2,6,1,0,0,0,0,0,1,0,2,4216,7017,17,130,70,1,2,1,MASE1105.pdf,00141036.tif,2019,1,0,0,ORIGINAL,09,02,21794,1415,0090024,009,2,389,0,,Y,2,2019-141507
141508,6,25,MA,6,08,6,6,JEFFREYS LEDGE,7736,25,1712,1105,0024,15,1,2,2,3,6,1600,4671,9996,2,1,4,8,1,0,0,0,0,0,1,0,2,4255,7010,9,150,65,1,2,1,MASE1105.pdf,00141038.tif,2019,0,0,1,ORIGINAL,09,02,21794,1415,0090024,009,2,398,0,,Y,2,2019-141508
141509,6,25,MA,6,09,6,6,STELLWAGEN BANK,7736,25,1733,1105,0024,15,1,2,2,3,1,1720,4671,9996,2,2,3,6,1,0,0,0,0,0,1,0,2,4216,7017,32,90,66,1,1,1,MASE1105.pdf,00141040.tif,2019,1,1,0,ORIGINAL,09,02,21794,1415,0090024,009,2,397,0,,Y,2,2019-141509
141510,6,25,MA,6,10,6,6,STELLWAGEN BANK,7736,25,1715,1105,0024,15,1,2,2,3,1,1700,4671,9996,2,1,2,7,1,0,0,0,0,0,1,0,2,4216,7017,12,150,65,1,2,1,MASE1105.pdf,00141042.tif,2019,0,0,0,ORIGINAL,09,02,21794,1415,0090024,009,2,393,0,,Y,2,2019-141510
141511,6,25,MA,6,11,6,6,JEFFREYS LEDGE,7736,25,1720,1105,0024,15,1,1,2,1,1,1715,4671,9996,2,2,3,10,1,0,0,0,0,0,1,0,1,4255,7010,6,160,98,1,2,1,MASE1105.pdf,00141044.tif,2019,0,1,0,REVISED,09,02,21794,1415,0090024,009,2,395,0,,Y,2,2019-141511
141601,6,25,MA,6,01,6,6,SCANTUM BASIN,7800,25,1505,1106,4160,19,1,1,2,2,2,1500,4676,4679,2,1,1,5,1,0,0,0,0,0,1,0,2,4250,7025,15,240,98,1,2,1,MASE1106.pdf,00141048.tif,2019,0,1,0,ORIGINAL,09,02,21794,1416,0094160,009,2,403,0,,Y,2,2019-141601
141602,6,25,MA,6,02,6,6,IPSWICH BAY,7800,25,1530,1106,0685,19,1,1,2,1,2,1530,4671,9996,2,1,2,8,1,0,0,0,0,0,1,0,2,4243,7040,5,200,67,1,2,1,MASE1106.pdf,00141050.tif,2019,0,0,0,ORIGINAL,09,02,21794,1416,0090685,009,2,402,0,,N,2,2019-141602
141603,6,25,MA,6,03,6,6,IPSWICH BAY,7800,25,1600,1106,0685,19,1,1,2,3,1,1600,4671,9996,2,1,3,9,1,0,0,0,0,0,1,0,2,4243,7040,7,200,70,1,2,1,MASE1106.pdf,00141052.tif,2019,0,0,0,ORIGINAL,09,02,21794,1416,0090685,009,2,400,0,,Y,2,2019-141603
141604,6,25,MA,6,04,6,6,IPSWICH BAY,7800,25,1600,1106,0685,19,1,1,2,1,1,1600,4671,9996,2,1,3,20,1,0,0,0,0,0,1,0,3,4243,7040,6,210,70,1,2,1,MASE1106.pdf,00141054.tif,2019,0,0,0,ORIGINAL,09,02,21794,1416,0090685,009,2,399,0,,Y,2,2019-141604
141605,6,25,MA,6,05,6,6,IPSWICH BAY,7800,25,1659,1106,0685,19,1,1,2,1,1,1650,4671,9996,2,2,3,6,1,1,1,0,0,0,1,0,2,4243,7040,20,200,98,2,2,1,MASE1106.pdf,00141056.tif,2019,0,0,0,ORIGINAL,09,02,21794,1416,0090685,009,2,401,0,,Y,2,2019-141605
141701,6,25,MA,6,01,6,6,THE COVE,7786,25,1655,1108,3230,14,1,1,2,1,1,1650,4671,9996,2,2,3,5,1,0,0,0,0,0,1,0,3,4248,7022,22,100,68,1,2,1,MASE1108.pdf,00141061.tif,2019,1,0,0,ORIGINAL,09,01,21793,1417,0093230,009,2,404,0,,Y,2,2019-141701
141702,6,25,MA,6,02,6,6,JEFFREYS LEDGE,7786,25,1730,1108,3230,14,1,1,2,1,1,1700,4671,9996,2,2,3,8,1,1,0,0,1,0,1,0,3,4255,7010,20,180,68,1,2,1,MASE1108.pdf,00141063.tif,2019,1,0,0,ORIGINAL,09,01,21793,1417,0093230,009,2,405,0,,Y,2,2019-141702
141801,6,25,MA,6,01,6,6,STELLWAGEN BANK,7633,25,1740,1115,0024,15,1,2,1,3,1,1730,4671,9996,2,2,3,12,1,0,0,0,0,0,1,0,8,4216,7017,14,180,66,1,1,1,MASE1115.pdf,00141067.tif,2019,0,1,0,ORIGINAL,09,01,21793,1418,0090024,009,2,411,1,Q23;,Y,2,2019-141801
141802,6,25,MA,6,02,6,6,JEFFREYS LEDGE,7633,25,1820,1115,0024,15,1,2,1,3,1,1800,4671,9996,2,2,3,14,1,0,0,0,0,0,1,0,3,4255,7010,14,150,67,1,1,1,MASE1115.pdf,00141069.tif,2019,0,0,0,ORIGINAL,09,01,21793,1418,0090024,009,2,409,0,,Y,2,2019-141802
141803,6,25,MA,6,03,6,6,STELLWAGEN BANK,7633,25,1848,1115,0024,15,1,1,2,1,1,1803,4671,9996,2,2,2,4,1,1,0,0,0,1,1,0,2,4216,7017,15,140,65,1,2,1,MASE1115.pdf,00141071.tif,2019,1,1,0,ORIGINAL,09,01,21793,1418,0090024,009,2,412,0,,Y,2,2019-141803
141804,6,25,MA,6,04,6,6,JEFFREYS LEDGE,7633,25,1906,1115,0024,15,1,1,2,3,6,1850,4671,9996,2,2,3,20,1,0,0,0,0,0,1,0,2,4255,7010,15,150,65,1,2,1,MASE1115.pdf,00141073.tif,2019,1,0,1,ORIGINAL,09,01,21793,1418,0090024,009,2,415,0,,Y,2,2019-141804
141805,6,25,MA,6,05,6,6,THATCHER ISLAND,7633,25,1916,1115,0024,15,1,1,2,1,1,1901,4671,9996,2,2,3,9,1,0,0,0,0,0,1,0,3,4238,7033,11,180,66,1,2,1,MASE1115.pdf,00141075.tif,2019,1,0,1,ORIGINAL,09,01,21793,1418,0090024,009,2,410,0,,Y,2,2019-141805
141806,6,25,MA,6,06,6,6,STELLWAGEN BANK,7633,25,1937,1115,0024,15,1,2,2,3,1,1915,4671,9996,2,2,3,10,1,0,0,0,0,0,1,0,2,4216,7017,18,160,68,1,2,1,MASE1115.pdf,00141077.tif,2019,1,1,0,ORIGINAL,09,01,21793,1418,0090024,009,2,413,0,,Y,2,2019-141806
141807,6,34,NJ,6,07,6,6,JEFFREYS LEDGE,7633,25,2000,1115,0024,15,1,1,2,1,1,1100,4671,9996,2,2,4,3,1,0,0,0,0,0,1,0,3,4255,7010,20,150,62,1,2,1,MASE1115.pdf,00141079.tif,2019,0,0,0,ORIGINAL,09,01,21793,1418,0090024,009,2,407,1,Q15;,Y,2,2019-141807
141808,6,25,MA,6,08,6,6,STELLWAGEN BANK,7633,25,2010,1115,0024,15,1,1,2,1,1,2000,4671,9996,2,12,4,8,1,0,0,0,0,0,1,0,3,4216,7017,15,100,98,2,1,1,MASE1115.pdf,00141081.tif,2019,0,1,0,ORIGINAL,09,01,21793,1418,0090024,009,2,408,0,,Y,2,2019-141808
141809,6,25,MA,6,09,6,6,STELLWAGEN BANK,7633,25,2120,1115,0024,15,1,2,2,3,7,2108,4671,9996,2,2,3,20,1,0,0,0,0,0,1,0,3,4216,7017,20,130,98,1,2,1,MASE1115.pdf,00141083.tif,2019,1,1,0,ORIGINAL,09,01,21793,1418,0090024,009,2,414,0,,Y,2,2019-141809
142201,6,25,MA,6,01,6,6,SW CORNER,7772,25,1305,1201,0217,8,1,1,2,1,1,1020,4671,9996,2,2,3,5,1,0,0,0,0,0,1,0,2,9998,9998,7,85,66,1,2,1,MASE1201.pdf,00141094.tif,2019,1,0,0,ORIGINAL,09,02,21794,1422,0230217,023,2,439,0,,Y,2,2019-142201
142202,6,25,MA,6,02,6,6,SW CORNER,7772,25,1318,1201,0217,8,1,2,2,1,1,1300,4671,9996,2,1,2,15,1,0,0,0,0,0,1,0,3,9998,9998,14,125,67,1,2,1,MASE1201.pdf,00141096.tif,2019,0,0,0,ORIGINAL,09,02,21794,1422,0230217,023,2,446,0,,Y,2,2019-142202
142203,6,25,MA,6,03,6,6,SW CORNER,7772,25,1335,1201,0217,8,1,1,2,2,1,1335,4676,9996,2,1,4,7,0,0,1,1,0,0,0,0,3,9998,9998,30,350,63,2,2,2,MASE1201.pdf,00141098.tif,2019,1,0,0,ORIGINAL,09,02,21794,1422,0230217,023,2,444,0,,Y,2,2019-142203
142204,6,25,MA,6,04,6,6,STELLWAGEN BANK,7772,25,1346,1201,0217,8,1,1,2,2,2,1344,4676,9996,2,1,2,5,1,0,0,0,0,0,1,0,2,4216,7017,15,75,65,2,1,1,MASE1201.pdf,00141099.tif,2019,1,0,0,ORIGINAL,09,02,21794,1422,0230217,023,2,450,0,,N,2,2019-142204
142205,6,25,MA,6,05,6,6,SW CORNER,7772,25,1433,1201,0784,8,1,1,2,2,1,1230,4678,4676,2,1,2,2,1,0,0,0,0,0,1,0,2,9998,9998,20,130,98,1,2,1,MASE1201.pdf,00141101.tif,2019,0,0,0,ORIGINAL,09,02,21794,1422,0230784,023,2,447,0,,Y,2,2019-142205
142206,6,25,MA,6,06,6,6,H BUOY,7772,25,1517,1201,0217,8,1,1,2,3,6,1515,4671,9996,2,1,2,7,1,0,0,0,0,0,1,0,4,9998,9998,8,165,68,1,2,1,MASE1201.pdf,00141103.tif,2019,1,0,1,ORIGINAL,09,02,21794,1422,0230217,023,2,451,0,,Y,2,2019-142206
142207,6,25,MA,6,07,6,6,STELLWAGEN BANK,7772,25,1536,1201,0218,8,1,1,2,1,1,1500,4671,4679,2,1,3,7,1,0,0,0,0,0,1,0,1,4216,7017,14,120,67,2,2,1,MASE1201.pdf,00141105.tif,2019,1,0,0,ORIGINAL,09,02,21794,1422,0230218,023,2,437,0,,Y,2,2019-142207
142208,6,25,MA,6,08,6,6,SW CORNER,7772,25,1550,1201,0217,8,1,1,2,2,2,1545,4676,9996,2,1,1,5,1,0,0,0,0,0,1,0,1,9998,9998,20,125,98,1,2,1,MASE1201.pdf,00141107.tif,2019,1,0,0,ORIGINAL,09,02,21794,1422,0230217,023,2,449,0,,Y,2,2019-142208
142209,6,25,MA,6,09,6,6,SW CORNER,7772,25,1615,1201,0218,8,1,2,1,3,2,1600,4671,9996,2,1,3,10,1,0,0,0,0,0,1,0,2,9998,9998,8,150,67,1,2,1,MASE1201.pdf,00141109.tif,2019,1,0,0,ORIGINAL,09,02,21794,1422,0230218,023,2,443,0,,Y,2,2019-142209
142210,6,25,MA,6,10,6,6,STELLWAGEN BANK,7772,25,1648,1201,0218,8,1,1,2,3,1,1550,4671,9996,2,2,3,10,1,0,0,0,0,0,1,0,5,4216,7017,12,105,98,1,2,1,MASE1201.pdf,00141111.tif,2019,0,0,0,ORIGINAL,09,02,21794,1422,0230218,023,2,440,0,,Y,2,2019-142210
142211,6,25,MA,6,11,6,6,STELLWAGEN BANK,7772,25,1650,1201,0784,8,1,1,2,1,1,1630,4671,9996,2,1,3,10,1,0,0,0,0,0,1,0,2,4216,7017,8,110,65,2,2,1,MASE1201.pdf,00141113.tif,2019,0,0,0,ORIGINAL,09,02,21794,1422,0230784,023,2,445,0,,Y,2,2019-142211
142212,6,25,MA,6,12,6,6,STELLWAGEN BANK,7772,25,1707,1201,0217,8,1,2,2,3,2,1707,4677,4671,2,2,3,10,1,0,0,0,0,0,1,0,4,4216,7017,20,100,68,1,2,1,MASE1201.pdf,00141115.tif,2019,1,1,0,ORIGINAL,09,02,21794,1422,0230217,023,2,448,0,,Y,2,2019-142212
142213,6,44,RI,6,13,6,6,STELLWAGEN BANK,7772,25,1713,1201,0217,8,1,1,2,1,6,1710,4671,9996,2,1,3,9,1,0,0,0,0,0,1,0,2,4216,7017,9,110,98,1,2,1,MASE1201.pdf,00141117.tif,2019,0,1,0,ORIGINAL,09,02,21794,1422,0230217,023,2,452,0,,N,2,2019-142213
142214,6,25,MA,6,14,6,6,STELLWAGEN BANK,7772,25,1726,1201,0217,8,1,1,2,1,1,1725,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,2,4216,7017,11,100,65,2,2,1,MASE1201.pdf,00141119.tif,2019,0,0,0,ORIGINAL,09,02,21794,1422,0230217,023,2,441,0,,Y,2,2019-142214
142215,6,25,MA,6,15,6,6,SW CORNER,7772,25,1734,1201,0217,8,1,1,2,1,1,1730,4671,9996,2,1,3,8,1,0,0,0,1,0,1,0,2,9998,9998,15,140,67,1,2,1,MASE1201.pdf,00141121.tif,2019,1,1,0,ORIGINAL,09,02,21794,1422,0230217,023,2,438,0,,Y,2,2019-142215
142216,6,25,MA,6,16,6,6,STELLWAGEN BANK,7772,25,1745,1201,0217,8,1,1,2,3,1,1745,4671,9996,2,2,3,10,1,0,0,0,0,0,1,0,4,4216,7017,15,120,98,1,2,1,MASE1201.pdf,00141123.tif,2019,1,0,0,ORIGINAL,09,02,21794,1422,0230217,023,2,442,0,,Y,2,2019-142216
142401,6,25,MA,6,01,6,6,JEFFREYS LEDGE,7633,25,1720,2117,1825,20,1,1,2,1,1,1700,4671,9996,2,1,3,6,1,0,0,0,0,0,1,0,2,4255,7010,6,200,98,1,2,1,MASE2117.pdf,00141131.tif,2019,0,0,0,ORIGINAL,09,03,21795,1424,0091825,009,2,482,0,,Y,2,2019-142401
142402,6,25,MA,6,02,6,6,180 LINE,7633,25,1748,2117,9041,20,1,1,2,1,1,1730,4671,9996,2,2,4,12,1,0,0,0,0,0,1,0,2,9998,9998,5,180,98,1,2,1,MASE2117.pdf,00141133.tif,2019,1,1,0,ORIGINAL,09,03,21795,1424,0099041,009,2,483,0,,Y,2,2019-142402
142601,6,25,MA,6,01,6,6,STELLWAGEN BANK,7772,25,1639,2201,0217,8,1,2,2,3,1,1635,4677,4671,2,2,3,10,1,0,0,0,0,0,1,0,2,4216,7017,20,100,68,1,2,1,MASE2201.pdf,00141139.tif,2019,0,1,0,ORIGINAL,09,03,21795,1426,0230217,023,2,495,0,,Y,2,2019-142601
142602,6,25,MA,6,02,6,6,STELLWAGEN BANK,7772,25,1648,2201,0217,8,1,1,2,1,1,1500,4671,9996,2,2,3,2,1,0,0,0,0,0,1,0,2,4216,7017,11,100,66,2,2,1,MASE2201.pdf,00141141.tif,2019,0,0,0,ORIGINAL,09,03,21795,1426,0230217,023,2,493,0,,Y,1,2019-142602
142603,6,25,MA,6,03,6,6,SW CORNER,7772,25,1701,2201,0217,8,1,1,2,1,1,1700,4671,9996,2,1,3,10,1,0,0,0,1,0,1,0,2,9998,9998,15,140,98,1,2,1,MASE2201.pdf,00141143.tif,2019,0,1,0,ORIGINAL,09,03,21795,1426,0230217,023,2,492,0,,Y,2,2019-142603
142604,6,25,MA,6,04,6,6,SW CORNER,7772,25,1712,2201,0218,8,1,1,2,1,1,1712,4671,9996,2,1,3,10,1,0,0,0,0,0,1,0,3,9998,9998,5,120,62,1,2,1,MASE2201.pdf,00141145.tif,2019,0,0,0,ORIGINAL,09,03,21795,1426,0230218,023,2,494,0,,Y,2,2019-142604
142605,6,25,MA,6,05,6,6,STELLWAGEN BANK,7772,25,1738,2201,0784,8,1,1,2,1,1,1630,4671,9996,2,2,2,8,1,0,0,0,0,0,1,0,2,4216,7017,8,120,65,1,2,1,MASE2201.pdf,00141149.tif,2019,0,0,1,ORIGINAL,09,03,21795,1426,0230784,023,2,491,0,,Y,2,2019-142605
