tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,01,6,6,TUNA RIDGE,6593,44,1500,1207,0033,11,1,2,1,3,1,1430,3551,3531,1,2,4,6,1,0,1,0,1,1,0,3,4055,7117,15,160,67,1,1,1,rijl1207.tif,00061058.tif,2013,1,0,0,ORIGINAL,07,06,19545,0315,0090033,009,,1065,0,,Y,2,,2013-031501
03,6,44,RI,6,02,6,6,THE HORNS,6593,44,1520,1207,0414,11,1,1,2,2,7,1500,4679,3591,2,2,6,5,1,1,0,1,1,1,0,7,4047,7130,15,200,98,1,1,1,rijl1207.tif,00061060.tif,2013,0,1,0,ORIGINAL,07,06,19545,0315,0090414,009,,801,0,,Y,2,,2013-031502
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,03,6,6,SOT ACID BARGE,6593,44,1523,1207,0414,11,1,1,2,2,1,1430,3551,3531,1,2,3,7,0,0,1,0,0,1,0,2,4102,7127,15,185,70,1,1,2,rijl1207.tif,00061062.tif,2013,0,0,0,ORIGINAL,07,06,19545,0315,0090414,009,,1072,0,,N,2,,2013-031503
03,6,44,RI,6,04,6,6,ACID BARGE,6593,44,1545,1207,9012,11,1,2,1,3,1,1500,3591,9996,2,2,3,5,0,0,1,0,1,1,0,5,4102,7127,8,130,70,1,1,1,rijl1207.tif,00061063.tif,2013,0,0,0,ORIGINAL,07,06,19545,0315,0099012,009,,799,0,,Y,2,,2013-031504
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,05,6,6,MUD HOLE,6593,44,1600,1207,0414,11,1,1,2,2,2,1500,3551,9996,1,2,4,7,0,0,1,0,1,1,0,2,4100,7120,17,150,68,1,1,1,rijl1207.tif,00061065.tif,2013,0,0,0,ORIGINAL,07,06,19545,0315,0090414,009,,1066,0,,Y,2,,2013-031505
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,06,6,6,RYANS HORN,6593,44,1610,1207,0414,11,1,1,2,2,1,1550,3551,3531,1,1,4,6,0,0,1,0,1,1,0,6,4046,7127,37,180,70,1,1,1,rijl1207.tif,00061067.tif,2013,0,1,0,ORIGINAL,07,06,19545,0315,0090414,009,,1067,0,,Y,2,,2013-031506
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,07,6,6,THE DEAD SOUTH,6593,44,1621,1207,0033,11,1,1,2,2,1,1615,3551,3591,1,2,3,7,1,0,1,0,1,1,0,3,4045,7055,65,228,69,1,1,1,rijl1207.tif,00061069.tif,2013,0,0,0,ORIGINAL,07,06,19545,0315,0090033,009,,1076,0,,Y,1,,2013-031507
03,T129,09,CT,SNUG HARBOR SHARK TOURNA,08,6,6,TUNA RIDGE,6593,44,1634,1207,0033,11,1,1,2,2,2,1600,3551,3531,1,2,4,9,0,0,1,0,1,1,0,3,4055,7117,30,170,67,1,1,1,rijl1207.tif,00061071.tif,2013,1,0,0,ORIGINAL,07,06,19545,0315,0090033,009,,1077,0,,N,2,,2013-031508
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,09,6,6,THE GULLY,6593,44,1640,1207,0033,11,1,1,2,2,1,1640,3551,3531,1,12,4,10,0,0,1,0,1,1,0,4,4100,7120,15,180,70,1,1,1,rijl1207.tif,00061073.tif,2013,1,0,0,ORIGINAL,07,06,19545,0315,0090033,009,,1078,0,,Y,2,,2013-031509
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,10,6,6,DUMP,6593,44,1713,1207,0414,11,1,1,2,3,1,1630,3551,9996,1,2,4,6,1,0,1,0,1,1,0,5,4045,7055,39,108,72,1,1,1,rijl1207.tif,00061075.tif,2013,0,1,0,ORIGINAL,07,06,19545,0315,0090414,009,,1064,0,,N,2,,2013-031510
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,11,6,6,MUD HOLE,6593,44,1720,1207,0033,11,1,1,2,3,2,1700,3591,9996,1,2,3,5,0,0,1,0,1,1,0,3,4100,7120,17,180,76,1,1,2,rijl1207.tif,00061077.tif,2013,0,0,0,ORIGINAL,07,06,19545,0315,0090033,009,,1070,0,,N,2,,2013-031511
03,T129,25,MA,SNUG HARBOR SHARK TOURNA,12,6,6,SOT VINYARD,6593,44,1740,1207,0033,11,1,1,2,3,2,1720,3551,3531,1,2,3,8,0,0,1,0,1,0,0,4,9998,9998,40,200,69,1,1,1,rijl1207.tif,00061078.tif,2013,1,0,0,ORIGINAL,07,06,19545,0315,0090033,009,,1071,0,,N,1,,2013-031512
03,T129,44,RI,SNUG HARBOR SHARK TOURNA,13,6,6,THE DUMP,6593,44,1747,1207,0033,11,1,1,2,2,1,1745,3591,9996,1,2,3,7,0,0,1,0,1,1,0,4,4045,7055,20,160,68,1,1,2,rijl1207.tif,00061080.tif,2013,0,0,0,ORIGINAL,07,06,19545,0315,0090033,009,,1068,0,,Y,2,,2013-031513
