tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,24,MD,6,02,6,6,30 FATHOM LINE,6555,24,1605,2101,0856,4,3,1,2,2,1,1600,4677,9996,2,2,11,5,0,1,0,1,0,0,0,0,3,3752,7410,60,2200,67,1,1,1,MDJN2101.pdf,00120052.tif,2018,0,0,0,ORIGINAL,06,01,21336,001102,0011,0470856,047,6,460,0,,Y,2,2018-001102
6,24,MD,6,03,6,6,9,6555,24,1615,2101,0856,4,3,1,2,2,2,1610,4677,9996,2,2,2,1,0,1,0,1,0,0,0,0,1,9999,9999,999,99999,99,1,2,1,MDJN2101.pdf,00120054.tif,2018,1,1,0,REVISED,06,01,21336,001103,0011,0470856,047,6,461,1,Q20;,Y,2,2018-001103
5510,10,DE,MAKO MANIA,04,6,6,20 FATH FINGERS,6555,24,1620,2101,0856,4,3,2,2,3,1,1615,3591,9996,1,1,4,6,0,1,0,1,1,0,0,0,4,3812,7437,28,120,66,1,1,1,MDJN2101.pdf,00120056.tif,2018,0,0,0,ORIGINAL,06,01,21336,001104,0011,0470856,047,6,294,0,,Y,2,2018-001104
5510,24,MD,MAKO MANIA,05,6,6,D BOWIE,6555,24,1625,2101,0856,4,3,1,2,2,1,1620,3591,9996,1,1,7,7,0,1,0,0,1,0,0,0,4,9999,9999,10,40,67,1,2,1,MDJN2101.pdf,00120058.tif,2018,0,0,0,ORIGINAL,06,01,21336,001105,0011,0470856,047,6,293,0,,Y,2,2018-001105
5510,24,MD,MAKO MANIA,06,6,6,20 FATH FINGERS,6555,24,1650,2101,0856,4,3,1,2,2,1,1635,3591,9996,1,1,3,8,0,1,0,0,1,0,0,0,3,3812,7437,28,120,68,1,1,1,MDJN2101.pdf,00120060.tif,2018,0,0,0,ORIGINAL,06,01,21336,001106,0011,0470856,047,6,292,0,,Y,2,2018-001106
6,24,MD,6,07,6,6,HOT DOG,6555,24,1745,2101,0856,4,3,1,2,2,2,1740,4677,9996,2,2,5,5,0,1,1,1,0,0,0,0,3,3806,7417,50,120,66,1,2,1,MDJN2101.pdf,00120062.tif,2018,0,0,0,ORIGINAL,06,01,21336,001107,0011,0470856,047,6,462,0,,Y,2,2018-001107
6,24,MD,6,08,6,6,HOT DOG,6555,24,1800,2101,0856,4,3,1,2,2,1,1755,4677,4711,2,2,10,8,0,1,1,1,0,0,0,0,5,3806,7417,50,120,64,1,1,1,MDJN2101.pdf,00120064.tif,2018,0,1,0,ORIGINAL,06,01,21336,001108,0011,0470856,047,6,459,0,,Y,2,2018-001108
6,34,NJ,6,01,6,6,19 FATHOM LUMP,7508,34,1620,1206,0900,3,1,1,2,2,1,1600,3551,3531,2,1,4,6,0,1,0,0,1,0,0,0,3,3830,7420,35,157,63,1,2,1,NJJN1206.pdf,00120069.tif,2018,0,0,0,ORIGINAL,06,02,21337,001201,0012,0090900,009,5,558,0,,Y,2,2018-001201
1920,34,NJ,WOUNDED WARRIOR,02,6,6,ELEPHANT TRUNK,7508,34,1703,1206,0900,3,1,1,2,2,1,1650,3551,3531,1,1,4,6,0,1,0,0,1,0,0,0,2,3835,7405,40,157,67,1,1,1,NJJN1206.pdf,00120071.tif,2018,0,0,0,ORIGINAL,06,02,21337,001202,0012,0090900,009,5,72,1,tcode;,Y,2,2018-001202
3070,34,NJ,JIMS BAIT AND TACKL,03,6,6,ELEPHANT TRUNK,7508,34,1712,1206,0900,3,1,1,2,2,2,1700,3551,9996,1,1,4,7,0,1,0,0,1,0,0,0,4,3835,7405,42,180,71,1,2,1,NJJN1206.pdf,00120073.tif,2018,0,0,0,ORIGINAL,06,02,21337,001203,0012,0090900,009,5,201,0,,N,2,2018-001203
3070,34,NJ,JIMS BAIT AND TACKL,04,6,6,2O FATHOM LINE,7508,34,1732,1206,0900,3,1,2,2,3,1,1717,3551,3531,1,1,5,8,0,1,0,0,1,0,0,0,3,3845,7420,29,120,71,1,1,1,NJJN1206.pdf,00120075.tif,2018,0,0,0,ORIGINAL,06,02,21337,001204,0012,0090900,009,5,203,0,,Y,2,2018-001204
6,34,NJ,6,05,6,6,ELEPHANT TRUNK,7508,34,1755,1206,0900,3,1,2,2,3,1,1730,3551,3531,2,1,4,6,0,1,0,0,1,0,0,0,2,3835,7405,40,170,67,1,2,1,NJJN1206.pdf,00120077.tif,2018,0,0,0,ORIGINAL,06,02,21337,001205,0012,0090900,009,5,557,0,,Y,1,2018-001205
3070,34,NJ,JIMS BAIT AND TACKL,06,6,6,TEA CUP,7508,34,1815,1206,0900,3,1,1,2,2,2,1730,3551,4677,1,1,8,8,0,1,1,1,1,0,0,0,8,3821,7410,60,180,71,1,1,1,NJJN1206.pdf,00120079.tif,2018,0,0,0,ORIGINAL,06,02,21337,001206,0012,0090900,009,5,202,0,,N,2,2018-001206
6,36,NY,6,01,6,6,THE DIP,7727,36,1530,1108,0169,3,1,1,2,2,1,1515,4671,9996,2,1,7,3,0,1,0,1,0,0,0,0,4,3955,7144,20,140,59,2,2,2,NYJN1108.pdf,00120084.tif,2018,0,0,0,ORIGINAL,06,02,21337,001301,0013,1030169,103,4,595,0,,Y,2,2018-001301
6,36,NY,6,02,6,6,DUMPING GROUND,7727,36,1555,1108,0169,3,1,1,2,2,1,1530,4671,9996,2,1,10,4,0,0,1,1,0,0,0,0,3,4045,7055,25,180,61,1,2,2,NYJN1108.pdf,00120085.tif,2018,0,0,0,ORIGINAL,06,02,21337,001302,0013,1030169,103,4,593,0,,Y,2,2018-001302
6,36,NY,6,03,6,6,HUDSON CANYON,7727,36,1745,1108,0175,3,1,1,2,2,1,1730,4677,9996,2,1,9,4,0,1,1,1,0,0,0,0,3,3930,7220,85,500,62,1,2,2,NYJN1108.pdf,00120086.tif,2018,0,0,0,ORIGINAL,06,02,21337,001303,0013,1030175,103,4,594,0,,Y,2,2018-001303
6,51,VA,6,01,6,6,TRIPLE ZEROS,7696,51,1740,1101,0002,1,2,2,1,3,1,1730,4711,4691,2,2,7,6,0,1,0,1,0,0,0,0,5,3615,7450,67,600,76,1,2,1,VAJN1101.pdf,00119933.tif,2018,0,0,0,ORIGINAL,06,02,21337,001601,0016,8100002,810,7,626,0,,Y,2,2018-001601
6,51,VA,6,02,6,6,9,7696,51,1745,1101,0002,1,2,1,2,2,1,1734,4711,4691,2,2,7,7,0,1,0,1,0,0,0,0,8,9999,9999,75,600,75,1,1,1,VAJN1101.pdf,00119935.tif,2018,0,1,0,ORIGINAL,06,02,21337,001602,0016,8100002,810,7,627,0,,Y,2,2018-001602
6,51,VA,6,01,6,6,900 LINE,7617,51,1659,1107,0088,3,1,2,2,3,6,1640,4711,1050,2,2,9,6,0,1,1,1,0,0,0,0,3,9997,9997,72,900,77,1,2,1,VAJN1107.pdf,00119939.tif,2018,0,1,1,ORIGINAL,06,02,21337,001801,0018,8100088,810,7,634,1,Q24_LONG/LAT;,N,1,2018-001801
6,51,VA,6,02,6,6,TRIPLES ZERO,7617,51,1720,1107,0088,3,1,2,1,3,1,1715,4711,9996,2,2,8,6,0,1,0,1,0,0,0,0,5,3615,7450,65,600,72,1,1,1,VAJN1107.pdf,00119941.tif,2018,0,1,0,ORIGINAL,06,02,21337,001802,0018,8100088,810,7,633,0,,Y,1,2018-001802
6,37,NC,6,03,6,6,CIGAR,7617,51,1758,1107,0088,3,1,2,1,3,1,1740,4711,1050,2,2,9,7,0,1,0,1,0,0,0,0,2,3630,7450,77,900,75,1,2,1,VAJN1107.pdf,00119943.tif,2018,0,1,0,REVISED,06,02,21337,001803,0018,8100088,810,7,635,0,,Y,1,2018-001803
6,51,VA,6,01,6,6,CIGAR,6633,51,1815,1108,0002,1,1,2,1,3,1,1745,7777,9996,2,2,10,8,0,1,1,1,0,0,0,0,8,3655,7555,70,600,75,1,2,1,VAJN1108.pdf,00119947.tif,2018,0,0,0,ORIGINAL,06,03,21338,001901,0019,8100002,810,7,638,0,,Y,1,2018-001901
6,51,VA,6,02,6,6,CIGAR,6633,51,1840,1108,0002,1,1,2,1,3,1,1815,4711,9996,2,2,11,7,0,1,1,1,0,0,0,0,7,3655,7555,45,900,76,1,1,1,VAJN1108.pdf,00119949.tif,2018,0,0,0,ORIGINAL,06,03,21338,001902,0019,8100002,810,7,637,0,,N,1,2018-001902
6,51,VA,6,03,6,6,NORFOLK CANYON,6633,51,1850,1108,0002,1,1,2,1,3,1,1825,4711,9996,2,2,7,7,0,1,0,1,0,0,0,0,5,3705,7435,66,1200,72,1,2,1,VAJN1108.pdf,00119951.tif,2018,0,0,0,ORIGINAL,06,03,21338,001903,0019,8100002,810,7,636,0,,Y,2,2018-001903
6,51,VA,6,01,6,6,850 LINE,7617,51,1830,2107,0387,2,1,1,2,2,1,1819,4711,4691,2,2,10,9,0,1,1,1,0,0,0,0,6,9998,9998,50,600,75,1,2,1,VAJN2107.pdf,00119956.tif,2018,0,0,0,ORIGINAL,06,01,21336,002201,0022,8100387,810,7,684,0,,Y,1,2018-002201
6,51,VA,6,01,6,6,850 LINE,7685,51,1710,2206,0002,1,1,1,2,2,2,1632,4711,9996,2,2,10,7,0,1,1,1,0,0,0,0,5,9998,9998,80,1200,76,1,2,1,VAJN2206.pdf,00119960.tif,2018,0,0,0,ORIGINAL,06,01,21336,002301,0023,8100002,810,7,703,0,,Y,1,2018-002301
6,51,VA,6,02,6,6,CIGAR,7685,51,1750,2206,0002,1,1,2,1,3,6,1500,4711,9996,2,2,10,6,0,1,0,1,0,0,0,0,5,3630,7450,60,600,77,1,2,1,VAJN2206.pdf,00119962.tif,2018,0,1,0,ORIGINAL,06,01,21336,002302,0023,8100002,810,7,705,0,,N,2,2018-002302
6,51,VA,6,03,6,6,TRIPLE ZEROS,7685,51,1810,2206,0002,1,1,2,1,3,2,1730,4711,9996,2,2,12,6,0,1,0,1,0,0,0,0,5,3615,7450,65,800,72,1,1,1,VAJN2206.pdf,00119964.tif,2018,0,0,0,ORIGINAL,06,01,21336,002303,0023,8100002,810,7,704,0,,N,2,2018-002303
6,51,VA,6,01,6,6,TRIPLE ZEROS,6633,51,1840,2207,0088,3,1,2,2,3,1,1700,4711,9996,2,2,9,6,0,1,0,1,0,0,0,0,6,3615,7450,45,1200,72,1,1,1,VAJN2207.pdf,00119968.tif,2018,0,0,0,ORIGINAL,06,01,21336,002401,0024,8100088,810,7,708,0,,Y,1,2018-002401
6,51,VA,6,02,6,6,TRIPLE ZEROS,6633,51,1730,2207,0088,3,1,2,1,3,7,1705,4711,9996,2,2,10,7,0,1,0,1,0,0,0,0,6,3615,7450,70,1800,76,1,2,1,VAJN2207.pdf,00119970.tif,2018,0,1,0,ORIGINAL,06,01,21336,002402,0024,8100088,810,7,707,0,,Y,1,2018-002402
6,51,VA,6,03,6,6,CIGAR,6633,51,1800,2207,0088,3,1,2,1,3,1,1730,4711,9996,2,2,7,7,0,1,0,1,0,0,0,0,6,3630,7450,76,1200,75,2,2,1,VAJN2207.pdf,00119972.tif,2018,0,0,0,ORIGINAL,06,01,21336,002403,0024,8100088,810,7,706,0,,Y,2,2018-002403
6,37,NC,6,04,6,6,850 LINE,6633,51,1830,2207,0088,3,1,2,1,3,2,1740,4711,9996,2,2,9,7,0,1,0,1,0,0,0,0,6,9998,9998,35,1200,76,1,1,1,VAJN2207.pdf,00119974.tif,2018,0,0,0,ORIGINAL,06,01,21336,002404,0024,8100088,810,7,709,0,,Y,1,2018-002404
6,44,RI,6,01,6,6,JEFFREYS LEDGE,7633,25,1230,1124,0024,15,1,2,1,3,1,1145,4671,9996,2,1,2,5,1,0,0,0,0,0,1,0,8,4255,7010,12,96,61,1,2,1,MAJN1124.pdf,00119978.tif,2018,0,0,0,ORIGINAL,06,03,21338,002501,0025,0090024,009,2,506,1,Q23;,Y,2,2018-002501
6,10,DE,6,01,6,6,POOR MANS CANYON,6447,10,1525,1104,1599,2,1,1,2,2,1,1515,4677,3591,2,2,8,36,0,1,1,1,1,0,0,0,3,3752,7406,65,3500,65,1,2,1,DEJN1104.pdf,00120102.tif,2018,0,0,0,ORIGINAL,06,02,21337,002701,0027,0051599,005,6,321,0,,Y,2,2018-002701
6,10,DE,6,02,6,6,HOT DOG,6447,10,1550,1104,1599,2,1,1,2,2,1,1535,4677,4678,2,2,5,5,0,1,1,1,0,0,0,0,3,3806,7417,38,200,70,1,2,1,DEJN1104.pdf,00120104.tif,2018,0,0,0,ORIGINAL,06,02,21337,002702,0027,0051599,005,6,316,0,,Y,2,2018-002702
6,10,DE,6,03,6,6,TEA CUP,6447,10,1625,1104,1599,2,1,1,2,2,1,1615,4677,4678,2,2,9,8,0,1,1,1,0,0,0,0,5,3821,7410,45,180,71,1,2,1,DEJN1104.pdf,00120106.tif,2018,0,0,0,ORIGINAL,06,02,21337,002703,0027,0051599,005,6,319,0,,Y,2,2018-002703
6,10,DE,6,04,6,6,30 FATHOM LINE,6447,10,1634,1104,1599,2,1,1,2,2,6,1625,4677,4678,2,2,8,8,0,1,1,1,0,0,0,0,8,9998,9998,46,180,69,1,2,1,DEJN1104.pdf,00120108.tif,2018,0,0,0,ORIGINAL,06,02,21337,002704,0027,0051599,005,6,315,0,,Y,2,2018-002704
6,10,DE,6,05,6,6,HOT DOG,6447,10,1655,1104,1599,2,1,1,2,2,1,1645,4677,4678,2,2,8,7,0,1,1,1,0,0,0,0,3,3806,7417,48,200,66,1,2,1,DEJN1104.pdf,00120110.tif,2018,0,0,0,ORIGINAL,06,02,21337,002705,0027,0051599,005,6,317,0,,Y,2,2018-002705
6,10,DE,6,06,6,6,POOR MANS CANYON,6447,10,1738,1104,1599,2,1,1,2,2,1,1730,4677,4678,2,2,6,11,0,1,1,1,0,0,0,0,4,3752,7406,67,1000,98,2,1,2,DEJN1104.pdf,00120112.tif,2018,0,0,0,ORIGINAL,06,02,21337,002706,0027,0051599,005,6,322,0,,Y,2,2018-002706
6,10,DE,6,07,6,6,JACKSPOT,6447,10,1752,1104,1599,2,1,2,2,3,6,1730,4677,4678,2,2,8,6,0,1,1,1,0,0,0,0,2,9999,9999,32,115,66,1,2,1,DEJN1104.pdf,00120113.tif,2018,0,1,0,ORIGINAL,06,02,21337,002707,0027,0051599,005,6,324,0,,N,2,2018-002707
6,10,DE,6,08,6,6,HOT DOG,6447,10,1816,1104,1599,2,1,1,2,2,1,1800,4677,4678,2,2,8,8,0,1,1,1,0,0,0,0,6,3806,7417,48,150,68,1,2,1,DEJN1104.pdf,00120115.tif,2018,0,0,0,ORIGINAL,06,02,21337,002708,0027,0051599,005,6,318,0,,Y,2,2018-002708
6,10,DE,6,09,6,6,HOT DOG,6447,10,1840,1104,1599,2,1,1,2,2,1,1700,4677,4678,2,2,9,10,0,1,1,1,0,0,0,0,5,3806,7417,60,130,67,1,2,1,DEJN1104.pdf,00120117.tif,2018,0,0,0,ORIGINAL,06,02,21337,002709,0027,0051599,005,6,320,0,,Y,2,2018-002709
6,10,DE,6,10,6,6,TEA CUP,6447,10,1855,1104,1599,2,1,2,1,3,1,1800,4677,4678,2,2,9,12,0,1,1,1,0,0,0,0,7,3821,7410,60,180,64,1,2,1,DEJN1104.pdf,00120119.tif,2018,0,0,0,ORIGINAL,06,02,21337,002710,0027,0051599,005,6,323,0,,Y,2,2018-002710
6,34,NJ,6,11,6,6,TEA CUP,6447,10,1907,1104,1599,2,1,2,1,3,6,1830,4677,4678,2,2,2,17,0,0,1,1,0,0,0,0,4,3821,7410,70,1500,68,1,2,1,DEJN1104.pdf,00120121.tif,2018,0,1,0,ORIGINAL,06,02,21337,002711,0027,0051599,005,6,325,0,,N,2,2018-002711
6,24,MD,6,01,6,6,WILMINGTON CANYON,6936,24,1810,2207,1493,5,1,2,1,3,1,1750,4677,4711,2,2,12,8,0,1,1,1,0,0,0,0,6,3824,7327,75,3000,69,1,2,1,MDJN2207.pdf,00120133.tif,2018,0,1,0,ORIGINAL,06,05,21340,003101,0031,0471493,047,6,495,0,,Y,1,2018-003101
6,24,MD,6,01,6,6,BALTIMORE CANYON,6936,24,1720,2102,1493,5,1,1,2,2,1,1715,4711,9996,2,2,8,7,0,1,1,1,0,0,0,0,7,3820,7345,60,500,67,1,2,1,MDJN2102.pdf,00120158.tif,2018,0,0,0,ORIGINAL,06,06,21341,004001,0040,0471493,047,6,464,0,,Y,2,2018-004001
6,24,MD,6,02,6,6,HOT DOG,6936,24,1735,2102,1493,5,1,2,1,3,1,1715,4711,4677,2,2,12,7,0,1,1,1,0,0,0,0,6,3806,7417,42,120,66,1,2,1,MDJN2102.pdf,00120160.tif,2018,0,0,0,ORIGINAL,06,06,21341,004002,0040,0471493,047,6,465,0,,Y,1,2018-004002
6,51,VA,6,01,6,6,NORFOLK CANYON,7617,51,1730,2108,0091,1,1,1,2,2,1,1715,4711,4691,2,2,6,8,0,1,0,1,0,0,0,0,3,3705,7435,68,3000,67,1,1,1,VAJN2108.pdf,00120167.tif,2018,0,1,0,ORIGINAL,06,05,21340,004201,0042,8100091,810,7,686,0,,Y,1,2018-004201
6,51,VA,6,02,6,6,NORFOLK CANYON,7617,51,1815,2108,0002,1,1,2,1,3,1,1740,4656,7777,2,2,11,7,0,1,0,1,0,0,0,0,4,3705,7435,60,2400,66,1,1,1,VAJN2108.pdf,00120169.tif,2018,0,0,0,ORIGINAL,06,05,21340,004202,0042,8100002,810,7,685,0,,N,2,2018-004202
6,51,VA,6,01,6,6,NORFOLK CANYON,7617,51,1802,2209,0002,1,1,2,1,3,1,1731,4711,1050,2,2,11,7,0,1,1,1,0,0,0,0,6,3705,7435,64,1800,67,1,1,1,VAJN2209.pdf,00120173.tif,2018,0,0,0,ORIGINAL,06,06,21341,004301,0043,8100002,810,7,710,0,,N,1,2018-004301
