id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2003-001901,001901,2003,06,24,1105,01,3531,1601,9996,9996,9996,2,0
2003-003503,003503,2003,06,24,2105,03,3551,1276,9996,9996,9996,6,0
2003-003703,003703,2003,06,36,1110,03,4931,862,9996,9996,9996,8,0
2003-003706,003706,2003,06,36,1110,06,3531,730,9996,9996,9996,8,0
2003-003801,003801,2003,06,51,1211,01,330,528,9996,9996,9996,6,0
2003-003801,003801,2003,06,51,1211,01,330,539,9996,9996,9996,6,0
2003-003801,003801,2003,06,51,1211,01,330,545,9996,9996,9996,6,0
2003-003801,003801,2003,06,51,1211,01,330,580,9996,9996,9996,6,0
2003-004207,004207,2003,06,34,1201,07,3531,1840,9996,9996,9996,1,2
2003-004701,004701,2003,06,24,2201,01,3531,1753,9996,9996,9996,1,0
2003-004702,004702,2003,06,24,2201,02,4931,2134,9996,9996,9996,1,0
2003-004703,004703,2003,06,24,2201,03,4931,2139,9996,9996,9996,1,0
2003-004704,004704,2003,06,24,2201,04,4931,2362,9996,9996,9996,1,0
2003-004705,004705,2003,06,24,2201,05,4931,2109,9996,9996,9996,1,0
2003-004706,004706,2003,06,24,2201,06,3551,1777,9996,9996,9996,6,0
2003-004708,004708,2003,06,24,2201,08,3551,1905,9996,9996,9996,6,0
2003-004709,004709,2003,06,24,2201,09,4931,2286,9996,9996,9996,1,0
2003-004710,004710,2003,06,24,2201,10,3551,2034,9996,9996,9996,6,0
2003-004713,004713,2003,06,24,2201,13,4931,2261,9996,9996,9996,1,0
2003-004714,004714,2003,06,24,2201,14,4931,1930,9996,9996,9996,1,0
2003-004715,004715,2003,06,24,2201,15,3551,2134,9996,9996,9996,6,0
2003-004716,004716,2003,06,24,2201,16,4931,2235,9996,9996,9996,1,0
2003-004717,004717,2003,06,24,2201,17,4931,1981,9996,9996,9996,1,0
2003-004718,004718,2003,06,24,2201,18,3551,1854,9996,9996,9996,6,0
2003-004719,004719,2003,06,24,2201,19,4931,2210,9996,9996,9996,1,0
2003-004901,004901,2003,06,51,1109,01,4821,457,9996,9996,9996,2,0
2003-005001,005001,2003,06,24,2109,01,3531,2768,9996,9996,9996,2,0
2003-006426,006426,2003,06,34,1208,26,3531,2643,9996,9996,9996,2,0
2003-006427,006427,2003,06,34,1208,27,4931,1831,9996,9996,9996,2,0
2003-006428,006428,2003,06,34,1208,28,4931,2415,9996,9996,9996,2,0
2003-006601,006601,2003,06,34,2201,01,4931,2113,9996,9996,9996,2,0
2003-006602,006602,2003,06,34,2201,02,4931,1981,9996,9996,9996,2,0
2003-006603,006603,2003,06,34,2201,03,4931,2231,9996,9996,9996,2,0
2003-006604,006604,2003,06,34,2201,04,3551,1881,9996,9996,9996,6,0
2003-006605,006605,2003,06,34,2201,05,4931,2114,9996,9996,9996,2,0
2003-006606,006606,2003,06,34,2201,06,4931,2023,9996,9996,9996,2,0
2003-006607,006607,2003,06,34,2201,07,4931,2591,9996,9996,9996,2,0
2003-006608,006608,2003,06,34,2201,08,4931,1706,9996,9996,9996,2,0
2003-006609,006609,2003,06,34,2201,09,4931,2033,9996,9996,9996,2,0
2003-006610,006610,2003,06,34,2201,10,4931,2577,9996,9996,9996,2,0
2003-006611,006611,2003,06,34,2201,11,4931,1931,9996,9996,9996,2,0
2003-006612,006612,2003,06,34,2201,12,4931,2136,9996,9996,9996,2,0
2003-006613,006613,2003,06,34,2201,13,4931,2312,9996,9996,9996,2,0
2003-006620,006620,2003,06,34,2201,20,4931,2312,9996,9996,9996,2,0
2003-006625,006625,2003,06,34,2201,25,4931,2204,9996,9996,9996,1,0
2003-006630,006630,2003,06,34,2201,30,4931,2102,9996,9996,9996,1,0
2003-006631,006631,2003,06,34,2201,31,4931,2522,9996,9996,9996,1,0
2003-006633,006633,2003,06,34,2201,33,4931,2221,9996,9996,9996,2,0
2003-006634,006634,2003,06,34,2201,34,4931,2103,9996,9996,9996,2,0
2003-006635,006635,2003,06,34,2201,35,4931,2173,9996,9996,9996,2,0
2003-006636,006636,2003,06,34,2201,36,4931,2191,9996,9996,9996,2,0
2003-007201,007201,2003,06,10,1202,01,3551,1972,9996,9996,9996,6,0
