tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,q11a,s_index,serrflag,sprobfld,id
238201,9996,9996,188,6,9996,7867,4,1,2020,10,04,0150034,0,1,33,01,1205,1,NHOC1205.pdf,00158270.tif,ORIGINAL,330,2382,0,2,3,2,1,LENGTH;LENGTH;,2020-238201
238201,9996,9996,203,6,9996,7867,4,1,2020,10,04,0150034,0,1,33,01,1205,1,NHOC1205.pdf,00158270.tif,ORIGINAL,330,2382,0,1,3,1,1,LENGTH;,2020-238201
263703,9996,9996,444,6,9996,7839,12,3,2020,10,19,0090019,0,0,44,03,2216,1,RIOC2216.pdf,00159230.tif,ORIGINAL,330,2637,2,1,8,3,0,,2020-263703
266702,9996,9996,588,6,9996,7839,12,3,2020,10,21,0090019,0,1,44,02,2209,1,RIOC2209.pdf,00159318.tif,ORIGINAL,330,2667,0,1,4,4,0,,2020-266702
239002,9996,9996,425,2,9996,7785,3,1,2020,10,04,0091131,0,1,34,02,1110,1,NJOC1110.pdf,00158304.tif,ORIGINAL,1050,2390,0,8,3,66,0,,2020-239002
236902,9996,9996,455,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,02,1103,1,MDOC1103.pdf,00158210.tif,ORIGINAL,1050,2369,0,2,3,20,0,,2020-236902
236902,9996,9996,468,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,02,1103,1,MDOC1103.pdf,00158210.tif,ORIGINAL,1050,2369,0,1,3,19,0,,2020-236902
237301,9996,9996,472,2,9996,6936,5,1,2020,10,06,0471493,0,0,24,01,2104,1,MDOC2104.pdf,00158229.tif,ORIGINAL,1050,2373,0,3,3,30,0,,2020-237301
237301,9996,9996,474,2,9996,6936,5,1,2020,10,06,0471493,0,0,24,01,2104,1,MDOC2104.pdf,00158229.tif,ORIGINAL,1050,2373,0,1,3,28,0,,2020-237301
247103,9996,9996,477,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,03,2202,1,MDOC2202.pdf,00158559.tif,ORIGINAL,1050,2471,0,1,3,40,0,,2020-247103
239002,9996,9996,477,2,9996,7785,3,1,2020,10,04,0091131,0,1,34,02,1110,1,NJOC1110.pdf,00158304.tif,ORIGINAL,1050,2390,0,4,3,62,0,,2020-239002
247101,9996,9996,481,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,01,2202,1,MDOC2202.pdf,00158555.tif,ORIGINAL,1050,2471,0,2,3,34,0,,2020-247101
239002,9996,9996,481,2,9996,7785,3,1,2020,10,04,0091131,0,1,34,02,1110,1,NJOC1110.pdf,00158304.tif,ORIGINAL,1050,2390,0,3,3,61,0,,2020-239002
247102,9996,9996,487,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,02,2202,1,MDOC2202.pdf,00158557.tif,ORIGINAL,1050,2471,0,3,3,39,0,,2020-247102
245601,9996,9996,492,8,9996,6783,2,3,2020,10,09,0051599,0,0,10,01,2105,1,DEOC2105.pdf,00158507.tif,ORIGINAL,1050,2456,0,1,2,5,0,,2020-245601
252701,9996,9996,492,2,9996,6936,5,1,2020,10,14,0471493,0,0,24,01,2105,1,MDOC2105.pdf,00158767.tif,ORIGINAL,1050,2527,0,4,3,46,0,,2020-252701
236904,9996,9996,494,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,04,1103,1,MDOC1103.pdf,00158213.tif,ORIGINAL,1050,2369,0,5,3,27,0,,2020-236904
236902,9996,9996,503,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,02,1103,1,MDOC1103.pdf,00158210.tif,ORIGINAL,1050,2369,0,3,3,21,0,,2020-236902
258501,9996,9996,503,2,9996,6936,5,1,2020,10,18,0471493,0,0,24,01,1203,1,MDOC1203.pdf,00159042.tif,ORIGINAL,1050,2585,0,3,3,49,0,,2020-258501
237301,9996,9996,509,2,9996,6936,5,1,2020,10,06,0471493,0,0,24,01,2104,1,MDOC2104.pdf,00158229.tif,ORIGINAL,1050,2373,0,2,3,29,0,,2020-237301
236902,9996,9996,517,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,02,1103,1,MDOC1103.pdf,00158210.tif,ORIGINAL,1050,2369,0,4,3,22,0,,2020-236902
236901,9996,9996,531,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,01,1103,1,MDOC1103.pdf,00158208.tif,ORIGINAL,1050,2369,0,4,3,17,0,,2020-236901
247103,9996,9996,536,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,03,2202,1,MDOC2202.pdf,00158559.tif,ORIGINAL,1050,2471,0,2,3,41,0,,2020-247103
239002,9996,9996,536,2,9996,7785,3,1,2020,10,04,0091131,0,1,34,02,1110,1,NJOC1110.pdf,00158304.tif,ORIGINAL,1050,2390,0,7,3,65,0,,2020-239002
247101,9996,9996,537,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,01,2202,1,MDOC2202.pdf,00158555.tif,ORIGINAL,1050,2471,0,3,3,35,0,,2020-247101
247103,9996,9996,541,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,03,2202,1,MDOC2202.pdf,00158559.tif,ORIGINAL,1050,2471,0,3,3,42,0,,2020-247103
239002,9996,9996,541,2,9996,7785,3,1,2020,10,04,0091131,0,1,34,02,1110,1,NJOC1110.pdf,00158304.tif,ORIGINAL,1050,2390,0,5,3,63,0,,2020-239002
236901,9996,9996,542,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,01,1103,1,MDOC1103.pdf,00158208.tif,ORIGINAL,1050,2369,0,2,3,15,0,,2020-236901
252701,9996,9996,548,2,9996,6936,5,1,2020,10,14,0471493,0,0,24,01,2105,1,MDOC2105.pdf,00158767.tif,ORIGINAL,1050,2527,0,1,3,43,0,,2020-252701
247101,9996,9996,559,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,01,2202,1,MDOC2202.pdf,00158555.tif,ORIGINAL,1050,2471,0,4,3,36,0,,2020-247101
266301,9996,9996,559,2,9996,6013,10,1,2020,10,21,0290894,0,1,34,01,2114,1,NJOC2114.pdf,00159277.tif,ORIGINAL,1050,2663,0,5,3,51,0,,2020-266301
247101,9996,9996,560,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,01,2202,1,MDOC2202.pdf,00158555.tif,ORIGINAL,1050,2471,0,1,3,33,0,,2020-247101
258501,9996,9996,561,2,9996,6936,5,1,2020,10,18,0471493,0,0,24,01,1203,1,MDOC1203.pdf,00159042.tif,ORIGINAL,1050,2585,0,2,3,48,0,,2020-258501
247102,9996,9996,562,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,02,2202,1,MDOC2202.pdf,00158557.tif,ORIGINAL,1050,2471,0,2,3,38,0,,2020-247102
252701,9996,9996,563,2,9996,6936,5,1,2020,10,14,0471493,0,0,24,01,2105,1,MDOC2105.pdf,00158767.tif,ORIGINAL,1050,2527,0,2,3,44,0,,2020-252701
236901,9996,9996,566,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,01,1103,1,MDOC1103.pdf,00158208.tif,ORIGINAL,1050,2369,0,1,3,14,0,,2020-236901
266301,9996,9996,566,2,9996,6013,10,1,2020,10,21,0290894,0,1,34,01,2114,1,NJOC2114.pdf,00159277.tif,ORIGINAL,1050,2663,0,4,3,50,0,,2020-266301
236904,9996,9996,573,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,04,1103,1,MDOC1103.pdf,00158213.tif,ORIGINAL,1050,2369,0,2,3,24,0,,2020-236904
236901,9996,9996,579,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,01,1103,1,MDOC1103.pdf,00158208.tif,ORIGINAL,1050,2369,0,5,3,18,0,,2020-236901
258501,9996,9996,587,2,9996,6936,5,1,2020,10,18,0471493,0,0,24,01,1203,1,MDOC1203.pdf,00159042.tif,ORIGINAL,1050,2585,0,1,3,47,0,,2020-258501
236904,9996,9996,588,2,9996,6936,5,1,2020,10,04,0471493,0,0,24,04,1103,1,MDOC1103.pdf,00158213.tif,ORIGINAL,1050,2369,0,3,3,25,0,,2020-236904
239505,9996,9996,589,2,9996,6416,6,1,2020,10,03,0251808,0,0,34,05,1212,1,NJOC1212.pdf,00158361.tif,ORIGINAL,1050,2395,0,5,2,56,0,,2020-239505
261502,9996,9996,592,2,9996,7872,1,1,2020,10,19,8100091,0,1,51,02,2109,1,VAOC2109.pdf,00159165.tif,ORIGINAL,1050,2615,0,3,3,68,0,,2020-261502
247102,9996,9996,594,2,9996,6936,5,1,2020,10,09,0471493,0,0,24,02,2202,1,MDOC2202.pdf,00158557.tif,ORIGINAL,1050,2471,0,1,3,37,0,,2020-247102
245603,9996,9996,598,1,9996,6783,2,1,2020,10,09,0051599,0,0,10,03,2105,1,DEOC2105.pdf,00158511.tif,ORIGINAL,1050,2456,0,2,2,11,0,,2020-245603
