faxno,batch,ppstfips,tcode,location,stcode,returnt,siteno,intcode,hook,inttime,tifno,intdate,cluster,control,sitetype,prim_op,todayt,category,perm_ver,ppstate,prim1,prim2,tourn,tourn_name,hook_oth,lines,fhours,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,proxy,catch,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,contact,filestat,docno,month,day,tracker,year,enterr,interr,permismt,county,site_no,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
VAJN2207.pdf,2832,51,6,NORFOLK CANYON,51,1715,0002,7923,2,1725,00160029.tif,06/02/2021,1,2207,1,2,1,3,1,VA,4677,4711,2,6,6,12,6,6,6,3705,7435,65,3000,65,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,06,02,283202,2021,0,0,0,810,8100002,7,607,0,,Y,1,2021-283202
VAJN2207.pdf,2832,51,6,TRIPLE ZEROS,51,1900,0091,7923,2,1902,00160031.tif,06/02/2021,1,2207,1,1,2,2,1,VA,4711,9996,2,6,6,7,10,6,6,3615,7450,77,2000,61,2,2,0,1,0,1,0,0,0,0,1,ORIGINAL,03,06,02,283203,2021,1,0,0,810,8100091,7,606,0,,Y,2,2021-283203
VAJN2207.pdf,2832,51,6,480 LINE,51,1920,0091,7923,2,1928,00160032.tif,06/02/2021,1,2207,1,1,2,2,1,VA,4677,4711,2,6,6,10,11,6,7,9998,9998,75,5400,65,2,1,0,1,0,1,0,0,0,0,1,ORIGINAL,04,06,02,283204,2021,0,1,0,810,8100091,7,608,0,,Y,1,2021-283204
MDJN2111.pdf,2833,24,6,POOR MANS CANYON,24,1630,1493,6936,2,1650,00160036.tif,06/03/2021,5,2111,1,2,1,3,1,MD,4677,4678,2,6,6,10,10,6,8,3752,7406,53,360,63,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,06,03,283301,2021,0,0,0,047,0471493,6,278,0,,Y,2,2021-283301
MDJN2111.pdf,2833,24,6,POOR MANS CANYON,24,1645,1493,6936,2,1715,00160038.tif,06/03/2021,5,2111,1,2,1,3,1,MD,4677,4678,2,6,6,12,8,6,6,3752,7406,63,3000,62,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,06,03,283302,2021,0,0,0,047,0471493,6,277,0,,Y,2,2021-283302
VAJN2110.pdf,2834,51,6,NORFOLK CANYON,51,1715,0002,7871,2,1725,00160042.tif,06/03/2021,1,2110,1,2,1,3,2,VA,4678,9996,2,6,6,12,7,6,6,3705,7435,70,3000,63,2,2,0,1,1,1,0,0,0,0,1,ORIGINAL,01,06,03,283401,2021,0,0,0,810,8100002,7,578,0,,Y,2,2021-283401
VAJN2110.pdf,2834,51,6,NORFOLK CANYON,51,1728,0002,7871,2,1745,00160043.tif,06/03/2021,1,2110,1,2,1,3,2,VA,4677,4691,2,6,6,8,7,6,6,3705,7435,70,3000,67,2,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,06,03,283402,2021,0,0,0,810,8100002,7,577,0,,Y,1,2021-283402
DEJN1201.pdf,2849,10,6,POOR MANS CANYON,10,1630,1599,6783,2,1728,00160047.tif,06/05/2021,2,1201,1,2,1,3,1,DE,4678,9996,2,6,6,11,7,6,6,3752,7406,60,800,61,2,1,0,1,1,1,0,0,0,0,2,ORIGINAL,01,06,05,284901,2021,0,0,0,005,0051599,6,178,0,,Y,2,2021-284901
DEJN1201.pdf,2849,10,6,POOR MANS CANYON,10,1730,1599,6783,2,1735,00160049.tif,06/05/2021,2,1201,1,2,1,3,6,DE,4678,9996,2,6,6,10,8,6,6,3752,7406,60,1200,61,2,1,0,1,1,1,0,0,0,0,2,ORIGINAL,02,06,05,284902,2021,0,1,0,005,0051599,6,184,0,,N,2,2021-284902
DEJN1201.pdf,2849,10,6,POOR MANS CANYON,10,1738,1599,6783,2,1743,00160051.tif,06/05/2021,2,1201,1,1,2,2,1,DE,4678,9996,2,6,6,6,6,6,6,3752,7406,68,900,64,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,03,06,05,284903,2021,0,0,0,005,0051599,6,182,0,,Y,2,2021-284903
DEJN1201.pdf,2849,10,6,POOR MANS CANYON,10,1745,1599,6783,2,1805,00160053.tif,06/05/2021,2,1201,1,2,2,3,1,DE,4678,9996,2,6,6,11,4,6,4,3752,7406,63,1200,62,2,1,0,1,1,1,0,0,0,0,2,ORIGINAL,04,06,05,284904,2021,0,0,0,005,0051599,6,180,0,,Y,1,2021-284904
DEJN1201.pdf,2849,10,6,BALTIMORE CANYON,10,1807,1599,6783,2,1816,00160055.tif,06/05/2021,2,1201,1,1,2,2,6,DE,4678,9996,2,6,6,9,5,6,5,3810,7350,998,2100,61,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,05,06,05,284905,2021,0,0,0,005,0051599,6,181,0,,Y,2,2021-284905
DEJN1201.pdf,2849,10,6,POOR MANS CANYON,10,1825,1599,6783,2,1829,00160057.tif,06/05/2021,2,1201,1,1,2,2,1,DE,4678,9996,2,6,6,9,4,6,4,3752,7406,72,3000,61,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,06,06,05,284906,2021,0,0,0,005,0051599,6,183,0,,Y,2,2021-284906
DEJN1201.pdf,2849,10,6,POOR MANS CANYON,10,1830,0017,6783,2,1835,00160059.tif,06/05/2021,2,1201,1,2,1,3,7,DE,4678,9996,2,6,6,6,5,6,5,3752,7406,60,1500,63,2,1,0,0,1,1,0,0,0,0,1,ORIGINAL,07,06,05,284907,2021,1,1,0,005,0050017,6,177,0,,Y,1,2021-284907
DEJN1201.pdf,2849,10,6,POOR MANS CANYON,10,1900,0017,6783,2,1911,00160061.tif,06/05/2021,2,1201,1,1,2,2,1,DE,4678,9996,2,6,6,7,6,6,4,3752,7406,66,2000,65,2,2,0,1,1,1,0,0,0,0,1,ORIGINAL,08,06,05,284908,2021,0,0,0,005,0050017,6,179,0,,Y,2,2021-284908
MDJN1102.pdf,2856,24,6,POOR MANS CANYON,24,1615,0022,6936,2,1645,00160077.tif,06/06/2021,2,1102,1,2,1,3,1,MD,4677,4678,2,6,6,12,14,DEEP DROP,5,3752,7406,60,1200,66,2,1,0,1,1,1,0,0,0,1,1,ORIGINAL,01,06,06,285601,2021,0,0,0,047,0470022,6,220,0,,Y,2,2021-285601
MDJN1102.pdf,2856,24,5510,FINGERS,24,1630,0022,6936,1,1715,00160079.tif,06/06/2021,2,1102,1,2,2,3,6,MD,3591,9996,1,MAKO MANIA,6,5,8,6,3,3805,7440,25,150,62,1,1,0,1,0,0,1,1,0,0,1,ORIGINAL,02,06,06,285602,2021,0,1,0,047,0470022,6,157,0,,N,2,2021-285602
MDJN1106.pdf,2857,51,6,POOR MANS CANYON,24,1445,0856,6555,2,1450,00160083.tif,06/05/2021,4,1106,3,1,2,2,2,VA,4678,9996,2,6,6,7,4,6,2,3752,7406,60,2000,58,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,06,05,285701,2021,0,0,0,047,0470856,6,231,1,Q27;,Y,2,2021-285701
MDJN1106.pdf,2857,24,6,POOR MANS CANYON,24,1500,0856,6555,2,1505,00160085.tif,06/05/2021,4,1106,3,1,2,2,6,MD,4678,9996,2,6,6,12,6,6,4,3752,7406,66,2400,62,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,06,05,285702,2021,0,1,0,047,0470856,6,235,0,,Y,2,2021-285702
MDJN1106.pdf,2857,24,6,FINGERS,24,1605,0856,6555,1,1610,00160087.tif,06/05/2021,4,1106,3,1,2,2,2,MD,3551,3531,2,6,6,4,4,6,4,3812,7437,30,120,61,2,1,0,1,0,0,1,0,0,0,1,ORIGINAL,03,06,05,285703,2021,1,0,0,047,0470856,6,236,0,,Y,2,2021-285703
MDJN1106.pdf,2857,24,6,POOR MANS CANYON,24,1630,0856,6555,2,1635,00160089.tif,06/05/2021,4,1106,3,1,2,2,1,MD,4678,9996,2,6,6,10,8,6,4,3752,7406,70,3000,63,2,1,0,0,1,1,0,0,0,0,1,ORIGINAL,04,06,05,285704,2021,0,1,0,047,0470856,6,233,0,,Y,2,2021-285704
MDJN1106.pdf,2857,24,6,POOR MANS CANYON,24,1640,0856,6555,2,1645,00160091.tif,06/05/2021,4,1106,3,1,2,2,1,MD,4678,9996,2,6,6,9,7,6,5,3752,7406,66,2400,61,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,05,06,05,285705,2021,0,0,0,047,0470856,6,238,0,,Y,2,2021-285705
