tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
30,6,44,RI,6,01,6,DRIFTING,COX LEDGE,7525,09,1800,1107,3878,3,1,1,2,2,6,1755,3551,9996,2,1,4,5,0,0,1,0,1,1,1,4,4105,7110,26,150,66,1,2,1,CTAU1107.pdf,00075631.tif,2014,1,0,0,ORIGINAL,08,03,19938,3004,0113878,011,3,383,0,,Y,1,,2014-300401
30,6,10,DE,6,01,6,6,WASHINGTON CANYON,6783,10,1638,1101,1599,2,1,1,2,2,6,1620,7777,9996,2,1,2,7,1,0,1,0,0,1,0,2,3727,7427,45,1200,76,1,2,1,DEAU1101.pdf,00075635.tif,2014,0,1,0,ORIGINAL,08,03,19938,3005,0051599,005,6,387,0,,N,2,,2014-300501
30,6,10,DE,6,02,6,6,HOT DOG,6783,10,1735,1101,1599,2,1,2,1,3,1,1728,4656,9996,2,2,8,6,0,1,1,1,0,0,0,1,3806,7417,40,150,77,2,1,1,DEAU1101.pdf,00075637.tif,2014,0,0,0,ORIGINAL,08,03,19938,3005,0051599,005,6,386,0,,Y,1,,2014-300502
30,6,25,MA,6,01,6,LIVE LINING,STELLWAGEN S,6634,25,1452,1104,0218,8,1,1,2,3,1,1430,4671,4679,2,2,2,10,1,0,0,0,0,0,1,2,4210,7015,10,100,98,1,2,2,MAAU1104.pdf,00075973.tif,2014,0,0,0,ORIGINAL,08,03,19938,3008,0230218,023,2,579,0,,Y,2,,2014-300801
30,6,25,MA,6,02,6,6,EAST OF STELLWAGEN,6634,25,1520,1104,0784,8,1,2,1,3,1,1510,3591,9996,2,2,1,6,0,0,1,0,1,1,0,6,9998,9998,30,300,66,2,2,1,MAAU1104.pdf,00075974.tif,2014,0,0,0,ORIGINAL,08,03,19938,3008,0230784,023,2,582,1,Q23;,N,2,,2014-300802
30,6,25,MA,6,03,6,CASTING,CAPE COD BAY,6634,25,1605,1104,0218,8,1,2,1,3,1,1555,4677,4678,2,2,2,3,0,1,0,0,0,0,1,2,4200,7020,6,95,59,1,2,2,MAAU1104.pdf,00075976.tif,2014,0,0,0,ORIGINAL,08,03,19938,3008,0230218,023,2,583,0,,Y,2,,2014-300803
30,6,25,MA,6,04,6,LIVE LINING,STELLWAGEN BANK,6634,25,1630,1104,0217,8,3,1,2,3,1,1620,4671,4679,2,1,4,10,1,0,0,0,0,0,1,2,4210,7015,21,120,63,1,2,2,MAAU1104.pdf,00075977.tif,2014,0,0,0,ORIGINAL,08,03,19938,3008,0230217,023,2,581,0,,Y,2,,2014-300804
30,6,25,MA,6,05,6,LIVE LINING,STELLWAGEN S,6634,25,1726,1104,0217,8,3,1,2,1,1,1710,4671,4679,2,2,4,20,1,0,0,0,0,0,1,3,4210,7015,20,175,66,1,2,2,MAAU1104.pdf,00075978.tif,2014,0,0,0,ORIGINAL,08,03,19938,3008,0230217,023,2,580,0,,Y,2,,2014-300805
30,6,25,MA,6,01,N,6,MIDDLE BANK,7505,25,1735,1201,9005,20,1,1,2,1,1,1700,4679,9996,2,3,3,10,1,0,0,1,0,0,0,3,9998,9998,14,190,62,1,7,2,MAAU1201.pdf,00075651.tif,2014,1,1,0,ORIGINAL,08,03,19938,3011,0099005,009,2,611,0,,Y,2,,2014-301101
30,6,24,MD,6,01,6,6,BALTIMORE CANYON,6936,24,1745,1101,1493,5,1,2,1,3,1,1730,4711,9996,2,12,12,8,0,1,1,1,0,0,0,6,3820,7345,62,1200,78,1,1,1,MDAU1101.pdf,00075659.tif,2014,0,0,0,ORIGINAL,08,03,19938,3014,0471493,047,6,463,0,,Y,1,,2014-301401
30,6,24,MD,6,01,6,6,JACKSPOT,6555,24,1513,1107,0856,4,3,1,2,8,6,1510,1050,9996,2,2,4,4,0,0,1,1,0,0,0,3,3805,7445,24,85,75,1,1,1,MDAU1107.pdf,00075665.tif,2014,0,0,0,ORIGINAL,08,03,19938,3016,0470856,047,6,483,0,,N,2,,2014-301601
