tourn_name,location,id,tracker,intcode,intdate,month,day,year,inttime,stcode,control,docno,county,siteno,site_no,cluster,sitetype,prim_op,todayt,perm_pos,category,perm_ver,cgnbr_pos,strgnbr_pos,ppstate,ppstfips,returnt,prim1,prim2,tourn,tcode,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,measur,gear,gear_oth,issueddate,CoastNum,StReg,boat,st
MAKO MANIA,JACKSPOT,2005-125601,125601,6559,16591,06,04,2005,1620,24,1102,01,047,0856,0470856,4,3,1,2,1,2,6,6,6,MD,24,1615,3551,9996,1,T500,6,6,5,8,0,0,1,0,1,0,0,6,5,3805,7445,25,55,54,1,6,1,2,1,6,,,,,
6,JACKSPOT,2005-125602,125602,6559,16591,06,04,2005,1635,24,1102,02,047,0856,0470856,4,3,1,2,1,2,6,6,6,PA,42,1630,3591,9996,2,6,6,6,5,7,0,0,1,1,1,0,0,6,2,3805,7445,23,104,98,1,6,2,2,1,6,,,,,
MAKO MANIA,HAMBONE,2005-125603,125603,6559,16591,06,04,2005,1730,24,1102,03,047,0856,0470856,4,3,1,2,1,2,6,6,6,MD,24,1710,3551,9996,1,T500,6,6,4,8,0,0,1,0,0,1,0,6,3,3811,7424,35,120,98,1,6,1,2,1,6,,,,,
MAKO MANIA,S OF JACKSPOT,2005-125604,125604,6559,16591,06,04,2005,1805,24,1102,04,047,0856,0470856,4,3,1,2,9,9,6,9,1,MD,24,1800,3531,9996,1,T500,6,6,3,9,0,0,1,0,0,1,0,6,3,3800,7402,22,100,58,1,6,2,2,1,6,,,,,
6,JACKSPOT,2005-125605,125605,6559,16591,06,04,2005,1820,24,1102,05,047,0856,0470856,4,3,1,2,1,2,6,6,6,MD,24,1800,3551,9996,2,6,6,6,5,7,1,1,1,1,0,1,0,6,4,3805,7447,22,60,54,1,6,1,2,1,6,,,,,
6,26 MILE HILL,2005-125701,125701,6427,16592,06,05,2005,1710,51,1104,01,001,0024,0010024,7,1,1,2,1,2,6,6,6,MD,24,1700,4656,9996,2,6,6,6,7,3,0,1,1,1,0,0,0,6,5,3715,7510,30,113,64,1,6,1,1,1,6,,,,,
6,TRIPLE ZEROS,2005-126201,126201,6171,16591,06,04,2005,1840,51,1106,01,810,0088,8100088,3,1,2,1,1,3,6,6,6,VA,51,1820,4711,9996,2,6,6,6,10,6,0,0,1,1,0,0,0,6,4,3615,7450,83,6000,59,1,6,1,2,1,6,,,,,
6,LORAN 26730 41540,2005-126202,126202,6171,16591,06,04,2005,2000,51,1106,02,810,0088,8100088,3,1,2,1,1,3,6,6,6,VA,51,1912,4711,9996,2,6,6,6,10,8,0,1,1,1,0,0,0,6,6,9998,9998,110,2000,61,1,6,2,2,1,6,,,,,
MAKO MANIA,TWIN WRECKS,2005-126401,126401,6447,16591,06,04,2005,1815,24,1202,01,047,0853,0470853,3,1,2,1,1,3,6,6,6,MD,24,1700,3551,9996,1,T500,6,6,4,8,0,0,1,0,0,1,0,6,5,3813,7443,998,9998,98,2,6,2,2,1,6,,,,,
MAKO MANIA,7,2005-126402,126402,6447,16591,06,04,2005,1820,24,1202,02,047,0853,0470853,3,1,2,1,1,3,6,6,6,MD,24,1700,3551,9996,1,T500,6,6,4,8,0,0,1,0,0,1,0,6,4,9998,9998,36,9998,98,2,6,2,2,1,6,,,,,
