id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2013-000503,000503,2013,06,24,1108,03,4931,BLUE SHARK,0,0,1,0,0,0
2013-000505,000505,2013,06,24,1108,05,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,0
2013-000801,000801,2013,06,34,1206,01,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,1
2013-000802,000802,2013,06,34,1206,02,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,0
2013-000802,000802,2013,06,34,1206,02,4931,BLUE SHARK,0,0,1,0,0,0
2013-001102,001102,2013,06,51,1108,02,3650,SKATE,0,0,3,0,0,0
2013-001201,001201,2013,06,51,1205,01,1050,DOLPHIN,1,1,0,0,0,0
2013-001201,001201,2013,06,51,1205,01,4711,YFT,2,2,0,0,0,0
2013-001202,001202,2013,06,51,1205,02,1050,DOLPHIN,2,2,0,0,0,0
2013-001202,001202,2013,06,51,1205,02,4711,YFT,1,1,0,0,0,0
2013-001203,001203,2013,06,51,1205,03,1050,DOLPHIN,2,2,0,0,0,0
2013-001203,001203,2013,06,51,1205,03,4711,YFT,5,5,0,0,0,0
2013-001204,001204,2013,06,51,1205,04,1050,DOLPHIN,1,1,0,0,0,0
2013-001204,001204,2013,06,51,1205,04,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,0
2013-001204,001204,2013,06,51,1205,04,4711,YFT,5,5,0,0,0,0
2013-001601,001601,2013,06,34,1101,01,3551,SHORTFIN MAKO SHARK,1,1,1,0,0,0
2013-001601,001601,2013,06,34,1101,01,4931,BLUE SHARK,0,0,1,0,0,0
2013-001603,001603,2013,06,34,1101,03,3551,SHORTFIN MAKO SHARK,0,0,1,0,0,0
2013-001603,001603,2013,06,34,1101,03,4931,BLUE SHARK,0,0,2,0,0,0
2013-003601,003601,2013,06,10,2202,01,4931,BLUE SHARK,0,0,1,0,0,0
2013-003702,003702,2013,06,24,2105,02,3650,SKATE,0,0,1,0,0,0
2013-003901,003901,2013,06,51,2111,01,1050,DOLPHIN,4,4,0,0,0,0
2013-003901,003901,2013,06,51,2111,01,4711,YFT,7,7,1,0,0,0
2013-004401,004401,2013,06,34,1201,01,4821,SANDBAR SHARK,0,0,1,0,0,0
2013-004701,004701,2013,06,51,1102,01,1050,DOLPHIN,4,4,0,0,0,0
2013-004701,004701,2013,06,51,1102,01,4711,YFT,2,2,0,0,0,0
2013-004801,004801,2013,06,51,2110,01,4711,YFT,18,0,0,0,0,0
2013-004802,004802,2013,06,51,2110,02,30,GREATER AMBERJACK,2,2,0,0,0,0
2013-004802,004802,2013,06,51,2110,02,230,BLUEFISH,2,2,0,0,0,0
2013-004802,004802,2013,06,51,2110,02,1050,DOLPHIN,2,2,0,0,0,0
2013-004802,004802,2013,06,51,2110,02,4711,YFT,24,24,0,0,0,0
2013-004904,004904,2013,06,25,1105,04,4676,BFT SMALL MEDIUM,1,1,0,0,0,0
2013-005001,005001,2013,06,24,1202,01,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,0
2013-005003,005003,2013,06,24,1202,03,330,ATLANTIC BONITO,3,0,0,0,0,0
2013-005003,005003,2013,06,24,1202,03,3591,BROWN SHARK,0,0,2,0,0,0
2013-005102,005102,2013,06,24,1102,02,3551,SHORTFIN MAKO SHARK,1,0,0,0,0,0
