tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
113301,6,09,CT,6,01,6,6,W ATLANTIS CAN,6773,09,1430,1102,0833,3,1,1,2,2,1,1100,4711,4691,2,12,8,3,1,1,1,1,0,0,0,0,4,3947,7013,100,1750,75,1,1,1,CTAU1102.pdf,00151339.tif,2020,0,0,0,ORIGINAL,08,01,22128,1133,0110833,011,3,340,0,,Y,2,2020-113301
113302,6,09,CT,6,02,6,6,RANGER WRECK,6773,09,1530,1102,3879,3,1,1,2,2,6,1520,1050,9996,2,12,3,6,1,1,1,1,0,1,1,0,2,4035,7147,51,250,79,1,2,1,CTAU1102.pdf,00151341.tif,2020,0,1,0,ORIGINAL,08,01,22128,1133,0113879,011,3,351,0,,N,2,2020-113302
113303,6,09,CT,6,03,6,DRIFTING,ACID BARGE,6773,09,1600,1102,0833,3,1,1,2,2,1,1555,3531,3551,2,1,3,4,0,1,0,0,1,0,0,1,3,4102,7127,3,145,74,1,2,2,CTAU1102.pdf,00151343.tif,2020,0,0,0,ORIGINAL,08,01,22128,1133,0110833,011,3,347,0,,Y,2,2020-113303
113304,6,09,CT,6,04,6,6,BUTTERFISH HOLE,6773,09,1615,1102,0880,3,1,1,2,3,1,1600,4678,4711,2,12,7,24,1,1,1,1,1,1,1,0,4,4050,7135,27,160,76,1,2,1,CTAU1102.pdf,00151344.tif,2020,0,0,0,ORIGINAL,08,01,22128,1133,0110880,011,3,345,0,,Y,1,2020-113304
113305,6,09,CT,6,05,6,DRIFTING,CIA GROUNDS,6773,09,1650,1102,0630,3,1,1,2,2,1,1645,3551,3531,2,1,4,8,1,1,0,0,1,0,0,1,5,4056,7143,18,180,76,1,2,1,CTAU1102.pdf,00151346.tif,2020,0,1,0,ORIGINAL,08,01,22128,1133,0110630,011,3,342,0,,Y,2,2020-113305
113306,6,09,CT,6,06,6,6,RANGER WRECK,6773,09,1740,1102,0880,3,1,1,2,2,1,1725,4678,9996,2,2,6,5,0,0,1,1,0,0,0,0,2,4035,7147,30,170,98,1,2,2,CTAU1102.pdf,00151348.tif,2020,0,1,0,ORIGINAL,08,01,22128,1133,0110880,011,3,341,0,,Y,2,2020-113306
113307,6,09,CT,6,07,6,6,RANGER WRECK,6773,09,1750,1102,0630,3,1,1,2,2,1,1730,4678,4711,2,2,7,6,0,1,1,1,0,0,0,0,2,4035,7147,35,205,81,1,2,2,CTAU1102.pdf,00151349.tif,2020,0,0,0,ORIGINAL,08,01,22128,1133,0110630,011,3,344,1,Q27;,Y,2,2020-113307
113308,6,09,CT,6,08,6,6,COX LEDGE,6773,09,1818,1102,3234,3,1,1,2,2,1,1810,4678,9996,2,2,9,4,0,0,1,1,0,0,0,0,3,4105,7110,14,135,81,1,2,2,CTAU1102.pdf,00151350.tif,2020,0,0,0,ORIGINAL,08,01,22128,1133,0113234,011,3,343,1,Q27;,Y,2,2020-113308
113309,6,09,CT,6,09,6,6,CARTWRIGHT,6773,09,1840,1102,0630,3,1,1,2,1,1,1835,3551,3531,2,1,4,12,1,1,0,0,0,1,0,0,5,4100,7148,14,125,77,1,2,1,CTAU1102.pdf,00151351.tif,2020,0,1,0,ORIGINAL,08,01,22128,1133,0110630,011,3,346,0,,Y,2,2020-113309
113310,6,09,CT,6,10,6,6,BUTTERFISH HOLE,6773,09,1848,1102,0630,3,1,1,2,2,1,1835,4678,4711,2,2,5,10,0,0,1,1,0,0,0,0,3,4050,7135,30,190,76,1,2,1,CTAU1102.pdf,00151353.tif,2020,0,1,0,ORIGINAL,08,01,22128,1133,0110630,011,3,349,0,,Y,2,2020-113310
113311,6,09,CT,6,11,6,JIGGING,COIMBRA WRECK,6773,09,1900,1102,0630,3,1,1,2,2,1,1830,4678,9996,2,2,7,11,0,0,1,1,0,0,0,1,4,4024,7222,30,200,74,1,2,1,CTAU1102.pdf,00151355.tif,2020,0,0,0,ORIGINAL,08,01,22128,1133,0110630,011,3,348,0,,Y,1,2020-113311
113312,6,34,NJ,6,12,6,DRIFTING,SW MONTAUK,6773,09,1950,1102,0880,3,1,1,2,2,6,1900,4678,3531,2,12,9,12,1,1,1,1,1,1,0,1,5,9998,9998,40,200,74,1,2,1,CTAU1102.pdf,00151357.tif,2020,0,0,0,ORIGINAL,08,01,22128,1133,0110880,011,3,350,0,,N,2,2020-113312
113401,6,09,CT,6,01,6,6,NORTH OF BUTTER,7837,09,1650,1104,0630,3,1,1,2,2,7,1400,3551,3531,2,12,4,8,0,1,0,1,1,1,1,0,4,4050,7135,12,150,68,1,2,2,CTAU1104.pdf,00151363.tif,2020,0,1,0,ORIGINAL,08,09,22136,1134,0110630,011,3,354,0,,Y,2,2020-113401
113402,6,09,CT,6,02,6,6,SOUTH OF MONTAUK,7837,09,1658,1104,0880,3,1,1,2,2,7,1530,4711,4677,2,2,7,8,0,0,1,1,0,0,0,0,5,9998,9998,20,170,68,1,2,1,CTAU1104.pdf,00151364.tif,2020,0,1,0,ORIGINAL,08,09,22136,1134,0110880,011,3,353,0,,Y,2,2020-113402
113403,6,25,MA,6,03,6,6,DUMP,7837,09,1730,1104,3879,3,1,1,2,1,7,1730,4711,9996,2,12,8,8,0,1,1,1,0,0,0,0,5,4045,7055,50,300,76,1,1,1,CTAU1104.pdf,00151366.tif,2020,0,1,0,ORIGINAL,08,09,22136,1134,0113879,011,3,352,0,,Y,2,2020-113403
113501,6,09,CT,6,01,6,6,CARTWRIGHT,7835,09,1700,1106,4328,8,1,1,2,3,1,1630,3551,3531,2,1,2,8,0,1,0,0,1,0,0,0,3,4100,7148,20,150,68,1,2,1,CTAU1106.pdf,00151370.tif,2020,0,1,0,REVISED,08,01,22128,1135,0074328,007,3,355,0,,Y,2,2020-113501
113701,6,09,CT,6,01,6,6,SHARK LEDGE,6773,09,1525,1207,3234,3,1,1,2,2,1,1515,3551,9996,2,1,3,4,0,1,0,0,1,0,0,0,4,4105,7130,20,150,79,1,2,1,CTAU1207.pdf,00151378.tif,2020,0,0,0,ORIGINAL,08,02,22129,1137,0113234,011,3,361,0,,Y,2,2020-113701
113801,6,09,CT,6,01,6,6,THE DIP,6773,09,1600,1215,0630,3,1,1,2,3,1,1555,4711,4691,2,2,10,21,0,1,1,1,1,1,0,0,5,3955,7144,90,2200,78,1,2,1,CTAU1215.pdf,00151407.tif,2020,0,0,0,ORIGINAL,08,08,22135,1138,0110630,011,3,365,0,,N,2,2020-113801
113802,6,09,CT,6,02,6,6,CARTWRIGHT,6773,09,1630,1215,3879,3,1,1,2,2,1,1615,3531,9996,2,1,4,9,0,1,0,0,1,1,0,0,3,4100,7148,8,89,67,1,2,2,CTAU1215.pdf,00151409.tif,2020,0,0,0,ORIGINAL,08,08,22135,1138,0113879,011,3,366,0,,Y,2,2020-113802
113803,6,09,CT,6,03,BALLYHOO RIGS,6,RANGER WRECK,6773,09,1730,1215,0630,3,1,1,2,2,1,1720,4678,4711,2,123,4,6,0,1,1,1,0,0,0,0,3,4035,7147,25,200,72,1,2,1,CTAU1215.pdf,00151410.tif,2020,0,1,0,ORIGINAL,08,08,22135,1138,0110630,011,3,367,0,,Y,1,2020-113803
113804,6,09,CT,6,04,6,6,RANGER WRECK,6773,09,1810,1215,0630,3,1,1,2,2,1,1710,4711,4678,2,2,7,6,0,1,1,1,0,0,0,0,2,4035,7147,32,210,74,1,2,1,CTAU1215.pdf,00151412.tif,2020,0,1,0,ORIGINAL,08,08,22135,1138,0110630,011,3,363,0,,Y,2,2020-113804
