tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,c_index,cerrflag,cprobfld,id
09,6447,2,1,2012,08,04,0051599,0,0,10,09,1205,2,deau1205.tif,00052216.tif,ORIGINAL,WHITE MARLIN,2161,0905,1,0,0,11,0,0,0,25,0,,2012-090509
09,6447,2,1,2012,08,04,0051599,0,0,10,09,1205,2,deau1205.tif,00052216.tif,ORIGINAL,SKIPJACK TUNA,4661,0905,3,0,0,1,0,0,0,26,0,,2012-090509
09,6447,2,1,2012,08,04,0051599,0,0,10,09,1205,2,deau1205.tif,00052216.tif,ORIGINAL,YFT,4711,0905,2,4,0,0,0,0,0,27,0,,2012-090509
09,6447,2,1,2012,08,04,0051599,1,0,10,10,1205,2,deau1205.tif,00052218.tif,ORIGINAL,GREATER AMBERJACK,30,0905,5,0,0,1,0,0,0,28,1,CAUGHT OUT OF AREA;,2012-090510
09,6447,2,1,2012,08,04,0051599,1,0,10,10,1205,2,deau1205.tif,00052218.tif,ORIGINAL,DOLPHIN,1050,0905,1,25,0,0,0,0,0,29,0,,2012-090510
09,6447,2,1,2012,08,04,0051599,1,0,10,10,1205,2,deau1205.tif,00052218.tif,ORIGINAL,TRIGGERFISH,4560,0905,3,6,0,0,0,0,0,30,0,,2012-090510
09,6447,2,1,2012,08,04,0051599,1,0,10,10,1205,2,deau1205.tif,00052218.tif,ORIGINAL,WAHOO,4720,0905,2,1,0,0,0,0,0,31,0,,2012-090510
09,6447,2,1,2012,08,04,0051599,1,0,10,10,1205,2,deau1205.tif,00052218.tif,ORIGINAL,TIGER SHARK,4911,0905,4,0,0,1,0,0,0,32,1,CAUGHT OUT OF AREA;,2012-090510
09,6447,2,1,2012,08,04,0051599,0,0,10,11,1205,2,deau1205.tif,00052220.tif,ORIGINAL,WHITE MARLIN,2161,0905,1,0,0,2,0,0,0,33,0,,2012-090511
09,6447,2,1,2012,08,04,0051599,0,0,10,12,1205,2,deau1205.tif,00052222.tif,ORIGINAL,WHITE MARLIN,2161,0905,1,0,0,1,0,0,0,34,0,,2012-090512
09,6447,2,1,2012,08,04,0051599,0,0,10,13,1205,2,deau1205.tif,00052224.tif,ORIGINAL,WHITE MARLIN,2161,0905,1,0,0,3,0,0,0,35,0,,2012-090513
09,6447,2,1,2012,08,02,0051599,0,0,10,01,2105,2,deau2105.tif,00052250.tif,ORIGINAL,BLUE MARLIN,2171,0909,1,0,0,1,0,0,0,36,0,,2012-090901
12,6447,2,1,2012,08,21,0051599,0,0,10,01,2107,2,deau2107.tif,00054422.tif,ORIGINAL,DOLPHIN,1050,1207,1,1,1,0,0,0,0,37,0,,2012-120701
12,6447,2,1,2012,08,21,0051599,0,0,10,01,2107,2,deau2107.tif,00054422.tif,ORIGINAL,SKIPJACK TUNA,4661,1207,2,4,4,0,0,0,0,38,0,,2012-120701
12,6447,2,1,2012,08,23,0051599,0,0,10,01,2113,2,deau2113.tif,00054702.tif,ORIGINAL,BLUE MARLIN,2171,1253,1,0,0,1,0,0,0,39,0,,2012-125301
09,6478,2,1,2012,08,03,0051599,0,0,10,01,2101,1,deau2101.tif,00052231.tif,ORIGINAL,DOLPHIN,1050,0907,1,2,2,0,0,0,0,40,0,,2012-090701
09,6478,2,1,2012,08,03,0051599,0,0,10,02,2101,1,deau2101.tif,00052233.tif,ORIGINAL,YFT,4711,0907,1,2,2,0,0,0,0,41,0,,2012-090702
09,6478,2,1,2012,08,03,0051599,0,0,10,03,2101,2,deau2101.tif,00052235.tif,ORIGINAL,DOLPHIN,1050,0907,1,2,0,0,0,0,0,42,0,,2012-090703
09,6478,2,1,2012,08,03,0051599,0,0,10,04,2101,2,deau2101.tif,00052237.tif,ORIGINAL,DOLPHIN,1050,0907,1,1,0,0,0,0,0,43,0,,2012-090704
09,6478,2,1,2012,08,03,0051599,0,0,10,06,2101,2,deau2101.tif,00052240.tif,ORIGINAL,DOLPHIN,1050,0907,2,2,0,0,0,0,0,44,0,,2012-090706
09,6478,2,1,2012,08,03,0051599,0,0,10,06,2101,2,deau2101.tif,00052240.tif,ORIGINAL,WHITE MARLIN,2161,0907,1,0,0,3,0,0,0,45,0,,2012-090706
09,6478,2,1,2012,08,03,0051599,0,0,10,06,2101,2,deau2101.tif,00052240.tif,ORIGINAL,MARGATE,1440,0907,3,0,0,1,0,0,0,46,1,ALIVE;,2012-090706
09,6478,2,1,2012,08,03,0051599,1,0,10,07,2101,2,deau2101.tif,00052242.tif,ORIGINAL,WHITE MARLIN,2161,0907,1,0,0,2,0,0,0,47,0,,2012-090707
09,6478,2,1,2012,08,03,0051599,0,0,10,08,2101,1,deau2101.tif,00052244.tif,ORIGINAL,WHITE MARLIN,2161,0907,2,0,0,4,0,0,0,48,0,,2012-090708
09,6478,2,1,2012,08,03,0051599,0,0,10,08,2101,1,deau2101.tif,00052244.tif,ORIGINAL,YFT,4711,0907,1,1,1,0,0,0,0,49,0,,2012-090708
10,6478,2,1,2012,08,09,0051599,0,0,10,01,2201,2,deau2201.tif,00053111.tif,ORIGINAL,GOLDEN TILEFISH,4467,1028,1,15,10,0,0,0,0,50,0,,2012-102801
10,6478,2,1,2012,08,09,0051599,0,0,10,02,2201,1,deau2201.tif,00053113.tif,ORIGINAL,DOLPHIN,1050,1028,1,1,1,0,0,0,0,51,0,,2012-102802
10,6478,2,1,2012,08,09,0051599,0,0,10,02,2201,1,deau2201.tif,00053113.tif,ORIGINAL,WHITE MARLIN,2161,1028,2,0,0,2,0,0,0,52,0,,2012-102802
10,6478,2,1,2012,08,09,0051599,0,0,10,03,2201,2,deau2201.tif,00053115.tif,ORIGINAL,WAHOO,4720,1028,1,1,1,0,0,0,0,53,0,,2012-102803
10,6478,2,1,2012,08,09,0051599,0,0,10,04,2201,2,deau2201.tif,00053117.tif,ORIGINAL,WHITE MARLIN,2161,1028,1,0,0,1,0,0,0,54,0,,2012-102804
10,6478,2,1,2012,08,09,0051599,0,0,10,05,2201,2,deau2201.tif,00053119.tif,ORIGINAL,DOLPHIN,1050,1028,2,5,0,0,0,0,0,55,0,,2012-102805
10,6478,2,1,2012,08,09,0051599,0,0,10,05,2201,2,deau2201.tif,00053119.tif,ORIGINAL,WAHOO,4720,1028,1,1,0,0,0,0,0,56,0,,2012-102805
10,6478,2,1,2012,08,09,0051599,0,0,10,06,2201,2,deau2201.tif,00053121.tif,ORIGINAL,WHITE MARLIN,2161,1028,1,0,0,1,0,0,0,57,0,,2012-102806
11,6478,2,1,2012,08,18,0051599,0,0,10,01,1207,2,deau1207.tif,00053970.tif,ORIGINAL,SUMMER FLOUNDER,1219,1139,1,0,0,1,0,0,0,58,0,,2012-113901
11,6478,2,1,2012,08,18,0051599,0,0,10,01,1207,2,deau1207.tif,00053970.tif,ORIGINAL,BLACK SEA BASS,3350,1139,2,0,0,1,0,0,0,59,0,,2012-113901
11,6478,2,1,2012,08,18,0051599,0,0,10,03,1207,2,deau1207.tif,00053973.tif,ORIGINAL,DOLPHIN,1050,1139,3,2,0,0,0,0,0,60,0,,2012-113903
11,6478,2,1,2012,08,18,0051599,0,0,10,03,1207,2,deau1207.tif,00053973.tif,ORIGINAL,WHITE MARLIN,2161,1139,1,0,0,1,0,0,0,61,0,,2012-113903
11,6478,2,1,2012,08,18,0051599,0,0,10,03,1207,2,deau1207.tif,00053973.tif,ORIGINAL,SHORTFIN MAKO SHAR,3551,1139,2,0,0,1,0,0,0,62,0,,2012-113903
11,6478,2,1,2012,08,18,0051599,0,0,10,04,1207,2,deau1207.tif,00053975.tif,ORIGINAL,ATLANTIC BONITO,330,1139,1,0,0,1,0,0,0,63,0,,2012-113904
12,6478,2,1,2012,08,24,0051599,0,0,10,01,2108,2,deau2108.tif,00054769.tif,ORIGINAL,SKIPJACK TUNA,4661,1264,1,0,0,2,0,0,0,64,0,,2012-126401
12,6478,2,1,2012,08,24,0051599,0,0,10,02,2108,2,deau2108.tif,00054771.tif,ORIGINAL,LITTLE TUNNY,4681,1264,1,2,0,0,0,0,0,65,0,,2012-126402
13,6478,2,1,2012,08,30,0051599,0,0,10,01,2102,2,deau2102.tif,00055266.tif,ORIGINAL,WHITE MARLIN,2161,1346,1,0,0,2,0,0,0,66,0,,2012-134601
13,6478,2,1,2012,08,30,0051599,0,0,10,02,2102,2,deau2102.tif,00055268.tif,ORIGINAL,DOLPHIN,1050,1346,1,6,6,0,0,0,0,67,0,,2012-134602
10,6783,2,1,2012,08,12,0051599,0,0,10,01,1201,1,deau1201.tif,00053786.tif,ORIGINAL,DOLPHIN,1050,1098,2,4,4,0,0,0,0,68,0,,2012-109801
10,6783,2,1,2012,08,12,0051599,0,0,10,01,1201,1,deau1201.tif,00053786.tif,ORIGINAL,BLUE MARLIN,2171,1098,1,0,0,1,0,0,0,69,0,,2012-109801
11,6783,2,3,2012,08,16,0051599,0,0,10,01,2209,1,deau2209.tif,00053915.tif,ORIGINAL,DOLPHIN,1050,1127,1,8,8,0,0,0,0,70,0,,2012-112701
11,6783,2,1,2012,08,16,0051599,0,0,10,02,2209,1,deau2209.tif,00053917.tif,ORIGINAL,DOLPHIN,1050,1127,1,1,1,0,0,0,0,71,0,,2012-112702
11,6783,2,1,2012,08,19,0051599,0,0,10,01,1208,1,deau1208.tif,00053964.tif,ORIGINAL,DOLPHIN,1050,1140,1,2,1,0,0,0,0,72,0,,2012-114001
11,6783,2,1,2012,08,17,0051599,0,0,10,01,2205,1,deau2205.tif,00053993.tif,ORIGINAL,RED HAKE,1520,1142,3,3,3,0,0,0,0,73,1,RARE OR ILLEGAL SPECIES KEPT;,2012-114201
11,6783,2,1,2012,08,17,0051599,0,0,10,01,2205,1,deau2205.tif,00053993.tif,ORIGINAL,BLACK SEA BASS,3350,1142,2,16,16,30,0,0,0,74,0,,2012-114201
11,6783,2,1,2012,08,17,0051599,0,0,10,01,2205,1,deau2205.tif,00053993.tif,ORIGINAL,YFT,4711,1142,1,1,1,0,0,0,0,75,0,,2012-114201
11,6783,2,1,2012,08,17,0051599,0,0,10,02,2205,1,deau2205.tif,00053995.tif,ORIGINAL,WHITE MARLIN,2161,1142,1,0,0,1,0,0,0,76,0,,2012-114202
11,6783,2,1,2012,08,17,0051599,0,0,10,02,2205,1,deau2205.tif,00053995.tif,ORIGINAL,BLUE MARLIN,2171,1142,2,0,0,1,0,0,0,77,0,,2012-114202
11,6783,2,1,2012,08,17,0051599,0,0,10,02,2205,1,deau2205.tif,00053995.tif,ORIGINAL,YFT,4711,1142,3,1,1,0,0,0,0,78,0,,2012-114202
11,6783,2,1,2012,08,17,0051599,0,0,10,03,2205,1,deau2205.tif,00053997.tif,ORIGINAL,DOLPHIN,1050,1142,1,10,6,0,0,0,0,79,0,,2012-114203
11,6783,2,1,2012,08,17,0051599,0,0,10,05,2205,2,deau2205.tif,00054000.tif,ORIGINAL,BLUE MARLIN,2171,1142,1,0,0,1,0,0,0,80,0,,2012-114205
12,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,DOLPHIN,1050,1242,1,10,10,0,0,0,0,81,0,,2012-124201
12,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,SUMMER FLOUNDER,1219,1242,3,2,2,0,0,0,0,82,0,,2012-124201
12,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,BLACK SEA BASS,3350,1242,2,2,2,0,0,0,0,83,0,,2012-124201
12,6783,2,1,2012,08,22,0051599,0,0,10,02,2112,2,deau2112.tif,00054648.tif,ORIGINAL,BLUE MARLIN,2171,1242,1,0,0,1,0,0,0,84,0,,2012-124202
12,6783,2,1,2012,08,22,0051599,1,0,10,02,2112,2,deau2112.tif,00054648.tif,ORIGINAL,SKIPJACK TUNA,4661,1242,2,0,0,2,0,0,0,85,0,,2012-124202
13,6783,2,1,2012,08,31,0051599,0,0,10,01,2103,1,deau2103.tif,00055329.tif,ORIGINAL,DOLPHIN,1050,1359,1,9,9,0,0,0,0,86,0,,2012-135901
13,6783,2,1,2012,08,31,0051599,0,0,10,01,2103,1,deau2103.tif,00055329.tif,ORIGINAL,WHITE MARLIN,2161,1359,2,0,0,1,0,0,0,87,0,,2012-135901
13,6783,2,1,2012,08,31,0051599,0,0,10,02,2103,2,deau2103.tif,00055331.tif,ORIGINAL,WHITE MARLIN,2161,1359,1,0,0,1,0,0,0,88,0,,2012-135902
09,6447,3,1,2012,08,07,0470853,0,0,24,02,2206,2,mdau2206.tif,00053318.tif,ORIGINAL,DOLPHIN,1050,0994,1,3,0,0,0,0,0,89,0,,2012-099402
09,6447,3,1,2012,08,07,0470853,0,0,24,02,2206,2,mdau2206.tif,00053318.tif,ORIGINAL,BLACK BELLIED ROSE,2420,0994,5,7,0,0,0,0,0,90,1,CAUGHT OUT OF AREA;RARE OR ILLEGAL SPECIES KEPT;,2012-099402
09,6447,3,1,2012,08,07,0470853,0,0,24,02,2206,2,mdau2206.tif,00053318.tif,ORIGINAL,BLUELINE TILEFISH,4440,0994,3,8,0,0,0,0,0,91,1,CAUGHT OUT OF AREA;RARE OR ILLEGAL SPECIES KEPT;,2012-099402
09,6447,3,1,2012,08,07,0470853,0,0,24,02,2206,2,mdau2206.tif,00053318.tif,ORIGINAL,GOLDEN TILEFISH,4467,0994,2,3,0,0,0,0,0,92,0,,2012-099402
09,6447,3,1,2012,08,07,0470853,0,0,24,02,2206,2,mdau2206.tif,00053318.tif,ORIGINAL,TIGER SHARK,4911,0994,4,0,0,1,0,0,0,93,1,CAUGHT OUT OF AREA;,2012-099402
09,6447,3,1,2012,08,07,0470853,0,0,24,03,2206,2,mdau2206.tif,00053320.tif,ORIGINAL,BLACKFIN TUNA,4641,0994,1,1,0,0,0,0,0,94,0,,2012-099403
09,6447,3,1,2012,08,07,0470853,0,0,24,05,2206,2,mdau2206.tif,00053323.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,1,0,0,0,95,0,,2012-099405
09,6447,3,1,2012,08,07,0470853,0,0,24,06,2206,2,mdau2206.tif,00053325.tif,ORIGINAL,SMOOTH DOGFISH,3511,0994,1,0,0,5,0,0,0,96,1,ALIVE;,2012-099406
09,6447,3,1,2012,08,07,0470853,0,0,24,12,2206,2,mdau2206.tif,00053332.tif,ORIGINAL,BLUE MARLIN,2171,0994,2,0,0,1,0,0,0,97,0,,2012-099412
09,6447,3,1,2012,08,07,0470853,0,0,24,12,2206,2,mdau2206.tif,00053332.tif,ORIGINAL,YFT,4711,0994,1,2,0,0,0,0,0,98,0,,2012-099412
09,6447,3,1,2012,08,07,0470853,0,0,24,13,2206,2,mdau2206.tif,00053334.tif,ORIGINAL,DOLPHIN,1050,0994,2,2,0,0,0,0,0,99,0,,2012-099413
09,6447,3,1,2012,08,07,0470853,0,0,24,13,2206,2,mdau2206.tif,00053334.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,1,0,0,0,100,0,,2012-099413
09,6447,3,1,2012,08,07,0470853,0,0,24,14,2206,2,mdau2206.tif,00053336.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,1,0,0,0,101,0,,2012-099414
09,6447,3,1,2012,08,07,0470853,0,0,24,15,2206,2,mdau2206.tif,00053338.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,1,0,0,0,102,0,,2012-099415
09,6447,3,1,2012,08,07,0470853,0,0,24,17,2206,2,mdau2206.tif,00053341.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,1,0,0,0,103,0,,2012-099417
09,6447,3,1,2012,08,07,0470853,0,0,24,18,2206,2,mdau2206.tif,00053343.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,2,0,0,0,104,0,,2012-099418
09,6447,3,1,2012,08,07,0470853,0,0,24,19,2206,2,mdau2206.tif,00053345.tif,ORIGINAL,DOLPHIN,1050,0994,1,12,0,0,0,0,0,105,0,,2012-099419
09,6447,3,1,2012,08,07,0470853,0,0,24,19,2206,2,mdau2206.tif,00053345.tif,ORIGINAL,WHITE MARLIN,2161,0994,2,0,0,1,0,0,0,106,0,,2012-099419
09,6447,3,1,2012,08,07,0470853,0,0,24,20,2206,2,mdau2206.tif,00053347.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,2,0,0,0,107,0,,2012-099420
09,6447,3,1,2012,08,07,0470853,0,0,24,21,2206,2,mdau2206.tif,00053349.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,1,0,0,0,108,0,,2012-099421
09,6447,3,1,2012,08,07,0470853,0,0,24,22,2206,2,mdau2206.tif,00053351.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,2,0,0,0,109,0,,2012-099422
09,6447,3,1,2012,08,07,0470853,0,0,24,23,2206,2,mdau2206.tif,00053353.tif,ORIGINAL,WHITE MARLIN,2161,0994,1,0,0,3,0,0,0,110,0,,2012-099423
10,6447,5,1,2012,08,08,0471493,0,0,24,01,2207,2,mdau2207.tif,00053125.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,1,0,0,0,111,0,,2012-102101
10,6447,5,1,2012,08,08,0471493,0,0,24,02,2207,2,mdau2207.tif,00053127.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,5,0,0,0,112,0,,2012-102102
10,6447,5,1,2012,08,08,0471493,0,0,24,03,2207,2,mdau2207.tif,00053129.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,5,0,0,0,113,0,,2012-102103
10,6447,5,1,2012,08,08,0471493,0,0,24,05,2207,2,mdau2207.tif,00053132.tif,ORIGINAL,DOLPHIN,1050,1021,2,1,0,0,0,0,0,114,0,,2012-102105
10,6447,5,1,2012,08,08,0471493,0,0,24,05,2207,2,mdau2207.tif,00053132.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,1,0,0,0,115,0,,2012-102105
10,6447,5,1,2012,08,08,0471493,0,0,24,06,2207,2,mdau2207.tif,00053134.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,1,0,0,0,116,0,,2012-102106
10,6447,5,1,2012,08,08,0471493,0,0,24,07,2207,2,mdau2207.tif,00053136.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,1,0,0,0,117,0,,2012-102107
10,6447,5,1,2012,08,08,0471493,0,0,24,09,2207,2,mdau2207.tif,00053139.tif,ORIGINAL,DOLPHIN,1050,1021,2,2,0,0,0,0,0,118,0,,2012-102109
10,6447,5,1,2012,08,08,0471493,0,0,24,09,2207,2,mdau2207.tif,00053139.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,3,0,0,0,119,0,,2012-102109
10,6447,5,1,2012,08,08,0471493,0,0,24,10,2207,2,mdau2207.tif,00053141.tif,ORIGINAL,DOLPHIN,1050,1021,2,1,0,0,0,0,0,120,0,,2012-102110
10,6447,5,1,2012,08,08,0471493,0,0,24,10,2207,2,mdau2207.tif,00053141.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,3,0,0,0,121,0,,2012-102110
10,6447,5,1,2012,08,08,0471493,0,0,24,11,2207,2,mdau2207.tif,00053143.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,6,0,0,0,122,0,,2012-102111
10,6447,5,1,2012,08,08,0471493,0,0,24,13,2207,2,mdau2207.tif,00053146.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,1,0,0,0,123,0,,2012-102113
10,6447,5,1,2012,08,08,0471493,0,0,24,14,2207,2,mdau2207.tif,00053148.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,3,0,0,0,124,0,,2012-102114
10,6447,5,1,2012,08,08,0471493,0,0,24,15,2207,2,mdau2207.tif,00053150.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,4,0,0,0,125,0,,2012-102115
10,6447,5,1,2012,08,08,0471493,0,0,24,16,2207,2,mdau2207.tif,00053152.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,3,0,0,0,126,0,,2012-102116
10,6447,5,1,2012,08,08,0471493,0,0,24,17,2207,2,mdau2207.tif,00053154.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,5,0,0,0,127,0,,2012-102117
10,6447,5,1,2012,08,08,0471493,0,0,24,18,2207,2,mdau2207.tif,00053156.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,7,0,0,0,128,0,,2012-102118
10,6447,5,1,2012,08,08,0471493,0,0,24,18,2207,2,mdau2207.tif,00053156.tif,ORIGINAL,BLUE MARLIN,2171,1021,2,0,0,1,0,0,0,129,0,,2012-102118
10,6447,5,1,2012,08,08,0471493,0,0,24,19,2207,2,mdau2207.tif,00053158.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,3,0,0,0,130,0,,2012-102119
10,6447,5,1,2012,08,08,0471493,0,0,24,20,2207,2,mdau2207.tif,00053160.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,3,0,0,0,131,0,,2012-102120
10,6447,5,1,2012,08,08,0471493,0,0,24,21,2207,2,mdau2207.tif,00053162.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,5,0,0,0,132,0,,2012-102121
10,6447,5,1,2012,08,08,0471493,1,0,24,22,2207,2,mdau2207.tif,00053164.tif,ORIGINAL,DOLPHIN,1050,1021,2,1,0,0,0,0,0,133,0,,2012-102122
10,6447,5,1,2012,08,08,0471493,0,0,24,22,2207,2,mdau2207.tif,00053164.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,3,0,0,0,134,0,,2012-102122
10,6447,5,1,2012,08,08,0471493,0,0,24,23,2207,2,mdau2207.tif,00053166.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,7,0,0,0,135,0,,2012-102123
10,6447,5,1,2012,08,08,0471493,0,0,24,24,2207,2,mdau2207.tif,00053168.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,4,0,0,0,136,0,,2012-102124
10,6447,5,1,2012,08,08,0471493,0,0,24,25,2207,2,mdau2207.tif,00053170.tif,ORIGINAL,DOLPHIN,1050,1021,2,6,0,0,0,0,0,137,0,,2012-102125
10,6447,5,1,2012,08,08,0471493,0,0,24,25,2207,2,mdau2207.tif,00053170.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,4,0,0,0,138,0,,2012-102125
10,6447,5,1,2012,08,08,0471493,1,0,24,26,2207,2,mdau2207.tif,00053172.tif,ORIGINAL,WHITE MARLIN,2161,1021,1,0,0,1,0,0,0,139,0,,2012-102126
10,6447,5,1,2012,08,08,0471493,0,0,24,26,2207,2,mdau2207.tif,00053172.tif,ORIGINAL,BLUE MARLIN,2171,1021,2,0,0,1,0,0,0,140,0,,2012-102126
