intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,q11a,s_index,serrflag,sprobfld,id
7661,1,1,2016,06,15,018310,8100091,0,0,51,10,2104,1,VAJN2104.pdf,00095695.tif,ORIGINAL,1050,0183,9996,9996,684,2,9996,0,1,2,146,0,,2016-018310
6783,2,1,2016,06,16,019101,0051599,0,0,10,01,2204,1,DEJN2204.pdf,00095725.tif,ORIGINAL,1050,0191,9996,9996,685,2,9996,0,1,3,6,0,,2016-019101
7421,1,1,2016,06,27,036001,8100091,0,0,51,01,2206,1,VAJN2206.pdf,00096813.tif,ORIGINAL,1050,0360,9996,9996,685,2,9996,0,1,2,104,0,,2016-036001
6783,2,1,2016,06,27,038703,0051599,1,0,10,03,2209,1,DEJN2209.pdf,00097037.tif,ORIGINAL,1050,0387,9996,9996,689,2,9996,0,4,2,15,0,,2016-038703
7661,1,1,2016,06,15,018309,8100091,0,0,51,09,2104,1,VAJN2104.pdf,00095693.tif,ORIGINAL,1050,0183,9996,9996,693,2,9996,0,1,2,145,0,,2016-018309
7661,1,1,2016,06,15,018307,8100091,0,0,51,07,2104,1,VAJN2104.pdf,00095689.tif,ORIGINAL,1050,0183,9996,9996,695,2,9996,0,2,3,143,0,,2016-018307
6936,5,1,2016,06,24,030304,0471493,0,0,24,04,2207,1,MDJN2207.pdf,00096344.tif,ORIGINAL,1050,0303,9996,9996,697,2,9996,0,7,3,47,0,,2016-030304
7661,1,1,2016,06,20,024302,8100091,0,0,51,02,2116,1,VAJN2116.pdf,00096011.tif,ORIGINAL,1050,0243,9996,9996,701,2,9996,0,2,2,158,0,,2016-024302
7617,3,1,2016,06,15,017003,8100088,0,0,51,03,2215,1,VAJN2215.pdf,00095608.tif,ORIGINAL,1050,0170,9996,9996,704,2,9996,0,5,2,112,0,,2016-017003
7415,3,1,2016,06,01,000802,8100088,0,0,51,02,2101,1,VAJN2101.pdf,00094892.tif,ORIGINAL,1050,0008,9996,9996,705,2,9996,0,4,3,100,0,,2016-000802
6633,3,1,2016,06,04,002401,8100088,0,1,51,01,1105,1,VAJN1105.pdf,00094992.tif,ORIGINAL,1050,0024,9996,9996,709,1,9996,0,3,2,65,0,,2016-002401
7661,1,1,2016,06,20,024302,8100091,0,0,51,02,2116,1,VAJN2116.pdf,00096011.tif,ORIGINAL,1050,0243,9996,9996,709,1,9996,0,1,2,157,0,,2016-024302
6936,5,1,2016,06,19,020702,0471493,0,0,24,02,1105,1,MDJN1105.pdf,00095788.tif,ORIGINAL,1050,0207,9996,9996,710,1,9996,0,8,3,41,0,,2016-020702
7652,7,1,2016,06,15,021902,0010024,0,1,51,02,2112,1,VAJN2112.pdf,00095890.tif,ORIGINAL,1050,0219,9996,9996,710,1,9996,0,6,2,118,0,,2016-021902
6936,5,1,2016,06,24,030304,0471493,1,0,24,04,2207,1,MDJN2207.pdf,00096344.tif,ORIGINAL,1050,0303,9996,9996,711,2,9996,0,6,3,46,0,,2016-030304
6783,8,3,2016,06,03,004101,0010039,0,0,51,01,2108,1,VAJN2108.pdf,00095071.tif,ORIGINAL,1050,0041,9996,9996,713,2,9996,0,1,2,91,0,,2016-004101
7421,1,1,2016,06,27,036001,8100091,0,0,51,01,2206,1,VAJN2206.pdf,00096813.tif,ORIGINAL,1050,0360,9996,9996,713,2,9996,0,2,2,105,0,,2016-036001
7661,1,1,2016,06,12,008001,8100002,0,0,51,01,1205,1,VAJN1205.pdf,00095212.tif,ORIGINAL,1050,0080,9996,9996,714,2,9996,0,4,3,124,0,,2016-008001
7661,1,1,2016,06,20,024301,8100002,1,0,51,01,2116,1,VAJN2116.pdf,00096009.tif,ORIGINAL,1050,0243,9996,9996,717,1,9996,0,8,3,156,0,,2016-024301
6936,5,1,2016,06,25,031303,0471493,0,0,24,03,1202,1,MDJN1202.pdf,00096412.tif,ORIGINAL,1050,0313,9996,9996,718,2,9996,0,7,3,50,0,,2016-031303
7661,1,1,2016,06,20,024302,8100091,0,0,51,02,2116,1,VAJN2116.pdf,00096011.tif,ORIGINAL,1050,0243,9996,9996,719,1,9996,0,4,2,160,0,,2016-024302
6633,1,1,2016,06,11,011601,8100091,0,1,51,01,1204,1,VAJN1204.pdf,00095372.tif,ORIGINAL,1050,0116,9996,9996,720,1,9996,0,4,2,74,0,,2016-011601
6633,3,1,2016,06,04,002401,8100088,0,1,51,01,1105,1,VAJN1105.pdf,00094992.tif,ORIGINAL,1050,0024,9996,9996,721,2,9996,0,4,2,66,0,,2016-002401
6633,2,1,2016,06,25,032005,8100387,0,0,51,05,1104,1,VAJN1104.pdf,00096475.tif,ORIGINAL,1050,0320,9996,9996,721,2,9996,0,1,2,88,0,,2016-032005
6936,5,1,2016,06,26,033907,0471493,0,0,24,07,1204,1,MDJN1204.pdf,00096663.tif,ORIGINAL,1050,0339,9996,9996,722,1,9996,0,3,3,55,0,,2016-033907
6936,5,1,2016,06,19,020706,0471493,0,0,24,06,1105,1,MDJN1105.pdf,00095796.tif,ORIGINAL,1050,0207,9996,9996,724,2,9996,0,2,3,43,0,,2016-020706
6936,5,1,2016,06,11,009704,0471493,0,0,24,04,1201,1,MDJN1201.pdf,00095268.tif,ORIGINAL,1050,0097,9996,9996,727,1,9996,0,3,3,18,0,,2016-009704
6936,5,1,2016,06,11,009705,0471493,0,0,24,05,1201,1,MDJN1201.pdf,00095270.tif,ORIGINAL,1050,0097,9996,9996,729,2,9996,0,2,2,20,0,,2016-009705
6783,2,1,2016,06,27,038703,0051599,1,0,10,03,2209,1,DEJN2209.pdf,00097037.tif,ORIGINAL,1050,0387,9996,9996,731,2,9996,0,3,2,14,0,,2016-038703
7421,1,1,2016,06,25,032103,8100091,0,0,51,03,1206,1,VAJN1206.pdf,00096482.tif,ORIGINAL,1050,0321,9996,9996,731,2,9996,0,1,3,103,0,,2016-032103
7661,1,1,2016,06,15,018301,8100091,1,0,51,01,2104,1,VAJN2104.pdf,00095677.tif,ORIGINAL,1050,0183,9996,9996,731,2,9996,0,10,2,135,0,,2016-018301
6783,2,1,2016,06,16,019101,0051599,0,0,10,01,2204,1,DEJN2204.pdf,00095725.tif,ORIGINAL,1050,0191,9996,9996,738,2,9996,0,3,3,8,0,,2016-019101
7652,7,1,2016,06,15,021902,0010024,0,1,51,02,2112,1,VAJN2112.pdf,00095890.tif,ORIGINAL,1050,0219,9996,9996,738,2,9996,0,8,2,120,0,,2016-021902
6783,2,1,2016,06,27,038703,0051599,1,0,10,03,2209,1,DEJN2209.pdf,00097037.tif,ORIGINAL,1050,0387,9996,9996,739,2,9996,0,2,2,13,0,,2016-038703
7662,1,1,2016,06,09,007703,8100002,0,0,51,03,2102,1,VAJN2102.pdf,00095200.tif,ORIGINAL,1050,0077,9996,9996,740,2,9996,0,1,3,165,0,,2016-007703
7662,1,1,2016,06,09,007703,8100002,0,0,51,03,2102,1,VAJN2102.pdf,00095200.tif,ORIGINAL,1050,0077,9996,9996,745,2,9996,0,3,3,167,0,,2016-007703
7661,1,1,2016,06,15,018302,8100002,0,0,51,02,2104,1,VAJN2104.pdf,00095679.tif,ORIGINAL,1050,0183,9996,9996,748,2,9996,0,6,3,139,0,,2016-018302
6936,5,1,2016,06,14,015102,0471493,0,0,24,02,2106,1,MDJN2106.pdf,00095498.tif,ORIGINAL,1050,0151,9996,9996,751,1,9996,0,2,3,33,0,,2016-015102
6633,3,1,2016,06,04,002401,8100088,0,1,51,01,1105,1,VAJN1105.pdf,00094992.tif,ORIGINAL,1050,0024,9996,9996,751,2,9996,0,7,2,69,0,,2016-002401
6633,1,1,2016,06,11,011602,8100091,0,1,51,02,1204,1,VAJN1204.pdf,00095374.tif,ORIGINAL,1050,0116,9996,9996,752,2,9996,0,4,2,79,0,,2016-011602
6936,5,1,2016,06,11,009705,0471493,0,0,24,05,1201,1,MDJN1201.pdf,00095270.tif,ORIGINAL,1050,0097,9996,9996,754,2,9996,0,3,2,21,0,,2016-009705
6936,5,1,2016,06,24,030304,0471493,0,0,24,04,2207,1,MDJN2207.pdf,00096344.tif,ORIGINAL,1050,0303,9996,9996,755,2,9996,0,4,3,44,0,,2016-030304
7661,1,1,2016,06,12,008001,8100002,0,0,51,01,1205,1,VAJN1205.pdf,00095212.tif,ORIGINAL,1050,0080,9996,9996,756,2,9996,0,5,3,125,0,,2016-008001
6936,5,1,2016,06,19,020706,0471493,0,0,24,06,1105,1,MDJN1105.pdf,00095796.tif,ORIGINAL,1050,0207,9996,9996,757,2,9996,0,1,3,42,0,,2016-020706
6936,5,1,2016,06,14,015101,0471493,0,0,24,01,2106,1,MDJN2106.pdf,00095496.tif,ORIGINAL,1050,0151,9996,9996,758,1,9996,0,2,3,29,0,,2016-015101
6936,5,1,2016,06,25,031302,0471493,0,0,24,02,1202,1,MDJN1202.pdf,00096410.tif,ORIGINAL,1050,0313,9996,9996,758,2,9996,0,4,3,48,0,,2016-031302
7662,1,1,2016,06,09,007702,8100091,0,0,51,02,2102,1,VAJN2102.pdf,00095198.tif,ORIGINAL,1050,0077,9996,9996,762,1,9996,0,3,2,164,0,,2016-007702
7662,1,1,2016,06,23,029101,8100002,0,0,51,01,2118,1,VAJN2118.pdf,00096256.tif,ORIGINAL,1050,0291,9996,9996,762,2,9996,0,1,3,170,0,,2016-029101
6936,5,1,2016,06,24,030304,0471493,0,0,24,04,2207,1,MDJN2207.pdf,00096344.tif,ORIGINAL,1050,0303,9996,9996,764,1,9996,0,5,3,45,0,,2016-030304
6936,5,1,2016,06,11,009704,0471493,0,0,24,04,1201,1,MDJN1201.pdf,00095268.tif,ORIGINAL,1050,0097,9996,9996,771,1,9996,0,2,3,17,0,,2016-009704
7652,7,1,2016,06,15,021902,0010024,0,1,51,02,2112,1,VAJN2112.pdf,00095890.tif,ORIGINAL,1050,0219,9996,9996,773,2,9996,0,7,2,119,0,,2016-021902
7661,1,1,2016,06,15,018310,8100091,0,0,51,10,2104,1,VAJN2104.pdf,00095695.tif,ORIGINAL,1050,0183,9996,9996,773,1,9996,0,4,2,149,0,,2016-018310
6936,5,1,2016,06,11,009708,0471493,0,0,24,08,1201,1,MDJN1201.pdf,00095276.tif,ORIGINAL,1050,0097,9996,9996,776,2,9996,0,5,3,27,0,,2016-009708
6936,5,1,2016,06,19,020702,0471493,0,0,24,02,1105,1,MDJN1105.pdf,00095788.tif,ORIGINAL,1050,0207,9996,9996,779,2,9996,0,6,3,39,0,,2016-020702
6936,5,1,2016,06,25,031303,0471493,0,0,24,03,1202,1,MDJN1202.pdf,00096412.tif,ORIGINAL,1050,0313,9996,9996,781,2,9996,0,6,3,49,0,,2016-031303
7617,3,1,2016,06,22,028102,8100088,0,0,51,02,2219,1,VAJN2219.pdf,00096162.tif,ORIGINAL,1050,0281,9996,9996,781,2,9996,0,4,3,116,0,,2016-028102
6936,5,1,2016,06,14,015102,0471493,0,0,24,02,2106,1,MDJN2106.pdf,00095498.tif,ORIGINAL,1050,0151,9996,9996,784,2,9996,0,1,3,32,0,,2016-015102
6936,5,1,2016,06,26,033908,0471493,0,0,24,08,1204,1,MDJN1204.pdf,00096665.tif,ORIGINAL,1050,0339,9996,9996,784,1,9996,0,2,2,56,0,,2016-033908
7661,1,1,2016,06,12,008001,8100002,0,0,51,01,1205,1,VAJN1205.pdf,00095212.tif,ORIGINAL,1050,0080,9996,9996,785,2,9996,0,3,3,123,0,,2016-008001
6936,5,1,2016,06,14,015103,0471493,0,0,24,03,2106,1,MDJN2106.pdf,00095500.tif,ORIGINAL,1050,0151,9996,9996,788,2,9996,0,4,3,37,0,,2016-015103
6936,5,1,2016,06,19,020702,0471493,0,0,24,02,1105,1,MDJN1105.pdf,00095788.tif,ORIGINAL,1050,0207,9996,9996,788,2,9996,0,5,3,38,0,,2016-020702
6936,5,1,2016,06,25,031304,0471493,0,0,24,04,1202,1,MDJN1202.pdf,00096414.tif,ORIGINAL,1050,0313,9996,9996,788,1,9996,0,4,3,51,0,,2016-031304
7508,11,1,2016,06,27,036102,0090051,0,0,34,02,2127,1,NJJN2127.pdf,00096870.tif,ORIGINAL,1050,0361,9996,9996,788,2,9996,0,6,2,61,0,,2016-036102
6633,1,1,2016,06,10,011702,8100002,0,1,51,02,2103,1,VAJN2103.pdf,00095382.tif,ORIGINAL,1050,0117,9996,9996,788,1,9996,0,8,3,87,0,,2016-011702
7661,1,1,2016,06,15,018310,8100091,0,0,51,10,2104,1,VAJN2104.pdf,00095695.tif,ORIGINAL,1050,0183,9996,9996,791,2,9996,0,3,2,148,0,,2016-018310
6936,5,1,2016,06,14,015101,0471493,0,0,24,01,2106,1,MDJN2106.pdf,00095496.tif,ORIGINAL,1050,0151,9996,9996,792,2,9996,0,4,3,31,0,,2016-015101
7614,8,1,2016,06,26,035604,0010039,0,0,51,04,1110,1,VAJN1110.pdf,00096795.tif,ORIGINAL,1050,0356,9996,9996,792,2,9996,0,1,2,110,0,,2016-035604
7614,8,1,2016,06,26,035602,0010039,0,0,51,02,1110,1,VAJN1110.pdf,00096791.tif,ORIGINAL,1050,0356,9996,9996,793,2,9996,0,2,3,107,0,,2016-035602
6633,1,1,2016,06,11,011601,8100091,0,1,51,01,1204,1,VAJN1204.pdf,00095372.tif,ORIGINAL,1050,0116,9996,9996,795,2,9996,0,5,2,75,0,,2016-011601
7661,1,1,2016,06,15,018306,8100002,0,0,51,06,2104,1,VAJN2104.pdf,00095687.tif,ORIGINAL,1050,0183,9996,9996,799,2,9996,0,1,3,141,0,,2016-018306
7661,1,1,2016,06,15,018302,8100002,0,0,51,02,2104,1,VAJN2104.pdf,00095679.tif,ORIGINAL,1050,0183,9996,9996,801,2,9996,0,3,3,136,0,,2016-018302
6936,5,1,2016,06,11,009708,0471493,0,0,24,08,1201,1,MDJN1201.pdf,00095276.tif,ORIGINAL,1050,0097,9996,9996,802,1,9996,0,4,3,26,0,,2016-009708
6936,5,1,2016,06,19,020702,0471493,0,0,24,02,1105,1,MDJN1105.pdf,00095788.tif,ORIGINAL,1050,0207,9996,9996,802,2,9996,0,7,3,40,0,,2016-020702
7508,11,1,2016,06,27,036102,0090051,0,0,34,02,2127,1,NJJN2127.pdf,00096870.tif,ORIGINAL,1050,0361,9996,9996,803,2,9996,0,3,2,58,0,,2016-036102
6783,8,1,2016,06,24,032206,0010039,0,0,51,06,2115,1,VAJN2115.pdf,00096505.tif,ORIGINAL,1050,0322,9996,9996,803,1,9996,0,1,2,96,0,,2016-032206
7662,3,1,2016,06,03,005601,8100088,0,0,51,01,2209,1,VAJN2209.pdf,00095107.tif,ORIGINAL,1050,0056,9996,9996,803,2,9996,0,3,3,162,0,,2016-005601
7415,2,1,2016,06,20,024101,8100387,0,0,51,01,2106,1,VAJN2106.pdf,00095998.tif,ORIGINAL,1050,0241,9996,9996,805,1,9996,0,4,2,101,0,,2016-024101
7614,8,1,2016,06,26,035601,0010039,0,0,51,01,1110,1,VAJN1110.pdf,00096789.tif,ORIGINAL,1050,0356,9996,9996,805,2,9996,0,1,2,106,0,,2016-035601
6936,5,1,2016,06,26,033908,0471493,0,0,24,08,1204,1,MDJN1204.pdf,00096665.tif,ORIGINAL,1050,0339,9996,9996,807,2,9996,0,3,2,57,0,,2016-033908
6936,5,1,2016,06,11,009706,0471493,0,0,24,06,1201,1,MDJN1201.pdf,00095272.tif,ORIGINAL,1050,0097,9996,9996,813,2,9996,0,4,3,25,0,,2016-009706
6633,1,1,2016,06,11,011602,8100091,0,1,51,02,1204,1,VAJN1204.pdf,00095374.tif,ORIGINAL,1050,0116,9996,9996,817,2,9996,0,5,2,80,0,,2016-011602
7661,1,1,2016,06,12,008001,8100002,0,0,51,01,1205,1,VAJN1205.pdf,00095212.tif,ORIGINAL,1050,0080,9996,9996,817,2,9996,0,2,3,122,0,,2016-008001
6783,8,1,2016,06,15,024008,0010039,0,0,51,08,2105,1,VAJN2105.pdf,00095987.tif,ORIGINAL,1050,0240,9996,9996,818,1,9996,0,1,3,92,0,,2016-024008
6783,2,1,2016,06,26,035008,0051599,0,0,10,08,1103,1,DEJN1103.pdf,00096735.tif,ORIGINAL,1050,0350,9996,9996,821,2,9996,0,2,2,9,0,,2016-035008
7661,1,1,2016,06,20,024301,8100002,0,0,51,01,2116,1,VAJN2116.pdf,00096009.tif,ORIGINAL,1050,0243,9996,9996,822,2,9996,0,6,3,154,0,,2016-024301
7661,1,1,2016,06,20,024301,8100002,0,0,51,01,2116,1,VAJN2116.pdf,00096009.tif,ORIGINAL,1050,0243,9996,9996,823,2,9996,0,4,3,152,0,,2016-024301
6936,5,1,2016,06,26,033901,0471493,0,0,24,01,1204,1,MDJN1204.pdf,00096651.tif,ORIGINAL,1050,0339,9996,9996,824,2,9996,0,3,3,52,0,,2016-033901
7661,1,1,2016,06,20,024302,8100091,0,0,51,02,2116,1,VAJN2116.pdf,00096011.tif,ORIGINAL,1050,0243,9996,9996,824,2,9996,0,3,2,159,0,,2016-024302
7661,1,1,2016,06,12,008002,8100002,0,0,51,02,1205,1,VAJN1205.pdf,00095214.tif,ORIGINAL,1050,0080,9996,9996,825,2,9996,0,4,2,132,0,,2016-008002
6783,2,1,2016,06,26,035011,0050017,0,0,10,11,1103,1,DEJN1103.pdf,00096739.tif,ORIGINAL,1050,0350,9996,9996,829,2,9996,0,3,2,10,0,,2016-035011
7661,1,1,2016,06,20,024301,8100002,0,0,51,01,2116,1,VAJN2116.pdf,00096009.tif,ORIGINAL,1050,0243,9996,9996,829,2,9996,0,7,3,155,0,,2016-024301
7614,8,1,2016,06,26,035603,0010039,0,0,51,03,1110,1,VAJN1110.pdf,00096793.tif,ORIGINAL,1050,0356,9996,9996,831,1,9996,0,3,2,109,0,,2016-035603
7617,3,1,2016,06,22,028101,8100088,0,0,51,01,2219,1,VAJN2219.pdf,00096160.tif,ORIGINAL,1050,0281,9996,9996,833,2,9996,0,8,3,115,0,,2016-028101
6633,1,1,2016,06,03,002702,8100002,0,1,51,02,2208,1,VAJN2208.pdf,00095024.tif,ORIGINAL,1050,0027,9996,9996,836,2,9996,0,2,1,73,0,,2016-002702
6633,1,1,2016,06,11,011601,8100091,0,1,51,01,1204,1,VAJN1204.pdf,00095372.tif,ORIGINAL,1050,0116,9996,9996,841,1,9996,0,8,2,78,0,,2016-011601
6633,1,1,2016,06,10,011702,8100002,0,1,51,02,2103,1,VAJN2103.pdf,00095382.tif,ORIGINAL,1050,0117,9996,9996,841,2,9996,0,5,3,85,0,,2016-011702
7662,3,1,2016,06,16,024403,8100088,0,0,51,03,2216,1,VAJN2216.pdf,00096021.tif,ORIGINAL,1050,0244,9996,9996,842,2,9996,0,1,2,168,0,,2016-024403
7662,1,1,2016,06,26,033203,8100091,0,0,51,03,1109,1,VAJN1109.pdf,00096577.tif,ORIGINAL,1050,0332,9996,9996,843,2,9996,0,1,2,171,0,,2016-033203
6633,3,1,2016,06,04,002401,8100088,0,1,51,01,1105,1,VAJN1105.pdf,00094992.tif,ORIGINAL,1050,0024,9996,9996,844,2,9996,0,1,2,63,0,,2016-002401
6936,5,1,2016,06,11,009705,0471493,0,0,24,05,1201,1,MDJN1201.pdf,00095270.tif,ORIGINAL,1050,0097,9996,9996,845,2,9996,0,4,2,22,0,,2016-009705
7661,1,1,2016,06,15,018301,8100091,1,0,51,01,2104,1,VAJN2104.pdf,00095677.tif,ORIGINAL,1050,0183,9996,9996,845,2,9996,0,8,2,133,0,,2016-018301
6783,2,1,2016,06,11,008102,0051599,0,0,10,02,1101,1,DEJN1101.pdf,00095220.tif,ORIGINAL,1050,0081,9996,9996,848,2,9996,0,3,2,2,0,,2016-008102
6633,1,1,2016,06,11,011603,8100002,0,1,51,03,1204,1,VAJN1204.pdf,00095376.tif,ORIGINAL,1050,0116,9996,9996,853,2,9996,0,7,3,82,0,,2016-011603
6936,5,1,2016,06,14,015103,0471493,0,0,24,03,2106,1,MDJN2106.pdf,00095500.tif,ORIGINAL,1050,0151,9996,9996,855,1,9996,0,3,3,36,0,,2016-015103
7661,1,1,2016,06,15,018307,8100091,0,0,51,07,2104,1,VAJN2104.pdf,00095689.tif,ORIGINAL,1050,0183,9996,9996,859,2,9996,0,3,3,144,0,,2016-018307
6936,5,1,2016,06,14,015101,0471493,0,0,24,01,2106,1,MDJN2106.pdf,00095496.tif,ORIGINAL,1050,0151,9996,9996,860,2,9996,0,3,3,30,0,,2016-015101
7662,3,1,2016,06,03,005601,8100088,0,0,51,01,2209,1,VAJN2209.pdf,00095107.tif,ORIGINAL,1050,0056,9996,9996,870,1,9996,0,2,3,161,0,,2016-005601
6783,2,1,2016,06,11,008102,0051599,0,0,10,02,1101,1,DEJN1101.pdf,00095220.tif,ORIGINAL,1050,0081,9996,9996,874,1,9996,0,6,2,5,0,,2016-008102
7617,3,1,2016,06,22,028101,8100088,0,0,51,01,2219,1,VAJN2219.pdf,00096160.tif,ORIGINAL,1050,0281,9996,9996,879,1,9996,0,6,3,113,0,,2016-028101
7659,3,1,2016,06,05,006501,0090062,0,0,34,01,1201,1,NJJN1201.pdf,00095150.tif,ORIGINAL,1050,0065,9996,9996,884,2,9996,0,2,2,62,0,,2016-006501
6633,1,1,2016,06,11,011603,8100002,0,1,51,03,1204,1,VAJN1204.pdf,00095376.tif,ORIGINAL,1050,0116,9996,9996,891,2,9996,0,6,3,81,0,,2016-011603
7661,1,1,2016,06,20,024301,8100002,0,0,51,01,2116,1,VAJN2116.pdf,00096009.tif,ORIGINAL,1050,0243,9996,9996,891,2,9996,0,5,3,153,0,,2016-024301
7662,1,1,2016,06,26,033203,8100091,0,0,51,03,1109,1,VAJN1109.pdf,00096577.tif,ORIGINAL,1050,0332,9996,9996,892,2,9996,0,2,2,172,0,,2016-033203
6936,5,1,2016,06,14,015103,0471493,0,0,24,03,2106,1,MDJN2106.pdf,00095500.tif,ORIGINAL,1050,0151,9996,9996,893,1,9996,0,2,3,35,0,,2016-015103
6783,2,1,2016,06,27,038703,0051599,1,0,10,03,2209,1,DEJN2209.pdf,00097037.tif,ORIGINAL,1050,0387,9996,9996,896,2,9996,0,1,2,12,0,,2016-038703
6783,2,1,2016,06,26,035011,0050017,0,0,10,11,1103,1,DEJN1103.pdf,00096739.tif,ORIGINAL,1050,0350,9996,9996,899,2,9996,0,4,2,11,0,,2016-035011
6783,8,1,2016,06,24,032205,0010039,0,0,51,05,2115,1,VAJN2115.pdf,00096503.tif,ORIGINAL,1050,0322,9996,9996,900,1,9996,0,2,2,93,0,,2016-032205
