id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2004-006009,006009,2004,06,34,1107,09,3551,1884,9996,9996,9996,6,0
2004-006010,006010,2004,06,34,1107,10,3551,1868,9996,9996,9996,6,0
2004-006011,006011,2004,06,34,1107,11,4931,2438,9996,9996,9996,1,0
2004-006012,006012,2004,06,34,1107,12,3551,1861,9996,9996,9996,6,0
2004-006013,006013,2004,06,34,1107,13,3551,1606,9996,9996,9996,6,0
2004-006014,006014,2004,06,34,1107,14,3551,1962,9996,9996,9996,6,0
2004-006015,006015,2004,06,34,1107,15,3551,1809,9996,9996,9996,6,0
2004-006017,006017,2004,06,34,1107,17,4931,1967,9996,9996,9996,1,0
2004-006018,006018,2004,06,34,1107,18,3551,2065,9996,9996,9996,6,0
2004-006019,006019,2004,06,34,1107,19,3551,2065,9996,9996,9996,6,0
2004-006020,006020,2004,06,34,1107,20,4931,1906,9996,9996,9996,1,0
2004-006022,006022,2004,06,34,1107,22,3551,2001,9996,9996,9996,6,0
2004-006023,006023,2004,06,34,1107,23,4931,2108,9996,9996,9996,1,0
2004-006024,006024,2004,06,34,1107,24,3531,2201,9996,9996,9996,1,0
2004-006027,006027,2004,06,34,1107,27,3551,2002,9996,9996,9996,6,0
2004-006028,006028,2004,06,34,1107,28,3551,1703,9996,9996,9996,6,0
2004-006030,006030,2004,06,34,1107,30,3531,1906,9996,9996,9996,1,0
2004-006031,006031,2004,06,34,1107,31,4931,2007,9996,9996,9996,1,0
2004-006032,006032,2004,06,34,1107,32,3551,1803,9996,9996,9996,6,0
2004-006033,006033,2004,06,34,1107,33,4931,2104,9996,9996,9996,1,0
2004-006034,006034,2004,06,34,1107,34,4931,2202,9996,9996,9996,1,0
2004-006035,006035,2004,06,34,1107,35,4931,2209,9996,9996,9996,1,0
2004-006037,006037,2004,06,34,1107,37,4931,2100,9996,9996,9996,8,0
2004-006038,006038,2004,06,34,1107,38,3551,1901,9996,9996,9996,6,0
2004-006039,006039,2004,06,34,1107,39,4931,2303,9996,9996,9996,1,0
2004-006040,006040,2004,06,34,1107,40,3551,2000,9996,9996,9996,6,0
2004-006041,006041,2004,06,34,1107,41,4931,2201,9996,9996,9996,1,0
2004-006042,006042,2004,06,34,1107,42,4931,2207,9996,9996,9996,1,0
2004-006045,006045,2004,06,34,1107,45,3551,2270,9996,9996,9996,6,0
2004-006049,006049,2004,06,34,1107,49,3551,1981,9996,9996,9996,6,0
2004-006061,006061,2004,06,34,1107,61,3551,1753,9996,9996,9996,6,0
2004-006066,006066,2004,06,34,1107,66,3551,1676,9996,9996,9996,6,0
2004-006102,006102,2004,06,34,2112,02,3551,1702,9996,9996,9996,6,0
2004-006104,006104,2004,06,34,2112,04,3551,1603,9996,9996,9996,6,0
2004-006202,006202,2004,06,10,2103,02,3551,1839,9996,9996,9996,6,0
2004-006205,006205,2004,06,10,2103,05,4711,995,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,961,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,964,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,986,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,1037,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,1042,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,1053,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,1069,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,1078,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,1121,9996,9996,9996,6,0
2004-006301,006301,2004,06,51,2208,01,4711,1165,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,613,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,647,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,713,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,822,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,831,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,897,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,917,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,929,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,1004,9996,9996,9996,6,0
2004-006302,006302,2004,06,51,2208,02,4711,1026,9996,9996,9996,6,0
2004-006401,006401,2004,06,51,1104,01,4711,860,9996,9996,9996,6,0
2004-006401,006401,2004,06,51,1104,01,4711,900,9996,9996,9996,6,0
2004-006401,006401,2004,06,51,1104,01,4711,970,9996,9996,9996,6,0
2004-006402,006402,2004,06,51,1104,02,1050,603,9996,9996,9996,1,0
2004-006402,006402,2004,06,51,1104,02,1050,570,9996,9996,9996,2,0
2004-006402,006402,2004,06,51,1104,02,1050,591,9996,9996,9996,2,0
2004-006402,006402,2004,06,51,1104,02,1050,609,9996,9996,9996,2,0
2004-006402,006402,2004,06,51,1104,02,4661,498,9996,9996,9996,6,0
2004-006402,006402,2004,06,51,1104,02,4661,506,9996,9996,9996,6,0
2004-006402,006402,2004,06,51,1104,02,4711,893,9996,9996,9996,6,0
2004-006402,006402,2004,06,51,1104,02,4711,1010,9996,9996,9996,6,0
2004-006501,006501,2004,06,24,1105,01,4711,985,9996,9996,9996,6,0
2004-006802,006802,2004,06,34,1207,02,3551,1501,9996,9996,9996,6,0
2004-006803,006803,2004,06,34,1207,03,3551,1708,9996,9996,9996,6,0
2004-006902,006902,2004,06,51,1204,02,1050,830,9996,9996,9996,1,0
2004-006902,006902,2004,06,51,1204,02,4711,990,9996,9996,9996,6,0
2004-006902,006902,2004,06,51,1204,02,4711,1020,9996,9996,9996,6,0
2004-007202,007202,2004,06,10,1203,02,3551,2033,9996,9996,9996,6,0
2004-007401,007401,2004,06,51,2113,01,3551,1520,9996,9996,9996,6,0
2004-007402,007402,2004,06,51,2113,02,4661,503,9996,9996,9996,6,0
2004-007402,007402,2004,06,51,2113,02,4711,950,9996,9996,9996,6,0
2004-007402,007402,2004,06,51,2113,02,4711,970,9996,9996,9996,6,0
2004-007402,007402,2004,06,51,2113,02,4711,1000,9996,9996,9996,6,0
2004-007402,007402,2004,06,51,2113,02,4711,1050,9996,9996,9996,6,0
2004-007404,007404,2004,06,51,2113,04,4711,760,9996,9996,9996,6,0
2004-007501,007501,2004,06,51,1211,01,4711,980,9996,9996,9996,6,0
2004-007502,007502,2004,06,51,1211,02,4711,990,9996,9996,9996,6,0
2004-007504,007504,2004,06,51,1211,04,4711,1020,9996,9996,9996,6,0
2004-007505,007505,2004,06,51,1211,05,1050,790,9996,9996,9996,1,0
2004-007506,007506,2004,06,51,1211,06,4711,740,9996,9996,9996,6,0
2004-007506,007506,2004,06,51,1211,06,4711,785,9996,9996,9996,6,0
2004-007506,007506,2004,06,51,1211,06,4711,1080,9996,9996,9996,6,0
2004-007507,007507,2004,06,51,1211,07,4711,950,9996,9996,9996,6,0
2004-007511,007511,2004,06,51,1211,11,4711,990,9996,9996,9996,6,0
2004-007513,007513,2004,06,51,1211,13,4711,901,9996,9996,9996,6,0
2004-007606,007606,2004,06,51,2112,06,570,1220,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,800,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,862,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,896,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,901,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,923,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,935,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,943,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,973,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,1014,9996,9996,9996,6,0
2004-007701,007701,2004,06,51,2117,01,4711,1042,9996,9996,9996,6,0
2004-007702,007702,2004,06,51,2117,02,4711,700,9996,9996,9996,6,0
2004-007702,007702,2004,06,51,2117,02,4711,725,9996,9996,9996,6,0
2004-007702,007702,2004,06,51,2117,02,4711,845,9996,9996,9996,6,0
2004-007702,007702,2004,06,51,2117,02,4711,871,9996,9996,9996,6,0
2004-007702,007702,2004,06,51,2117,02,4711,953,9996,9996,9996,6,0
2004-007703,007703,2004,06,51,2117,03,4711,659,9996,9996,9996,6,0
2004-007703,007703,2004,06,51,2117,03,4711,752,9996,9996,9996,6,0
2004-007703,007703,2004,06,51,2117,03,4711,951,9996,9996,9996,6,0
2004-007703,007703,2004,06,51,2117,03,4711,951,9996,9996,9996,6,0
2004-007801,007801,2004,06,51,1216,01,4711,797,9996,9996,9996,6,0
2004-007801,007801,2004,06,51,1216,01,4711,813,9996,9996,9996,6,0
2004-007801,007801,2004,06,51,1216,01,4711,816,9996,9996,9996,6,0
2004-007801,007801,2004,06,51,1216,01,4711,848,9996,9996,9996,6,0
2004-007801,007801,2004,06,51,1216,01,4711,853,9996,9996,9996,6,0
2004-007801,007801,2004,06,51,1216,01,4711,929,9996,9996,9996,6,0
2004-007801,007801,2004,06,51,1216,01,4711,961,9996,9996,9996,6,0
2004-007802,007802,2004,06,51,1216,02,4711,874,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,733,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,744,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,791,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,816,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,827,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,833,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,849,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,855,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,860,9996,9996,9996,6,0
2004-007805,007805,2004,06,51,1216,05,4711,862,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,770,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,880,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,950,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,950,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,970,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,970,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,980,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,990,9996,9996,9996,6,0
2004-008101,008101,2004,06,51,2116,01,4711,1010,9996,9996,9996,6,0
2004-008201,008201,2004,06,10,2203,01,1050,971,9996,9996,9996,1,0
2004-008201,008201,2004,06,10,2203,01,4711,970,9996,9996,9996,6,0
2004-008201,008201,2004,06,10,2203,01,4711,983,9996,9996,9996,6,0
2004-008201,008201,2004,06,10,2203,01,4711,998,9996,9996,9996,6,0
2004-008201,008201,2004,06,10,2203,01,4711,1026,9996,9996,9996,6,0
2004-008201,008201,2004,06,10,2203,01,4711,1086,9996,9996,9996,6,0
2004-008201,008201,2004,06,10,2203,01,4711,1099,9996,9996,9996,6,0
2004-008301,008301,2004,06,51,2209,01,4678,1220,9996,9996,9996,6,0
2004-008301,008301,2004,06,51,2209,01,4711,880,9996,9996,9996,6,0
2004-008301,008301,2004,06,51,2209,01,4711,900,9996,9996,9996,6,0
2004-008302,008302,2004,06,51,2209,02,4678,1330,9996,9996,9996,6,0
2004-008303,008303,2004,06,51,2209,03,1050,1010,9996,9996,9996,1,0
2004-008305,008305,2004,06,51,2209,05,1050,990,9996,9996,9996,1,0
2004-008305,008305,2004,06,51,2209,05,4711,970,9996,9996,9996,6,0
2004-008702,008702,2004,06,24,2202,02,4711,750,9996,9996,9996,6,0
2004-008702,008702,2004,06,24,2202,02,4711,770,9996,9996,9996,6,0
2004-008702,008702,2004,06,24,2202,02,4711,900,9996,9996,9996,6,0
2004-008702,008702,2004,06,24,2202,02,4711,910,9996,9996,9996,6,0
2004-008702,008702,2004,06,24,2202,02,4711,1020,9996,9996,9996,6,0
2004-008703,008703,2004,06,24,2202,03,4711,840,9996,9996,9996,6,0
2004-008703,008703,2004,06,24,2202,03,4711,860,9996,9996,9996,6,0
2004-008703,008703,2004,06,24,2202,03,4711,940,9996,9996,9996,6,0
2004-008703,008703,2004,06,24,2202,03,4711,990,9996,9996,9996,6,0
2004-008703,008703,2004,06,24,2202,03,4711,1010,9996,9996,9996,6,0
2004-008801,008801,2004,06,24,2206,01,1050,910,9996,9996,9996,2,0
2004-008801,008801,2004,06,24,2206,01,4711,815,9996,9996,9996,6,0
2004-008801,008801,2004,06,24,2206,01,4711,930,9996,9996,9996,6,0
2004-008801,008801,2004,06,24,2206,01,4711,1000,9996,9996,9996,6,0
2004-009001,009001,2004,06,34,2106,01,3551,1808,9996,9996,9996,6,2
2004-009002,009002,2004,06,34,2106,02,1050,606,9996,9996,9996,2,0
2004-009002,009002,2004,06,34,2106,02,4677,803,9996,9996,9996,6,0
2004-009202,009202,2004,06,10,2105,02,4711,860,9996,9996,9996,6,0
2004-009202,009202,2004,06,10,2105,02,4711,890,9996,9996,9996,6,0
2004-009202,009202,2004,06,10,2105,02,4711,910,9996,9996,9996,6,0
2004-009202,009202,2004,06,10,2105,02,4711,980,9996,9996,9996,6,0
2004-009203,009203,2004,06,10,2105,03,1050,930,9996,9996,9996,2,0
2004-009204,009204,2004,06,10,2105,04,1050,730,9996,9996,9996,1,0
2004-009204,009204,2004,06,10,2105,04,1050,770,9996,9996,9996,1,0
2004-009204,009204,2004,06,10,2105,04,1050,720,9996,9996,9996,2,0
2004-009204,009204,2004,06,10,2105,04,1050,760,9996,9996,9996,2,0
2004-009204,009204,2004,06,10,2105,04,4711,700,9996,9996,9996,6,0
2004-009204,009204,2004,06,10,2105,04,4711,890,9996,9996,9996,6,0
2004-009204,009204,2004,06,10,2105,04,4711,1000,9996,9996,9996,6,0
2004-009204,009204,2004,06,10,2105,04,4711,1020,9996,9996,9996,6,0
2004-009204,009204,2004,06,10,2105,04,4711,1040,9996,9996,9996,6,0
2004-010102,010102,2004,06,51,2210,02,4711,835,9996,9996,9996,6,0
2004-010102,010102,2004,06,51,2210,02,4711,910,9996,9996,9996,6,0
2004-010104,010104,2004,06,51,2210,04,4711,999,9996,9996,9996,6,0
2004-010105,010105,2004,06,51,2210,05,330,560,9996,9996,9996,6,0
2004-010105,010105,2004,06,51,2210,05,4711,592,9996,9996,9996,6,0
2004-010105,010105,2004,06,51,2210,05,4711,600,9996,9996,9996,6,0
2004-010105,010105,2004,06,51,2210,05,4711,976,9996,9996,9996,6,0
2004-010105,010105,2004,06,51,2210,05,4711,984,9996,9996,9996,6,0
2004-010105,010105,2004,06,51,2210,05,4711,1023,9996,9996,9996,6,0
2004-010106,010106,2004,06,51,2210,06,1050,610,9996,9996,9996,2,0
2004-010106,010106,2004,06,51,2210,06,1050,675,9996,9996,9996,2,0
2004-010106,010106,2004,06,51,2210,06,4711,714,9996,9996,9996,6,0
2004-010106,010106,2004,06,51,2210,06,4711,726,9996,9996,9996,6,0
2004-010106,010106,2004,06,51,2210,06,4711,814,9996,9996,9996,6,0
2004-010106,010106,2004,06,51,2210,06,4711,983,9996,9996,9996,6,0
2004-010106,010106,2004,06,51,2210,06,4711,996,9996,9996,9996,6,0
2004-010106,010106,2004,06,51,2210,06,4711,1000,9996,9996,9996,6,0
2004-010106,010106,2004,06,51,2210,06,4711,1032,9996,9996,9996,6,0
2004-010201,010201,2004,06,24,2204,01,4677,840,9996,9996,9996,6,0
2004-010202,010202,2004,06,24,2204,02,4711,830,9996,9996,9996,6,0
2004-010202,010202,2004,06,24,2204,02,4711,1020,9996,9996,9996,6,0
2004-010202,010202,2004,06,24,2204,02,4711,1170,9996,9996,9996,6,0
2004-010306,010306,2004,06,10,2204,06,1050,991,9996,9996,9996,1,0
