tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
15,09,01,1101,1,1,CAUGHT OUT OF AREA;,7631,3,1,6,2015,09,20,0110833,0,1,2,CTSE1101.pdf,00092486.tif,ORIGINAL,GREATER,30,1596,5,10,0,0,0,0,0,2,2015-159601
15,09,01,1101,2,0,,7631,3,1,6,2015,09,20,0110833,0,1,2,CTSE1101.pdf,00092486.tif,ORIGINAL,ATLANTIC,330,1596,2,2,0,0,0,0,0,2,2015-159601
15,09,01,1101,3,0,,7631,3,1,6,2015,09,20,0110833,0,1,2,CTSE1101.pdf,00092486.tif,ORIGINAL,DOLPHIN,1050,1596,3,8,0,0,0,0,0,2,2015-159601
15,09,01,1101,4,0,,7631,3,1,6,2015,09,20,0110833,0,1,2,CTSE1101.pdf,00092486.tif,ORIGINAL,SKIPJACK,4661,1596,4,2,0,0,0,0,0,2,2015-159601
15,09,01,1101,5,0,,7631,3,1,6,2015,09,20,0110833,0,1,2,CTSE1101.pdf,00092486.tif,ORIGINAL,YFT,4711,1596,1,5,0,0,0,0,0,2,2015-159601
16,09,01,1103,6,0,,7631,3,1,4,2015,09,19,0110630,0,0,2,CTSE1103.pdf,00093100.tif,ORIGINAL,DOLPHIN,1050,1661,3,8,0,0,0,0,0,3,2015-166101
16,09,01,1103,7,0,,7631,3,1,4,2015,09,19,0110630,0,0,2,CTSE1103.pdf,00093100.tif,ORIGINAL,SWORDFIS,4328,1661,2,1,0,0,0,0,0,3,2015-166101
16,09,01,1103,8,0,,7631,3,1,4,2015,09,19,0110630,0,0,2,CTSE1103.pdf,00093100.tif,ORIGINAL,ALBACORE,4701,1661,1,4,0,0,0,0,0,3,2015-166101
16,09,02,1103,9,0,,7631,3,1,4,2015,09,19,0110630,0,0,2,CTSE1103.pdf,00093102.tif,ORIGINAL,DOLPHIN,1050,1661,1,1,0,0,0,0,0,2,2015-166102
16,09,03,1103,10,0,,7631,3,1,5,2015,09,19,0113879,0,0,2,CTSE1103.pdf,00093104.tif,ORIGINAL,ATLANTIC,330,1661,4,0,0,1,0,0,0,2,2015-166103
16,09,03,1103,11,0,,7631,3,1,5,2015,09,19,0113879,0,0,2,CTSE1103.pdf,00093104.tif,ORIGINAL,DOLPHIN,1050,1661,3,4,0,0,0,0,0,2,2015-166103
16,09,03,1103,12,0,,7631,3,1,5,2015,09,19,0113879,0,0,2,CTSE1103.pdf,00093104.tif,ORIGINAL,BIGEYE T,4691,1661,2,1,0,0,0,0,0,2,2015-166103
16,09,03,1103,13,0,,7631,3,1,5,2015,09,19,0113879,0,0,2,CTSE1103.pdf,00093104.tif,ORIGINAL,YFT,4711,1661,1,8,0,0,0,0,0,2,2015-166103
14,10,01,1103,14,0,,6783,2,1,5,2015,09,07,0051599,1,0,1,DESE1103.pdf,00091634.tif,ORIGINAL,DOLPHIN,1050,1472,1,28,28,0,0,0,0,2,2015-147201
14,10,01,1103,15,0,,6783,2,1,5,2015,09,07,0051599,0,0,1,DESE1103.pdf,00091634.tif,ORIGINAL,SKIPJACK,4661,1472,2,1,0,0,0,0,0,2,2015-147201
15,10,01,1104,16,0,,7615,2,1,3,2015,09,19,0051599,0,0,2,DESE1104.pdf,00092490.tif,ORIGINAL,ATLANTIC,330,1598,3,1,1,0,0,0,0,3,2015-159801
15,10,01,1104,17,0,,7615,2,1,3,2015,09,19,0051599,0,0,2,DESE1104.pdf,00092490.tif,ORIGINAL,DOLPHIN,1050,1598,2,4,4,0,0,0,0,3,2015-159801
15,10,01,1104,18,0,,7615,2,1,3,2015,09,19,0051599,0,0,2,DESE1104.pdf,00092490.tif,ORIGINAL,YFT,4711,1598,1,1,0,0,0,0,0,3,2015-159801
15,10,02,1104,19,0,,7615,2,1,2,2015,09,19,0051599,0,0,2,DESE1104.pdf,00092492.tif,ORIGINAL,WAHOO,4720,1598,1,1,1,0,0,0,0,2,2015-159802
15,10,03,1104,20,0,,7615,2,1,6,2015,09,19,0051599,0,0,2,DESE1104.pdf,00092494.tif,ORIGINAL,DOLPHIN,1050,1598,1,4,4,0,0,0,0,2,2015-159803
15,10,04,1104,21,0,,7615,2,1,4,2015,09,19,0051599,0,0,2,DESE1104.pdf,00092496.tif,ORIGINAL,DOLPHIN,1050,1598,1,6,6,0,0,0,0,2,2015-159804
15,10,05,1104,22,0,,7615,2,1,3,2015,09,19,0051599,0,0,2,DESE1104.pdf,00092498.tif,ORIGINAL,DOLPHIN,1050,1598,1,1,1,0,0,0,0,2,2015-159805
15,10,01,1201,23,0,,6447,2,1,8,2015,09,12,0051599,0,0,2,DESE1201.pdf,00091984.tif,ORIGINAL,DOLPHIN,1050,1517,2,50,0,0,0,0,0,3,2015-151701
15,10,01,1201,24,0,,6447,2,1,8,2015,09,12,0051599,0,0,2,DESE1201.pdf,00091984.tif,ORIGINAL,YFT,4711,1517,1,1,0,0,0,0,0,3,2015-151701
15,10,01,1201,25,1,SPECIES;RARE OR ILLEGAL SPECIES KEPT;,6447,2,1,8,2015,09,12,0051599,0,0,2,DESE1201.pdf,00091984.tif,ORIGINAL,BAR JACK,8888,1517,3,5,0,0,0,0,0,3,2015-151701
15,10,01,2101,26,0,,6783,2,1,5,2015,09,10,0051599,0,0,1,DESE2101.pdf,00091940.tif,ORIGINAL,DOLPHIN,1050,1509,2,12,12,0,0,0,0,2,2015-150901
15,10,01,2101,27,0,,6783,2,1,5,2015,09,10,0051599,0,0,1,DESE2101.pdf,00091940.tif,ORIGINAL,WHITE MA,2161,1509,1,0,0,5,0,0,0,2,2015-150901
14,10,01,2103,28,0,,6447,2,1,3,2015,09,01,0051599,0,0,2,DESE2103.pdf,00091266.tif,ORIGINAL,DOLPHIN,1050,1407,1,40,0,10,0,0,0,3,2015-140701
14,10,02,2103,29,0,,6447,2,1,2,2015,09,01,0051599,0,0,2,DESE2103.pdf,00091268.tif,ORIGINAL,DOLPHIN,1050,1407,2,10,0,10,0,0,0,2,2015-140702
14,10,02,2103,30,0,,6447,2,1,2,2015,09,01,0051599,0,0,2,DESE2103.pdf,00091268.tif,ORIGINAL,WHITE MA,2161,1407,1,0,0,1,0,0,0,2,2015-140702
14,10,01,2104,31,0,,6783,2,1,3,2015,09,08,0051599,0,0,2,DESE2104.pdf,00091779.tif,ORIGINAL,DOLPHIN,1050,1492,2,4,0,0,0,0,0,2,2015-149201
14,10,01,2104,32,0,,6783,2,1,3,2015,09,08,0051599,0,0,2,DESE2104.pdf,00091779.tif,ORIGINAL,WHITE MA,2161,1492,1,0,0,2,0,0,0,2,2015-149201
16,10,01,2201,33,0,,6447,2,1,6,2015,09,18,0051599,0,0,1,DESE2201.pdf,00092505.tif,ORIGINAL,DOLPHIN,1050,1600,2,8,8,0,0,0,0,2,2015-160001
