stcode,control,docno,c_index,cerrflag,cprobfld,faxno,batch,intcode,tifno,cluster,sitetype,q11a,q23,filestat,month,day,tracker,year,enterr,interr,site_no,othlp,species,row,kept,observe,alive,dead,sell,weighed,measur,id
24,1201,10,124,0,,MDJN1201.pdf,2858,6447,00160124.tif,3,1,3,6,ORIGINAL,06,05,285810,2021,0,0,0470853,BFT SCHOOL,4677,1,3,0,11,0,0,0,2,2021-285810
24,1201,10,123,0,,MDJN1201.pdf,2858,6447,00160124.tif,3,1,3,6,ORIGINAL,06,05,285810,2021,0,0,0470853,GOLDEN TILEFISH,4467,2,3,0,0,0,0,0,2,2021-285810
24,1201,10,122,0,,MDJN1201.pdf,2858,6447,00160124.tif,3,1,3,6,ORIGINAL,06,05,285810,2021,0,0,0470853,BLUELINE TILEFISH,4440,3,12,0,0,0,0,0,2,2021-285810
24,1201,11,125,0,,MDJN1201.pdf,2858,6447,00160126.tif,3,1,2,4,ORIGINAL,06,05,285811,2021,0,0,0470853,BFT SCHOOL,4677,1,2,0,2,0,0,0,2,2021-285811
24,1201,12,126,0,,MDJN1201.pdf,2858,6447,00160128.tif,3,1,2,6,ORIGINAL,06,05,285812,2021,0,0,0470853,BFT SCHOOL,4677,1,2,0,9,0,0,0,2,2021-285812
24,1201,12,127,0,,MDJN1201.pdf,2858,6447,00160128.tif,3,1,2,6,ORIGINAL,06,05,285812,2021,0,0,0470853,YFT,4711,2,2,0,0,0,0,0,2,2021-285812
24,1201,13,128,0,,MDJN1201.pdf,2858,6447,00160130.tif,3,1,3,6,ORIGINAL,06,05,285813,2021,0,0,0470853,BFT SCHOOL,4677,1,2,0,1,0,0,0,2,2021-285813
51,1102,01,697,1,KEPT;,VAJN1102.pdf,2872,7922,00160171.tif,1,1,3,11,ORIGINAL,06,06,287201,2021,0,0,8100002,BLUELINE TILEFISH,4440,1,74,74,0,0,0,0,2,2021-287201
51,1102,01,696,0,,VAJN1102.pdf,2872,7922,00160171.tif,1,1,3,11,ORIGINAL,06,06,287201,2021,0,0,8100002,BLACK SEA BASS,3350,2,0,0,24,0,0,0,2,2021-287201
51,1102,02,699,0,,VAJN1102.pdf,2872,7922,00160173.tif,1,1,2,5,ORIGINAL,06,06,287202,2021,0,0,8100002,SKIPJACK TUNA,4661,1,2,2,0,0,0,0,1,2021-287202
51,1102,02,698,0,,VAJN1102.pdf,2872,7922,00160173.tif,1,1,2,5,ORIGINAL,06,06,287202,2021,0,0,8100002,BLUELINE TILEFISH,4440,2,1,1,0,0,0,0,1,2021-287202
51,1102,02,700,0,,VAJN1102.pdf,2872,7922,00160173.tif,1,1,2,5,ORIGINAL,06,06,287202,2021,0,0,8100002,DUSKY SHARK,4841,3,0,0,2,0,0,0,1,2021-287202
51,1102,03,702,0,,VAJN1102.pdf,2872,7922,00160175.tif,1,1,3,6,ORIGINAL,06,06,287203,2021,0,0,8100002,BIGEYE TUNA,4691,1,1,1,0,0,0,0,1,2021-287203
51,1102,03,703,0,,VAJN1102.pdf,2872,7922,00160175.tif,1,1,3,6,ORIGINAL,06,06,287203,2021,0,0,8100002,WAHOO,4720,2,1,1,0,0,0,0,1,2021-287203
51,1102,03,701,0,,VAJN1102.pdf,2872,7922,00160175.tif,1,1,3,6,ORIGINAL,06,06,287203,2021,0,0,8100002,BLUELINE TILEFISH,4440,3,5,5,0,0,0,0,1,2021-287203
51,1102,04,704,0,,VAJN1102.pdf,2872,7922,00160177.tif,1,1,2,8,ORIGINAL,06,06,287204,2021,0,0,8100002,BLUELINE TILEFISH,4440,1,11,11,0,0,0,0,2,2021-287204
51,1102,05,705,0,,VAJN1102.pdf,2872,7922,00160179.tif,1,1,2,4,ORIGINAL,06,06,287205,2021,0,1,8100091,LITTLE TUNNY,4681,1,1,1,0,0,0,0,1,2021-287205
51,1102,06,706,0,,VAJN1102.pdf,2872,7922,00160181.tif,1,1,3,6,REVISED,06,06,287206,2021,0,1,8100002,BIGEYE TUNA,4691,1,1,1,0,0,0,0,1,2021-287206
10,1101,01,1,0,,DEJN1101.pdf,3006,6783,00160197.tif,2,1,3,3,ORIGINAL,06,06,300601,2021,0,0,0051599,BFT SCHOOL,4677,1,3,0,0,0,0,0,2,2021-300601
10,1101,02,2,0,,DEJN1101.pdf,3006,6783,00160199.tif,2,1,2,8,ORIGINAL,06,06,300602,2021,0,0,0051599,BFT SCHOOL,4677,1,2,0,0,0,0,0,2,2021-300602
10,1101,03,5,0,,DEJN1101.pdf,3006,6783,00160201.tif,2,1,2,4,ORIGINAL,06,06,300603,2021,0,0,0051599,BFT SCHOOL,4677,1,1,0,0,0,0,0,2,2021-300603
10,1101,03,3,0,,DEJN1101.pdf,3006,6783,00160201.tif,2,1,2,4,ORIGINAL,06,06,300603,2021,0,0,0051599,BLUELINE TILEFISH,4440,2,8,8,0,0,0,0,2,2021-300603
10,1101,03,4,0,,DEJN1101.pdf,3006,6783,00160201.tif,2,1,2,4,ORIGINAL,06,06,300603,2021,0,0,0051599,GOLDEN TILEFISH,4467,3,2,2,0,0,0,0,2,2021-300603
10,1101,04,6,0,,DEJN1101.pdf,3006,6783,00160203.tif,2,1,2,4,ORIGINAL,06,06,300604,2021,0,0,0051599,BLACK SEA BASS,3350,1,5,0,4,0,0,0,2,2021-300604
25,1209,01,353,0,,MAJN1209.pdf,3009,7633,00160211.tif,37,2,3,5,ORIGINAL,06,06,300901,2021,1,0,0099249,PORBEAGLE SHARK,4811,1,0,0,2,0,0,0,2,2021-300901
25,1209,01,351,0,,MAJN1209.pdf,3009,7633,00160211.tif,37,2,3,5,ORIGINAL,06,06,300901,2021,1,0,0099249,ATLANTIC MACKEREL,2120,2,2,0,6,0,0,0,2,2021-300901
25,1209,01,350,0,,MAJN1209.pdf,3009,7633,00160211.tif,37,2,3,5,ORIGINAL,06,06,300901,2021,1,0,0099249,HADDOCK,1479,3,40,0,0,0,0,0,2,2021-300901
25,1209,01,352,0,,MAJN1209.pdf,3009,7633,00160211.tif,37,2,3,5,ORIGINAL,06,06,300901,2021,1,0,0099249,REDFISH,2400,4,17,0,0,0,0,0,2,2021-300901
25,2212,01,374,0,,MAJN2212.pdf,3014,7633,00160223.tif,37,1,3,7,ORIGINAL,06,08,301401,2021,1,0,0099249,ATLANTIC MACKEREL,2120,1,18,0,2,0,0,0,2,2021-301401
25,2212,01,375,0,,MAJN2212.pdf,3014,7633,00160223.tif,37,1,3,7,ORIGINAL,06,08,301401,2021,1,0,0099249,PORBEAGLE SHARK,4811,2,0,0,1,0,0,0,2,2021-301401
25,2212,01,372,1,CAUGHT OUT OF AREA;ALIVE;,MAJN2212.pdf,3014,7633,00160223.tif,37,1,3,7,ORIGINAL,06,08,301401,2021,1,0,0099249,COD,805,3,0,0,5,0,0,0,2,2021-301401
25,2212,01,373,0,,MAJN2212.pdf,3014,7633,00160223.tif,37,1,3,7,ORIGINAL,06,08,301401,2021,1,0,0099249,HADDOCK,1479,4,80,0,10,0,0,0,2,2021-301401
24,1101,01,53,0,,MDJN1101.pdf,3015,6936,00160227.tif,5,1,3,6,ORIGINAL,06,05,301501,2021,0,0,0471493,BFT SCHOOL,4677,1,3,3,9,0,0,0,2,2021-301501
24,1101,02,56,0,,MDJN1101.pdf,3015,6936,00160229.tif,5,1,2,5,ORIGINAL,06,05,301502,2021,0,0,0471493,BFT SCHOOL,4677,1,2,2,4,0,0,0,2,2021-301502
24,1101,02,55,0,,MDJN1101.pdf,3015,6936,00160229.tif,5,1,2,5,ORIGINAL,06,05,301502,2021,0,0,0471493,BLUELINE TILEFISH,4440,2,10,10,0,0,0,0,2,2021-301502
24,1101,02,54,0,,MDJN1101.pdf,3015,6936,00160229.tif,5,1,2,5,ORIGINAL,06,05,301502,2021,0,0,0471493,BLACK SEA BASS,3350,3,4,4,0,0,0,0,2,2021-301502
24,1101,03,57,0,,MDJN1101.pdf,3015,6936,00160231.tif,5,1,2,4,ORIGINAL,06,05,301503,2021,0,0,0471493,BFT SCHOOL,4677,1,2,2,4,0,0,0,2,2021-301503
24,1101,04,61,0,,MDJN1101.pdf,3015,6936,00160233.tif,5,1,3,4,ORIGINAL,06,05,301504,2021,0,0,0471493,YFT,4711,1,2,2,0,0,0,0,1,2021-301504
24,1101,04,60,0,,MDJN1101.pdf,3015,6936,00160233.tif,5,1,3,4,ORIGINAL,06,05,301504,2021,0,0,0471493,BFT SCHOOL,4677,2,3,3,4,0,0,0,1,2021-301504
24,1101,04,59,0,,MDJN1101.pdf,3015,6936,00160233.tif,5,1,3,4,ORIGINAL,06,05,301504,2021,0,0,0471493,BLUELINE TILEFISH,4440,3,18,18,0,0,0,0,1,2021-301504
24,1101,04,58,0,,MDJN1101.pdf,3015,6936,00160233.tif,5,1,3,4,ORIGINAL,06,05,301504,2021,0,0,0471493,BLACK SEA BASS,3350,4,30,30,0,0,0,0,1,2021-301504
24,1101,05,64,0,,MDJN1101.pdf,3015,6936,00160235.tif,5,1,2,6,ORIGINAL,06,05,301505,2021,1,1,0471493,BFT SCHOOL,4677,1,2,2,3,0,0,0,2,2021-301505
24,1101,05,63,0,,MDJN1101.pdf,3015,6936,00160235.tif,5,1,2,6,ORIGINAL,06,05,301505,2021,1,1,0471493,GOLDEN TILEFISH,4467,2,5,5,0,0,0,0,2,2021-301505
24,1101,05,62,0,,MDJN1101.pdf,3015,6936,00160235.tif,5,1,2,6,ORIGINAL,06,05,301505,2021,1,1,0471493,BLACKBELLY ROSEFISH,2420,3,1,1,0,0,0,0,2,2021-301505
24,1101,06,65,0,,MDJN1101.pdf,3015,6936,00160237.tif,5,1,3,6,ORIGINAL,06,05,301506,2021,0,0,0471493,BFT SCHOOL,4677,1,3,3,4,0,0,0,2,2021-301506
24,1101,07,68,0,,MDJN1101.pdf,3015,6936,00160239.tif,5,1,3,8,ORIGINAL,06,05,301507,2021,0,0,0471493,BFT SCHOOL,4677,1,2,2,1,0,0,0,2,2021-301507
24,1101,07,66,0,,MDJN1101.pdf,3015,6936,00160239.tif,5,1,3,8,ORIGINAL,06,05,301507,2021,0,0,0471493,BLACK SEA BASS,3350,2,12,12,0,0,0,0,2,2021-301507
24,1101,07,67,0,,MDJN1101.pdf,3015,6936,00160239.tif,5,1,3,8,ORIGINAL,06,05,301507,2021,0,0,0471493,BLUELINE TILEFISH,4440,3,10,10,0,0,0,0,2,2021-301507
24,1101,08,69,0,,MDJN1101.pdf,3015,6936,00160241.tif,5,1,3,5,ORIGINAL,06,05,301508,2021,0,0,0471493,BFT SCHOOL,4677,1,3,3,6,0,0,0,1,2021-301508
24,1101,09,70,0,,MDJN1101.pdf,3015,6936,00160243.tif,5,1,2,6,ORIGINAL,06,05,301509,2021,0,0,0471493,BFT SCHOOL,4677,1,2,2,4,0,0,0,2,2021-301509
24,1101,09,71,0,,MDJN1101.pdf,3015,6936,00160243.tif,5,1,2,6,ORIGINAL,06,05,301509,2021,0,0,0471493,BFT LARGE SCHOOL,4678,2,1,1,0,0,0,0,2,2021-301509
24,1101,10,75,0,,MDJN1101.pdf,3015,6936,00160245.tif,5,1,2,6,ORIGINAL,06,05,301510,2021,0,0,0471493,BFT SCHOOL,4677,1,2,0,0,0,0,0,2,2021-301510
24,1101,10,73,0,,MDJN1101.pdf,3015,6936,00160245.tif,5,1,2,6,ORIGINAL,06,05,301510,2021,0,0,0471493,BLUELINE TILEFISH,4440,2,14,0,0,0,0,0,2,2021-301510
24,1101,10,74,0,,MDJN1101.pdf,3015,6936,00160245.tif,5,1,2,6,ORIGINAL,06,05,301510,2021,0,0,0471493,GOLDEN TILEFISH,4467,3,1,0,0,0,0,0,2,2021-301510
24,1101,10,72,0,,MDJN1101.pdf,3015,6936,00160245.tif,5,1,2,6,ORIGINAL,06,05,301510,2021,0,0,0471493,BLACK SEA BASS,3350,4,16,0,0,0,0,0,2,2021-301510
24,1101,11,77,0,,MDJN1101.pdf,3015,6936,00160247.tif,5,1,2,1,ORIGINAL,06,05,301511,2021,0,0,0471493,BFT SCHOOL,4677,1,1,1,0,0,0,0,2,2021-301511
24,1101,11,76,0,,MDJN1101.pdf,3015,6936,00160247.tif,5,1,2,1,ORIGINAL,06,05,301511,2021,0,0,0471493,SKIPJACK TUNA,4661,2,0,0,1,0,0,0,2,2021-301511
24,1101,12,78,0,,MDJN1101.pdf,3015,6936,00160249.tif,5,1,3,3,ORIGINAL,06,05,301512,2021,0,0,0471493,BFT SCHOOL,4677,1,3,0,5,0,0,0,2,2021-301512
24,1101,12,79,0,,MDJN1101.pdf,3015,6936,00160249.tif,5,1,3,3,ORIGINAL,06,05,301512,2021,0,0,0471493,LITTLE TUNNY,4681,2,2,0,0,0,0,0,2,2021-301512
24,1101,13,80,0,,MDJN1101.pdf,3015,6936,00160251.tif,5,1,2,7,ORIGINAL,06,05,301513,2021,0,0,0471493,BFT SCHOOL,4677,1,2,2,2,0,0,0,2,2021-301513
24,1101,14,81,0,,MDJN1101.pdf,3015,6936,00160253.tif,5,1,2,6,ORIGINAL,06,05,301514,2021,0,0,0471493,BFT SCHOOL,4677,1,2,0,0,0,0,0,2,2021-301514
24,1101,14,82,0,,MDJN1101.pdf,3015,6936,00160253.tif,5,1,2,6,ORIGINAL,06,05,301514,2021,0,0,0471493,LITTLE TUNNY,4681,2,2,0,0,0,0,0,2,2021-301514
24,2208,01,305,0,,MDJN2208.pdf,3016,6936,00160257.tif,5,1,3,5,ORIGINAL,06,07,301601,2021,0,0,0471493,BFT SCHOOL,4677,1,3,3,8,0,0,0,2,2021-301601
24,2208,01,303,0,,MDJN2208.pdf,3016,6936,00160257.tif,5,1,3,5,ORIGINAL,06,07,301601,2021,0,0,0471493,BLUELINE TILEFISH,4440,2,13,13,0,0,0,0,2,2021-301601
24,2208,01,304,0,,MDJN2208.pdf,3016,6936,00160257.tif,5,1,3,5,ORIGINAL,06,07,301601,2021,0,0,0471493,GOLDEN TILEFISH,4467,3,3,3,0,0,0,0,2,2021-301601
24,2208,01,302,0,,MDJN2208.pdf,3016,6936,00160257.tif,5,1,3,5,ORIGINAL,06,07,301601,2021,0,0,0471493,BLACK SEA BASS,3350,4,26,26,0,0,0,0,2,2021-301601
24,2208,01,301,0,,MDJN2208.pdf,3016,6936,00160257.tif,5,1,3,5,ORIGINAL,06,07,301601,2021,0,0,0471493,BLUEFISH,230,5,1,1,0,0,0,0,2,2021-301601
24,2208,02,306,0,,MDJN2208.pdf,3016,6936,00160259.tif,5,1,3,5,ORIGINAL,06,07,301602,2021,0,0,0471493,BFT SCHOOL,4677,1,3,3,9,0,0,0,1,2021-301602
24,2208,03,307,0,,MDJN2208.pdf,3016,6936,00160261.tif,5,1,3,6,ORIGINAL,06,07,301603,2021,1,0,0471493,BFT SCHOOL,4677,1,2,2,1,0,0,0,1,2021-301603
34,2118,01,442,0,,NJJN2118.pdf,3019,6416,00160270.tif,10,1,3,1,ORIGINAL,06,07,301901,2021,0,0,0290894,BLACK SEA BASS,3350,1,3,0,0,0,0,0,2,2021-301901
34,2118,01,441,1,RARE OR ILLEGAL SPECIES KEPT;,NJJN2118.pdf,3019,6416,00160270.tif,10,1,3,1,ORIGINAL,06,07,301901,2021,0,0,0290894,RED HAKE,1520,2,5,0,0,0,0,0,2,2021-301901
34,2118,02,443,0,,NJJN2118.pdf,3019,6416,00160272.tif,10,1,3,5,ORIGINAL,06,07,301902,2021,1,1,0290894,BLACK SEA BASS,3350,1,1,1,0,0,0,0,1,2021-301902
34,2118,02,444,0,,NJJN2118.pdf,3019,6416,00160272.tif,10,1,3,5,ORIGINAL,06,07,301902,2021,1,1,0290894,BLUELINE TILEFISH,4440,2,1,1,0,0,0,0,1,2021-301902
34,2118,02,445,0,,NJJN2118.pdf,3019,6416,00160272.tif,10,1,3,5,ORIGINAL,06,07,301902,2021,1,1,0290894,BFT SCHOOL,4677,3,1,1,0,0,0,0,1,2021-301902
34,2201,01,476,0,,NJJN2201.pdf,3022,7508,00160283.tif,3,1,3,2,ORIGINAL,06,07,302201,2021,0,1,0090900,BFT SCHOOL,4677,1,1,1,0,0,0,0,1,2021-302201
34,2201,01,475,1,RARE OR ILLEGAL SPECIES KEPT;,NJJN2201.pdf,3022,7508,00160283.tif,3,1,3,2,ORIGINAL,06,07,302201,2021,0,1,0090900,RED HAKE,1520,2,1,0,0,0,0,0,1,2021-302201
34,2201,01,477,1,CAUGHT OUT OF AREA;RARE OR ILLEGAL SPECIES KEPT;,NJJN2201.pdf,3022,7508,00160283.tif,3,1,3,2,ORIGINAL,06,07,302201,2021,0,1,0090900,ROSEFISH,5240,3,10,0,0,0,0,0,1,2021-302201
34,2202,01,479,0,,NJJN2202.pdf,3023,7897,00160287.tif,4,1,2,3,ORIGINAL,06,07,302301,2021,0,1,0099007,BFT SCHOOL,4677,1,2,2,0,0,0,0,1,2021-302301
34,2202,01,478,0,,NJJN2202.pdf,3023,7897,00160287.tif,4,1,2,3,ORIGINAL,06,07,302301,2021,0,1,0099007,BLACK SEA BASS,3350,2,12,12,0,0,0,0,1,2021-302301
36,2211,01,681,0,,NYJN2211.pdf,3028,7727,00160301.tif,3,1,2,9,ORIGINAL,06,08,302801,2021,0,0,1030175,SWORDFISH,4328,1,3,3,0,0,0,0,1,2021-302801
36,2211,01,682,0,,NYJN2211.pdf,3028,7727,00160301.tif,3,1,2,9,ORIGINAL,06,08,302801,2021,0,0,1030175,BFT SMALL MEDIUM,4676,2,1,1,0,0,0,0,1,2021-302801
36,2211,01,680,0,,NYJN2211.pdf,3028,7727,00160301.tif,3,1,2,9,ORIGINAL,06,08,302801,2021,0,0,1030175,DOLPHIN,1050,3,2,2,0,0,0,0,1,2021-302801
36,2211,01,683,0,,NYJN2211.pdf,3028,7727,00160301.tif,3,1,2,9,ORIGINAL,06,08,302801,2021,0,0,1030175,YFT,4711,4,1,1,0,0,0,0,1,2021-302801
51,2208,01,841,0,,VAJN2208.pdf,3029,7873,00160305.tif,1,1,3,6,ORIGINAL,06,08,302901,2021,1,1,8100002,DOLPHIN,1050,1,1,1,0,0,0,0,1,2021-302901
51,2208,01,842,0,,VAJN2208.pdf,3029,7873,00160305.tif,1,1,3,6,ORIGINAL,06,08,302901,2021,1,1,8100002,YFT,4711,2,2,2,0,0,0,0,1,2021-302901
51,2208,01,843,0,,VAJN2208.pdf,3029,7873,00160305.tif,1,1,3,6,ORIGINAL,06,08,302901,2021,1,1,8100002,DUSKY SHARK,4841,3,0,0,2,0,0,0,1,2021-302901
10,2102,01,40,0,,DEJN2102.pdf,3040,6783,00160499.tif,2,1,3,5,ORIGINAL,06,08,304001,2021,1,0,0051599,BFT SCHOOL,4677,1,0,0,1,0,0,0,2,2021-304001
24,2114,01,183,0,,MDJN2114.pdf,3042,6936,00160505.tif,5,1,3,6,ORIGINAL,06,08,304201,2021,0,0,0471493,YFT,4711,1,1,1,0,0,0,0,1,2021-304201
24,2114,01,181,0,,MDJN2114.pdf,3042,6936,00160505.tif,5,1,3,6,ORIGINAL,06,08,304201,2021,0,0,0471493,BFT SCHOOL,4677,2,3,3,0,0,0,0,1,2021-304201
24,2114,01,182,0,,MDJN2114.pdf,3042,6936,00160505.tif,5,1,3,6,ORIGINAL,06,08,304201,2021,0,0,0471493,LITTLE TUNNY,4681,3,1,1,0,0,0,0,1,2021-304201
24,2114,02,184,0,,MDJN2114.pdf,3042,6936,00160507.tif,5,1,2,6,ORIGINAL,06,08,304202,2021,0,0,0471493,BFT SCHOOL,4677,1,2,2,2,0,0,0,2,2021-304202
24,2114,03,185,0,,MDJN2114.pdf,3042,6936,00160509.tif,5,1,3,6,ORIGINAL,06,08,304203,2021,0,0,0471493,BFT SCHOOL,4677,1,3,3,5,0,0,0,1,2021-304203
24,2114,04,187,0,,MDJN2114.pdf,3042,6936,00160511.tif,5,1,2,7,ORIGINAL,06,08,304204,2021,0,0,0471493,ATLANTIC BONITO,330,1,4,0,0,0,0,0,2,2021-304204
24,2114,04,188,0,,MDJN2114.pdf,3042,6936,00160511.tif,5,1,2,7,ORIGINAL,06,08,304204,2021,0,0,0471493,GOLDEN TILEFISH,4467,2,18,18,0,0,0,0,2,2021-304204
24,2114,04,186,0,,MDJN2114.pdf,3042,6936,00160511.tif,5,1,2,7,ORIGINAL,06,08,304204,2021,0,0,0471493,BLUEFISH,230,3,10,0,0,0,0,0,2,2021-304204
24,2115,01,189,0,,MDJN2115.pdf,3043,6555,00160515.tif,4,3,2,3,ORIGINAL,06,09,304301,2021,0,0,0470856,BFT SCHOOL,4677,1,1,0,3,0,0,0,2,2021-304301
24,2115,01,190,0,,MDJN2115.pdf,3043,6555,00160515.tif,4,3,2,3,ORIGINAL,06,09,304301,2021,0,0,0470856,YFT,4711,2,1,0,0,0,0,0,2,2021-304301
24,2209,01,308,0,,MDJN2209.pdf,3046,7844,00160523.tif,3,1,3,6,ORIGINAL,06,09,304601,2021,0,0,0470853,BIGEYE TUNA,4691,1,3,3,0,0,0,0,1,2021-304601
24,2209,02,309,0,,MDJN2209.pdf,3046,7844,00160525.tif,3,1,3,6,ORIGINAL,06,09,304602,2021,1,0,0470853,YFT,4711,1,8,8,0,0,0,0,1,2021-304602
24,2209,03,310,0,,MDJN2209.pdf,3046,7844,00160527.tif,3,1,3,6,ORIGINAL,06,09,304603,2021,0,0,0470853,YFT,4711,1,6,6,0,0,0,0,1,2021-304603
24,2210,01,311,0,,MDJN2210.pdf,3047,6936,00160531.tif,5,1,3,6,ORIGINAL,06,09,304701,2021,0,0,0471493,YFT,4711,1,2,2,0,0,0,0,2,2021-304701
24,2210,02,313,0,,MDJN2210.pdf,3047,6936,00160533.tif,5,1,3,6,ORIGINAL,06,09,304702,2021,0,0,0471493,YFT,4711,1,1,1,0,0,0,0,2,2021-304702
24,2210,02,312,0,,MDJN2210.pdf,3047,6936,00160533.tif,5,1,3,6,ORIGINAL,06,09,304702,2021,0,0,0471493,BFT SCHOOL,4677,2,0,0,3,0,0,0,2,2021-304702
34,2214,01,492,0,,NJJN2214.pdf,3049,7785,00160541.tif,3,1,3,4,ORIGINAL,06,08,304901,2021,0,0,0090385,BFT SCHOOL,4677,1,3,0,0,0,0,0,2,2021-304901
36,2113,01,609,0,,NYJN2113.pdf,3053,7466,00160555.tif,4,1,1,6,ORIGINAL,06,08,305301,2021,1,1,1030085,BIGEYE TUNA,4691,1,1,1,0,0,0,0,1,2021-305301
36,2113,01,610,0,,NYJN2113.pdf,3053,7466,00160555.tif,4,1,1,6,ORIGINAL,06,08,305301,2021,1,1,1030085,YFT,4711,2,2,2,0,0,0,0,1,2021-305301
36,2113,01,608,0,,NYJN2113.pdf,3053,7466,00160555.tif,4,1,1,6,ORIGINAL,06,08,305301,2021,1,1,1030085,DOLPHIN,1050,3,4,4,0,0,0,0,1,2021-305301
36,2113,02,613,0,,NYJN2113.pdf,3053,7466,00160557.tif,4,1,2,5,ORIGINAL,06,08,305302,2021,1,1,1030085,YFT,4711,1,1,1,0,0,0,0,1,2021-305302
36,2113,02,612,0,,NYJN2113.pdf,3053,7466,00160557.tif,4,1,2,5,ORIGINAL,06,08,305302,2021,1,1,1030085,BFT SMALL MEDIUM,4676,2,1,1,0,0,0,0,1,2021-305302
36,2113,02,611,0,,NYJN2113.pdf,3053,7466,00160557.tif,4,1,2,5,ORIGINAL,06,08,305302,2021,1,1,1030085,DOLPHIN,1050,3,1,1,0,0,0,0,1,2021-305302
25,1102,01,330,0,,MAJN1102.pdf,3056,7881,00160565.tif,8,1,1,4,ORIGINAL,06,13,305601,2021,0,0,0230218,ATLANTIC MACKEREL,2120,1,30,0,70,0,0,0,2,2021-305601
25,1102,02,331,0,,MAJN1102.pdf,3056,7881,00160567.tif,8,1,3,10,ORIGINAL,06,13,305602,2021,1,0,0230784,ATLANTIC MACKEREL,2120,1,100,0,100,0,0,0,2,2021-305602
25,1210,01,357,0,,MAJN1210.pdf,3059,7633,00160575.tif,37,2,3,8,ORIGINAL,06,13,305901,2021,1,1,0099249,PORBEAGLE SHARK,4811,1,0,0,1,0,0,0,2,2021-305901
25,1210,01,355,0,,MAJN1210.pdf,3059,7633,00160575.tif,37,2,3,8,ORIGINAL,06,13,305901,2021,1,1,0099249,WHITE HAKE,1539,2,0,0,5,0,0,0,2,2021-305901
25,1210,01,356,0,,MAJN1210.pdf,3059,7633,00160575.tif,37,2,3,8,ORIGINAL,06,13,305901,2021,1,1,0099249,ATLANTIC MACKEREL,2120,3,10,0,0,0,0,0,2,2021-305901
25,1210,01,354,0,,MAJN1210.pdf,3059,7633,00160575.tif,37,2,3,8,ORIGINAL,06,13,305901,2021,1,1,0099249,HADDOCK,1479,4,60,0,6,0,0,0,2,2021-305901
25,1212,01,358,0,,MAJN1212.pdf,3060,7880,00160579.tif,9,1,3,6,ORIGINAL,06,13,306001,2021,0,0,0239038,ATLANTIC MACKEREL,2120,1,75,0,0,0,0,0,2,2021-306001
24,1103,02,88,0,,MDJN1103.pdf,3066,6447,00160594.tif,3,1,2,4,ORIGINAL,06,13,306602,2021,0,0,0470853,YFT,4711,1,2,0,0,0,0,0,2,2021-306602
24,1103,03,91,0,,MDJN1103.pdf,3066,6447,00160596.tif,3,1,2,5,ORIGINAL,06,13,306603,2021,0,0,0470853,YFT,4711,1,4,0,2,0,0,0,2,2021-306603
24,1103,03,90,0,,MDJN1103.pdf,3066,6447,00160596.tif,3,1,2,5,ORIGINAL,06,13,306603,2021,0,0,0470853,BFT SCHOOL,4677,2,1,0,0,0,0,0,2,2021-306603
24,1103,03,89,0,,MDJN1103.pdf,3066,6447,00160596.tif,3,1,2,5,ORIGINAL,06,13,306603,2021,0,0,0470853,BFT YOUNG SCHOOL,4673,3,0,0,2,0,0,0,2,2021-306603
24,1103,04,92,0,,MDJN1103.pdf,3066,6447,00160598.tif,3,1,2,4,ORIGINAL,06,13,306604,2021,0,0,0470853,YFT,4711,1,1,0,0,0,0,0,2,2021-306604
24,1103,05,93,0,,MDJN1103.pdf,3066,6447,00160600.tif,3,1,3,5,ORIGINAL,06,13,306605,2021,0,0,0470853,YFT,4711,1,4,4,0,0,0,0,1,2021-306605
24,1103,06,94,0,,MDJN1103.pdf,3066,6447,00160602.tif,3,1,2,6,ORIGINAL,06,13,306606,2021,0,0,0470853,YFT,4711,1,3,0,0,0,0,0,2,2021-306606
24,1103,07,95,0,,MDJN1103.pdf,3066,6447,00160604.tif,3,1,2,5,ORIGINAL,06,13,306607,2021,0,0,0470853,YFT,4711,1,5,0,1,0,0,0,2,2021-306607
24,1103,08,98,0,,MDJN1103.pdf,3066,6447,00160606.tif,3,1,2,3,ORIGINAL,06,13,306608,2021,0,0,0470853,YFT,4711,1,5,5,0,0,0,0,1,2021-306608
24,1103,08,97,0,,MDJN1103.pdf,3066,6447,00160606.tif,3,1,2,3,ORIGINAL,06,13,306608,2021,0,0,0470853,SKIPJACK TUNA,4661,2,1,1,0,0,0,0,1,2021-306608
24,1103,08,96,0,,MDJN1103.pdf,3066,6447,00160606.tif,3,1,2,3,ORIGINAL,06,13,306608,2021,0,0,0470853,DOLPHIN,1050,3,1,1,0,0,0,0,1,2021-306608
24,1107,02,111,0,,MDJN1107.pdf,3068,6555,00160613.tif,4,3,2,5,ORIGINAL,06,13,306802,2021,0,0,0470856,YFT,4711,1,6,0,4,0,0,0,2,2021-306802
24,1107,04,112,0,,MDJN1107.pdf,3068,6555,00160616.tif,4,3,2,3,ORIGINAL,06,13,306804,2021,1,0,0470856,SHORTFIN MAKO SHARK,3551,1,0,0,2,0,0,0,2,2021-306804
24,1203,01,132,0,,MDJN1203.pdf,3069,6936,00160624.tif,5,1,3,7,ORIGINAL,06,12,306901,2021,0,0,0471493,YFT,4711,1,5,5,2,0,0,0,2,2021-306901
