tracker,faxno,batch,ppstfips,tcode,location,stcode,returnt,siteno,intcode,hook,inttime,tifno,intdate,cluster,control,sitetype,prim_op,todayt,category,perm_ver,ppstate,prim1,prim2,tourn,tourn_name,hook_oth,lines,fhours,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,proxy,catch,interr,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,contact,filestat,docno,month,day,year,enterr,permismt,county,site_no,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
369509,NJJL1112.pdf,3695,34,6,WILMINGTON CANYON,34,1745,1131,7508,2,1750,00163531.tif,07/11/2021,11,1112,1,1,2,2,2,NJ,4711,9996,2,6,6,7,7,6,3,3824,7327,60,1200,72,2,2,0,0,1,1,1,0,0,0,0,1,ORIGINAL,09,07,11,2021,1,0,009,0091131,5,630,0,,N,2,2021-369509
369510,NJJL1112.pdf,3695,34,6,WILMINGTON CANYON,34,1530,1131,7508,12,1801,00163532.tif,07/11/2021,11,1112,1,1,2,2,1,NJ,4711,3551,2,6,6,11,24,6,8,3824,7327,75,3000,73,2,1,0,0,1,1,1,1,0,0,0,1,ORIGINAL,10,07,11,2021,0,0,009,0091131,5,622,0,,Y,2,2021-369510
369511,NJJL1112.pdf,3695,34,,WILMINGTON CANYON,34,1800,1131,7508,12,1807,00163534.tif,07/11/2021,11,1112,1,1,2,2,1,NJ,2161,4711,1,SHOCKLEY OFFSHORE TOURNAMENT,6,5,8,6,8,3824,7327,70,1400,72,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,11,07,11,2021,0,0,009,0091131,5,3,1,tcode;,Y,1,2021-369511
369512,NJJL1112.pdf,3695,34,6,WILMINGTON CANYON,34,1500,1131,7508,2,1814,00163536.tif,07/11/2021,11,1112,1,1,2,8,6,NJ,4711,4691,2,6,6,10,7,6,5,3824,7327,70,850,71,1,2,0,0,1,0,1,0,0,0,0,1,ORIGINAL,12,07,11,2021,0,0,009,0091131,5,632,0,,N,2,2021-369512
369513,NJJL1112.pdf,3695,34,6,WILMINGTON CANYON,34,1735,1044,7508,2,1835,00163537.tif,07/11/2021,11,1112,1,1,2,2,1,NJ,4711,4678,2,6,6,3,24,6,3,3824,7327,70,3200,69,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,13,07,11,2021,0,0,009,0091044,5,629,0,,Y,2,2021-369513
369514,NJJL1112.pdf,3695,34,6,WILMINGTON CANYON,34,1830,1044,7508,12,1844,00163539.tif,07/11/2021,11,1112,1,1,2,3,1,NJ,4711,9996,2,6,6,10,9,DRIFTING,6,3824,7327,78,1200,72,2,1,0,0,1,1,1,0,0,0,1,1,ORIGINAL,14,07,11,2021,1,0,009,0091044,5,627,0,,Y,1,2021-369514
369601,NJJL1207.pdf,3696,34,6,WILMINGTON CANYON,34,1715,0900,7895,2,1716,00163544.tif,07/10/2021,3,1207,1,2,1,3,1,NJ,4711,9996,2,6,6,9,7,6,4,3824,7327,70,600,71,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,10,2021,0,0,009,0090900,5,650,0,,Y,1,2021-369601
369602,NJJL1207.pdf,3696,34,6,WILMINGTON CANYON,34,1700,0900,7895,2,1728,00163546.tif,07/10/2021,3,1207,1,2,1,3,1,NJ,4711,9996,2,6,6,8,8,6,4,3824,7327,70,600,69,2,1,1,0,1,0,1,0,0,0,0,2,ORIGINAL,02,07,10,2021,0,0,009,0090900,5,649,0,,Y,2,2021-369602
369603,NJJL1207.pdf,3696,34,6,WILMINGTON CANYON,34,1705,0900,7895,2,1735,00163548.tif,07/10/2021,3,1207,1,2,1,3,1,NJ,4711,9996,2,6,6,8,10,6,4,3824,7327,70,1100,71,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,03,07,10,2021,0,0,009,0090900,5,651,0,,Y,1,2021-369603
369701,NJJL1208.pdf,3697,34,6,LITTLE ITALY,34,1415,1808,6416,2,1544,00163553.tif,07/10/2021,6,1208,1,1,2,2,2,NJ,4678,9996,2,6,6,6,6,JIGGING,4,4001,7341,18,130,71,2,1,0,0,0,1,1,0,0,0,1,1,ORIGINAL,01,07,10,2021,0,0,025,0251808,5,655,0,,Y,2,2021-369701
369702,NJJL1208.pdf,3697,34,6,LITTLE ITALY,34,1300,9005,6416,12,1622,00163555.tif,07/10/2021,6,1208,1,1,2,3,1,NJ,4678,9996,2,6,6,5,5,6,1,4001,7341,17,100,70,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,10,2021,0,0,025,0259005,5,652,0,,Y,2,2021-369702
369703,NJJL1208.pdf,3697,34,6,LITTLE ITALY,34,1400,1050,6416,12,1704,00163557.tif,07/10/2021,6,1208,1,1,2,2,1,NJ,4677,4711,2,6,6,3,5,JIGGING,3,4001,7341,18,90,71,1,1,0,0,0,1,1,0,0,0,1,1,ORIGINAL,03,07,10,2021,0,0,025,0251050,5,654,0,,Y,2,2021-369703
369704,NJJL1208.pdf,3697,34,6,LITTLE ITALY,34,1820,1050,6416,2,1840,00163559.tif,07/10/2021,6,1208,1,1,2,2,6,NJ,4677,9996,2,6,6,6,5,6,3,4001,7341,17,90,70,2,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,04,07,10,2021,0,1,025,0251050,5,653,0,,Y,2,2021-369704
369801,NJJL1209.pdf,3698,34,6,WILMINGTON CANYON,34,1400,0385,7831,2,1640,00163564.tif,07/11/2021,3,1209,1,1,2,2,1,NJ,4711,9996,2,6,6,7,8,6,3,3824,7327,80,600,74,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,11,2021,0,0,009,0090385,5,656,0,,Y,2,2021-369801
369901,NYJL1102.pdf,3699,36,6,COIMBRA WRECK,36,1230,0175,7727,2,1400,00163569.tif,07/11/2021,3,1102,1,1,2,2,2,NY,4677,9996,2,6,6,7,6,JIGGING,4,4024,7222,26,180,65,2,1,1,0,0,1,1,0,0,0,1,1,ORIGINAL,01,07,11,2021,0,0,103,1030175,4,750,0,,Y,2,2021-369901
369902,NYJL1102.pdf,3699,36,6,BLOCK CANYON,36,1530,0589,7727,2,1600,00163571.tif,07/11/2021,3,1102,1,1,2,2,1,NY,4656,9996,2,6,6,11,14,6,5,3950,7114,85,1800,73,2,1,0,1,1,1,1,0,0,0,0,1,ORIGINAL,02,07,11,2021,0,0,103,1030589,4,748,0,,Y,2,2021-369902
369903,NYJL1102.pdf,3699,36,6,FISH TALES,36,1630,0589,7727,2,1650,00163573.tif,07/11/2021,3,1102,1,1,2,1,1,NY,4656,9996,2,6,6,7,24,6,4,4000,7120,997,1800,68,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,03,07,11,2021,0,0,103,1030589,4,754,0,,N,1,2021-369903
369904,NYJL1102.pdf,3699,36,6,DIP,36,1715,0175,7727,2,1730,00163575.tif,07/11/2021,3,1102,1,1,2,2,1,NY,4656,9996,2,6,6,7,8,6,3,3955,7144,80,3000,75,2,2,0,0,0,1,1,0,0,0,0,1,ORIGINAL,04,07,11,2021,0,0,103,1030175,4,753,0,,Y,2,2021-369904
369905,NYJL1102.pdf,3699,36,6,ATLANTIC PRINCESS,36,1730,0175,7727,2,1750,00163576.tif,07/11/2021,3,1102,1,1,2,2,1,NY,4656,9996,2,6,6,6,9,6,6,9998,9998,70,150,72,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,05,07,11,2021,0,0,103,1030175,4,751,0,,Y,2,2021-369905
369906,NYJL1102.pdf,3699,36,6,S SHINNECOCK,36,1755,0175,7727,1,1810,00163578.tif,07/11/2021,3,1102,1,1,2,2,1,NY,4656,9996,2,6,6,3,6,6,5,9998,9998,25,160,69,2,1,0,0,1,0,0,1,0,0,0,1,ORIGINAL,06,07,11,2021,0,0,103,1030175,4,752,0,,Y,2,2021-369906
369907,NYJL1102.pdf,3699,36,6,COIMBRA WRECK,36,1715,0175,7727,2,1845,00163580.tif,07/11/2021,3,1102,1,1,2,3,1,NY,4656,9996,2,6,6,7,9,6,4,4024,7222,30,205,66,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,07,07,11,2021,0,0,103,1030175,4,749,0,,Y,2,2021-369907
369908,NYJL1102.pdf,3699,36,6,SE SHINNECOCK,36,1905,0175,7727,1,1925,00163582.tif,07/11/2021,3,1102,1,1,2,3,1,NY,3591,9996,2,6,6,4,8,6,6,9998,9998,15,150,71,2,1,0,0,1,0,0,1,0,0,0,1,ORIGINAL,08,07,11,2021,0,0,103,1030175,4,747,0,,Y,2,2021-369908
370001,NYJL1106.pdf,3700,36,6,SE SHINNECOCK,36,1545,0175,7727,1,1640,00163587.tif,07/10/2021,3,1106,1,1,2,3,1,NY,3551,9996,2,6,6,3,5,6,3,9998,9998,18,160,71,2,1,0,0,1,0,0,1,0,0,0,1,ORIGINAL,01,07,10,2021,0,0,103,1030175,4,767,0,,Y,2,2021-370001
370101,NYJL1107.pdf,3701,36,6,FINGERS,36,1445,0342,7517,2,1515,00163591.tif,07/11/2021,2,1107,1,1,2,2,1,NY,4711,9996,2,6,6,3,7,6,3,4055,7056,56,230,75,2,2,0,0,0,1,1,0,0,0,0,1,ORIGINAL,01,07,11,2021,0,0,103,1030342,4,768,0,,Y,2,2021-370101
370301,NYJL1204.pdf,3703,36,6,CIA GROUNDS,36,1200,0137,7466,2,1720,00163598.tif,07/11/2021,4,1204,1,1,2,2,1,NY,4670,9996,2,6,6,7,6,6,4,4056,7143,22,186,64,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,11,2021,0,0,103,1030137,4,789,1,Q15;,Y,2,2021-370301
370302,NYJL1204.pdf,3703,36,6,BLOCK CANYON,36,1530,0085,7466,2,1830,00163600.tif,07/11/2021,4,1204,1,1,2,2,2,NY,4711,4691,2,6,6,9,8,6,5,3950,7114,85,1500,71,1,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,02,07,11,2021,0,0,103,1030085,4,792,0,,N,2,2021-370302
370303,NYJL1204.pdf,3703,36,2650,BLOCK CANYON,36,1805,0085,7466,2,1941,00163602.tif,07/11/2021,4,1204,1,1,2,2,1,NY,4711,1050,1,MONTAUK CANYON CHALLENGE,6,8,17,6,6,3950,7114,95,1600,72,2,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,03,07,11,2021,0,0,103,1030085,4,43,0,,Y,1,2021-370303
370304,NYJL1204.pdf,3703,36,6,ATLANTIS CANYON,36,1900,0085,7466,2,2015,00163604.tif,07/11/2021,4,1204,1,2,1,3,6,NY,4711,4691,2,6,6,8,13,6,4,3947,7013,80,1300,72,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,04,07,11,2021,0,0,103,1030085,4,790,0,,Y,2,2021-370304
370305,NYJL1204.pdf,3703,36,6,BLOCK CANYON,36,1800,0137,7466,2,2128,00163606.tif,07/11/2021,4,1204,1,1,2,1,1,NY,4328,9996,2,6,6,2,4,6,4,3950,7114,70,1500,70,1,2,1,0,1,0,0,0,1,0,0,1,ORIGINAL,05,07,11,2021,0,0,103,1030137,4,791,0,,Y,2,2021-370305
370701,VAJL1102.pdf,3707,51,6,NORFOLK CANYON,51,1730,0002,6633,2,1745,00163618.tif,07/10/2021,1,1102,1,1,2,2,1,VA,4711,9996,2,6,6,9,6,6,5,3705,7435,70,600,75,1,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,01,07,10,2021,0,0,810,8100002,7,907,0,,Y,1,2021-370701
370702,VAJL1102.pdf,3707,51,6,NORFOLK CANYON,51,1740,0002,6633,2,1805,00163620.tif,07/10/2021,1,1102,1,2,1,3,1,VA,4711,1050,2,6,6,11,7,6,6,3705,7435,60,900,77,1,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,02,07,10,2021,0,0,810,8100002,7,911,0,,Y,1,2021-370702
370703,VAJL1102.pdf,3707,51,6,NORFOLK CANYON,51,1755,0002,6633,1,1813,00163622.tif,07/10/2021,1,1102,1,1,2,2,1,VA,2161,9996,2,6,6,7,8,6,8,3705,7435,60,1200,78,1,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,03,07,10,2021,1,0,810,8100002,7,910,0,,Y,2,2021-370703
370704,VAJL1102.pdf,3707,51,6,300 LINE,51,1810,0002,6633,2,1823,00163624.tif,07/10/2021,1,1102,1,1,2,2,1,VA,4711,9996,2,6,6,6,9,6,6,9998,9998,60,600,76,1,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,04,07,10,2021,0,0,810,8100002,7,909,0,,Y,2,2021-370704
370705,VAJL1102.pdf,3707,51,6,NORFOLK CANYON,51,1815,0091,6633,1,1847,00163626.tif,07/10/2021,1,1102,1,1,2,2,1,VA,4711,9996,2,6,6,6,8,6,5,3705,7435,62,480,74,1,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,05,07,10,2021,1,0,810,8100091,7,908,0,,Y,1,2021-370705
370901,VAJL1201.pdf,3709,51,6,NORFOLK CANYON,51,1500,0088,7924,2,1600,00163632.tif,07/11/2021,3,1201,1,2,1,3,1,VA,4711,9996,2,6,6,10,6,6,9,9998,9998,61,330,78,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,01,07,11,2021,0,0,810,8100088,7,950,0,,Y,2,2021-370901
371001,VAJL1205.pdf,3710,37,6,NORFOLK CANYON,51,1545,0088,7920,2,1620,00163636.tif,07/10/2021,3,1205,1,2,1,3,6,NC,4711,9996,2,6,6,9,6,6,6,3705,7435,64,600,78,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,01,07,10,2021,0,0,810,8100088,7,962,0,,N,2,2021-371001
371002,VAJL1205.pdf,3710,51,6,NORFOLK CANYON,51,1652,0088,7920,2,1704,00163638.tif,07/10/2021,3,1205,1,2,1,3,7,VA,4711,1050,2,6,6,8,10,6,6,3705,7435,65,780,77,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,07,10,2021,0,0,810,8100088,7,960,0,,Y,1,2021-371002
371003,VAJL1205.pdf,3710,37,6,NORFOLK CANYON,51,1759,0088,7920,2,1805,00163640.tif,07/10/2021,3,1205,1,2,1,3,7,NC,4711,9996,2,6,6,10,7,6,6,3705,7435,64,300,76,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,03,07,10,2021,1,0,810,8100088,7,963,0,,Y,2,2021-371003
371004,VAJL1205.pdf,3710,51,6,300 LINE,51,1815,0088,7920,1,1827,00163642.tif,07/10/2021,3,1205,1,1,2,2,7,VA,2171,2161,2,6,6,6,7,6,6,9998,9998,60,600,79,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,04,07,10,2021,1,0,810,8100088,7,961,0,,Y,2,2021-371004
371005,VAJL1205.pdf,3710,51,6,NORFOLK CANYON,51,1745,0088,7920,2,1836,00163644.tif,07/10/2021,3,1205,1,1,2,2,7,VA,4711,9996,2,6,6,5,8,6,6,3705,7455,64,3600,76,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,05,07,10,2021,0,0,810,8100088,7,964,0,,Y,2,2021-371005
371006,VAJL1205.pdf,3710,51,6,NORFOLK CANYON,51,1815,0088,7920,2,1843,00163646.tif,07/10/2021,3,1205,1,1,2,1,7,VA,4711,9996,2,6,6,10,7,6,6,3705,7435,60,600,75,2,1,1,0,1,0,1,0,0,0,0,2,ORIGINAL,06,07,10,2021,1,0,810,8100088,7,959,0,,Y,2,2021-371006
371007,VAJL1205.pdf,3710,51,6,NORFOLK CANYON,51,1820,0088,7920,2,1852,00163648.tif,07/10/2021,3,1205,1,2,1,3,6,VA,4711,4691,2,6,6,97,8,6,6,3705,7435,65,450,75,2,1,1,0,1,0,1,0,0,0,0,2,ORIGINAL,07,07,10,2021,1,0,810,8100088,7,958,0,,Y,2,2021-371007
375001,MDJL2104.pdf,3750,24,6,HOT DOG,24,1620,1493,6936,2,1635,00163664.tif,07/12/2021,5,2104,1,2,1,3,1,MD,4711,9996,2,6,6,12,8,6,6,3806,7417,38,115,70,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,12,2021,0,0,047,0471493,6,369,0,,Y,1,2021-375001
375002,MDJL2104.pdf,3750,24,6,HOT DOG,24,1640,1493,6936,2,1655,00163666.tif,07/12/2021,5,2104,1,2,1,3,1,MD,4711,9996,2,6,6,12,8,6,6,3806,7417,30,180,74,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,12,2021,0,0,047,0471493,6,368,0,,Y,1,2021-375002
375003,MDJL2104.pdf,3750,37,6,HOT DOG,24,1710,1493,6936,2,1730,00163668.tif,07/12/2021,5,2104,1,2,1,3,1,NC,4711,9996,2,6,6,10,8,6,4,3806,7417,39,140,72,2,1,0,0,1,1,1,0,1,0,0,1,ORIGINAL,03,07,12,2021,0,0,047,0471493,6,367,0,,Y,1,2021-375003
375101,MDJL2202.pdf,3751,24,6,HOT DOG,24,1617,0853,7844,1,1625,00163672.tif,07/12/2021,3,2202,1,2,1,3,1,MD,4711,9996,2,6,6,3,8,6,6,3806,7417,40,110,72,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,01,07,12,2021,0,0,047,0470853,6,420,0,,Y,1,2021-375101
375201,MDJL2205.pdf,3752,24,6,HOT DOG,24,1445,0938,6555,1,1500,00163676.tif,07/12/2021,7,2205,1,2,1,3,1,MD,4711,9996,2,6,6,4,6,6,6,3806,7417,50,400,73,2,1,1,0,1,0,1,0,1,0,0,1,ORIGINAL,01,07,12,2021,0,0,047,0470938,6,429,0,,N,1,2021-375201
375202,MDJL2205.pdf,3752,10,6,HOT DOG,24,1555,0938,6555,2,1600,00163678.tif,07/12/2021,7,2205,1,1,2,2,1,DE,4711,9996,2,6,6,8,4,6,4,3806,7407,50,400,71,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,12,2021,0,0,047,0470938,6,430,0,,Y,1,2021-375202
375301,NHJL2107.pdf,3753,33,6,OLD SCANTUM,33,1800,0020,7915,1,1835,00163682.tif,07/12/2021,3,2107,1,1,2,3,1,NH,4671,9996,2,6,6,4,6,6,3,4250,7025,18,180,63,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,12,2021,0,0,015,0150020,1,568,0,,Y,2,2021-375301
375901,NYJL2116.pdf,3759,36,2650,VEATCH CANYON,36,1130,0175,7727,2,1345,00163701.tif,07/12/2021,3,2116,1,1,2,2,1,NY,4656,9996,1,MONTAUK CANYON CHALLENGE,6,11,38,6,6,3952,6933,997,1300,77,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,12,2021,0,0,103,1030175,4,49,1,Q20;,Y,2,2021-375901
375902,NYJL2116.pdf,3759,36,6,FISH TALES,36,1445,0589,7727,2,1525,00163703.tif,07/12/2021,3,2116,1,1,2,3,1,NY,4656,9996,2,6,6,11,48,6,6,4000,7120,75,1000,74,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,12,2021,0,0,103,1030589,4,820,1,Q20;,Y,1,2021-375902
375903,NYJL2116.pdf,3759,36,2650,TAILS BLOCK,36,1430,0169,7727,2,1630,00163705.tif,07/12/2021,3,2116,1,1,2,3,1,NY,4656,9996,1,MONTAUK CANYON CHALLENGE,6,11,30,DRIFTING,1,3950,7114,100,2000,73,2,1,1,0,1,1,1,0,0,0,1,1,ORIGINAL,03,07,12,2021,1,0,103,1030169,4,48,0,,Y,2,2021-375903
376001,RIJL1203.pdf,3760,44,6,TUNA RIDGE,44,1240,4047,7929,2,1240,00163710.tif,07/11/2021,11,1203,1,1,2,3,1,RI,4676,9996,2,6,6,6,4,6,3,4055,7116,25,185,64,1,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,11,2021,0,0,009,0094047,3,859,0,,Y,2,2021-376001
376002,RIJL1203.pdf,3760,44,6,SO BLOCK ISLAND,44,1345,0414,7929,2,1415,00163712.tif,07/11/2021,11,1203,1,1,2,2,1,RI,4677,9996,2,6,6,8,3,6,4,9998,9998,10,150,68,2,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,02,07,11,2021,0,0,009,0090414,3,858,0,,Y,2,2021-376002
376003,RIJL1203.pdf,3760,44,6,THE GULLY,44,1515,0414,7929,2,1520,00163714.tif,07/11/2021,11,1203,1,1,2,2,2,RI,4677,9996,2,6,6,4,5,6,4,4102,7122,5,90,68,2,2,1,0,0,1,1,0,0,0,0,1,ORIGINAL,03,07,11,2021,0,0,009,0090414,3,863,0,,N,2,2021-376003
376004,RIJL1203.pdf,3760,44,6,COXES LEDGE,44,1515,0414,7929,2,1530,00163715.tif,07/11/2021,11,1203,1,1,2,2,2,RI,4677,9996,2,6,6,5,4,6,2,4103,7109,27,160,64,2,2,0,0,0,1,1,0,0,0,0,1,ORIGINAL,04,07,11,2021,0,0,009,0090414,3,862,0,,Y,2,2021-376004
376005,RIJL1203.pdf,3760,44,6,COXES LEDGE,44,1610,0414,7929,2,1615,00163716.tif,07/11/2021,11,1203,1,1,2,2,2,RI,4677,9996,2,6,6,7,7,6,2,4103,7109,15,160,67,2,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,05,07,11,2021,0,0,009,0090414,3,860,0,,Y,1,2021-376005
376006,RIJL1203.pdf,3760,44,6,THE GULLY,44,1600,4047,7929,2,1720,00163718.tif,07/11/2021,11,1203,1,1,2,2,6,RI,4677,9996,2,6,6,4,8,6,2,4102,7122,20,130,68,2,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,06,07,11,2021,0,0,009,0094047,3,864,0,,N,2,2021-376006
376007,RIJL1203.pdf,3760,44,6,THE GULLY,44,1730,0414,7929,2,1740,00163720.tif,07/11/2021,11,1203,1,1,2,2,2,RI,4677,9996,2,6,6,5,4,6,2,4102,7122,10,140,64,1,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,07,07,11,2021,0,0,009,0090414,3,861,0,,Y,1,2021-376007
376201,RIJL2215.pdf,3762,09,6,COXES LEDGE,44,1715,0451,7932,2,1725,00163727.tif,07/12/2021,15,2215,1,1,2,2,2,CT,4677,4711,2,6,6,4,10,6,1,4105,7110,40,170,67,1,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,01,07,12,2021,0,0,009,0090451,3,895,0,,N,2,2021-376201
376202,RIJL2215.pdf,3762,09,6,MUD HOLE,44,1755,0368,7932,2,1755,00163729.tif,07/12/2021,15,2215,1,1,2,1,6,CT,4677,4691,2,6,6,4,6,6,2,4100,7120,25,200,98,2,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,02,07,12,2021,0,0,009,0090368,3,897,0,,N,2,2021-376202
376203,RIJL2215.pdf,3762,12,6,ATLANTIS CANYON,44,1830,0452,7932,2,1840,00163731.tif,07/12/2021,15,2215,1,1,2,4,6,FL,4677,4691,2,6,6,9,16,6,7,3947,7013,80,150,98,1,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,03,07,12,2021,0,0,009,0090452,3,896,1,Q16B;,N,2,2021-376203
376301,VAJL1104.pdf,3763,10,6,PARKING LOT,51,1640,0039,7652,2,1645,00163735.tif,07/10/2021,8,1104,3,1,2,2,1,DE,4711,1050,2,6,6,7,7,6,3,3740,7450,27,100,72,2,2,0,0,1,0,1,0,0,0,0,1,ORIGINAL,01,07,10,2021,0,0,001,0010039,7,912,0,,Y,2,2021-376301
376401,VAJL1112.pdf,3764,51,6,NORFOLK CANYON,51,1700,0091,7925,2,1710,00163738.tif,07/11/2021,1,1112,1,2,1,3,7,VA,4711,4691,2,6,6,10,7,6,5,3705,7435,62,360,75,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,01,07,11,2021,0,0,810,8100091,7,918,0,,Y,1,2021-376401
376402,VAJL1112.pdf,3764,51,6,NORFOLK CANYON,51,1715,0091,7925,2,1730,00163740.tif,07/11/2021,1,1112,1,2,1,3,7,VA,4711,4691,2,6,6,9,7,6,5,3705,7435,65,500,75,1,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,07,11,2021,0,0,810,8100091,7,916,0,,Y,2,2021-376402
376403,VAJL1112.pdf,3764,51,6,NORFOLK CANYON,51,1730,0002,7925,2,1745,00163742.tif,07/11/2021,1,1112,1,2,1,3,1,VA,4711,4691,2,6,6,12,5,6,7,3705,7435,65,648,76,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,03,07,11,2021,0,0,810,8100002,7,919,0,,Y,1,2021-376403
376404,VAJL1112.pdf,3764,51,6,NORFOLK CANYON,51,1700,0002,7925,2,1800,00163744.tif,07/11/2021,1,1112,1,2,1,3,7,VA,4711,1050,2,6,6,5,12,6,6,3705,7435,63,330,79,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,04,07,11,2021,0,0,810,8100002,7,917,0,,Y,2,2021-376404
376501,VAJL2207.pdf,3765,51,6,NORFOLK CANYON,51,1700,0002,7918,2,1710,00163748.tif,07/12/2021,1,2207,1,2,1,3,7,VA,4711,9996,2,6,6,11,7,6,2,3705,7435,60,600,78,1,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,01,07,12,2021,1,0,810,8100002,7,1021,0,,Y,1,2021-376501
377601,MAJL2114.pdf,3776,25,6,IPSWICH BAY,25,1700,1657,7914,12,1700,00163764.tif,07/13/2021,14,2114,1,1,2,1,1,MA,4679,9996,2,6,6,3,1,6,2,4243,7040,15,220,98,2,1,1,1,1,0,0,0,0,1,0,1,ORIGINAL,01,07,13,2021,0,0,009,0091657,2,513,0,,Y,2,2021-377601
377801,MAJL2120.pdf,3778,25,6,MIDDLE CAPE COD,25,1420,0273,7944,2,1440,00163770.tif,07/12/2021,2,2120,3,1,2,8,6,MA,4671,9996,2,6,6,4,10,6,2,9998,9998,10,130,62,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,12,2021,0,0,001,0010273,2,516,0,,N,2,2021-377801
377901,MAJL2201.pdf,3779,34,6,REGAL SWORD,25,1530,0406,7821,2,1545,00163774.tif,07/12/2021,6,2201,1,2,2,3,2,NJ,4679,9996,2,6,6,3,5,6,3,9999,9999,25,260,61,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,12,2021,0,0,001,0010406,2,528,0,,Y,2,2021-377901
378101,MDJL2206.pdf,3781,24,6,HOT DOG,24,1515,0024,6555,12,1530,00163780.tif,07/13/2021,2,2206,1,2,1,3,1,MD,4711,9996,2,6,6,11,7,6,6,3806,7417,60,800,72,2,1,0,0,1,1,1,0,1,0,0,1,ORIGINAL,01,07,13,2021,0,0,047,0470024,6,433,0,,Y,1,2021-378101
378102,MDJL2206.pdf,3781,24,6,BALTIMORE CANYON,24,1630,0024,6555,12,1700,00163782.tif,07/13/2021,2,2206,1,2,1,3,1,MD,4711,7777,2,6,6,12,7,6,5,3814,7350,60,1000,74,2,1,1,0,1,1,1,0,1,0,0,1,ORIGINAL,02,07,13,2021,0,0,047,0470024,6,431,0,,Y,2,2021-378102
378103,MDJL2206.pdf,3781,24,6,HOT DOG,24,1710,0024,6555,12,1725,00163784.tif,07/13/2021,2,2206,1,2,1,3,1,MD,4711,9996,2,6,6,5,7,6,4,3806,7417,60,2600,71,2,1,1,0,1,1,1,0,1,0,0,1,ORIGINAL,03,07,13,2021,0,0,047,0470024,6,432,0,,Y,2,2021-378103
378201,NHJL1205.pdf,3782,33,6,JEFFREYS LEDGE,33,1900,1970,7799,1,2055,00163789.tif,07/10/2021,1,1205,3,2,2,3,2,NH,4671,9996,2,6,6,3,10,6,6,4255,7010,30,110,61,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,10,2021,0,0,015,0151970,1,557,0,,Y,1,2021-378201
