tracker,faxno,batch,ppstfips,tcode,location,stcode,returnt,siteno,intcode,hook,inttime,tifno,intdate,cluster,control,sitetype,prim_op,todayt,category,perm_ver,ppstate,prim1,prim2,tourn,tourn_name,hook_oth,lines,fhours,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,proxy,catch,interr,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,contact,filestat,docno,month,day,year,enterr,permismt,county,site_no,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
390303,VAJL2105.pdf,3903,51,6,NORFOLK CANYON,51,1700,0088,7871,2,1745,00164743.tif,07/16/2021,3,2105,1,2,1,3,1,VA,4711,9996,2,6,6,10,7,6,5,3705,7435,70,1200,78,1,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,03,07,16,2021,0,0,810,8100088,7,978,0,,Y,2,2021-390303
390304,VAJL2105.pdf,3903,37,6,NORFOLK CANYON,51,1700,0088,7871,2,1800,00164745.tif,07/16/2021,3,2105,1,2,1,3,6,NC,4711,9996,2,6,6,8,6,6,6,3705,7435,71,1200,78,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,04,07,16,2021,0,0,810,8100088,7,980,0,,N,2,2021-390304
390401,VAJL2126.pdf,3904,51,6,NORFOLK CANYON SO,51,1700,0002,7925,2,1710,00164689.tif,07/16/2021,1,2126,1,1,2,2,7,VA,4711,4691,2,6,6,9,7,6,5,9998,9998,60,550,78,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,16,2021,0,0,810,8100002,7,1005,0,,Y,1,2021-390401
390402,VAJL2126.pdf,3904,37,6,NORFOLK CANYON,51,1740,0002,7925,2,1745,00164691.tif,07/16/2021,1,2126,1,1,2,2,7,NC,4711,4691,2,6,6,8,9,6,6,3705,7435,60,300,78,1,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,07,16,2021,0,0,810,8100002,7,1004,0,,Y,2,2021-390402
390403,VAJL2126.pdf,3904,51,6,NORFOLK CANYON,51,1744,0002,7925,1,1752,00164693.tif,07/16/2021,1,2126,1,2,1,3,7,VA,4711,2161,2,6,6,4,7,6,2,3705,7435,62,500,78,2,1,1,1,0,0,1,0,0,0,0,1,ORIGINAL,03,07,16,2021,0,0,810,8100002,7,1003,0,,Y,1,2021-390403
390404,VAJL2126.pdf,3904,51,6,CIGAR,51,1745,0091,7925,2,1800,00164695.tif,07/16/2021,1,2126,1,2,1,3,7,VA,4711,4691,2,6,6,9,8,6,5,3630,7450,63,900,77,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,04,07,16,2021,1,0,810,8100091,7,1002,0,,Y,2,2021-390404
391501,DEJL1201.pdf,3915,10,6,BALTIMORE CANYON,10,1711,1599,6783,2,1718,00164701.tif,07/17/2021,2,1201,1,1,2,2,1,DE,4711,9996,2,6,6,10,10,6,5,3814,7350,65,600,78,1,2,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,17,2021,0,0,005,0051599,6,205,0,,Y,2,2021-391501
391601,DEJL1202.pdf,3916,12,6,HOT DOG,10,1708,1599,6783,1,1715,00164704.tif,07/18/2021,2,1202,1,1,2,2,1,FL,4711,9996,2,6,6,4,4,6,3,3806,7417,40,120,74,1,2,0,0,1,1,1,0,1,0,0,2,ORIGINAL,01,07,18,2021,0,0,005,0051599,6,206,0,,N,2,2021-391601
391701,DEJL2103.pdf,3917,10,6,30 FATHOM LINE,10,1620,1599,6783,1,1632,00164707.tif,07/19/2021,2,2103,1,2,1,3,1,DE,4711,9996,2,6,6,4,5,6,2,9998,9998,50,120,73,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,01,07,19,2021,0,0,005,0051599,6,219,0,,Y,1,2021-391701
391702,DEJL2103.pdf,3917,10,6,POOR MANS CANYON,10,1707,1599,6783,2,1718,00164709.tif,07/19/2021,2,2103,1,2,1,3,7,DE,4711,9996,2,6,6,10,7,6,6,3752,7406,60,100,75,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,07,19,2021,0,0,005,0051599,6,221,0,,Y,1,2021-391702
391703,DEJL2103.pdf,3917,10,6,HOT DOG,10,1806,1599,6783,1,1820,00164711.tif,07/19/2021,2,2103,3,1,2,2,7,DE,4711,9996,2,6,6,7,7,6,4,3806,7417,60,1000,77,2,2,1,0,1,1,1,0,1,0,0,1,ORIGINAL,03,07,19,2021,0,0,005,0051599,6,220,0,,Y,2,2021-391703
392001,MAJL1211.pdf,3920,25,6,STELLWAGEN BANK,25,1715,0213,7887,1,1730,00164719.tif,07/17/2021,9,1211,1,2,2,3,2,MA,4671,4679,2,6,6,3,6,6,4,4216,7017,20,120,68,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,17,2021,1,0,023,0230213,2,499,0,,N,2,2021-392001
392101,MAJL2123.pdf,3921,25,6,REGAL SWORD,25,1530,0392,7821,1,1530,00164722.tif,07/16/2021,4,2123,1,1,2,3,2,MA,4679,4671,2,6,6,3,5,6,3,9999,9999,28,270,62,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,16,2021,0,0,001,0010392,2,518,0,,Y,2,2021-392101
392102,MAJL2123.pdf,3921,25,6,REGAL SWORD,25,1550,0392,7821,1,1600,00164724.tif,07/16/2021,4,2123,1,1,2,1,2,MA,4679,9996,2,6,6,2,1,6,3,9999,9999,28,265,99,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,02,07,16,2021,0,0,001,0010392,2,517,0,,Y,2,2021-392102
392401,MAJL2215.pdf,3924,25,6,REGAL SWORD,25,1712,0392,7944,1,1712,00164732.tif,07/19/2021,4,2215,3,2,2,3,1,MA,4679,4671,2,6,6,3,12,DRIFTING,2,4128,6920,35,250,67,2,1,1,1,0,0,0,0,0,1,1,1,ORIGINAL,01,07,19,2021,0,0,001,0010392,2,535,0,,Y,2,2021-392401
392601,MAJL2217.pdf,3926,25,6,JEFFREYS LEDGE,25,1515,9005,7907,1,1530,00164750.tif,07/20/2021,35,2217,1,2,2,3,1,MA,4671,9996,2,6,6,2,5,6,2,4255,7010,25,95,64,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,20,2021,0,0,009,0099005,2,536,0,,Y,2,2021-392601
392801,MDJL1104.pdf,3928,24,6,HAMBONE,24,1600,0022,6447,2,1610,00164756.tif,07/18/2021,2,1104,1,2,1,3,1,MD,4711,9996,2,6,6,10,8,6,6,3811,7424,40,150,72,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,18,2021,0,0,047,0470022,6,279,0,,Y,2,2021-392801
392901,MDJL2112.pdf,3929,24,6,WASHINGTON CANYON,24,1604,0019,7945,1,1620,00164761.tif,07/20/2021,1,2112,1,1,2,2,1,MD,4711,9996,2,6,6,7,8,6,6,3729,7430,60,600,68,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,20,2021,0,0,047,0470019,6,384,0,,Y,2,2021-392901
392902,MDJL2112.pdf,3929,24,6,HAMBONE,24,1700,0004,7945,2,1730,00164763.tif,07/20/2021,1,2112,1,2,1,3,1,MD,4711,9996,2,6,6,10,12,6,3,3811,7424,32,140,98,2,2,0,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,20,2021,0,0,047,0470004,6,385,0,,Y,2,2021-392902
392903,MDJL2112.pdf,3929,24,6,ROCK PILE,24,1735,0019,7945,1,1745,00164764.tif,07/20/2021,1,2112,1,1,2,2,1,MD,2161,4711,2,6,6,5,7,6,4,3740,7419,50,260,98,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,03,07,20,2021,0,0,047,0470019,6,383,0,,Y,2,2021-392903
393001,MDJL2116.pdf,3930,24,6,HOT DOG,24,1710,0856,6555,1,1715,00164768.tif,07/19/2021,4,2116,3,1,2,2,1,MD,4711,9996,2,6,6,4,8,6,4,3806,7417,50,400,77,1,2,1,0,1,1,0,0,1,0,0,1,ORIGINAL,01,07,19,2021,1,0,047,0470856,6,407,0,,Y,2,2021-393001
393101,MDJL2117.pdf,3931,34,6,MAMBONE,24,1445,0856,6555,1,1450,00164771.tif,07/20/2021,4,2117,3,1,2,2,2,NJ,4711,9996,2,6,6,6,5,6,4,3811,7424,35,140,77,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,20,2021,0,0,047,0470856,6,415,0,,Y,2,2021-393101
393102,MDJL2117.pdf,3931,42,6,FINGERS,24,1450,0856,6555,2,1455,00164773.tif,07/20/2021,4,2117,3,1,2,8,6,PA,1050,9996,2,6,6,3,6,6,2,3812,7436,40,140,73,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,20,2021,0,0,047,0470856,6,419,0,,N,2,2021-393102
393103,MDJL2117.pdf,3931,36,6,BALTIMORE CANYON,24,1530,0856,6555,2,1535,00164775.tif,07/20/2021,4,2117,3,1,2,2,2,NY,4711,9996,2,6,6,8,5,6,2,3814,7450,60,600,78,2,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,03,07,20,2021,0,0,047,0470856,6,412,0,,Y,2,2021-393103
393104,MDJL2117.pdf,3931,10,6,HOT DOG,24,1555,0856,6555,2,1600,00164777.tif,07/20/2021,4,2117,3,1,2,2,1,DE,4711,9996,2,6,6,7,6,6,3,3806,7417,50,300,74,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,04,07,20,2021,0,0,047,0470856,6,413,0,,Y,2,2021-393104
393105,MDJL2117.pdf,3931,24,6,MASSEYS CANYON,24,1600,0856,6555,2,1605,00164779.tif,07/20/2021,4,2117,3,1,2,2,1,MD,4711,9996,2,6,6,8,7,6,3,3825,7420,40,200,75,2,2,1,0,1,0,0,0,1,0,0,1,ORIGINAL,05,07,20,2021,0,0,047,0470856,6,414,0,,Y,2,2021-393105
393106,MDJL2117.pdf,3931,24,6,WASHINGTON CANYON,24,1605,0856,6555,2,1610,00164780.tif,07/20/2021,4,2117,3,1,2,2,1,MD,4711,9996,2,6,6,7,4,6,3,3729,7430,60,600,78,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,06,07,20,2021,1,0,047,0470856,6,411,0,,Y,2,2021-393106
393107,MDJL2117.pdf,3931,24,6,BALTIMORE CANYON 100 FATHOM,24,1615,0856,6555,12,1620,00164782.tif,07/20/2021,4,2117,3,1,2,2,1,MD,4711,1050,2,6,6,8,8,6,4,3814,7350,60,600,76,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,07,07,20,2021,0,0,047,0470856,6,409,0,,Y,2,2021-393107
393108,MDJL2117.pdf,3931,24,6,BALTIMORE CANYON 100 FATHOM,24,1620,0856,6555,12,1625,00164784.tif,07/20/2021,4,2117,3,1,2,2,1,MD,4711,9996,2,6,6,6,6,6,3,3814,7450,60,600,75,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,08,07,20,2021,0,0,047,0470856,6,408,0,,Y,2,2021-393108
393109,MDJL2117.pdf,3931,10,6,WASHINGTON CANYON,24,1625,0856,6555,12,1630,00164786.tif,07/20/2021,4,2117,3,1,2,2,1,DE,4711,9996,2,6,6,9,6,6,4,3728,7430,60,800,76,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,09,07,20,2021,0,0,047,0470856,6,416,0,,Y,2,2021-393109
393110,MDJL2117.pdf,3931,24,6,WASHINGTON CANYON,24,1630,0856,6555,12,1635,00164788.tif,07/20/2021,4,2117,3,1,2,2,1,MD,4711,1050,2,6,6,6,7,6,2,3729,7430,60,800,75,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,10,07,20,2021,0,0,047,0470856,6,410,0,,Y,2,2021-393110
393111,MDJL2117.pdf,3931,24,6,POOR MANS CANYON,24,1635,0856,6555,12,1640,00164790.tif,07/20/2021,4,2117,3,1,2,2,1,MD,4711,9996,2,6,6,8,7,6,3,3752,7406,65,2800,76,2,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,11,07,20,2021,0,0,047,0470856,6,417,0,,Y,2,2021-393111
393112,MDJL2117.pdf,3931,24,6,HOT DOG,24,1640,0856,6555,1,1650,00164791.tif,07/20/2021,4,2117,3,1,2,8,6,MD,4711,9996,2,6,6,2,7,6,2,3806,7417,50,300,78,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,12,07,20,2021,0,0,047,0470856,6,418,0,,N,2,2021-393112
393201,MDJL2217.pdf,3932,24,6,POOR MANS CANYON,24,1535,0853,6447,2,1730,00164795.tif,07/19/2021,3,2217,1,2,2,3,1,MD,4711,9996,2,6,6,11,7,6,5,3752,7406,54,800,76,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,19,2021,0,0,047,0470853,6,466,0,,Y,2,2021-393201
393301,MDJL2218.pdf,3933,24,6,POOR MANS CANYON,24,1545,1493,6936,2,1555,00164799.tif,07/19/2021,5,2218,1,2,1,3,1,MD,4711,9996,2,6,6,6,7,6,2,3752,7406,60,600,77,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,19,2021,0,0,047,0471493,6,468,0,,Y,1,2021-393301
393302,MDJL2218.pdf,3933,24,6,HOT DOG,24,1545,1493,6936,1,1615,00164801.tif,07/19/2021,5,2218,1,2,1,3,1,MD,4711,9996,2,6,6,5,8,6,6,3806,7417,40,240,77,1,1,0,1,1,0,0,0,1,0,0,1,ORIGINAL,02,07,19,2021,0,0,047,0471493,6,470,0,,Y,2,2021-393302
393303,MDJL2218.pdf,3933,24,6,POOR MANS CANYON,24,1615,1493,6936,2,1645,00164803.tif,07/19/2021,5,2218,1,1,2,2,2,MD,4711,9996,2,6,6,8,10,6,4,3752,7406,62,420,77,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,03,07,19,2021,0,0,047,0471493,6,467,0,,N,2,2021-393303
393304,MDJL2218.pdf,3933,13,6,POOR MANS CANYON,24,1645,1493,6936,12,1710,00164805.tif,07/19/2021,5,2218,1,1,2,2,6,GA,4711,7777,2,6,6,7,9,6,5,3752,7406,58,1200,77,1,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,04,07,19,2021,0,0,047,0471493,6,472,0,,N,2,2021-393304
393305,MDJL2218.pdf,3933,37,6,POOR MANS CANYON,24,1700,1493,6936,2,1720,00164807.tif,07/19/2021,5,2218,1,2,1,3,1,NC,4711,9996,2,6,6,12,8,6,6,3752,7406,50,450,77,1,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,05,07,19,2021,0,0,047,0471493,6,471,0,,Y,1,2021-393305
393306,MDJL2218.pdf,3933,24,6,BALTIMORE CANYON,24,1755,1493,6936,2,1815,00164809.tif,07/19/2021,5,2218,1,2,1,3,1,MD,4711,9996,2,6,6,12,8,6,6,3814,7350,60,600,75,1,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,06,07,19,2021,0,0,047,0471493,6,469,0,,Y,1,2021-393306
393501,NHJL1206.pdf,3935,33,6,OUTTER FLAG,33,1920,0020,7799,12,1930,00165420.tif,07/17/2021,3,1206,1,1,2,1,1,NH,4671,9996,2,6,6,2,9,6,3,4254,7031,15,170,98,2,1,1,1,0,0,0,0,0,1,0,1,REVISED,01,07,17,2021,0,0,015,0150020,1,558,0,,Y,2,2021-393501
393601,NHJL1207.pdf,3936,33,6,JEFFREYS LEDGE,33,1445,0088,7867,2,1500,00164827.tif,07/18/2021,1,1207,1,1,2,1,1,NH,4671,9996,2,6,6,2,5,6,2,4255,7010,28,204,61,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,18,2021,0,0,015,0150088,1,559,0,,Y,2,2021-393601
393602,NHJL1207.pdf,3936,33,6,JEFFREYS LEDGE,33,1530,0003,7867,2,1545,00164829.tif,07/18/2021,1,1207,1,2,1,3,7,NH,4671,9996,2,6,6,2,1,6,4,4255,7010,33,110,65,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,07,18,2021,0,0,015,0150003,1,560,0,,N,2,2021-393602
393701,NHJL2209.pdf,3937,33,6,JEFFREYS LEDGE,33,1820,1970,7633,2,1840,00164816.tif,07/19/2021,1,2209,4,2,1,3,1,NH,4671,9996,2,6,6,2,6,6,8,4255,7010,30,192,67,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,07,19,2021,0,0,015,0151970,1,583,1,Q23;,N,2,2021-393701
393801,NJJL1210.pdf,3938,34,6,WILMINGTON CANYON,34,1615,0900,7895,2,1624,00164821.tif,07/17/2021,3,1210,1,2,1,3,1,NJ,4711,9996,2,6,6,8,6,6,2,3824,7327,72,600,74,2,2,1,0,1,1,1,0,0,0,0,2,ORIGINAL,01,07,17,2021,0,0,009,0090900,5,657,0,,Y,2,2021-393801
393802,NJJL1210.pdf,3938,34,6,WILMINGTON CANYON,34,1710,0900,7895,12,1720,00164822.tif,07/17/2021,3,1210,1,1,2,1,1,NJ,2161,9996,2,6,6,6,7,6,5,3824,7327,70,600,75,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,17,2021,0,0,009,0090900,5,658,0,,Y,2,2021-393802
394101,NYJL1103.pdf,3941,36,6,FISH TALES,36,1436,0175,7727,2,1500,00164840.tif,07/17/2021,3,1103,1,1,2,2,7,NY,4656,9996,2,6,6,12,22,6,6,4000,7120,80,2000,74,2,1,1,0,1,1,1,0,0,0,0,2,ORIGINAL,01,07,17,2021,1,0,103,1030175,4,755,0,,Y,2,2021-394101
394102,NYJL1103.pdf,3941,36,6,COIMBRA WRECK,36,1615,0175,7727,2,1640,00164842.tif,07/17/2021,3,1103,1,1,2,2,1,NY,4656,9996,2,6,6,14,10,6,4,4024,7222,35,200,76,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,02,07,17,2021,0,0,103,1030175,4,756,1,Q19;,Y,1,2021-394102
394103,NYJL1103.pdf,3941,36,6,DIP,36,1600,0589,7727,2,1700,00164844.tif,07/17/2021,3,1103,1,1,2,3,7,NY,4656,9996,2,6,6,9,8,6,5,3955,7144,80,1200,75,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,03,07,17,2021,0,0,103,1030589,4,759,0,,Y,2,2021-394103
394104,NYJL1103.pdf,3941,12,6,HUDSON CANYON,36,1740,0169,7727,2,1800,00164846.tif,07/17/2021,3,1103,1,1,2,2,7,FL,4656,9996,2,6,6,8,10,6,4,3930,7220,90,1300,76,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,04,07,17,2021,0,0,103,1030169,4,757,0,,N,2,2021-394104
394105,NYJL1103.pdf,3941,36,6,ATLANTIS CANYON,36,1850,0589,7727,2,1925,00164848.tif,07/17/2021,3,1103,1,1,2,2,7,NY,4656,9996,2,6,6,9,14,6,6,3947,7013,95,1400,78,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,05,07,17,2021,0,0,103,1030589,4,758,0,,Y,1,2021-394105
394201,NYJL1108.pdf,3942,09,2650,ATLANTIS CANYON,36,1200,0137,7466,2,1440,00164853.tif,07/17/2021,4,1108,1,1,2,2,7,CT,4711,4691,1,MONTAUK CANYON CHALLENGE,6,9,24,6,5,3947,7013,997,1600,74,2,1,1,0,1,1,1,0,1,0,0,1,ORIGINAL,01,07,17,2021,0,0,103,1030137,4,42,0,,Y,2,2021-394201
394202,NYJL1108.pdf,3942,36,6,BLOCK ISLAND SOUND,36,1400,0146,7466,2,1550,00164855.tif,07/17/2021,4,1108,1,1,2,2,1,NY,4677,9996,2,6,6,3,4,6,3,4111,7150,10,157,98,2,1,0,0,0,1,0,1,0,0,0,1,ORIGINAL,02,07,17,2021,0,0,103,1030146,4,770,0,,Y,1,2021-394202
394203,NYJL1108.pdf,3942,36,6,GULLY,36,1530,0085,7466,2,1625,00164857.tif,07/17/2021,4,1108,1,2,1,3,1,NY,4677,9996,2,6,6,9,6,6,6,4100,7120,14,150,98,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,03,07,17,2021,0,0,103,1030085,4,769,0,,Y,2,2021-394203
394301,NYJL1207.pdf,3943,44,6,HUDSON CANYON,36,1500,0134,7466,2,1820,00164862.tif,07/18/2021,4,1207,1,1,2,1,1,RI,4691,4711,2,6,6,9,30,6,2,3930,7220,100,600,75,2,1,0,0,1,1,1,0,1,0,0,1,ORIGINAL,01,07,18,2021,0,0,103,1030134,4,794,0,,Y,2,2021-394301
394302,NYJL1207.pdf,3943,36,6,BUTTERFISH HOLE,36,1831,0137,7466,1,1935,00164864.tif,07/18/2021,4,1207,1,1,2,2,7,NY,3551,3531,2,6,6,3,5,6,4,4030,7135,15,180,70,2,1,1,1,1,0,0,1,1,0,0,1,ORIGINAL,02,07,18,2021,0,0,103,1030137,4,795,0,,N,2,2021-394302
394303,NYJL1207.pdf,3943,36,6,HUDSON CANYON,36,145,0085,7466,2,2020,00164866.tif,07/18/2021,4,1207,1,1,2,1,1,NY,4711,9996,2,6,6,10,30,6,5,3930,7220,90,900,80,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,03,07,18,2021,0,0,103,1030085,4,793,1,Q15;,Y,2,2021-394303
394401,NYJL2202.pdf,3944,36,6,GULLY,36,1030,0085,7466,2,1725,00164871.tif,07/16/2021,4,2202,1,2,1,3,1,NY,4670,9996,2,6,6,6,2,6,3,4100,7120,12,180,98,2,2,0,0,0,1,1,0,0,0,0,1,ORIGINAL,01,07,16,2021,0,0,103,1030085,4,826,1,Q15;,Y,2,2021-394401
394402,NYJL2202.pdf,3944,44,2650,HUDSON CANYON,36,1450,0137,7466,2,1838,00164872.tif,07/16/2021,4,2202,1,1,2,1,2,RI,4711,1050,1,MONTAUK CANYON CHALLENGE,6,8,20,6,5,3930,7220,72,355,72,2,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,02,07,16,2021,0,0,103,1030137,4,50,0,,Y,2,2021-394402
394403,NYJL2202.pdf,3944,36,6,GULLY,36,1700,0137,7466,2,1945,00164874.tif,07/16/2021,4,2202,1,1,2,2,1,NY,4677,9996,2,6,6,7,8,6,5,4100,7120,12,180,66,2,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,03,07,16,2021,0,0,103,1030137,4,828,0,,Y,2,2021-394403
394404,NYJL2202.pdf,3944,36,6,FISH TALES,36,2000,0137,7466,2,2030,00164876.tif,07/16/2021,4,2202,1,1,2,2,7,NY,4711,4691,2,6,6,7,8,6,5,4000,7120,70,350,71,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,04,07,16,2021,0,0,103,1030137,4,830,0,,N,2,2021-394404
394405,NYJL2202.pdf,3944,36,6,SO BLOCK ISLAND,36,1600,0137,7466,2,2150,00164878.tif,07/16/2021,4,2202,1,1,2,3,6,NY,4671,9996,2,6,6,4,8,6,1,9997,9997,10,160,67,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,05,07,16,2021,0,0,103,1030137,4,827,1,Q15;Q24_LONG/LAT;,Y,2,2021-394405
394406,NYJL2202.pdf,3944,36,6,HUDSON CANYON,36,2100,0085,7466,2,2125,00164880.tif,07/16/2021,4,2202,1,1,2,2,1,NY,4711,4691,2,6,6,14,16,6,9,3930,7210,997,1200,78,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,06,07,16,2021,0,0,103,1030085,4,829,1,Q19;,Y,2,2021-394406
395001,VAJL1123.pdf,3950,51,6,NORFOLK CANYON,51,1735,0025,7652,12,1750,00164896.tif,07/17/2021,7,1123,1,1,2,2,6,VA,4711,1050,2,6,6,11,7,6,4,3705,7435,65,925,74,2,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,17,2021,0,0,001,0010025,7,949,0,,N,2,2021-395001
395101,VAJL2112.pdf,3951,51,6,NORFOLK CANYON,51,1618,0088,7696,2,1625,00164899.tif,07/20/2021,3,2112,1,2,1,3,6,VA,4656,7777,2,6,6,9,8,6,3,3705,7435,67,750,78,2,1,0,0,1,0,1,0,0,0,0,2,ORIGINAL,01,07,20,2021,1,0,810,8100088,7,989,0,,N,2,2021-395101
395102,VAJL2112.pdf,3951,51,6,7,51,1615,0088,7696,2,1634,00164901.tif,07/20/2021,3,2112,1,1,2,2,1,VA,4711,9996,2,6,6,9,8,6,6,9998,9998,60,1500,75,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,07,20,2021,1,0,810,8100088,7,988,0,,Y,1,2021-395102
395103,VAJL2112.pdf,3951,51,6,NORFOLK CANYON,51,1600,0088,7696,2,1637,00164903.tif,07/20/2021,3,2112,1,2,1,3,1,VA,4711,1050,2,6,6,8,8,6,6,3705,7435,60,600,77,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,03,07,20,2021,0,0,810,8100088,7,987,0,,Y,2,2021-395103
395104,VAJL2112.pdf,3951,51,6,200 LINE,51,1600,1832,7696,12,1707,00164905.tif,07/20/2021,3,2112,1,1,2,3,2,VA,4656,7777,2,6,6,8,7,6,3,9998,9998,64,1200,79,2,1,0,0,1,0,1,0,0,0,0,1,REVISED,04,07,20,2021,1,0,810,8101832,7,990,0,,Y,2,2021-395104
395105,VAJL2112.pdf,3951,51,6,300 LINE,51,1753,0088,7696,2,1821,00164907.tif,07/20/2021,3,2112,1,1,2,3,1,VA,4656,9996,2,6,6,10,10,6,6,9998,9998,75,1200,78,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,05,07,20,2021,0,0,810,8100088,7,986,0,,Y,1,2021-395105
395106,VAJL2112.pdf,3951,51,6,NORFOLK CANYON,51,1815,1832,7696,1,1830,00164909.tif,07/20/2021,3,2112,1,1,2,2,1,VA,7777,4656,2,6,6,6,10,6,4,3705,7435,60,99998,80,2,1,0,0,1,0,1,0,0,0,0,2,ORIGINAL,06,07,20,2021,0,0,810,8101832,7,992,0,,Y,2,2021-395106
395107,VAJL2112.pdf,3951,13,6,550 LINE,51,1919,1832,7696,1,1926,00164911.tif,07/20/2021,3,2112,1,1,2,3,6,GA,2171,2161,2,6,6,5,8,7,4,9998,9998,70,600,79,2,2,1,0,1,0,7,7,7,7,7,1,ORIGINAL,07,07,20,2021,0,0,810,8101832,7,991,0,,N,2,2021-395107
395201,VAJL2118.pdf,3952,24,6,NORFOLK CANYON,51,1630,0039,7652,2,1640,00164921.tif,07/16/2021,8,2118,3,1,2,2,7,MD,4711,4691,2,6,6,12,12,6,3,3705,7435,60,1800,79,2,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,16,2021,1,0,001,0010039,7,993,0,,Y,2,2021-395201
395301,VAJL2127.pdf,3953,51,6,WASHINGTON CANYON,51,1645,0039,7652,2,1700,00164924.tif,07/15/2021,8,2127,1,1,2,2,7,VA,1050,4711,2,6,6,11,5,6,5,3727,7427,55,700,77,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,07,15,2021,0,0,001,0010039,7,1008,0,,Y,2,2021-395301
395302,VAJL2127.pdf,3953,51,6,WASHINGTON CANYON,51,1730,0039,7652,2,1740,00164926.tif,07/15/2021,8,2127,1,1,2,2,1,VA,4711,1050,2,6,6,6,8,6,5,3727,7427,75,2050,77,1,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,02,07,15,2021,0,0,001,0010039,7,1007,0,,Y,2,2021-395302
395303,VAJL2127.pdf,3953,24,6,WASHINGTON CANYON,51,1745,0039,7652,12,1800,00164928.tif,07/15/2021,8,2127,1,1,2,3,7,MD,4711,1050,2,6,6,9,8,6,2,3727,7427,49,99998,98,2,1,1,0,0,1,1,0,0,0,0,1,ORIGINAL,03,07,15,2021,0,0,001,0010039,7,1006,0,,Y,2,2021-395303
