tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
233901,09,01,1105,1,0,,7837,3,1,3,2020,10,04,0110833,0,1,2,CTOC1105.pdf,00157934.tif,ORIGINAL,DOLPHIN,1050,2339,1,1,0,0,0,0,0,2,2020-233901
234401,10,01,2101,6,0,,6447,2,1,3,2020,10,06,0051599,0,0,2,DEOC2101.pdf,00158010.tif,ORIGINAL,YFT,4711,2344,1,1,0,0,0,0,0,3,2020-234401
234401,10,01,2101,5,0,,6447,2,1,3,2020,10,06,0051599,0,0,2,DEOC2101.pdf,00158010.tif,ORIGINAL,DOLPHIN,1050,2344,2,30,0,0,0,0,0,3,2020-234401
234402,10,02,2101,7,0,,6447,2,1,2,2020,10,06,0051599,0,0,2,DEOC2101.pdf,00158012.tif,ORIGINAL,TILEFISH,4470,2344,1,10,0,0,0,0,0,2,2020-234402
234403,10,03,2101,8,0,,6447,2,1,4,2020,10,06,0051599,0,0,2,DEOC2101.pdf,00158014.tif,ORIGINAL,YFT,4711,2344,1,2,0,0,0,0,0,3,2020-234403
234901,25,01,1102,85,0,,7674,10,2,5,2020,10,04,0010340,0,0,2,MAOC1102.pdf,00158027.tif,ORIGINAL,BFT LARGE MEDIUM,4679,2349,1,1,0,0,0,1,0,3,2020-234901
234903,25,03,1102,87,0,,7674,10,1,5,2020,10,04,0010922,1,0,2,MAOC1102.pdf,00158030.tif,ORIGINAL,LITTLE TUNNY,4681,2349,1,0,0,1,0,0,0,2,2020-234903
234903,25,03,1102,86,0,,7674,10,1,5,2020,10,04,0010922,1,0,2,MAOC1102.pdf,00158030.tif,ORIGINAL,STRIPED BASS,4180,2349,2,0,0,12,0,0,0,2,2020-234903
234904,25,04,1102,88,0,,7674,10,1,3,2020,10,04,0010922,0,0,2,MAOC1102.pdf,00158032.tif,ORIGINAL,ATLANTIC MACKEREL,2120,2349,1,2,0,3,0,0,0,2,2020-234904
234905,25,05,1102,89,0,,7674,10,1,4,2020,10,04,0010922,0,0,2,MAOC1102.pdf,00158034.tif,ORIGINAL,ATLANTIC MACKEREL,2120,2349,1,6,0,6,0,0,0,3,2020-234905
234906,25,06,1102,91,0,,7674,10,1,2,2020,10,04,0010922,0,0,1,MAOC1102.pdf,00158036.tif,ORIGINAL,BFT LARGE MEDIUM,4679,2349,1,1,1,0,0,1,0,3,2020-234906
234906,25,06,1102,90,1,CAUGHT OUT OF AREA;,7674,10,1,2,2020,10,04,0010922,0,0,1,MAOC1102.pdf,00158036.tif,ORIGINAL,SCUP,3295,2349,2,10,0,15,0,0,0,3,2020-234906
235001,25,01,1116,129,1,KEPT;,7822,18,3,4,2020,10,03,0010279,0,0,2,MAOC1116.pdf,00158040.tif,ORIGINAL,BFT SMALL MEDIUM,4676,2350,1,3,0,0,0,0,0,3,2020-235001
235001,25,01,1116,128,1,KEPT;,7822,18,3,4,2020,10,03,0010279,0,0,2,MAOC1116.pdf,00158040.tif,ORIGINAL,ATLANTIC MACKEREL,2120,2350,2,40,0,0,0,0,0,3,2020-235001
235002,25,02,1116,130,0,,7822,18,3,2,2020,10,03,0010279,0,0,2,MAOC1116.pdf,00158042.tif,ORIGINAL,MENHADEN,2210,2350,1,5,0,0,0,0,0,3,2020-235002
235003,25,03,1116,131,0,,7822,18,3,4,2020,10,03,0010279,0,0,2,MAOC1116.pdf,00158044.tif,ORIGINAL,ATLANTIC BONITO,330,2350,1,1,0,2,0,0,0,2,2020-235003
235004,25,04,1116,132,0,,7822,18,3,3,2020,10,03,0010279,0,0,2,MAOC1116.pdf,00158046.tif,ORIGINAL,ATLANTIC MACKEREL,2120,2350,1,12,0,0,0,0,0,2,2020-235004
235005,25,05,1116,133,0,,7822,18,3,2,2020,10,03,0010279,0,0,2,MAOC1116.pdf,00158048.tif,ORIGINAL,ATLANTIC MACKEREL,2120,2350,1,12,0,0,0,0,0,3,2020-235005
