tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,51,VA,6,04,6,6,SE OF INLET,2836,51,1800,1110,0088,3,1,2,1,3,1,1754,4656,9996,2,2,10,6,1,0,1,1,0,0,0,6,9998,9998,35,600,76,1,2,1,VAJN1110.pdf,00070564.tif,2014,0,1,0,ORIGINAL,06,07,19881,213004,2130,8100088,810,7,486,0,,Y,1,2014-213004
6,24,MD,6,05,6,6,NORFOLK CANYON,2836,51,1822,1110,0088,3,1,1,2,2,1,1820,4711,9996,2,2,11,36,0,0,1,1,0,0,0,5,3705,7435,63,2317,69,1,2,1,VAJN1110.pdf,00070566.tif,2014,0,0,0,ORIGINAL,06,07,19881,213005,2130,8100088,810,7,482,1,Q20;,Y,1,2014-213005
6,51,VA,6,06,6,6,OREGON INLET,2836,51,1845,1110,0088,3,1,2,2,3,1,1832,4656,9996,2,2,7,5,0,0,1,1,0,0,0,6,9998,9998,35,960,74,1,2,1,VAJN1110.pdf,00070568.tif,2014,0,1,0,ORIGINAL,06,07,19881,213006,2130,8100088,810,7,484,0,,Y,1,2014-213006
6,24,MD,6,01,6,6,WASHINGTON CANYON,6447,51,1736,1111,1199,7,1,1,2,3,1,1730,4711,4656,2,2,8,7,0,1,1,1,0,0,0,4,3727,7427,60,3000,68,1,1,1,VAJN1111.pdf,00070572.tif,2014,0,1,0,ORIGINAL,06,07,19881,213101,2131,0011199,001,7,489,0,,Y,2,2014-213101
6,10,DE,6,02,6,6,WASHINGTON CANYON,6447,51,1806,1111,0025,7,1,1,2,2,1,1745,4656,1050,2,2,8,4,0,0,1,1,0,0,0,3,3727,7427,85,6000,65,2,2,1,VAJN1111.pdf,00070574.tif,2014,0,1,0,ORIGINAL,06,07,19881,213102,2131,0010025,001,7,490,0,,Y,2,2014-213102
6,51,VA,6,03,6,6,WASHINGTON CANYON,6447,51,1905,1111,0024,7,1,1,2,3,1,1845,4656,1050,2,2,11,8,0,0,1,1,0,0,0,6,3727,7427,60,6000,70,1,2,1,VAJN1111.pdf,00070576.tif,2014,0,0,0,ORIGINAL,06,07,19881,213103,2131,0010024,001,7,488,0,,N,2,2014-213103
6,51,VA,6,04,6,6,NORFOLK CANYON,6447,51,1921,1111,0024,7,1,1,2,2,1,1915,4711,4656,2,2,12,10,0,0,1,1,0,0,0,5,3705,7435,65,300,67,2,2,1,VAJN1111.pdf,00070578.tif,2014,0,0,0,ORIGINAL,06,07,19881,213104,2131,0010024,001,7,487,0,,Y,2,2014-213104
6,24,MD,6,05,6,6,WASHINGTON CANYON,6447,51,1929,1111,0024,7,1,1,2,2,1,1915,4656,1050,2,2,10,10,0,0,1,1,0,0,0,4,3727,7427,70,3000,67,1,2,1,VAJN1111.pdf,00070580.tif,2014,0,0,0,ORIGINAL,06,07,19881,213105,2131,0010024,001,7,491,0,,Y,2,2014-213105
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK,7426,25,1415,1117,0217,8,3,1,2,1,2,1415,4671,9996,2,1,3,2,1,0,0,0,0,0,1,4,4216,7017,20,200,58,1,2,2,MAJN1117.pdf,00070584.tif,2014,0,0,0,ORIGINAL,06,08,19882,213201,2132,0230217,023,2,309,0,,Y,2,2014-213201
6,25,MA,6,02,6,DRIFTING,STELLWAGEN BANK,7426,25,1440,1117,0217,8,3,2,1,3,2,1440,4672,9996,2,12,3,6,1,0,0,0,0,0,1,2,4216,7017,20,93,63,1,2,2,MAJN1117.pdf,00070585.tif,2014,1,0,0,ORIGINAL,06,08,19882,213202,2132,0230217,023,2,306,0,,Y,2,2014-213202
6,25,MA,6,03,OFFSHORE HOOKS,DRIFTING,N PROVINCETOWN,7426,25,1605,1117,0217,8,3,1,2,1,2,1605,4671,9996,2,3,2,6,1,0,0,0,0,0,1,2,9998,9998,15,200,57,2,2,2,MAJN1117.pdf,00070586.tif,2014,0,0,0,ORIGINAL,06,08,19882,213203,2132,0230217,023,2,308,0,,Y,2,2014-213203
6,25,MA,6,04,6,DRIFTING,STELLWAGEN BANK,7426,25,1620,1117,0218,8,1,2,1,3,2,1620,4672,9996,2,12,4,9,1,0,0,0,0,0,1,3,4216,7017,12,180,58,1,2,2,MAJN1117.pdf,00070587.tif,2014,1,0,0,ORIGINAL,06,08,19882,213204,2132,0230218,023,2,307,0,,Y,2,2014-213204
6,25,MA,6,01,OFFSHORE HOOKS,DRIFTING,NORTH OF PROVI,7426,25,1550,2212,0217,8,3,1,2,1,2,1500,4671,9996,2,3,2,6,1,0,0,0,0,0,1,2,9998,9998,15,200,57,2,2,2,MAJN2212.pdf,00070609.tif,2014,0,0,0,ORIGINAL,06,09,19883,214101,2141,0230217,023,2,347,0,,Y,2,2014-214101
6,24,MD,6,01,6,6,20 FATHOM FINGERS,6783,24,1520,1101,0856,4,3,1,2,2,6,1515,3551,3531,2,2,4,6,0,0,1,0,1,0,0,3,3812,7437,25,120,63,1,2,1,MDJN1101.pdf,00070657.tif,2014,1,1,0,ORIGINAL,06,07,19881,214201,2142,0470856,047,6,167,0,,N,2,2014-214201
T500,34,NJ,BAHIA MAKO MANIA,02,6,6,POOR MANS CANYON,6783,24,1550,1101,0856,4,3,1,2,2,2,1530,3551,3531,1,1,4,8,0,0,1,0,1,0,0,2,3752,7406,60,1500,72,1,2,1,MDJN1101.pdf,00070659.tif,2014,0,0,0,ORIGINAL,06,07,19881,214202,2142,0470856,047,6,837,0,,Y,2,2014-214202
T500,24,MD,BAHIA MAKO MANIA,03,6,6,TEA CUP,6783,24,1601,1101,0856,4,3,1,2,2,1,1551,3551,3531,1,2,4,8,0,0,1,0,1,0,0,6,3821,7410,30,180,66,1,2,1,MDJN1101.pdf,00070661.tif,2014,0,0,0,ORIGINAL,06,07,19881,214203,2142,0470856,047,6,838,0,,Y,2,2014-214203
6,24,MD,6,04,6,6,20 FATHOM FINGERS,6783,24,1705,1101,0856,4,3,1,2,2,2,1652,3531,3551,2,1,5,9,0,0,1,0,1,0,0,4,3812,7437,29,130,64,1,2,1,MDJN1101.pdf,00070663.tif,2014,0,0,0,ORIGINAL,06,07,19881,214204,2142,0470856,047,6,163,0,,N,2,2014-214204
6,24,MD,6,05,6,6,BALTIMORE CANYON,6783,24,1708,1101,0856,4,3,1,2,2,1,1700,4656,9996,2,2,8,7,0,1,0,1,0,0,0,5,3814,7350,75,600,65,1,2,2,MDJN1101.pdf,00070665.tif,2014,0,0,0,ORIGINAL,06,07,19881,214205,2142,0470856,047,6,165,0,,Y,2,2014-214205
6,24,MD,6,06,6,6,JACKSPOT,6783,24,1715,1101,0856,4,3,1,2,2,2,1703,3531,9996,2,2,3,8,1,0,1,0,1,0,0,2,3805,7445,21,90,67,1,2,2,MDJN1101.pdf,00070666.tif,2014,0,0,0,ORIGINAL,06,07,19881,214206,2142,0470856,047,6,164,0,,Y,2,2014-214206
6,24,MD,6,07,6,6,BALTIMORE CANYON,6783,24,1740,1101,0856,4,3,1,2,2,2,1710,4678,4711,2,12,8,8,0,1,1,1,0,0,0,3,3814,7350,70,600,68,1,2,2,MDJN1101.pdf,00070667.tif,2014,1,0,0,ORIGINAL,06,07,19881,214207,2142,0470856,047,6,162,0,,Y,2,2014-214207
T500,24,MD,MAKO MANIA,08,6,6,HAMBONE,6783,24,1807,1101,0856,4,3,1,2,2,1,1800,3551,3531,1,2,4,9,0,0,1,0,1,0,0,3,3811,7424,38,450,65,1,1,1,MDJN1101.pdf,00070668.tif,2014,1,1,0,ORIGINAL,06,07,19881,214208,2142,0470856,047,6,839,0,,Y,2,2014-214208
6,24,MD,6,09,6,6,20 FATHOM FINGERS,6783,24,1841,1101,0856,4,3,1,2,2,2,1835,3551,3531,2,12,4,9,0,0,1,0,1,0,0,3,3812,7437,30,120,67,1,2,1,MDJN1101.pdf,00070670.tif,2014,1,0,0,ORIGINAL,06,07,19881,214209,2142,0470856,047,6,166,0,,Y,2,2014-214209
6,24,MD,6,10,6,6,BALTIMORE CANYON,6783,24,1846,1101,0856,4,3,1,2,2,1,1840,4711,4678,2,12,12,7,0,1,1,1,0,0,0,6,3814,7350,64,1800,61,2,2,1,MDJN1101.pdf,00070672.tif,2014,0,0,0,ORIGINAL,06,07,19881,214210,2142,0470856,047,6,161,0,,Y,2,2014-214210
6,24,MD,6,11,6,6,POOR MANS CANYON,6783,24,1855,1101,0856,4,3,1,2,2,1,1840,4711,4678,2,12,8,11,0,1,1,1,0,0,0,4,3752,7406,65,1200,70,1,2,1,MDJN1101.pdf,00070674.tif,2014,0,0,0,ORIGINAL,06,07,19881,214211,2142,0470856,047,6,159,0,,Y,2,2014-214211
6,24,MD,6,12,6,6,BALTIMORE CANYON,6783,24,1912,1101,0856,4,3,1,2,2,1,1900,4656,9996,2,12,8,10,0,1,1,1,0,0,0,3,3814,7350,65,500,68,1,2,1,MDJN1101.pdf,00070676.tif,2014,0,1,0,ORIGINAL,06,07,19881,214212,2142,0470856,047,6,160,0,,Y,2,2014-214212
6,12,FL,6,01,6,6,POOR MANS CANYON,6936,24,1610,1104,1493,5,1,2,1,3,2,1420,4711,1050,2,2,8,6,0,1,1,1,0,0,0,3,3752,7406,60,600,65,2,1,1,MDJN1104.pdf,00070612.tif,2014,0,0,0,ORIGINAL,06,07,19881,214301,2143,0471493,047,6,182,0,,N,2,2014-214301
T500,24,MD,BAHIA MAKO MANIA,02,6,6,MASSEYS CANYON,6936,24,1650,1104,1493,5,1,1,2,2,1,1640,3591,9996,1,2,4,7,0,0,1,0,1,0,0,4,3825,7420,33,138,64,1,2,1,MDJN1104.pdf,00070614.tif,2014,0,0,0,ORIGINAL,06,07,19881,214302,2143,0471493,047,6,840,0,,Y,2,2014-214302
6,24,MD,6,03,6,6,JACKSPOT,6936,24,1700,1104,1493,5,1,1,2,2,1,1645,3591,9996,2,2,4,6,0,0,1,0,1,0,0,4,3805,7445,18,128,98,1,1,2,MDJN1104.pdf,00070616.tif,2014,0,0,0,ORIGINAL,06,07,19881,214303,2143,0471493,047,6,187,0,,Y,2,2014-214303
6,10,DE,6,04,6,6,CHICKEN BONE,6936,24,1715,1104,1493,5,1,1,2,2,1,1630,3591,9996,2,2,4,4,0,0,1,0,1,0,0,4,3815,7428,30,130,64,1,2,1,MDJN1104.pdf,00070617.tif,2014,0,0,0,ORIGINAL,06,07,19881,214304,2143,0471493,047,6,181,0,,Y,2,2014-214304
6,10,DE,6,05,6,6,461 BUMP,6936,24,1730,1104,1493,5,1,2,2,3,1,1725,3591,4691,2,2,9,4,0,1,1,1,1,1,0,3,9998,9998,60,461,69,1,2,1,MDJN1104.pdf,00070619.tif,2014,0,0,0,ORIGINAL,06,07,19881,214305,2143,0471493,047,6,189,0,,Y,2,2014-214305
6,24,MD,6,06,6,6,POOR MANS CANYON,6936,24,1745,1104,1493,5,1,1,2,2,1,1720,4691,9996,2,2,11,7,0,0,1,1,0,0,0,5,3752,7406,57,3000,98,1,2,1,MDJN1104.pdf,00070621.tif,2014,0,0,0,ORIGINAL,06,07,19881,214306,2143,0471493,047,6,191,0,,Y,2,2014-214306
6,24,MD,6,07,6,6,POOR MANS CANYON,6936,24,1750,1104,1493,5,1,1,2,2,1,1715,4711,4677,2,2,7,5,0,1,1,1,0,0,0,3,3752,7406,55,3000,98,1,1,1,MDJN1104.pdf,00070623.tif,2014,0,0,0,ORIGINAL,06,07,19881,214307,2143,0471493,047,6,183,0,,Y,1,2014-214307
6,24,MD,6,08,6,6,POOR MANS CANYON,6936,24,1810,1104,1493,5,1,2,2,3,1,1730,4711,1050,2,12,7,7,0,1,1,1,0,0,0,1,3752,7406,58,600,67,1,2,1,MDJN1104.pdf,00070625.tif,2014,0,0,0,ORIGINAL,06,07,19881,214308,2143,0471493,047,6,190,0,,Y,2,2014-214308
6,24,MD,6,09,6,6,BALTIMORE CANYON,6936,24,1825,1104,1493,5,1,2,1,3,1,1750,4711,4677,2,2,15,8,0,1,1,1,0,0,0,6,3814,7350,62,600,68,1,1,1,MDJN1104.pdf,00070627.tif,2014,0,0,0,ORIGINAL,06,07,19881,214309,2143,0471493,047,6,186,1,Q19;,Y,1,2014-214309
6,24,MD,6,10,6,6,POOR MANS CANYON,6936,24,1845,1104,1493,5,1,1,2,2,1,1815,4711,1050,2,2,8,8,0,1,1,1,0,0,0,6,3752,7406,56,600,69,1,2,1,MDJN1104.pdf,00070629.tif,2014,0,0,0,ORIGINAL,06,07,19881,214310,2143,0471493,047,6,188,0,,Y,1,2014-214310
6,24,MD,6,11,6,6,POOR MANS CANYON,6936,24,1900,1104,1493,5,1,2,1,3,1,1800,4711,1050,2,2,13,8,0,1,1,1,0,0,0,4,3752,7406,57,720,69,1,1,1,MDJN1104.pdf,00070631.tif,2014,0,0,0,ORIGINAL,06,07,19881,214311,2143,0471493,047,6,185,1,Q19;,Y,2,2014-214311
6,24,MD,6,12,6,6,BALTIMORE CANYON,6936,24,1910,1104,1493,5,1,2,1,3,6,1830,4711,9996,2,2,12,8,0,1,1,1,0,0,0,8,3820,7345,65,420,66,1,1,1,MDJN1104.pdf,00070633.tif,2014,0,1,0,ORIGINAL,06,07,19881,214312,2143,0471493,047,6,192,0,,N,2,2014-214312
6,10,DE,6,13,6,6,BALTIMORE CANYON,6936,24,1930,1104,1493,5,1,1,2,2,1,1900,4711,1050,2,2,8,8,0,1,1,1,0,0,0,6,3820,7345,65,900,67,1,2,1,MDJN1104.pdf,00070635.tif,2014,0,0,0,ORIGINAL,06,07,19881,214313,2143,0471493,047,6,184,0,,Y,1,2014-214313
6,24,MD,6,01,6,6,JACKSPOT,7498,24,1625,1204,0938,7,1,2,2,2,1,1613,3591,9996,2,2,3,6,0,0,1,0,1,0,0,3,3805,7445,40,120,65,1,1,1,MDJN1204.pdf,00070639.tif,2014,0,0,0,ORIGINAL,06,07,19881,214401,2144,0470938,047,6,241,0,,Y,2,2014-214401
6,24,MD,6,02,6,6,BALTIMORE CANYON,7498,24,1645,1204,0938,7,1,1,2,2,1,1600,4656,9996,2,2,11,5,0,0,1,1,0,0,0,6,3814,7350,65,600,68,2,2,1,MDJN1204.pdf,00070641.tif,2014,0,0,0,ORIGINAL,06,07,19881,214402,2144,0470938,047,6,240,0,,Y,1,2014-214402
6,24,MD,6,03,6,6,POOR MANS CANYON,7498,24,1715,1204,0938,7,1,2,2,3,1,1647,4711,9996,2,2,8,8,0,0,1,1,0,0,0,4,3752,7406,51,3000,68,2,1,1,MDJN1204.pdf,00070643.tif,2014,0,1,0,ORIGINAL,06,07,19881,214403,2144,0470938,047,6,239,0,,Y,2,2014-214403
6,24,MD,6,04,6,6,BALTIMORE CANYON,7498,24,1730,1204,0938,7,1,2,1,3,2,1715,4711,4676,2,2,12,6,0,0,1,1,0,0,0,9,3814,7350,58,600,68,1,1,1,MDJN1204.pdf,00070645.tif,2014,1,0,0,ORIGINAL,06,07,19881,214404,2144,0470938,047,6,242,1,Q23;,Y,2,2014-214404
T500,24,MD,BAHIA MAKO MANIA,05,6,DRIFTING,DOGS,7498,24,1745,1204,0938,7,1,1,2,2,1,1735,3551,9996,1,2,4,10,0,0,1,1,0,0,1,4,3806,7417,40,180,64,2,2,1,MDJN1204.pdf,00070647.tif,2014,0,0,0,REVISED,06,07,19881,214405,2144,0470938,047,6,842,0,,Y,2,2014-214405
6,10,DE,6,01,6,6,FINGERS,6447,24,1704,2107,0856,4,3,1,2,3,1,1650,3551,3591,2,12,4,7,0,0,1,0,1,0,0,4,3812,7437,25,126,64,1,2,1,MDJN2107.pdf,00070651.tif,2014,0,0,0,ORIGINAL,06,04,19878,214501,2145,0470856,047,6,260,0,,N,2,2014-214501
6,24,MD,6,02,6,6,7,6447,24,1753,2107,0856,4,3,1,2,2,6,1745,3551,9996,2,1,3,8,0,0,1,0,1,0,0,4,9998,9998,25,100,65,1,1,1,MDJN2107.pdf,00070653.tif,2014,0,1,0,ORIGINAL,06,04,19878,214502,2145,0470856,047,6,259,0,,Y,2,2014-214502
T500,24,MD,BAHIA MAKO MANIA,01,6,6,HAMBONE,6936,24,1645,2108,1493,5,1,2,1,3,1,1630,3551,9996,1,2,3,7,0,0,1,0,1,0,0,4,3811,7424,30,180,63,1,1,1,MDJN2108.pdf,00070680.tif,2014,0,0,0,ORIGINAL,06,06,19880,214601,2146,0471493,047,6,843,0,,Y,2,2014-214601
T500,37,NC,BAHIA MAKO MANIA,02,6,6,POOR MANS CANYON,6936,24,1710,2108,1493,5,1,2,1,3,1,1650,3551,9996,1,2,4,7,0,0,1,0,1,1,0,6,3752,7406,50,1200,66,1,2,1,MDJN2108.pdf,00070682.tif,2014,0,0,0,ORIGINAL,06,06,19880,214602,2146,0471493,047,6,845,0,,Y,2,2014-214602
T500,24,MD,BAHIA MAKO MANIA,03,6,6,POOR MANS CANYON,6936,24,1730,2108,1493,5,1,2,1,3,1,1650,3551,9996,1,2,4,7,0,0,1,0,1,0,0,4,3752,7406,52,300,68,1,1,1,MDJN2108.pdf,00070684.tif,2014,0,0,0,ORIGINAL,06,06,19880,214603,2146,0471493,047,6,844,0,,Y,2,2014-214603
