id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2009-001101,001101,2009,06,24,2204,01,230,96,0,0,20,0,0,0
2009-001101,001101,2009,06,24,2204,01,4931,96,0,0,2,0,0,0
2009-002701,002701,2009,06,24,2102,01,3551,96,1,1,0,0,0,0
2009-002701,002701,2009,06,24,2102,01,4841,96,0,0,1,0,0,0
2009-002701,002701,2009,06,24,2102,01,4931,96,0,0,8,0,0,0
2009-003001,003001,2009,06,25,1201,01,4679,96,1,0,0,0,1,0
2009-003301,003301,2009,06,24,1101,01,3551,96,1,1,0,0,0,1
2009-003301,003301,2009,06,24,1101,01,4931,96,0,0,10,0,0,0
2009-003302,003302,2009,06,24,1101,02,3551,96,0,0,4,0,0,0
2009-003302,003302,2009,06,24,1101,02,4931,96,0,0,36,0,0,0
2009-003303,003303,2009,06,24,1101,03,3551,96,1,0,1,0,0,0
2009-003303,003303,2009,06,24,1101,03,4931,96,0,0,7,0,0,0
2009-003304,003304,2009,06,24,1101,04,3551,96,1,1,2,0,0,1
2009-003304,003304,2009,06,24,1101,04,4931,96,0,0,20,0,0,0
2009-003401,003401,2009,06,24,1108,01,3551,96,1,1,0,0,0,1
2009-003402,003402,2009,06,24,1108,02,3551,96,1,1,4,0,0,1
2009-003402,003402,2009,06,24,1108,02,4931,96,0,0,15,0,0,0
2009-003504,003504,2009,06,34,1101,04,4931,96,0,0,1,0,0,0
2009-003505,003505,2009,06,34,1101,05,3551,96,1,1,0,0,0,0
2009-003506,003506,2009,06,34,1101,06,4931,96,0,0,1,0,0,0
2009-004201,004201,2009,06,51,1106,01,230,96,6,0,0,0,0,0
2009-004201,004201,2009,06,51,1106,01,4821,96,0,0,4,0,0,0
2009-004501,004501,2009,06,24,1109,01,230,96,6,6,0,0,0,0
2009-004502,004502,2009,06,24,1109,02,3551,96,0,0,2,0,0,0
2009-004502,004502,2009,06,24,1109,02,4931,96,0,0,9,0,0,0
2009-004503,004503,2009,06,24,1109,03,4931,96,0,0,1,0,0,0
2009-004504,004504,2009,06,24,1109,04,4931,96,0,0,1,0,0,0
