tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,batch,othlp,species,row,kept,observe,alive,dead,sell,weighed,c_index,cerrflag,cprobfld,id
04,6936,4,3,2012,07,03,0470856,0,0,24,0,2105,2,mdjl2105.tif,00049182.tif,ORIGINAL,0411,YFT,4711,1,1,0,0,0,0,0,340,0,,2012-041105
04,6936,4,3,2012,07,03,0470856,0,0,24,0,2105,2,mdjl2105.tif,00049184.tif,ORIGINAL,0411,DOLPHIN,1050,1,3,0,0,0,0,0,341,0,,2012-041106
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049437.tif,ORIGINAL,0456,DOLPHIN,1050,1,2,0,0,0,0,0,342,0,,2012-045601
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049439.tif,ORIGINAL,0456,WHITE MARLIN,2161,2,0,0,4,0,0,0,343,0,,2012-045602
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049439.tif,ORIGINAL,0456,YFT,4711,1,1,0,0,0,0,0,344,0,,2012-045602
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,1,mdjl1202.tif,00049441.tif,ORIGINAL,0456,DOLPHIN,1050,2,3,3,0,0,0,0,345,0,,2012-045603
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,1,mdjl1202.tif,00049441.tif,ORIGINAL,0456,BFT LARGE SCHOOL,4678,1,1,1,2,0,0,0,346,0,,2012-045603
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049443.tif,ORIGINAL,0456,BIGEYE TUNA,4691,2,1,1,0,0,0,0,347,0,,2012-045604
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049443.tif,ORIGINAL,0456,YFT,4711,1,1,1,0,0,0,0,348,0,,2012-045604
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049445.tif,ORIGINAL,0456,YFT,4711,1,3,3,0,0,0,0,349,0,,2012-045605
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,1,mdjl1202.tif,00049447.tif,ORIGINAL,0456,YFT,4711,1,9,9,0,0,0,0,350,0,,2012-045606
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049449.tif,ORIGINAL,0456,DOLPHIN,1050,2,1,1,0,0,0,0,351,0,,2012-045607
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049449.tif,ORIGINAL,0456,WHITE MARLIN,2161,3,0,0,1,0,0,0,352,0,,2012-045607
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,2,mdjl1202.tif,00049449.tif,ORIGINAL,0456,YFT,4711,1,2,2,0,0,0,0,353,0,,2012-045607
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,1,mdjl1202.tif,00049451.tif,ORIGINAL,0456,BLUE MARLIN,2171,2,0,0,1,0,0,0,354,0,,2012-045608
04,6936,5,1,2012,07,08,0471493,0,0,24,0,1202,1,mdjl1202.tif,00049451.tif,ORIGINAL,0456,YFT,4711,1,1,1,0,0,0,0,355,0,,2012-045608
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049461.tif,ORIGINAL,0458,DOLPHIN,1050,2,2,2,0,0,0,0,356,0,,2012-045801
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049461.tif,ORIGINAL,0458,WHITE MARLIN,2161,3,0,0,1,0,0,0,357,0,,2012-045801
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049461.tif,ORIGINAL,0458,YFT,4711,1,3,3,0,0,0,0,358,0,,2012-045801
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049463.tif,ORIGINAL,0458,WHITE MARLIN,2161,2,0,0,1,0,0,0,359,0,,2012-045802
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049463.tif,ORIGINAL,0458,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,0,360,0,,2012-045802
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049465.tif,ORIGINAL,0458,BFT SCHOOL,4677,2,0,0,1,0,0,0,361,0,,2012-045803
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049465.tif,ORIGINAL,0458,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,0,362,0,,2012-045803
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049467.tif,ORIGINAL,0458,WHITE MARLIN,2161,3,0,0,1,0,0,0,363,0,,2012-045804
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049467.tif,ORIGINAL,0458,BFT SCHOOL,4677,1,1,1,0,0,0,0,364,0,,2012-045804
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049467.tif,ORIGINAL,0458,BFT LARGE SCHOOL,4678,2,1,1,0,0,0,0,365,0,,2012-045804
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049469.tif,ORIGINAL,0458,YFT,4711,1,1,1,0,0,0,0,366,0,,2012-045805
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049471.tif,ORIGINAL,0458,DOLPHIN,1050,1,3,0,0,0,0,0,367,0,,2012-045806
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049473.tif,ORIGINAL,0458,SKIPJACK TUNA,4661,1,0,0,3,0,0,0,368,0,,2012-045807
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049475.tif,ORIGINAL,0458,DOLPHIN,1050,2,1,0,0,0,0,0,369,0,,2012-045808
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049475.tif,ORIGINAL,0458,YFT,4711,1,4,0,0,0,0,0,370,0,,2012-045808
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049477.tif,ORIGINAL,0458,DOLPHIN,1050,2,2,2,0,0,0,0,371,0,,2012-045809
04,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,2,mdjl2106.tif,00049477.tif,ORIGINAL,0458,YFT,4711,1,4,4,0,0,0,0,372,0,,2012-045809
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049480.tif,ORIGINAL,0458,YFT,4711,1,6,6,0,0,0,0,373,0,,2012-045811
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049482.tif,ORIGINAL,0458,YFT,4711,1,5,5,0,0,0,0,374,0,,2012-045812
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049484.tif,ORIGINAL,0458,DOLPHIN,1050,2,2,2,0,0,0,0,375,0,,2012-045813
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049484.tif,ORIGINAL,0458,WHITE MARLIN,2161,3,0,0,2,0,0,0,376,0,,2012-045813
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049484.tif,ORIGINAL,0458,YFT,4711,1,4,4,0,0,0,0,377,0,,2012-045813
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049486.tif,ORIGINAL,0458,WHITE MARLIN,2161,2,0,0,1,0,0,0,378,0,,2012-045814
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049486.tif,ORIGINAL,0458,BLUE MARLIN,2171,1,0,0,1,0,0,0,379,0,,2012-045814
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049488.tif,ORIGINAL,0458,WHITE MARLIN,2161,1,0,0,2,0,0,0,380,0,,2012-045815
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049488.tif,ORIGINAL,0458,BLUE MARLIN,2171,2,0,0,1,0,0,0,381,0,,2012-045815
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049490.tif,ORIGINAL,0458,BIGEYE TUNA,4691,1,3,3,0,0,0,0,382,0,,2012-045816
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049490.tif,ORIGINAL,0458,YFT,4711,2,1,1,0,0,0,0,383,0,,2012-045816
04,6936,5,1,2012,07,06,0471493,0,0,24,1,2106,2,mdjl2106.tif,00049492.tif,ORIGINAL,0458,YFT,4711,1,4,4,0,0,0,0,384,0,,2012-045817
06,6936,4,3,2012,07,18,0470856,0,0,24,0,2114,2,mdjl2114.tif,00050691.tif,ORIGINAL,0642,LITTLE TUNNY,4681,2,0,0,1,0,0,0,385,0,,2012-064201
06,6936,4,3,2012,07,18,0470856,0,0,24,0,2114,2,mdjl2114.tif,00050691.tif,ORIGINAL,0642,YFT,4711,1,1,0,0,0,0,0,386,0,,2012-064201
07,6936,4,3,2012,07,22,0470856,0,0,24,0,1106,2,mdjl1106.tif,00051001.tif,ORIGINAL,0704,DOLPHIN,1050,1,1,0,0,0,0,0,387,0,,2012-070404
07,6936,4,3,2012,07,22,0470856,0,0,24,0,1106,2,mdjl1106.tif,00051006.tif,ORIGINAL,0704,BLUEFISH,230,2,0,0,3,0,0,0,388,0,,2012-070408
07,6936,4,3,2012,07,22,0470856,0,0,24,0,1106,2,mdjl1106.tif,00051006.tif,ORIGINAL,0704,BROWN SHARK,3591,1,0,0,5,0,0,0,389,0,,2012-070408
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051977.tif,ORIGINAL,0877,WHITE MARLIN,2161,2,0,0,1,0,0,0,390,0,,2012-087702
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051977.tif,ORIGINAL,0877,YFT,4711,1,1,1,0,0,0,1,391,0,,2012-087702
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051979.tif,ORIGINAL,0877,WHITE MARLIN,2161,1,0,0,1,0,0,0,392,0,,2012-087703
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051981.tif,ORIGINAL,0877,BLUE MARLIN,2171,1,0,0,2,0,0,0,393,0,,2012-087704
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051984.tif,ORIGINAL,0877,DOLPHIN,1050,1,2,0,0,0,0,0,394,0,,2012-087706
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,1,mdjl1107.tif,00051986.tif,ORIGINAL,0877,WHITE MARLIN,2161,2,0,0,10,0,0,0,395,0,,2012-087707
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,1,mdjl1107.tif,00051986.tif,ORIGINAL,0877,YFT,4711,1,2,2,0,0,0,0,396,0,,2012-087707
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,1,mdjl1107.tif,00051988.tif,ORIGINAL,0877,YFT,4711,1,1,1,0,0,0,1,397,0,,2012-087708
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051990.tif,ORIGINAL,0877,DOLPHIN,1050,1,1,1,0,0,0,0,398,0,,2012-087709
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051990.tif,ORIGINAL,0877,WHITE MARLIN,2161,2,0,0,4,0,0,0,399,0,,2012-087709
08,6936,5,1,2012,07,29,0471493,0,0,24,0,1107,2,mdjl1107.tif,00051990.tif,ORIGINAL,0877,BLUE MARLIN,2171,3,0,0,1,0,0,0,400,0,,2012-087709
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050430.tif,ORIGINAL,0607,DOLPHIN,1050,2,1,0,0,0,0,0,401,0,,2012-060702
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050430.tif,ORIGINAL,0607,YFT,4711,1,1,1,0,0,0,0,402,0,,2012-060702
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,2,mdjl1208.tif,00050432.tif,ORIGINAL,0607,YFT,4711,1,4,0,0,0,0,0,403,0,,2012-060703
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,2,mdjl1208.tif,00050434.tif,ORIGINAL,0607,DOLPHIN,1050,1,1,0,0,0,0,0,404,0,,2012-060704
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050438.tif,ORIGINAL,0607,DOLPHIN,1050,2,2,2,0,0,0,0,405,0,,2012-060707
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050438.tif,ORIGINAL,0607,YFT,4711,1,5,5,0,0,0,0,406,0,,2012-060707
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050440.tif,ORIGINAL,0607,DOLPHIN,1050,2,2,1,1,0,0,0,407,0,,2012-060708
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050440.tif,ORIGINAL,0607,YFT,4711,1,2,1,1,0,0,0,408,0,,2012-060708
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,2,mdjl1208.tif,00050442.tif,ORIGINAL,0607,DOLPHIN,1050,2,2,0,0,0,0,0,409,0,,2012-060709
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,2,mdjl1208.tif,00050442.tif,ORIGINAL,0607,WHITE MARLIN,2161,3,0,0,1,0,0,0,410,0,,2012-060709
06,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,2,mdjl1208.tif,00050442.tif,ORIGINAL,0607,YFT,4711,1,2,0,0,0,0,0,411,0,,2012-060709
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,1,mdjl1206.tif,00049142.tif,ORIGINAL,0409,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,0,412,0,,2012-040901
04,7379,3,1,2012,07,07,0470853,1,0,24,0,1206,1,mdjl1206.tif,00049144.tif,ORIGINAL,0409,DOLPHIN,1050,3,2,2,0,0,0,0,413,0,,2012-040902
04,7379,3,1,2012,07,07,0470853,1,0,24,0,1206,1,mdjl1206.tif,00049144.tif,ORIGINAL,0409,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,0,414,0,,2012-040902
04,7379,3,1,2012,07,07,0470853,1,0,24,0,1206,1,mdjl1206.tif,00049144.tif,ORIGINAL,0409,YFT,4711,2,1,1,0,0,0,0,415,0,,2012-040902
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049146.tif,ORIGINAL,0409,YFT,4711,1,1,1,0,0,0,0,416,0,,2012-040903
04,7379,3,1,2012,07,07,0470853,1,0,24,0,1206,1,mdjl1206.tif,00049148.tif,ORIGINAL,0409,BIGEYE TUNA,4691,1,1,1,0,0,0,0,417,0,,2012-040904
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049150.tif,ORIGINAL,0409,WHITE MARLIN,2161,1,0,0,1,0,0,0,418,0,,2012-040905
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049152.tif,ORIGINAL,0409,DOLPHIN,1050,1,8,0,0,0,0,0,419,0,,2012-040906
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049154.tif,ORIGINAL,0409,BIGEYE TUNA,4691,1,1,1,0,0,0,0,420,0,,2012-040907
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049154.tif,ORIGINAL,0409,YFT,4711,2,3,3,0,0,0,0,421,0,,2012-040907
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,1,mdjl1206.tif,00049156.tif,ORIGINAL,0409,BIGEYE TUNA,4691,1,1,1,0,0,0,0,422,0,,2012-040908
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,1,mdjl1206.tif,00049156.tif,ORIGINAL,0409,YFT,4711,2,5,5,0,0,0,0,423,0,,2012-040908
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049158.tif,ORIGINAL,0409,SCALLOPED HAMMERHEAD,4781,1,0,0,1,0,0,0,424,1,ALIVE;,2012-040909
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049158.tif,ORIGINAL,0409,DUSKY SHARK,4841,2,0,0,5,0,0,0,425,0,,2012-040909
04,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,2,mdjl1206.tif,00049158.tif,ORIGINAL,0409,ATLANTIC SHARPNOSE S,4941,3,2,2,0,0,0,0,426,0,,2012-040909
04,7379,3,1,2012,07,07,0470853,0,0,24,1,1206,2,mdjl1206.tif,00049160.tif,ORIGINAL,0409,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,0,427,0,,2012-040910
04,7379,3,1,2012,07,07,0470853,0,0,24,1,1206,2,mdjl1206.tif,00049162.tif,ORIGINAL,0409,YFT,4711,1,5,5,0,0,0,0,428,0,,2012-040911
04,7379,3,1,2012,07,07,0470853,0,0,24,1,1206,2,mdjl1206.tif,00049164.tif,ORIGINAL,0409,BLUE MARLIN,2171,1,0,0,1,0,0,0,429,0,,2012-040912
04,7379,3,1,2012,07,07,0470853,0,0,24,1,1206,2,mdjl1206.tif,00049166.tif,ORIGINAL,0409,BIGEYE TUNA,4691,1,1,1,0,0,0,0,430,0,,2012-040913
04,7379,3,1,2012,07,07,0470853,0,0,24,1,1206,2,mdjl1206.tif,00049168.tif,ORIGINAL,0409,BIGEYE TUNA,4691,1,1,1,0,0,0,0,431,0,,2012-040914
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049212.tif,ORIGINAL,0418,BFT SCHOOL,4677,1,1,1,0,0,0,0,432,0,,2012-041801
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049212.tif,ORIGINAL,0418,BFT LARGE SCHOOL,4678,2,1,1,0,0,0,0,433,0,,2012-041801
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049214.tif,ORIGINAL,0418,DOLPHIN,1050,2,8,8,0,0,0,0,434,0,,2012-041802
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049214.tif,ORIGINAL,0418,WHITE MARLIN,2161,3,0,0,1,0,0,0,435,0,,2012-041802
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049214.tif,ORIGINAL,0418,YFT,4711,1,2,2,0,0,0,0,436,0,,2012-041802
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049218.tif,ORIGINAL,0418,YFT,4711,1,2,2,0,0,0,0,437,0,,2012-041804
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049220.tif,ORIGINAL,0418,DOLPHIN,1050,2,3,3,0,0,0,0,438,0,,2012-041805
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049220.tif,ORIGINAL,0418,YFT,4711,1,3,3,0,0,0,0,439,0,,2012-041805
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049222.tif,ORIGINAL,0418,DOLPHIN,1050,2,6,6,0,0,0,0,440,0,,2012-041806
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049222.tif,ORIGINAL,0418,YFT,4711,1,4,4,0,0,0,0,441,0,,2012-041806
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,2,mdjl2209.tif,00049224.tif,ORIGINAL,0418,WHITE MARLIN,2161,2,0,0,1,0,0,0,442,0,,2012-041807
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,2,mdjl2209.tif,00049224.tif,ORIGINAL,0418,YFT,4711,1,4,4,0,0,0,0,443,0,,2012-041807
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,2,mdjl2209.tif,00049226.tif,ORIGINAL,0418,YFT,4711,1,1,1,0,0,0,0,444,0,,2012-041808
04,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,2,mdjl2209.tif,00049228.tif,ORIGINAL,0418,WHITE MARLIN,2161,1,0,0,1,0,0,0,445,0,,2012-041809
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050000.tif,ORIGINAL,0558,DOLPHIN,1050,2,2,2,0,0,0,0,446,0,,2012-055801
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050000.tif,ORIGINAL,0558,YFT,4711,1,5,5,0,0,0,0,447,0,,2012-055801
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050002.tif,ORIGINAL,0558,YFT,4711,1,1,1,0,0,0,0,448,0,,2012-055802
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050004.tif,ORIGINAL,0558,YFT,4711,1,6,6,0,0,0,0,449,0,,2012-055803
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050008.tif,ORIGINAL,0558,YFT,4711,1,1,1,0,0,0,0,450,0,,2012-055805
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050010.tif,ORIGINAL,0558,YFT,4711,1,1,0,0,0,0,0,451,0,,2012-055806
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050012.tif,ORIGINAL,0558,DOLPHIN,1050,2,2,2,0,0,0,0,452,0,,2012-055807
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050012.tif,ORIGINAL,0558,YFT,4711,1,1,1,0,0,0,0,453,0,,2012-055807
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050014.tif,ORIGINAL,0558,YFT,4711,1,1,1,0,0,0,0,454,0,,2012-055808
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050016.tif,ORIGINAL,0558,YFT,4711,1,1,0,0,0,0,0,455,0,,2012-055809
05,7379,5,1,2012,07,14,0471493,0,0,24,0,1207,2,mdjl1207.tif,00050016.tif,ORIGINAL,0558,WAHOO,4720,2,1,0,0,0,0,0,456,0,,2012-055809
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050018.tif,ORIGINAL,0558,DOLPHIN,1050,1,1,1,0,0,0,0,457,0,,2012-055810
05,7379,5,1,2012,07,14,0471493,0,1,24,1,1207,2,mdjl1207.tif,00050018.tif,ORIGINAL,0558,WHITE MARLIN,2161,2,0,0,1,0,0,0,458,0,,2012-055810
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050020.tif,ORIGINAL,0558,YFT,4711,1,2,2,0,0,0,0,459,0,,2012-055811
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050022.tif,ORIGINAL,0558,DOLPHIN,1050,1,6,0,0,0,0,0,460,0,,2012-055812
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050024.tif,ORIGINAL,0558,DOLPHIN,1050,2,1,1,0,0,0,0,461,0,,2012-055813
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050024.tif,ORIGINAL,0558,WHITE MARLIN,2161,3,0,0,1,0,0,0,462,0,,2012-055813
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050024.tif,ORIGINAL,0558,YFT,4711,1,1,1,0,0,0,0,463,0,,2012-055813
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050026.tif,ORIGINAL,0558,WHITE MARLIN,2161,1,0,0,2,0,0,0,464,0,,2012-055814
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050028.tif,ORIGINAL,0558,YFT,4711,1,1,1,0,0,0,0,465,0,,2012-055815
05,7379,5,1,2012,07,14,0471493,0,0,24,1,1207,2,mdjl1207.tif,00050030.tif,ORIGINAL,0558,WHITE MARLIN,2161,1,0,0,2,0,0,0,466,0,,2012-055816
05,7379,5,1,2012,07,15,0471493,0,0,24,0,1209,2,mdjl1209.tif,00050154.tif,ORIGINAL,0583,YFT,4711,1,9,9,0,0,0,0,467,0,,2012-058301
06,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,1,mdjl2112.tif,00050676.tif,ORIGINAL,0640,YFT,4711,1,5,5,0,0,0,0,468,0,,2012-064001
06,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,2,mdjl2112.tif,00050678.tif,ORIGINAL,0640,YFT,4711,1,3,3,0,0,0,0,469,0,,2012-064002
06,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,1,mdjl2112.tif,00050680.tif,ORIGINAL,0640,DOLPHIN,1050,2,4,4,0,0,0,0,470,0,,2012-064003
06,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,1,mdjl2112.tif,00050680.tif,ORIGINAL,0640,YFT,4711,1,4,4,0,0,0,0,471,0,,2012-064003
06,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,2,mdjl2112.tif,00050682.tif,ORIGINAL,0640,YFT,4711,1,2,2,0,0,0,0,472,0,,2012-064004
06,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,2,mdjl2112.tif,00050685.tif,ORIGINAL,0640,DOLPHIN,1050,1,2,0,0,0,0,0,473,0,,2012-064006
07,7379,7,1,2012,07,20,0470938,0,0,24,0,2115,2,mdjl2115.tif,00051012.tif,ORIGINAL,0705,YFT,4711,1,1,1,0,0,0,0,474,0,,2012-070501
07,7379,7,1,2012,07,20,0470938,0,0,24,0,2115,2,mdjl2115.tif,00051014.tif,ORIGINAL,0705,YFT,4711,1,2,0,0,0,0,0,475,0,,2012-070502
07,7379,7,1,2012,07,20,0470938,0,0,24,0,2115,1,mdjl2115.tif,00051016.tif,ORIGINAL,0705,YFT,4711,1,10,10,0,0,0,0,476,0,,2012-070503
03,6591,10,1,2012,07,05,0010922,0,0,25,0,2102,2,majl2102.tif,00048990.tif,ORIGINAL,0387,BFT SMALL MEDIUM,4676,1,0,0,2,0,0,0,477,0,,2012-038703
03,6591,10,1,2012,07,05,0010922,0,0,25,0,2102,2,majl2102.tif,00048993.tif,ORIGINAL,0387,BFT SMALL MEDIUM,4676,1,1,0,2,0,0,0,478,0,,2012-038705
03,6634,11,1,2012,07,01,0019028,0,0,25,0,1111,2,majl1111.tif,00048959.tif,ORIGINAL,0379,STRIPED BASS,4180,1,2,0,0,0,0,0,479,0,,2012-037901
03,6634,11,1,2012,07,01,0019028,0,0,25,0,1111,2,majl1111.tif,00048961.tif,ORIGINAL,0379,BLUEFISH,230,1,0,0,6,0,0,0,480,0,,2012-037902
06,6634,9,1,2012,07,15,0239038,0,0,25,0,1208,2,majl1208.tif,00050372.tif,ORIGINAL,0605,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,0,481,0,,2012-060501
06,6634,9,1,2012,07,15,0239038,0,0,25,0,1208,2,majl1208.tif,00050376.tif,ORIGINAL,0605,COD,815,1,20,0,0,0,0,0,482,1,CAUGHT OUT OF AREA;,2012-060504
