tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
214001,09,01,1203,1,0,,7704,4,1,4,2017,10,22,0110652,0,0,2,CTOC1203.pdf,00119376.tif,ORIGINAL,LITTLE,4681,2140,1,0,0,8,0,0,0,4,2017-214001
195501,10,01,1101,2,0,,6447,2,1,6,2017,10,07,0051599,0,0,2,DEOC1101.pdf,00118600.tif,ORIGINAL,GOLDEN,4467,1955,1,12,0,0,0,0,0,3,2017-195501
195502,10,02,1101,3,0,,6447,2,1,5,2017,10,07,0051599,0,0,2,DEOC1101.pdf,00118602.tif,ORIGINAL,DOLPHI,1050,1955,1,25,0,0,0,0,0,2,2017-195502
214301,10,01,1103,4,0,,6447,2,1,6,2017,10,21,0051599,0,0,2,DEOC1103.pdf,00119386.tif,ORIGINAL,DOLPHI,1050,2143,1,10,0,0,0,0,0,3,2017-214301
214301,10,01,1103,5,1,RARE OR ILLEGAL SPECIES KEPT;,6447,2,1,6,2017,10,21,0051599,0,0,2,DEOC1103.pdf,00119386.tif,ORIGINAL,BLUELI,4440,2143,2,46,0,0,0,0,0,3,2017-214301
214301,10,01,1103,6,0,,6447,2,1,6,2017,10,21,0051599,0,0,2,DEOC1103.pdf,00119386.tif,ORIGINAL,GOLDEN,4467,2143,3,10,0,0,0,0,0,3,2017-214301
214302,10,02,1103,7,1,RARE OR ILLEGAL SPECIES KEPT;,6447,2,1,3,2017,10,21,0051599,0,0,2,DEOC1103.pdf,00119388.tif,ORIGINAL,BLUELI,4440,2143,3,4,0,0,0,0,0,2,2017-214302
214302,10,02,1103,8,0,,6447,2,1,3,2017,10,21,0051599,0,0,2,DEOC1103.pdf,00119388.tif,ORIGINAL,GOLDEN,4467,2143,2,1,0,0,0,0,0,2,2017-214302
214302,10,02,1103,9,0,,6447,2,1,3,2017,10,21,0051599,0,0,2,DEOC1103.pdf,00119388.tif,ORIGINAL,YFT,4711,2143,1,1,0,0,0,0,0,2,2017-214302
214303,10,03,1103,10,0,,6447,2,1,5,2017,10,21,0051599,0,0,2,DEOC1103.pdf,00119390.tif,ORIGINAL,DOLPHI,1050,2143,1,3,0,0,0,0,0,3,2017-214303
