intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,q11a,s_index,serrflag,sprobfld,id
7509,11,1,2020,06,23,010302,0091131,0,1,34,02,2213,1,NJJN2213.pdf,00146668.tif,ORIGINAL,1050,0103,9996,9996,457,2,9996,0,5,2,6,0,,2020-010302
7509,11,1,2020,06,23,010302,0091131,0,1,34,02,2213,1,NJJN2213.pdf,00146668.tif,ORIGINAL,1050,0103,9996,9996,457,2,9996,0,6,2,7,0,,2020-010302
7509,11,1,2020,06,23,010302,0091131,0,1,34,02,2213,1,NJJN2213.pdf,00146668.tif,ORIGINAL,1050,0103,9996,9996,483,2,9996,0,7,2,8,0,,2020-010302
7509,11,1,2020,06,23,010302,0091131,0,1,34,02,2213,1,NJJN2213.pdf,00146668.tif,ORIGINAL,1050,0103,9996,9996,559,2,9996,0,4,2,5,0,,2020-010302
6936,5,1,2020,06,21,007906,0471493,1,0,24,06,1204,1,MDJN1204.pdf,00146449.tif,ORIGINAL,1050,0079,9996,9996,597,1,9996,0,2,3,2,0,,2020-007906
7686,1,1,2020,06,08,003003,8100091,0,0,51,03,2203,1,VAJN2203.pdf,00146081.tif,ORIGINAL,1050,0030,9996,9996,618,1,9996,0,3,2,9,0,,2020-003003
7509,11,1,2020,06,23,010302,0091131,0,1,34,02,2213,1,NJJN2213.pdf,00146668.tif,ORIGINAL,1050,0103,9996,9996,635,2,9996,0,3,2,4,0,,2020-010302
7688,1,1,2020,06,19,009703,8100002,0,0,51,03,2106,1,VAJN2106.pdf,00146621.tif,ORIGINAL,1050,0097,9996,9996,665,2,9996,0,5,3,10,0,,2020-009703
7688,1,1,2020,06,19,009706,8100002,0,1,51,06,2106,1,VAJN2106.pdf,00146627.tif,ORIGINAL,1050,0097,9996,9996,702,2,9996,0,3,3,11,0,,2020-009706
7509,11,1,2020,06,23,010302,0091131,0,1,34,02,2213,1,NJJN2213.pdf,00146668.tif,ORIGINAL,1050,0103,9996,9996,965,2,9996,0,2,2,3,0,,2020-010302
7688,1,1,2020,06,19,009706,8100002,0,1,51,06,2106,1,VAJN2106.pdf,00146627.tif,ORIGINAL,1050,0097,9996,9996,974,2,9996,0,4,3,12,0,,2020-009706
6936,5,1,2020,06,08,002903,0471493,0,0,24,03,2105,1,MDJN2105.pdf,00146069.tif,ORIGINAL,1050,0029,9996,9996,1082,1,9996,0,1,3,1,1,LENGTH;,2020-002903
