tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
503101,6,25,MA,6,01,6,6,CAPE COD BAY,7821,25,1410,1117,0285,24,3,1,2,1,1,1405,4679,9996,2,2,2,4,1,0,0,0,0,0,1,0,2,9999,9999,10,100,64,1,2,1,MASE1117.pdf,00170233.tif,2021,0,0,0,ORIGINAL,09,05,22528,5031,0010285,001,2,196,0,,Y,2,2021-503101
503102,6,25,MA,6,02,6,6,OFF PTOWN,7821,25,1425,1117,0285,24,3,1,2,2,1,1420,4679,9996,2,2,2,2,0,0,1,1,0,0,0,0,4,9999,9999,4,119,69,1,2,2,MASE1117.pdf,00170235.tif,2021,0,0,0,ORIGINAL,09,05,22528,5031,0010285,001,2,198,0,,Y,2,2021-503102
503103,6,25,MA,6,03,6,6,CAPE COD BAY,7821,25,1438,1117,0285,24,3,1,2,3,1,1435,4679,9996,2,1,2,2,1,0,0,0,0,0,1,0,2,9999,9999,8,100,98,1,2,1,MASE1117.pdf,00170236.tif,2021,0,1,0,REVISED,09,05,22528,5031,0010285,001,2,195,0,,Y,2,2021-503103
503104,6,25,MA,6,04,6,6,CAPE COD BAY 90 LINE,7821,25,1510,1117,0285,24,1,1,2,3,1,1500,4679,9996,2,1,2,6,1,0,0,0,0,0,1,0,2,9999,9999,7,100,65,1,2,1,MASE1117.pdf,00170238.tif,2021,0,0,0,ORIGINAL,09,05,22528,5031,0010285,001,2,194,0,,Y,2,2021-503104
503105,6,25,MA,6,05,6,6,OFF PTOWN,7821,25,1635,1117,0285,24,3,1,2,1,1,1635,4679,9996,2,1,3,8,1,0,0,0,0,0,1,0,1,9999,9999,5,95,68,2,2,1,MASE1117.pdf,00170240.tif,2021,0,0,0,ORIGINAL,09,05,22528,5031,0010285,001,2,197,0,,Y,2,2021-503105
503106,6,25,MA,6,06,6,6,OFF BILLINGSGATE,7821,25,1645,1117,0285,24,3,1,2,1,2,1635,4679,9996,2,1,2,8,1,0,0,0,0,0,1,0,2,9999,9999,5,95,68,2,2,1,MASE1117.pdf,00170242.tif,2021,0,1,0,ORIGINAL,09,05,22528,5031,0010285,001,2,199,0,,N,2,2021-503106
503201,6,25,MA,6,01,6,DRIFTING,WOOD END,7822,25,1605,1118,0273,2,3,1,2,1,2,1555,4671,9996,2,1,2,5,1,0,0,0,0,0,0,1,2,4201,7014,4,107,98,1,2,1,MASE1118.pdf,00170246.tif,2021,1,0,0,ORIGINAL,09,05,22528,5032,0010273,001,2,202,0,,Y,2,2021-503201
503202,6,25,MA,6,02,6,DRIFTING,CAPE COD BAY N,7822,25,1807,1118,0274,2,3,1,2,1,1,1801,4671,9996,2,2,2,8,1,0,0,0,0,0,0,1,2,4200,7020,11,115,67,1,2,1,MASE1118.pdf,00170248.tif,2021,0,0,0,ORIGINAL,09,05,22528,5032,0010274,001,2,200,0,,Y,2,2021-503202
503203,6,25,MA,6,03,6,DRIFTING,WOOD END,7822,25,1705,1118,0274,2,3,1,2,1,2,1635,4671,9996,2,1,2,10,1,0,0,0,0,0,0,1,2,4201,7014,3,125,98,1,2,1,MASE1118.pdf,00170250.tif,2021,0,0,0,ORIGINAL,09,05,22528,5032,0010274,001,2,201,0,,Y,2,2021-503203
503204,6,25,MA,6,04,6,DRIFTING,FISH LEDGE,7822,25,1848,1118,0274,2,3,1,2,1,2,1840,4671,9996,2,1,3,8,1,0,0,0,1,0,0,1,2,4156,7018,13,110,66,1,2,1,MASE1118.pdf,00170252.tif,2021,0,0,0,ORIGINAL,09,05,22528,5032,0010274,001,2,203,0,,Y,2,2021-503204
503205,6,25,MA,6,05,6,DRIFTING,CAPE COD BAY N,7822,25,1905,1118,0274,2,3,2,2,3,1,1904,4671,9996,2,1,2,5,1,0,0,0,0,0,0,1,2,4200,7020,14,150,64,2,2,1,MASE1118.pdf,00170254.tif,2021,0,1,0,ORIGINAL,09,05,22528,5032,0010274,001,2,204,0,,Y,2,2021-503205
503301,6,25,MA,6,01,6,6,STELLWAGEN BANK,7633,25,1430,1123,0024,15,1,1,2,2,1,1420,4679,4676,2,1,2,6,1,0,0,0,0,0,1,0,5,4216,7017,14,100,69,1,2,1,MASE1123.pdf,00170258.tif,2021,0,0,0,ORIGINAL,09,05,22528,5033,0090024,009,2,205,0,,Y,2,2021-503301
503302,6,25,MA,6,02,6,6,PIGEON HILL,7633,25,1453,1123,0024,15,1,1,2,3,2,1245,4671,9996,2,1,2,8,1,0,1,1,0,0,1,0,2,4245,7013,25,280,64,1,2,1,MASE1123.pdf,00170260.tif,2021,0,0,0,ORIGINAL,09,05,22528,5033,0090024,009,2,207,0,,Y,2,2021-503302
503303,6,25,MA,6,03,6,6,BLUE HILL,7633,25,1550,1123,0024,15,1,1,2,3,1,1420,4671,9996,2,2,2,10,1,0,0,0,0,0,1,0,3,4238,7027,4,152,67,1,2,1,MASE1123.pdf,00170262.tif,2021,0,0,0,ORIGINAL,09,05,22528,5033,0090024,009,2,206,0,,Y,2,2021-503303
503501,6,25,MA,6,01,6,6,CAPE COD BAY N,7882,25,1515,1210,0285,24,3,2,1,3,1,1505,4671,9996,2,2,3,8,1,0,0,0,0,0,1,0,3,4200,7020,7,140,70,2,2,2,MASE1210.pdf,00170268.tif,2021,0,0,0,ORIGINAL,09,06,22529,5035,0010285,001,2,219,0,,Y,2,2021-503501
503502,6,25,MA,6,02,6,6,CAPE COD BAY N,7882,25,1544,1210,0285,24,3,1,2,1,1,1530,4671,9996,2,1,2,7,1,0,0,0,0,0,1,0,2,4200,7020,3,110,72,1,2,2,MASE1210.pdf,00170269.tif,2021,0,1,0,ORIGINAL,09,06,22529,5035,0010285,001,2,221,0,,Y,2,2021-503502
503503,6,25,MA,6,03,6,6,CAPE COD BAY N,7882,25,1550,1210,0285,24,3,1,2,1,1,1540,4671,9996,2,2,3,6,1,0,0,0,0,0,1,0,2,4200,7020,3,110,73,1,2,2,MASE1210.pdf,00170270.tif,2021,0,0,0,ORIGINAL,09,06,22529,5035,0010285,001,2,220,0,,Y,2,2021-503503
503504,6,25,MA,6,04,6,6,CAPE COD BAY N,7882,25,1635,1210,0285,24,3,1,2,1,1,1628,4671,9996,2,2,2,6,1,0,0,0,0,0,1,0,1,4200,7020,5,130,70,1,2,2,MASE1210.pdf,00170271.tif,2021,0,0,0,ORIGINAL,09,06,22529,5035,0010285,001,2,218,0,,Y,2,2021-503504
503601,6,23,ME,6,01,6,6,CAPE COD BAY N,7821,25,1735,2102,0285,24,3,1,2,1,2,1735,4679,9996,2,1,2,5,1,0,0,0,0,0,1,0,2,9999,9999,5,105,65,1,2,1,MASE2102.pdf,00170274.tif,2021,0,1,0,ORIGINAL,09,03,22526,5036,0010285,001,2,230,0,,Y,2,2021-503601
503701,6,25,MA,6,01,6,6,REGAL SWORD,7948,25,1310,2205,0922,10,3,2,2,3,7,1300,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,3,4128,6921,31,99998,68,1,2,1,MASE2205.pdf,00170278.tif,2021,0,1,0,REVISED,09,01,22524,5037,0010922,001,2,264,0,,Y,2,2021-503701
503702,6,25,MA,6,02,6,6,REGAL SWORD,7948,25,1320,2205,0922,10,3,2,8,3,1,1300,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,2,4128,6921,31,99998,66,1,2,1,MASE2205.pdf,00170280.tif,2021,1,1,0,REVISED,09,01,22524,5037,0010922,001,2,261,0,,Y,1,2021-503702
503703,6,25,MA,6,03,6,6,REGAL SWORD,7948,25,1410,2205,0922,10,1,2,1,3,7,1400,4671,9996,2,1,3,6,1,0,0,0,0,0,1,0,2,4128,6921,34,300,66,1,2,1,MASE2205.pdf,00170282.tif,2021,0,1,0,ORIGINAL,09,01,22524,5037,0010922,001,2,262,0,,Y,2,2021-503703
503704,6,25,MA,6,04,6,6,REGAL SWORD,7948,25,1420,2205,0922,10,1,1,2,3,2,1400,4671,9996,2,1,3,7,1,0,0,0,0,0,1,0,2,4128,6921,35,290,67,1,2,1,MASE2205.pdf,00170284.tif,2021,0,0,0,ORIGINAL,09,01,22524,5037,0010922,001,2,259,0,,Y,2,2021-503704
503705,6,25,MA,6,05,6,6,REGAL SWORD,7948,25,1441,2205,0922,10,3,2,1,3,7,1430,4671,9996,2,1,2,8,1,0,0,0,0,0,1,0,3,4128,6921,35,280,69,1,2,1,MASE2205.pdf,00170286.tif,2021,0,1,0,ORIGINAL,09,01,22524,5037,0010922,001,2,265,0,,Y,1,2021-503705
503706,6,25,MA,6,06,6,6,REGAL SWORD,7948,25,1540,2205,0361,10,1,2,1,3,1,1530,4671,9996,2,1,2,6,1,0,0,0,0,0,1,0,4,4128,6921,28,150,67,1,2,1,MASE2205.pdf,00170288.tif,2021,0,0,0,ORIGINAL,09,01,22524,5037,0010361,001,2,260,0,,Y,2,2021-503706
503707,6,25,MA,6,07,6,6,REGAL SWORD,7948,25,1625,2205,0922,10,3,2,2,3,2,1605,4671,9996,2,1,4,8,1,0,0,0,0,0,1,0,3,4128,6921,31,285,67,1,2,1,MASE2205.pdf,00170290.tif,2021,0,1,0,ORIGINAL,09,01,22524,5037,0010922,001,2,263,0,,Y,1,2021-503707
504001,6,24,MD,6,01,6,6,POOR MANS CANYON,6447,24,1630,1105,0853,3,1,2,1,3,1,1615,4656,9996,2,2,10,8,0,1,1,1,0,0,0,0,6,3752,7406,60,2000,80,2,2,1,MDSE1105.pdf,00170412.tif,2021,0,1,0,ORIGINAL,09,04,22527,5040,0470853,047,6,134,0,,Y,2,2021-504001
504002,6,37,NC,6,02,6,6,POOR MANS CANYON,6447,24,1643,1105,0853,3,1,2,1,3,1,1630,4656,9996,2,2,10,8,0,1,1,1,0,0,0,0,2,3752,7406,60,1200,80,1,2,1,MDSE1105.pdf,00170414.tif,2021,0,0,0,ORIGINAL,09,04,22527,5040,0470853,047,6,130,0,,Y,2,2021-504002
504003,6,24,MD,6,03,6,6,POOR MANS CANYON,6447,24,1715,1105,0853,3,1,2,1,3,1,1700,4656,9996,2,1,10,10,0,1,1,1,0,0,0,0,6,3752,7406,52,2000,78,1,2,1,MDSE1105.pdf,00170416.tif,2021,0,1,0,ORIGINAL,09,04,22527,5040,0470853,047,6,133,0,,Y,2,2021-504003
504004,6,24,MD,6,04,6,6,POOR MANS CANYON,6447,24,1725,1105,0853,3,1,2,1,3,1,1715,4656,9996,2,1,10,8,0,1,0,1,0,0,0,0,4,3752,7406,62,1200,79,1,2,1,MDSE1105.pdf,00170418.tif,2021,0,1,0,ORIGINAL,09,04,22527,5040,0470853,047,6,131,0,,Y,2,2021-504004
