tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK,7676,25,1440,1116,0784,8,1,2,1,3,2,1415,4811,3591,2,2,1,1,1,0,0,0,0,0,1,4,9998,9998,24,100,98,1,2,2,MAJN1116.pdf,00107741.tif,2017,0,0,0,ORIGINAL,06,03,20973,000301,0003,0230784,023,2,299,1,Q20;,Y,2,2017-000301
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK,7676,25,1510,1202,0217,8,3,1,2,1,2,1450,4656,9996,2,12,4,3,1,0,0,0,0,0,1,4,4216,7017,4,120,98,1,2,1,MAJN1202.pdf,00107748.tif,2017,0,0,0,ORIGINAL,06,04,20974,001001,0010,0230217,023,2,312,0,,Y,2,2017-001001
6,25,MA,6,01,6,DRIFTING,CRAB LEDGE,7649,25,1645,2122,0784,8,1,1,2,1,1,1642,4679,9996,2,1,2,4,1,0,0,1,0,0,1,2,4138,6940,15,230,53,1,2,1,MAJN2122.pdf,00107752.tif,2017,0,0,0,ORIGINAL,06,01,20971,001101,0011,0230784,023,2,318,0,,Y,2,2017-001101
6,34,NJ,6,01,6,6,CHICKEN BONE,7509,34,1725,1101,0900,3,1,1,2,2,1,1700,3551,3531,2,1,5,6,0,0,1,0,0,1,0,3,3952,7303,48,125,63,1,2,1,NJJN1101.pdf,00107761.tif,2017,0,0,0,ORIGINAL,06,04,20974,001901,0019,0090900,009,5,346,0,,Y,2,2017-001901
6,34,NJ,6,01,6,6,HAMBONE,7370,34,1715,1110,1131,11,1,1,2,2,2,1630,3551,3531,2,2,3,6,0,0,1,0,1,0,0,8,3811,7424,54,140,64,1,2,1,NJJN1110.pdf,00107769.tif,2017,0,0,0,ORIGINAL,06,03,20973,002101,0021,0091131,009,5,362,1,Q23;,Y,2,2017-002101
6,34,NJ,6,02,6,6,ELEPHANT TRUNK,7370,34,1745,1110,1131,11,1,2,1,3,7,1715,3551,3591,2,2,4,6,0,0,1,0,1,0,0,4,3835,7405,48,186,61,1,2,1,NJJN1110.pdf,00107771.tif,2017,0,1,0,ORIGINAL,06,03,20973,002102,0021,0091131,009,5,364,0,,N,1,2017-002102
,34,NJ,JIMS BAIT TACKLE MAKO,03,6,6,28 MILE WRECK,7370,34,1815,1110,1671,11,1,1,2,2,1,1800,3551,3531,1,2,4,9,0,0,1,0,1,0,0,6,3900,7405,42,120,58,1,2,1,NJJN1110.pdf,00107773.tif,2017,0,1,0,ORIGINAL,06,03,20973,002103,0021,0091671,009,5,27,1,tcode;Q27;,Y,2,2017-002103
6,34,NJ,6,04,6,6,TJ HOOPER,7370,34,1900,1110,1044,11,1,1,2,2,1,1800,3551,9996,2,2,3,10,0,0,1,0,1,0,0,4,3826,7423,30,130,61,1,2,1,NJJN1110.pdf,00107775.tif,2017,0,1,0,ORIGINAL,06,03,20973,002104,0021,0091044,009,5,363,0,,N,2,2017-002104
6,51,VA,6,01,6,6,OFFSHORE,7661,51,1750,1102,0387,2,1,1,2,2,2,1743,4711,9996,2,2,8,8,0,0,1,1,0,0,0,6,9998,9998,70,500,75,1,1,1,VAJN1102.pdf,00107789.tif,2017,0,1,0,ORIGINAL,06,04,20974,002501,0025,8100387,810,7,434,0,,Y,1,2017-002501
6,51,VA,6,02,6,6,THE CIGAR,7661,51,1805,1102,0387,2,1,1,2,2,1,1800,4711,9996,2,2,6,5,0,0,1,1,0,0,0,4,3630,7450,65,450,70,1,1,1,VAJN1102.pdf,00107791.tif,2017,0,0,0,ORIGINAL,06,04,20974,002502,0025,8100387,810,7,435,0,,Y,1,2017-002502
