tracker,faxno,batch,ppstfips,tcode,location,stcode,returnt,siteno,intcode,hook,inttime,tifno,intdate,cluster,control,sitetype,prim_op,todayt,category,perm_ver,ppstate,prim1,prim2,tourn,tourn_name,hook_oth,lines,fhours,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,proxy,catch,interr,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,contact,filestat,docno,month,day,year,enterr,permismt,county,site_no,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
563104,VAOC1204.pdf,5631,51,9051,030 LINE,51,1830,0088,6686,12,1841,00172989.tif,10/02/2021,3,1204,1,1,2,2,1,VA,4328,9996,1,OCEANS EAST SWORDFISH,6,2,8,DEEP DROP,3,9998,9998,998,1200,98,2,2,0,0,1,0,0,0,0,0,1,1,ORIGINAL,04,10,02,2021,1,0,810,8100088,7,423,0,,Y,2,2021-563104
563201,VAOC1205.pdf,5632,51,6,CIGAR,51,1800,0002,6633,2,1815,00172992.tif,10/03/2021,1,1205,1,1,2,2,1,VA,2161,2171,2,6,6,7,6,6,5,3630,7450,71,6000,72,2,1,0,0,1,0,1,0,0,0,0,2,ORIGINAL,01,10,03,2021,0,0,810,8100002,7,390,0,,Y,1,2021-563201
563401,VAOC2108.pdf,5634,51,6,7,51,1625,0091,7919,12,1635,00172998.tif,10/04/2021,1,2108,1,1,2,2,1,VA,2161,2171,2,6,6,5,7,6,3,9997,9997,65,500,73,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,01,10,04,2021,1,0,810,8100091,7,391,0,,Y,2,2021-563401
563501,VAOC2208.pdf,5635,51,6,CONTINENTAL SHELF,51,1632,0088,7920,12,1653,00173002.tif,10/01/2021,3,2208,1,2,1,3,1,VA,2181,4656,2,6,6,7,7,6,5,9999,9999,65,350,74,1,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,01,10,01,2021,1,0,810,8100088,7,401,0,,Y,2,2021-563501
563502,VAOC2208.pdf,5635,51,6,NORFOLK CANYON,51,1750,0088,7920,1,1756,00173004.tif,10/01/2021,3,2208,1,1,2,2,1,VA,2181,9996,2,6,6,4,8,6,4,3705,7435,65,6000,73,1,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,10,01,2021,1,0,810,8100088,7,402,0,,Y,2,2021-563502
567101,MDOC2201.pdf,5671,24,6,WASHINGTON CANYON,24,1830,0853,6447,1,1845,00173012.tif,10/05/2021,3,2201,1,2,1,3,1,MD,4656,9996,2,6,6,3,6,6,3,3727,7427,61,1200,98,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,01,10,05,2021,0,0,047,0470853,6,154,0,,Y,2,2021-567101
567102,MDOC2201.pdf,5671,24,6,WASHINGTON CANYON,24,1845,0853,6447,1,1900,00173014.tif,10/05/2021,3,2201,1,2,2,3,1,MD,4656,9996,2,6,6,3,8,6,6,3727,7427,62,1300,78,1,1,0,0,1,0,0,0,1,0,0,2,ORIGINAL,02,10,05,2021,1,0,047,0470853,6,155,0,,Y,2,2021-567102
567201,NJOC2102.pdf,5672,34,6,CIGAR,34,1500,1724,7509,1,1530,00173019.tif,10/05/2021,2,2102,1,1,2,2,1,NJ,1050,9996,2,6,6,2,6,6,2,3854,7408,30,120,71,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,01,10,05,2021,1,0,001,0011724,5,288,0,,Y,1,2021-567201
567202,NJOC2102.pdf,5672,34,6,WILMINGTON CANYON,34,1600,1724,7509,12,1620,00173021.tif,10/05/2021,2,2102,1,1,2,2,1,NJ,4656,9996,2,6,6,8,7,6,2,3824,7327,70,1000,71,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,10,05,2021,0,0,001,0011724,5,289,0,,Y,1,2021-567202
567203,NJOC2102.pdf,5672,34,6,WILMINGTON CANYON,34,1700,1724,7509,12,1720,00173023.tif,10/05/2021,2,2102,1,1,2,2,1,NJ,4656,9996,2,6,6,6,6,6,6,3824,7327,75,950,71,2,1,0,0,1,1,1,0,1,0,0,1,ORIGINAL,03,10,05,2021,0,0,001,0011724,5,286,0,,Y,1,2021-567203
567204,NJOC2102.pdf,5672,34,6,CIGAR,34,1800,1724,7509,12,1820,00173025.tif,10/05/2021,2,2102,1,2,1,3,1,NJ,1050,9996,2,6,6,6,6,6,5,3854,7408,30,120,67,2,1,1,0,1,1,1,0,1,0,0,1,ORIGINAL,04,10,05,2021,0,0,001,0011724,5,287,0,,N,1,2021-567204
567301,NJOC2201.pdf,5673,34,6,HUDSON CANYON,34,1230,4283,7894,1,1445,00173050.tif,10/04/2021,10,2201,1,2,1,3,1,NJ,4711,9996,2,6,6,5,2,6,7,3930,7220,90,200,70,1,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,01,10,04,2021,0,0,029,0294283,5,292,0,,Y,2,2021-567301
567501,NYOC1207.pdf,5675,36,6,NORTH OF POINT,36,1330,0085,7519,2,1400,00173056.tif,10/03/2021,4,1207,1,2,1,4,6,NY,4681,9996,2,6,6,1,3,FLY FISHING,1,9998,9998,1,25,69,2,2,0,0,0,1,0,0,0,0,1,1,ORIGINAL,01,10,03,2021,0,0,103,1030085,4,322,0,,N,2,2021-567501
567502,NYOC1207.pdf,5675,36,6,OYSTER POND,36,1330,0085,7519,2,1410,00173057.tif,10/03/2021,4,1207,1,2,1,4,6,NY,4681,9996,2,6,6,2,2,FLY FISHING,2,9998,9998,1,22,68,2,1,0,0,0,1,0,0,0,0,1,1,ORIGINAL,02,10,03,2021,0,0,103,1030085,4,327,1,Q26;,N,2,2021-567502
567503,NYOC1207.pdf,5675,36,6,SHAGWONG REEF,36,1330,0085,7519,2,1425,00173059.tif,10/03/2021,4,1207,1,1,2,4,6,NY,4681,9996,2,6,6,3,3,JIGGING,3,9998,9998,1,30,98,2,1,1,0,0,1,0,0,0,0,1,1,ORIGINAL,03,10,03,2021,1,0,103,1030085,4,326,0,,N,2,2021-567503
567504,NYOC1207.pdf,5675,36,6,OFF MONTAUK POINT,36,1400,0137,7519,2,1440,00173061.tif,10/03/2021,4,1207,1,2,1,4,6,NY,4681,9996,2,6,6,2,8,FLY FISHING,2,9998,9998,1,20,98,2,2,0,0,0,1,0,0,0,0,1,1,ORIGINAL,04,10,03,2021,0,0,103,1030137,4,323,1,Q26;,N,2,2021-567504
567505,NYOC1207.pdf,5675,36,6,SHAGWONG REEF,36,1600,0133,7519,2,1600,00173062.tif,10/03/2021,4,1207,1,2,1,4,6,NY,4681,9996,2,6,6,2,6,SPIN CASTING,2,9998,9998,1,33,98,2,1,0,0,0,1,0,0,0,0,1,1,ORIGINAL,05,10,03,2021,0,0,103,1030133,4,324,0,,N,2,2021-567505
567506,NYOC1207.pdf,5675,36,6,SE OF MONTAUK,36,1715,0133,7519,1,1730,00173064.tif,10/03/2021,4,1207,1,2,1,3,1,NY,3531,9996,2,6,6,3,5,6,7,9998,9998,14,180,68,2,2,0,0,1,0,0,1,1,0,0,1,ORIGINAL,06,10,03,2021,0,0,103,1030133,4,321,0,,Y,2,2021-567506
567507,NYOC1207.pdf,5675,36,6,OFF MONTAUK,36,1740,0372,7519,2,1745,00173065.tif,10/03/2021,4,1207,3,1,2,4,6,NY,4681,9996,2,6,6,1,10,FLY FISHING,1,9998,9998,1,25,98,2,2,0,0,0,1,0,0,0,0,1,1,ORIGINAL,07,10,03,2021,0,0,103,1030372,4,325,0,,N,2,2021-567507
567601,RIOC1210.pdf,5676,44,6,RANGER RIDGE,44,1515,4047,7926,2,1535,00173069.tif,10/03/2021,11,1210,1,1,2,2,7,RI,4670,4711,2,6,6,10,5,6,6,4045,7147,50,250,73,2,1,1,0,0,1,1,0,0,0,0,2,ORIGINAL,01,10,03,2021,0,0,009,0094047,3,348,1,Q27;,Y,2,2021-567601
567602,RIOC1210.pdf,5676,44,6,LIGHT HOUSE,44,1555,0414,7926,2,1605,00173071.tif,10/03/2021,11,1210,1,1,2,2,7,RI,4681,9996,2,6,6,9,1,CASTING,4,9998,9998,1,60,71,2,2,1,0,0,1,0,0,0,0,1,2,ORIGINAL,02,10,03,2021,1,0,009,0090414,3,345,0,,Y,2,2021-567602
567603,RIOC1210.pdf,5676,44,6,POINT JUDITH,44,1610,9011,7926,2,1619,00173072.tif,10/03/2021,11,1210,1,2,2,3,1,RI,4670,9996,2,6,6,2,4,6,3,9997,9997,3,90,73,2,2,1,1,0,0,1,0,0,1,0,2,ORIGINAL,03,10,03,2021,0,0,009,0099011,3,344,1,Q24_LONG/LAT;Q27;,Y,2,2021-567603
567604,RIOC1210.pdf,5676,44,6,LIGHT HOUSE,44,1740,0414,7926,1,1745,00173073.tif,10/03/2021,11,1210,1,2,2,3,7,RI,4670,9996,2,6,6,4,10,6,4,9998,9998,10,110,73,2,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,04,10,03,2021,0,0,009,0090414,3,346,1,Q27;,Y,2,2021-567604
567605,RIOC1210.pdf,5676,44,6,POINT JUDITH,44,1700,0414,7926,2,1820,00173074.tif,10/03/2021,11,1210,1,2,2,3,7,RI,4670,9996,2,6,6,2,8,6,2,9998,9998,10,115,74,2,1,1,1,0,0,0,0,0,1,0,2,ORIGINAL,05,10,03,2021,0,0,009,0090414,3,350,1,Q27;,Y,2,2021-567605
567606,RIOC1210.pdf,5676,44,6,LIGHT HOUSE,44,1800,4047,7926,1,1830,00173076.tif,10/03/2021,11,1210,1,2,2,3,7,RI,4670,9996,2,6,6,2,9,6,2,9998,9998,8,100,73,2,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,06,10,03,2021,0,0,009,0094047,3,351,1,Q27;,Y,2,2021-567606
567607,RIOC1210.pdf,5676,44,6,LIGHT HOUSE,44,1730,4047,7926,1,1835,00173077.tif,10/03/2021,11,1210,1,2,2,3,1,RI,4670,9996,2,6,6,4,8,6,6,9998,9998,3,70,69,2,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,07,10,03,2021,0,0,009,0094047,3,343,0,,Y,2,2021-567607
567608,RIOC1210.pdf,5676,44,6,LIGHT HOUSE,44,1845,9011,7926,1,1940,00173078.tif,10/03/2021,11,1210,1,1,2,3,7,RI,4670,9996,2,6,6,4,10,6,5,9998,9998,3,120,68,2,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,08,10,03,2021,0,0,009,0099011,3,349,0,,Y,2,2021-567608
567609,RIOC1210.pdf,5676,44,6,LIGHT HOUSE,44,1905,0414,7926,1,1930,00173079.tif,10/03/2021,11,1210,1,1,2,3,7,RI,4670,9996,2,6,6,2,6,6,4,9998,9998,2,105,69,2,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,09,10,03,2021,0,0,009,0090414,3,347,0,,Y,2,2021-567609
567701,VAOC2209.pdf,5677,37,6,NORFOLK CANYON,51,1745,0091,7951,1,1750,00173083.tif,10/05/2021,1,2209,1,2,2,3,1,NC,2161,2171,2,6,6,6,7,6,6,3705,7435,61,300,74,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,01,10,05,2021,0,0,810,8100091,7,403,0,,Y,2,2021-567701
567702,VAOC2209.pdf,5677,51,6,NORFOLK CANYON,51,1603,0002,7951,12,1810,00173085.tif,10/05/2021,1,2209,1,2,1,3,1,VA,2171,4656,2,6,6,10,7,6,2,3705,7435,70,3000,72,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,02,10,05,2021,1,0,810,8100002,7,404,0,,Y,2,2021-567702
567703,VAOC2209.pdf,5677,51,6,NORFOLK CANYON,51,1820,0091,7951,1,1835,00173087.tif,10/05/2021,1,2209,1,2,1,3,1,VA,2171,2161,2,6,6,6,8,6,6,3705,7435,62,340,71,1,1,0,0,1,0,1,0,0,0,0,2,ORIGINAL,03,10,05,2021,0,0,810,8100091,7,405,0,,Y,2,2021-567703
567704,VAOC2209.pdf,5677,51,6,WASHINGTON CANYON,51,1845,0091,7951,2,1850,00173089.tif,10/05/2021,1,2209,1,1,2,2,1,VA,4328,9996,2,6,6,3,8,DEEP DROP,6,3727,7427,75,1200,98,1,2,0,0,1,0,0,0,0,0,1,1,ORIGINAL,04,10,05,2021,0,0,810,8100091,7,406,0,,Y,2,2021-567704
568301,NJOC2211.pdf,5683,34,6,90 MILES EAST SHINNECOCK,34,1000,0894,6013,12,1500,00173102.tif,10/06/2021,10,2211,1,2,1,3,1,NJ,4711,1050,2,6,6,6,10,JIGGING,6,9998,9998,90,200,70,2,1,0,0,1,1,0,0,1,0,1,1,ORIGINAL,01,10,06,2021,0,0,029,0290894,5,297,1,Q15;,Y,2,2021-568301
568302,NJOC2211.pdf,5683,34,6,80 EAST,34,1630,4283,6013,1,1730,00173104.tif,10/06/2021,10,2211,1,2,1,3,1,NJ,4711,1050,2,6,6,4,14,6,6,9998,9999,80,200,72,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,02,10,06,2021,0,0,029,0294283,5,299,0,,Y,2,2021-568302
568303,NJOC2211.pdf,5683,34,6,EAST OF HUDSON CANYON,34,1700,4283,6013,12,1800,00173106.tif,10/06/2021,10,2211,1,1,2,1,1,NJ,4711,1050,2,6,6,6,30,6,6,3930,7215,80,1500,72,2,1,0,1,0,0,1,0,1,0,0,1,ORIGINAL,03,10,06,2021,0,0,029,0294283,5,298,0,,Y,1,2021-568303
568401,NJOC2215.pdf,5684,34,6,ROCK PILE,34,1706,0900,7508,2,1720,00173095.tif,10/05/2021,3,2215,1,2,1,3,1,NJ,1050,9996,2,6,6,9,7,6,5,9998,9998,60,230,72,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,10,05,2021,0,0,009,0090900,5,300,0,,Y,1,2021-568401
568402,NJOC2215.pdf,5684,34,6,WILMINGTON CANYON,34,1810,0900,7508,1,1817,00173097.tif,10/05/2021,3,2215,1,1,2,2,1,NJ,4711,1050,2,6,6,7,8,DRIFTING,4,3824,7327,65,3000,72,2,1,0,0,1,1,1,0,0,0,1,1,ORIGINAL,02,10,05,2021,0,0,009,0090900,5,301,0,,Y,2,2021-568402
568601,VAOC2201.pdf,5686,51,6,NORFOLK CANYON,51,1757,1832,7922,1,1809,00173110.tif,10/05/2021,3,2201,1,1,2,2,7,VA,4328,9996,2,6,6,3,8,DEEP DROP,5,3705,7435,65,1200,75,2,1,1,0,1,0,0,0,0,0,1,2,ORIGINAL,01,10,05,2021,0,0,810,8101832,7,392,0,,Y,1,2021-568601
568701,VAOC2210.pdf,5687,51,6,NORFOLK CANYON,51,1430,0091,7916,2,1640,00173114.tif,10/06/2021,1,2210,1,1,2,2,7,VA,2171,1050,2,6,6,6,7,6,4,3705,7435,60,600,72,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,01,10,06,2021,0,0,810,8100091,7,408,0,,Y,2,2021-568701
568702,VAOC2210.pdf,5687,51,6,CIGAR,51,1803,0002,7916,1,1810,00173116.tif,10/06/2021,1,2210,1,2,1,3,1,VA,2171,1050,2,6,6,6,7,6,6,3630,7450,65,1200,72,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,02,10,06,2021,0,0,810,8100002,7,407,0,,Y,2,2021-568702
568703,VAOC2210.pdf,5687,51,6,NORFOLK CANYON,51,1815,0002,7916,1,1830,00173118.tif,10/06/2021,1,2210,1,1,2,2,1,VA,4711,9996,2,6,6,6,8,6,8,3705,7435,60,600,74,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,03,10,06,2021,0,0,810,8100002,7,409,0,,Y,2,2021-568703
569601,MAOC2119.pdf,5696,25,6,STELLWAGEN BANK,25,1550,0024,7633,1,1608,00173122.tif,10/06/2021,15,2119,1,2,1,3,1,MA,4671,9996,2,6,6,2,7,6,2,4216,7017,15,137,67,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,06,2021,0,0,009,0090024,2,217,0,,Y,2,2021-569601
569602,MAOC2119.pdf,5696,25,6,JEFFREYS LEDGE,25,1625,0024,7633,1,1655,00173124.tif,10/06/2021,15,2119,1,1,2,1,1,MA,4671,9996,2,6,6,4,8,6,4,4255,7010,14,180,65,1,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,06,2021,1,0,009,0090024,2,218,0,,Y,2,2021-569602
569603,MAOC2119.pdf,5696,25,6,JEFFREYS LEDGE,25,1655,0024,7633,2,1707,00173126.tif,10/06/2021,15,2119,1,1,2,1,1,MA,4671,9996,2,6,6,3,8,6,3,4255,7010,17,180,61,2,1,1,1,0,0,0,0,0,1,0,2,REVISED,03,10,06,2021,1,0,009,0090024,2,220,0,,Y,2,2021-569603
569604,MAOC2119.pdf,5696,25,6,NW STELLWAGEN,25,1715,0024,7633,1,1725,00173128.tif,10/06/2021,15,2119,1,1,2,3,2,MA,4671,9996,2,6,6,2,3,6,2,4225,7025,15,120,60,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,04,10,06,2021,0,0,009,0090024,2,221,0,,Y,2,2021-569604
569605,MAOC2119.pdf,5696,25,6,STELLWAGEN BANK,25,1710,0024,7633,1,1742,00173130.tif,10/06/2021,15,2119,1,2,2,3,1,MA,4671,9996,2,6,6,2,8,6,2,4216,7017,12,140,98,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,05,10,06,2021,0,0,009,0090024,2,219,0,,Y,2,2021-569605
570601,MAOC2102.PDF,5706,25,6,REGAL SWORD,25,1350,0279,7815,1,1354,00173140.tif,10/07/2021,18,2102,3,2,1,3,1,MA,4671,9996,2,6,6,2,9,6,3,4128,6921,30,238,58,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,07,2021,0,0,001,0010279,2,190,0,,Y,2,2021-570601
570602,MAOC2102.PDF,5706,25,6,REGAL SWORD,25,1400,0279,7815,1,1402,00173142.tif,10/07/2021,18,2102,3,2,1,3,1,MA,4671,9996,2,6,6,2,9,6,2,4120,6921,30,300,58,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,07,2021,1,0,001,0010279,2,191,0,,Y,2,2021-570602
570603,MAOC2102.PDF,5706,36,6,STELLWAGEN BANK,25,1439,0279,7815,1,1442,00173144.tif,10/07/2021,18,2102,3,1,2,2,6,NY,4676,4678,2,6,6,3,7,6,2,4216,7017,20,600,58,2,1,1,1,0,1,1,0,0,1,0,1,ORIGINAL,03,10,07,2021,0,0,001,0010279,2,195,0,,N,2,2021-570603
570604,MAOC2102.PDF,5706,25,6,FISHING LEDGE,25,1449,0279,7815,1,1455,00173146.tif,10/07/2021,18,2102,3,1,2,2,2,MA,4676,4678,2,6,6,3,7,6,2,4156,7018,12,165,58,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,04,10,07,2021,1,0,001,0010279,2,193,0,,Y,2,2021-570604
570605,MAOC2102.PDF,5706,25,6,PALE POINT,25,1514,0279,7815,1,1517,00173148.tif,10/07/2021,18,2102,3,2,2,3,1,MA,4671,9996,2,6,6,2,5,6,1,4204,7017,6,166,59,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,05,10,07,2021,0,0,001,0010279,2,194,0,,Y,2,2021-570605
570606,MAOC2102.PDF,5706,25,6,STELLWAGEN BANK S,25,1609,0279,7815,1,1613,00173150.tif,10/07/2021,18,2102,3,1,2,3,1,MA,4671,9996,2,6,6,2,10,6,2,4210,7015,34,110,59,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,06,10,07,2021,0,0,001,0010279,2,192,0,,Y,2,2021-570606
570701,MAOC2111.PDF,5707,25,6,CAPE COD BAY N,25,1430,0217,7948,1,1435,00173134.tif,10/07/2021,8,2111,3,1,2,2,2,MA,4677,9996,2,6,6,3,7,6,4,4200,7020,24,100,69,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,07,2021,1,0,023,0230217,2,213,0,,N,2,2021-570701
570702,MAOC2111.PDF,5707,25,6,CAPE COD BAY,25,1450,0784,7948,1,1500,00173136.tif,10/07/2021,8,2111,1,2,2,3,1,MA,4671,9996,2,6,6,3,7,6,3,4200,7020,9,180,98,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,07,2021,0,0,023,0230784,2,212,0,,Y,2,2021-570702
570801,MAOC2211.PDF,5708,25,6,WELFEET,25,1600,0273,7952,1,1615,00173154.tif,10/06/2021,2,2211,3,1,2,3,1,MA,4671,9996,2,6,6,2,1,6,1,4149,7002,4,35,98,2,1,1,1,0,0,0,0,0,1,0,2,ORIGINAL,01,10,06,2021,0,0,001,0010273,2,241,0,,Y,2,2021-570801
570802,MAOC2211.PDF,5708,25,6,STELLWAGEN BANK,25,1600,0282,7952,1,1630,00173156.tif,10/06/2021,2,2211,1,1,2,1,7,MA,4671,9996,2,6,6,3,3,6,1,4216,7017,9,150,62,2,1,1,1,0,0,0,0,0,1,0,2,ORIGINAL,02,10,06,2021,0,0,001,0010282,2,242,0,,Y,2,2021-570802
571001,NHOC2203.PDF,5710,33,6,SCANTUM MUDHOLE,33,1705,0099,7913,3,1715,00173160.tif,10/07/2021,2,2203,1,2,2,3,1,NH,4671,9996,2,6,7,3,12,6,4,4258,7029,25,200,64,2,1,1,1,1,0,0,0,0,1,0,1,ORIGINAL,01,10,07,2021,0,0,015,0150099,1,255,0,,Y,2,2021-571001
571101,NJOC2114.PDF,5711,34,6,WASHINGTON CANYON,34,1536,1044,7508,12,1636,00173167.tif,10/07/2021,3,2114,1,2,2,3,1,NJ,4711,9996,2,6,6,11,9,6,4,3727,7427,60,2200,71,2,1,1,0,1,1,1,0,1,0,0,1,ORIGINAL,01,10,07,2021,0,0,009,0091044,5,291,0,,Y,1,2021-571101
571901,MDOC2102.PDF,5719,24,6,WASHINGTON CANYON,24,1525,0856,6555,2,1530,00173029.tif,10/08/2021,4,2101,3,1,2,2,2,MD,4711,9996,2,6,6,7,6,6,4,3729,7450,60,600,76,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,10,08,2021,1,0,047,0470856,6,146,0,,N,2,2021-571901
571902,MDOC2102.PDF,5719,10,6,WASHINGTON CANYON,24,1600,0856,6555,1,1605,00173031.tif,10/08/2021,4,2101,3,1,2,2,1,DE,4711,9996,2,6,6,3,2,6,2,3729,7430,60,800,70,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,02,10,08,2021,0,0,047,0470856,6,145,0,,Y,2,2021-571902
571903,MDOC2102.PDF,5719,12,6,WASHINGTON CANYON,24,1620,0856,6555,2,1625,00173033.tif,10/08/2021,4,2101,3,1,2,2,2,FL,4711,1050,2,6,6,4,6,6,4,3729,7430,60,600,70,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,03,10,08,2021,1,0,047,0470856,6,144,0,,N,2,2021-571903
571904,MDOC2102.PDF,5719,10,6,WASHINGTON CANYON,24,1720,0856,6555,1,1725,00173035.tif,10/08/2021,4,2101,3,1,2,2,1,DE,4711,9996,2,6,6,4,8,6,7,3730,7430,60,600,70,1,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,04,10,08,2021,0,0,047,0470856,6,143,0,,Y,2,2021-571904
572001,NHOC2109.PDF,5720,33,6,JEFFREYS LEDGE,33,1550,0020,7800,1,1552,00173039.tif,10/06/2021,3,2109,1,1,2,3,1,NH,4671,4679,2,6,6,3,6,6,2,4255,7010,25,200,66,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,06,2021,0,0,015,0150020,1,252,0,,Y,1,2021-572001
572002,NHOC2109.PDF,5720,33,6,JEFFREYS LEDGE,33,1555,0020,7800,12,1600,00173041.tif,10/06/2021,3,2109,1,1,2,3,1,NH,4671,4679,2,6,6,3,6,6,2,4255,7010,24,200,61,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,06,2021,0,0,015,0150020,1,253,0,,Y,1,2021-572002
572301,NJOC2217.PDF,5723,34,6,WRECKS,34,1530,1036,7895,1,1610,00173045.tif,10/08/2021,1,2217,1,1,2,2,1,NJ,1050,9996,2,6,6,3,6,BOTTOM FISHING,3,9998,9998,20,130,69,2,1,0,0,1,0,0,0,0,0,1,2,ORIGINAL,01,10,08,2021,0,0,001,0011036,5,302,0,,N,2,2021-572301
573101,CTOC2203.PDF,5731,09,6,HUDSON CANYON,09,1630,4328,7938,1,1635,00173175.tif,10/08/2021,8,2203,1,1,2,2,1,CT,4711,4328,2,6,6,7,97,6,3,3930,7220,997,3000,68,1,1,1,0,1,0,1,0,1,0,0,1,ORIGINAL,01,10,08,2021,0,0,007,0074328,3,89,0,,Y,2,2021-573101
573501,RIOC2212.PDF,5735,44,6,RANGER WRECK,44,1500,4047,7926,1,1630,00173180.tif,10/07/2021,11,2212,1,2,1,3,7,RI,4711,9996,2,6,6,5,12,6,3,4035,7147,75,200,68,2,1,1,0,1,0,0,0,1,0,0,2,ORIGINAL,01,10,07,2021,0,0,009,0094047,3,361,0,,Y,2,2021-573501
573502,RIOC2212.PDF,5735,44,6,RANGER WRECK,44,1600,0414,7926,1,1722,00173182.tif,10/07/2021,11,2212,1,1,2,1,7,RI,4711,9996,2,6,6,3,15,6,4,4035,7147,55,180,68,2,1,1,0,1,0,0,0,1,0,0,2,ORIGINAL,02,10,07,2021,0,0,009,0090414,3,360,0,,Y,2,2021-573502
573503,RIOC2212.PDF,5735,44,6,RANGER WRECK,44,1646,4047,7926,1,1735,00173184.tif,10/07/2021,11,2212,1,1,2,1,7,RI,4711,9996,2,6,6,2,8,6,1,4035,7147,60,220,70,2,2,1,0,1,0,0,0,1,0,0,2,ORIGINAL,03,10,07,2021,0,0,009,0094047,3,365,0,,Y,2,2021-573503
573504,RIOC2212.PDF,5735,44,6,BLOCK ISLAND,44,1745,0414,7926,1,1808,00173185.tif,10/07/2021,11,2212,1,1,2,2,7,RI,1050,9996,2,6,6,4,5,6,6,4111,7150,26,140,68,2,1,1,0,1,0,0,0,1,0,0,2,ORIGINAL,04,10,07,2021,0,0,009,0090414,3,364,0,,Y,2,2021-573504
573505,RIOC2212.PDF,5735,44,6,LIGHT HOUSE,44,1915,9011,7926,1,1920,00173187.tif,10/07/2021,11,2212,1,1,2,3,7,RI,4671,9996,2,6,6,2,9,6,4,9998,9998,2,89,68,2,2,1,1,1,0,0,0,1,1,0,1,ORIGINAL,05,10,07,2021,0,0,009,0099011,3,362,0,,Y,2,2021-573505
573506,RIOC2212.PDF,5735,44,6,RANGER WRECK,44,1945,0414,7926,1,2015,00173190.tif,10/07/2021,11,2212,1,1,2,3,7,RI,4711,1050,2,6,6,4,14,6,4,4035,7147,80,200,68,2,2,1,1,1,0,0,0,1,1,0,2,ORIGINAL,06,10,07,2021,0,0,009,0090414,3,359,0,,Y,2,2021-573506
573507,RIOC2212.PDF,5735,44,6,LIGHT HOUSE,44,2000,4047,7926,1,2010,00173188.tif,10/07/2021,11,2212,1,1,1,3,7,RI,4671,9996,2,6,6,3,7,6,3,9998,9998,2,89,68,2,1,1,1,0,0,0,0,0,1,0,2,ORIGINAL,07,10,07,2021,0,0,009,0094047,3,363,0,,Y,2,2021-573507
573901,NJOC2109.PDF,5739,34,6,OFF OF ASBURY PARK,34,1445,0101,6416,2,1523,00173171.tif,10/08/2021,14,2109,1,1,2,2,1,NJ,4677,9996,2,6,6,5,3,6,2,9998,9998,9,100,69,2,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,01,10,08,2021,0,0,025,0250101,5,290,0,,Y,1,2021-573901
574301,MAOC2122.PDF,5743,25,6,CHATAM EAST,25,1730,4261,7952,2,1730,00173203.tif,10/08/2021,5,2122,2,1,2,2,1,MA,4681,9996,2,6,6,2,3,6,2,4140,6955,998,50,98,2,1,0,0,0,1,1,0,0,0,0,2,ORIGINAL,01,10,08,2021,0,0,001,0014261,2,222,0,,Y,2,2021-574301
