tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
12,6,10,DE,6,01,6,6,BALTIMORE CANYON,6447,10,1725,1101,1599,2,1,2,1,3,1,1715,4656,9996,2,2,6,8,0,0,1,1,0,0,0,5,3820,7345,63,300,75,1,1,1,dese1101.tif,00066865.tif,2013,0,0,0,ORIGINAL,09,01,19602,1249,0051599,005,6,103,0,,Y,2,,2013-124901
12,6,10,DE,6,02,6,6,WILMINGTON CANYON,6447,10,1827,1101,1599,2,1,1,2,2,1,1800,2161,9996,2,2,5,9,1,1,0,1,0,0,0,5,3824,7327,70,300,98,1,1,1,dese1101.tif,00066867.tif,2013,0,1,0,ORIGINAL,09,01,19602,1249,0051599,005,6,104,0,,Y,2,,2013-124902
12,6,10,DE,6,03,6,6,WILMINGTON CANYON,6447,10,1846,1101,1599,2,1,2,1,3,1,1830,2161,4656,2,2,7,8,0,1,1,1,0,0,0,5,3824,7327,74,960,78,1,1,2,dese1101.tif,00066869.tif,2013,0,1,0,ORIGINAL,09,01,19602,1249,0051599,005,6,102,0,,Y,2,,2013-124903
12,6,10,DE,6,01,6,6,BALTIMORE CANYON,6478,10,1730,1102,1599,2,1,2,1,3,1,1720,7777,9996,2,2,8,8,0,0,1,1,0,0,0,2,3820,7345,75,400,76,1,1,1,dese1102.tif,00066872.tif,2013,0,1,0,ORIGINAL,09,02,19603,1250,0051599,005,6,105,0,,Y,1,,2013-125001
12,6,25,MA,6,01,6,6,NO MANSLAND,6721,25,1003,1112,0788,25,1,1,2,3,1,945,330,9996,2,12,4,5,0,1,0,1,0,1,0,4,4115,7045,2,30,68,1,1,2,mase1112.tif,00066879.tif,2013,0,1,0,ORIGINAL,09,01,19602,1252,0230788,023,2,288,0,,Y,2,,2013-125201
12,6,10,DE,6,01,6,6,WASHINGTON CANYON,6555,24,1644,1106,0856,4,3,1,2,2,1,1640,2161,4656,2,1,12,24,0,0,1,1,0,1,0,3,3725,7425,50,200,74,1,1,1,mdse1106.tif,00066887.tif,2013,0,0,0,ORIGINAL,09,01,19602,1255,0470856,047,6,134,0,,Y,2,,2013-125501
12,6,24,MD,6,01,6,6,WILMINGTON CANYON,6936,24,1610,1107,1493,5,1,1,2,2,1,1500,4691,9996,2,1,9,23,0,1,1,1,1,0,0,4,3824,7327,72,1800,75,1,1,1,mdse1107.tif,00066891.tif,2013,0,0,0,ORIGINAL,09,01,19602,1256,0471493,047,6,137,0,,Y,2,,2013-125601
12,5500,24,MD,LABOR DAY WHITE MARLIN,02,6,6,POOR MANS CANYON,6936,24,1805,1107,1493,5,1,1,2,2,1,1730,4711,4691,1,12,8,7,0,1,1,1,0,0,0,5,3752,7406,45,3000,76,1,1,1,mdse1107.tif,00066893.tif,2013,0,0,0,ORIGINAL,09,01,19602,1256,0471493,047,6,67,0,,Y,1,,2013-125602
12,5500,37,NC,LABOR DAY WHITE MARLIN,03,6,6,WILMINGTON CANYON,6936,24,1815,1107,1493,5,1,1,2,2,1,1800,2161,9996,1,1,6,7,0,1,1,1,0,0,0,5,3824,7327,62,300,75,1,1,1,mdse1107.tif,00066895.tif,2013,0,0,0,ORIGINAL,09,01,19602,1256,0471493,047,6,66,0,,Y,1,,2013-125603
12,5500,10,DE,LABOR DAY WHITE MARLIN,04,6,6,WASHINGTON CANYON,6936,24,1830,1107,1493,5,1,2,1,3,1,1800,2161,2171,1,1,6,7,0,1,1,1,0,0,0,6,3727,7427,70,600,78,1,1,1,mdse1107.tif,00066897.tif,2013,0,0,0,ORIGINAL,09,01,19602,1256,0471493,047,6,68,0,,Y,2,,2013-125604
