tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
127501,09,01,1101,1,0,,7632,3,1,4,2016,08,20,0113879,0,0,2,CTAU1101.pdf,00102302.tif,ORIGINAL,ATLANTIC B,330,1275,3,0,0,1,0,0,0,2,2016-127501
127501,09,01,1101,2,0,,7632,3,1,4,2016,08,20,0113879,0,0,2,CTAU1101.pdf,00102302.tif,ORIGINAL,DOLPHIN,1050,1275,2,1,0,0,0,0,0,2,2016-127501
127501,09,01,1101,3,0,,7632,3,1,4,2016,08,20,0113879,0,0,2,CTAU1101.pdf,00102302.tif,ORIGINAL,ALBACORE T,4701,1275,1,7,0,0,0,0,0,2,2016-127501
127502,09,02,1101,4,1,SELL;,7632,3,1,5,2016,08,20,0110630,0,0,2,CTAU1101.pdf,00102304.tif,ORIGINAL,BIGEYE TUN,4691,1275,1,1,0,0,0,1,0,3,2016-127502
127502,09,02,1101,5,1,SELL;,7632,3,1,5,2016,08,20,0110630,0,0,2,CTAU1101.pdf,00102304.tif,ORIGINAL,YFT,4711,1275,2,1,0,0,0,1,0,3,2016-127502
127504,09,04,1101,6,0,,7632,3,1,2,2016,08,20,0110630,0,0,1,CTAU1101.pdf,00102307.tif,ORIGINAL,DOLPHIN,1050,1275,2,2,2,0,0,0,0,2,2016-127504
127504,09,04,1101,7,0,,7632,3,1,2,2016,08,20,0110630,0,0,1,CTAU1101.pdf,00102307.tif,ORIGINAL,BLUE SHARK,4931,1275,1,0,0,1,0,0,0,2,2016-127504
146201,09,01,2110,8,0,,7667,2,1,5,2016,08,19,0070884,0,0,2,CTAU2110.pdf,00103540.tif,ORIGINAL,DOLPHIN,1050,1462,1,3,0,0,0,0,0,1,2016-146201
139301,09,01,2127,9,0,,7632,3,1,3,2016,08,24,0110833,0,0,2,CTAU2127.pdf,00103061.tif,ORIGINAL,YFT,4711,1393,1,2,2,0,0,0,0,1,2016-139301
100601,09,01,2202,10,0,,7667,3,1,2,2016,08,05,0110630,0,0,2,CTAU2202.pdf,00100686.tif,ORIGINAL,BLUE SHARK,4931,1006,1,0,0,3,0,0,0,2,2016-100601
100602,09,02,2202,11,0,,7667,3,1,3,2016,08,05,0110630,0,0,2,CTAU2202.pdf,00100688.tif,ORIGINAL,DOLPHIN,1050,1006,2,1,1,0,0,0,0,2,2016-100602
100602,09,02,2202,12,0,,7667,3,1,3,2016,08,05,0110630,0,0,2,CTAU2202.pdf,00100688.tif,ORIGINAL,YFT,4711,1006,1,1,1,0,0,0,0,2,2016-100602
103602,10,02,1101,13,0,,6447,2,1,3,2016,08,06,0051599,0,0,2,DEAU1101.pdf,00100910.tif,ORIGINAL,DOLPHIN,1050,1036,2,1,0,0,0,0,0,2,2016-103602
103602,10,02,1101,14,0,,6447,2,1,3,2016,08,06,0051599,0,0,2,DEAU1101.pdf,00100910.tif,ORIGINAL,YFT,4711,1036,1,1,0,0,0,0,0,2,2016-103602
