tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
187502,6,36,NY,6,02,6,FLY FISHING,OFF THE POINT MTK,7466,36,1515,2201,0085,4,1,2,1,3,6,1500,4681,9996,2,2,1,6,0,0,1,0,0,0,0,1,1,9998,9998,1,30,67,1,2,1,NYOC2201.pdf,00143602.tif,2019,0,1,0,ORIGINAL,10,02,21824,1875,1030085,103,4,479,0,,N,2,2019-187502
187503,6,36,NY,6,03,6,FLY FISHING,CASWELLS COVE,7466,36,1645,2201,0085,4,1,2,1,3,6,1605,4681,9996,2,2,1,6,0,0,1,0,0,0,0,1,1,4106,7154,1,6,98,1,2,1,NYOC2201.pdf,00143604.tif,2019,0,1,0,ORIGINAL,10,02,21824,1875,1030085,103,4,480,1,Q26;,N,2,2019-187503
187504,6,36,NY,6,04,6,SPIN CASTING AND FLY,BLOCK ISLAND SOUND,7466,36,1750,2201,0085,4,1,2,1,3,6,1720,4691,9996,2,2,1,7,0,0,1,0,0,0,0,1,1,4111,7150,2,24,65,1,2,1,NYOC2201.pdf,00143606.tif,2019,0,1,0,ORIGINAL,10,02,21824,1875,1030085,103,4,483,0,,N,2,2019-187504
187505,6,10,DE,6,05,6,SPIN CASTING AND FLY,SHAGWONG REEF,7466,36,1825,2201,0137,4,1,2,1,4,6,1600,4691,9996,2,2,2,8,0,0,1,0,0,0,0,1,2,4106,7154,2,35,98,1,2,1,NYOC2201.pdf,00143608.tif,2019,0,1,0,ORIGINAL,10,02,21824,1875,1030137,103,4,481,1,Q16B;,N,2,2019-187505
187506,6,36,NY,6,06,6,FLY FISHING,LIGHTHOUSE MTK,7466,36,1910,2201,0137,4,1,2,1,3,6,1605,4691,9996,2,2,1,7,0,0,1,0,0,0,0,1,1,9998,9998,1,30,98,1,2,1,NYOC2201.pdf,00143610.tif,2019,0,1,0,ORIGINAL,10,02,21824,1875,1030137,103,4,482,0,,N,2,2019-187506
187601,6,25,MA,6,01,6,6,STELLWAGEN BANK,7713,25,1735,2207,9038,9,1,2,2,3,1,1630,4671,9996,2,1,3,4,1,0,0,0,0,0,1,0,3,4216,7017,20,100,63,2,2,1,MAOC2207.pdf,00143614.tif,2019,0,1,0,ORIGINAL,10,01,21823,1876,0239038,023,2,379,0,,Y,1,2019-187601
187602,6,25,MA,6,02,6,6,STELLWAGEN BANK SW,7713,25,1800,2207,9038,9,1,1,2,1,1,1750,4671,9996,2,2,3,12,1,0,0,0,0,0,1,0,2,4210,7015,10,120,64,2,2,1,MAOC2207.pdf,00143616.tif,2019,0,1,0,ORIGINAL,10,01,21823,1876,0239038,023,2,378,0,,Y,2,2019-187602
187603,6,25,MA,6,03,6,6,STELLWAGEN BANK SW,7713,25,1820,2207,9038,9,1,1,2,1,1,1815,4671,9996,2,1,2,10,1,0,0,0,0,0,1,0,2,4210,7015,6,200,61,2,1,1,MAOC2207.pdf,00143618.tif,2019,0,0,0,ORIGINAL,10,01,21823,1876,0239038,023,2,377,0,,Y,2,2019-187603
187604,6,25,MA,6,04,6,6,STELLWAGEN BANK,7713,25,1833,2207,9038,9,1,1,2,1,2,1809,4671,9996,2,1,2,6,1,0,0,0,0,0,1,0,1,4216,7017,20,130,63,2,2,1,MAOC2207.pdf,00143620.tif,2019,0,0,0,ORIGINAL,10,01,21823,1876,0239038,023,2,380,0,,N,1,2019-187604
187701,6,25,MA,6,01,6,6,90 LINE,7713,25,1625,2209,0217,8,3,1,2,1,7,1515,4671,9996,2,2,2,3,1,0,0,0,0,0,1,0,2,4215,7030,8,175,64,2,2,1,MAOC2209.pdf,00143624.tif,2019,0,1,0,REVISED,10,03,21825,1877,0230217,023,2,381,0,,Y,1,2019-187701
187702,6,25,MA,6,02,6,DEEP DROP,90 LINE,7713,25,1630,2209,0217,8,3,1,2,1,1,1518,4671,9996,2,2,2,1,0,1,0,0,0,0,0,1,1,4215,7030,8,175,64,2,2,1,MAOC2209.pdf,00143626.tif,2019,0,1,0,REVISED,10,03,21825,1877,0230217,023,2,383,0,,Y,1,2019-187702
187703,6,25,MA,6,03,6,6,CAPE COD BAY,7713,25,1715,2209,0784,8,1,1,2,1,1,1710,4671,9996,2,1,2,8,1,0,0,0,0,0,1,0,2,4200,7020,8,170,61,2,2,1,MAOC2209.pdf,00143628.tif,2019,0,1,0,ORIGINAL,10,03,21825,1877,0230784,023,2,384,0,,Y,2,2019-187703
187704,6,25,MA,6,04,6,6,CAPE COD BAY,7713,25,1800,2209,0217,8,3,2,1,3,1,1738,4671,9996,2,1,3,6,1,0,0,0,0,0,1,0,5,4200,7020,7,180,61,2,2,1,MAOC2209.pdf,00143630.tif,2019,0,0,0,ORIGINAL,10,03,21825,1877,0230217,023,2,382,0,,Y,1,2019-187704
187801,6,24,MD,6,01,6,6,POOR MANS CANYON,7778,24,1655,2106,0024,2,1,2,1,3,1,1630,1050,2161,2,1,8,5,0,1,0,1,0,1,0,0,6,3752,7406,57,800,74,1,2,1,MDOC2106.pdf,00143634.tif,2019,0,0,0,ORIGINAL,10,01,21823,1878,0470024,047,6,197,0,,Y,1,2019-187801
188301,6,37,NC,6,01,6,6,NORFOLK CANYON,7686,51,1804,2101,0091,1,1,2,2,3,1,1725,4711,4691,2,2,8,8,0,1,0,1,0,0,0,0,6,3705,7435,58,600,75,1,2,1,VAOC2101.pdf,00143650.tif,2019,0,1,0,ORIGINAL,10,01,21823,1883,8100091,810,7,529,0,,Y,1,2019-188301
188302,6,51,VA,6,02,6,6,NORFOLK CANYON,7686,51,1824,2101,0002,1,1,2,1,2,1,1800,4711,4720,2,12,7,7,0,1,1,1,0,0,0,0,6,3705,7435,61,400,75,1,2,1,VAOC2101.pdf,00143652.tif,2019,0,0,0,ORIGINAL,10,01,21823,1883,8100002,810,7,528,0,,Y,1,2019-188302
188501,6,51,VA,6,01,6,6,NORFOLK CANYON,7686,51,1805,2207,0091,1,1,1,2,2,1,1745,4711,4691,2,2,8,7,0,1,0,1,0,0,0,0,4,3705,7435,50,600,77,1,2,1,VAOC2207.pdf,00143658.tif,2019,0,0,0,ORIGINAL,10,02,21824,1885,8100091,810,7,547,0,,Y,1,2019-188501
188502,6,51,VA,6,02,6,6,NORFOLK CANYON,7686,51,1810,2207,0091,1,1,1,2,2,1,1800,4711,9996,2,2,9,8,0,1,0,1,0,0,0,0,6,3705,7435,65,600,75,1,2,1,VAOC2207.pdf,00143660.tif,2019,0,0,0,ORIGINAL,10,02,21824,1885,8100091,810,7,548,0,,Y,1,2019-188502
188503,6,51,VA,6,03,6,6,NORFOLK CANYON,7686,51,1825,2207,0091,1,1,1,2,3,1,1810,1050,4720,2,2,10,8,0,1,0,1,0,0,0,0,6,3705,7435,68,450,76,1,2,1,VAOC2207.pdf,00143662.tif,2019,0,0,0,ORIGINAL,10,02,21824,1885,8100091,810,7,546,0,,Y,1,2019-188503
188504,6,51,VA,6,04,6,6,NORFOLK CANYON,7686,51,1915,2207,0091,1,1,1,2,2,1,1910,2161,2171,2,12,7,10,0,1,1,1,0,0,0,0,2,3705,7435,998,1000,98,1,2,2,VAOC2207.pdf,00143664.tif,2019,0,1,0,ORIGINAL,10,02,21824,1885,8100091,810,7,549,0,,Y,2,2019-188504
189401,6,36,NY,6,01,6,6,CHATHAM,7765,25,1540,1115,0406,6,1,1,2,3,2,1540,4671,9996,2,1,2,2,1,0,0,0,0,0,1,0,1,9998,9998,20,100,62,1,2,1,MAOC1115.pdf,00143684.tif,2019,0,1,0,ORIGINAL,10,05,21827,1894,0010406,001,2,232,0,,Y,2,2019-189401
189402,6,25,MA,6,02,6,6,EAST NANTUCKET,7765,25,1755,1115,0406,6,1,1,2,1,2,1710,4671,9996,2,2,3,2,1,0,0,0,0,0,1,0,4,9999,9999,10,150,63,1,2,1,MAOC1115.pdf,00143686.tif,2019,0,1,0,ORIGINAL,10,05,21827,1894,0010406,001,2,233,0,,Y,2,2019-189402
189601,6,25,MA,6,01,6,6,IPSWICH BAY,7633,25,1752,1117,0024,15,1,1,2,1,1,1700,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,4,4243,7040,6,180,59,1,2,1,MAOC1117.pdf,00143692.tif,2019,0,1,0,REVISED,10,05,21827,1896,0090024,009,2,236,0,,Y,2,2019-189601
189602,6,36,NY,6,02,6,6,STELLWAGEN BANK,7633,25,1808,1117,0024,15,1,1,2,3,1,1500,4671,9996,2,1,3,7,1,0,0,0,0,0,1,0,4,4216,7017,12,110,61,1,2,1,MAOC1117.pdf,00143694.tif,2019,0,1,0,ORIGINAL,10,05,21827,1896,0090024,009,2,234,0,,Y,2,2019-189602
189603,6,25,MA,6,03,6,6,STELLWAGEN BANK,7633,25,1812,1117,0024,15,1,2,1,3,1,1745,4671,9996,2,1,2,6,1,0,0,0,0,0,1,0,5,4216,7017,11,120,59,1,2,1,MAOC1117.pdf,00143696.tif,2019,0,1,0,ORIGINAL,10,05,21827,1896,0090024,009,2,239,0,,Y,2,2019-189603
189604,6,25,MA,6,04,6,6,IPSWICH BAY,7633,25,1910,1117,0024,15,1,1,2,1,1,1856,4671,9996,2,1,3,10,1,0,0,0,0,0,1,0,5,4243,7040,4,180,62,1,2,1,MAOC1117.pdf,00143698.tif,2019,1,1,0,REVISED,10,05,21827,1896,0090024,009,2,235,0,,Y,2,2019-189604
189605,6,25,MA,6,05,6,6,STELLWAGEN BANK,7633,25,1943,1117,0024,15,1,2,2,3,1,1910,4671,9996,2,1,2,11,1,0,0,0,0,0,1,0,3,4216,7017,12,120,60,1,2,1,MAOC1117.pdf,00143700.tif,2019,0,0,0,ORIGINAL,10,05,21827,1896,0090024,009,2,237,0,,Y,2,2019-189605
189606,6,25,MA,6,06,6,6,STELLWAGEN BANK,7633,25,1955,1117,0024,15,1,1,2,2,2,1911,4671,9996,2,1,3,12,1,0,0,0,0,0,1,0,3,4216,7017,12,100,62,1,2,1,MAOC1117.pdf,00143702.tif,2019,0,1,0,ORIGINAL,10,05,21827,1896,0090024,009,2,238,0,,Y,2,2019-189606
189701,6,25,MA,6,01,6,6,BB BUOY,7768,25,1548,1118,4105,5,1,2,2,3,1,1200,4671,9996,2,1,1,1,1,0,0,0,0,0,1,0,1,4116,6917,25,200,58,1,2,1,MAOC1118.pdf,00143707.tif,2019,0,0,0,ORIGINAL,10,06,21828,1897,0014105,001,2,240,0,,Y,2,2019-189701
189801,6,25,MA,6,01,6,LIVE BAIT DRIFTING,NAUSET LT BEACH,7674,25,1715,1202,0922,10,2,1,2,1,1,1415,4679,4676,2,2,3,4,1,0,0,0,0,0,0,1,2,9998,9998,4,155,58,1,2,1,MAOC1202.pdf,00143712.tif,2019,0,0,0,ORIGINAL,10,06,21828,1898,0010922,001,2,310,0,,Y,2,2019-189801
190001,6,36,NY,6,01,6,6,STELLWAGEN BANK N,7770,25,1630,2130,9246,35,4,1,2,3,1,1630,4671,9996,2,1,3,5,1,1,0,0,0,1,1,0,4,4225,7025,12,130,65,1,1,1,MAOC2130.pdf,00143719.tif,2019,0,1,0,ORIGINAL,10,03,21825,1900,0099246,009,2,356,0,,Y,2,2019-190001
190401,1900,25,MA,GREEN HARBOR TUNA CLUB GIANT T,01,6,6,90 LINE,7713,25,1439,2202,0784,8,1,1,2,1,1,1400,4671,9996,1,2,2,5,1,0,0,1,0,0,1,0,3,4215,7030,7,170,61,2,1,1,MAOC2202.pdf,00143733.tif,2019,0,1,0,ORIGINAL,10,04,21826,1904,0230784,023,2,38,0,,Y,2,2019-190401
190402,1900,25,MA,GREEN HARBOR TUNA CLUB GIANT T,02,6,6,WOOD END,7713,25,1450,2202,0217,8,3,1,2,1,1,1430,4671,9996,1,2,2,5,1,0,0,0,0,0,1,0,2,4201,7014,2,130,62,2,2,1,MAOC2202.pdf,00143731.tif,2019,0,0,0,ORIGINAL,10,04,21826,1904,0230217,023,2,39,0,,Y,1,2019-190402
190701,6,33,NH,6,01,6,6,GULF OF MAINE,7633,33,1424,2106,0020,3,3,1,2,3,1,1350,4671,9996,2,1,2,1,1,0,0,0,0,0,1,0,2,9998,9998,15,210,98,1,2,1,NHOC2106.pdf,00143741.tif,2019,0,0,0,ORIGINAL,10,02,21824,1907,0150020,015,1,394,0,,Y,1,2019-190701
190702,6,33,NH,6,02,6,6,JEFFREYS LEDGE,7633,33,1430,2106,0020,3,3,1,2,1,1,1345,4671,9996,2,2,1,5,1,0,0,0,0,0,1,0,1,4255,7010,17,210,98,1,2,1,NHOC2106.pdf,00143743.tif,2019,0,0,0,ORIGINAL,10,02,21824,1907,0150020,015,1,395,0,,Y,2,2019-190702
190703,6,33,NH,6,03,6,6,JEFFREYS LEDGE,7633,33,1546,2106,0020,3,3,1,2,1,1,1535,4671,9996,2,2,1,1,0,1,0,0,1,1,0,0,2,4255,7010,22,220,98,1,2,1,NHOC2106.pdf,00143745.tif,2019,1,0,0,ORIGINAL,10,02,21824,1907,0150020,015,1,396,0,,Y,2,2019-190703
190901,6,33,NH,6,01,6,6,PINOCHEE,7633,33,1401,2204,1970,1,4,2,1,3,1,1345,4671,9996,2,2,3,4,1,0,0,0,0,0,1,0,4,4250,7038,3,160,98,1,2,1,NHOC2204.pdf,00143752.tif,2019,1,0,0,ORIGINAL,10,01,21823,1909,0151970,015,1,400,0,,Y,1,2019-190901
190902,6,33,NH,6,02,6,6,STELLWAGEN BANK,7633,33,1450,2204,1970,1,4,1,2,3,1,1438,4671,9996,2,2,2,10,1,0,0,0,0,0,1,0,2,4216,7017,6,90,98,1,2,1,NHOC2204.pdf,00143754.tif,2019,0,1,0,ORIGINAL,10,01,21823,1909,0151970,015,1,399,0,,Y,1,2019-190902
191201,6,44,RI,6,01,6,6,GULLY,7665,44,1556,1201,0031,12,1,2,1,3,7,1545,3591,9996,2,1,4,3,1,1,0,0,1,1,1,0,3,4100,7120,9,180,98,1,2,1,RIOC1201.pdf,00143763.tif,2019,0,1,0,ORIGINAL,10,06,21828,1912,0090031,009,3,508,0,,Y,2,2019-191201
191501,6,25,MA,6,01,6,6,CAPE COD BAY,7772,25,1606,1103,0218,8,1,1,2,1,1,1604,4671,9996,2,2,3,5,1,0,0,0,0,0,1,0,2,4200,7020,6,170,58,1,1,1,MAOC1103.pdf,00143771.tif,2019,0,0,0,ORIGINAL,10,06,21828,1915,0230218,023,2,217,0,,Y,2,2019-191501
191502,6,25,MA,6,02,6,6,SW CORNER,7772,25,1611,1103,0218,8,1,1,2,3,1,1606,4671,9996,2,1,3,7,1,0,0,0,0,0,1,0,2,9998,9998,17,110,62,1,2,1,MAOC1103.pdf,00143773.tif,2019,0,0,0,ORIGINAL,10,06,21828,1915,0230218,023,2,215,0,,Y,2,2019-191502
191503,6,25,MA,6,03,6,6,GURNET,7772,25,1620,1103,0218,8,1,1,2,1,1,1606,4671,9996,2,2,1,5,1,0,0,0,0,0,1,0,2,9998,9998,2,60,98,1,2,1,MAOC1103.pdf,00143775.tif,2019,0,0,0,ORIGINAL,10,06,21828,1915,0230218,023,2,219,0,,Y,2,2019-191503
191504,6,25,MA,6,04,6,6,STELLWAGEN BANK,7772,25,1630,1103,0217,8,3,1,2,3,1,1620,4671,9996,2,2,3,12,1,0,0,0,0,0,1,0,2,4216,7017,15,130,57,2,2,1,MAOC1103.pdf,00143777.tif,2019,1,0,0,ORIGINAL,10,06,21828,1915,0230217,023,2,214,0,,Y,2,2019-191504
191505,6,25,MA,6,05,6,6,CAPE COD BAY,7772,25,1641,1103,0217,8,3,1,2,1,1,1635,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,2,4200,7020,3,100,57,2,2,1,MAOC1103.pdf,00143779.tif,2019,1,0,0,ORIGINAL,10,06,21828,1915,0230217,023,2,216,0,,Y,1,2019-191505
191506,6,36,NY,6,06,6,6,STELLWAGEN BANK,7772,25,1644,1103,0218,8,1,1,2,3,2,1640,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,4,4216,7017,18,140,64,1,1,1,MAOC1103.pdf,00143781.tif,2019,0,1,0,ORIGINAL,10,06,21828,1915,0230218,023,2,218,0,,Y,2,2019-191506
191507,1900,25,MA,GREEN HARBOR TUNA CLUB GIANT T,07,6,6,CAPE COD BAY,7772,25,1707,1103,0784,8,1,2,1,3,7,1655,4671,4811,1,1,4,6,1,0,0,0,0,0,1,0,2,9998,9998,5,170,98,1,2,1,MAOC1103.pdf,00143783.tif,2019,1,1,0,ORIGINAL,10,06,21828,1915,0230784,023,2,37,0,,Y,2,2019-191507
191508,6,25,MA,6,08,6,6,CAPE COD BAY,7772,25,1734,1103,0784,8,1,1,2,1,1,1645,4671,9996,2,1,4,6,1,0,0,0,0,0,1,0,2,4200,7020,10,180,98,1,2,1,MAOC1103.pdf,00143785.tif,2019,0,0,0,ORIGINAL,10,06,21828,1915,0230784,023,2,213,0,,Y,1,2019-191508
191509,6,25,MA,6,09,6,6,STELLWAGEN BANK,7772,25,1829,1103,0217,8,3,1,2,1,2,1825,4671,9996,2,2,3,10,1,0,0,0,0,0,1,0,2,4216,7017,8,97,98,1,2,1,MAOC1103.pdf,00143787.tif,2019,0,0,0,ORIGINAL,10,06,21828,1915,0230217,023,2,220,0,,N,2,2019-191509
191601,6,25,MA,6,01,6,6,9,7765,25,1515,1119,0444,6,1,1,2,3,6,1500,4671,9996,2,2,4,6,1,0,0,0,0,0,1,0,3,9999,9999,35,130,63,2,2,1,MAOC1119.pdf,00143791.tif,2019,0,1,0,ORIGINAL,10,06,21828,1916,0010444,001,2,244,0,,Y,2,2019-191601
191602,6,25,MA,6,02,6,6,CRABLEAD,7765,25,1610,1119,0406,6,1,1,2,1,7,1600,4671,9996,2,1,1,5,1,0,0,0,0,0,1,0,1,9999,9999,8,130,64,1,2,1,MAOC1119.pdf,00143793.tif,2019,0,1,0,ORIGINAL,10,06,21828,1916,0010406,001,2,241,0,,Y,2,2019-191602
191603,6,25,MA,6,03,6,6,NANTUCKET,7765,25,1630,1119,0444,6,1,1,2,3,1,1530,4671,9996,2,2,2,4,0,0,1,1,0,0,0,0,1,9999,9999,30,120,63,2,2,1,MAOC1119.pdf,00143795.tif,2019,0,1,0,ORIGINAL,10,06,21828,1916,0010444,001,2,243,0,,Y,2,2019-191603
191604,6,36,NY,6,04,6,6,CHATHAM,7765,25,1705,1119,0406,6,1,1,2,3,2,1600,4671,9996,2,1,2,3,1,0,0,0,0,0,1,0,1,9999,9999,20,100,63,1,2,1,MAOC1119.pdf,00143797.tif,2019,0,1,0,ORIGINAL,10,06,21828,1916,0010406,001,2,242,0,,Y,2,2019-191604
191605,6,12,FL,6,05,6,6,NANTUCKET,7765,25,1740,1119,0406,6,1,1,2,1,2,1630,4671,9996,2,2,4,4,0,0,1,1,0,0,0,0,4,9998,9998,20,200,62,1,2,1,MAOC1119.pdf,00143799.tif,2019,1,1,0,ORIGINAL,10,06,21828,1916,0010406,001,2,245,0,,N,2,2019-191605
191606,6,25,MA,6,06,6,6,SWORD,7765,25,1805,1119,0406,6,1,1,2,8,6,1400,4671,9996,2,12,3,20,1,0,0,0,0,0,1,0,2,9998,9998,12,140,58,1,2,1,MAOC1119.pdf,00143801.tif,2019,0,1,0,ORIGINAL,10,06,21828,1916,0010406,001,2,246,1,Q15;,N,2,2019-191606
191701,6,44,RI,6,01,6,6,STELLWAGEN BANK,7772,25,1641,1201,9038,9,1,1,2,3,1,1630,4671,9996,2,2,3,2,1,0,0,0,0,0,1,0,1,4216,7017,14,99998,98,1,2,1,MAOC1201.pdf,00143805.tif,2019,0,1,0,ORIGINAL,10,05,21827,1917,0239038,023,2,309,0,,Y,2,2019-191701
191702,6,25,MA,6,02,6,6,10 MILES OUT,7772,25,1735,1201,9038,9,1,1,2,1,1,1735,4671,9996,2,1,2,4,1,0,0,0,0,0,1,0,1,9998,9998,10,150,59,1,2,1,MAOC1201.pdf,00143807.tif,2019,0,0,0,ORIGINAL,10,05,21827,1917,0239038,023,2,308,0,,Y,2,2019-191702
191901,6,25,MA,6,01,6,6,VINEYARD SOUND,7787,25,1700,1101,0598,7,1,2,1,3,1,1600,4701,330,2,2,3,2,0,0,1,1,0,0,0,0,3,4125,7045,5,25,61,1,2,1,MAOC1101.pdf,00143821.tif,2019,0,1,0,ORIGINAL,10,05,21827,1919,0070598,007,2,212,0,,Y,2,2019-191901
191902,,25,MA,MV STRIPED BASS TOURNAMENT,02,6,CASTING,VINEYARD SOUND,7787,25,1845,1101,0598,7,1,2,1,3,7,1800,4701,330,1,2,1,9,0,0,1,0,0,0,0,1,1,4125,7045,1,30,66,2,2,1,MAOC1101.pdf,00143823.tif,2019,1,1,0,ORIGINAL,10,05,21827,1919,0070598,007,2,1,1,tcode;,Y,2,2019-191902
192301,6,25,MA,6,01,6,6,THE SWORD,7801,25,1635,2135,0820,12,1,2,2,3,7,1600,4679,9996,2,12,1,1,1,0,0,0,0,0,1,0,4,9998,9998,30,140,60,1,2,1,MAOC2135.pdf,00143863.tif,2019,1,1,0,ORIGINAL,10,07,21829,1923,0190820,019,2,357,0,,Y,2,2019-192301
193201,6,36,NY,6,01,6,FLY FISHING,MONTAUK SHOAL,7684,36,1455,2103,0137,4,1,2,1,4,6,1430,4681,9996,2,2,2,4,0,0,1,0,0,0,0,1,2,4101,7150,5,30,67,1,2,1,NYOC2103.pdf,00143891.tif,2019,0,1,0,ORIGINAL,10,07,21829,1932,1030137,103,4,473,0,,N,2,2019-193201
