tracker,stcode,control,docno,c_index,cerrflag,cprobfld,faxno,batch,intcode,tifno,cluster,sitetype,q11a,q23,interr,filestat,month,day,year,enterr,site_no,othlp,species,row,kept,observe,alive,dead,sell,weighed,measur,id
702712,36,1201,12,31,0,,158655388,7027,7519,158655400,4,1,2,6,1,ORIGINAL,10,16,2021,0,1030137,YFT,4711,2,8,0,1,0,0,0,2,2021-702712
702713,36,1201,13,34,0,,158655388,7027,7519,158655401,4,3,4,2,1,REVISED,10,16,2021,0,1030372,LITTLE TUNNY,4681,1,0,0,1,0,0,0,2,2021-702713
702713,36,1201,13,32,0,,158655388,7027,7519,158655401,4,3,4,2,1,REVISED,10,16,2021,0,1030372,ATLANTIC BONITO,330,2,0,0,10,0,0,0,2,2021-702713
702713,36,1201,13,33,0,,158655388,7027,7519,158655401,4,3,4,2,1,REVISED,10,16,2021,0,1030372,BLACK SEA BASS,3350,3,1,0,2,0,0,0,2,2021-702713
703101,33,2222,01,1,0,,158943786,7031,7800,158943872,1,1,3,2,0,ORIGINAL,10,21,2021,0,0150088,ATLANTIC MACKEREL,2120,1,12,0,0,0,0,0,2,2021-703101
703101,33,2222,01,2,0,,158943786,7031,7800,158943872,1,1,3,2,0,ORIGINAL,10,21,2021,0,0150088,SQUID,8030,2,10,0,0,0,0,0,2,2021-703101
703401,36,2201,01,36,0,,159107819,7034,7519,159107826,4,1,4,2,0,ORIGINAL,10,22,2021,0,1030085,BLUEFISH,230,1,0,0,1,0,0,0,2,2021-703401
703401,36,2201,01,38,0,,159107819,7034,7519,159107826,4,1,4,2,0,ORIGINAL,10,22,2021,0,1030085,LITTLE TUNNY,4681,2,0,0,2,0,0,0,2,2021-703401
703401,36,2201,01,37,0,,159107819,7034,7519,159107826,4,1,4,2,0,ORIGINAL,10,22,2021,0,1030085,STRIPED BASS,4180,3,0,0,20,0,0,0,2,2021-703401
703501,36,1202,01,35,0,,159107821,7035,7519,159107827,2,1,2,7,0,ORIGINAL,10,24,2021,0,1030564,COMMON THRESHER SHARK,3531,1,1,0,0,0,0,0,2,2021-703501
703701,36,1103,01,3,0,,159462604,7037,7519,159462605,4,1,4,2,0,ORIGINAL,10,31,2021,0,1030085,STRIPED BASS,4180,1,0,0,16,0,0,0,2,2021-703701
559001,10,1202,01,13,0,,DEOC1202.pdf,5590,6783,00172584.tif,2,1,2,3,0,ORIGINAL,10,02,2021,0,0051599,YFT,4711,1,4,4,0,0,0,0,1,2021-559001
559002,10,1202,02,14,0,,DEOC1202.pdf,5590,6783,00172586.tif,2,1,2,2,0,ORIGINAL,10,02,2021,0,0051599,YFT,4711,1,1,1,0,0,0,0,1,2021-559002
559003,10,1202,03,15,0,,DEOC1202.pdf,5590,6783,00172588.tif,2,1,3,4,0,ORIGINAL,10,02,2021,0,0051599,YFT,4711,1,3,3,0,0,0,0,2,2021-559003
559004,10,1202,04,16,0,,DEOC1202.pdf,5590,6783,00172590.tif,2,1,2,3,0,ORIGINAL,10,02,2021,0,0051599,YFT,4711,1,2,2,0,0,0,0,2,2021-559004
559005,10,1202,05,18,0,,DEOC1202.pdf,5590,6783,00172592.tif,2,1,3,6,0,ORIGINAL,10,02,2021,0,0051599,YFT,4711,1,12,12,0,0,0,0,2,2021-559005
559005,10,1202,05,17,0,,DEOC1202.pdf,5590,6783,00172592.tif,2,1,3,6,0,ORIGINAL,10,02,2021,0,0051599,SKIPJACK TUNA,4661,2,1,1,0,0,0,0,2,2021-559005
559006,10,1202,06,19,0,,DEOC1202.pdf,5590,6783,00172594.tif,2,1,2,4,0,ORIGINAL,10,02,2021,0,0051599,YFT,4711,1,11,11,0,0,0,0,2,2021-559006
559102,25,1101,02,98,0,,MAOC1101.pdf,5591,7821,00172599.tif,8,1,3,6,1,ORIGINAL,10,02,2021,0,0230218,ATLANTIC MACKEREL,2120,1,15,0,0,0,0,0,2,2021-559102
559102,25,1101,02,99,0,,MAOC1101.pdf,5591,7821,00172599.tif,8,1,3,6,1,ORIGINAL,10,02,2021,0,0230218,BFT SCHOOL,4677,2,0,0,1,0,0,0,2,2021-559102
559301,25,1114,01,121,0,,MAOC1114.pdf,5593,7952,00172606.tif,6,1,3,1,0,ORIGINAL,10,02,2021,0,0010780,PORBEAGLE SHARK,4811,1,0,0,1,0,0,0,2,2021-559301
559302,25,1114,02,122,0,,MAOC1114.pdf,5593,7952,00172608.tif,6,1,3,3,0,ORIGINAL,10,02,2021,1,0010780,ATLANTIC MACKEREL,2120,1,0,0,36,0,0,0,2,2021-559302
559302,25,1114,02,124,0,,MAOC1114.pdf,5593,7952,00172608.tif,6,1,3,3,0,ORIGINAL,10,02,2021,1,0010780,STRIPED BASS,4180,2,0,0,2,0,0,0,2,2021-559302
559302,25,1114,02,123,0,,MAOC1114.pdf,5593,7952,00172608.tif,6,1,3,3,0,ORIGINAL,10,02,2021,1,0010780,SPINY DOGFISH,3521,3,0,0,6,0,0,0,2,2021-559302
559302,25,1114,02,125,0,,MAOC1114.pdf,5593,7952,00172608.tif,6,1,3,3,0,ORIGINAL,10,02,2021,1,0010780,PORBEAGLE SHARK,4811,4,0,0,1,0,0,0,2,2021-559302
559601,25,1202,01,134,0,,MAOC1202.pdf,5596,7952,00172655.tif,6,2,1,4,1,ORIGINAL,10,03,2021,1,0010444,BLUE SHARK,4931,1,0,0,2,0,0,0,2,2021-559601
559601,25,1202,01,133,0,,MAOC1202.pdf,5596,7952,00172655.tif,6,2,1,4,1,ORIGINAL,10,03,2021,1,0010444,BFT GIANT,4671,2,1,1,0,0,0,1,2,2021-559601
559603,25,1202,03,135,0,,MAOC1202.pdf,5596,7952,00172658.tif,6,1,3,1,0,ORIGINAL,10,03,2021,0,0010406,SPINY DOGFISH,3521,1,0,0,1,0,0,0,2,2021-559603
559604,25,1202,04,136,0,,MAOC1202.pdf,5596,7952,00172660.tif,6,1,1,5,0,ORIGINAL,10,03,2021,0,0010406,SHARK UNK,3591,1,0,0,1,0,0,0,2,2021-559604
559605,25,1202,05,138,0,,MAOC1202.pdf,5596,7952,00172662.tif,6,1,1,3,0,ORIGINAL,10,03,2021,0,0010406,STRIPED BASS,4180,1,0,0,1,0,0,0,2,2021-559605
559605,25,1202,05,137,0,,MAOC1202.pdf,5596,7952,00172662.tif,6,1,1,3,0,ORIGINAL,10,03,2021,0,0010406,SPINY DOGFISH,3521,2,0,0,1,0,0,0,2,2021-559605
559607,25,1202,07,139,1,ALIVE;,MAOC1202.pdf,5596,7952,00172665.tif,6,2,1,3,0,ORIGINAL,10,03,2021,0,0010444,WHITE SHARK,4801,1,0,0,1,0,0,0,2,2021-559607
559607,25,1202,07,140,0,,MAOC1202.pdf,5596,7952,00172665.tif,6,2,1,3,0,ORIGINAL,10,03,2021,0,0010444,BLUE SHARK,4931,2,0,0,1,0,0,0,2,2021-559607
559902,25,2115,02,180,0,,MAOC2115.pdf,5599,7952,00172645.tif,6,1,2,4,0,ORIGINAL,10,01,2021,0,0010406,SPINY DOGFISH,3521,1,0,0,6,0,0,0,2,2021-559902
559903,25,2115,03,181,0,,MAOC2115.pdf,5599,7952,00172647.tif,6,1,3,4,0,ORIGINAL,10,01,2021,1,0010406,BLUEFISH,230,1,3,0,0,0,0,0,2,2021-559903
559903,25,2115,03,182,0,,MAOC2115.pdf,5599,7952,00172647.tif,6,1,3,4,0,ORIGINAL,10,01,2021,1,0010406,STRIPED BASS,4180,2,0,0,1,0,0,0,2,2021-559903
560201,25,2201,01,205,0,,MAOC2201.pdf,5602,7633,00172671.tif,15,1,3,4,0,ORIGINAL,10,01,2021,0,0090024,BFT GIANT,4671,1,0,0,1,0,0,0,2,2021-560201
560201,25,2201,01,203,0,,MAOC2201.pdf,5602,7633,00172671.tif,15,1,3,4,0,ORIGINAL,10,01,2021,0,0090024,ATLANTIC MACKEREL,2120,2,20,0,0,0,0,0,2,2021-560201
560201,25,2201,01,202,0,,MAOC2201.pdf,5602,7633,00172671.tif,15,1,3,4,0,ORIGINAL,10,01,2021,0,0090024,HERRING,1670,3,2,0,0,0,0,0,2,2021-560201
560201,25,2201,01,204,0,,MAOC2201.pdf,5602,7633,00172671.tif,15,1,3,4,0,ORIGINAL,10,01,2021,0,0090024,SPINY DOGFISH,3521,4,0,0,6,0,0,0,2,2021-560201
560202,25,2201,02,206,0,,MAOC2201.pdf,5602,7633,00172673.tif,15,1,3,8,1,ORIGINAL,10,01,2021,0,0090024,HERRING,1670,1,2,0,6,0,0,0,2,2021-560202
560202,25,2201,02,207,0,,MAOC2201.pdf,5602,7633,00172673.tif,15,1,3,8,1,ORIGINAL,10,01,2021,0,0090024,ATLANTIC MACKEREL,2120,2,0,0,12,0,0,0,2,2021-560202
560203,25,2201,03,209,0,,MAOC2201.pdf,5602,7633,00172675.tif,15,1,3,5,0,ORIGINAL,10,01,2021,0,0090024,ATLANTIC MACKEREL,2120,1,10,0,10,0,0,0,2,2021-560203
560203,25,2201,03,208,0,,MAOC2201.pdf,5602,7633,00172675.tif,15,1,3,5,0,ORIGINAL,10,01,2021,0,0090024,HERRING,1670,2,10,0,0,0,0,0,2,2021-560203
560401,33,1101,01,227,0,,NHOC1101.pdf,5604,7915,00172681.tif,3,4,3,5,1,ORIGINAL,10,02,2021,0,0150020,BLUE SHARK,4931,1,0,0,1,0,0,0,2,2021-560401
560401,33,1101,01,226,0,,NHOC1101.pdf,5604,7915,00172681.tif,3,4,3,5,1,ORIGINAL,10,02,2021,0,0150020,HADDOCK,1479,2,9,0,0,0,0,0,2,2021-560401
560401,33,1101,01,228,0,,NHOC1101.pdf,5604,7915,00172681.tif,3,4,3,5,1,ORIGINAL,10,02,2021,0,0150020,SILVER HAKE,5090,3,1,0,0,0,0,0,2,2021-560401
560401,33,1101,01,225,0,,NHOC1101.pdf,5604,7915,00172681.tif,3,4,3,5,1,ORIGINAL,10,02,2021,0,0150020,COD,815,4,0,0,3,0,0,0,2,2021-560401
560402,33,1101,02,229,0,,NHOC1101.pdf,5604,7915,00172683.tif,3,4,8,2,0,ORIGINAL,10,02,2021,0,0150020,HADDOCK,1479,1,10,0,30,0,0,0,2,2021-560402
560901,33,2210,01,258,0,,NHOC2210.pdf,5609,7633,00172699.tif,1,3,1,2,0,ORIGINAL,10,04,2021,1,0150003,BFT GIANT,4671,1,1,0,0,0,1,0,2,2021-560901
560901,33,2210,01,257,0,,NHOC2210.pdf,5609,7633,00172699.tif,1,3,1,2,0,ORIGINAL,10,04,2021,1,0150003,ATLANTIC MACKEREL,2120,2,9,0,0,0,0,0,2,2021-560901
560902,33,2210,02,260,0,,NHOC2210.pdf,5609,7633,00172701.tif,1,1,1,1,0,ORIGINAL,10,04,2021,1,0151970,BFT LARGE MEDIUM,4679,1,1,1,0,0,1,0,2,2021-560902
560902,33,2210,02,259,0,,NHOC2210.pdf,5609,7633,00172701.tif,1,1,1,1,0,ORIGINAL,10,04,2021,1,0151970,ATLANTIC MACKEREL,2120,2,10,0,0,0,0,0,2,2021-560902
560902,33,2210,02,261,0,,NHOC2210.pdf,5609,7633,00172701.tif,1,1,1,1,0,ORIGINAL,10,04,2021,1,0151970,SQUID,8030,3,2,0,0,0,0,0,2,2021-560902
561001,34,1101,01,262,0,,NJOC1101.pdf,5610,7895,00172705.tif,13,1,2,4,1,ORIGINAL,10,02,2021,1,0099213,DOLPHIN,1050,1,1,1,0,0,0,0,1,2021-561001
561001,34,1101,01,263,0,,NJOC1101.pdf,5610,7895,00172705.tif,13,1,2,4,1,ORIGINAL,10,02,2021,1,0099213,LITTLE TUNNY,4681,2,0,0,4,0,0,0,1,2021-561001
561101,34,1105,01,268,0,,NJOC1105.pdf,5611,7897,00172709.tif,4,1,3,6,0,ORIGINAL,10,02,2021,0,0099007,YFT,4711,1,2,2,0,0,0,0,2,2021-561101
561101,34,1105,01,267,0,,NJOC1105.pdf,5611,7897,00172709.tif,4,1,3,6,0,ORIGINAL,10,02,2021,0,0099007,DOLPHIN,1050,2,10,10,0,0,0,0,2,2021-561101
561201,34,1106,01,269,0,,NJOC1106.pdf,5612,6416,00172714.tif,6,1,2,2,0,ORIGINAL,10,02,2021,1,0251050,BLUEFISH,230,1,4,0,0,0,0,0,2,2021-561201
561203,34,1106,03,271,0,,NJOC1106.pdf,5612,6416,00172717.tif,6,1,3,5,0,ORIGINAL,10,02,2021,1,0251005,BIGEYE TUNA,4691,1,1,0,0,0,0,0,1,2021-561203
561203,34,1106,03,270,0,,NJOC1106.pdf,5612,6416,00172717.tif,6,1,3,5,0,ORIGINAL,10,02,2021,1,0251005,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-561203
561204,34,1106,04,272,0,,NJOC1106.pdf,5612,6416,00172719.tif,6,1,2,2,0,ORIGINAL,10,02,2021,1,0251808,BLUEFISH,230,1,0,0,3,0,0,0,2,2021-561204
561205,34,1106,05,276,0,,NJOC1106.pdf,5612,6416,00172721.tif,6,1,3,5,1,ORIGINAL,10,02,2021,0,0259005,BLUE SHARK,4931,1,0,0,1,0,0,0,2,2021-561205
561205,34,1106,05,275,0,,NJOC1106.pdf,5612,6416,00172721.tif,6,1,3,5,1,ORIGINAL,10,02,2021,0,0259005,BIGEYE TUNA,4691,2,1,0,0,0,0,0,2,2021-561205
561205,34,1106,05,274,0,,NJOC1106.pdf,5612,6416,00172721.tif,6,1,3,5,1,ORIGINAL,10,02,2021,0,0259005,SWORDFISH,4328,3,1,0,0,0,0,0,2,2021-561205
561205,34,1106,05,273,0,,NJOC1106.pdf,5612,6416,00172721.tif,6,1,3,5,1,ORIGINAL,10,02,2021,0,0259005,DOLPHIN,1050,4,1,0,0,0,0,0,2,2021-561205
561205,34,1106,05,277,1,CAUGHT OUT OF AREA;,NJOC1106.pdf,5612,6416,00172721.tif,6,1,3,5,1,ORIGINAL,10,02,2021,0,0259005,SQUID,8030,5,25,0,0,0,0,0,2,2021-561205
561206,34,1106,06,279,0,,NJOC1106.pdf,5612,6416,00172723.tif,6,1,2,5,0,ORIGINAL,10,02,2021,1,0259005,YFT,4711,1,1,0,0,0,0,0,1,2021-561206
561206,34,1106,06,278,0,,NJOC1106.pdf,5612,6416,00172723.tif,6,1,2,5,0,ORIGINAL,10,02,2021,1,0259005,DOLPHIN,1050,2,5,5,0,0,0,0,1,2021-561206
561207,34,1106,07,280,0,,NJOC1106.pdf,5612,6416,00172725.tif,6,1,3,5,0,ORIGINAL,10,02,2021,1,0259005,COMMON THRESHER SHARK,3531,1,0,0,1,0,0,0,2,2021-561207
561301,34,1107,01,281,0,,NJOC1107.pdf,5613,7895,00172730.tif,3,1,2,2,1,ORIGINAL,10,03,2021,0,0090051,SHARK UNK,3591,1,0,0,2,0,0,0,2,2021-561301
561401,34,1201,01,284,1,CAUGHT OUT OF AREA;,NJOC1201.pdf,5614,6416,00172735.tif,6,1,2,4,0,ORIGINAL,10,03,2021,0,0251050,BFT GIANT,4671,1,0,0,1,0,0,0,2,2021-561401
561501,34,1207,01,285,0,,NJOC1207.pdf,5615,7509,00172741.tif,2,1,2,2,0,ORIGINAL,10,02,2021,0,0011063,LITTLE TUNNY,4681,1,6,0,10,0,0,0,2,2021-561501
561502,34,1207,02,286,0,,NJOC1207.pdf,5615,7509,00172743.tif,2,1,2,2,0,ORIGINAL,10,02,2021,0,0011063,DOLPHIN,1050,1,9,3,0,0,0,0,1,2021-561502
561502,34,1207,02,287,0,,NJOC1207.pdf,5615,7509,00172743.tif,2,1,2,2,0,ORIGINAL,10,02,2021,0,0011063,LITTLE TUNNY,4681,2,0,0,2,0,0,0,1,2021-561502
561601,34,1208,01,288,0,,NJOC1208.pdf,5616,7508,00172866.tif,3,1,2,4,0,ORIGINAL,10,02,2021,0,0090385,ALBACORE TUNA,4701,1,3,0,0,0,0,0,2,2021-561601
561602,34,1208,02,289,0,,NJOC1208.pdf,5616,7508,00172868.tif,3,1,2,2,0,ORIGINAL,10,02,2021,0,0091044,DOLPHIN,1050,1,5,0,0,0,0,0,2,2021-561602
561603,34,1208,03,291,0,,NJOC1208.pdf,5616,7508,00172870.tif,3,1,2,3,0,ORIGINAL,10,02,2021,0,0091044,YFT,4711,1,1,0,0,0,0,0,2,2021-561603
561603,34,1208,03,290,0,,NJOC1208.pdf,5616,7508,00172870.tif,3,1,2,3,0,ORIGINAL,10,02,2021,0,0091044,DOLPHIN,1050,2,1,0,0,0,0,0,2,2021-561603
561605,34,1208,05,292,0,,NJOC1208.pdf,5616,7508,00172873.tif,3,1,3,4,0,ORIGINAL,10,02,2021,0,0090900,DOLPHIN,1050,1,20,20,0,0,0,0,1,2021-561605
561606,34,1208,06,294,0,,NJOC1208.pdf,5616,7508,00172875.tif,3,1,2,3,0,ORIGINAL,10,02,2021,0,0090900,YFT,4711,1,3,1,0,0,0,0,1,2021-561606
561606,34,1208,06,293,0,,NJOC1208.pdf,5616,7508,00172875.tif,3,1,2,3,0,ORIGINAL,10,02,2021,0,0090900,DOLPHIN,1050,2,4,4,0,0,0,0,1,2021-561606
561607,34,1208,07,295,0,,NJOC1208.pdf,5616,7508,00172877.tif,3,1,2,5,0,ORIGINAL,10,02,2021,0,0090900,YFT,4711,1,4,0,0,0,0,0,2,2021-561607
561608,34,1208,08,296,0,,NJOC1208.pdf,5616,7508,00172879.tif,3,1,2,5,0,ORIGINAL,10,02,2021,0,0090385,YFT,4711,1,4,0,0,0,0,0,2,2021-561608
562004,34,2226,04,329,0,,NJOC2226.pdf,5620,6416,00172897.tif,6,1,3,5,0,ORIGINAL,10,01,2021,1,0251005,WHITE MARLIN,2161,1,0,0,1,0,0,0,2,2021-562004
562101,36,1101,01,331,1,KEPT;,NYOC1101.pdf,5621,7727,00172903.tif,3,1,2,9,1,ORIGINAL,10,03,2021,0,1030169,YFT,4711,1,26,26,0,0,0,0,1,2021-562101
562101,36,1101,01,330,0,,NYOC1101.pdf,5621,7727,00172903.tif,3,1,2,9,1,ORIGINAL,10,03,2021,0,1030169,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-562101
562201,36,1205,01,341,0,,NYOC1205.pdf,5622,7727,00172909.tif,4,1,2,4,0,ORIGINAL,10,02,2021,0,1030137,YFT,4711,1,1,0,0,0,0,0,2,2021-562201
562202,36,1205,02,342,0,,NYOC1205.pdf,5622,7727,00172911.tif,4,1,2,6,0,ORIGINAL,10,02,2021,0,1030137,YFT,4711,1,5,5,0,0,0,0,2,2021-562202
562203,36,1205,03,343,0,,NYOC1205.pdf,5622,7727,00172913.tif,4,1,2,5,0,ORIGINAL,10,02,2021,0,1030137,YFT,4711,1,8,3,0,0,0,0,2,2021-562203
562204,36,1205,04,345,0,,NYOC1205.pdf,5622,7727,00172915.tif,4,1,7,3,1,ORIGINAL,10,02,2021,0,1030133,LITTLE TUNNY,4681,1,0,0,1,0,0,0,2,2021-562204
562204,36,1205,04,344,0,,NYOC1205.pdf,5622,7727,00172915.tif,4,1,7,3,1,ORIGINAL,10,02,2021,0,1030133,BLUEFISH,230,2,3,0,0,0,0,0,2,2021-562204
562205,36,1205,05,346,0,,NYOC1205.pdf,5622,7727,00172917.tif,4,1,3,2,1,ORIGINAL,10,02,2021,0,1030372,BLUEFISH,230,1,0,0,8,0,0,0,2,2021-562205
562205,36,1205,05,348,0,,NYOC1205.pdf,5622,7727,00172917.tif,4,1,3,2,1,ORIGINAL,10,02,2021,0,1030372,BLACK SEA BASS,3350,2,0,0,5,0,0,0,2,2021-562205
562205,36,1205,05,347,0,,NYOC1205.pdf,5622,7727,00172917.tif,4,1,3,2,1,ORIGINAL,10,02,2021,0,1030372,SCUP,3295,3,0,0,2,0,0,0,2,2021-562205
562206,36,1205,06,349,0,,NYOC1205.pdf,5622,7727,00172919.tif,4,1,2,5,0,ORIGINAL,10,02,2021,0,1030037,YFT,4711,1,1,1,0,0,0,0,1,2021-562206
562701,44,2201,01,383,0,,RIOC2201.pdf,5627,7789,00172968.tif,11,1,3,5,0,ORIGINAL,10,04,2021,1,0094047,YFT,4711,1,14,4,0,0,0,0,1,2021-562701
562901,51,1104,01,412,0,,VAOC1104.pdf,5629,6633,00172976.tif,9,3,2,3,0,ORIGINAL,10,02,2021,0,8100438,DOLPHIN,1050,1,25,0,0,0,0,0,2,2021-562901
562901,51,1104,01,414,0,,VAOC1104.pdf,5629,6633,00172976.tif,9,3,2,3,0,ORIGINAL,10,02,2021,0,8100438,BLUELINE TILEFISH,4440,2,9,0,0,0,0,0,2,2021-562901
562901,51,1104,01,413,0,,VAOC1104.pdf,5629,6633,00172976.tif,9,3,2,3,0,ORIGINAL,10,02,2021,0,8100438,BLACK SEA BASS,3350,3,20,0,0,0,0,0,2,2021-562901
562902,51,1104,02,416,0,,VAOC1104.pdf,5629,6633,00172978.tif,9,3,2,4,0,ORIGINAL,10,02,2021,0,8100438,DOLPHIN,1050,1,6,0,0,0,0,0,2,2021-562902
562902,51,1104,02,417,0,,VAOC1104.pdf,5629,6633,00172978.tif,9,3,2,4,0,ORIGINAL,10,02,2021,0,8100438,BLACKBELLY ROSEFISH,2420,2,5,0,0,0,0,0,2,2021-562902
562902,51,1104,02,415,1,RARE OR ILLEGAL SPECIES KEPT;,VAOC1104.pdf,5629,6633,00172978.tif,9,3,2,4,0,ORIGINAL,10,02,2021,0,8100438,BARRELFISH,270,3,2,0,0,0,0,0,2,2021-562902
562902,51,1104,02,418,0,,VAOC1104.pdf,5629,6633,00172978.tif,9,3,2,4,0,ORIGINAL,10,02,2021,0,8100438,BLACK SEA BASS,3350,4,6,0,0,0,0,0,2,2021-562902
562902,51,1104,02,419,0,,VAOC1104.pdf,5629,6633,00172978.tif,9,3,2,4,0,ORIGINAL,10,02,2021,0,8100438,GOLDEN TILEFISH,4467,5,1,0,0,0,0,0,2,2021-562902
563101,51,1204,01,441,0,,VAOC1204.pdf,5631,6686,00172984.tif,3,1,3,2,1,ORIGINAL,10,02,2021,1,8100088,WAHOO,4720,1,1,1,0,0,0,0,1,2021-563101
563101,51,1204,01,440,0,,VAOC1204.pdf,5631,6686,00172984.tif,3,1,3,2,1,ORIGINAL,10,02,2021,1,8100088,BLUELINE TILEFISH,4440,2,9,9,0,0,0,0,1,2021-563101
563101,51,1204,01,439,0,,VAOC1204.pdf,5631,6686,00172984.tif,3,1,3,2,1,ORIGINAL,10,02,2021,1,8100088,BLACK SEA BASS,3350,3,15,15,5,0,0,0,1,2021-563101
