tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,s_index,serrflag,sprobfld,id
08,9996,9996,558,2,9996,6936,5,1,2013,08,07,0471493,0,0,24,04,2207,1,mdau2207.tif,00064689.tif,ORIGINAL,1050,0895,0,3,37,0,,2013-089504
09,9996,9996,558,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,04,1209,1,vaau1209.tif,00065057.tif,ORIGINAL,1050,0946,0,4,127,0,,2013-094604
09,9996,9996,558,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,07,1209,1,vaau1209.tif,00065063.tif,ORIGINAL,1050,0946,0,3,128,0,,2013-094607
10,9996,9996,570,2,9996,6936,5,1,2013,08,20,0471493,0,0,24,01,2106,1,mdau2106.tif,00065752.tif,ORIGINAL,1050,1060,0,3,50,0,,2013-106001
08,9996,9996,571,1,9996,6783,2,1,2013,08,05,0051599,0,0,10,01,2201,1,deau2201.tif,00064595.tif,ORIGINAL,1050,0887,0,1,13,0,,2013-088701
11,9996,9996,571,2,9996,7472,4,3,2013,08,16,0470856,0,0,24,06,2101,1,mdau2101.tif,00066149.tif,ORIGINAL,1050,1112,0,1,59,0,,2013-111206
09,9996,9996,572,8,9996,6633,3,1,2013,08,10,8100088,0,0,51,02,1207,1,vaau1207.tif,00065027.tif,ORIGINAL,1050,0945,0,1,104,0,,2013-094502
08,9996,9996,576,8,9996,6478,2,1,2013,08,02,0051599,0,0,10,02,2101,1,deau2101.tif,00064113.tif,ORIGINAL,1050,0816,0,4,9,0,,2013-081602
10,9996,9996,576,2,9996,6936,5,1,2013,08,20,0471493,0,0,24,01,2106,1,mdau2106.tif,00065752.tif,ORIGINAL,1050,1060,0,7,54,0,,2013-106001
10,9996,9996,578,2,9996,6936,5,1,2013,08,20,0471493,0,0,24,04,2106,1,mdau2106.tif,00065757.tif,ORIGINAL,1050,1060,0,2,58,0,,2013-106004
10,9996,9996,580,2,9996,6936,5,1,2013,08,20,0471493,0,0,24,01,2106,1,mdau2106.tif,00065752.tif,ORIGINAL,1050,1060,0,6,53,0,,2013-106001
08,9996,9996,581,2,9996,6936,5,1,2013,08,07,0471493,0,0,24,04,2207,1,mdau2207.tif,00064689.tif,ORIGINAL,1050,0895,0,4,38,0,,2013-089504
08,9996,9996,584,8,9996,6633,3,1,2013,08,03,8100088,0,0,51,05,1205,1,vaau1205.tif,00064390.tif,ORIGINAL,1050,0856,0,3,103,0,,2013-085605
09,9996,9996,584,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,07,1209,1,vaau1209.tif,00065063.tif,ORIGINAL,1050,0946,0,4,129,0,,2013-094607
09,9996,9996,584,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,07,1209,1,vaau1209.tif,00065063.tif,ORIGINAL,1050,0946,0,5,130,0,,2013-094607
09,9996,9996,584,1,9996,7489,3,1,2013,08,11,8100088,0,0,51,09,1209,1,vaau1209.tif,00065067.tif,ORIGINAL,1050,0946,0,1,137,0,,2013-094609
11,9996,9996,584,2,9996,7489,1,1,2013,08,28,8100002,0,0,51,01,2103,1,vaau2103.tif,00066586.tif,ORIGINAL,1050,1189,0,10,157,0,,2013-118901
09,9996,9996,585,2,9996,6593,11,1,2013,08,11,0090414,0,0,44,01,1204,1,riau1204.tif,00065000.tif,ORIGINAL,1050,0940,0,2,88,0,,2013-094001
08,9996,9996,586,2,9996,7492,5,1,2013,08,06,0110687,0,0,09,04,2201,1,ctau2201.tif,00064608.tif,ORIGINAL,1050,0886,0,2,6,0,,2013-088604
09,9996,9996,586,8,9996,6633,3,1,2013,08,10,8100088,0,0,51,02,1207,1,vaau1207.tif,00065027.tif,ORIGINAL,1050,0945,0,2,105,0,,2013-094502
09,9996,9996,588,2,9996,6936,5,1,2013,08,09,0471493,0,0,24,03,2105,1,mdau2105.tif,00064866.tif,ORIGINAL,1050,0924,0,2,42,0,,2013-092403
08,9996,9996,590,1,9996,6783,8,1,2013,08,03,0010039,0,0,51,06,1102,1,vaau1102.tif,00064369.tif,ORIGINAL,1050,0852,0,2,115,0,,2013-085206
10,9996,9996,591,8,9996,6783,7,1,2013,08,20,0470938,0,0,24,03,2107,1,mdau2107.tif,00065866.tif,ORIGINAL,1050,1074,0,1,28,0,,2013-107403
09,9996,9996,594,2,9996,6936,5,1,2013,08,09,0471493,0,0,24,03,2105,1,mdau2105.tif,00064866.tif,ORIGINAL,1050,0924,0,3,43,0,,2013-092403
08,9996,9996,595,1,9996,6783,8,1,2013,08,03,0010039,0,0,51,06,1102,1,vaau1102.tif,00064369.tif,ORIGINAL,1050,0852,0,4,117,0,,2013-085206
08,9996,9996,598,1,9996,7492,5,1,2013,08,06,0110687,0,0,09,04,2201,1,ctau2201.tif,00064608.tif,ORIGINAL,1050,0886,0,1,5,0,,2013-088604
09,9996,9996,598,2,9996,6593,11,1,2013,08,11,0090414,0,0,44,01,1204,1,riau1204.tif,00065000.tif,ORIGINAL,1050,0940,0,5,91,0,,2013-094001
09,9996,9996,600,1,9996,6593,11,1,2013,08,11,0090414,0,0,44,01,1204,1,riau1204.tif,00065000.tif,ORIGINAL,1050,0940,0,4,90,0,,2013-094001
11,9996,9996,604,1,9996,6783,3,1,2013,08,23,0470853,0,0,24,02,2205,1,mdau2205.tif,00066157.tif,ORIGINAL,1050,1113,0,1,29,0,,2013-111302
09,9996,9996,605,1,9996,7466,4,1,2013,08,12,1030085,0,0,36,02,2106,1,nyau2106.tif,00065101.tif,ORIGINAL,1050,0954,0,1,76,0,,2013-095402
09,9996,9996,606,1,9996,7489,1,1,2013,08,08,8100002,0,0,51,01,2106,1,vaau2106.tif,00065037.tif,ORIGINAL,1050,0947,0,4,143,0,,2013-094701
11,9996,9996,607,2,9996,6783,3,1,2013,08,23,0470853,0,0,24,02,2205,1,mdau2205.tif,00066157.tif,ORIGINAL,1050,1113,0,2,30,0,,2013-111302
09,9996,9996,608,1,9996,6555,7,1,2013,08,11,0470938,0,1,24,04,1107,1,mdau1107.tif,00064770.tif,ORIGINAL,1050,0914,0,2,20,0,,2013-091404
09,9996,9996,609,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,07,1209,1,vaau1209.tif,00065063.tif,ORIGINAL,1050,0946,0,6,131,0,,2013-094607
09,9996,9996,609,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,08,1209,1,vaau1209.tif,00065065.tif,ORIGINAL,1050,0946,0,1,133,0,,2013-094608
09,9996,9996,609,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,08,1209,1,vaau1209.tif,00065065.tif,ORIGINAL,1050,0946,0,2,134,0,,2013-094608
09,9996,9996,611,1,9996,6936,3,1,2013,08,10,0470853,0,0,24,02,1105,1,mdau1105.tif,00064751.tif,ORIGINAL,1050,0913,0,2,39,0,,2013-091302
09,9996,9996,612,2,9996,6555,7,1,2013,08,11,0470938,0,1,24,04,1107,1,mdau1107.tif,00064770.tif,ORIGINAL,1050,0914,0,3,21,0,,2013-091404
09,9996,9996,612,2,9996,7466,4,1,2013,08,12,1030085,0,0,36,02,2106,1,nyau2106.tif,00065101.tif,ORIGINAL,1050,0954,0,2,77,0,,2013-095402
08,9996,9996,615,2,9996,6478,2,1,2013,08,02,0051599,0,0,10,02,2101,1,deau2101.tif,00064113.tif,ORIGINAL,1050,0816,0,3,8,0,,2013-081602
09,9996,9996,620,1,9996,6593,15,1,2013,08,07,0090451,0,1,44,13,2213,1,riau2213.tif,00065280.tif,ORIGINAL,1050,0942,0,2,98,0,,2013-094213
09,9996,9996,622,2,9996,6783,7,1,2013,08,12,0470938,0,0,24,04,2110,1,mdau2110.tif,00065085.tif,ORIGINAL,1050,0952,0,2,27,0,,2013-095204
10,9996,9996,622,2,9996,6936,5,1,2013,08,20,0471493,0,0,24,01,2106,1,mdau2106.tif,00065752.tif,ORIGINAL,1050,1060,0,4,51,0,,2013-106001
09,9996,9996,627,2,9996,6633,3,1,2013,08,10,8100088,0,0,51,02,1207,1,vaau1207.tif,00065027.tif,ORIGINAL,1050,0945,0,3,106,0,,2013-094502
11,9996,9996,629,2,9996,7415,1,1,2013,08,27,8100091,0,0,51,02,2102,1,vaau2102.tif,00066582.tif,ORIGINAL,1050,1188,0,2,126,0,,2013-118802
11,9996,9996,632,2,9996,6478,2,1,2013,08,22,0051599,0,0,10,01,2215,1,deau2215.tif,00066121.tif,ORIGINAL,1050,1107,0,2,12,0,,2013-110701
10,9996,9996,633,1,9996,6936,5,1,2013,08,20,0471493,0,0,24,01,2106,1,mdau2106.tif,00065752.tif,ORIGINAL,1050,1060,0,10,57,0,,2013-106001
09,9996,9996,633,2,9996,7466,4,1,2013,08,12,1030085,0,0,36,02,2106,1,nyau2106.tif,00065101.tif,ORIGINAL,1050,0954,0,8,80,0,,2013-095402
09,9996,9996,635,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,07,1209,1,vaau1209.tif,00065063.tif,ORIGINAL,1050,0946,0,7,132,0,,2013-094607
09,9996,9996,635,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,08,1209,1,vaau1209.tif,00065065.tif,ORIGINAL,1050,0946,0,3,135,0,,2013-094608
09,9996,9996,635,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,09,1209,1,vaau1209.tif,00065067.tif,ORIGINAL,1050,0946,0,2,138,0,,2013-094609
09,9996,9996,636,2,9996,6555,7,1,2013,08,11,0470938,0,0,24,03,1107,1,mdau1107.tif,00064768.tif,ORIGINAL,1050,0914,0,2,18,0,,2013-091403
10,9996,9996,642,2,9996,7415,1,1,2013,08,17,8100002,0,0,51,01,1106,1,vaau1106.tif,00065789.tif,ORIGINAL,1050,1063,0,1,123,0,,2013-106301
09,9996,9996,646,1,9996,6593,15,1,2013,08,07,0090451,0,0,44,06,2213,1,riau2213.tif,00065267.tif,ORIGINAL,1050,0942,0,5,95,0,,2013-094206
10,9996,9996,647,1,9996,6936,5,1,2013,08,20,0471493,0,0,24,01,2106,1,mdau2106.tif,00065752.tif,ORIGINAL,1050,1060,0,9,56,0,,2013-106001
09,9996,9996,651,1,9996,7415,1,1,2013,08,10,8100002,0,0,51,01,1103,1,vaau1103.tif,00064948.tif,ORIGINAL,1050,0930,0,1,119,0,,2013-093001
09,9996,9996,653,1,9996,7466,4,1,2013,08,12,1030085,0,0,36,02,2106,1,nyau2106.tif,00065101.tif,ORIGINAL,1050,0954,0,7,79,0,,2013-095402
08,9996,9996,654,2,9996,6783,8,1,2013,08,03,0010039,0,0,51,06,1102,1,vaau1102.tif,00064369.tif,ORIGINAL,1050,0852,0,3,116,0,,2013-085206
09,9996,9996,657,2,9996,6593,15,1,2013,08,07,0090451,0,0,44,06,2213,1,riau2213.tif,00065267.tif,ORIGINAL,1050,0942,0,2,93,0,,2013-094206
09,9996,9996,659,2,9996,6593,3,1,2013,08,17,0110833,0,0,09,08,1101,1,ctau1101.tif,00065388.tif,ORIGINAL,1050,0991,0,1,2,0,,2013-099108
09,9996,9996,660,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,08,1209,1,vaau1209.tif,00065065.tif,ORIGINAL,1050,0946,0,4,136,0,,2013-094608
10,9996,9996,678,2,9996,6936,5,1,2013,08,16,0471493,0,0,24,11,2113,1,mdau2113.tif,00065541.tif,ORIGINAL,1050,1021,0,3,45,0,,2013-102111
10,9996,9996,679,2,9996,7466,4,1,2013,08,17,1030085,0,0,36,04,1211,1,nyau1211.tif,00065687.tif,ORIGINAL,1050,1043,0,4,81,0,,2013-104304
09,9996,9996,680,2,9996,7489,1,1,2013,08,08,8100002,0,0,51,01,2106,1,vaau2106.tif,00065037.tif,ORIGINAL,1050,0947,0,8,147,0,,2013-094701
09,9996,9996,685,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,09,1209,1,vaau1209.tif,00065067.tif,ORIGINAL,1050,0946,0,3,139,0,,2013-094609
09,9996,9996,690,1,9996,6593,11,1,2013,08,11,0090414,0,0,44,01,1204,1,riau1204.tif,00065000.tif,ORIGINAL,1050,0940,0,3,89,0,,2013-094001
09,9996,9996,690,2,9996,7489,1,1,2013,08,08,8100002,0,0,51,01,2106,1,vaau2106.tif,00065037.tif,ORIGINAL,1050,0947,0,7,146,0,,2013-094701
08,9996,9996,691,2,9996,6478,2,1,2013,08,08,0051599,0,0,10,02,2206,1,deau2206.tif,00064634.tif,ORIGINAL,1050,0894,0,2,11,0,,2013-089402
10,9996,9996,692,2,9996,6778,8,3,2013,08,21,0010039,0,0,51,01,2111,1,vaau2111.tif,00065954.tif,ORIGINAL,1050,1084,0,3,112,0,,2013-108401
10,9996,9996,693,2,9996,6936,5,1,2013,08,20,0471493,0,0,24,01,2106,1,mdau2106.tif,00065752.tif,ORIGINAL,1050,1060,0,5,52,0,,2013-106001
10,9996,9996,698,1,9996,7471,3,1,2013,08,18,1030589,0,0,36,05,1207,1,nyau1207.tif,00066499.tif,ORIGINAL,1050,1041,0,4,85,0,,2013-104105
09,9996,9996,711,2,9996,7489,3,1,2013,08,11,8100088,0,0,51,09,1209,1,vaau1209.tif,00065067.tif,ORIGINAL,1050,0946,0,4,140,0,,2013-094609
09,9996,9996,723,2,9996,7409,6,1,2013,08,11,0251808,0,0,34,03,1108,1,njau1108.tif,00065135.tif,ORIGINAL,1050,0960,0,1,65,0,,2013-096003
08,9996,9996,728,2,9996,7466,4,1,2013,08,03,1030085,0,0,36,04,1202,1,nyau1202.tif,00064432.tif,ORIGINAL,1050,0842,0,2,74,0,,2013-084204
10,9996,9996,731,8,9996,7492,15,1,2013,08,19,0090415,0,1,44,01,2104,1,riau2104.tif,00065676.tif,ORIGINAL,1050,1047,0,1,100,0,,2013-104701
09,9996,9996,733,1,9996,7489,1,1,2013,08,08,8100002,0,0,51,01,2106,1,vaau2106.tif,00065037.tif,ORIGINAL,1050,0947,0,6,145,0,,2013-094701
10,9996,9996,734,1,9996,7471,3,1,2013,08,18,1030589,0,0,36,05,1207,1,nyau1207.tif,00066499.tif,ORIGINAL,1050,1041,0,2,83,0,,2013-104105
11,9996,9996,740,2,9996,6783,2,1,2013,08,28,0051599,0,0,10,01,2211,1,deau2211.tif,00066592.tif,ORIGINAL,1050,1191,0,1,14,0,,2013-119101
10,9996,9996,742,1,9996,7471,3,1,2013,08,18,1030589,0,0,36,05,1207,1,nyau1207.tif,00066499.tif,ORIGINAL,1050,1041,0,3,84,0,,2013-104105
10,9996,9996,745,2,9996,6778,8,3,2013,08,21,0010039,0,0,51,01,2111,1,vaau2111.tif,00065954.tif,ORIGINAL,1050,1084,0,2,111,0,,2013-108401
12,9996,9996,746,1,9996,7453,3,1,2013,08,23,1030589,0,0,36,04,2223,1,nyau2223.tif,00066643.tif,ORIGINAL,1050,1201,0,3,72,0,,2013-120104
10,9996,9996,754,2,9996,6936,5,1,2013,08,16,0471493,0,0,24,11,2113,1,mdau2113.tif,00065541.tif,ORIGINAL,1050,1021,0,2,44,0,,2013-102111
09,9996,9996,759,1,9996,6593,15,1,2013,08,07,0090451,0,0,44,06,2213,1,riau2213.tif,00065267.tif,ORIGINAL,1050,0942,0,6,96,0,,2013-094206
10,9996,9996,761,2,9996,6936,5,1,2013,08,16,0471493,0,0,24,11,2113,1,mdau2113.tif,00065541.tif,ORIGINAL,1050,1021,0,4,46,0,,2013-102111
12,9996,9996,762,1,9996,7453,3,1,2013,08,23,1030589,0,0,36,04,2223,1,nyau2223.tif,00066643.tif,ORIGINAL,1050,1201,0,2,71,0,,2013-120104
09,9996,9996,763,2,9996,7489,1,1,2013,08,08,8100002,0,0,51,01,2106,1,vaau2106.tif,00065037.tif,ORIGINAL,1050,0947,0,5,144,0,,2013-094701
09,9996,9996,771,1,9996,7489,1,1,2013,08,08,8100002,0,0,51,01,2106,1,vaau2106.tif,00065037.tif,ORIGINAL,1050,0947,0,3,142,0,,2013-094701
09,9996,9996,772,2,9996,7466,4,1,2013,08,10,1030085,0,0,36,01,1102,1,nyau1102.tif,00064934.tif,ORIGINAL,1050,0926,0,1,75,0,,2013-092601
09,9996,9996,772,2,9996,7415,1,1,2013,08,10,8100002,0,0,51,01,1103,1,vaau1103.tif,00064948.tif,ORIGINAL,1050,0930,0,2,120,0,,2013-093001
08,9996,9996,776,2,9996,6936,5,1,2013,08,07,0471493,0,0,24,04,2207,1,mdau2207.tif,00064689.tif,ORIGINAL,1050,0895,0,2,36,0,,2013-089504
10,9996,9996,777,2,9996,6936,5,1,2013,08,16,0471493,0,0,24,11,2113,1,mdau2113.tif,00065541.tif,ORIGINAL,1050,1021,0,5,47,0,,2013-102111
09,9996,9996,789,8,9996,7491,2,1,2013,08,10,1030373,0,1,36,01,1108,1,nyau1108.tif,00064852.tif,ORIGINAL,1050,0921,0,2,86,0,,2013-092101
10,9996,9996,793,2,9996,2836,3,1,2013,08,17,8100088,0,0,51,01,1210,1,vaau1210.tif,00065801.tif,ORIGINAL,1050,1065,0,1,101,0,,2013-106501
09,9996,9996,800,2,9996,6936,3,1,2013,08,10,0470853,0,0,24,02,1105,1,mdau1105.tif,00064751.tif,ORIGINAL,1050,0913,0,4,41,0,,2013-091302
10,9996,9996,801,1,9996,6555,3,1,2013,08,15,0470853,0,0,24,02,2201,1,mdau2201.tif,00065556.tif,ORIGINAL,1050,1022,0,1,26,0,,2013-102202
09,9996,9996,802,2,9996,6936,3,1,2013,08,10,0470853,0,0,24,02,1105,1,mdau1105.tif,00064751.tif,ORIGINAL,1050,0913,0,3,40,0,,2013-091302
08,9996,9996,804,2,9996,6783,8,3,2013,08,03,0010039,0,0,51,05,1102,1,vaau1102.tif,00064367.tif,ORIGINAL,1050,0852,0,1,114,0,,2013-085205
09,9996,9996,812,2,9996,6555,7,1,2013,08,11,0479008,0,0,24,05,1107,1,mdau1107.tif,00064772.tif,ORIGINAL,1050,0914,0,1,24,0,,2013-091405
09,9996,9996,812,2,9996,7409,10,1,2013,08,15,0299009,0,0,34,02,2205,1,njau2205.tif,00065219.tif,ORIGINAL,1050,0978,0,2,67,0,,2013-097802
11,9996,9996,812,1,9996,7489,1,1,2013,08,28,8100002,0,0,51,01,2103,1,vaau2103.tif,00066586.tif,ORIGINAL,1050,1189,0,8,155,0,,2013-118901
12,9996,9996,824,2,9996,7409,10,1,2013,08,31,0290279,0,0,34,03,1204,1,njau1204.tif,00066725.tif,ORIGINAL,1050,1223,0,1,68,0,,2013-122303
09,9996,9996,824,1,9996,6593,15,1,2013,08,07,0090451,0,0,44,06,2213,1,riau2213.tif,00065267.tif,ORIGINAL,1050,0942,0,3,94,0,,2013-094206
09,9996,9996,827,1,9996,6416,10,1,2013,08,11,0299009,0,0,34,05,1207,1,njau1207.tif,00065348.tif,ORIGINAL,1050,0989,0,1,62,0,,2013-098905
09,9996,9996,830,1,9996,6555,7,1,2013,08,11,0470938,0,0,24,03,1107,1,mdau1107.tif,00064768.tif,ORIGINAL,1050,0914,0,1,17,0,,2013-091403
10,9996,9996,838,1,9996,7453,3,1,2013,08,17,1030589,0,0,36,02,1205,1,nyau1205.tif,00065780.tif,ORIGINAL,1050,1061,0,1,69,0,,2013-106102
11,9996,9996,838,1,9996,7489,1,1,2013,08,28,8100002,0,0,51,01,2103,1,vaau2103.tif,00066586.tif,ORIGINAL,1050,1189,0,6,153,0,,2013-118901
11,9996,9996,838,1,9996,7489,1,1,2013,08,28,8100002,0,0,51,01,2103,1,vaau2103.tif,00066586.tif,ORIGINAL,1050,1189,0,7,154,0,,2013-118901
09,9996,9996,842,1,9996,7466,4,1,2013,08,12,1030085,0,0,36,02,2106,1,nyau2106.tif,00065101.tif,ORIGINAL,1050,0954,0,6,78,0,,2013-095402
09,9996,9996,844,2,9996,6416,10,1,2013,08,11,0299009,0,0,34,03,1207,1,njau1207.tif,00065345.tif,ORIGINAL,1050,0989,0,1,61,0,,2013-098903
09,9996,9996,849,2,9996,6593,3,1,2013,08,16,0110833,0,0,09,01,2103,1,ctau2103.tif,00065396.tif,ORIGINAL,1050,0992,0,2,3,0,,2013-099201
09,9996,9996,856,2,9996,6416,10,1,2013,08,11,0291655,0,0,34,06,1207,1,njau1207.tif,00065350.tif,ORIGINAL,1050,0989,0,3,64,0,,2013-098906
09,9996,9996,860,1,9996,6593,15,1,2013,08,07,0090451,0,0,44,13,2213,1,riau2213.tif,00065280.tif,ORIGINAL,1050,0942,0,1,97,0,,2013-094213
11,9996,9996,861,2,9996,7415,1,1,2013,08,27,8100091,0,0,51,02,2102,1,vaau2102.tif,00066582.tif,ORIGINAL,1050,1188,0,1,125,0,,2013-118802
11,9996,9996,863,1,9996,7489,1,1,2013,08,28,8100002,0,0,51,01,2103,1,vaau2103.tif,00066586.tif,ORIGINAL,1050,1189,0,5,152,0,,2013-118901
09,9996,9996,874,1,9996,6555,7,1,2013,08,11,0470938,0,0,24,01,1107,1,mdau1107.tif,00064764.tif,ORIGINAL,1050,0914,0,1,16,0,,2013-091401
11,9996,9996,877,1,9996,6783,2,1,2013,08,28,0051599,0,0,10,01,2211,1,deau2211.tif,00066592.tif,ORIGINAL,1050,1191,0,2,15,0,,2013-119101
10,9996,9996,883,1,9996,7453,3,1,2013,08,17,1030589,0,1,36,03,1205,1,nyau1205.tif,00065782.tif,ORIGINAL,1050,1061,0,3,70,0,,2013-106103
09,9996,9996,912,2,9996,7489,1,1,2013,08,08,8100002,0,0,51,01,2106,1,vaau2106.tif,00065037.tif,ORIGINAL,1050,0947,0,2,141,0,,2013-094701
10,9996,9996,921,1,9996,6633,1,1,2013,08,16,8100091,0,0,51,01,2205,1,vaau2205.tif,00065715.tif,ORIGINAL,1050,1053,0,1,108,0,,2013-105301
08,9996,9996,924,2,9996,6783,8,1,2013,08,03,0010039,0,0,51,06,1102,1,vaau1102.tif,00064369.tif,ORIGINAL,1050,0852,0,5,118,0,,2013-085206
10,9996,9996,925,1,9996,6778,8,3,2013,08,21,0010039,0,0,51,01,2111,1,vaau2111.tif,00065954.tif,ORIGINAL,1050,1084,0,1,110,0,,2013-108401
11,9996,9996,939,1,9996,7489,1,1,2013,08,24,8100091,0,0,51,01,1107,1,vaau1107.tif,00066459.tif,ORIGINAL,1050,1166,0,1,148,0,,2013-116601
08,9996,9996,947,2,9996,7466,4,1,2013,08,03,1030085,0,0,36,04,1202,1,nyau1202.tif,00064432.tif,ORIGINAL,1050,0842,0,1,73,0,,2013-084204
09,9996,9996,954,1,9996,6416,10,1,2013,08,11,0291655,0,0,34,06,1207,1,njau1207.tif,00065350.tif,ORIGINAL,1050,0989,0,2,63,0,,2013-098906
10,9996,9996,962,1,9996,6778,8,3,2013,08,21,0010039,0,0,51,01,2111,1,vaau2111.tif,00065954.tif,ORIGINAL,1050,1084,0,4,113,0,,2013-108401
11,9996,9996,965,1,9996,7489,1,1,2013,08,24,8100091,0,0,51,01,1107,1,vaau1107.tif,00066459.tif,ORIGINAL,1050,1166,0,2,149,0,,2013-116601
11,9996,9996,965,1,9996,7489,1,1,2013,08,28,8100002,0,0,51,01,2103,1,vaau2103.tif,00066586.tif,ORIGINAL,1050,1189,0,3,150,0,,2013-118901
11,9996,9996,965,1,9996,7489,1,1,2013,08,28,8100002,0,0,51,01,2103,1,vaau2103.tif,00066586.tif,ORIGINAL,1050,1189,0,4,151,0,,2013-118901
