tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
192601,6,25,MA,6,01,6,DRIFTING TROLLING,STELLWAGEN BANK,7676,25,1529,2101,9224,23,1,1,2,1,2,1525,4671,9996,2,2,3,7,1,0,0,1,0,0,1,1,4220,7015,15,80,98,1,1,2,MAOC2101.pdf,00106056.tif,2016,0,0,0,ORIGINAL,10,03,20730,1926,0239224,023,2,206,0,,Y,2,,2016-192601
192701,6,10,DE,6,01,6,6,HOT DOG,6555,24,1527,1106,0856,4,3,1,2,4,6,1525,4711,1050,2,2,7,6,0,1,1,1,0,0,0,5,3806,7417,50,140,66,1,2,1,MDOC1106.pdf,00106059.tif,2016,1,0,0,ORIGINAL,10,02,20729,1927,0470856,047,6,93,0,,N,2,,2016-192701
192702,6,24,MD,6,02,6,6,JACKSPOT,6555,24,1614,1106,0856,4,3,1,2,2,1,1610,4711,1050,2,2,7,4,0,1,1,1,0,0,0,3,3805,7445,24,100,69,1,2,2,MDOC1106.pdf,00106061.tif,2016,0,0,0,ORIGINAL,10,02,20729,1927,0470856,047,6,92,0,,Y,2,,2016-192702
192703,6,24,MD,6,03,6,6,POOR MANS CANYON,6555,24,1716,1106,0856,4,3,1,2,2,1,1713,1050,9996,2,1,8,5,0,1,1,1,0,0,0,4,3752,7406,67,3000,74,1,1,1,MDOC1106.pdf,00106062.tif,2016,0,0,0,ORIGINAL,10,02,20729,1927,0470856,047,6,91,0,,Y,2,,2016-192703
192704,6,24,MD,6,04,6,6,MASSEYS CANYON,6555,24,1727,1106,0856,4,3,1,2,2,1,1725,1050,9996,2,2,13,10,0,1,1,1,0,0,0,3,3825,7420,40,140,70,1,2,1,MDOC1106.pdf,00106064.tif,2016,0,0,0,ORIGINAL,10,02,20729,1927,0470856,047,6,90,0,,Y,2,,2016-192704
192705,6,24,MD,6,05,6,6,HOT DOG,6555,24,1738,1106,0856,4,3,1,2,2,1,1735,4711,1050,2,2,8,8,1,0,0,1,0,0,0,4,3806,7417,50,120,72,1,1,1,MDOC1106.pdf,00106066.tif,2016,0,0,0,ORIGINAL,10,02,20729,1927,0470856,047,6,88,0,,Y,2,,2016-192705
192706,6,24,MD,6,06,6,6,WASHINGTON CANYON,6555,24,1810,1106,0856,4,3,1,2,2,1,1800,2161,1050,2,1,7,9,0,0,1,1,0,0,0,5,3729,7430,86,600,73,1,2,1,MDOC1106.pdf,00106068.tif,2016,0,0,0,ORIGINAL,10,02,20729,1927,0470856,047,6,89,0,,Y,2,,2016-192706
192707,6,24,MD,6,07,6,6,POOR MANS CANYON,6555,24,1839,1106,0856,4,3,1,2,2,1,1835,4711,2161,2,12,7,8,0,1,1,1,0,0,0,2,3752,7406,66,2600,74,1,1,1,MDOC1106.pdf,00106070.tif,2016,0,0,0,ORIGINAL,10,02,20729,1927,0470856,047,6,87,0,,Y,2,,2016-192707
192801,6,24,MD,6,01,6,BAILING,BALTIMORE CANYON,6447,24,1730,1201,0853,3,1,1,2,2,1,1715,4656,1050,2,12,8,8,0,0,1,1,0,0,1,6,3814,7350,62,600,76,1,2,1,MDOC1201.pdf,00106090.tif,2016,0,0,0,ORIGINAL,10,02,20729,1928,0470853,047,6,107,0,,Y,1,,2016-192801
192802,6,24,MD,6,02,6,6,HOT DOG,6447,24,1739,1201,0853,3,1,2,2,3,1,1700,4711,4720,2,2,9,6,0,1,1,1,0,0,0,4,3806,7417,45,220,70,1,2,1,MDOC1201.pdf,00106092.tif,2016,0,0,0,ORIGINAL,10,02,20729,1928,0470853,047,6,102,0,,Y,1,,2016-192802
