tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
178601,09,01,1208,1,1,CAUGHT OUT OF AREA;ALIVE;,6773,2,1,2,2018,10,07,0070884,0,0,2,CTOC1208.pdf,00130964.tif,ORIGINAL,A,3474,1786,1,0,0,1,0,0,0,4,2018-178601
178602,09,02,1208,2,0,,6773,2,3,1,2018,10,07,0070825,0,0,2,CTOC1208.pdf,00130966.tif,ORIGINAL,B,3350,1786,1,10,0,8,0,0,0,4,2018-178602
178801,10,01,1106,3,0,,6783,2,1,2,2018,10,08,0051599,0,0,1,DEOC1106.pdf,00130973.tif,ORIGINAL,D,1050,1788,1,15,15,0,0,0,0,2,2018-178801
178801,10,01,1106,4,0,,6783,2,1,2,2018,10,08,0051599,0,0,1,DEOC1106.pdf,00130973.tif,ORIGINAL,B,4641,1788,2,0,0,2,0,0,0,2,2018-178801
178802,10,02,1106,5,0,,6783,2,1,3,2018,10,08,0051599,0,1,1,DEOC1106.pdf,00130975.tif,ORIGINAL,B,4673,1788,2,0,0,2,0,0,0,2,2018-178802
178802,10,02,1106,6,0,,6783,2,1,3,2018,10,08,0051599,0,0,1,DEOC1106.pdf,00130975.tif,ORIGINAL,D,1050,1788,1,36,36,0,0,0,0,2,2018-178802
178802,10,02,1106,7,0,,6783,2,1,3,2018,10,08,0051599,0,0,1,DEOC1106.pdf,00130975.tif,ORIGINAL,B,4641,1788,3,2,2,0,0,0,0,2,2018-178802
183201,10,01,1107,8,0,,6783,2,1,6,2018,10,14,0051599,0,0,1,DEOC1107.pdf,00131190.tif,ORIGINAL,D,1050,1832,1,26,26,0,0,0,0,3,2018-183201
183201,10,01,1107,9,1,KEPT;,6783,2,1,6,2018,10,14,0051599,0,0,1,DEOC1107.pdf,00131190.tif,ORIGINAL,G,4467,1832,2,40,40,0,0,0,0,3,2018-183201
183202,10,02,1107,10,0,,6783,2,1,4,2018,10,14,0051599,0,0,1,DEOC1107.pdf,00131192.tif,ORIGINAL,D,1050,1832,1,38,38,0,0,0,0,3,2018-183202
183203,10,03,1107,11,0,,6783,2,1,3,2018,10,14,0051599,0,0,1,DEOC1107.pdf,00131194.tif,ORIGINAL,D,1050,1832,1,20,20,0,0,0,0,2,2018-183203
183203,10,03,1107,12,0,,6783,2,1,3,2018,10,14,0051599,0,0,1,DEOC1107.pdf,00131194.tif,ORIGINAL,G,4467,1832,2,14,14,0,0,0,0,2,2018-183203
180401,10,01,2101,13,0,,6783,2,1,2,2018,10,09,0051599,0,1,1,DEOC2101.pdf,00131040.tif,ORIGINAL,B,4673,1804,2,0,0,1,0,0,0,2,2018-180401
