id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2008-000201,000201,2008,06,10,1101,01,3551,96,1,1,0,0,0,9996
2008-000201,000201,2008,06,10,1101,01,4931,96,0,0,9,0,0,9996
2008-000901,000901,2008,06,51,1202,01,4711,96,7,7,0,0,0,9996
2008-000902,000902,2008,06,51,1202,02,4711,96,2,2,0,0,0,9996
2008-001301,001301,2008,06,25,1105,01,8888,MACKEREL,2,0,0,0,0,9996
2008-001301,001301,2008,06,25,1105,01,4180,96,0,0,20,0,0,9996
2008-001502,001502,2008,06,24,2201,02,3551,96,1,1,0,0,0,9996
2008-002001,002001,2008,06,24,2104,01,4821,96,0,0,1,0,0,9996
2008-002001,002001,2008,06,24,2104,01,4931,96,0,0,2,0,0,9996
2008-002301,002301,2008,06,51,2101,01,3350,BLACK SEABASS,0,0,18,0,0,9996
2008-002301,002301,2008,06,51,2101,01,3650,CLEARNOSE SKATE,0,0,1,0,0,9996
2008-002301,002301,2008,06,51,2101,01,4510,OYSTER TOADFISH,0,0,2,0,0,9996
2008-003701,003701,2008,06,10,1105,01,4677,96,1,0,2,0,0,9996
2008-003702,003702,2008,06,10,1105,02,3531,96,0,0,1,0,0,9996
2008-003703,003703,2008,06,10,1105,03,3350,BLACK SEA BASS,2,2,0,0,0,9996
2008-003703,003703,2008,06,10,1105,03,3531,96,1,1,0,0,0,9996
2008-003703,003703,2008,06,10,1105,03,3591,UNKNOWN SHARK,0,0,1,0,0,9996
2008-003705,003705,2008,06,10,1105,05,3350,BLACK SEA BASS,7,7,0,0,0,9996
2008-003802,003802,2008,06,25,1106,02,4676,96,1,1,0,0,0,9996
2008-003901,003901,2008,06,25,1206,01,2120,MACKEREL,8,8,5,0,0,9996
2008-004201,004201,2008,06,24,1102,01,230,96,3,0,2,0,0,9996
2008-004201,004201,2008,06,24,1102,01,4677,96,1,0,3,0,0,9996
2008-004202,004202,2008,06,24,1102,02,230,96,1,1,0,0,0,9996
2008-004202,004202,2008,06,24,1102,02,3551,96,1,1,0,0,0,9996
2008-004203,004203,2008,06,24,1102,03,4841,96,0,0,1,0,0,9996
2008-004204,004204,2008,06,24,1102,04,4931,96,0,0,1,0,0,9996
2008-004205,004205,2008,06,24,1102,05,3551,96,1,0,0,0,0,9996
2008-004206,004206,2008,06,24,1102,06,4841,96,0,0,3,0,0,9996
2008-004207,004207,2008,06,24,1102,07,3551,96,1,1,0,0,0,9996
2008-004207,004207,2008,06,24,1102,07,4931,96,0,0,1,0,0,9996
2008-004208,004208,2008,06,24,1102,08,3551,96,0,0,1,0,0,9996
2008-004208,004208,2008,06,24,1102,08,4950,96,0,0,1,0,0,9996
2008-004209,004209,2008,06,24,1102,09,4841,96,0,0,1,0,0,9996
2008-004210,004210,2008,06,24,1102,10,230,96,7,0,0,0,0,9996
2008-004210,004210,2008,06,24,1102,10,4677,96,1,1,0,0,0,9996
2008-004210,004210,2008,06,24,1102,10,4841,96,0,0,1,0,0,9996
2008-004302,004302,2008,06,24,1106,02,4931,96,1,0,0,0,0,9996
2008-004303,004303,2008,06,24,1106,03,4841,96,0,0,2,0,0,9996
2008-004304,004304,2008,06,24,1106,04,4931,96,0,0,1,0,0,9996
2008-004801,004801,2008,06,36,1204,01,230,96,5,5,0,0,0,9996
2008-005301,005301,2008,06,51,1105,01,3531,96,0,0,2,0,0,9996
2008-005301,005301,2008,06,51,1105,01,3551,96,1,1,0,0,0,9996
2008-005301,005301,2008,06,51,1105,01,4328,96,1,1,0,0,0,9996
2008-005301,005301,2008,06,51,1105,01,4681,96,0,0,0,1,0,9996
2008-005402,005402,2008,06,10,1201,02,4821,96,0,0,2,0,0,9996
2008-005501,005501,2008,06,10,2104,01,3531,96,1,1,0,0,0,9996
2008-005502,005502,2008,06,10,2104,02,3551,96,0,0,2,0,0,9996
2008-005502,005502,2008,06,10,2104,02,4931,96,0,0,1,0,0,9996
2008-005503,005503,2008,06,10,2104,03,3551,96,1,1,0,0,0,9996
2008-005801,005801,2008,06,24,1105,01,3551,96,1,0,0,0,0,9996
2008-005802,005802,2008,06,24,1105,02,3551,96,0,0,2,0,0,9996
2008-005804,005804,2008,06,24,1105,04,4821,96,0,0,3,0,0,9996
2008-005805,005805,2008,06,24,1105,05,3551,96,1,1,0,0,0,9996
2008-005807,005807,2008,06,24,1105,07,4821,96,0,0,1,0,0,9996
2008-005807,005807,2008,06,24,1105,07,4841,96,0,0,1,0,0,9996
2008-005807,005807,2008,06,24,1105,07,4891,BULL SHARK,0,0,1,0,0,9996
2008-005809,005809,2008,06,24,1105,09,3551,96,0,0,1,0,0,9996
2008-005809,005809,2008,06,24,1105,09,4841,96,0,0,4,0,0,9996
2008-005810,005810,2008,06,24,1105,10,4841,96,0,0,3,0,0,9996
2008-005811,005811,2008,06,24,1105,11,4931,96,0,0,3,0,0,9996
2008-005812,005812,2008,06,24,1105,12,230,96,0,0,1,0,0,9996
2008-005812,005812,2008,06,24,1105,12,4841,96,0,0,4,0,0,9996
2008-005812,005812,2008,06,24,1105,12,4931,96,0,0,2,0,0,9996
2008-005903,005903,2008,06,34,1103,03,4841,96,0,0,4,0,0,9996
