id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2004-000201,000201,2004,06,51,2202,01,4711,96,3,9996,0,0,0,9996
2004-000201,000201,2004,06,51,2202,01,1050,96,3,9996,0,0,0,9996
2004-000202,000202,2004,06,51,2202,02,1050,96,6,9996,0,0,0,9996
2004-000202,000202,2004,06,51,2202,02,4711,96,1,9996,0,0,0,9996
2004-000601,000601,2004,06,10,2106,01,3531,96,1,9996,0,0,0,9996
2004-000602,000602,2004,06,10,2106,02,4821,96,0,9996,1,0,0,9996
2004-000901,000901,2004,06,24,2103,01,3551,96,1,9996,0,0,0,9996
2004-000903,000903,2004,06,24,2103,03,4841,96,0,9996,1,0,0,9996
2004-000903,000903,2004,06,24,2103,03,3551,96,0,9996,3,0,0,9996
2004-001001,001001,2004,06,51,1105,01,4711,96,13,9996,0,0,0,9996
2004-001001,001001,2004,06,51,1105,01,1050,96,1,9996,0,0,0,9996
2004-001102,001102,2004,06,10,1105,02,3551,96,1,9996,2,0,0,9996
2004-001102,001102,2004,06,10,1105,02,4931,96,0,9996,3,0,0,9996
2004-001103,001103,2004,06,10,1105,03,3551,96,1,9996,2,0,0,9996
2004-001103,001103,2004,06,10,1105,03,4931,96,0,9996,1,0,0,9996
2004-001104,001104,2004,06,10,1105,04,4931,96,0,9996,10,0,0,9996
2004-001104,001104,2004,06,10,1105,04,3551,96,0,9996,20,0,0,9996
2004-001201,001201,2004,06,51,1208,01,4711,96,7,9996,0,0,0,9996
2004-001201,001201,2004,06,51,1208,01,1050,96,3,9996,0,0,0,9996
2004-001201,001201,2004,06,51,1208,01,4681,96,2,9996,0,0,0,9996
2004-001202,001202,2004,06,51,1208,02,230,BLUEFISH,4,9996,0,0,0,9996
2004-001203,001203,2004,06,51,1208,03,3551,96,1,9996,0,0,0,9996
2004-001204,001204,2004,06,51,1208,04,4711,96,2,9996,0,0,0,9996
2004-001204,001204,2004,06,51,1208,04,1050,96,1,9996,0,0,0,9996
2004-001205,001205,2004,06,51,1208,05,4711,96,1,9996,0,0,0,9996
2004-001205,001205,2004,06,51,1208,05,4661,96,1,9996,0,0,0,9996
2004-001301,001301,2004,06,51,1205,01,4711,96,3,9996,0,0,0,9996
2004-001301,001301,2004,06,51,1205,01,4661,96,1,9996,0,0,0,9996
2004-001301,001301,2004,06,51,1205,01,330,96,1,9996,0,0,0,9996
2004-001302,001302,2004,06,51,1205,02,4661,96,2,9996,2,0,0,9996
2004-001302,001302,2004,06,51,1205,02,4711,96,1,9996,2,0,0,9996
2004-001303,001303,2004,06,51,1205,03,2161,96,0,9996,1,0,0,9996
2004-001304,001304,2004,06,51,1205,04,4711,96,3,9996,1,0,0,9996
2004-001304,001304,2004,06,51,1205,04,1940,96,1,9996,0,0,0,9996
2004-001305,001305,2004,06,51,1205,05,4711,96,4,9996,0,0,0,9996
2004-001401,001401,2004,06,24,1202,01,3551,96,1,9996,0,0,0,9996
2004-001401,001401,2004,06,24,1202,01,4931,96,0,9996,3,0,0,9996
2004-001402,001402,2004,06,24,1202,02,4931,96,0,9996,1,0,0,9996
2004-001403,001403,2004,06,24,1202,03,3551,96,1,9996,0,0,0,9996
2004-001404,001404,2004,06,24,1202,04,4931,96,0,9996,6,0,0,9996
2004-001404,001404,2004,06,24,1202,04,3551,96,0,9996,5,0,0,9996
2004-001405,001405,2004,06,24,1202,05,3551,96,1,9996,2,0,0,9996
2004-001405,001405,2004,06,24,1202,05,4931,96,0,9996,1,0,0,9996
2004-001406,001406,2004,06,24,1202,06,4711,96,3,9996,0,0,0,9996
2004-001407,001407,2004,06,24,1202,07,3551,96,1,9996,4,0,0,9996
