id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2008-017902,017902,2008,06,51,2209,02,1050,1101,9996,9996,9996,1,0
2008-017902,017902,2008,06,51,2209,02,1050,596,9996,9996,9996,2,0
2008-018102,018102,2008,06,36,1202,02,3531,1826,9996,9996,9996,2,0
2008-018103,018103,2008,06,36,1202,03,3531,1778,9996,9996,9996,1,0
2008-018104,018104,2008,06,36,1202,04,4931,2324,9996,9996,9996,1,0
2008-018105,018105,2008,06,36,1202,05,3551,1976,9996,9996,9996,2,0
2008-018106,018106,2008,06,36,1202,06,3531,2064,9996,9996,9996,2,0
2008-018107,018107,2008,06,36,1202,07,3551,2147,9996,9996,9996,1,0
2008-018108,018108,2008,06,36,1202,08,3551,1832,9996,9996,9996,1,0
2008-018112,018112,2008,06,36,1202,12,3551,2157,9996,9996,9996,1,0
2008-018114,018114,2008,06,36,1202,14,3531,2430,9996,9996,9996,2,0
2008-018115,018115,2008,06,36,1202,15,3551,2276,9996,9996,9996,2,0
2008-018116,018116,2008,06,36,1202,16,4931,2361,9996,9996,9996,1,0
2008-018117,018117,2008,06,36,1202,17,3531,1671,9996,9996,9996,2,0
2008-018118,018118,2008,06,36,1202,18,3551,1977,9996,9996,9996,2,0
2008-018119,018119,2008,06,36,1202,19,4931,2484,9996,9996,9996,1,0
2008-018124,018124,2008,06,36,1202,24,3531,1695,9996,9996,9996,1,0
2008-018125,018125,2008,06,36,1202,25,3551,1891,9996,9996,9996,2,0
2008-018126,018126,2008,06,36,1202,26,3551,2032,9996,9996,9996,2,0
2008-018128,018128,2008,06,36,1202,28,3551,1872,9996,9996,9996,2,0
2008-018129,018129,2008,06,36,1202,29,3551,2020,9996,9996,9996,2,0
2008-018132,018132,2008,06,36,1202,32,4931,2081,9996,9996,9996,1,0
2008-018135,018135,2008,06,36,1202,35,4931,2422,9996,9996,9996,1,0
2008-018136,018136,2008,06,36,1202,36,3551,1872,9996,9996,9996,1,0
2008-018139,018139,2008,06,36,1202,39,3551,1853,9996,9996,9996,2,0
2008-018140,018140,2008,06,36,1202,40,3551,1818,9996,9996,9996,1,0
2008-018143,018143,2008,06,36,1202,43,4931,2363,9996,9996,9996,1,0
2008-018601,018601,2008,06,51,2204,01,1050,725,9996,9996,9996,7,0
2008-018601,018601,2008,06,51,2204,01,4677,1076,9997,9996,9996,6,2
2008-019001,019001,2008,06,34,1107,01,3551,1634,9996,9996,9996,2,0
2008-019002,019002,2008,06,34,1107,02,3551,2046,9996,9996,9996,2,0
2008-019003,019003,2008,06,34,1107,03,3551,2143,9996,9996,9996,2,0
2008-019004,019004,2008,06,34,1107,04,3551,2077,9996,9996,9996,2,0
2008-019005,019005,2008,06,34,1107,05,3551,2217,9996,9996,9996,2,0
2008-019007,019007,2008,06,34,1107,07,3551,1903,9996,9996,9996,2,0
2008-019008,019008,2008,06,34,1107,08,3551,2037,9996,9996,9996,2,0
2008-019009,019009,2008,06,34,1107,09,3551,2214,9996,9996,9996,2,0
2008-019010,019010,2008,06,34,1107,10,3551,1882,9996,9996,9996,1,0
2008-019011,019011,2008,06,34,1107,11,3551,1643,9996,9996,9996,2,0
2008-019012,019012,2008,06,34,1107,12,3551,1716,9996,9996,9996,1,0
2008-019013,019013,2008,06,34,1107,13,3551,1713,9996,9996,9996,2,0
2008-019014,019014,2008,06,34,1107,14,3551,2113,9996,9996,9996,2,0
2008-019015,019015,2008,06,34,1107,15,3551,1721,9996,9996,9996,2,0
2008-019016,019016,2008,06,34,1107,16,3551,2133,9996,9996,9996,2,0
2008-019017,019017,2008,06,34,1107,17,3551,1834,9996,9996,9996,2,0
2008-019018,019018,2008,06,34,1107,18,3551,2085,9996,9996,9996,2,0
2008-019019,019019,2008,06,34,1107,19,3531,2243,9996,9996,9996,2,0
2008-019020,019020,2008,06,34,1107,20,3551,1907,9996,9996,9996,2,0
2008-019021,019021,2008,06,34,1107,21,3551,2062,9996,9996,9996,2,0
2008-019022,019022,2008,06,34,1107,22,3551,1752,9996,9996,9996,2,0
2008-019201,019201,2008,06,51,2212,01,1940,771,9996,9996,9996,6,0
2008-019201,019201,2008,06,51,2212,01,1940,960,9996,9996,9996,6,0
2008-019201,019201,2008,06,51,2212,01,4678,1196,1212,9996,9996,6,0
2008-019201,019201,2008,06,51,2212,01,4678,1341,1354,9996,9996,6,0
2008-019202,019202,2008,06,51,2212,02,1940,740,9996,9996,9996,6,0
2008-019202,019202,2008,06,51,2212,02,1940,769,9996,9996,9996,6,0
2008-019202,019202,2008,06,51,2212,02,4677,1013,1027,9996,9996,6,0
2008-019202,019202,2008,06,51,2212,02,4678,1312,1332,9996,9996,6,0
2008-019203,019203,2008,06,51,2212,03,1050,672,9996,9996,9996,1,0
2008-019203,019203,2008,06,51,2212,03,1050,921,9996,9996,9996,1,0
2008-019203,019203,2008,06,51,2212,03,1050,768,9996,9996,9996,2,0
2008-019203,019203,2008,06,51,2212,03,1050,835,9996,9996,9996,2,0
2008-019203,019203,2008,06,51,2212,03,1940,895,9996,9996,9996,6,0
2008-019203,019203,2008,06,51,2212,03,4677,1028,1041,9996,9996,6,0
2008-019204,019204,2008,06,51,2212,04,1050,1035,9996,9996,9996,1,0
2008-019301,019301,2008,06,51,2105,01,1050,1060,9996,9996,9996,2,0
2008-019301,019301,2008,06,51,2105,01,1050,1071,9996,9996,9996,2,0
2008-019301,019301,2008,06,51,2105,01,1050,1080,9996,9996,9996,2,0
2008-019301,019301,2008,06,51,2105,01,1050,1090,9996,9996,9996,2,0
2008-019301,019301,2008,06,51,2105,01,4678,1162,1172,9996,9996,6,0
2008-019401,019401,2008,06,10,1102,01,1050,942,9996,9996,9996,2,0
2008-019401,019401,2008,06,10,1102,01,4711,897,916,9996,9996,6,0
2008-019401,019401,2008,06,10,1102,01,4711,1112,9997,9996,9996,6,0
2008-019403,019403,2008,06,10,1102,03,4677,788,801,9996,9996,6,0
2008-019404,019404,2008,06,10,1102,04,1050,932,9996,9996,9996,2,0
2008-019404,019404,2008,06,10,1102,04,1050,1028,9996,9996,9996,2,0
2008-020201,020201,2008,06,24,2105,01,4678,1280,1350,9996,9996,6,0
2008-020305,020305,2008,06,10,1104,05,4678,1247,1286,9996,9996,6,0
2008-020309,020309,2008,06,10,1104,09,4677,741,784,9996,9996,6,0
2008-020805,020805,2008,06,24,1112,05,1050,735,9996,9996,9996,1,0
2008-020805,020805,2008,06,24,1112,05,1050,802,9996,9996,9996,2,0
2008-021303,021303,2008,06,36,1109,03,3551,1752,9996,9996,9996,1,0
2008-021304,021304,2008,06,36,1109,04,3531,1923,9996,9996,9996,1,0
2008-021308,021308,2008,06,36,1109,08,3531,1833,9996,9996,9996,2,0
2008-021309,021309,2008,06,36,1109,09,3531,1906,9996,9996,9996,2,0
2008-021311,021311,2008,06,36,1109,11,3551,1699,9996,9996,9996,1,0
2008-021601,021601,2008,06,36,2204,01,3551,1652,9996,9996,9996,2,0
2008-022101,022101,2008,06,51,1208,01,1050,795,9996,9996,9996,1,0
2008-022101,022101,2008,06,51,1208,01,1050,1055,9996,9996,9996,1,0
2008-022101,022101,2008,06,51,1208,01,1050,766,9996,9996,9996,2,0
2008-022101,022101,2008,06,51,1208,01,1940,825,9996,9996,9996,6,0
2008-022101,022101,2008,06,51,1208,01,4677,1030,1072,9996,9996,6,0
2008-022101,022101,2008,06,51,1208,01,4678,1342,1362,9996,9996,6,0
2008-022102,022102,2008,06,51,1208,02,1050,762,9996,9996,9996,1,0
2008-022102,022102,2008,06,51,1208,02,1940,865,9996,9996,9996,6,0
2008-022102,022102,2008,06,51,1208,02,1940,890,9996,9996,9996,6,0
2008-022102,022102,2008,06,51,1208,02,4677,971,988,9996,9996,6,0
2008-022102,022102,2008,06,51,1208,02,4678,1274,1296,9996,9996,6,0
2008-022103,022103,2008,06,51,1208,03,1050,532,9996,9996,9996,2,0
2008-022103,022103,2008,06,51,1208,03,1940,775,9996,9996,9996,6,0
2008-022103,022103,2008,06,51,1208,03,1940,837,9996,9996,9996,6,0
2008-022103,022103,2008,06,51,1208,03,1940,915,9996,9996,9996,6,0
2008-022103,022103,2008,06,51,1208,03,4677,1065,1081,9996,9996,6,0
2008-022105,022105,2008,06,51,1208,05,1940,737,9996,9996,9996,6,0
2008-022105,022105,2008,06,51,1208,05,1940,800,9996,9996,9996,6,0
2008-022105,022105,2008,06,51,1208,05,4677,1038,1053,9996,9996,6,0
2008-022105,022105,2008,06,51,1208,05,4678,1220,1246,9996,9996,6,0
2008-022301,022301,2008,06,51,2211,01,1050,962,9996,9996,9996,1,0
2008-022301,022301,2008,06,51,2211,01,4677,961,980,9996,9996,6,0
2008-022301,022301,2008,06,51,2211,01,4678,1228,1251,9996,9996,6,0
2008-022901,022901,2008,07,24,2201,01,4677,1056,1080,9996,9996,6,0
2008-022901,022901,2008,07,24,2201,01,4678,1360,1389,9996,9996,6,0
2008-022901,022901,2008,07,24,2201,01,4711,910,931,9996,9996,6,0
2008-023001,023001,2008,07,24,2204,01,1050,658,9996,9996,9996,1,0
2008-023001,023001,2008,07,24,2204,01,1050,602,9996,9996,9996,2,0
2008-023001,023001,2008,07,24,2204,01,4677,1038,1143,9996,9996,6,0
2008-023802,023802,2008,07,51,2201,02,1050,718,9996,9996,9996,2,0
2008-023802,023802,2008,07,51,2201,02,4678,1154,1168,9996,9996,6,0
2008-023902,023902,2008,07,10,2104,02,1050,704,9996,9996,9996,2,0
2008-023902,023902,2008,07,10,2104,02,1050,952,9996,9996,9996,2,0
2008-023903,023903,2008,07,10,2104,03,1050,567,9996,9996,9996,1,0
2008-023903,023903,2008,07,10,2104,03,1050,889,9996,9996,9996,2,0
2008-023903,023903,2008,07,10,2104,03,1050,914,9996,9996,9996,2,0
2008-023903,023903,2008,07,10,2104,03,4677,787,796,9996,9996,6,0
2008-023904,023904,2008,07,10,2104,04,1050,864,9996,9996,9996,1,0
2008-023904,023904,2008,07,10,2104,04,1050,832,9996,9996,9996,2,0
2008-023905,023905,2008,07,10,2104,05,4677,981,994,9996,9996,6,0
2008-023905,023905,2008,07,10,2104,05,4711,1032,1044,9996,9996,6,0
2008-024002,024002,2008,07,24,2105,02,1050,700,9996,9996,9996,2,0
2008-024003,024003,2008,07,24,2105,03,1050,946,9996,9996,9996,1,2
2008-024003,024003,2008,07,24,2105,03,1050,815,9996,9996,9996,2,2
2008-024003,024003,2008,07,24,2105,03,4677,756,770,9996,9996,6,0
2008-024502,024502,2008,07,51,2109,02,1050,601,9996,9996,9996,1,0
2008-024503,024503,2008,07,51,2109,03,1050,819,9996,9996,9996,1,0
2008-024503,024503,2008,07,51,2109,03,1050,805,9996,9996,9996,2,0
2008-024503,024503,2008,07,51,2109,03,4678,1305,1392,9996,9996,6,0
2008-024508,024508,2008,07,51,2109,08,4678,1374,1388,9996,9996,6,0
2008-024708,024708,2008,07,10,2201,08,4677,862,871,9996,9996,6,0
2008-024708,024708,2008,07,10,2201,08,4678,1242,1282,9996,9996,6,0
2008-024709,024709,2008,07,10,2201,09,1050,639,9996,9996,9996,2,0
2008-024709,024709,2008,07,10,2201,09,1050,809,9996,9996,9996,2,0
2008-024709,024709,2008,07,10,2201,09,1050,869,9996,9996,9996,2,0
2008-024802,024802,2008,07,25,2207,02,4678,1318,1364,9996,9996,6,2
2008-025201,025201,2008,06,36,1111,01,3531,2133,9996,9996,9996,1,0
2008-025202,025202,2008,06,36,1111,02,3531,2162,9996,9996,9996,1,0
2008-025203,025203,2008,06,36,1111,03,3531,2122,9996,9996,9996,2,0
2008-025205,025205,2008,06,36,1111,05,3531,2490,9996,9996,9996,2,0
2008-025501,025501,2008,07,09,1111,01,3551,1810,9996,9996,9996,2,0
2008-026102,026102,2008,07,10,1103,02,4677,1077,1094,9996,9996,6,0
2008-026102,026102,2008,07,10,1103,02,4678,1327,1342,9996,9996,6,0
2008-026104,026104,2008,07,10,1103,04,1050,509,9996,9996,9996,2,0
2008-026104,026104,2008,07,10,1103,04,4678,1346,1367,9996,9996,6,0
2008-026105,026105,2008,07,10,1103,05,1050,509,9996,9996,9996,2,0
2008-026105,026105,2008,07,10,1103,05,4677,1006,1020,9996,9996,6,0
2008-026106,026106,2008,07,10,1103,06,4676,1636,1652,9996,9996,6,0
2008-026108,026108,2008,07,10,1103,08,4678,1301,1322,9996,9996,6,0
2008-026110,026110,2008,07,10,1103,10,1050,888,9996,9996,9996,1,0
2008-026206,026206,2008,07,10,2204,06,1050,862,9996,9996,9996,1,0
2008-026206,026206,2008,07,10,2204,06,4677,1048,1057,9996,9996,6,0
2008-026206,026206,2008,07,10,2204,06,4678,1271,1281,9996,9996,6,0
2008-026207,026207,2008,07,10,2204,07,1050,542,9996,9996,9996,2,0
2008-026207,026207,2008,07,10,2204,07,1050,846,9996,9996,9996,2,0
2008-026207,026207,2008,07,10,2204,07,4677,989,994,9996,9996,6,0
2008-026701,026701,2008,07,25,1205,01,4676,1779,1808,9996,9996,6,0
2008-026801,026801,2008,07,24,1101,01,1050,614,9996,9996,9996,1,0
2008-026802,026802,2008,07,24,1101,02,1940,668,9996,9996,9996,6,0
2008-026802,026802,2008,07,24,1101,02,4678,1309,1318,9996,9996,6,0
2008-026804,026804,2008,07,24,1101,04,1940,911,9996,9996,9996,6,0
2008-027103,027103,2008,07,24,1104,03,1050,811,9996,9996,9996,1,0
2008-027103,027103,2008,07,24,1104,03,4677,965,971,9996,9996,6,0
2008-027301,027301,2008,07,24,1202,01,1050,530,9996,9996,9996,1,0
2008-027301,027301,2008,07,24,1202,01,4677,832,841,9996,9996,6,0
2008-027301,027301,2008,07,24,1202,01,4678,1304,1320,9996,9996,6,0
2008-027302,027302,2008,07,24,1202,02,4677,1014,1028,9996,9996,6,0
2008-027303,027303,2008,07,24,1202,03,1050,870,9996,9996,9996,1,0
2008-027303,027303,2008,07,24,1202,03,1050,895,9996,9996,9996,1,0
2008-027303,027303,2008,07,24,1202,03,4677,1040,1051,9996,9996,6,0
2008-027304,027304,2008,07,24,1202,04,4677,1042,1054,9996,9996,6,0
2008-027409,027409,2008,07,24,1205,09,1050,578,9996,9996,9996,2,0
2008-027409,027409,2008,07,24,1205,09,1050,690,9996,9996,9996,2,0
2008-027409,027409,2008,07,24,1205,09,4678,1298,1320,9996,9996,6,0
2008-027411,027411,2008,07,24,1205,11,230,690,9996,9996,9996,6,0
2008-027411,027411,2008,07,24,1205,11,230,715,9996,9996,9996,6,0
2008-027411,027411,2008,07,24,1205,11,4677,940,960,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4691,1615,1653,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4711,923,942,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4711,934,951,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4711,966,978,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4711,1011,1031,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4711,1021,1037,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4711,1031,1048,9996,9996,6,0
2008-028902,028902,2008,07,34,1202,02,4711,1034,1052,9996,9996,6,0
2008-029303,029303,2008,07,34,2115,03,1050,785,9996,9996,9996,1,0
2008-029303,029303,2008,07,34,2115,03,4677,1040,1090,9996,9996,6,0
2008-029304,029304,2008,07,34,2115,04,4677,1015,1025,9996,9996,6,0
2008-029304,029304,2008,07,34,2115,04,4678,1270,9997,9996,9996,6,0
2008-029801,029801,2008,07,51,2101,01,4678,1300,1450,9996,9996,6,0
2008-029802,029802,2008,07,51,2101,02,1050,880,9996,9996,9996,1,0
2008-029802,029802,2008,07,51,2101,02,1050,850,9996,9996,9996,2,0
2008-029803,029803,2008,07,51,2101,03,1050,700,9996,9996,9996,1,0
2008-029803,029803,2008,07,51,2101,03,1050,750,9996,9996,9996,1,0
2008-029804,029804,2008,07,51,2101,04,4676,1450,1510,9996,9996,6,0
2008-029901,029901,2008,07,51,2208,01,1050,503,9996,9996,9996,1,0
2008-029901,029901,2008,07,51,2208,01,1050,605,9996,9996,9996,1,0
2008-029901,029901,2008,07,51,2208,01,1050,657,9996,9996,9996,1,0
2008-029901,029901,2008,07,51,2208,01,1050,663,9996,9996,9996,1,0
2008-029901,029901,2008,07,51,2208,01,1050,474,9996,9996,9996,2,0
2008-029901,029901,2008,07,51,2208,01,1050,488,9996,9996,9996,2,0
2008-029901,029901,2008,07,51,2208,01,4678,1252,9998,9996,9996,6,0
2008-029903,029903,2008,07,51,2208,03,1050,486,9996,9996,9996,1,0
2008-029903,029903,2008,07,51,2208,03,4677,990,1045,9996,9996,6,0
2008-029904,029904,2008,07,51,2208,04,1050,827,9996,9996,9996,1,0
2008-029904,029904,2008,07,51,2208,04,1050,1204,9996,9996,9996,1,0
2008-030406,030406,2008,07,10,1104,06,1050,962,9996,9996,9996,1,0
2008-030901,030901,2008,07,24,2101,01,1050,914,9996,9996,9996,1,0
2008-030901,030901,2008,07,24,2101,01,1050,715,9996,9996,9996,2,0
2008-030901,030901,2008,07,24,2101,01,4678,1297,9997,9996,9996,6,0
2008-031201,031201,2008,07,34,1208,01,4678,1300,9997,9996,9996,6,0
2008-031203,031203,2008,07,34,1208,03,4678,1320,9997,9996,9996,6,0
2008-031301,031301,2008,07,34,2102,01,1050,510,9996,9996,9996,1,0
2008-031301,031301,2008,07,34,2102,01,1050,560,9996,9996,9996,1,0
2008-031301,031301,2008,07,34,2102,01,1050,610,9996,9996,9996,1,0
2008-031301,031301,2008,07,34,2102,01,1050,965,9996,9996,9996,1,0
2008-031301,031301,2008,07,34,2102,01,4678,1295,1330,9996,9996,6,0
2008-033002,033002,2008,07,51,1102,02,1050,509,9996,9996,9996,2,0
2008-033002,033002,2008,07,51,1102,02,1050,532,9996,9996,9996,2,0
