tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,q11a,s_index,serrflag,sprobfld,id
145201,9996,9996,484,6,9996,7665,11,1,2019,09,01,0090414,0,0,44,01,1201,1,RIAU1201.pdf,00141319.tif,ORIGINAL,330,1452,0,2,2,2,0,,2019-145201
145201,9996,9996,509,6,9996,7665,11,1,2019,09,01,0090414,0,0,44,01,1201,1,RIAU1201.pdf,00141319.tif,ORIGINAL,330,1452,0,1,2,1,0,,2019-145201
159901,9996,9996,318,2,9996,7509,2,1,2019,09,16,0011724,0,0,34,01,2117,1,NJSE2117.pdf,00142205.tif,ORIGINAL,1050,1599,0,8,2,319,1,LENGTH;,2019-159901
155001,9996,9996,330,2,9996,7509,2,1,2019,09,12,0011724,0,0,34,01,2115,1,NJSE2115.pdf,00141899.tif,ORIGINAL,1050,1550,0,3,2,299,1,LENGTH;,2019-155001
159901,9996,9996,330,2,9996,7509,2,1,2019,09,16,0011724,0,0,34,01,2117,1,NJSE2117.pdf,00142205.tif,ORIGINAL,1050,1599,0,5,2,316,1,LENGTH;,2019-159901
165702,9996,9996,330,2,9996,7509,2,1,2019,09,21,0011724,0,0,34,02,1110,1,NJSE1110.pdf,00142515.tif,ORIGINAL,1050,1657,0,10,2,329,1,LENGTH;,2019-165702
159901,9996,9996,361,2,9996,7509,2,1,2019,09,16,0011724,0,0,34,01,2117,1,NJSE2117.pdf,00142205.tif,ORIGINAL,1050,1599,0,3,2,314,1,LENGTH;,2019-159901
162903,9996,9996,378,8,9996,6416,6,1,2019,09,15,0251050,0,1,34,03,1216,1,NJSE1216.pdf,00142397.tif,ORIGINAL,1050,1629,0,3,4,222,1,LENGTH;,2019-162903
155001,9996,9996,384,2,9996,7509,2,1,2019,09,12,0011724,0,0,34,01,2115,1,NJSE2115.pdf,00141899.tif,ORIGINAL,1050,1550,0,1,2,297,1,LENGTH;,2019-155001
159901,9996,9996,394,2,9996,7509,2,1,2019,09,16,0011724,0,0,34,01,2117,1,NJSE2117.pdf,00142205.tif,ORIGINAL,1050,1599,0,4,2,315,1,LENGTH;,2019-159901
162903,9996,9996,397,8,9996,6416,6,1,2019,09,15,0251050,0,1,34,03,1216,1,NJSE1216.pdf,00142397.tif,ORIGINAL,1050,1629,0,7,4,226,0,,2019-162903
165702,9996,9996,406,2,9996,7509,2,1,2019,09,21,0011724,0,0,34,02,1110,1,NJSE1110.pdf,00142515.tif,ORIGINAL,1050,1657,0,4,2,323,0,,2019-165702
154802,9996,9996,413,2,9996,7686,1,1,2019,09,12,8100091,0,1,51,02,2202,1,VASE2202.pdf,00141877.tif,ORIGINAL,1050,1548,0,1,3,364,0,,2019-154802
165702,9996,9996,419,2,9996,7509,2,1,2019,09,21,0011724,0,0,34,02,1110,1,NJSE1110.pdf,00142515.tif,ORIGINAL,1050,1657,0,3,2,322,0,,2019-165702
