tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
17,6,12,FL,6,01,6,6,BLOCK CANYON,7430,09,1605,2216,9003,3,1,1,2,2,2,1550,4711,4691,2,1,10,20,1,1,1,1,1,1,0,6,3950,7114,65,600,74,2,1,1,ctoc2216.tif,00057725.tif,2012,0,0,0,ORIGINAL,10,04,19270,1756,0119003,011,3,85,0,,N,2,,2012-175601
17,6,09,CT,6,01,6,6,FISH TALES,6775,09,1710,2217,3234,3,1,1,2,2,1,1700,4701,4711,2,2,6,6,0,1,0,1,0,0,0,2,4000,7120,75,600,71,2,1,1,ctoc2217.tif,00057731.tif,2012,0,0,0,ORIGINAL,10,03,19269,1757,0113234,011,3,86,0,,N,1,,2012-175701
17,6,09,CT,6,02,6,CASTING,BARTLETTES,6775,09,1740,2217,9107,3,3,1,2,4,6,1730,4681,330,2,2,1,6,0,1,0,0,0,0,1,1,4117,7206,2,80,65,2,1,2,ctoc2217.tif,00057733.tif,2012,0,1,0,ORIGINAL,10,03,19269,1757,0119107,011,3,87,0,,N,2,,2012-175702
17,6,09,CT,6,01,6,CASTING,WATCH HILL REEF,7430,09,1825,2218,0672,7,1,1,2,4,6,1820,4681,9996,2,2,2,5,0,1,0,0,0,0,1,2,4117,7151,1,35,68,2,1,1,ctoc2218.tif,00057736.tif,2012,0,0,0,ORIGINAL,10,03,19269,1758,0110672,011,3,88,0,,N,1,,2012-175801
17,6,24,MD,6,01,6,6,POOR MANS CANYON,6936,24,1720,2106,1493,5,1,1,2,2,1,1700,4720,9996,2,2,12,7,0,1,1,1,0,0,0,8,3752,7406,43,190,98,2,2,1,mdoc2106.tif,00057746.tif,2012,1,1,0,ORIGINAL,10,03,19269,1762,0471493,047,7,133,0,,Y,1,,2012-176201
17,6,37,NC,6,02,6,6,POOR MANS CANYON,6936,24,1735,2106,1493,5,1,1,2,2,1,1715,4720,9996,2,12,6,8,0,1,1,1,0,0,0,5,3752,7406,40,240,75,2,1,1,mdoc2106.tif,00057748.tif,2012,0,0,0,ORIGINAL,10,03,19269,1762,0471493,047,7,132,0,,Y,1,,2012-176202
17,6,09,CT,6,01,6,FLY CASTING,MONTAUK POINT,7437,36,1845,2201,0085,5,1,1,2,4,6,1645,4681,9996,2,2,3,9,0,1,0,0,0,0,1,3,9997,9997,1,15,99,1,1,1,nyoc2201.tif,00057764.tif,2012,0,1,0,ORIGINAL,10,01,19267,1766,1030085,103,4,358,1,Q24_LONG/LAT;Q26;,N,2,,2012-176601
17,6,37,NC,6,01,6,6,200 LINE,2836,51,1800,2207,0088,3,1,2,1,3,1,1751,7777,9996,2,1,6,8,0,0,1,1,0,0,0,5,9998,9998,60,300,74,2,1,1,vaoc2207.tif,00057775.tif,2012,0,0,0,ORIGINAL,10,02,19268,1769,8100088,810,8,407,0,,Y,1,,2012-176901
17,6,25,MA,6,01,6,JIGGING,PEAKED HILL,6698,25,1310,2107,0279,18,3,2,2,3,2,1300,4677,9996,2,2,3,2,0,1,0,1,0,0,1,2,4205,7007,2,160,61,2,1,2,maoc2107.tif,00057781.tif,2012,0,1,0,ORIGINAL,10,03,19269,1771,0010279,001,2,221,0,,Y,2,,2012-177101
17,6,25,MA,6,02,6,6,PEAKED HILL,6698,25,1430,2107,0279,18,3,2,1,3,2,1415,4678,9996,2,2,3,10,0,1,0,1,0,0,0,3,4205,7007,2,100,57,2,2,1,maoc2107.tif,00057782.tif,2012,0,0,0,ORIGINAL,10,03,19269,1771,0010279,001,2,222,0,,Y,2,,2012-177102
