"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"Small","1993","Stratum_1"," [km2*unitless/unitless]",1027.71742281002,1128.24960371065,1.0978208393371
"Large","1993","Stratum_1"," [km2*unitless/unitless]",1225.22289292766,892.671539687848,0.728578893555303
"Small","1994","Stratum_1"," [km2*unitless/unitless]",482.302920028582,561.478431983595,1.16416137797864
"Large","1994","Stratum_1"," [km2*unitless/unitless]",1369.29723185137,873.421530047149,0.637861166830981
"Small","1995","Stratum_1"," [km2*unitless/unitless]",575.406454384701,653.257201436658,1.13529696522992
"Large","1995","Stratum_1"," [km2*unitless/unitless]",69604.1265540458,25780.5670238441,0.370388485570984
"Small","1996","Stratum_1"," [km2*unitless/unitless]",103.578064057976,110.00777735106,1.06207601340652
"Large","1996","Stratum_1"," [km2*unitless/unitless]",25202.7030702335,14313.2866990411,0.567926648945298
"Small","1997","Stratum_1"," [km2*unitless/unitless]",400.304444444543,407.511145690013,1.01800305079168
"Large","1997","Stratum_1"," [km2*unitless/unitless]",23224.4289703453,11003.0913405768,0.473772309089981
"Small","1998","Stratum_1"," [km2*unitless/unitless]",295.853017468501,326.992795557378,1.10525421831194
"Large","1998","Stratum_1"," [km2*unitless/unitless]",12820.0149685861,6148.21628819006,0.47957949372567
"Small","1999","Stratum_1"," [km2*unitless/unitless]",139.909623927943,138.563831273498,0.990380985834555
"Large","1999","Stratum_1"," [km2*unitless/unitless]",14442.9280991483,6657.58160957835,0.460957886370074
"Small","2000","Stratum_1"," [km2*unitless/unitless]",259.758989077251,318.672350790803,1.22680008850832
"Large","2000","Stratum_1"," [km2*unitless/unitless]",6961.38250159734,2654.97524822017,0.381386204193056
"Small","2001","Stratum_1"," [km2*unitless/unitless]",155.533470503913,184.716292061581,1.18763049177208
"Large","2001","Stratum_1"," [km2*unitless/unitless]",11257.2705952559,5284.87109674914,0.469462917501185
"Small","2002","Stratum_1"," [km2*unitless/unitless]",200.912418987413,197.19450255951,0.981494840156517
"Large","2002","Stratum_1"," [km2*unitless/unitless]",15015.4368868376,6469.72716487141,0.43087172312267
"Small","2003","Stratum_1"," [km2*unitless/unitless]",424.655113596813,379.78373478333,0.89433453789494
"Large","2003","Stratum_1"," [km2*unitless/unitless]",25584.7323185911,9846.62322169703,0.38486324965542
"Small","2004","Stratum_1"," [km2*unitless/unitless]",4904.34738265568,4764.27236735084,0.971438602452954
"Large","2004","Stratum_1"," [km2*unitless/unitless]",22448.7671357538,8420.75064189939,0.375109714977968
"Small","2005","Stratum_1"," [km2*unitless/unitless]",3375.4322959477,3210.07646015018,0.951011953047901
"Large","2005","Stratum_1"," [km2*unitless/unitless]",29694.7200821721,10420.5184710224,0.350921592868577
"Small","2006","Stratum_1"," [km2*unitless/unitless]",919.527039347671,848.930100825569,0.923224728038247
"Large","2006","Stratum_1"," [km2*unitless/unitless]",24416.765409896,7999.33960656403,0.327616679452632
"Small","2007","Stratum_1"," [km2*unitless/unitless]",1734.07272434028,1797.5150093528,1.03658571184588
"Large","2007","Stratum_1"," [km2*unitless/unitless]",22715.1372754184,6555.51169496841,0.288596613592231
"Small","2008","Stratum_1"," [km2*unitless/unitless]",1404.21359194302,1478.40720860238,1.05283641825223
"Large","2008","Stratum_1"," [km2*unitless/unitless]",22859.5198237439,9192.48702152374,0.402129488825729
"Small","2009","Stratum_1"," [km2*unitless/unitless]",2404.14547193018,2508.3686159993,1.0433514299721
"Large","2009","Stratum_1"," [km2*unitless/unitless]",31319.5281390601,9344.9692599207,0.29837516128687
"Small","2010","Stratum_1"," [km2*unitless/unitless]",1354.25176240803,1463.71094024982,1.08082631374772
"Large","2010","Stratum_1"," [km2*unitless/unitless]",25188.3077171476,9104.84202870516,0.361470970219519
"Small","2011","Stratum_1"," [km2*unitless/unitless]",1152.50232088512,1322.66175917265,1.14764346691888
"Large","2011","Stratum_1"," [km2*unitless/unitless]",25083.8299619432,8955.52702547517,0.357023908990865
"Small","2012","Stratum_1"," [km2*unitless/unitless]",912.77551417199,1043.19965837649,1.14288742651342
"Large","2012","Stratum_1"," [km2*unitless/unitless]",32617.0237250156,10765.9540040437,0.330071624401055
"Small","2013","Stratum_1"," [km2*unitless/unitless]",313.679894133907,354.398282505896,1.12980872900514
"Large","2013","Stratum_1"," [km2*unitless/unitless]",36352.598144041,14146.8524118209,0.389156570206245
"Small","2014","Stratum_1"," [km2*unitless/unitless]",283.665697882713,370.922296901766,1.30760363226974
"Large","2014","Stratum_1"," [km2*unitless/unitless]",40544.9334352136,13922.0450247195,0.343373236682344
"Small","2015","Stratum_1"," [km2*unitless/unitless]",299.710549124337,337.732429884238,1.1268620035931
"Large","2015","Stratum_1"," [km2*unitless/unitless]",35692.3725162527,11081.2915531836,0.310466656374206
"Small","2016","Stratum_1"," [km2*unitless/unitless]",571.768309660268,661.544166568696,1.15701439795041
"Large","2016","Stratum_1"," [km2*unitless/unitless]",30542.1219762992,11295.7795164419,0.369842656158842
"Small","2017","Stratum_1"," [km2*unitless/unitless]",682.882219687287,813.90095751263,1.19186139871286
"Large","2017","Stratum_1"," [km2*unitless/unitless]",31335.0976218895,12928.8108931858,0.412598392039291
"Small","2018","Stratum_1"," [km2*unitless/unitless]",244.601770660084,300.634931091387,1.22907912841387
"Large","2018","Stratum_1"," [km2*unitless/unitless]",28687.9970594579,10637.6407813267,0.370804582811393
"Small","2019","Stratum_1"," [km2*unitless/unitless]",524.924256715798,609.457770735497,1.16103945081255
"Large","2019","Stratum_1"," [km2*unitless/unitless]",32682.8393246654,10815.3174168612,0.33091731441763
"Small","2020","Stratum_1"," [km2*unitless/unitless]",280.815358677398,304.279714341699,1.08355794987431
"Large","2020","Stratum_1"," [km2*unitless/unitless]",40648.4645636126,18532.6976667069,0.455926142983932
"Small","1993","Stratum_2"," [km2*unitless/unitless]",115757.196173692,30891.8706239833,0.266867820274694
"Large","1993","Stratum_2"," [km2*unitless/unitless]",6504.56557706827,2681.63963592684,0.41227036673762
"Small","1994","Stratum_2"," [km2*unitless/unitless]",120683.842305089,34545.3283302072,0.28624650715774
"Large","1994","Stratum_2"," [km2*unitless/unitless]",8843.27593676139,1976.70488031633,0.22352631473357
"Small","1995","Stratum_2"," [km2*unitless/unitless]",133502.424202716,39451.8482995516,0.295514096730155
"Large","1995","Stratum_2"," [km2*unitless/unitless]",18789.4381525241,4537.52325562719,0.241493291007089
"Small","1996","Stratum_2"," [km2*unitless/unitless]",76622.7137665128,20373.3824021512,0.265892206118327
"Large","1996","Stratum_2"," [km2*unitless/unitless]",13038.8509971785,2732.1341143336,0.209537950462414
"Small","1997","Stratum_2"," [km2*unitless/unitless]",107142.475783565,24289.783381574,0.226705451819511
"Large","1997","Stratum_2"," [km2*unitless/unitless]",10585.9574035781,2108.29402818118,0.199159504219105
"Small","1998","Stratum_2"," [km2*unitless/unitless]",104984.115347448,18044.9348269792,0.171882524963504
"Large","1998","Stratum_2"," [km2*unitless/unitless]",11138.8095130926,2491.01625527726,0.223633975637101
"Small","1999","Stratum_2"," [km2*unitless/unitless]",83492.2499799425,20999.6154642884,0.251515745106081
"Large","1999","Stratum_2"," [km2*unitless/unitless]",20219.1662124406,5415.17610014913,0.267823907437748
"Small","2000","Stratum_2"," [km2*unitless/unitless]",83525.3708981288,20795.4993034223,0.24897224735207
"Large","2000","Stratum_2"," [km2*unitless/unitless]",19754.6371901848,5809.08941469962,0.294062065467134
"Small","2001","Stratum_2"," [km2*unitless/unitless]",72183.2000142317,14625.2397198443,0.202612792408217
