"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"Small","1993","Stratum_1"," [km2*unitless/unitless]",107867.416600267,24769.8449670542,0.22963231852345
"Large","1993","Stratum_1"," [km2*unitless/unitless]",18426.2048803546,8289.81483321951,0.449892687454997
"Small","1994","Stratum_1"," [km2*unitless/unitless]",110042.206974764,25785.9235995715,0.234327575831743
"Large","1994","Stratum_1"," [km2*unitless/unitless]",23236.977138421,8355.44337277905,0.359575314939141
"Small","1995","Stratum_1"," [km2*unitless/unitless]",133377.117436059,36238.6660586462,0.271700774130307
"Large","1995","Stratum_1"," [km2*unitless/unitless]",16356.2385427823,5550.39089161734,0.339343968180652
"Small","1996","Stratum_1"," [km2*unitless/unitless]",72082.3117232199,18166.9527820039,0.252030662553679
"Large","1996","Stratum_1"," [km2*unitless/unitless]",18004.3946564598,5703.36316163734,0.316776168844504
"Small","1997","Stratum_1"," [km2*unitless/unitless]",104278.071980896,25830.6552450449,0.247709367409259
"Large","1997","Stratum_1"," [km2*unitless/unitless]",14757.960960619,4347.81613817086,0.294608188066973
"Small","1998","Stratum_1"," [km2*unitless/unitless]",114752.056398429,23443.810083592,0.204299694658135
"Large","1998","Stratum_1"," [km2*unitless/unitless]",17133.377083427,5632.0391221493,0.328717397319012
"Small","1999","Stratum_1"," [km2*unitless/unitless]",77451.8650387445,19843.4720370931,0.256203927783619
"Large","1999","Stratum_1"," [km2*unitless/unitless]",26877.7243269985,9841.35367096,0.366152787015274
"Small","2000","Stratum_1"," [km2*unitless/unitless]",94263.7390197232,26030.5773415655,0.276146242577106
"Large","2000","Stratum_1"," [km2*unitless/unitless]",31498.9392101369,14017.083110521,0.445001751233936
"Small","2001","Stratum_1"," [km2*unitless/unitless]",74452.0897518618,17674.7031874324,0.237397005864303
"Large","2001","Stratum_1"," [km2*unitless/unitless]",34537.0632779829,13782.9512926406,0.399077106866436
"Small","2002","Stratum_1"," [km2*unitless/unitless]",55804.3227917991,13543.1596188697,0.242690152685807
"Large","2002","Stratum_1"," [km2*unitless/unitless]",7244.78607632892,2795.91342743836,0.3859207708801
"Small","2003","Stratum_1"," [km2*unitless/unitless]",25281.4191132814,5855.95158639161,0.231630651750686
"Large","2003","Stratum_1"," [km2*unitless/unitless]",2474.53629873421,1050.38174113388,0.424476190416434
"Small","2004","Stratum_1"," [km2*unitless/unitless]",96957.3123011712,21548.0464138336,0.222242612778915
"Large","2004","Stratum_1"," [km2*unitless/unitless]",3228.19114178869,1507.47891897251,0.46697325305752
"Small","2005","Stratum_1"," [km2*unitless/unitless]",61569.2527345717,15614.9450026962,0.253615957790052
"Large","2005","Stratum_1"," [km2*unitless/unitless]",3424.47600812202,1795.16567145564,0.524216162472235
"Small","2006","Stratum_1"," [km2*unitless/unitless]",26802.6181558738,8689.47771698811,0.324202571049342
"Large","2006","Stratum_1"," [km2*unitless/unitless]",1475.99111984773,873.392072670861,0.591732606603285
"Small","2007","Stratum_1"," [km2*unitless/unitless]",28552.2600664053,7259.98498157948,0.254270063549945
"Large","2007","Stratum_1"," [km2*unitless/unitless]",1367.50991490971,730.803684768489,0.534404669977632
"Small","2008","Stratum_1"," [km2*unitless/unitless]",33724.1036571127,8295.67466502817,0.245986513070112
"Large","2008","Stratum_1"," [km2*unitless/unitless]",1519.58158040975,715.015966512647,0.470534768077179
"Small","2009","Stratum_1"," [km2*unitless/unitless]",21105.2533082281,5113.83582130894,0.242301560972749
"Large","2009","Stratum_1"," [km2*unitless/unitless]",1764.98257857408,862.903672799488,0.488902090748351
"Small","2010","Stratum_1"," [km2*unitless/unitless]",29871.3517305313,6719.7310444792,0.22495570689595
"Large","2010","Stratum_1"," [km2*unitless/unitless]",3786.77107816063,1680.19410402118,0.443700997324953
"Small","2011","Stratum_1"," [km2*unitless/unitless]",31201.6206070491,7981.20055884075,0.255794423608806
